@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
-3.8029,21.4763,4.6342,20.4317,-2.9492,-1.431,29.7355,5.453,27.4893,-0.862,0.5244,23.0158,4.7975,25.465,-0.8459,7.5569,33.9054,5.8228,19.6139,0.0704,2.6575,-7.2524,-0.5032,-2.729,-0.1894,0.0694,0.8498,0.966,0.7959,1.1366,0.9365,0.8239,0.7222,0.9331,0.6334,1.292,0.877,0.6788,1.199,1.3075,-10.2778,1.0905,-8.5721,-7.8607,0.3504,0.375,0.2452,1.0702,0.6997,0.6538,0.7433,0.8023,1.0417,1.0795,1.4015,1.2983,0.0819,11.5609,-0.2503,-0.3243,-0.7291,0.7969,0.0636,0.1917,-1.1964,3.4604,1.8602,6.2549,-14.0286,-0.1171,10.0334,3.1676,12.0227,-3.5903,4.0133,9.672,3.11,8.875,0.04,10.2189,-0.2981,-0.0292,0.5873,0.5981,1.0185,0.3449,0.3578,1.0374,0.6209,-15.7837,-25.4206,0.1589,0.045,0.2833,0.5203,0.7048,1.3547,0.0838,7.4861,0.612,-0.131,-0.1484,TASCA_DESTRA_DAVANTI_PANTALONI
-3.4037,18.969,4.3553,22.0024,-1.9077,-0.1566,16.1181,4.0147,16.804,-2.2597,-0.3755,16.4563,4.0566,17.2277,-0.8798,6.781,17.3126,4.1608,15.8989,0.0635,21.734,9.0638,-0.5019,0.417,-0.0231,-0.0554,1.0848,1.0736,1.0467,0.9897,0.9649,0.975,1.1769,1.1527,1.0957,0.9794,0.931,0.9505,1.2392,1.7904,-13.3948,1.4448,-10.809,-7.4815,1.4678,0.8256,0.4457,0.5625,0.3037,0.5399,1.3094,1.2772,1.3839,0.9754,1.0569,1.0836,0.07,10.308,-0.234,-0.4597,-0.4982,0.1877,-0.4222,0.1406,-1.2416,1.0089,1.0044,4.1656,-8.3827,-1.1821,20.5863,4.5372,17.562,-3.6314,1.8488,3.637,1.9071,6.6191,-0.1986,1.0504,-0.6716,-0.6394,0.2214,0.5267,2.3791,0.049,0.2774,5.6603,0.2703,3.3938,12.557,0.1171,0.0804,0.6866,0.2372,0.6293,2.6532,0.0515,6.4187,-0.378,-0.0345,-0.1834,TASCA_DESTRA_DAVANTI_PANTALONI
0.0362,0.3921,0.6262,2.8065,-1.5252,-0.1749,0.4192,0.6475,2.4556,-0.8048,0.3595,0.0493,0.2221,0.924,-0.0614,0.9105,0.1928,0.4391,2.0738,0.0922,-0.2071,0.1008,0.0398,-0.4865,-0.1921,0.3949,0.9671,2.8197,1.4261,2.9156,1.4746,0.5058,0.9353,7.9505,2.0339,8.5005,2.1746,0.2558,1.548,31.7268,-8.0496,20.495,-5.1999,-0.2537,0.8168,1.2766,0.4865,1.5629,0.5956,0.3811,1.1429,3.0372,1.3533,2.6575,1.1841,0.4456,0.0079,1.4046,-0.8016,-0.7006,-0.4647,0.5309,0.5323,0.3935,-0.2998,0.0074,0.0862,0.4359,?,0.3807,0.0052,0.0718,0.2718,0.4492,0.0637,0.042,0.2049,0.5766,-0.6394,-0.7876,-4.7064,5.9757,1.2002,0.4205,0.3503,1.4405,0.1768,0.1227,-1.9664,1.9384,-0.9858,0,0,1.403,1.6039,0.756,0.4713,0.0096,0.8724,-0.5811,-0.12,-0.2869,TASCA_DESTRA_DAVANTI_PANTALONI
0.2696,1.1749,1.0839,3.9095,-0.657,1.2303,6.8028,2.6082,7.5972,-0.5371,0.1479,1.6849,1.298,5.3564,-0.9189,3.1072,1.6164,1.2714,4.7171,0.1121,0.2191,1.8234,0.0868,8.3211,0.396,0.0476,0.4156,0.8351,0.8526,2.0094,2.0515,1.021,0.1727,0.6974,0.7269,4.0376,4.2087,1.0424,0.5839,0.6043,-2.6039,1.0349,-4.4592,-4.3087,0.4774,0.8453,0.4441,1.7707,0.9304,0.5254,0.5146,0.7299,0.8288,1.4184,1.6106,1.1355,0.0249,4.3858,-0.0595,-0.133,0.4248,-0.1505,0.7508,-0.1224,0.644,0.0701,0.2648,1.019,0.1269,-0.5696,0.3728,0.6106,1.8492,-3.943,-1.0236,0.2353,0.4851,1.6894,?,-1.1306,-0.6291,0.5565,0.4338,0.5459,1.2586,0.1881,0.298,1.584,-0.1004,-0.0877,0.8732,3.1197,0,0,0.551,0.6032,1.0946,0.0262,2.3296,-0.8264,-0.5199,0.5879,TASCA_DESTRA_DAVANTI_PANTALONI
3.2428,1.9451,1.3947,5.0977,0.0909,-1.5087,1.2388,1.113,3.8164,-19.6309,-1.04,4.0762,2.019,7.1714,-1.7063,4.3826,1.9265,1.388,5.1063,0.1951,-2.1494,-3.1182,0.7399,1.4507,-0.3442,-0.2373,1.2531,0.6908,1.0048,0.5513,0.8019,1.4546,1.5702,0.4772,1.0097,0.3039,0.643,2.1159,-0.1404,-0.1127,0.4117,0.8031,-2.9331,-3.6521,30.3125,2.1161,0.8838,0.0698,0.0292,0.4177,1.3357,0.7108,0.9983,0.5322,0.7474,1.4044,0.073,6.6996,-0.1931,0.3159,0.8492,-0.5189,-0.3879,0.1123,0.7608,1.9911,1.4111,4.5618,-0.9552,-1.8202,2.0064,1.4165,4.419,-21.5327,1.0116,0.4338,0.6587,2.234,-0.0782,-0.418,0.7521,-1.7994,0.9962,2.1423,2.1505,0.9924,4.5895,4.6248,0.5278,13.7565,26.0657,11.8968,1.126,0.0947,1.0323,2.042,1.9781,0.0435,4.2111,0.0516,-0.5609,0.4273,TASCA_DESTRA_DAVANTI_PANTALONI
4.7257,38.3566,6.1933,23.011,-0.5786,-4.3707,20.5065,4.5284,14.1535,-3.5991,-0.8668,4.3796,2.0928,8.7182,-2.204,8.9466,25.3882,5.0387,14.0678,0.0948,-1.0812,-5.4521,0.5282,5.0426,-0.4885,-0.0969,1.3676,2.9594,1.2291,2.1639,0.8987,0.4153,1.8705,8.758,1.5108,4.6823,0.8077,0.1725,0.7615,1.4064,-5.7231,1.8469,-7.5156,-4.0693,4.7365,5.3569,0.9379,1.131,0.198,0.1751,1.6258,2.6394,1.6357,1.6234,1.0061,0.6197,0.1299,12.6965,-0.3106,-0.0467,0.8404,-0.3283,-0.5127,-0.0447,0.441,2.4482,1.5647,5.018,-0.512,-2.5113,3.1683,1.78,5.1743,?,2.3646,2.5598,1.5999,4.5972,0.0065,-0.1756,0.1865,-1.062,0.879,0.9779,1.1125,0.7727,0.9564,1.2377,0.3284,-56.7285,-172.7463,0,0.7173,0,0.9698,1.0915,1.1255,0.0695,6.0974,0.009,0.614,-0.7601,TASCA_DESTRA_DAVANTI_PANTALONI
-0.3755,8.4009,2.8984,9.8139,-1.0107,-0.8891,6.3965,2.5291,11.6367,-4.0701,1.0965,26.3999,5.1381,22.4544,-0.6578,5.9523,7.9006,2.8108,11.9851,0.1256,0.4223,-0.3425,-0.0631,-0.8109,-0.1494,0.1842,1.146,0.5641,1.0312,0.4922,0.8998,1.828,1.3134,0.3182,1.0633,0.2423,0.8096,3.3415,0.5281,0.5536,-2.8664,1.0484,-5.4281,-5.1774,2.1266,0.3604,0.3561,0.1695,0.1675,0.9882,0.8434,0.4371,0.8188,0.5182,0.9709,1.8735,0.0298,8.863,-0.4193,-0.668,0.244,0.0703,-0.4889,0.0996,0.9601,1.3408,1.1579,3.7238,-0.4398,0.2514,1.7302,1.3154,6.8075,-0.4819,0.817,0.6789,0.824,2.9041,-0.4556,3.8185,1.1751,0.3077,0.8803,1.4053,1.5964,0.7749,1.9749,2.5484,0.5138,1.2513,2.4355,0.563,1.2964,2.3025,0.547,1.2823,2.3441,0.0262,3.2102,-0.0375,0.7762,-0.2707,TASCA_DESTRA_DAVANTI_PANTALONI
2.3772,18.2378,4.2706,14.4984,-0.9918,-4.4597,35.508,5.9589,16.5901,-2.3,3.4915,21.3051,4.6157,15.7304,-0.6794,9.9916,12.9488,3.5984,12.537,0.2074,-0.533,0.6809,0.2379,-1.2773,-0.4463,0.3494,0.7167,0.9252,1.1868,1.291,1.656,1.2827,0.5136,0.856,1.4085,1.6666,2.7422,1.6453,0.6243,1.1344,-2.2011,1.8169,-3.5255,-1.9404,1.4479,0.7772,0.4602,0.5367,0.3179,0.5922,0.8739,0.9217,1.1564,1.0547,1.3233,1.2547,0.1254,15.5309,-0.7895,0.5264,0.7499,-0.4225,-0.8937,0.4964,-0.8956,1.9672,1.4026,4.9219,-2.4044,1.7082,3.7671,1.9409,6.962,-0.4748,3.0269,3.1751,1.7819,5.8479,-0.1084,-0.5243,-0.2959,0.5643,0.7226,0.7871,1.0892,0.5222,0.6196,1.1865,1.5508,6.0789,3.9197,0.3063,0.274,0.8947,0.707,0.8416,1.1905,0.0732,6.642,0.8271,-0.8284,-0.6309,TASCA_DESTRA_DIETRO_PANTALONI
5.2249,1.7165,1.3102,5.5696,0.2955,-7.9353,9.0896,3.0149,13.8308,?,-1.6415,5.7679,2.4016,9.6204,-1.4088,10.0041,9.4557,3.075,13.4422,0.1592,-0.6584,-3.183,0.5223,4.8343,-0.7932,-0.1641,0.4346,0.5455,0.4261,1.2553,0.9805,0.781,0.1888,0.2976,0.1815,1.5759,0.9613,0.61,-0.1689,-0.4151,0.9178,2.4582,-5.4346,-2.2108,0,1.9794,0.4945,0,0,0.2498,0.4027,0.5789,0.4143,1.4377,1.0289,0.7157,0.1928,15.7039,-0.8724,-0.2209,0.9128,0.0967,-0.9886,-0.1851,-1.6198,1.735,1.3172,5.374,-4.2576,-2.8508,4.9264,2.2196,7.0858,-5.4294,1.8636,1.6386,1.2801,4.2357,0.0625,0.5682,-0.8691,-1.5297,0.5934,1.029,1.7339,0.3522,1.0589,3.0066,0.7273,-15.4076,-21.1849,0.9275,0.2262,0.2439,0.7584,1.2687,1.6729,0.0754,6.8065,0.3144,0.3555,0.6757,TASCA_DESTRA_DIETRO_PANTALONI
4.2577,22.2709,4.7192,28.7826,-0.1512,-2.9409,7.8998,2.8107,10.7552,-1.4906,-1.6096,12.9991,3.6054,22.9016,-0.4864,7.3837,18.0181,4.2448,27.5171,0.0688,-1.4477,-2.6453,0.5766,1.8272,-0.3983,-0.218,1.679,1.3089,1.1118,0.7796,0.6621,0.8494,2.8192,1.7133,1.236,0.6077,0.4384,0.7214,0.5873,0.5045,-1.8598,0.8589,-3.1665,-3.6865,5.7898,1.6227,0.8461,0.2803,0.1461,0.5214,2.6762,1.2568,1.046,0.4696,0.3909,0.8323,0.1153,11.1115,-0.1284,0.6941,0.9132,-0.08,-0.2191,0.6602,-0.0489,1.5802,1.2571,4.3697,-1.5053,-1.0919,2.8768,1.6961,6.0295,-2.1611,3.0665,3.1314,1.7696,7.7257,-0.2907,0.0448,-0.0159,-0.3561,0.7411,0.7104,0.9585,0.5493,0.5046,0.9187,0.6369,1.5088,2.3688,0.9144,0.2914,0.3187,0.7247,0.5656,0.7805,0.0693,5.8793,-0.3857,-0.7032,0.1428,TASCA_SINISTRA_DAVANTI_PANTALONI
0.3677,0.0767,0.277,1.1329,-0.2825,-0.5216,0.1059,0.3254,1.1807,-5.508,0.0233,0.1141,0.3378,1.2582,-1.4828,0.8071,0.0531,0.2303,0.8303,0.3236,-0.705,15.7905,0.4555,-22.3994,-0.6462,0.0288,0.8512,0.8202,1.2027,0.9635,1.4129,1.4664,0.7246,0.6727,1.4466,0.9283,1.9964,2.1505,0.2497,0.332,-0.6282,1.3299,-2.5162,-1.892,4.869,1.7432,0.7197,0.358,0.1478,0.4129,0.9595,0.9004,1.3645,0.9384,1.4221,1.5154,0.0136,1.22,-0.6253,0.1869,0.6892,0.5224,-0.9187,-0.4933,-1.2698,0.1002,0.3166,1.5659,?,-0.6692,0.0112,0.1057,0.78,?,0.41,0.014,0.1182,0.392,0.3007,1.8974,-3.0972,-1.6323,2.9962,2.6791,0.8941,8.9774,7.1775,0.7995,2.0076,-9.2906,-4.6276,1,0,0,2.0076,3.9947,1.9898,0.0318,2.3489,0.9638,-0.0314,-0.0967,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.5022,8.4804,2.9121,12.0219,-3.048,2.2509,4.6694,2.1609,7.8177,-0.401,-1.7324,8.3665,2.8925,12.1259,-1.1666,5.1826,2.9767,1.7253,7.3363,0.214,-0.2231,0.2899,-0.0969,-1.2993,0.4343,-0.3343,1.3477,1.0068,1.6879,0.7471,1.2525,1.6765,1.8162,1.0136,2.849,0.5581,1.5687,2.8107,4.0456,1.3864,-4.531,0.3427,-1.12,-3.2681,0.5322,0.5306,0.3182,0.997,0.5978,0.5996,1.5378,0.9914,1.6387,0.6447,1.0656,1.6529,0.0627,7.7236,0.7858,-0.1707,-0.4093,-0.3429,-0.1135,-0.2371,0.064,0.8074,0.8986,3.5782,-0.9546,-0.545,2.3532,1.534,5.2477,-2.1179,-2.1607,0.4936,0.7026,3.98,?,-0.1174,-0.0296,0.2522,0.5858,1.2789,2.1833,0.3431,1.6356,4.7669,0.4902,0.4391,0.8956,1.0877,0,0,0.6819,0.899,1.3185,0.0485,4.2557,-0.1001,0.708,0.2092,TASCA_SINISTRA_DAVANTI_PANTALONI
0.7619,1.1315,1.0637,4.2768,-0.2364,-0.396,0.5058,0.7112,2.235,-0.8881,0.0874,0.0564,0.2375,1.3393,-3.1042,1.3488,0.6193,0.7869,3.0302,0.1641,-1.924,8.7145,0.5648,-4.5295,-0.2936,0.0648,1.4957,4.4783,1.3517,2.9941,0.9037,0.3018,2.2372,20.055,1.8271,8.9644,0.8167,0.0911,0.7778,0.8072,-1.3742,1.0378,-1.7667,-1.7024,2.9221,10.5996,0.9541,3.6273,0.3265,0.09,1.9135,3.1932,1.4114,1.6687,0.7376,0.442,0.0192,1.8179,0.6911,-0.0338,0.9245,-0.5791,0.7898,-0.2154,-0.0272,0.0152,0.1234,0.4625,-1.0145,0.0263,0.0042,0.0647,0.2521,-0.3661,0.162,0.0379,0.1946,0.6387,-0.4313,-1.0347,-0.1682,0.1625,1.9076,0.6345,0.3326,3.6388,0.4026,0.1106,3.4479,1.2101,0.351,1.2442,0.5145,0.4135,1.8347,0.7241,0.3946,0.0037,0.3597,0.2578,-0.8667,-0.2073,TASCA_SINISTRA_DAVANTI_PANTALONI
3.2125,10.3107,3.211,14.1578,-0.0491,-1.0513,2.0111,1.4181,6.6821,-0.8363,-0.1434,5.1936,2.2789,9.1822,-0.9342,4.6784,7.0733,2.6596,11.7213,0.1341,-3.0558,-22.4056,0.6867,7.3322,-0.2247,-0.0306,2.2643,1.409,1.2073,0.6223,0.5332,0.8569,5.1269,1.9853,1.4577,0.3872,0.2843,0.7343,0.2179,0.1495,-0.3653,0.6862,-1.6767,-2.4434,3.7085,2.8426,0.9969,0.7665,0.2688,0.3507,2.1188,1.5419,1.2079,0.7277,0.5701,0.7834,0.072,6.5899,0.3846,0.1216,0.9374,-0.0049,0.3704,0.005,0.7253,0.9429,0.971,5.4004,-0.5548,-0.6994,0.22,0.4691,2.775,-3.9321,2.2489,1.9202,1.3857,5.8821,-0.5151,-1.037,0.3225,-0.311,2.0701,0.7007,0.3385,4.2854,0.491,0.1146,0.871,0.9636,1.1063,6.1735,0.8947,0.1449,1.9461,0.9181,0.4718,0.0524,4.2355,-0.0022,0.4376,0.643,TASCA_SINISTRA_DAVANTI_PANTALONI
0.223,1.0928,1.0454,4.4193,-0.5664,0.0856,0.2511,0.5011,1.727,-0.4852,0.3574,0.2411,0.491,2.4759,-0.5868,1.2067,0.3137,0.5601,2.6724,0.1096,2.6041,0.624,0.1848,0.2396,0.071,0.2962,2.0863,2.1289,1.8665,1.0204,0.8947,0.8768,4.3525,4.5321,3.484,1.0413,0.8004,0.7687,2.8323,1.7454,-4.8573,0.6162,-1.715,-2.7829,2.4262,1.8081,0.94,0.7452,0.3874,0.5199,2.5589,1.7849,1.6537,0.6975,0.6462,0.9265,0.0091,1.7361,0.3655,-0.4092,0.394,-0.5824,0.2951,0.0262,-0.323,0.0359,0.1895,0.7071,-9.353,-0.1916,0.0257,0.1603,0.6281,-3.4291,0.1239,0.028,0.1673,0.6633,-0.4282,1.6856,-2.6069,-1.5466,1.1821,1.1327,0.9582,1.3974,1.2829,0.9181,1.3137,3.2119,2.4449,0.4817,0.1471,0.3053,1.1259,1.066,0.9469,0.0084,0.718,0.48,0.8153,0.212,TASCA_SINISTRA_DAVANTI_PANTALONI
-5.5036,14.0892,3.7536,14.3972,-3.7013,-2.5389,8.6599,2.9428,8.8753,-3.7391,-1.7681,6.5933,2.5677,9.8688,-1.9657,8.1135,3.3756,1.8373,9.7804,0.157,2.1677,3.1128,-0.6783,1.436,-0.3129,-0.2179,1.2755,1.4618,2.043,1.1461,1.6017,1.3976,1.6269,2.1369,4.1739,1.3134,2.5655,1.9532,1.6187,1.7329,-6.2245,1.0705,-3.8455,-3.5921,1.6352,0.9203,0.264,0.5628,0.1614,0.2868,1.6222,1.4589,1.472,0.8993,0.9075,1.009,0.1315,11.2467,-0.8128,-0.5647,-0.6712,0.6444,0.2948,0.0665,0.5135,0.5106,0.7146,2.5848,-0.5791,1.2294,4.119,2.0295,5.9505,-0.3919,-2.7573,2.0001,1.4142,4.6029,?,0.4176,-0.1862,-0.4459,0.3521,0.5053,1.4351,0.124,0.2553,2.0594,0.5658,0.2059,0.364,0.3829,0,0,0.4344,0.5616,1.2928,0.0638,5.4388,0.1809,0.3418,0.4669,TASCA_SINISTRA_DAVANTI_PANTALONI
1.0253,3.4927,1.8689,7.4874,-0.8125,-0.0127,4.6697,2.1609,7.5282,-0.9451,3.0144,4.3652,2.0893,8.929,-0.1174,4.575,1.7353,1.3173,5.6232,0.3016,-80.7246,0.3401,0.2241,-0.0042,-0.0028,0.6589,0.8648,0.8945,1.4187,1.0343,1.6404,1.586,0.7479,0.8001,2.0127,1.0698,2.691,2.5155,0.9176,3.5775,-1.3825,3.899,-1.5067,-0.3864,1.0674,0.517,0.5131,0.4844,0.4807,0.9925,0.9946,0.8386,1.3315,0.8431,1.3388,1.5879,0.0663,6.8357,0.1581,0.1238,0.2135,0.1838,0.2483,0.8395,0.3312,0.9927,0.9963,3.6689,-0.4822,-1.7655,0.6777,0.8232,3.3023,?,0.6982,0.2123,0.4607,1.6664,0.0222,-0.1876,0.4743,-2.5285,1.2102,2.1626,1.7869,1.4647,4.6768,3.1931,0.3615,-31.5161,-87.1936,0,1.4523,0,1.111,2.2016,1.9817,0.0402,3.3639,0.5766,-0.4415,-0.1414,TASCA_SINISTRA_DAVANTI_PANTALONI
