@RELATION WhereIsSmartphone
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA,BORSA,MARSUPIO,ZAINO}
@DATA
-0.10752326,0.5263092,0.7254717,4.8048515,-1.8897442,-0.58471483,1.2752765,1.1292814,6.5357924,-5.113661,0.4864803,1.4341563,1.1975627,4.843222,-0.2337769,0.18389009,-0.22102286,-1.2019291,0.64241886,0.60579014,0.9429831,0.41270202,0.36698174,0.88921726,0.5747709,3.4239252,5.9570255,1.5553342,0.4235677,0.27233228,0.73515975,0.99207747,1.3494719,0.0038409496,2.0675626,0.33666444,-0.32883143,-0.3814331,TASCA_DESTRA_DAVANTI_PANTALONI
-0.15167075,0.47109315,0.68636227,3.489593,-1.1287392,-0.49208182,0.8131168,0.9017299,4.477636,-3.031671,0.5946801,1.0002277,1.0001138,3.6057703,-0.26184267,0.30822262,-0.25504598,-0.8274732,0.76116174,0.6862841,0.90162724,0.57936716,0.47098592,0.8129317,0.5495411,2.4729347,4.4999995,1.4760077,0.57366645,0.38866088,0.7793383,0.9677802,1.2417973,0.0039331694,2.0574849,0.39505616,-0.46557274,-0.44631752,TASCA_DESTRA_DAVANTI_PANTALONI
0.013104298,0.69784546,0.83537143,5.2930107,-1.2874256,-0.3969122,0.6759697,0.8221738,4.324154,-3.0168326,-0.008543078,0.576863,0.759515,3.922328,-0.82811743,-0.03301561,-1.5339084,46.46009,1.0160521,1.0998749,1.0824984,1.032362,1.2097248,1.1718029,0.9172957,1.6766647,1.8278345,2.149505,1.0784898,0.50173867,1.224057,1.3494564,1.1024457,0.0019861017,1.8259822,0.023483826,0.18100812,-0.3366871,TASCA_DESTRA_DAVANTI_PANTALONI
0.14671396,0.9293077,0.96400607,6.5848217,-0.54992485,-0.2652691,0.77946585,0.88287365,4.8858566,-1.9365797,-0.15197457,0.28918958,0.5377635,2.9502728,-1.1829658,-0.55307597,-0.9653849,1.7454834,1.0918958,1.7926209,1.6417508,1.1922365,3.2134895,2.6953456,0.7251075,1.4613333,2.0153332,2.5534918,3.1435337,1.2310725,1.3477312,2.2319365,1.6560694,0.001695501,1.7814782,-0.22220577,-0.18159841,0.17358471,TASCA_DESTRA_DAVANTI_PANTALONI
-0.20744137,0.48110405,0.6936166,3.4363005,-1.6513162,-0.27112055,0.72778964,0.8531059,4.9370165,-2.4336555,0.5758944,1.9079305,1.3812785,4.974322,-0.13801523,0.765126,-0.3602073,-0.47078168,0.81304866,0.50215554,0.61762047,0.66104823,0.25216016,0.381455,0.6116358,3.5477014,5.8003497,0.90140873,0.29651305,0.32894406,0.69602776,0.6908078,0.9925004,0.0033473596,1.9489604,0.47542307,-0.6355479,-0.49542466,TASCA_DESTRA_DAVANTI_PANTALONI
-0.20601846,0.42223263,0.6497943,2.9385486,-1.7625253,-0.40661144,0.9691317,0.98444486,4.512809,-1.7193327,0.55572855,0.93225443,0.96553326,4.089666,-0.33136716,0.5066716,-0.3707178,-0.73167276,0.66006166,0.6729901,1.0195867,0.43568137,0.45291567,1.0395571,0.6570788,1.8418849,2.8031416,0.64097637,0.3462873,0.54024976,0.6511573,0.71853024,1.1034664,0.0035937817,2.0118504,0.5915723,-0.12928167,-0.36519635,TASCA_DESTRA_DAVANTI_PANTALONI
-0.10507717,0.5413591,0.7357711,3.7741747,-1.349702,-0.2690581,0.8750525,0.9354424,5.6809807,-1.2208337,0.7333203,2.0300684,1.4248047,5.4230447,-0.044978514,0.39053708,-0.1432896,-0.36690393,0.78654885,0.5164014,0.6565408,0.618659,0.26667038,0.43104583,0.69419795,9.287657,13.378974,0.6279166,0.30950907,0.49291432,0.66435266,0.6959512,1.047563,0.003940787,1.8102771,-0.62023014,-0.48737139,0.0036547473,TASCA_DESTRA_DAVANTI_PANTALONI
-0.14453755,1.2074246,1.0988288,6.738739,-2.1678956,-0.5722655,1.3758066,1.1729478,5.8265686,-2.9372067,0.9093891,2.3466349,1.531873,6.3926697,-0.1288984,0.2525708,-0.15893918,-0.62928563,0.93680966,0.71731067,0.76569515,0.87761223,0.51453453,0.58628917,1.0609306,6.317878,5.955034,1.4374181,0.37564737,0.2613348,1.1565536,1.0541353,0.91144526,0.0028014048,2.631794,0.37441608,-0.5604505,-0.38312823,TASCA_DESTRA_DAVANTI_PANTALONI
-0.13366088,1.0228932,1.0113819,6.451416,-2.9257925,-0.61656594,0.901361,0.9494003,5.848999,-3.86972,0.726628,3.3559375,1.8319218,7.388153,-0.18307498,0.21678278,-0.18394679,-0.8485304,1.065285,0.5520879,0.51825374,1.1348319,0.30480102,0.26858693,1.034461,4.2055097,4.065411,1.3682017,0.26315042,0.19233307,1.1029949,0.8732109,0.7916727,0.0025661136,2.4880402,0.4071234,-0.24955593,-0.3617792,TASCA_DESTRA_DAVANTI_PANTALONI
-0.14068893,1.3146305,1.1465734,6.841278,-2.0579464,-0.5342665,1.4370836,1.1987842,6.607361,-1.9227499,1.0019243,2.0668058,1.437639,5.54245,-0.13828094,0.263331,-0.14041872,-0.5332404,0.9564469,0.7975392,0.8338562,0.9147906,0.6360687,0.6953162,1.0592105,6.837964,6.4557176,0.98962575,0.45946777,0.46428436,1.0354025,1.2343419,1.1921372,0.0030030266,2.7326174,0.16870166,-0.5115744,-0.23713966,TASCA_DESTRA_DAVANTI_PANTALONI
