@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
-1.3627,22.508,4.7443,26.7702,-1.3254,-1.0698,12.9799,3.6028,27.4893,-0.862,-0.0467,19.2274,4.3849,30.2838,-0.6269,6.3546,17.3375,4.1638,20.8613,0.0241,1.2738,29.194,-0.2144,22.9192,-0.1683,-0.0073,1.3168,1.082,1.1394,0.8216,0.8653,1.0531,1.7341,1.1706,1.2982,0.6751,0.7487,1.109,1.199,1.3075,-29.6725,1.0905,-24.7482,-22.6942,0.7798,0.6185,0.5386,0.7931,0.6907,0.8708,0.9738,0.884,1.2832,0.9077,1.3177,1.4517,0.0087,9.4917,-0.1349,-0.1476,-0.3918,0.1939,-0.1301,0.2774,7.0526,17.2272,4.1506,17.6972,-0.8048,-3.8765,8.8592,2.9764,10.1194,-27.4291,0.6699,4.8666,2.206,8.3069,-0.7498,-1.8193,10.528,-5.7868,1.3945,1.8815,1.3492,1.9445,3.5399,1.8204,0.8083,2.2169,2.7428,27.548,2.0656,0.075,1.7488,2.1304,1.2182,0.0404,13.714,0.6255,-0.0027,0.3962,TASCA_DESTRA_DAVANTI_PANTALONI
-2.5604,26.3463,5.1329,24.734,-1.4017,-0.5054,13.6668,3.6969,22.1903,-1.6721,-0.547,16.025,4.0031,22.4002,-1.4441,7.0916,12.8573,3.5857,16.3435,0.0424,5.0664,4.6805,-0.361,0.9238,-0.0713,-0.0771,1.3884,1.2822,1.4315,0.9235,1.031,1.1164,1.9278,1.6441,2.0491,0.8528,1.063,1.2464,1.0396,1.0907,-19.9547,1.0491,-19.1946,-18.2955,1.2401,1.1237,0.6034,0.9061,0.4866,0.537,1.1146,1.1042,1.5134,0.9906,1.3577,1.3706,0.0136,10.6328,0.035,-0.1515,-0.3878,-0.0894,-0.2858,-0.0472,4.4475,37.2921,6.1067,16.5201,-0.6866,-4.7524,13.1224,3.6225,10.0979,-22.6978,0.7534,2.8104,1.6764,6.4671,-0.4965,-0.9359,5.9035,-6.3081,1.6858,3.6427,2.1608,2.8419,13.2694,4.6692,0.6954,3.1346,4.5079,22.9864,2.2665,0.0986,1.636,2.5545,1.5614,0.0334,13.2358,0.7779,-0.1603,-0.4391,TASCA_DESTRA_DAVANTI_PANTALONI
0.0926,0.3835,0.6192,3.0061,-1.2929,-0.0215,0.4055,0.6368,3.4379,-0.6944,0.1392,0.2107,0.459,2.7179,-0.9469,0.896,0.2253,0.4746,2.2547,0.0499,-4.3146,0.6653,0.1034,-0.1542,-0.024,0.1554,0.9725,1.3489,1.3047,1.3871,1.3417,0.9672,0.9457,1.8197,1.7023,1.9242,1.8001,0.9355,1.2031,1.2823,-14.3104,1.0659,-11.895,-11.16,0.6462,0.9392,0.5524,1.4534,0.8549,0.5882,0.8744,1.1061,1.3332,1.2649,1.5247,1.2054,0.0008,1.3727,-0.5699,0.0418,-0.1544,0.4981,0.3544,0.2026,-6.8671,0.049,0.2214,7.3761,?,6.7801,0.0559,0.2364,0.8377,0.8819,1.7248,0.0282,0.168,0.5537,0.7192,-1.0128,-3.9813,3.9309,0.9366,1.3179,1.4071,0.8773,1.7368,1.9798,-1.1793,-5.2017,4.411,0,0,3.5971,8.8056,13.3214,1.5128,0.0488,15.372,0.9853,-0.1093,-0.2754,TASCA_DESTRA_DAVANTI_PANTALONI
-0.0106,1.1581,1.0762,4.2247,-0.6126,0.2907,3.0087,1.7345,7.6149,-0.5406,-0.1079,1.1154,1.0561,5.4326,-0.9462,2.0719,1.0856,1.0419,5.2028,0.0206,-0.0366,0.0986,-0.0051,-2.6936,0.1403,-0.0521,0.6204,1.0189,1.0329,1.6423,1.6648,1.0137,0.3849,1.0383,1.0668,2.6973,2.7715,1.0275,0.6006,0.6076,-14.6334,1.0117,-24.3654,-24.0828,0.53,0.9385,0.4931,1.7707,0.9304,0.5254,0.5548,0.7777,0.812,1.4017,1.4636,1.0442,0.0015,3.0331,-0.1987,0.139,0.3953,-0.132,0.4722,0.0387,6.9785,0.6323,0.7952,3.2387,0.6471,-6.2039,1.0417,1.0206,7.4067,?,2.6872,0.1501,0.3874,1.562,0.5289,-1.1248,2.5969,-2.3087,0.7791,2.0525,2.6344,0.607,4.2128,6.94,-0.8016,3.3865,-4.2245,0,2.7678,0,0.4373,2.0734,4.7418,0.0483,15.8696,0.9907,-0.3913,-0.3352,TASCA_DESTRA_DAVANTI_PANTALONI
0.8054,3.0331,1.7416,7.1886,-0.282,-0.581,1.0597,1.0294,4.82,-3.0555,-0.4012,2.4083,1.5519,7.1714,-1.7063,2.3091,2.3163,1.522,6.1322,0.0334,-1.3862,-2.0075,0.3488,1.4482,-0.2516,-0.1737,1.6918,1.1223,1.1443,0.6633,0.6764,1.0196,2.8624,1.2595,1.3094,0.44,0.4575,1.0397,0.4354,0.3497,-7.4522,0.8031,-17.1151,-21.3101,4.718,2.1161,0.8838,0.4485,0.1873,0.4177,1.4914,1.0024,1.1723,0.6721,0.786,1.1695,0.0053,3.5486,-0.6041,-0.2205,0.8817,0.112,-0.6165,-0.2832,3.04,8.6288,2.9375,8.3372,0.1102,2.9303,2.6273,1.6209,5.3919,-0.198,7.9924,3.2719,1.8089,6.4133,0.3099,1.0374,0.3804,0.3666,1.8123,1.6239,0.8961,3.2843,2.6372,0.803,-1.1589,0.3587,-0.3095,2.0819,1.0083,0.4843,1.5462,1.3,0.8407,0.045,14.1477,-0.9186,-0.9714,0.8974,TASCA_DESTRA_DAVANTI_PANTALONI
1.1116,19.4674,4.4122,23.1221,-0.5643,-1.0623,11.1794,3.3436,14.07,-3.6039,-0.429,4.6935,2.1665,9.5204,-1.0316,4.8725,14.1477,3.7613,15.3978,0.0276,-1.0464,-2.591,0.2281,2.4761,-0.218,-0.0881,1.3196,2.0366,1.173,1.5433,0.8889,0.576,1.7414,4.1477,1.376,2.3819,0.7902,0.3317,0.7573,1.7255,-19.0903,2.2783,-25.2069,-11.0638,4.8364,3.1541,0.9334,0.6522,0.193,0.2959,1.6434,2.4287,1.5016,1.4779,0.9138,0.6183,0.0081,7.0829,-0.402,0.0286,0.691,0.1376,-0.6268,-0.0663,0.8748,7.2518,2.6929,10.0401,-0.0945,4.6178,3.3088,1.819,8.5012,-0.5059,7.871,1.5673,1.2519,5.9521,0.3196,0.1894,0.1111,0.5867,1.4804,2.151,1.453,2.1917,4.6269,2.1111,0.3036,-0.3102,-1.0217,1.6249,1.0487,0.6454,1.181,1.6868,1.4283,0.0465,14.0571,-0.9514,-0.8917,0.9332,TASCA_DESTRA_DAVANTI_PANTALONI
-0.8732,9.7784,3.127,19.4052,-0.8329,-0.9484,6.6809,2.5847,14.9453,-3.1588,0.0375,12.3662,3.5166,22.5193,-0.6626,4.8732,6.7403,2.5962,14.9965,0.0453,0.9207,-23.313,-0.1792,-25.32,-0.1946,0.0077,1.2098,0.8892,1.2045,0.735,0.9956,1.3545,1.4636,0.7907,1.4507,0.5403,0.9912,1.8347,0.7768,0.9825,-12.3836,1.2648,-15.9419,-12.604,2.9461,0.7817,0.674,0.2653,0.2288,0.8622,1.2984,0.8617,1.294,0.6637,0.9966,1.5016,0.0066,7.35,-0.0357,-0.1378,0.0146,-0.088,-0.5495,-0.0198,6.6382,6.1752,2.485,8.1808,0.1461,-5.822,8.1391,2.8529,9.5659,?,-0.9611,3.1563,1.7766,5.6611,-1.6543,-1.1402,-6.9066,6.0574,0.871,1.3987,1.6058,0.7587,1.9565,2.5787,-0.1463,-0.3966,2.7112,0,4.4919,0,0.8552,1.4451,1.6898,0.0458,14.2385,0.9643,0.1712,0.0368,TASCA_DESTRA_DAVANTI_PANTALONI
0.9435,7.4491,2.7293,15.7168,-1.1031,-1.6221,17.4181,4.1735,16.8419,-2.3419,0.28,11.5591,3.3999,15.9196,-0.7052,4.9826,15.2,3.8987,15.2708,0.038,-0.5817,3.3701,0.1894,-5.7938,-0.3256,0.0562,0.654,0.8028,0.7001,1.2275,1.0705,0.872,0.4277,0.6444,0.4901,1.5069,1.1459,0.7605,0.6985,1.2521,-13.6533,1.7926,-19.5468,-10.9042,1.4829,0.8005,0.4708,0.5398,0.3175,0.5881,0.9332,0.9873,1.0292,1.0579,1.1029,1.0425,0.0097,7.5801,-0.5525,0.4033,0.5828,-0.3207,-0.7584,0.4831,1.0774,8.037,2.835,10.9276,-0.3792,2.9406,25.3849,5.0383,14.7108,-1.2423,7.179,1.3927,1.1801,3.7359,0.5552,0.3664,0.1501,0.4096,0.5627,2.4023,4.2693,0.3166,5.7708,18.2272,0.3686,-0.6443,-1.7477,1.2077,0.9433,0.7811,0.7428,2.925,3.9376,0.0402,14.6067,-0.2754,-0.6255,0.8808,TASCA_DESTRA_DIETRO_PANTALONI
1.3443,5.7998,2.4083,9.1097,-0.1523,-2.0555,14.2455,3.7743,15.2515,-9.7351,-0.651,3.2231,1.7953,9.6204,-1.4088,3.6839,16.1535,4.0191,15.801,0.0116,-0.654,-2.0651,0.3649,3.1577,-0.558,-0.1767,0.6381,1.3414,0.5992,2.1023,0.9391,0.4467,0.4071,1.7995,0.359,4.4199,0.8819,0.1995,0.0871,0.2141,-6.4685,2.4582,-74.2846,-30.2194,5.5644,1.9794,0.4945,0.3557,0.0889,0.2498,0.5973,0.9469,0.5765,1.5853,0.9652,0.6088,0.0127,5.6409,-0.9359,-0.3124,0.9466,0.3541,-0.9804,-0.3741,1.1916,7.5084,2.7401,9.0348,-0.052,3.2981,19.6969,4.4381,15.1019,-1.4703,7.0071,7.6166,2.7598,10.4282,-0.0922,0.3613,0.1701,0.4707,0.6174,0.9929,1.6081,0.3812,0.9858,2.586,0.0497,0.5073,10.2089,1.4048,0.8995,0.6403,0.5983,0.8664,1.4482,0.0392,13.9817,-0.9164,-0.7541,0.8637,TASCA_DESTRA_DIETRO_PANTALONI
1.0542,8.463,2.9091,20.9066,-0.2894,-0.6006,5.7387,2.3956,11.0447,-1.3283,-0.4239,3.6857,1.9198,14.0648,-1.1453,3.2798,8.7819,2.9634,16.6815,0.0205,-1.7551,-2.4868,0.3214,1.4169,-0.1831,-0.1292,1.2144,1.5153,0.9817,1.2478,0.8084,0.6478,1.4747,2.2962,0.9637,1.557,0.6535,0.4197,0.7448,0.625,-13.4489,0.8392,-18.058,-21.519,3.418,2.4731,0.952,0.7236,0.2785,0.385,1.8929,1.4865,1.2533,0.7853,0.6621,0.8431,0.0069,4.9018,-0.2305,0.0491,0.7399,0.1633,-0.4763,-0.1318,0.4791,7.7544,2.7847,8.4513,-0.1843,2.5731,4.5778,2.1396,9.492,-0.7233,8.727,0.8291,0.9106,3.0041,0.6816,0.1862,0.0549,0.2948,1.3015,3.0582,2.3497,1.6939,9.3526,5.5212,0.3301,-0.2046,-0.6196,1.2956,0.7564,0.5838,0.8904,2.8132,3.1597,0.049,13.9168,-0.7026,-0.9757,0.6481,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0454,0.4806,0.6933,4.2053,-0.7003,-0.1215,0.1649,0.4061,1.9325,-1.0708,0.0078,0.3175,0.5635,2.2924,-1.138,0.8963,0.1766,0.4202,2.4748,0.0362,-0.3734,5.7801,0.0506,-15.4793,-0.1356,0.0088,1.7073,1.2304,1.6499,0.7206,0.9664,1.341,2.9149,1.5138,2.7222,0.5193,0.9339,1.7983,1.7332,1.4195,-18.6525,0.819,-10.7617,-13.1404,2.6502,2.3066,0.9632,0.8703,0.3634,0.4176,2.1761,1.8344,1.6992,0.843,0.7809,0.9263,0.0007,1.3343,-0.1212,-0.0278,-0.0042,0.2264,0.0997,-0.296,8.2065,0.0456,0.2136,0.7319,0.9148,5.08,0.2359,0.4857,1.4774,0.7392,-1.6041,0.1624,0.403,2.2129,?,1.6154,-5.116,-3.167,0.4398,0.53,1.2051,0.1934,0.2809,1.4523,1.8769,-3.5511,-1.892,1.5165,0,0,0.4954,0.3308,0.6677,0.0523,14.8906,-0.9914,-0.8976,0.9412,TASCA_SINISTRA_DAVANTI_PANTALONI
0.9422,13.7319,3.7057,22.0206,-0.698,0.0319,6.8641,2.6199,11.9658,-1.1443,-1.1482,9.6665,3.1091,20.0825,-0.5605,4.9614,7.8545,2.8026,14.5851,0.0307,29.5521,-0.8206,0.1899,-0.0278,0.0064,-0.2314,1.4144,1.1919,1.3222,0.8427,0.9348,1.1094,2.0005,1.4206,1.7483,0.7101,0.8739,1.2307,1.4176,1.255,-19.6228,0.8853,-13.8425,-15.6358,2.324,1.0077,0.8619,0.4336,0.3709,0.8553,1.8403,1.0965,1.5098,0.5958,0.8204,1.3769,0.0081,7.5095,-0.1633,-0.136,0.4714,-0.4293,-0.2876,-0.0352,4.9704,19.0647,4.3663,12.3574,-0.2635,2.6909,9.5195,3.0854,11.7114,-0.3269,4.9268,11.3632,3.3709,9.3376,-0.0639,1.8471,1.0089,0.5462,1.4152,1.2953,0.9153,2.0027,1.6778,0.8377,0.8932,4.5941,5.1432,1.1081,1.1143,1.0056,1.0552,1.3234,1.2542,0.0407,14.1538,-0.4549,-0.7295,-0.2088,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1776,0.7432,0.8621,4.9696,-0.433,-0.166,0.245,0.495,2.2293,-0.8849,0.0883,0.118,0.3435,1.7558,-1.3076,0.8975,0.3677,0.6064,3.5789,0.0233,-1.0704,2.0121,0.1979,-1.8797,-0.1849,0.0984,1.7416,2.5096,1.4218,1.441,0.8164,0.5665,3.0333,6.2981,2.0215,2.0763,0.6664,0.321,1.4348,1.5092,-17.5943,1.0519,-12.2629,-11.6579,2.9322,4.5579,0.9465,1.5544,0.3228,0.2077,2.2292,2.8303,1.3886,1.2697,0.6229,0.4906,0.0015,1.2843,0.2681,0.1099,0.5805,0.0511,0.4456,0.0123,8.5706,0.0217,0.1471,0.5752,0.9357,4.7494,0.0718,0.268,1.0716,0.7894,-0.1346,0.0461,0.2147,0.6948,-3.3004,1.8046,-63.69,-35.294,0.549,0.6855,1.2486,0.3014,0.4699,1.5589,2.0845,-15.6977,-7.5308,1.7585,55.3694,31.4872,0.5368,0.8278,1.5422,0.0551,13.498,-0.9972,0.8455,-0.809,TASCA_SINISTRA_DAVANTI_PANTALONI
0.9709,4.473,2.1149,15.6295,-0.1877,-0.3599,2.929,1.7114,9.4589,-1.0072,-0.2725,1.7559,1.3251,9.3895,-1.955,2.5141,3.9833,1.9958,12.9258,0.0188,-2.6979,-3.5633,0.3862,1.3208,-0.1431,-0.1084,1.2358,1.5961,1.0597,1.2916,0.8575,0.6639,1.5271,2.5474,1.1229,1.6682,0.7353,0.4408,0.5203,0.3975,-9.9503,0.7641,-19.125,-25.0302,2.7926,4.1417,0.9989,1.4831,0.3577,0.2412,1.6524,1.6646,1.2092,1.0074,0.7318,0.7264,0.0058,3.6651,0.2984,0.0471,0.6833,-0.0766,-0.0033,-0.075,1.1786,5.092,2.2565,9.5276,-0.125,2.3379,0.7762,0.881,3.5171,-0.0905,9.0989,0.6427,0.8017,5.5886,0.408,0.5041,0.1295,0.2569,2.5613,2.8148,1.099,6.56,7.9229,1.2078,3.6279,-0.2749,-0.0758,2.6258,0.8971,0.3417,2.7089,1.7048,0.6293,0.0509,13.073,-0.8131,-0.7602,0.3506,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0492,0.7447,0.863,4.2491,-0.6298,-0.0368,0.1448,0.3805,2.0954,-0.7157,0.2007,0.3534,0.5945,2.9749,-0.8437,1.011,0.2649,0.5147,2.7382,0.0205,-1.3365,0.245,0.0487,-0.1834,-0.0364,0.1985,2.2681,1.4516,1.6767,0.64,0.7393,1.1551,5.1443,2.1072,2.8115,0.4096,0.5465,1.3342,1.8786,1.2061,-28.7127,0.642,-15.2841,-23.8055,2.1347,1.6157,0.9326,0.7569,0.4369,0.5772,2.0278,1.4283,1.5518,0.7043,0.7652,1.0865,0.0011,1.456,0.4636,-0.1556,0.2624,-0.0483,0.312,0.0582,7.7387,0.0738,0.2717,0.9589,0.8839,5.9847,0.1239,0.352,1.2555,0.8077,-0.4935,0.0237,0.154,0.8046,?,1.2931,-15.6814,-12.1272,0.7719,1.7642,2.2856,0.5958,3.1125,5.2241,1.3847,-9.0731,-6.5524,1.2653,0,0,0.7638,1.1917,1.5603,0.0524,14.2169,-0.9988,0.4868,-0.4654,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.5199,10.5538,3.2487,14.3972,-3.7013,-0.3437,7.3965,2.7197,12.9942,-1.1687,-0.2501,8.9062,2.9843,11.5864,-1.2965,4.7811,6.488,2.5472,11.32,0.0243,4.4223,6.0772,-0.3179,1.3742,-0.0719,-0.0523,1.1945,1.0886,1.2754,0.9113,1.0677,1.1716,1.4269,1.185,1.6267,0.8305,1.14,1.3727,1.6187,1.7329,-40.2823,1.0705,-24.886,-23.2462,0.5111,0.607,0.264,1.1876,0.5165,0.4349,1.108,1.2426,1.2718,1.1215,1.1479,1.0235,0.0084,6.9718,0.1858,-0.0403,-0.7225,0.5358,-0.239,-0.1417,-2.1892,8.5009,2.9156,8.9356,?,4.5295,4.7629,2.1824,9.2641,-0.5006,7.443,2.1951,1.4816,5.1721,0.3973,-0.4833,-0.2941,0.6086,1.336,1.9679,1.473,1.7848,3.8727,2.1698,2.8913,-2.6209,-0.9065,0,0,0.7194,0.9645,1.7277,1.7912,0.0475,14.4876,0.7859,0.9776,0.6912,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.8641,43.0128,6.5584,33.2274,-1.6953,-0.4919,8.8944,2.9823,16.297,-1.6829,-0.5995,12.4966,3.5351,18.4112,-1.304,6.3867,24.9621,4.9962,20.8169,0.0236,1.7566,1.4414,-0.1353,0.8206,-0.077,-0.0939,2.1991,1.8553,1.3127,0.8436,0.5969,0.7075,4.836,3.442,1.7231,0.7117,0.3563,0.5006,2.0444,2.0056,-41.4552,0.981,-20.277,-20.6693,2.0295,1.5427,0.5782,0.7602,0.2849,0.3748,2.0389,1.8047,1.5962,0.8852,0.7829,0.8844,0.006,9.1628,0.2462,0.3565,-0.7427,0.0025,-0.1574,-0.2327,-8.8124,1.3062,1.1429,9.7673,?,-0.6086,3.3408,1.8278,9.4648,-0.8814,2.4042,7.7318,2.7806,11.25,-0.3316,14.4795,-3.6655,-0.2531,0.6253,0.411,0.6573,0.391,0.1689,0.4321,2.2028,3.486,1.5825,0,0,0.5955,1.032,0.8682,0.8413,0.0477,13.5583,0.614,0.6216,0.6445,TASCA_SINISTRA_DAVANTI_PANTALONI
