@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
-0.2998,16.3079,4.0383,21.4835,-0.7694,-1.88,22.2119,4.7129,20.6311,-2.1514,-0.6144,14.3579,3.7892,23.6718,-1.2854,6.2076,18.345,4.2831,18.4857,0.0267,0.1594,0.4879,-0.0483,3.06,-0.3029,-0.099,0.8569,1.0657,0.9428,1.2438,1.1004,0.8847,0.7342,1.1358,0.889,1.547,1.2108,0.7827,0.6633,0.7017,-18.4495,1.0579,-27.8161,-26.2942,1.8547,1.1722,0.6393,0.632,0.3447,0.5454,1.0413,0.9076,1.1622,0.8715,1.1161,1.2805,0.0104,9.6016,-0.6656,0.5307,0.3892,-0.4381,-0.645,0.23,20.7355,256.0716,16.0022,55.7983,-0.4904,25.6019,177.3116,13.3158,51.5396,-0.3338,-16.1915,211.3344,14.5373,45.2988,-40.9901,0.8099,-1.2806,-1.5812,1.2017,1.1008,0.916,1.4442,1.2117,0.839,1.4232,0.4152,0.2917,0.9689,34.7044,35.8175,1.0826,1.2318,1.1378,0.1912,67.8372,0.4989,0.8348,0.7274,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
-0.7363,12.9589,3.5998,19.8817,-1.1974,-0.4318,4.5778,2.1396,13.9062,-2.0551,-0.5055,9.4153,3.0684,21.012,-1.2843,3.915,12.6089,3.5509,14.2238,0.0315,1.7051,1.4565,-0.1881,0.8542,-0.1103,-0.1291,1.6825,1.1732,1.0138,0.6973,0.6025,0.8641,2.8308,1.3764,1.0278,0.4862,0.3631,0.7467,1.1581,0.917,-23.456,0.7918,-20.253,-25.5779,1.9878,0.9837,0.6161,0.4949,0.31,0.6263,1.4297,0.9462,1.3978,0.6618,0.9777,1.4772,0.0052,5.945,-0.3279,0.7005,-0.3075,-0.6116,-0.3002,-0.0026,20.4646,116.3021,10.7843,46.4371,-0.5,34.2511,15.1517,3.8925,25.8606,0.3586,-12.9841,92.639,9.6249,37.9196,?,0.5975,-1.5761,-2.6379,2.7705,1.1205,0.4044,7.6758,1.2554,0.1636,-1.0705,0.4082,-0.3813,0.7678,0,0,1.7957,1.2246,0.682,0.2197,69.5827,0.5401,0.6979,0.8244,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
0.6117,7.1188,2.6681,13.2515,-0.441,-1.662,6.0094,2.4514,9.2053,-4.4124,-1.1522,7.9921,2.827,12.3167,-2.4015,3.8329,10.8932,3.3005,13.0327,0.0096,-0.368,-0.5309,0.1596,1.4425,-0.4336,-0.3006,1.0884,0.9438,0.8084,0.8671,0.7427,0.8566,1.1846,0.8907,0.6535,0.7519,0.5517,0.7337,0.5404,0.4663,-32.1555,0.863,-59.5066,-68.9519,5.4071,2.5397,0.6989,0.4697,0.1292,0.2752,1.4396,1.0759,1.0168,0.7474,0.7063,0.9451,0.0105,5.852,-0.248,-0.7485,0.4201,0.4574,-0.7916,-0.6605,2.1792,646.9474,25.4352,73.2,-1.6859,2.217,438.8166,20.948,54.5062,-0.3932,-25.94,177.5422,13.3245,45.2838,-27.4156,0.983,-0.084,-0.0855,1.2142,1.9089,1.5721,1.4743,3.6439,2.4716,2.9867,1.0516,0.3521,0.6966,17.1015,24.5494,1.343,1.6165,1.2037,0.13,67.0841,-0.3674,-0.6508,0.7532,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
1.3328,21.3761,4.6234,23.8039,-0.7218,-0.9464,13.2184,3.6357,20.3276,-2.9008,-0.2177,12.7092,3.565,21.2988,-1.2167,4.7709,27.2611,5.2212,18.8285,0.0071,-1.4083,-6.1233,0.2794,4.348,-0.1984,-0.0456,1.2717,1.2969,0.8855,1.0198,0.6963,0.6828,1.6172,1.6819,0.7841,1.0401,0.4849,0.4662,0.6601,0.8536,-74.6294,1.2931,-113.052,-87.4303,2.653,1.4389,0.7291,0.5424,0.2748,0.5067,1.171,1.1176,1.2643,0.9544,1.0796,1.1312,0.0085,7.1607,-0.5813,0.3179,0.578,-0.0524,-0.674,0.0913,-17.5785,229.7226,15.1566,49.2172,?,-30.8729,432.2856,20.7915,70.9503,-1.7026,-19.5544,87.0528,9.3302,35.405,-3.8471,0.5694,0.899,1.5788,0.729,1.6245,2.2284,0.5314,2.6389,4.9658,1.1011,1.7515,1.5906,0,0,3.5941,0.6937,1.3901,2.004,0.209,73.6202,-0.8837,-0.77,0.9134,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
1.1233,6.2677,2.5035,13.5668,-0.24,-0.5441,4.0102,2.0025,9.816,-1.3762,-0.377,1.0111,1.0055,8.145,-0.8357,2.623,6.1089,2.4716,12.4366,0.0026,-2.0643,-2.9799,0.4282,1.4435,-0.2074,-0.1437,1.2502,2.4898,1.0129,1.9915,0.8102,0.4068,1.563,6.1991,1.026,3.9662,0.6564,0.1655,0.462,0.7083,-81.7003,1.5332,-176.8584,-115.3542,2.6484,2.4658,0.8774,0.931,0.3313,0.3558,1.3821,1.6657,1.0909,1.2052,0.7893,0.6549,0.0069,3.7861,-0.1163,-0.0502,0.7709,0.1408,-0.4287,-0.1263,5.3288,103.9794,10.197,39.3585,-2.1844,-0.4556,12.3056,3.5079,17.3386,-5.0217,-32.1895,4.8895,2.2112,33.5999,?,-11.6973,-0.1655,0.0142,2.9068,4.6115,1.5864,8.4498,21.2661,2.5168,1.8672,0.8035,0.4303,4.2925,0,0,2.27,1.1714,0.516,0.1717,45.9267,0.6836,-0.6221,-0.4781,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0242,0.039,0.1974,1.9533,-0.394,-0.0097,0.015,0.1226,1.041,-1.4955,0.0453,0.0224,0.1496,0.8379,-0.7508,0.234,0.0243,0.156,1.5436,0.0186,-2.5041,0.5343,0.1034,-0.2134,-0.0413,0.1935,1.6096,1.3193,1.2651,0.8196,0.786,0.9589,2.5908,1.7406,1.6004,0.6718,0.6177,0.9195,0.885,1.5365,-18.8348,1.7362,-21.283,-12.258,3.3591,2.9278,0.8908,0.8716,0.2652,0.3043,1.8764,2.3312,1.2654,1.2424,0.6744,0.5428,0.0003,0.3531,-0.3365,0.0264,0.2483,0.0195,0.0818,0.351,-30.7974,0.3383,0.5816,31.9794,?,-4.129,0.3651,0.6042,5.3986,?,31.1349,0.1671,0.4088,1.561,0.9511,7.4587,-0.9892,-0.1326,0.9626,1.4227,1.478,0.9265,2.024,2.1845,5.9237,-1.0534,-0.1778,1,0,0,5.9237,20.4868,3.4585,0.2256,66.0614,-0.7344,0.6787,-0.7058,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
1.2363,6.8757,2.6222,15.9966,-0.2452,-0.4592,3.3163,1.8211,8.2052,-0.9956,-0.4355,1.6497,1.2844,11.8883,-0.7293,2.8046,5.9048,2.43,12.8936,0.0025,-2.6922,-2.839,0.4408,1.0545,-0.1637,-0.1553,1.4399,2.0416,1.0791,1.4178,0.7494,0.5286,2.0733,4.1679,1.1644,2.0103,0.5616,0.2794,0.7695,0.6283,-96.6065,0.8165,-125.5449,-153.7624,3.1245,1.8687,0.9938,0.5981,0.3181,0.5318,1.9496,1.3456,1.2407,0.6902,0.6364,0.922,0.0075,4.0262,0.1066,0.0894,0.7339,0.1803,-0.2361,0.026,4.7618,99.1806,9.9589,38.3392,-2.3108,3.2735,20.5351,4.5316,20.8191,-2.0709,-32.3735,8.6172,2.9355,35.2188,?,1.4547,-0.1471,-0.1011,2.1977,3.3926,1.5437,4.8298,11.5096,2.383,1.906,0.7598,0.3986,1.7081,0,0,1.8415,1.0886,0.5911,0.1787,47.1464,0.9254,-0.5813,-0.6249,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.9832,14.6195,3.8235,23.1022,-0.9416,0.3824,13.0667,3.6148,19.4499,-2.0111,-1.3579,38.9433,6.2405,36.6909,-0.8198,4.753,46.9957,6.8553,22.0039,0.0018,2.5712,-0.7241,0.2069,-0.2816,0.0805,-0.2857,1.0578,0.6127,0.5577,0.5792,0.5273,0.9103,1.1188,0.3754,0.3111,0.3355,0.278,0.8287,0.8625,0.6778,-278.0782,0.7859,-322.4247,-410.2402,1.842,0.5901,0.5398,0.3204,0.293,0.9146,1.1878,0.6296,1.0499,0.5301,0.8839,1.6675,0.0092,7.5609,-0.3761,-0.9536,0.4024,0.4379,-0.1541,-0.309,7.7689,117.5448,10.8418,32.6385,-0.8758,-8.5124,244.1175,15.6243,39.1785,-11.5616,-19.7313,396.8057,19.92,50.0381,-1.866,-0.9127,-0.3937,0.4314,0.6939,0.5443,0.7844,0.4815,0.2962,0.6152,0.4226,0.4678,1.1068,5.5788,0.9966,0.1786,0.8331,0.6523,0.783,0.1229,50.7815,0.8717,-0.9585,-0.9749,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0294,0.013,0.1139,0.7941,-1.7698,-0.0371,0.006,0.0774,0.3867,-2.2827,-0.0052,0.0184,0.1355,0.7049,-1.1329,0.1807,0.0069,0.0833,0.5002,0.0563,-0.791,-5.6428,0.1626,7.1334,-0.2055,-0.0288,1.4709,0.8405,1.3668,0.5714,0.9293,1.6263,2.1635,0.7064,1.8683,0.3265,0.8635,2.6447,1.8871,1.3551,-17.0129,0.7181,-9.0154,-12.5548,2.434,0.8674,0.5409,0.3564,0.2222,0.6236,2.0537,1.1265,1.5875,0.5485,0.773,1.4093,0.0003,0.2686,-0.4591,0.0503,-0.0394,0.0795,-0.187,-0.1411,-14.3302,0.0961,0.31,14.9994,?,-32.9569,0.0759,0.2755,33.7799,?,11.8112,0.0512,0.2263,1.0803,0.9117,0.4348,-1.2133,-2.7903,1.1253,1.3698,1.2173,1.2662,1.8764,1.4819,0.444,-1.3442,-3.0272,1,0,0,0.444,13.8842,31.2684,0.2023,59.0983,-0.348,-0.4577,0.4899,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.7441,1.3642,1.168,7.348,-0.5846,-0.509,2.0666,1.4376,8.2455,-1.8288,0.039,0.908,0.9529,10.451,-2.0329,1.7641,2.0412,1.4287,7.0595,0.0085,-1.4618,19.0971,0.4218,-13.0639,-0.2885,0.0221,0.8125,1.2258,0.8175,1.5087,1.0062,0.667,0.6601,1.5025,0.6683,2.2761,1.0125,0.4448,0.5085,0.387,-44.7658,0.761,-88.0294,-115.6814,1.5909,1.3457,0.6513,0.8459,0.4094,0.484,0.8912,0.7031,1.0409,0.789,1.168,1.4804,0.0048,2.5889,0.1194,0.1464,0.3514,0.0295,-0.5434,-0.0659,-4.8948,63.5912,7.9744,30.1178,-0.6352,43.0681,1.5109,1.2292,3.7201,0.9174,-6.2354,4.9267,2.2196,9.0591,?,-0.1137,0.785,-6.907,6.4876,3.5927,0.5538,42.0885,12.9074,0.3067,-0.283,1.2914,-4.5632,0.4088,0,0,8.096,3.3246,0.4106,0.2317,57.6958,0.5962,0.5126,0.8442,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.9605,9.6436,3.1054,15.6417,-3.5991,-0.783,4.5064,2.1228,8.3072,-1.0459,0.0644,3.9204,1.98,9.7802,-0.8539,3.4364,7.8016,2.7931,12.8476,0.0245,1.2268,-14.9144,-0.2795,-12.1576,-0.2279,0.0187,1.4629,1.5684,1.1118,1.0721,0.76,0.7089,2.14,2.4598,1.2361,1.1495,0.5776,0.5025,2.8823,2.7174,-37.8828,0.9428,-13.1431,-13.941,0.8376,0.6447,0.2582,0.7697,0.3083,0.4006,1.8829,1.5993,1.2175,0.8494,0.6466,0.7612,0.0066,5.1672,0.5001,-0.3853,-0.8316,-0.2226,-0.4013,0.4362,23.2081,63.306,7.9565,27.24,0.3505,-12.3365,117.5189,10.8406,53.038,-0.5986,-35.4859,69.2356,8.3208,41.1591,?,-1.8812,-0.654,0.3476,0.734,0.9562,1.3028,0.5387,0.9144,1.6974,-0.7401,-0.3571,0.4825,1.264,0,0,0.5136,0.6618,1.2886,0.2336,74.5173,0.5341,0.834,0.8541,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.989,5.091,2.2563,11.7145,-0.7668,-1.6715,7.1851,2.6805,14.8603,-3.7433,-0.755,3.908,1.9769,11.0305,-1.4565,3.4636,8.5299,2.9206,13.4768,0.003,-0.5917,-1.3099,0.2855,2.2139,-0.4826,-0.218,0.8418,1.1414,0.7726,1.3559,0.9178,0.6769,0.7086,1.3027,0.5968,1.8386,0.8423,0.4582,0.4335,0.7773,-124.746,1.7931,-287.7533,-160.4765,2.1164,1.4766,0.4905,0.6977,0.2318,0.3322,0.7883,1.062,0.8692,1.3472,1.1027,0.8185,0.011,5.2739,-0.1342,-0.3131,0.2634,0.4856,-0.8168,-0.5531,-3.9391,521.8043,22.843,67.1387,-0.504,36.6999,80.337,8.9631,40.2603,0.0957,-5.0399,18.2359,4.2703,17.9977,-59.1786,-0.1073,0.7816,-7.2819,2.5486,5.3492,2.0989,6.4952,28.6142,4.4054,-5.2831,1.2712,-0.2406,1.0027,149.2602,148.8571,1.6676,3.7304,2.237,0.1971,62.199,-0.6602,-0.9318,0.603,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.7539,4.9175,2.2175,14.6805,-1.9348,-1.0989,2.9036,1.704,8.3992,-1.4433,-0.1189,2.9292,1.7115,11.8673,-0.9837,2.8896,4.1907,2.0471,9.8019,0.0048,0.6861,6.342,-0.2609,9.2436,-0.3803,-0.0411,1.3014,1.2957,1.0832,0.9956,0.8324,0.836,1.6936,1.6788,1.1734,0.9912,0.6929,0.699,1.9507,1.6446,-203.7634,0.8431,-104.458,-123.8977,1.4551,0.8362,0.5079,0.5746,0.349,0.6074,1.7478,1.2371,1.4977,0.7078,0.8569,1.2107,0.007,4.3518,0.1438,0.305,-0.342,0.0124,-0.4983,-0.185,27.5619,84.889,9.2135,28.3203,0.3587,-7.3033,80.1941,8.9551,45.5994,-0.4259,-33.8402,103.8465,10.1905,46.6797,-8.605,-3.7739,-0.8145,0.2158,1.0289,0.9041,0.8788,1.0585,0.8174,0.7722,-1.1629,-0.3787,0.3257,1.3809,9.0863,6.5802,0.6211,0.6067,0.9769,0.2317,72.0086,0.6099,0.7099,0.9866,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.3319,2.7061,1.645,4.9808,-16.0268,-0.7457,1.2535,1.1196,4.4284,-3.8605,-0.8906,1.3446,1.1596,4.4824,-8.0325,2.096,4.0342,2.0085,5.8275,0.0162,1.7861,1.4955,-0.6355,0.8373,-0.3558,-0.4249,1.4693,1.4187,0.819,0.9655,0.5574,0.5773,2.1588,2.0126,0.6708,0.9323,0.3107,0.3333,1.3329,1.1761,-48.7835,0.8824,-36.5989,-41.4773,0.3211,0.5895,0.0494,1.836,0.1538,0.0838,1.1247,1.1112,0.8547,0.988,0.7599,0.7692,0.0102,3.3063,0.682,0.6879,-0.9302,0.82,-0.8638,-0.8706,29.6785,112.3432,10.5992,28.875,0.4189,-7.4896,118.1326,10.8689,43.8125,-0.4635,-13.8143,275.3012,16.5922,51.0625,-0.936,-3.9626,-2.1484,0.5422,0.9752,0.6388,0.6551,0.951,0.4081,0.4291,-1.5,-0.843,0.562,1.6597,1.8839,1.1351,0.6591,0.5655,0.858,0.193,62.468,0.7554,0.8958,0.9629,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.6824,1.9606,1.4002,5.9997,-18.1093,-0.7564,1.9191,1.3853,5.5336,-18.1523,-0.086,1.558,1.2482,5.8922,-1.1249,1.6696,3.6955,1.9224,6.9892,0.0044,0.9022,7.9371,-0.4087,8.7975,-0.453,-0.0515,1.0107,1.1218,0.7284,1.1098,0.7206,0.6493,1.0216,1.2583,0.5305,1.2318,0.5193,0.4216,1.0841,1.8228,-184.2319,1.6814,-169.939,-101.0704,1.0867,0.1132,0.0447,0.1042,0.0412,0.395,1.0842,1.0182,0.8584,0.9391,0.7917,0.8431,0.0051,2.4412,0.8469,-0.1437,-0.8861,-0.0774,-0.8942,0.0017,23.5824,31.9182,5.6496,19.1,0.5159,-17.9227,141.3256,11.888,49.9234,-0.8808,-28.6858,24.0968,4.9089,31.5335,?,-1.3158,-0.8221,0.6248,0.4752,1.1509,2.4218,0.2258,1.3246,5.8649,-0.8706,-0.6455,0.7414,1.4863,0,0,0.3826,0.6057,1.5832,0.2062,73.2005,0.9339,0.8738,0.9833,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.4616,2.6098,1.6155,9.8176,-4.8435,-0.6342,2.109,1.4522,6.6736,-15.3378,-0.2161,2.8492,1.688,8.4148,-1.0983,1.6644,5.46,2.3367,10.3744,0.003,0.7279,2.1362,-0.2774,2.9349,-0.3811,-0.1298,1.1124,0.9571,0.6914,0.8604,0.6215,0.7224,1.2374,0.916,0.478,0.7402,0.3863,0.5218,1.2989,1.8475,-264.636,1.4224,-203.7463,-143.2393,4.113,0.4189,0.1615,0.1019,0.0393,0.3854,1.4711,1.1667,0.9463,0.7931,0.6433,0.8111,0.0041,2.4588,0.8427,-0.5439,-0.7743,-0.269,-0.9238,0.1297,21.5287,29.7247,5.452,31.3,0.245,-18.4351,37.6942,6.1396,39.4628,-1.2453,-32.989,25.9481,5.0939,38.2298,?,-1.1678,-0.6526,0.5588,0.888,1.0703,1.2053,0.7886,1.1455,1.4527,-0.4642,-0.2658,0.5725,2.3589,0,0,0.7932,0.8187,1.0323,0.2175,73.6467,0.866,0.9258,0.9761,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
