@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
-1.9777,21.2451,4.6092,26.7702,-1.3254,-1.0573,14.6381,3.826,27.4893,-0.862,-0.3143,21.2689,4.6118,30.2838,-0.6269,6.5028,19.9932,4.4714,20.8613,0.0241,1.8706,6.2925,-0.3041,3.3638,-0.1626,-0.0483,1.2047,0.9994,1.0308,0.8296,0.8557,1.0314,1.4514,0.9989,1.0626,0.6882,0.7322,1.0638,1.199,1.3075,-29.6725,1.0905,-24.7482,-22.6942,0.7798,0.6185,0.5386,0.7931,0.6907,0.8708,0.9738,0.884,1.2832,0.9077,1.3177,1.4517,0.0151,9.8642,-0.0569,-0.2749,-0.4626,0.2855,-0.1098,0.2554,-0.3069,2.6052,1.614,9.6568,-1.5292,-0.3413,4.9812,2.2319,12.0291,-3.5815,1.5503,8.4687,2.9101,12.168,-0.3162,0.8993,-0.198,-0.2201,0.7232,0.5546,0.7669,0.523,0.3076,0.5882,0.6209,1.9974,3.217,1.4542,0.413,0.284,0.8028,0.7936,0.9886,0.0108,5.0056,0.3234,-0.2786,0.0588,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
-2.1196,27.2604,5.2211,24.734,-1.4017,-1.1882,14.2482,3.7747,19.0408,-2.6936,0.2472,13.7163,3.7036,21.0673,-1.2987,6.88,13.8559,3.7224,16.3435,0.0424,1.7839,-8.5758,-0.3081,-4.8074,-0.1727,0.0359,1.3832,1.4098,1.4026,1.0192,1.0141,0.9949,1.9132,1.9874,1.9674,1.0388,1.0283,0.9899,1.0396,1.2128,-19.9547,1.1666,-19.1946,-16.4531,1.9977,1.1237,0.6034,0.5625,0.3021,0.537,1.299,1.174,1.5134,0.9038,1.165,1.289,0.0166,10.3047,0.1731,-0.2533,-0.3098,0.0478,-0.499,0.0863,-0.366,1.9881,1.41,8.0515,-0.8596,-0.0568,9.7344,3.12,19.5764,-2.3715,1.7161,3.4487,1.8571,7.6765,-0.1984,6.4448,-0.2133,-0.0331,0.4519,0.7593,1.6801,0.2042,0.5765,2.8226,0.2703,2.9288,10.8365,0.7457,0.6759,0.9064,0.4113,1.0488,2.5502,0.0119,4.997,-0.0687,-0.2257,-0.0548,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
-0.0541,0.3485,0.5904,2.8065,-1.5252,-0.044,0.3482,0.5901,2.7696,-1.0355,0.0667,0.1901,0.436,2.1925,-1.5184,0.8353,0.1984,0.4454,2.1659,0.0519,1.2281,-0.8105,-0.0647,-0.6599,-0.0527,0.0799,1.0005,1.3539,1.3254,1.3532,1.3247,0.9789,1.0011,1.8331,1.7566,1.8312,1.7548,0.9583,1.2031,1.2823,-14.3104,1.0659,-11.895,-11.16,0.8168,1.2766,0.4865,1.5629,0.5956,0.3811,1.0133,1.28,1.2958,1.2632,1.2787,1.0123,0.0006,1.2725,-0.6977,-0.0261,-0.2486,0.3337,0.1399,-0.0786,-0.3146,0.0389,0.1972,0.7077,-12.5511,0.3064,0.0273,0.1652,0.647,-0.0668,0.0636,0.0783,0.2799,1.1064,-0.8602,-1.0267,-4.9421,4.8136,1.1937,0.7046,0.5903,1.4249,0.4965,0.3484,16.1841,1.2812,0.0792,0.0861,0.0878,1.0197,1.0939,0.6397,0.5848,0.0029,0.8688,-0.7168,-0.539,0.3699,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
0.2273,1.2268,1.1076,4.1699,-0.5917,0.5395,3.3979,1.8433,7.5972,-0.5371,-0.0138,1.1824,1.0874,5.4326,-0.9462,2.2098,1.2668,1.1255,5.2028,0.0206,0.4213,-16.4456,0.1029,-39.0313,0.2441,-0.0063,0.6009,1.0186,0.9841,1.6952,1.6378,0.9661,0.361,1.0376,0.9684,2.8738,2.6824,0.9334,0.5839,0.5869,-14.1335,1.005,-24.204,-24.0828,0.53,0.9385,0.4931,1.7707,0.9304,0.5254,0.5489,0.7676,0.8015,1.3984,1.4602,1.0442,0.0039,3.2364,-0.3212,0.1487,0.3801,-0.1537,0.509,0.0308,0.2745,0.1862,0.4315,1.6947,-0.4521,-0.2639,0.2768,0.5262,2.1509,-2.183,-0.2016,0.4685,0.6845,2.2511,-3.0076,-1.0404,-1.3619,1.3089,0.8201,0.6304,0.7687,0.6726,0.3975,0.5909,0.3577,0.3123,0.8732,1.7271,2.0778,1.203,0.7879,0.7528,0.9555,0.0029,1.4103,-0.7255,-0.5594,0.4251,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
1.3303,2.902,1.7035,6.7878,-0.2105,-0.817,0.9498,0.9746,4.5933,-3.7756,-0.6609,2.6085,1.6151,7.1714,-1.7063,2.5549,2.8067,1.6753,6.1322,0.0334,-1.6283,-2.0127,0.5207,1.2361,-0.3198,-0.2587,1.7479,1.0548,1.0168,0.6034,0.5817,0.964,3.0553,1.1125,1.0339,0.3641,0.3384,0.9294,0.3251,0.2611,-5.5633,0.8031,-17.1151,-21.3101,5.83,2.1161,0.8838,0.363,0.1516,0.4177,1.4778,0.9465,1.1069,0.6405,0.749,1.1695,0.0112,3.8995,-0.5622,-0.1098,0.9081,-0.0336,-0.6199,-0.2473,0.1455,0.8979,0.9476,4.5618,-0.9552,-0.7271,1.803,1.3428,5.2706,-4.0408,0.392,0.3929,0.6268,2.3971,-0.1569,-0.2002,0.3712,-1.8546,0.7057,1.5117,2.1421,0.498,2.2852,4.5886,0.5275,6.8557,12.9967,2.2314,1.126,0.5046,0.8655,1.9031,2.1988,0.0056,2.0296,-0.2447,0.0334,-0.2294,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
1.774,23.9473,4.8936,23.1221,-0.5643,-1.5605,13.4683,3.6699,14.07,-3.6039,-0.6497,4.5468,2.1323,9.4529,-1.0466,5.6257,16.3182,4.0396,15.3978,0.0276,-1.1368,-2.7306,0.3153,2.4021,-0.2774,-0.1155,1.3334,2.295,1.2114,1.7211,0.9085,0.5279,1.7781,5.2669,1.4675,2.9622,0.8254,0.2786,0.7573,1.7255,-19.0903,2.2783,-25.2069,-11.0638,4.8364,3.2002,0.9334,0.6617,0.193,0.2917,1.6434,2.446,1.5016,1.4884,0.9138,0.6139,0.0166,8.1775,-0.3736,0.0483,0.6629,0.0422,-0.6169,-0.0654,0.1381,0.8845,0.9405,5.018,-0.5198,-0.7777,2.5933,1.6104,5.536,-13.6537,0.8245,2.1742,1.4745,5.2562,-0.1305,-0.1776,0.1675,-0.9432,0.584,0.6378,1.0921,0.3411,0.4068,1.1927,0.3327,2.8291,8.5029,8.7395,0.7101,0.0813,0.9064,0.9547,1.0532,0.0077,2.4991,-0.1672,0.5523,-0.875,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
-1.2196,9.8701,3.1417,19.4052,-0.8329,-1.0684,8.0825,2.843,14.9453,-3.1588,0.452,12.5935,3.5487,22.4544,-0.6578,5.0801,7.5721,2.7517,14.9965,0.0453,1.1416,-2.6986,-0.2401,-2.3639,-0.2103,0.089,1.1051,0.8853,1.1417,0.8011,1.0332,1.2896,1.2212,0.7837,1.3035,0.6418,1.0674,1.6631,0.7768,0.9897,-12.3836,1.274,-15.9419,-12.5129,2.9461,0.7817,0.674,0.2653,0.2288,0.8622,1.2984,0.8642,1.294,0.6656,0.9966,1.4973,0.0115,7.6925,-0.0535,-0.0955,-0.0127,-0.0052,-0.5709,-0.0295,0.1391,1.4972,1.2236,5.7507,-1.2234,0.1211,1.2521,1.119,6.8979,-0.5016,0.8218,0.6782,0.8235,3.9743,-0.2965,1.1488,0.1692,0.1473,1.0935,1.4858,1.3587,1.1957,2.2075,1.8461,1.3733,3.4812,2.5349,0.563,0.8438,1.4986,0.8337,1.447,1.7356,0.0058,2.8069,0.3056,0.1583,-0.0903,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
1.2726,9.2087,3.0346,14.4984,-0.9918,-2.0904,21.884,4.678,16.5901,-2.3,0.6361,14.5,3.8079,15.7304,-0.6794,6.0666,15.1835,3.8966,15.0629,0.0477,-0.6088,2.0006,0.2098,-3.2862,-0.3446,0.1049,0.6487,0.7969,0.7788,1.2285,1.2005,0.9772,0.4208,0.6351,0.6065,1.5092,1.4413,0.955,0.6243,1.1344,-9.5771,1.8169,-15.3393,-8.4425,1.4479,0.7772,0.4602,0.5367,0.3179,0.5922,0.8739,0.9217,0.9625,1.0547,1.1014,1.0443,0.0173,9.3081,-0.5594,0.4061,0.6082,-0.3057,-0.7957,0.5084,-0.3394,1.0604,1.0298,4.9219,-2.4044,-0.0046,4.2307,2.0569,9.5169,-1.0161,1.2046,3.3432,1.8285,6.8402,-0.2965,74.3425,-0.2817,-0.0038,0.5006,0.5632,1.1249,0.2506,0.3172,1.2654,0.7247,2.2224,3.0665,0.3063,0.274,0.8947,0.5172,0.7196,1.3913,0.0086,3.5968,0.3151,-0.7454,0.1098,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
1.5868,7.4494,2.7294,9.1097,-0.1523,-2.7861,16.7648,4.0945,14.7211,-15.5349,-0.9248,3.711,1.9264,9.6204,-1.4088,4.4938,18.8669,4.3436,15.801,0.0116,-0.5695,-1.7157,0.3531,3.0126,-0.62,-0.2058,0.6666,1.4168,0.6284,2.1255,0.9426,0.4435,0.4443,2.0074,0.3948,4.5176,0.8886,0.1967,0.0871,0.2141,-6.4685,2.4582,-74.2846,-30.2194,8.8794,1.9794,0.4945,0.2229,0.0557,0.2498,0.6188,0.9469,0.5765,1.5302,0.9317,0.6088,0.0222,6.9097,-0.9554,-0.3034,0.9636,0.3004,-0.9829,-0.3303,-0.7671,1.57,1.253,5.374,-4.2576,-0.7824,3.9279,1.9819,7.0858,-5.4294,0.9688,1.0451,1.0223,4.8709,-0.0781,0.9804,-0.7918,-0.8076,0.6322,1.2257,1.9387,0.3997,1.5022,3.7584,0.7273,12.3353,16.9607,0.9275,0.2262,0.2439,0.7584,1.1033,1.4547,0.0098,3.2458,0.5716,-0.1769,-0.125,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
1.2403,13.2819,3.6444,29.6336,-0.1852,-1.0307,6.6787,2.5843,10.8477,-1.4593,-0.6787,5.3763,2.3187,22.9016,-0.4864,3.8344,13.6955,3.7007,29.1706,0.0128,-1.2034,-1.8276,0.3235,1.5187,-0.2688,-0.177,1.4102,1.5718,0.9848,1.1146,0.6983,0.6265,1.9887,2.4704,0.9698,1.2422,0.4877,0.3926,0.7195,0.618,-12.212,0.8589,-16.972,-19.7596,5.6682,1.6227,0.8461,0.2863,0.1493,0.5214,2.7318,1.294,1.0159,0.4737,0.3719,0.7851,0.0125,5.7717,-0.282,0.2966,0.8316,0.1336,-0.433,0.1932,0.139,0.6403,0.8002,4.3697,-1.5053,-0.4516,1.2601,1.1226,6.0295,-2.1611,0.7738,4.2711,2.0667,7.7257,-0.2907,-0.3079,0.1797,-0.5836,0.7129,0.3872,0.5432,0.5082,0.1499,0.295,0.6369,1.5088,2.3688,0.9144,0.2914,0.3187,0.7247,0.5656,0.7805,0.0065,2.9858,-0.1777,-0.3766,-0.2113,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1152,0.4282,0.6544,3.9564,-0.7786,-0.2464,0.1277,0.3573,1.6207,-1.608,-0.1875,0.2432,0.4931,1.87,-1.8776,0.8523,0.1818,0.4264,2.1753,0.0409,-0.4675,-0.6142,0.1351,1.3139,-0.2891,-0.22,1.8312,1.3269,1.5346,0.7246,0.838,1.1565,3.3533,1.7607,2.3551,0.5251,0.7023,1.3376,1.7332,1.4195,-18.6525,0.819,-10.7617,-13.1404,3.5794,3.4229,0.9807,0.9563,0.274,0.2865,2.4411,2.1157,1.8188,0.8667,0.7451,0.8597,0.0024,1.2694,-0.1698,0.1859,-0.074,-0.0592,-0.0936,-0.6019,-0.5063,0.3493,0.591,1.7175,-10.3285,-0.3545,0.0623,0.2496,0.78,?,0.2202,0.0343,0.1853,0.6419,-0.1452,1.4281,-2.2994,-1.6101,2.368,3.1889,1.3467,5.6074,10.1693,1.8135,2.0076,19.2396,9.5832,0,0.2705,0,2.202,2.6755,1.215,0.0047,1.1209,0.9486,-0.645,-0.6655,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
1.3984,17.1285,4.1387,22.0206,-0.698,-0.0693,8.4712,2.9105,11.9658,-1.1443,-1.2659,12.33,3.5114,20.0825,-0.5605,5.9431,6.1719,2.4843,13.3812,0.1107,-20.1822,-1.1046,0.2353,0.0547,-0.0117,-0.213,1.422,1.1786,1.6659,0.8289,1.1716,1.4134,2.022,1.3892,2.7752,0.687,1.3725,1.9977,1.4176,1.255,-5.436,0.8853,-3.8347,-4.3315,2.324,1.0077,0.8619,0.4336,0.3709,0.8553,1.8403,1.0965,1.6456,0.5958,0.8942,1.5008,0.0137,8.9918,-0.1444,-0.1442,0.4673,-0.4451,-0.3254,0.0467,-0.3304,1.001,1.0005,4.9507,-0.9919,-0.4273,1.9271,1.3882,7.3198,-3.3463,0.055,5.7515,2.3982,8.5353,-0.8737,0.7734,-6.0056,-7.7655,0.7207,0.4172,0.5788,0.5194,0.174,0.3351,0.4374,0.6194,1.416,1.4758,0.5456,0.3697,0.6763,0.58,0.8576,0.0039,3.9816,-0.2812,-0.0984,-0.1161,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.3022,0.8112,0.9007,4.5969,-0.3289,-0.1332,0.2959,0.544,2.235,-0.8881,0.1928,0.0749,0.2736,1.7437,-1.3864,0.9461,0.4332,0.6581,3.5266,0.0272,-2.2683,1.5676,0.3194,-0.6911,-0.1408,0.2038,1.6557,3.2914,1.3685,1.9879,0.8265,0.4158,2.7415,10.8335,1.8728,3.9517,0.6831,0.1729,1.0823,1.1232,-11.5261,1.0378,-10.6495,-10.2619,2.9221,4.7339,0.9541,1.62,0.3265,0.2016,2.0568,2.6363,1.3035,1.2818,0.6338,0.4944,0.0029,1.3607,0.2978,-0.2068,0.7523,0.0691,0.4621,0.0362,-0.0704,0.0169,0.1301,0.5811,-1.5309,0.0116,0.0052,0.0721,0.3172,-0.7192,0.0776,0.0272,0.1648,0.6387,-0.4313,-6.0645,-0.9063,0.1494,1.8047,0.7896,0.4375,3.257,0.6235,0.1914,2.6485,1.8261,0.6895,1.2442,0.5145,0.4135,1.8316,0.9097,0.4967,0.0008,0.3182,0.0576,-0.3624,0.2227,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
1.3668,6.5333,2.556,16.4748,-0.2208,-0.4179,3.7032,1.9244,9.3715,-1.0235,-0.1433,2.1719,1.4738,9.1822,-0.9342,3.0753,5.0143,2.2393,13.4435,0.0069,-3.2704,-9.5396,0.4444,2.917,-0.1359,-0.0466,1.3282,1.7344,1.1415,1.3058,0.8594,0.6581,1.7642,3.008,1.3029,1.705,0.7385,0.4332,0.6287,0.6719,-32.1006,1.0689,-51.0624,-47.7732,2.9138,2.8426,0.9969,0.9756,0.3421,0.3507,1.758,1.7942,1.2255,1.0206,0.6971,0.683,0.0103,4.4212,0.2908,0.1075,0.7666,0.0017,0.0603,0.0499,0.2317,0.4785,0.6917,5.4004,-0.5548,-0.4513,0.135,0.3675,2.775,-3.9321,0.7634,2.0638,1.4366,5.8821,-0.5151,-0.5133,0.3035,-0.5912,1.8824,0.4815,0.2558,3.5435,0.2318,0.0654,0.871,0.9636,1.1063,6.1735,0.8947,0.1449,1.9461,0.9181,0.4718,0.0065,2.1533,-0.2302,0.5447,-0.1214,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1173,0.7154,0.8458,4.4193,-0.5664,-0.0854,0.1561,0.3951,1.9648,-0.6897,0.0134,0.2813,0.5303,2.887,-0.8503,0.9451,0.2807,0.5298,2.9053,0.032,-1.3742,8.7749,0.1241,-6.3854,-0.0903,0.0141,2.141,1.5949,1.5964,0.7449,0.7457,1.001,4.5838,2.5437,2.5486,0.5549,0.556,1.002,1.9927,1.2045,-16.6356,0.6045,-8.3483,-13.8107,2.4262,1.8081,0.94,0.7452,0.3874,0.5199,2.2493,1.5308,1.5211,0.6806,0.6763,0.9937,0.001,1.3668,0.5207,-0.0652,0.2757,-0.146,0.2712,-0.1499,-0.1294,0.0554,0.2354,1.003,-1.7541,-0.0542,0.0241,0.1552,0.7669,-1.7326,0.084,0.026,0.1611,0.7285,-0.5685,2.3866,-1.5414,-0.6459,1.5163,1.4611,0.9635,2.2993,2.1347,0.9284,1.3137,2.4193,1.8416,1.2976,0.7841,0.6043,1.3078,1.3768,1.0528,0.0012,0.4868,0.6494,0.5062,0.0826,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.7523,13.4273,3.6643,14.3972,-3.7013,-0.5205,8.8878,2.9812,12.9942,-1.1687,-0.5899,9.2843,3.047,11.196,-1.4052,5.3477,6.6906,2.5866,10.7406,0.0742,3.3666,2.9704,-0.3277,0.8823,-0.0973,-0.1103,1.2291,1.2026,1.4166,0.9784,1.1526,1.178,1.5107,1.4462,2.0069,0.9573,1.3284,1.3877,1.6187,1.7329,-13.1684,1.0705,-8.1353,-7.5993,0.5111,0.6579,0.264,1.2872,0.5165,0.4012,1.108,1.2859,1.3404,1.1606,1.2098,1.0424,0.0135,7.6814,0.1911,-0.0172,-0.7554,0.5312,-0.254,-0.1772,0.2265,0.2584,0.5083,2.5848,-0.5791,0.4739,1.8204,1.3492,5.9505,-0.3919,-0.9323,2.4018,1.5498,4.9806,-12.1862,0.478,-0.243,-0.5083,0.3768,0.328,0.8706,0.1419,0.1076,0.7579,0.5658,0.2059,0.364,0.3829,4.3338,11.3184,0.4344,0.519,1.1947,0.0075,2.2578,0.3286,-0.2063,-0.1264,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
