@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
0.1529,3.2896,1.8137,16.7811,-1.3289,-0.0814,6.3923,2.5283,26.4061,-1.4581,0.0337,2.6581,1.6304,15.1765,-0.8353,2.2917,7.1192,2.6682,18.9067,0.0022,-1.8792,4.5442,0.0667,-2.4182,-0.0355,0.0147,0.7174,1.1125,0.6798,1.5508,0.9476,0.611,0.5146,1.2376,0.4621,2.4049,0.8979,0.3734,0.6113,1.3863,-232.1427,2.2677,-379.7486,-167.4607,0.6708,0.8714,0.3803,1.2991,0.5669,0.4364,0.6355,1.1057,0.8876,1.7399,1.3967,0.8027,0.0004,3.4802,0.3746,0.2024,0.0785,-0.1607,-0.0828,0.0595,1100,0,0,0,1,?,?,?,?,?,PANTALONI
-0.1444,2.247,1.499,14.2673,-0.658,-0.4196,2.0902,1.4458,16.2676,-0.485,-0.1709,4.3642,2.0891,25.3823,-0.2955,1.9449,5.1451,2.2683,20.3873,0.0012,0.3441,0.8448,-0.0742,2.4554,-0.2158,-0.0879,1.0368,0.7175,0.6609,0.6921,0.6374,0.921,1.075,0.5149,0.4367,0.479,0.4063,0.8482,1.0657,0.978,-232.5878,0.9177,-218.2491,-237.8171,0.7855,0.4392,0.4216,0.5591,0.5367,0.9599,0.877,0.5621,0.6998,0.6409,0.7979,1.245,0.0013,3.0063,0.3801,0.2581,0.2593,0.1137,-0.1876,0.2834,1100,0,0,0,1,?,?,?,?,?,PANTALONI
0.0941,0.0167,0.1291,2.413,-0.7149,0.0323,0.0897,0.2996,5.5613,-1.0992,-0.0049,0.0397,0.1994,3.8618,-1.3858,0.212,0.1111,0.3334,3.9246,0.0029,2.9159,-19.3747,0.4439,-6.6444,0.1522,-0.0229,0.431,0.6476,0.3873,1.5027,0.8987,0.598,0.1857,0.4194,0.15,2.258,0.8076,0.3577,0.3454,0.4484,-88.4619,1.2982,-256.0903,-197.2663,0.5311,0.8693,0.3575,1.6367,0.6731,0.4113,0.4339,0.6248,0.6148,1.4401,1.417,0.984,0.0003,0.3242,-0.8629,-0.8533,-0.0554,0.8473,0.1046,0.0095,1100,0,0,0,1,?,?,?,?,?,PANTALONI
0.0128,3.587,1.8939,8.8887,-0.9323,-0.3818,3.1983,1.7884,11.8072,-0.6733,-0.1027,2.1748,1.4747,12.443,-0.3822,2.3538,3.5761,1.8911,12.1953,0.0068,-0.0335,-0.1247,0.0054,3.7172,-0.1622,-0.0436,1.059,1.2843,1.0015,1.2127,0.9457,0.7798,1.1215,1.6494,1.003,1.4707,0.8944,0.6081,0.9027,1.2464,-51.4131,1.3808,-56.9549,-41.2477,0.6519,0.511,0.3746,0.7838,0.5747,0.7332,0.7528,0.7144,0.7289,0.9489,0.9682,1.0203,0.001,3.6307,0.455,0.5215,0.0048,0.6315,-0.0719,0.0167,1100,0,0,0,1,?,?,?,?,?,PANTALONI
0.0675,0.0145,0.1206,0.8242,-0.4007,-0.3184,0.0745,0.273,2.9173,-0.88,-0.0695,0.0135,0.1164,1.5726,-1.2026,0.3933,0.0588,0.2424,1.7784,0.0156,-0.2121,-0.9717,0.1717,4.582,-0.8097,-0.1767,0.4417,1.036,0.4975,2.3457,1.1263,0.4802,0.1951,1.0733,0.2475,5.5022,1.2686,0.2306,0.1727,0.2746,-8.363,1.5903,-48.4367,-30.4576,0.3792,0.8241,0.3257,2.1733,0.8589,0.3952,0.2825,0.5241,0.4634,1.855,1.6403,0.8843,0.0009,0.5364,0.3907,0.1037,-0.007,0.6551,-0.5915,-0.4123,1100,0,0,0,1,?,?,?,?,?,PANTALONI
-0.1201,0.0036,0.0597,0.3404,-5.9033,-0.0776,0.0035,0.059,0.389,-1.2009,0.0311,0.003,0.0549,0.3883,-0.4483,0.1637,0.0047,0.0683,0.339,0.0745,1.5482,-3.8664,-0.7337,-2.4974,-0.4739,0.1898,1.0135,1.0883,0.8741,1.0738,0.8625,0.8032,1.0272,1.1844,0.7641,1.153,0.7439,0.6452,1.3712,2.4212,-10.6693,1.7658,-7.781,-4.4066,0.2789,0.1839,0.1346,0.6592,0.4826,0.7321,0.8749,0.8764,1.0041,1.0017,1.1476,1.1456,0.0004,0.2533,0.6241,-0.3182,-0.9235,0.4464,-0.6031,0.2808,1100,0,0,0,1,?,?,?,?,?,PANTALONI
0.0321,0.8445,0.919,6.4045,-0.4698,1.1897,4.1626,2.0402,7.0021,-0.1513,0.5725,3.0632,1.7502,9.0639,-0.2325,1.9621,5.9645,2.4422,10.4238,0.0064,0.027,0.0561,0.0164,2.078,0.6063,0.2918,0.4504,0.5251,0.3763,1.1657,0.8354,0.7166,0.2029,0.2757,0.1416,1.3589,0.6979,0.5136,2.2251,1.1974,-30.3255,0.5381,-13.6286,-25.3264,0.7164,0.5925,0.4153,0.827,0.5797,0.701,0.9147,0.7066,0.6144,0.7725,0.6717,0.8695,0.03,2.8143,0.4918,0.4726,0.5123,0.4914,0.9099,0.7468,125000,0,0,0,1,?,?,?,?,?,PANTALONI
0.388,9.4327,3.0713,28.3953,-2.0196,-0.6412,9.4349,3.0716,21.5057,-0.8848,-0.122,10.9494,3.309,48.8168,-1.5051,3.9947,14.4359,3.7995,30.1811,0.0102,-0.6051,-3.1814,0.0971,5.2581,-0.1605,-0.0305,0.9999,0.9282,0.8083,0.9283,0.8084,0.8709,0.9998,0.8615,0.6534,0.8617,0.6536,0.7585,1.8812,0.6475,-60.9826,0.3442,-32.4163,-94.178,0.8241,0.4826,0.3084,0.5855,0.3742,0.6391,1.3204,0.5817,0.9408,0.4405,0.7126,1.6175,0.002,6.2523,-0.8883,-0.449,-0.1335,0.3417,0.1082,0.078,1100,0,0,0,1,?,?,?,?,?,PANTALONI
-0.0576,0.0237,0.1541,0.8664,-1.0234,-0.116,0.0371,0.1925,1.1889,-1.8823,-0.0768,0.0201,0.1418,0.866,-2.012,0.2769,0.0269,0.164,0.9883,0.0165,0.4967,0.7506,-0.2081,1.5112,-0.4189,-0.2772,0.8005,1.0867,0.9398,1.3574,1.1739,0.8648,0.6409,1.1809,0.8832,1.8426,1.3781,0.7479,0.5644,0.7576,-26.4068,1.3422,-46.7872,-34.8578,1.0381,1.4893,0.4261,1.4347,0.4105,0.2861,0.7287,1.0005,0.8767,1.3729,1.203,0.8762,0.0004,0.4315,-0.2616,-0.3531,0.1122,0.9885,-0.6452,-0.6389,1100,0,0,0,1,?,?,?,?,?,PANTALONI
-0.1311,0.0078,0.0882,0.6535,-2.7424,-0.062,0.011,0.1047,0.7184,-1.7262,0.0072,0.0097,0.0986,0.6281,-0.8975,0.203,0.0083,0.0913,0.5109,0.0784,2.1126,-18.1037,-0.6456,-8.5693,-0.3056,0.0357,0.8426,0.8945,0.9664,1.0616,1.147,1.0804,0.7099,0.8001,0.934,1.127,1.3156,1.1673,1.0527,1.6118,-11.0103,1.5311,-10.459,-6.8308,0.6626,0.5275,0.3149,0.7961,0.4753,0.597,0.9096,1.0404,1.279,1.1438,1.4061,1.2293,0.0004,0.3114,0.0617,-0.3222,-0.5881,0.8888,-0.2086,0.0764,1100,0,0,0,1,?,?,?,?,?,PANTALONI
0.1302,8.4339,2.9041,26.1581,-1.9845,-0.4809,12.6986,3.5635,25.2557,-1.7634,-0.0067,5.9934,2.4481,18.7514,-1.0291,4.3886,8.1143,2.8486,23.394,0.014,-0.2706,-19.5679,0.0297,72.3016,-0.1096,-0.0015,0.815,1.1863,1.0195,1.4556,1.251,0.8594,0.6642,1.4072,1.0394,2.1188,1.565,0.7386,1.0792,1.8289,-52.3419,1.6947,-48.4995,-28.6186,0.959,0.9484,0.3694,0.9889,0.3852,0.3895,1.0357,1.395,1.1182,1.3469,1.0796,0.8015,0.0013,6.6449,-0.339,-0.2158,-0.0793,-0.259,-0.1892,0.0239,1100,0,0,0,1,?,?,?,?,?,PANTALONI
0.5334,7.0986,2.6643,17.7419,-0.4008,-1.0097,5.0993,2.2582,18.721,-2.4948,0.0772,5.3634,2.3159,15.0675,-0.7119,3.5889,5.9914,2.4477,18.1403,0.0069,-0.5283,6.9055,0.1486,-13.0712,-0.2814,0.0215,1.1799,1.1504,1.0885,0.9751,0.9226,0.9461,1.3921,1.3235,1.1848,0.9507,0.8511,0.8952,0.3798,0.8101,-40.1581,2.1328,-105.7262,-49.5715,2.3644,1.439,0.6934,0.6086,0.2933,0.4818,0.9477,1.1775,0.978,1.2425,1.032,0.8306,0.0031,5.4263,0.0677,0.3616,0.4721,0.0469,-0.4933,0.1764,1100,0,0,0,1,?,?,?,?,?,PANTALONI
0.2282,8.2704,2.8758,24.697,-1.0936,-0.4107,5.8444,2.4175,20.7285,-0.8622,-0.0006,4.9957,2.2351,18.1186,-0.8904,3.2641,8.6773,2.9457,16.9996,0.0076,-0.5556,-366.2562,0.0699,659.2405,-0.1258,-0.0002,1.1896,1.2867,0.9763,1.0816,0.8207,0.7588,1.4151,1.6555,0.9531,1.1699,0.6735,0.5757,1.3441,1.5116,-99.444,1.1246,-73.9835,-65.7875,1.0598,1.2308,0.6887,1.1614,0.6498,0.5595,1.1915,1.3631,1.4528,1.144,1.2194,1.0658,0.0013,5.0064,0.0029,0.3735,0.0293,0.4089,-0.0203,0.1442,1100,0,0,0,1,?,?,?,?,?,PANTALONI
0.2593,7.3605,2.713,21.1498,-1.7173,-0.6585,11.3947,3.3756,18.3229,-0.7114,-0.226,8.6093,2.9342,16.1735,-0.9919,4.6901,5.9194,2.433,16.6105,0.0487,-0.3938,-1.1476,0.0553,2.9143,-0.1404,-0.0482,0.8037,0.9246,1.1151,1.1505,1.3874,1.206,0.646,0.8549,1.2435,1.3235,1.925,1.4544,1.755,1.6597,-15.7291,0.9457,-8.9627,-9.4773,0.727,0.9586,0.4458,1.3186,0.6132,0.465,1.1543,1.3077,1.2733,1.1329,1.1031,0.9737,0.002,7.2361,-0.2832,0.2626,-0.1656,0.5142,0.1218,0.0437,1100,0,0,0,1,?,?,?,?,?,PANTALONI
