@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
-2.5713,21.3301,4.6185,22.6154,-2.0739,-1.6866,18.6549,4.3191,27.4893,-0.862,0.9163,22.0268,4.6933,30.2838,-0.6269,6.8291,25.6714,5.0667,20.8613,0.0241,1.5245,-2.806,-0.3765,-1.8406,-0.247,0.1342,1.0693,0.9841,0.9115,0.9203,0.8525,0.9263,1.1434,0.9684,0.8309,0.8469,0.7267,0.858,1.199,1.3075,-29.6725,1.0905,-24.7482,-22.6942,0.4984,0.3953,0.3442,0.7931,0.6907,0.8708,0.8227,0.7468,1.0841,0.9077,1.3177,1.4517,0.0321,10.5146,-0.1428,-0.3334,-0.6265,0.4867,-0.1134,0.3181,-0.6369,0.0213,0.146,0.8148,?,0.2553,0.0276,0.1661,0.5288,0.1291,-0.554,0.0208,0.1441,0.6522,?,-2.4947,1.1497,-0.4609,0.8789,1.0127,1.1522,0.7725,1.0256,1.3276,-10.3935,1.2492,-0.1202,0,1,0,1.5408,1.2492,0.8108,0.0088,1.4462,0.9756,0.698,0.6923,-0.4306,3.6756,1.9172,9.6568,-1.5292,0.0791,6.3682,2.5235,12.0291,-3.5815,2.2866,9.5263,3.0865,12.168,-0.3162,-5.4412,-0.1883,0.0346,0.7597,0.6212,0.8176,0.5772,0.3858,0.6685,0.6209,1.9974,3.217,1.4542,0.413,0.284,0.8028,0.7936,0.9886,0.0233,5.8612,0.4192,-0.2938,0.002,DAVANTI_PANTALONI
-3.288,27.4366,5.238,24.734,-1.4017,-1.511,18.6963,4.3239,19.0408,-2.6936,0.003,16.3409,4.0424,21.0673,-1.2987,7.7328,15.7718,3.9714,15.9892,0.0631,2.1761,-1106.246,-0.4252,-508.3662,-0.1954,0.0004,1.2114,1.2958,1.3189,1.0696,1.0888,1.0179,1.4675,1.679,1.7396,1.1441,1.1854,1.0361,1.0396,1.2128,-13.3948,1.1666,-12.8846,-11.0443,1.9977,1.1237,0.6034,0.5625,0.3021,0.537,1.299,1.174,1.5469,0.9038,1.1909,1.3176,0.0369,11.6854,0.0931,-0.3257,-0.2933,0.0455,-0.5323,0.0806,-0.0297,0.0767,0.277,0.7589,-1.0773,-0.1456,0.3471,0.5892,1.4344,-1.0678,0.1111,0.3934,0.6272,1.6653,-1.0278,0.2042,-0.2677,-1.3109,0.4701,0.4416,0.9393,0.221,0.195,0.8823,0.5314,0.4663,0.8776,0.5267,0.4449,0.8447,0.5291,0.4557,0.8613,0.0019,1.4884,0.8104,-0.889,-0.9608,-0.7236,2.4674,1.5708,8.0515,-0.8596,-0.0773,13.905,3.7289,19.5764,-2.3715,2.1805,3.1962,1.7878,7.5024,-0.1712,9.3645,-0.3318,-0.0354,0.4212,0.8786,2.0858,0.1774,0.772,4.3505,0.2703,3.3938,12.557,0.7457,0.6759,0.9064,0.4113,1.0732,2.6093,0.0235,6.1206,-0.1078,-0.0871,0.0538,DAVANTI_PANTALONI
0.1175,0.285,0.5339,2.8065,-1.5252,-0.0683,0.3152,0.5615,2.4556,-0.8048,0.2528,0.0799,0.2826,1.3642,-0.567,0.7758,0.1607,0.4009,2.1659,0.0519,-1.7209,0.4647,0.1514,-0.27,-0.088,0.3258,0.9509,1.8891,1.3318,1.9866,1.4005,0.705,0.9042,3.5686,1.7736,3.9466,1.9615,0.497,1.548,3.4341,-14.3104,2.2184,-9.2443,-4.1672,0.8168,1.2766,0.4865,1.5629,0.5956,0.3811,1.1429,2.0572,1.2958,1.8,1.1338,0.6299,0.0028,1.1902,-0.6616,-0.2003,-0.1737,0.2785,0.2113,0.5079,0.5772,0.0006,0.0243,0.0657,0.8923,-0.2609,0.003,0.0548,0.343,?,-0.7242,0.0004,0.0209,0.7572,?,-2.2126,-0.7971,0.3603,0.444,1.1646,2.6228,0.1972,1.3562,6.879,-1.588,-0.7194,0.453,0,0,1,0.1916,0.0868,0.453,0.0095,1.5623,0.9962,0.9773,0.9873,-0.403,0.019,0.1379,0.6555,?,0.4009,0.0078,0.0881,0.3848,0.3656,0.181,0.059,0.2428,0.8196,-0.3781,-1.0051,-2.2259,2.2146,1.5649,0.5678,0.3629,2.4489,0.3225,0.1317,-2.9567,2.9147,-0.9858,0,0,1.0197,1.7036,0.7997,0.4694,0.0059,1.0592,-0.4613,-0.5853,-0.0977,DAVANTI_PANTALONI
0.1927,1.2154,1.1025,4.1699,-0.5917,0.6246,4.123,2.0305,7.5972,-0.5371,-0.0418,1.6403,1.2807,5.4326,-0.9462,2.4208,1.5474,1.2439,4.7171,0.1121,0.3085,-4.6086,0.0796,-14.9401,0.258,-0.0173,0.5429,0.8608,0.8863,1.5855,1.6323,1.0296,0.2948,0.741,0.7855,2.5137,2.6645,1.06,0.5839,0.5869,-2.6039,1.005,-4.4592,-4.4368,0.53,0.9385,0.4931,1.7707,0.9304,0.5254,0.5489,0.7676,0.884,1.3984,1.6106,1.1517,0.0065,3.5035,-0.1533,0.0264,0.4266,-0.0902,0.6393,0.0112,-0.38,0.0058,0.0761,0.4473,?,-0.4666,0.0046,0.068,0.6056,?,0.0154,0.0006,0.0251,0.0774,-0.2834,0.8143,-24.678,-30.3061,1.1196,3.0303,2.7066,1.2535,9.1824,7.3257,0.7386,26.1766,35.4403,1,0,0,0.7386,5.7797,7.8251,0.006,0.8696,-0.9867,-0.5612,0.4723,0.3507,0.1441,0.3796,1.5476,-0.326,-0.3371,0.2695,0.5191,1.8578,-3.8552,-0.4167,0.5444,0.7378,2.2511,-3.0076,-1.0404,-0.8417,0.809,0.7313,0.5145,0.7036,0.5347,0.2647,0.495,0.2579,0.2252,0.8732,3.0501,2.0778,0.6812,0.833,0.6875,0.8253,0.0063,1.5365,-0.7745,-0.7349,0.552,DAVANTI_PANTALONI
2.0191,2.8133,1.6773,6.2252,-0.1102,-1.1762,0.8032,0.8962,3.8164,-19.6309,-1.0035,3.1714,1.7808,7.1714,-1.7063,3.272,2.5485,1.5964,5.4741,0.1372,-1.7166,-2.0121,0.6171,1.1721,-0.3595,-0.3067,1.8715,0.9419,1.0507,0.5033,0.5614,1.1155,3.5026,0.8871,1.1039,0.2533,0.3152,1.2444,0.1701,0.1366,-0.7098,0.8031,-4.1725,-5.1953,30.3125,2.1161,0.8838,0.0698,0.0292,0.4177,1.6311,0.8681,1.1372,0.5322,0.6972,1.3101,0.0252,4.982,-0.3854,0.0956,0.8783,-0.3816,-0.4855,-0.1095,0.1809,0.0909,0.3014,1.1403,-1.0977,0.0568,0.0085,0.0923,0.2819,-0.7154,0.744,0.2697,0.5193,1.7918,-0.8703,3.1831,0.2431,0.0764,3.2673,0.5804,0.1776,10.6754,0.3369,0.0316,5.0756,0.7156,0.141,3.3078,0.5674,0.1715,4.0451,0.6364,0.1573,0.0076,1.2951,-0.3745,0.7798,0.2564,0.281,1.2736,1.1285,4.5618,-0.9552,-1.1152,2.158,1.469,4.7931,-7.4372,0.5276,0.4642,0.6813,2.2767,-0.0988,-0.252,0.5325,-2.1135,0.7682,1.6564,2.156,0.5902,2.7435,4.6485,0.5275,10.8906,20.6458,4.1069,1.126,0.2742,0.9517,2.0037,2.1053,0.0125,2.6563,-0.1734,-0.0254,-0.1563,DAVANTI_PANTALONI
2.4363,35.6705,5.9725,23.011,-0.5786,-2.2558,17.1601,4.1425,14.1535,-3.5991,-0.6577,4.7308,2.175,10.2634,-1.4057,7.2054,17.1008,4.1353,14.0678,0.0948,-1.08,-3.7044,0.3381,3.43,-0.3131,-0.0913,1.4418,2.7459,1.4443,1.9045,1.0017,0.526,2.0787,7.54,2.0859,3.6273,1.0035,0.2766,0.7615,1.4064,-5.7231,1.8469,-7.5156,-4.0693,4.7365,3.4167,0.9379,0.7214,0.198,0.2745,1.6258,2.242,1.6357,1.379,1.0061,0.7296,0.0342,10.3212,-0.3468,-0.0452,0.6851,-0.0871,-0.5872,-0.1233,-0.0079,0.0426,0.2063,0.5965,-3.3927,-0.2663,0.0016,0.0405,0.3929,?,-0.8306,0.0143,0.1198,0.8967,?,0.0298,0.0095,0.3206,5.0957,1.7226,0.338,25.9657,2.9672,0.1143,1.1726,0.5138,0.4381,0,0,1,1.5182,0.6652,0.4381,0.0088,1.2649,0.8689,-0.9076,-0.976,0.1993,1.3164,1.1473,5.018,-0.512,-1.2278,3.2865,1.8129,5.4581,-18.2322,1.0303,3.1182,1.7658,5.2327,-0.1309,-0.1623,0.1934,-1.1916,0.6329,0.6497,1.0266,0.4005,0.4222,1.054,0.3284,2.8059,8.5444,11.6943,0.7173,0.0613,0.9194,0.959,1.0431,0.0163,3.3779,-0.1447,0.5491,-0.888,DAVANTI_PANTALONI
-1.5195,12.6962,3.5632,19.4052,-0.8329,-1.1384,11.026,3.3205,14.9453,-3.1588,-0.0073,17.2245,4.1502,22.4544,-0.6578,6.041,8.0578,2.8386,13.9876,0.1096,1.3348,208.0466,-0.2515,155.8652,-0.1884,-0.0012,1.0731,0.8585,1.2552,0.8001,1.1698,1.4621,1.1515,0.7371,1.5756,0.6401,1.3684,2.1376,0.7768,0.9897,-5.1239,1.274,-6.5961,-5.1774,2.9461,0.7817,0.674,0.2653,0.2288,0.8622,1.2984,0.8642,1.3873,0.6656,1.0685,1.6053,0.0196,9.2122,-0.0689,-0.1586,0.0842,-0.0311,-0.6391,0.0598,-0.7406,0.0043,0.0657,0.8124,?,-0.1296,0.0094,0.0968,0.3729,-5.2177,-0.193,0.0019,0.0433,0.2702,?,5.7138,3.8381,0.6717,0.6785,1.518,2.2372,0.4604,2.3042,5.0049,2.5958,3.0065,1.1582,0,1,0,2.1783,3.0065,1.3802,0.008,1.0728,-0.0693,-0.1274,-0.6288,0.0844,2.1146,1.4542,5.7507,-1.2234,-0.0819,1.5134,1.2302,6.8979,-0.5016,0.6125,0.7113,0.8434,3.7177,-0.3236,-1.03,0.1378,-0.1338,1.1821,1.7242,1.4587,1.3973,2.973,2.1277,1.3733,3.4812,2.5349,0.563,0.9208,1.6355,0.8337,1.5468,1.8554,0.0064,2.9681,0.2813,0.2506,-0.1138,DAVANTI_PANTALONI
1.664,12.3938,3.5205,15.7168,-1.1031,-2.9979,27.1711,5.2126,16.8419,-2.3419,0.9819,18.9959,4.3584,15.9196,-0.7052,7.3549,17.1871,4.1457,15.051,0.0519,-0.555,1.6947,0.2262,-3.0533,-0.4076,0.1335,0.6754,0.8077,0.8492,1.196,1.2573,1.0513,0.4561,0.6524,0.7211,1.4304,1.5809,1.1052,0.6985,1.2521,-10.0091,1.7926,-14.3296,-7.9938,1.4829,0.8005,0.4708,0.5398,0.3175,0.5881,0.9332,0.9873,1.0442,1.0579,1.119,1.0577,0.0364,11.2713,-0.6601,0.3979,0.6233,-0.3196,-0.7977,0.4889,-0.1797,0.0576,0.2399,0.6517,-3.5104,-0.1035,0.0781,0.2794,0.7917,-0.8346,-0.7833,0.0128,0.1133,0.8913,?,1.7367,0.2294,0.1321,0.8587,2.1168,2.4652,0.7373,4.4809,6.0772,1.4083,0.569,0.4041,0.3348,0,0,0.8232,0.7312,0.8882,0.0083,1.3209,-0.5782,-0.6785,0.9772,-0.538,1.3908,1.1793,4.705,-2.2884,0.0376,6.3218,2.5143,9.549,-1.007,1.8426,3.6526,1.9112,6.8338,-0.2916,-14.3122,-0.292,0.0204,0.469,0.6171,1.3156,0.22,0.3808,1.7308,0.6834,2.1223,3.1055,0.3007,0.2704,0.8992,0.4927,0.6885,1.3973,0.0196,5.0207,0.3573,-0.7503,0.1058,DIETRO_PANTALONI
2.6224,7.9033,2.8113,9.1097,-0.1523,-4.3466,17.7977,4.2187,14.2408,-33.7373,-1.2315,4.2072,2.0511,9.6204,-1.4088,5.9668,21.5915,4.6467,15.801,0.0116,-0.6033,-2.1294,0.4395,3.5294,-0.7285,-0.2064,0.6664,1.3706,0.605,2.0568,0.9079,0.4414,0.4441,1.8785,0.366,4.2303,0.8243,0.1949,0.0871,0.2141,-6.4685,2.4582,-74.2846,-30.2194,19.2835,1.9794,0.4945,0.1026,0.0256,0.2498,0.6397,0.9469,0.5765,1.4803,0.9013,0.6088,0.0522,9.2478,-0.9423,-0.2758,0.9621,0.2393,-0.9869,-0.2869,-0.1509,0.1336,0.3656,0.9233,-3.9882,-0.1779,0.0084,0.0916,0.3129,-9.4455,-0.7008,0.0306,0.1748,0.8708,?,0.8482,0.2152,0.2538,3.989,2.0913,0.5243,15.9119,4.3735,0.2749,2.6091,0.8478,0.3249,6.1793,0,0,2.9509,1.0604,0.3593,0.0074,1.1952,-0.7837,-0.9332,0.7766,-1.1349,1.9417,1.3934,5.374,-4.2576,-1.2685,5.1693,2.2736,7.0858,-5.4294,1.343,1.095,1.0464,4.2357,0.0625,0.8947,-0.8451,-0.9445,0.6129,1.3316,2.1728,0.3756,1.7732,4.721,0.7273,-15.4076,-21.1849,0.9275,0.2262,0.2439,0.7584,1.2687,1.6729,0.0217,4.5546,0.5008,0.0406,0.0611,DIETRO_PANTALONI
1.7497,15.5682,3.9457,20.9066,-0.2894,-1.0274,10.2894,3.2077,11.0447,-1.3283,-0.941,5.957,2.4407,14.0648,-1.1453,5.1794,9.9914,3.1609,16.2044,0.0485,-1.703,-1.8593,0.3378,1.0918,-0.1984,-0.1817,1.2301,1.6166,1.2483,1.3143,1.0148,0.7721,1.513,2.6134,1.5582,1.7273,1.0298,0.5962,0.7448,0.625,-5.681,0.8392,-7.6279,-9.0899,3.418,2.4731,0.952,0.7236,0.2785,0.385,1.8929,1.4865,1.2902,0.7853,0.6816,0.868,0.024,7.7185,-0.2211,0.159,0.8147,0.1214,-0.486,0.0372,-0.108,0.0386,0.1966,0.6467,-1.7734,0.1151,0.0182,0.1348,0.4853,-0.7259,0.3183,0.7397,0.8601,1.8966,-0.9863,-0.9382,-0.3393,0.3616,1.4577,0.2285,0.1568,2.1249,0.0522,0.0246,2.026,0.4391,0.2167,0.8293,0.2442,0.2945,1.3326,0.341,0.2559,0.0038,1.2232,0.8612,0.9624,0.8866,0.2104,0.9293,0.964,4.406,-1.5246,-0.505,1.8207,1.3493,5.8127,-2.0612,1.6854,3.9293,1.9822,7.6584,-0.2697,-0.4166,0.1248,-0.2996,0.7144,0.4863,0.6807,0.5104,0.2365,0.4634,0.6798,1.6354,2.4056,0.9191,0.2894,0.3148,0.758,0.5753,0.759,0.0191,3.713,-0.1812,-0.5689,-0.2163,DAVANTI_PANTALONI
0.0701,0.6081,0.7798,3.9408,-0.7865,-0.3223,0.156,0.395,1.524,-1.5754,-0.3568,0.2279,0.4774,1.6593,-2.5236,1.04,0.1466,0.3828,1.9413,0.1566,-0.2174,-0.1964,0.0674,0.9034,-0.3099,-0.3431,1.9743,1.6336,2.0369,0.8274,1.0317,1.2469,3.8978,2.6687,4.1492,0.6847,1.0645,1.5548,1.861,1.46,-4.8119,0.7845,-2.5856,-3.2959,3.7276,4.6842,0.9583,1.2566,0.2571,0.2046,2.5858,2.375,2.03,0.9185,0.7851,0.8547,0.0052,1.5381,-0.1826,0.2033,-0.0743,-0.3039,0.2257,-0.5705,-0.0982,0.0104,0.1021,0.3289,-44.8983,-0.7611,0.0003,0.0161,0.776,?,-0.373,0.0019,0.0436,0.4845,?,0.129,0.2633,2.0408,6.3594,2.3424,0.3683,40.442,5.4869,0.1357,0.4147,0.6642,1.6017,0,0,1,0.4239,0.679,1.6017,0.0091,1.2328,-0.7751,0.9729,-0.8941,-0.7101,0.3917,0.6258,1.7175,-10.4089,-0.4586,0.0603,0.2456,0.7789,?,0.2965,0.0259,0.1611,0.6419,-0.1474,1.5482,-2.3945,-1.5466,2.5481,3.8855,1.5249,6.4927,15.0969,2.3252,2.0118,19.0033,9.4462,0,0.2691,0,2.205,2.6755,1.2134,0.0095,1.4867,0.9612,-0.6541,-0.5625,DAVANTI_PANTALONI
