@RELATION WhereIsSmartphone
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA,BORSA,MARSUPIO,ZAINO}
@DATA
50.29173,4522.645,67.25061,170.35632,0.022941526,TASCA_DESTRA_DAVANTI_PANTALONI
35.344128,5088.6685,71.3349,316.61804,0.012916707,TASCA_DESTRA_DAVANTI_PANTALONI
7.352216,106.25356,10.307937,56.56211,0.06825071,TASCA_DESTRA_DAVANTI_PANTALONI
4.215781,0.15037239,0.3877788,3.8029785,0.51262474,TASCA_DESTRA_DAVANTI_PANTALONI
28.5955,2795.4285,52.87181,211.17464,0.019242156,TASCA_DESTRA_DAVANTI_PANTALONI
4.145454,0.0076517533,0.0874743,0.9030757,0.81931144,TASCA_DESTRA_DAVANTI_PANTALONI
4.094888,1.4551915E-11,3.8146973E-6,0.0,1.0,TASCA_DESTRA_DAVANTI_PANTALONI
2.0263157,107.34094,10.360547,55.0,0.0,TASCA_DESTRA_DAVANTI_PANTALONI
9.015464,5174.7095,71.935455,583.0,0.0,TASCA_DESTRA_DAVANTI_PANTALONI
22.861702,13514.518,116.25196,614.0,0.0,TASCA_DESTRA_DAVANTI_PANTALONI
16.418848,6166.6543,78.528046,392.0,0.0,TASCA_DESTRA_DAVANTI_PANTALONI
4.0729165,44.838577,6.6961613,16.0,0.0,TASCA_DESTRA_DAVANTI_PANTALONI
9.05291,210.65428,14.513934,44.0,0.0,TASCA_DESTRA_DAVANTI_PANTALONI
