@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
-1.779,9.3572,3.0589,16.3247,-1.3378,0.0497,7.1239,2.6691,14.8893,-1.1597,-1.5357,6.3012,2.5102,24.3083,-1.211,4.5459,7.6427,2.7645,14.3592,0.0194,-35.8218,1.1584,-0.3913,-0.0323,0.0109,-0.3378,1.1461,1.2186,1.1065,1.0633,0.9655,0.908,1.3135,1.485,1.2243,1.1306,0.9321,0.8245,1.1684,0.7017,-32.8134,0.6005,-28.0837,-46.7656,1.0129,0.6351,0.4768,0.627,0.4708,0.7508,1.0964,0.6716,1.1369,0.6125,1.0369,1.6929,0.0082,6.9055,-0.1655,0.3989,-0.5968,-0.3957,0.232,-0.5653,28.9487,33.4323,5.7821,25.0198,0.3317,31.0678,14.6169,3.8232,13.8,0.6429,-9.039,66.8516,8.1763,27.5375,-24.5262,0.9318,-3.2026,-3.4371,1.5124,0.7072,0.4676,2.2872,0.5001,0.2186,0.5,-0.4694,-0.9388,0.9689,34.7044,35.8175,1.813,0.9086,0.5011,0.1507,69.1192,-0.8165,0.6401,-0.107,?,?,?,?,?,PANTALONI
-0.2733,3.5019,1.8713,10.5957,-1.9411,-0.4656,1.8616,1.3644,7.4839,-1.7709,-0.5589,1.4742,1.2142,6.3621,-1.9021,2.3169,2.0733,1.4399,7.9384,0.055,0.587,0.489,-0.118,0.833,-0.2009,-0.2412,1.3715,1.5413,1.2996,1.1237,0.9476,0.8432,1.8811,2.3755,1.689,1.2628,0.8979,0.711,1.4621,1.677,-15.1407,1.147,-10.3556,-9.0282,1.3338,1.6434,0.4289,1.2321,0.3215,0.261,1.4158,1.6654,1.3347,1.1763,0.9428,0.8014,0.0027,3.5003,0.3284,0.3536,-0.6257,0.0461,-0.4826,-0.3816,24.6445,8.4378,2.9048,15.6586,0.4942,35.7926,5.4729,2.3394,9.1812,0.7723,-8.2212,29.2066,5.4043,21.7194,?,0.6885,-2.9977,-4.3537,1.2417,0.5375,0.4329,1.5417,0.2889,0.1874,0.4914,-0.7044,-1.4337,0.7678,0,0,1.7055,0.7209,0.4227,0.1546,68.6584,-0.5706,0.1118,0.7309,?,?,?,?,?,PANTALONI
0.8057,9.3008,3.0497,13.2515,-0.441,-2.2605,6.5521,2.5597,9.2053,-4.4124,-1.5798,9.8514,3.1387,12.3167,-2.4015,4.9339,9.6152,3.1008,12.955,0.0155,-0.3564,-0.51,0.1633,1.4309,-0.4581,-0.3202,1.1914,0.9717,0.9835,0.8155,0.8255,1.0122,1.4195,0.9441,0.9673,0.6651,0.6814,1.0246,0.5404,0.4663,-19.8982,0.863,-36.8234,-42.6683,5.4071,2.5397,0.6989,0.4697,0.1292,0.2752,1.4396,1.0759,1.0229,0.7474,0.7106,0.9507,0.019,7.5409,-0.2172,-0.748,0.4295,0.3983,-0.7406,-0.6478,-4.5751,677.6922,26.0325,73.2,-1.6859,7.7151,462.4118,21.5038,54.3112,-0.3882,-23.2492,207.0543,14.3894,45.2838,-27.4156,-0.593,0.1968,-0.3318,1.2106,1.8091,1.4944,1.4656,3.273,2.2333,3.0251,1.0516,0.3476,0.6966,17.1015,24.5494,1.3478,1.6165,1.1994,0.165,65.7773,-0.1986,-0.5889,0.7126,?,?,?,?,?,PANTALONI
1.9335,27.6937,5.2625,23.9216,-0.7157,-1.2939,17.8495,4.2249,22.5235,-3.3222,-0.2336,17.4678,4.1794,21.2988,-1.2167,6.1578,30.5597,5.5281,21.1264,0.0063,-1.4944,-8.2778,0.314,5.5393,-0.2101,-0.0379,1.2456,1.2591,0.952,1.0109,0.7643,0.756,1.5515,1.5854,0.9062,1.0219,0.5841,0.5716,0.5764,0.8536,-74.6294,1.4809,-129.475,-87.4303,2.6756,1.4511,0.6558,0.5424,0.2451,0.4519,1.0621,1.1231,1.1323,1.0575,1.0661,1.0082,0.0081,9.2712,-0.5939,0.3387,0.5743,-0.0753,-0.7031,0.1301,-22.3067,217.5973,14.7512,49.2172,?,-27.1177,516.2729,22.7216,70.9503,-1.7026,-18.5878,111.3292,10.5513,35.405,-3.8471,0.8226,1.2001,1.4589,0.6492,1.398,2.1535,0.4215,1.9545,4.6374,1.1011,1.7515,1.5906,0,0,3.5941,0.6937,1.3901,2.004,0.137,75.4227,-0.894,-0.8121,0.9203,?,?,?,?,?,PANTALONI
1.5005,7.998,2.8281,13.9542,-0.2457,-0.7728,4.9174,2.2175,9.997,-1.3479,-0.5306,1.2873,1.1346,8.145,-0.8357,3.3892,5.846,2.4179,12.2336,0.0189,-1.9415,-2.8279,0.4427,1.4566,-0.228,-0.1566,1.2753,2.4926,1.1697,1.9545,0.9171,0.4693,1.6265,6.213,1.3681,3.8199,0.8411,0.2202,0.4795,0.7421,-11.7041,1.5478,-24.4096,-15.7706,2.631,2.5248,0.8984,0.9596,0.3415,0.3558,1.3958,1.7132,1.1406,1.2274,0.8172,0.6658,0.0062,4.9023,-0.0943,-0.0108,0.7889,0.0999,-0.4191,-0.0198,3.4832,128.8097,11.3494,39.3585,-2.1844,-1.3599,13.869,3.7241,17.3386,-5.0217,-31.9781,7.2227,2.6875,33.5999,?,-2.5613,-0.1089,0.0425,3.0476,4.223,1.3857,9.2876,17.8339,1.9202,1.8672,0.8035,0.4303,4.2925,0,0,2.27,1.1714,0.516,0.113,46.1398,0.6533,-0.6204,-0.5011,?,?,?,?,?,PANTALONI
0.0525,0.019,0.1379,0.7792,-1.0491,-0.046,0.0061,0.0782,0.3628,-2.0788,0.0269,0.0189,0.1374,0.7808,-1.1124,0.2034,0.0082,0.0908,0.4072,0.0672,-1.1432,1.9534,0.2583,-1.7088,-0.226,0.1322,1.7639,1.0038,1.5197,0.5691,0.8616,1.5139,3.1115,1.0077,2.3096,0.3239,0.7423,2.2919,1.6285,0.9702,-13.61,0.5958,-8.3575,-14.0277,3.2269,1.0287,0.8712,0.3188,0.27,0.8468,2.1477,0.9979,1.9136,0.4647,0.891,1.9175,0.0003,0.3046,0.1724,-0.0729,0.2867,-0.237,0.0057,0.1301,-31.0118,0.2611,0.511,31.9794,?,-4.0012,0.3388,0.5821,5.0995,?,31.0073,0.1422,0.3771,1.3809,0.9565,7.7507,-1.0001,-0.129,0.8778,1.355,1.5435,0.7706,1.8359,2.3825,6.2711,-1.0534,-0.168,1,0,0,6.2711,23.158,3.6928,0.1508,66.0203,-0.795,0.5448,-0.7366,?,?,?,?,?,PANTALONI
1.6545,8.4448,2.906,16.7535,-0.2316,-0.6142,4.238,2.0586,8.339,-0.9839,-0.5875,2.2637,1.5046,12.7665,-0.7196,3.642,5.142,2.2676,13.9154,0.0286,-2.6937,-2.8163,0.4543,1.0455,-0.1686,-0.1613,1.4116,1.9314,1.2815,1.3682,0.9078,0.6635,1.9927,3.7305,1.6423,1.8721,0.8242,0.4402,0.7617,0.5896,-7.695,0.7741,-10.1025,-13.0509,3.2363,1.8324,0.9496,0.5662,0.2934,0.5183,2.0091,1.3123,1.204,0.6532,0.5993,0.9174,0.0067,5.2125,0.1256,0.1702,0.767,0.14,-0.1729,0.1977,2.4902,116.4742,10.7923,37.9181,-2.3981,2.1497,23.8713,4.8858,20.639,-2.1274,-32.2741,12.2875,3.5053,35.2188,?,1.1584,-0.0772,-0.0666,2.2089,3.0788,1.3938,4.8793,9.4791,1.9427,1.906,0.7598,0.3986,1.6909,0,0,1.8372,1.0766,0.586,0.1175,46.184,0.9151,-0.6306,-0.687,?,?,?,?,?,PANTALONI
1.3381,18.7888,4.3346,23.1022,-0.9416,0.4748,17.377,4.1686,19.5366,-1.9845,-1.8233,50.856,7.1313,36.9621,-0.8118,6.244,53.3741,7.3058,22.2745,0.0014,2.8179,-0.7339,0.2143,-0.2604,0.076,-0.292,1.0398,0.6078,0.5933,0.5845,0.5706,0.9761,1.0812,0.3695,0.352,0.3417,0.3256,0.9528,0.8625,0.6765,-361.9165,0.7844,-419.6332,-534.9946,1.8176,0.5832,0.5334,0.3209,0.2935,0.9146,1.1825,0.625,1.0372,0.5286,0.8771,1.6594,0.0083,9.9253,-0.3813,-0.9525,0.3829,0.4439,-0.187,-0.2879,6.0465,142.7286,11.9469,32.6385,-0.8758,-12.1428,270.1252,16.4355,37.9791,-18.7854,-15.684,457.4441,21.3879,49.9176,-1.8591,-0.4979,-0.3855,0.7742,0.7269,0.5586,0.7684,0.5284,0.312,0.5905,0.4226,0.4695,1.1109,9.0644,0.9966,0.1099,0.8594,0.6538,0.7608,0.0746,51.6897,0.8624,-0.9568,-0.9721,?,?,?,?,?,PANTALONI
0.0163,0.0126,0.1121,0.7308,-2.271,-0.0141,0.0042,0.0649,0.3527,-1.2038,0.0029,0.0187,0.1367,0.6909,-1.1831,0.1708,0.0068,0.0822,0.5045,0.0481,-1.1565,5.5417,0.0954,-4.7919,-0.0825,0.0172,1.7261,0.8198,1.3631,0.475,0.7897,1.6626,2.9793,0.6721,1.858,0.2256,0.6236,2.7643,2.634,1.3551,-19.8943,0.5145,-7.5529,-14.6812,1.3963,0.706,0.4215,0.5056,0.3019,0.5971,2.0724,1.0577,1.4485,0.5104,0.699,1.3695,0.0001,0.2506,-0.4432,0.0672,-0.2463,-0.0699,0.0811,-0.1159,-14.3522,0.0594,0.2437,14.8193,?,-32.8726,0.0595,0.2439,33.4198,?,11.8161,0.0572,0.2391,1.0803,0.9117,0.4366,-1.2146,-2.782,0.9991,1.0194,1.0203,0.9981,1.0391,1.041,0.4434,-1.328,-2.9949,1,0,0,0.4434,13.7175,30.935,0.1349,59.0409,-0.4256,-0.4308,0.5374,?,?,?,?,?,PANTALONI
0.4495,0.7119,0.8437,6.1218,-0.3811,-0.0999,1.0348,1.0172,6.5508,-1.2474,0.0427,0.9517,0.9756,16.4431,-0.7422,1.2357,1.3852,1.177,10.5009,0.0052,-4.5007,10.5273,0.3637,-2.339,-0.0808,0.0346,0.8294,0.8649,0.7169,1.0427,0.8643,0.8289,0.6879,0.748,0.5139,1.0873,0.747,0.6871,0.4646,0.2411,-30.661,0.519,-66.0001,-127.1587,1.5207,0.4697,0.4199,0.3088,0.2761,0.8941,0.9345,0.3723,0.583,0.3984,0.6238,1.5659,0.0016,1.772,0.364,0.3792,0.3465,0.1648,-0.1728,-0.0276,-8.7946,10.2145,3.196,11.6989,?,42.6684,1.1744,1.0837,3.54,0.9211,-6.7483,4.7426,2.1777,9.0591,?,-0.2061,1.3032,-6.3228,2.9492,1.4676,0.4976,8.6978,2.1538,0.2476,-0.283,1.2914,-4.5632,0,1,0,3.3047,1.2914,0.3908,0.1558,58.2113,0.9292,0.9006,0.9279,?,?,?,?,?,PANTALONI
-1.4858,11.8868,3.4477,15.7779,-3.6392,-1.2299,5.1355,2.2662,9.3335,-0.8605,0.1603,4.7994,2.1908,9.7802,-0.8539,4.1093,8.6813,2.9464,12.9484,0.0276,1.2081,-9.2714,-0.3616,-7.6743,-0.2993,0.039,1.5214,1.5738,1.1701,1.0344,0.7691,0.7435,2.3146,2.4767,1.3693,1.07,0.5916,0.5528,2.8672,2.7476,-33.659,0.9583,-11.7394,-12.2503,0.6779,0.6447,0.2554,0.9509,0.3767,0.3962,1.6905,1.6133,1.2185,0.9543,0.7208,0.7553,0.0068,6.1536,0.4596,-0.3808,-0.8595,-0.1782,-0.3399,0.4636,21.5148,70.9725,8.4245,27.24,0.3505,-10.3241,143.6995,11.9875,50.8774,-0.5334,-36.1849,89.6465,9.4682,41.1591,?,-2.0839,-0.5946,0.2853,0.7028,0.8898,1.2661,0.4939,0.7917,1.603,-0.8305,-0.3571,0.43,1.264,0,0,0.5354,0.6618,1.2361,0.1532,72.762,0.7575,0.8444,0.9767,?,?,?,?,?,PANTALONI
1.325,2.9142,1.7071,9.6696,-0.5767,-0.7123,3.6155,1.9014,10.0694,-2.194,-0.3239,1.4782,1.2158,8.9546,-1.3159,2.3414,4.8933,2.2121,8.1473,0.005,-1.8602,-4.0902,0.5659,2.1988,-0.3042,-0.1383,0.8978,1.4041,0.7717,1.5639,0.8596,0.5496,0.806,1.9715,0.5955,2.4459,0.7389,0.3021,0.5113,0.6951,-86.7798,1.3594,-169.717,-124.8434,1.9454,1.5861,0.749,0.8153,0.385,0.4722,0.9603,1.0798,1.1868,1.1245,1.2359,1.0991,0.0054,3.5097,-0.2622,-0.4908,0.6985,0.083,-0.6849,-0.307,-15.9717,72.3931,8.5084,32.0389,-2.3584,39.8327,7.0467,2.6546,7.6797,0.8275,-2.9567,5.1064,2.2597,9.0576,-29.2857,-0.401,5.4019,-13.4721,3.2052,3.7652,1.1747,10.2733,14.1769,1.38,-0.6107,2.5688,-4.2061,0.2143,31.898,148.8571,4.1719,3.5372,0.8479,0.152,59.4288,0.9481,-0.8067,-0.6689,?,?,?,?,?,PANTALONI
-1.0613,5.9372,2.4366,17.4771,-1.2606,-1.4568,3.0944,1.7591,8.1818,-1.5407,-0.1527,3.8931,1.9731,13.0102,-0.9989,3.5392,3.6708,1.9159,10.0843,0.0311,0.7285,6.9487,-0.2999,9.5382,-0.4116,-0.0432,1.3852,1.2349,1.2718,0.8915,0.9181,1.0298,1.9187,1.525,1.6174,0.7948,0.843,1.0605,1.9643,1.499,-30.1174,0.7631,-15.3324,-20.0917,2.4008,1.1879,0.7428,0.4948,0.3094,0.6254,2.1361,1.3433,1.7331,0.6289,0.8113,1.2901,0.0063,5.3676,0.0455,0.3089,-0.2893,-0.0008,-0.4764,-0.214,30.8323,69.6513,8.3457,28.3203,0.3587,-5.4596,91.7492,9.5786,45.5994,-0.4259,-31.3874,111.6697,10.5674,46.6797,-8.605,-5.6474,-0.9823,0.1739,0.8713,0.7898,0.9064,0.7591,0.6237,0.8216,-1.1629,-0.3787,0.3257,1.3809,9.0863,6.5802,0.6211,0.6067,0.9769,0.155,72.0112,0.522,0.6258,0.9871,?,?,?,?,?,PANTALONI
-1.7575,2.8483,1.6877,4.9808,-16.0268,-1.0299,1.335,1.1554,4.4284,-3.8605,-1.1443,1.5134,1.2302,4.4824,-8.0325,2.6766,3.9913,1.9978,5.8275,0.0162,1.7064,1.5358,-0.6566,0.9,-0.3848,-0.4275,1.4606,1.3719,0.8448,0.9392,0.5783,0.6158,2.1335,1.882,0.7136,0.8822,0.3345,0.3792,1.3329,1.1761,-48.7835,0.8824,-36.5989,-41.4773,0.3211,0.5895,0.0494,1.836,0.1538,0.0838,1.1247,1.1112,0.8547,0.988,0.7599,0.7692,0.0178,4.2266,0.6022,0.6239,-0.9127,0.7878,-0.8278,-0.8513,32.3845,119.5597,10.9343,28.875,0.4189,-5.7156,144.1609,12.0067,43.8125,-0.4635,-10.5415,322.3136,17.9531,51.0625,-0.936,-5.6659,-3.0721,0.5422,0.9107,0.6091,0.6688,0.8293,0.3709,0.4473,-1.5,-0.843,0.562,1.6597,1.8839,1.1351,0.6591,0.5655,0.858,0.2636,63.8974,0.7324,0.8833,0.961,?,?,?,?,?,PANTALONI
-0.9129,2.3976,1.5484,5.9997,-18.1093,-1.0153,2.2878,1.5126,5.5336,-18.1523,-0.0948,2.0742,1.4402,5.8922,-1.1249,2.1706,3.9214,1.9803,6.988,0.0046,0.8992,9.6285,-0.4206,10.7084,-0.4678,-0.0437,1.0237,1.0751,0.7819,1.0502,0.7638,0.7273,1.048,1.1559,0.6114,1.103,0.5834,0.529,1.0841,1.8228,-177.4075,1.6814,-163.6441,-97.3265,1.0867,0.1132,0.0447,0.1042,0.0412,0.395,1.0842,1.0182,0.8586,0.9391,0.7919,0.8432,0.0091,3.1719,0.8332,-0.1538,-0.8865,-0.0863,-0.8868,0.0084,24.4674,39.4189,6.2784,19.1,0.5159,-16.18,176.2757,13.2769,49.7284,-0.8734,-28.1383,30.8888,5.5578,31.5335,?,-1.5122,-0.8695,0.575,0.4729,1.1297,2.3889,0.2236,1.2762,5.7068,-0.8779,-0.6455,0.7352,1.4863,0,0,0.3841,0.6057,1.577,0.271,72.7986,0.9292,0.8704,0.985,?,?,?,?,?,PANTALONI
-0.6113,3.3848,1.8398,9.8176,-4.8435,-0.8582,2.6034,1.6135,6.4773,-29.5282,-0.2825,3.7749,1.9429,8.4148,-1.0983,2.1441,6.3558,2.5211,10.3744,0.003,0.7124,2.1643,-0.2851,3.0382,-0.4002,-0.1317,1.1402,0.9469,0.7298,0.8305,0.64,0.7707,1.3001,0.8966,0.5326,0.6897,0.4096,0.5939,1.2989,1.8475,-264.636,1.4224,-203.7463,-143.2393,7.9184,0.4189,0.1615,0.0529,0.0204,0.3854,1.5157,1.1667,0.9463,0.7698,0.6244,0.8111,0.0073,3.1684,0.8434,-0.5638,-0.778,-0.2989,-0.9222,0.1653,21.545,39.6234,6.2947,31.3,0.245,-17.8428,48.8401,6.9886,39.4628,-1.2453,-32.8135,34.4333,5.868,38.2298,?,-1.2075,-0.6566,0.5438,0.9007,1.0727,1.191,0.8113,1.1507,1.4184,-0.4642,-0.2658,0.5725,2.3589,0,0,0.7932,0.8187,1.0323,0.2875,73.1265,0.8778,0.9282,0.9824,?,?,?,?,?,PANTALONI
-0.2305,7.8935,2.8095,16.492,-1.2497,-0.0603,9.0545,3.0091,13.3377,-0.8116,-0.844,7.7592,2.7855,20.0044,-0.6497,4.5734,4.5601,2.1354,14.6093,0.0387,3.8211,0.2731,-0.0504,0.0715,-0.0132,-0.1845,0.9337,1.0086,1.3157,1.0802,1.4091,1.3044,0.8718,1.0173,1.731,1.1669,1.9856,1.7015,1.5332,1.1629,-15.5567,0.7584,-10.1463,-13.378,0.9957,0.6045,0.4823,0.6072,0.4844,0.7979,1.2365,0.8244,1.1289,0.6667,0.913,1.3693,0.003,7.0558,0.0019,0.0681,-0.4481,0.1042,0.0832,0.0604,18.164,143.4758,11.9781,32.6492,0.0934,35.5415,44.2365,6.6511,19.7861,0.5487,-3.669,46.3525,6.8083,23.2559,-4.0367,0.5111,-4.9507,-9.6871,1.8009,1.7594,0.9769,3.2434,3.0953,0.9544,0.1398,-0.1804,-1.2906,0.8214,7.7994,9.495,1.6501,1.4039,0.8508,0.1363,59.3432,-0.972,-0.3547,0.5139,?,?,?,?,?,PANTALONI
