@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
0.3986,4.7302,2.1749,11.6607,-0.968,0.311,3.4999,1.8708,9.1607,-0.5938,-1.0678,8.8854,2.9808,14.5983,-2.4967,3.1581,8.5376,2.9219,11.3307,0.0031,1.2815,-0.3733,0.1262,-0.2913,0.0985,-0.3381,1.1626,0.7296,0.7443,0.6276,0.6403,1.0202,1.3516,0.5324,0.554,0.3939,0.4099,1.0407,1.6805,0.5502,-163.0948,0.3274,-97.0537,-296.4038,1.0309,1.4193,0.5213,1.3767,0.5057,0.3673,1.2729,0.7988,1.0291,0.6275,0.8085,1.2884,0.0061,4.7378,-0.1843,0.4955,-0.1262,-0.5245,0.5207,-0.7353,0.7247,1.3042,1.142,4.5235,-0.0863,-0.5729,1.9361,1.3914,6.9032,-2.0522,-0.2691,0.4027,0.6346,3.8559,-1.04,-1.2649,-2.6935,2.1294,0.8208,1.7996,2.1926,0.6736,3.2384,4.8074,0.0774,0.1828,2.3612,1.8411,2.203,1.1966,0.6553,1.1731,1.7903,0.005,2.2091,0.3309,-0.1721,0.6838,0,0,0,0,0,TASCA_GIACCA_ALTA
0.6829,5.2301,2.2869,13.1207,-1.8932,1.1434,4.2752,2.0677,9.8469,-0.4417,-1.6019,10.7739,3.2824,18.1479,-2.157,4.2842,6.2648,2.503,13.2723,0.0174,0.5973,-0.4263,0.1594,-0.7138,0.2669,-0.3739,1.1061,0.6967,0.9137,0.6299,0.8261,1.3114,1.2234,0.4854,0.8348,0.3968,0.6824,1.7197,2.8459,0.6924,-36.533,0.2433,-12.8369,-52.76,0.664,0.7889,0.3357,1.1881,0.5057,0.4256,1.3325,0.723,0.9886,0.5426,0.7419,1.3674,0.0106,6.2385,-0.0221,0.1392,-0.1022,-0.0474,0.5304,-0.4629,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,TASCA_GIACCA_ALTA
-0.7481,2.5781,1.6056,8.2702,-0.816,0.7874,6.0928,2.4684,17.8837,-0.2067,-0.9816,4.0865,2.0215,12.9508,-1.114,3.2068,4.6171,2.1487,15.3216,0.027,-0.95,0.7621,-0.2333,-0.8022,0.2455,-0.3061,0.6505,0.7943,0.7472,1.221,1.1488,0.9408,0.4231,0.6309,0.5584,1.491,1.3196,0.8851,1.2128,0.5445,-8.751,0.4489,-7.2153,-16.0715,0.3073,0.7434,0.2892,2.4191,0.9412,0.3891,0.4624,0.6386,0.5398,1.3809,1.1672,0.8453,0.0075,4.8096,0.6865,0.0472,0.1913,0.0451,0.701,-0.0865,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,TASCA_GIACCA_ALTA
-1.4214,7.647,2.7653,12.3115,-1.4127,-0.1721,2.5644,1.6014,8.0107,-0.8854,-0.4851,2.3067,1.5188,11.2392,-1.3527,3.4921,2.6084,1.615,6.8689,0.0845,8.2599,2.9303,-0.407,0.3548,-0.0493,-0.1389,1.7268,1.8208,1.7122,1.0544,0.9915,0.9404,2.9819,3.3152,2.9317,1.1118,0.9832,0.8843,1.9163,1.1155,-11.373,0.5821,-5.9349,-10.1951,1.201,1.0682,0.6801,0.8894,0.5663,0.6367,1.5369,1.0954,1.7924,0.7127,1.1662,1.6363,0.008,5.0006,0.2396,0.0907,-0.5005,0.0065,0.0304,-0.15,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,TASCA_GIACCA_ALTA
0.0186,0.0123,0.1109,0.5451,-0.6813,-0.0314,0.0059,0.0771,0.4335,-1.5393,0.0051,0.0138,0.1173,0.5947,-0.9041,0.1661,0.0058,0.0759,0.3562,0.0644,-0.5941,3.689,0.1122,-6.2099,-0.1889,0.0304,1.4374,0.9453,1.4612,0.6576,1.0165,1.5458,2.0663,0.8935,2.1351,0.4324,1.0333,2.3895,0.8406,0.7822,-9.0088,0.9305,-10.7173,-11.5178,1.8992,1.0379,0.8515,0.5465,0.4483,0.8204,1.2575,0.9165,1.5301,0.7288,1.2168,1.6695,0.0002,0.2512,-0.2039,-0.1294,0.2094,-0.5703,-0.222,0.1698,-0.0027,0.0009,0.0296,0.1175,-1.0021,0.0282,0.0014,0.0368,0.1538,-0.6224,0.0144,0.0012,0.0345,0.1474,-0.4712,-0.0953,-0.1873,1.9648,0.8032,0.8578,1.068,0.6451,0.7358,1.1407,0.9966,1.2456,1.2498,0.619,0.5857,0.9462,0.7639,0.7971,1.0435,0.0002,0.092,0.7207,0.6625,0.8815,0,0,0,0,0,TASCA_GIACCA_ALTA
0.0502,0.0103,0.1013,0.472,-0.833,-0.0652,0.0045,0.0671,0.3103,-1.7826,-0.0016,0.0045,0.0668,0.3321,-0.6752,0.1473,0.0043,0.0655,0.3092,0.0608,-0.7705,-31.1818,0.3408,40.468,-0.4423,-0.0109,1.5089,1.5157,1.5466,1.0045,1.025,1.0204,2.2767,2.2975,2.3921,1.0091,1.0507,1.0412,1.0789,1.6025,-10.7209,1.4853,-9.9369,-6.6903,2.3088,1.2988,0.782,0.5625,0.3387,0.6021,1.5209,1.4212,1.5262,0.9344,1.0035,1.0739,0.0004,0.2218,-0.3228,0.0612,0.5119,-0.1039,-0.5778,0.0764,0.0089,0.0002,0.0147,0.0662,-0.4782,0.0307,0.0005,0.0214,0.1122,-0.4236,0.0287,0.0005,0.0219,0.1057,-0.6019,0.2888,0.309,1.0701,0.6857,0.6707,0.9781,0.4702,0.4498,0.9567,0.642,0.5392,0.8399,0.5687,0.6787,1.1935,0.5905,0.6263,1.0606,0.0002,0.0773,0.7227,0.4391,0.5308,0,0,0,0,0,TASCA_GIACCA_ALTA
2.441,9.4222,3.0696,12.6156,-0.2167,-3.726,22.8842,4.7837,17.4926,-4.0875,-0.5301,3.1298,1.7691,9.4555,-1.8267,5.8174,21.7172,4.6602,14.2754,0.0087,-0.6551,-4.6048,0.4196,7.0288,-0.6405,-0.0911,0.6417,1.7351,0.6587,2.704,1.0265,0.3796,0.4117,3.0105,0.4339,7.3117,1.0537,0.1441,0.1599,0.3678,-17.9447,2.3,-112.2313,-48.7954,3.0155,3.0996,0.72,1.0279,0.2388,0.2323,0.7212,1.3342,0.8837,1.85,1.2254,0.6624,0.0235,8.3625,-0.4058,-0.2326,0.7103,-0.2143,-0.8967,0.0381,0.3516,0.9443,0.9718,5.1579,-0.4255,-1.3356,2.23,1.4933,7.7983,-3.0822,2.3287,8.0466,2.8367,7.998,-0.0547,-0.2633,0.151,-0.5735,0.6507,0.3426,0.5264,0.4235,0.1174,0.2771,0.2615,3.7115,14.1939,1.8941,0.4771,0.2519,0.6614,0.6449,0.975,0.0142,4.4519,0.2529,0.6371,-0.2842,?,?,?,?,?,TASCA_GIACCA_BASSA
2.8205,20.0378,4.4764,19.9215,-0.4803,-2.5493,17.7287,4.2105,17.0207,-4.0143,-1.5126,7.0454,2.6543,12.3657,-3.6889,5.5484,30.7693,5.547,18.2737,0.0132,-1.1064,-1.8647,0.5083,1.6854,-0.4595,-0.2726,1.0631,1.6864,0.807,1.5863,0.7591,0.4785,1.1302,2.8441,0.6512,2.5164,0.5762,0.229,0.4744,0.6645,-26.4209,1.4007,-55.6947,-39.7631,3.9646,5.1028,0.7267,1.2871,0.1833,0.1424,1.1704,1.611,1.0902,1.3764,0.9314,0.6767,0.0215,8.6825,-0.7367,-0.4909,0.9078,0.443,-0.8922,-0.5779,0.5299,1.6853,1.2982,9.3311,-0.408,-1.5939,4.1968,2.0486,5.9708,-61.4581,1.7443,6.5874,2.5666,7.794,-0.0067,-0.3324,0.3038,-0.9138,0.6337,0.5058,0.7982,0.4016,0.2558,0.6371,0.4602,52.3337,113.7138,69.3245,0.856,0.0123,1.5628,1.1972,0.7661,0.0127,4.0844,-0.1862,0.5227,-0.7474,0,0,0,0,0,TASCA_GIACCA_BASSA
2.441,9.4222,3.0696,12.6156,-0.2167,-3.726,22.8842,4.7837,17.4926,-4.0875,-0.5301,3.1298,1.7691,9.4555,-1.8267,5.8174,21.7172,4.6602,14.2754,0.0087,-0.6551,-4.6048,0.4196,7.0288,-0.6405,-0.0911,0.6417,1.7351,0.6587,2.704,1.0265,0.3796,0.4117,3.0105,0.4339,7.3117,1.0537,0.1441,0.1599,0.3678,-17.9447,2.3,-112.2313,-48.7954,3.0155,3.0996,0.72,1.0279,0.2388,0.2323,0.7212,1.3342,0.8837,1.85,1.2254,0.6624,0.0235,8.3625,-0.4058,-0.2326,0.7103,-0.2143,-0.8967,0.0381,0.3516,0.9443,0.9718,5.1579,-0.4255,-1.3356,2.23,1.4933,7.7983,-3.0822,2.3287,8.0466,2.8367,7.998,-0.0547,-0.2633,0.151,-0.5735,0.6507,0.3426,0.5264,0.4235,0.1174,0.2771,0.2615,3.7115,14.1939,1.8941,0.4771,0.2519,0.6614,0.6449,0.975,0.0142,4.4519,0.2529,0.6371,-0.2842,?,?,?,?,?,TASCA_GIACCA_BASSA
2.8205,20.0378,4.4764,19.9215,-0.4803,-2.5493,17.7287,4.2105,17.0207,-4.0143,-1.5126,7.0454,2.6543,12.3657,-3.6889,5.5484,30.7693,5.547,18.2737,0.0132,-1.1064,-1.8647,0.5083,1.6854,-0.4595,-0.2726,1.0631,1.6864,0.807,1.5863,0.7591,0.4785,1.1302,2.8441,0.6512,2.5164,0.5762,0.229,0.4744,0.6645,-26.4209,1.4007,-55.6947,-39.7631,3.9646,5.1028,0.7267,1.2871,0.1833,0.1424,1.1704,1.611,1.0902,1.3764,0.9314,0.6767,0.0215,8.6825,-0.7367,-0.4909,0.9078,0.443,-0.8922,-0.5779,0.5299,1.6853,1.2982,9.3311,-0.408,-1.5939,4.1968,2.0486,5.9708,-61.4581,1.7443,6.5874,2.5666,7.794,-0.0067,-0.3324,0.3038,-0.9138,0.6337,0.5058,0.7982,0.4016,0.2558,0.6371,0.4602,52.3337,113.7138,69.3245,0.856,0.0123,1.5628,1.1972,0.7661,0.0127,4.0844,-0.1862,0.5227,-0.7474,0,0,0,0,0,TASCA_GIACCA_BASSA
-0.4779,17.5276,4.1866,25.1075,-1.0161,-0.7476,17.0889,4.1339,17.5163,-1.4147,-1.8435,19.3144,4.3948,22.7283,-1.6464,6.3398,17.9234,4.2336,16.9024,0.0495,0.6393,0.2592,-0.0754,0.4055,-0.1179,-0.2908,1.0128,0.9526,0.9889,0.9406,0.9764,1.0381,1.0257,0.9075,0.9779,0.8848,0.9534,1.0776,1.2331,0.8949,-14.3763,0.7258,-11.6586,-16.0641,1.7167,1.45,0.7003,0.8447,0.4079,0.483,1.4334,1.1047,1.4854,0.7707,1.0363,1.3447,0.0104,9.6512,0.142,-0.2805,0.1859,0.223,-0.4552,-0.6777,0.3917,3.07,1.7521,8.4755,-0.5609,-0.9887,6.6702,2.5827,11.5912,-7.1159,0.1611,3.6637,1.9141,8.4509,-0.6431,-0.3961,2.4317,-6.1387,0.6784,0.9154,1.3493,0.4603,0.838,1.8206,0.2997,0.9208,3.0726,3.8019,1.0557,0.2777,0.7312,1.0029,1.3716,0.0055,4.3857,-0.8078,0.4376,-0.6415,0,0,0,0,0,TASCA_GIACCA_BASSA
