@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA,BORSA,MARSUPIO,ZAINO}
@DATA
1.602452,11.55924,3.3998883,17.705627,-0.673634,-1.0377784,5.677015,2.3826487,10.796389,-1.2502053,-0.45938125,12.544517,3.5418239,20.621078,-1.9709835,5.142355,7.1928205,2.6819434,15.563504,0.03656274,-1.5441178,-3.4882834,0.31161833,2.2590787,-0.20180994,-0.089332856,1.4269364,0.95992583,1.2676958,0.672718,0.8884038,1.3206184,2.0361476,0.9214576,1.6070526,0.45254952,0.7892613,1.744033,1.1880566,0.5209316,-12.06569,0.43847373,-10.155821,-23.161755,2.2049284,1.5241921,0.6548878,0.69126606,0.29701093,0.42966226,1.6399584,0.8586179,1.1376376,0.5235608,0.69369906,1.3249637,0.0130909085,7.7491364,-0.58102566,0.42010322,0.12638222,TASCA_DESTRA_DAVANTI_PANTALONI
2.0936217,8.619128,2.9358351,13.792198,-0.30270645,-1.562834,6.8990316,2.6266007,10.030931,-1.5318674,-0.26827005,11.17919,3.3435295,14.63801,-0.8357111,5.136365,7.2127557,2.6856575,13.764837,0.029965175,-1.3396316,-7.8041577,0.40760767,5.8256,-0.30426848,-0.052229553,1.1177318,0.8780647,1.0931532,0.7855773,0.9780103,1.2449574,1.2493243,0.7709976,1.1949841,0.61713165,0.9565043,1.5499194,0.5280647,0.4809221,-7.537165,0.91072565,-14.273185,-15.67232,2.6723087,1.3277284,0.7461105,0.49684694,0.27920073,0.56194514,1.3749669,0.9422181,1.0019877,0.6852661,0.7287359,1.0634351,0.017508944,7.9691634,-0.5652006,0.4682323,0.20407549,TASCA_DESTRA_DAVANTI_PANTALONI
0.5369849,1.5777566,1.2560878,6.012433,-0.5904248,0.30483392,3.957913,1.9894505,8.0217085,-0.54820526,0.059895415,12.610107,3.5510714,16.813368,-0.82395506,3.88906,3.4058464,1.8454936,10.109059,0.09980716,1.7615656,8.965376,0.13807575,5.0894365,0.07838242,0.015401,0.63137424,0.35372078,0.6806243,0.5602395,1.0780046,1.9241852,0.39863348,0.12511842,0.4632495,0.31386828,1.1620938,3.7024887,0.7858147,0.29387158,-1.9914287,0.3739706,-2.534222,-6.7765274,0.72962344,0.4101064,0.33663705,0.56207955,0.46138465,0.820853,0.74952024,0.35759836,0.5947569,0.47710302,0.7935168,1.6631981,0.004135827,5.77055,0.36077148,0.44732848,0.7437941,TASCA_DESTRA_DAVANTI_PANTALONI
0.40988785,2.4001384,1.549238,10.602805,-0.42658818,0.34503087,3.6139436,1.9010375,9.940722,-0.45153382,0.12651649,17.050383,4.129211,17.186523,-0.6100305,4.201417,5.715624,2.390737,11.382837,0.04049072,1.1879745,3.2397978,0.09755943,2.7271612,0.082122505,0.030112814,0.81494343,0.37518984,0.64801687,0.4603876,0.7951679,1.7271707,0.6641328,0.14076743,0.41992587,0.21195674,0.63229203,2.9831183,1.0252975,0.48688397,-6.6004586,0.47487092,-6.4376035,-13.556534,1.085254,0.6962548,0.62649965,0.6415593,0.5772839,0.8998138,1.0666031,0.61692554,0.93147296,0.57840216,0.87330794,1.5098629,0.0036700638,5.9508896,0.22692454,0.22433849,0.54646516,TASCA_DESTRA_DAVANTI_PANTALONI
1.3136381,6.3462863,2.5191836,10.892776,-0.24777938,-1.3030704,8.251545,2.8725502,12.5850525,-1.9721648,0.16904457,16.64614,4.079968,16.880138,-0.9628361,5.2517767,7.115018,2.6673992,9.815577,0.0482287,-1.0081098,7.770957,0.25013214,-7.708443,-0.24811992,0.032188073,0.8769851,0.6174518,0.94443446,0.704062,1.0769105,1.5295678,0.7691028,0.38124675,0.89195645,0.49570322,1.1597364,2.339578,0.25902435,0.26122913,-4.3488774,1.0085119,-16.789454,-16.64775,2.0616674,1.0150999,0.8464816,0.49236837,0.41058108,0.83389,0.86553276,0.64530134,1.1097438,0.74555385,1.2821511,1.7197297,0.012386756,7.558917,-0.3623903,0.49956405,0.18505117,TASCA_DESTRA_DAVANTI_PANTALONI
1.4275614,8.879817,2.9799023,12.517485,-0.28296795,-1.3284,6.0710497,2.46395,9.971897,-0.8503355,-0.15094851,10.888907,3.2998345,14.514657,-0.67140985,4.9125123,5.5323763,2.3521004,13.123685,0.051907506,-1.0746472,-9.4572735,0.29059702,8.800352,-0.27041155,-0.030727355,1.2094005,0.90304595,1.2669111,0.74668896,1.0475531,1.402931,1.4626493,0.81549203,1.6050638,0.5575444,1.0973674,1.9682152,0.6024499,0.47350764,-3.8424063,0.7859702,-6.3779683,-8.114771,1.8103976,1.1235113,0.7048491,0.6205882,0.3893339,0.6273627,1.2552762,0.86240304,0.95380867,0.68702257,0.7598397,1.1059895,0.013039025,7.5434084,-0.33503738,0.5022687,0.41596928,TASCA_DESTRA_DAVANTI_PANTALONI
1.2724625,3.3238149,1.8231332,5.8084908,-0.09340607,-1.0772369,4.831188,2.1979964,10.610235,-3.3200288,-0.39980358,3.355908,1.8319137,9.220953,-0.99484056,2.727963,7.008577,2.6473718,9.436424,0.012131482,-1.1812282,-3.182719,0.46645153,2.6944153,-0.3948869,-0.14655755,0.82945234,0.99520695,0.6886578,1.1998363,0.83025604,0.69197446,0.6879912,0.99043685,0.4742496,1.4396069,0.68932515,0.47882873,0.060852256,0.10790358,-4.2818823,1.7732058,-70.36522,-39.682487,2.162935,1.1492493,0.5561264,0.53133786,0.25711656,0.48390406,0.5474422,0.62992305,0.6155394,1.1506658,1.1243916,0.977166,0.01142987,4.096499,-0.70355475,-0.09752701,-0.38292873,TASCA_DESTRA_DAVANTI_PANTALONI
1.7347366,8.100525,2.846142,16.10643,-0.41224754,-2.0490727,9.396917,3.0654392,13.273299,-2.959089,-0.36381087,7.163657,2.676501,14.976395,-1.3549826,4.136895,14.887567,3.8584409,13.122767,0.014116551,-0.8465959,-4.768237,0.41933298,5.6322474,-0.49531657,-0.08794297,0.92846143,1.0633817,0.73764044,1.1453159,0.79447615,0.69367427,0.86204064,1.1307807,0.54411346,1.3117486,0.6311923,0.4811839,0.47391987,0.5456238,-25.021774,1.1512996,-52.79748,-45.859028,3.4017694,1.7933661,0.85681814,0.5271862,0.25187424,0.4777709,1.2134459,1.0754545,1.2273654,0.8862814,1.011471,1.1412528,0.009506356,6.3621087,-0.40213704,0.5057731,-0.13787274,TASCA_DESTRA_DAVANTI_PANTALONI
1.6051867,23.70637,4.868919,27.733421,-0.7400098,-1.9914197,17.865406,4.226749,18.761642,-1.3378483,-0.5255643,16.08055,4.010056,22.445108,-1.3222506,6.9043117,16.801401,4.0989513,17.831945,0.03347136,-0.80605143,-3.0542157,0.23249048,3.7891076,-0.28843132,-0.076121174,1.15193,1.2141773,1.187845,1.0540373,1.0311781,0.9783127,1.3269427,1.4742264,1.4109757,1.1109948,1.0633284,0.95709574,1.0985702,0.9229174,-19.099934,0.8401078,-17.386173,-20.695171,1.9860823,1.6490703,0.8639085,0.83031315,0.43498123,0.52387613,1.4781979,1.235611,1.5552661,0.83589005,1.0521367,1.2587022,0.008973347,10.736241,-0.6289035,0.42951134,-0.046705738,TASCA_DESTRA_DAVANTI_PANTALONI
1.5184199,9.773943,3.1263306,15.954209,-0.32287535,-1.7979715,11.667758,3.41581,16.449453,-2.0445113,0.008594372,13.277062,3.6437705,17.008905,-1.0025476,5.6392674,8.455814,2.9078884,12.923584,0.06259451,-0.8445183,176.67606,0.26925835,-209.20335,-0.31883067,0.0015240228,0.91525304,0.8579933,1.0751206,0.9374383,1.1746703,1.253064,0.8376882,0.7361525,1.1558843,0.8787906,1.3798503,1.5701696,0.35250708,0.45729107,-4.512316,1.2972535,-12.80064,-9.867493,2.2321453,1.4199166,0.8747841,0.6361219,0.39190283,0.6160813,0.969893,0.93799156,1.2345035,0.9671083,1.2728244,1.3161137,0.008345301,8.491247,-0.286879,0.18858562,-0.048104532,TASCA_DESTRA_DAVANTI_PANTALONI
