@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
3.9813,7.4649,2.7322,10.7705,-0.4082,-3.6772,7.4402,2.7277,12.2451,-19.2328,-0.3515,5.5273,2.351,9.7618,-1.3064,6.748,4.3931,2.096,10.2792,0.1812,-1.0827,-11.3277,0.59,10.4624,-0.5449,-0.0521,1.0017,1.1621,1.3036,1.1602,1.3014,1.1217,1.0033,1.3506,1.6993,1.3461,1.6936,1.2582,0.2682,0.5646,-1.3721,2.1051,-5.1153,-2.4299,12.6376,1.8071,0.6092,0.143,0.0482,0.3371,0.8796,1.1033,1.0478,1.2544,1.1913,0.9497,0.1108,10.1236,-0.541,0.4112,0.7517,-0.1551,-0.8364,0.1774,5.2891,8.3778,2.8944,7.9697,0.0941,0.7948,11.8341,3.4401,10.5937,-1.7024,6.383,6.6101,2.571,7.6428,0.1623,6.6547,0.8286,0.1245,0.8414,1.1258,1.338,0.7079,1.2674,1.7903,-0.1241,0.5591,-4.5064,2.2442,0.9643,0.4297,0.7523,1.0428,1.3861,0.17,14.8682,-0.7653,-0.8487,0.9871,2.5714,0.6939,0.833,2,0.5,TASCA_DESTRA_DAVANTI_PANTALONI
4.1187,2.2897,1.5132,5.0587,0.19,-0.0072,3.3283,1.8244,6.0739,-1.0616,-3.461,4.2392,2.0589,8.041,-38.2187,6.1659,0.7819,0.8843,4.3461,0.4612,-568.7347,-1.19,0.668,0.0021,-0.0012,-0.5613,0.8294,0.7349,1.7112,0.8861,2.0631,2.3284,0.688,0.5401,2.9283,0.7851,4.2565,5.4215,-0.3794,-0.1514,0.319,0.3991,-0.8407,-2.1062,2.1198,30.4608,0.7742,14.3694,0.3652,0.0254,0.8329,0.6291,1.164,0.7554,1.3975,1.8502,0.1223,9.1801,0.4284,0.8355,0.0972,0.5438,-0.217,-0.3916,4.25,2.9847,1.7276,5.6465,0.2587,0.3309,0.1851,0.4302,1.1719,-0.2397,7.0876,1.748,1.3221,4.6055,0.5133,12.8428,0.5996,0.0467,4.0159,1.3067,0.3254,16.1277,1.7075,0.1059,-8.6983,0.4057,-0.0466,8.0579,0.805,0.0999,4.8183,1.226,0.2545,0.188,11.763,-0.7,-0.936,0.8294,1,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
0.4137,2.7484,1.6578,5.0549,-0.9389,0.4626,5.4755,2.34,7.3519,-0.614,-0.2265,0.2381,0.4879,1.8056,-1.0923,2.8623,0.7055,0.84,3.703,0.2506,0.8943,-1.8265,0.1445,-2.0425,0.1616,-0.0791,0.7085,3.3978,1.9737,4.7958,2.7859,0.5809,0.502,11.545,3.8956,23.0002,7.761,0.3374,0.8753,2.5969,-1.9773,2.967,-2.259,-0.7614,0.5723,3.021,0.5276,5.2784,0.9219,0.1747,0.6876,2.7996,1.3651,4.0717,1.9854,0.4876,0.0132,4.1834,-0.7799,-0.8747,-0.6735,0.7413,0.5733,0.607,-6.7197,0.0404,0.2011,6.9614,?,6.9776,0.03,0.1733,0.4551,0.9369,1.5225,0.0134,0.1157,0.3934,0.7824,-0.963,-4.4136,4.5829,1.1602,1.7376,1.4976,1.3461,3.0192,2.2429,-1.0302,-4.9228,4.7784,0,0,3.9902,15.298,17.6963,1.1568,0.1961,15.2198,0.9931,0.7792,0.7031,4.0472,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
4.6702,4.6465,2.1556,6.9162,0.1203,-1.6606,1.9414,1.3933,4.9283,-7.4889,-0.3633,3.8639,1.9657,8.6577,-2.6392,5.699,2.6732,1.635,5.2283,0.3458,-2.8124,-12.8551,0.8195,4.5709,-0.2914,-0.0637,1.5471,1.0966,1.3184,0.7088,0.8522,1.2023,2.3934,1.2025,1.7382,0.5024,0.7262,1.4454,-0.2175,-0.1506,0.3422,0.6925,-1.5733,-2.272,13.5421,3.3047,0.9838,0.244,0.0726,0.2977,1.4034,0.7989,1.3228,0.5692,0.9426,1.6559,0.0974,7.7834,0.682,0.6167,0.8306,0.426,0.4534,0.1763,7.3911,1.9679,1.4028,4.5351,0.4731,-1.2784,4.8044,2.1919,6.7263,-1.0671,5.4827,3.1284,1.7687,4.9785,0.4009,-5.7817,1.3481,-0.2332,0.64,0.7931,1.2392,0.4096,0.629,1.5357,-1.1727,1.2222,-1.0421,2.6452,1.0357,0.3915,0.6742,0.9109,1.3511,0.1822,15.1735,-0.9743,-0.9488,0.9728,4.0949,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
4.6902,17.9865,4.2411,16.3905,-0.1276,-7.2125,19.0933,4.3696,16.032,-6.0631,-0.5737,23.3733,4.8346,18.6203,-0.5756,10.5496,23.5064,4.8483,17.2255,0.1064,-0.6503,-8.1748,0.4446,12.5711,-0.6837,-0.0544,0.9706,0.8772,0.8747,0.9038,0.9013,0.9972,0.942,0.7695,0.7652,0.8169,0.8123,0.9943,0.1347,0.2726,-0.9039,2.0231,-6.7084,-3.3159,6.404,1.23,0.7541,0.1921,0.1177,0.6131,1.0224,0.8802,0.9515,0.861,0.9307,1.081,0.176,16.2212,-0.1685,0.7161,0.6601,-0.067,-0.7945,0.5206,5.908,6.0193,2.4534,7.3129,0.215,0.5608,18.5779,4.3102,13.5781,-1.4156,5.4551,6.5831,2.5658,6.7828,0.1742,10.5356,1.083,0.1028,0.5692,0.9562,1.6799,0.324,0.9144,2.8221,-0.2517,1.4001,-5.5616,1.6573,1.1342,0.6844,0.5386,1.0781,2.0018,0.1645,15.2009,-0.615,-0.7867,0.9217,56.8776,141.8625,11.9106,32,0.5556,TASCA_DESTRA_DIETRO_PANTALONI
1.8913,7.0113,2.6479,10.5744,-0.2897,-6.4374,23.5593,4.8538,15.663,?,0.3303,27.3657,5.2312,20.8269,-0.3711,8.8515,24.7139,4.9713,15.3892,0.1538,-0.2938,5.7254,0.2137,-19.4876,-0.7273,0.0373,0.5455,0.5062,0.5326,0.9279,0.9764,1.0523,0.2976,0.2562,0.2837,0.8609,0.9533,1.1073,0.1517,0.4214,-0.8492,2.7788,-5.5995,-2.0151,0,0.5397,0.4508,0,0,0.8353,0.6751,0.5077,0.6871,0.7521,1.0178,1.3533,0.1371,13.2852,-0.2838,0.676,0.4428,-0.692,-0.9271,0.8554,6.562,4.3702,2.0905,7.9018,0.157,0.3703,24.6623,4.9661,13.8209,-1.6282,4.6503,2.2432,1.4977,4.584,0.3531,17.7206,1.4111,0.0796,0.421,1.3958,3.3157,0.1772,1.9482,10.9941,-0.1718,0.5881,-3.4225,1.7824,1.3228,0.7422,0.5717,1.7238,3.015,0.1643,15.6815,0.1366,-0.575,0.7233,163.1633,564.7898,23.7653,65,0.6667,TASCA_DESTRA_DIETRO_PANTALONI
5.3642,19.8309,4.4532,19.5866,-0.2294,-7.3885,12.2546,3.5007,13.512,-455.1909,2.9099,53.7707,7.3329,22.7024,-0.3304,12.0162,33.299,5.7705,20.3238,0.2177,-0.726,1.8434,0.4464,-2.539,-0.6149,0.2422,1.2721,0.6073,0.7717,0.4774,0.6066,1.2707,1.6182,0.3688,0.5955,0.2279,0.368,1.6148,0.271,0.6481,-0.6461,2.3914,-2.3838,-0.9968,537.9096,0.9337,0.6133,0.0017,0.0011,0.6568,1.4496,0.8628,0.9637,0.5952,0.6648,1.117,0.1956,19.1391,-0.4111,0.8185,0.8886,-0.2501,-0.6267,0.8534,5.3568,8.0259,2.833,9.2926,0.0133,0.6323,32.7446,5.7223,15.1202,-1.1878,4.8664,2.7079,1.6456,4.8836,0.2904,8.4715,1.1008,0.1299,0.4951,1.7216,3.4774,0.2451,2.9639,12.0921,-0.0153,0.0628,-4.1068,1.3627,1.3684,1.0041,0.6146,1.9028,3.0961,0.1483,15.5151,-0.0994,-0.7624,0.6707,140.4286,2050.8972,45.2868,108,0.4255,TASCA_DESTRA_DIETRO_PANTALONI
4.9525,22.7634,4.7711,15.4329,-0.0499,-5.6473,31.8653,5.6449,19.2138,-13.2355,0.4323,21.9008,4.6798,17.3558,-0.6617,9.187,48.7344,6.981,23.0592,0.0476,-0.877,11.4571,0.5391,-13.0645,-0.6147,0.0471,0.8452,1.0195,0.6834,1.2062,0.8086,0.6704,0.7144,1.0394,0.4671,1.455,0.6539,0.4494,0.041,0.1061,-0.6358,2.5848,-15.4893,-5.9923,10.8909,1.4074,0.6071,0.1292,0.0557,0.4314,0.8032,0.8892,0.6693,1.1071,0.8332,0.7527,0.1535,14.8288,-0.8877,0.8841,0.9607,-0.8211,-0.9554,0.8744,4.6637,5.4922,2.3435,6.5182,0.2133,0.7446,17.7554,4.2137,12.7285,-2.0268,6.7544,4.8694,2.2067,6.1076,0.3362,6.2637,0.6905,0.1102,0.5562,1.062,1.9095,0.3093,1.1279,3.6463,-0.2074,0.5713,-2.7549,1.9703,0.9005,0.457,0.5121,1.0672,2.084,0.1682,15.2823,-0.3605,-0.7581,0.8569,406.4694,6445.5132,80.284,208,0.5419,TASCA_DESTRA_DIETRO_PANTALONI
0.6956,5.9253,2.4342,10.7149,-1.2079,3.1916,7.6883,2.7728,10.2896,-0.3762,-1.5807,7.8817,2.8074,13.2768,-1.7514,5.4294,5.1853,2.2771,9.3313,0.1177,0.2179,-0.4401,0.1281,-2.0191,0.5878,-0.2911,0.8779,0.8671,1.069,0.9877,1.2177,1.2329,0.7707,0.7518,1.1427,0.9755,1.4827,1.52,2.0838,0.6936,-4.7079,0.3328,-2.2592,-6.7876,0.6491,1.0057,0.4589,1.5494,0.7069,0.4562,1.0413,0.807,1.1483,0.775,1.1027,1.4228,0.0772,8.1822,-0.5158,0.0962,-0.2669,-0.2888,0.7279,-0.3521,6.6702,1.0646,1.0318,2.8798,0.639,6.8657,1.1229,1.0597,3.431,0.5857,1.463,0.2447,0.4946,2.2917,0.2706,0.9715,4.5593,4.6929,0.9737,2.0859,2.1423,0.948,4.3509,4.5894,1.051,5.9961,5.7053,0.9633,2.539,2.6358,0.8394,1.2566,1.4971,0.206,14.9989,-0.9783,0.1075,-0.2914,3.1702,0.4391,0.6627,2,0.5,TASCA_SINISTRA_DAVANTI_PANTALONI
0.2867,0.7505,0.8663,2.7648,-1.3325,-0.8053,0.5485,0.7406,2.0656,-375.2548,0.3488,0.0561,0.2368,0.8712,0.0101,1.3537,0.3752,0.6125,2.1808,0.1739,-0.356,0.8219,0.2118,-2.3087,-0.5949,0.2577,1.1697,3.6582,1.4143,3.1275,1.2091,0.3866,1.3682,13.3827,2.0004,9.7811,1.462,0.1495,0.7667,-177.832,-3.4415,-231.9504,-4.4889,0.0194,215.9173,1.3468,0.449,0.0062,0.0021,0.3334,1.3385,3.1735,1.2678,2.3709,0.9472,0.3995,0.0196,2.0092,0.8696,-0.5118,-0.8302,-0.7595,-0.9425,0.759,7.2911,0.001,0.0314,0.144,0.9804,6.3865,0.0008,0.0276,0.1316,0.9796,-1.4881,0.0035,0.059,1.552,?,1.1416,-4.8995,-4.2917,1.1389,0.5323,0.4674,1.2971,0.2834,0.2185,1.1406,-4.6539,-4.0803,1.1396,0,0,1.0943,0.0928,0.0848,0.2086,15.1658,-0.9439,0.7123,-0.4432,1,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
