@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
0.3594,1.5096,1.2287,5.3442,-0.9356,0.5791,3.9702,1.9925,8.0683,-0.6118,0.1898,0.486,0.6971,2.7287,-0.5002,2.1556,1.8196,1.3489,5.2242,0.0834,0.6207,1.8933,0.1667,3.0503,0.2686,0.0881,0.6166,1.7624,0.9108,2.8581,1.4771,0.5168,0.3802,3.1062,0.8296,8.1689,2.1819,0.2671,0.8435,2.8394,-5.4358,3.3661,-6.4441,-1.9144,0.5515,1.518,0.4844,2.7522,0.8783,0.3191,0.6624,1.9586,1.023,2.9569,1.5444,0.5223,0.0077,3.1861,0.8708,-0.0785,0.3824,-0.2941,0.4967,-0.3144,0.1803,0.126,0.355,1.3137,-0.1164,2.7224,0.0218,0.1475,0.5699,0.8045,9.4115,0.0018,0.0428,0.1579,0.9834,0.0662,0.0192,0.2893,2.4064,8.2997,3.449,5.7907,68.8847,11.8957,-0.0584,-0.0146,0.2505,0.4037,0.1236,0.3062,2.305,8.3216,3.6102,0.1065,12.3916,0.0952,-0.4363,-0.9268,?,?,?,?,?,PANTALONI
-0.0378,1.0642,1.0316,3.1007,-1.4072,0.9511,0.379,0.6156,2.0401,-0.023,-0.5947,0.0705,0.2655,1.1699,-7.5461,1.5681,0.3145,0.5608,2.2024,0.0738,-0.0397,0.0635,-0.0241,-1.5993,0.6065,-0.3792,1.6757,3.8854,1.8395,2.3187,1.0978,0.4734,2.8078,15.0966,3.3839,5.3766,1.2052,0.2242,39.5299,1.7546,-10.3216,0.0444,-0.2611,-5.8825,0.6459,9.4093,0.5417,14.5673,0.8386,0.0576,1.5199,2.6503,1.4078,1.7438,0.9263,0.5312,0.0118,2.4207,0.5597,0.2835,-0.0548,-0.3637,0.6172,-0.8207,8.5393,0.0123,0.111,0.2882,0.9668,4.7963,0.0424,0.206,0.5446,0.8926,0.4323,0.0097,0.0986,0.3632,0.4054,1.7804,19.7552,11.096,0.5388,1.1257,2.0895,0.2903,1.2672,4.3659,1.855,33.8991,18.2744,1.7126,14.2153,8.3004,0.5293,0.7937,1.4995,0.1032,13.7679,-0.999,0.9382,-0.9418,?,?,?,?,?,PANTALONI
0.9782,13.3367,3.6519,15.7492,-0.6328,-1.5074,7.511,2.7406,11.9676,-1.451,-1.4091,18.6114,4.3141,22.9167,-0.9622,6.3379,4.5052,2.1226,13.0314,0.1622,-0.6489,-0.6942,0.1543,1.0698,-0.2378,-0.2223,1.3325,0.8465,1.7205,0.6353,1.2912,2.0325,1.7756,0.7166,2.9603,0.4036,1.6672,4.1311,0.8615,0.5432,-2.4195,0.6305,-2.8084,-4.4544,1.9754,0.8259,0.6201,0.4181,0.3139,0.7509,1.316,0.6872,1.2086,0.5222,0.9184,1.7586,0.0246,9.3713,-0.0136,0.452,-0.1371,-0.4288,-0.101,-0.0837,2.3025,0.2385,0.4883,2.842,0.3631,0.019,2.3465,1.5318,5.6437,-0.599,9.3917,0.0802,0.2831,1.6798,0.8262,121.2411,0.2452,0.002,0.3188,1.7246,5.41,0.1016,2.9743,29.2677,-0.7663,0.2028,-0.2647,1.2642,0.4616,0.3651,0.5036,1.6918,3.3597,0.104,12.9764,0.3993,-0.9118,-0.4672,?,?,?,?,?,PANTALONI
-0.9529,5.2527,2.2919,8.4667,-0.5617,0.5304,1.1856,1.0889,4.1116,-0.7167,-0.7726,0.6309,0.7943,3.0438,-3.7034,2.7878,1.0835,1.0409,4.5646,0.2537,-1.7965,1.2334,-0.3418,-0.6865,0.1903,-0.2771,2.1048,2.8854,2.2017,1.3708,1.046,0.7631,4.4303,8.3254,4.8477,1.8792,1.0942,0.5823,1.774,1.2706,-1.9627,0.7162,-1.1064,-1.5447,2.2637,8.3776,0.8864,3.7009,0.3916,0.1058,2.0592,2.7816,1.8548,1.3508,0.9008,0.6668,0.0144,4.3044,0.4548,-0.52,0.777,-0.9037,0.3834,-0.4987,8.5519,0.0391,0.1978,0.5622,0.9367,4.7423,0.1168,0.3417,0.9977,0.8057,-0.6004,0.036,0.1899,0.9186,?,1.8033,-14.244,-7.8988,0.5787,1.0416,1.7997,0.3349,1.0849,3.239,2.0102,-9.0541,-4.5042,1.7291,0,0,0.5635,0.612,1.0861,0.1053,13.8946,-0.9976,0.8502,-0.8135,?,?,?,?,?,PANTALONI
-3.9144,6.4294,2.5356,10.5036,-7.5472,-2.3679,2.2112,1.487,6.3316,-5.7797,0.1729,9.2253,3.0373,11.8061,-1.0367,5.8952,4.0713,2.0177,8.1737,0.2461,1.6531,-22.6397,-0.664,-13.6951,-0.4017,0.0293,1.7052,0.8348,1.2567,0.4896,0.737,1.5053,2.9076,0.6969,1.5792,0.2397,0.5431,2.266,1.7183,1.5434,-3.4764,0.8982,-2.0232,-2.2524,1.3159,0.212,0.1133,0.1611,0.0861,0.5347,1.6589,0.8897,1.2851,0.5363,0.7746,1.4444,0.0482,8.9075,-0.0768,-0.7076,-0.8957,-0.1776,-0.0444,0.5765,-6.5608,1.2556,1.1205,8.0496,?,3.0394,12.5342,3.5404,10.3796,-0.4986,5.4304,0.6452,0.8033,2.5309,0.6378,-2.1586,-1.2082,0.5597,0.3165,1.395,4.4075,0.1002,1.946,19.4258,2.3309,-1.8065,-0.775,0,0,0.9913,0.7755,3.1805,4.1011,0.0952,16.0832,0.5251,-0.1426,-0.8966,?,?,?,?,?,PANTALONI
-6.0908,11.2674,3.3567,11.9453,?,-3.8291,5.6334,2.3735,10.2045,-2.2401,-1.324,4.9559,2.2262,9.8994,-1.4468,8.1722,8.5835,2.9298,9.5733,0.306,1.5906,4.6002,-0.7453,2.8921,-0.4686,-0.162,1.4143,1.5078,1.1457,1.0662,0.8101,0.7599,2.0001,2.2735,1.3127,1.1367,0.6563,0.5774,1.6932,2.0407,-2.8306,1.2053,-1.6718,-1.3871,0,0,0,0.7785,0.2283,0.2933,1.1706,1.2067,1.2478,1.0308,1.0659,1.0341,0.1663,12.4205,0.1071,-0.5492,-0.9598,-0.6315,-0.2406,0.5407,-3.7765,9.4658,3.0766,9.5488,?,-1.2118,4.9641,2.228,6.1875,-3.2869,7.1426,0.1912,0.4373,1.5684,0.8017,3.1163,-0.5287,-0.1697,1.3809,7.0362,5.0954,1.9069,49.5079,25.9631,2.0128,-1.5057,-0.7481,0,0,0.1825,1.5432,6.0884,3.9452,0.1857,12.84,0.9863,0.4731,0.5782,?,?,?,?,?,PANTALONI
-2.4638,10.9207,3.3047,12.7713,-2.582,3.0156,6.373,2.5245,9.6458,-0.4052,-1.4534,14.2945,3.7808,15.6227,-1.1358,6.6825,4.2081,2.0514,8.5928,0.2243,-0.817,1.6952,-0.3687,-2.0749,0.4513,-0.2175,1.309,0.8741,1.6109,0.6677,1.2306,1.8431,1.7136,0.764,2.5951,0.4458,1.5144,3.3969,3.3099,1.1081,-3.7044,0.3348,-1.1192,-3.3431,0.5194,0.4874,0.3218,0.9384,0.6197,0.6603,1.324,0.8175,1.4863,0.6174,1.1225,1.8181,0.0452,10.0733,0.5736,-0.4266,-0.2371,-0.0848,0.1509,-0.2048,5.8876,5.5889,2.3641,7.389,0.1484,7.0145,3.412,1.8472,6.0021,0.3823,-0.6914,2.8486,1.6878,5.9003,-1.148,0.8393,-8.515,-10.1448,1.2798,1.4007,1.0944,1.638,1.962,1.1978,0.3467,-0.4084,-1.1782,0.8929,3.1589,3.5377,1.2311,1.2523,1.0172,0.0998,14.4457,-0.9716,0.0707,-0.2534,?,?,?,?,?,PANTALONI
-0.9013,12.8123,3.5794,11.9676,-1.2964,2.0746,7.3968,2.7197,9.7018,-0.3422,-2.9042,13.8161,3.717,17.3316,-2.223,6.3673,7.0339,2.6521,11.7232,0.172,-0.4344,0.3103,-0.1416,-0.7143,0.3258,-0.4561,1.3161,0.963,1.3496,0.7317,1.0255,1.4015,1.7321,0.9273,1.8215,0.5354,1.0516,1.9642,2.7312,0.5652,-2.7752,0.2069,-1.0161,-4.9104,0.721,0.9691,0.3681,1.3441,0.5105,0.3798,1.2335,0.6905,1.0208,0.5598,0.8276,1.4784,0.04,9.9722,0.1821,0.6137,-0.4014,-0.1413,0.5502,-0.6156,7.2383,1.2026,1.0966,3.9767,0.5343,5.583,2.8686,1.6937,5.2065,0.3465,-0.1156,8.5389,2.9221,8.4372,-0.6904,1.2965,-62.6081,-48.29,0.6475,0.3753,0.5796,0.4192,0.1408,0.3359,1.6529,-1.3242,-0.8011,1.0719,1.7109,1.5962,0.7638,0.4713,0.6171,0.0994,15.5166,-0.8693,0.8247,-0.9923,?,?,?,?,?,PANTALONI
0.9113,3.8425,1.9602,7.9971,-0.5725,0.7833,1.1587,1.0764,3.7282,-0.3686,-0.9003,0.5946,0.7711,2.5341,-7.981,2.5898,1.1432,1.0692,4.7598,0.2094,1.1634,-1.0122,0.3519,-0.8701,0.3025,-0.3476,1.821,2.5421,1.8334,1.396,1.0068,0.7212,3.3162,6.4623,3.3613,1.9487,1.0136,0.5201,2.8995,1.2928,-2.3089,0.4459,-0.7963,-1.786,1.8669,18.0242,0.8447,9.6544,0.4525,0.0469,2.145,3.1558,1.6802,1.4712,0.7833,0.5324,0.016,3.9663,0.1559,0.2418,0.239,-0.8118,0.8587,-0.721,7.5308,0.0226,0.1503,0.4933,0.9369,6.2461,0.0344,0.1854,0.6218,0.9046,-0.6126,0.0091,0.0954,0.7737,?,1.2057,-12.2927,-10.1957,0.8105,1.5753,1.9436,0.6569,2.4816,3.7776,1.2418,-9.4604,-7.6181,1.199,0,0,0.7934,0.6376,0.8037,0.1043,14.3896,-0.9983,-0.2593,0.2976,?,?,?,?,?,PANTALONI
0.7912,5.986,2.4466,8.96,-0.7322,0.7292,0.1539,0.3923,1.9913,-0.1417,-1.0508,0.5197,0.7209,2.3336,-20.6492,2.6963,1.6515,1.2851,4.6305,0.1568,1.0851,-0.753,0.2935,-0.6939,0.2704,-0.3897,6.2372,3.3939,1.9038,0.5441,0.3052,0.561,38.9026,11.5183,3.6246,0.2961,0.0932,0.3147,15.3243,1.7017,-4.3983,0.111,-0.287,-2.5847,2.9656,47.9874,0.9419,16.1812,0.3176,0.0196,4.4995,3.8397,1.935,0.8533,0.43,0.504,0.0163,3.9743,-0.0658,0.1019,0.3075,-0.7024,0.1644,-0.6091,8.3885,0.0199,0.141,0.4933,0.9426,5.0213,0.0504,0.2245,0.769,0.8585,-0.7053,0.0219,0.1479,1.0017,?,1.6706,-11.8928,-7.1189,0.628,0.9536,1.5184,0.3944,0.9094,2.3055,1.737,-8.089,-4.6569,1.582,0,0,0.6414,0.4924,0.7677,0.1065,14.1151,-0.9936,0.4551,-0.3584,?,?,?,?,?,PANTALONI
0.5673,4.828,2.1973,7.4634,-0.5875,0.7656,0.3138,0.5601,2.1618,-0.0138,-1.029,0.3852,0.6206,2.2262,?,2.531,1.0877,1.0429,4.2462,0.1969,0.741,-0.5513,0.2241,-0.744,0.3025,-0.4066,3.9227,3.5404,2.1068,0.9025,0.5371,0.5951,15.3873,12.5342,4.4386,0.8146,0.2885,0.3541,93.8532,1.2407,-2.6526,0.0132,-0.0283,-2.1381,2.2048,0,0.8892,0,0.4033,0,3.4524,3.3525,1.7577,0.9711,0.5091,0.5243,0.0148,3.8381,0.1549,-0.2084,0.3585,-0.8656,0.6047,-0.742,7.8923,0.017,0.1302,0.4922,0.9394,5.7343,0.0336,0.1832,0.6555,0.8917,-0.9677,0.0134,0.1159,1.1445,?,1.3763,-8.1558,-5.9258,0.7108,1.1237,1.581,0.5052,1.2627,2.4995,1.4148,-6.6687,-4.7136,1.3428,0,0,0.7508,0.43,0.5728,0.1032,14.5943,-0.9931,-0.1051,0.2126,?,?,?,?,?,PANTALONI
4.8408,15.0964,3.8854,25.0107,-0.1268,-0.92,11.2657,3.3564,13.9898,-0.7702,-0.6233,5.3762,2.3187,9.0352,-0.8959,6.7477,10.8754,3.2978,20.7376,0.0772,-5.2616,-7.7658,0.7174,1.4759,-0.1363,-0.0924,1.1576,1.6757,1.1782,1.4476,1.0178,0.7031,1.34,2.808,1.3881,2.0955,1.0359,0.4943,0.4624,0.6593,-1.6231,1.4256,-3.51,-2.4621,2.8085,4.6575,0.9877,1.6583,0.3517,0.2121,1.7878,2.7681,1.2061,1.5484,0.6746,0.4357,0.0534,10.0129,-0.0759,-0.1376,0.8768,0.3031,0.0604,0.1343,5.8551,1.534,1.2385,5.3366,0.3601,1.8098,1.4391,1.1996,3.7174,0.1129,7.3655,1.1945,1.0929,4.204,0.4929,3.2353,0.7949,0.2457,1.0324,1.1332,1.0977,1.0659,1.2843,1.2048,6.3484,0.7348,0.1157,1.9901,1.0059,0.5054,1.4356,1.2694,0.8843,0.103,15.0304,-0.4291,-0.8284,-0.1187,?,?,?,?,?,PANTALONI
2.977,14.9927,3.872,25.8554,-0.0625,-1.8069,6.6508,2.5789,9.9017,-0.7858,-0.2324,5.9786,2.4451,9.4164,-0.9575,5.4773,9.8028,3.1309,23.1443,0.053,-1.6476,-12.8106,0.5435,7.7755,-0.3299,-0.0424,1.5014,1.5836,1.2367,1.0547,0.8237,0.7809,2.2543,2.5077,1.5294,1.1124,0.6785,0.6099,0.3492,0.3303,-1.1738,0.9459,-3.3613,-3.5534,4.3887,5.0587,0.9956,1.1527,0.2269,0.1968,2.6112,2.7458,1.1171,1.0515,0.4278,0.4069,0.0375,8.1215,0.1304,0.2619,0.9183,-0.2908,0.1341,0.1866,4.965,0.3463,0.5885,2.8413,0.5385,0.8827,2.007,1.4167,4.081,-0.1549,8.263,0.1091,0.3303,1.7283,0.8048,5.6246,0.6009,0.1068,0.4154,1.7818,4.2894,0.1726,3.1748,18.3988,-6.0553,0.4653,-0.0768,1.7423,0.6954,0.3991,0.6962,1.644,2.3613,0.1041,14.455,-0.3152,-0.7115,-0.3944,?,?,?,?,?,PANTALONI
-0.4452,5.5063,2.3466,8.5346,-1.0416,1.565,5.2467,2.2906,9.2172,-0.286,-0.6486,21.5163,4.6386,20.577,-1.2722,5.0056,10.2819,3.2065,11.4839,0.0754,-0.2845,0.6864,-0.0889,-2.413,0.3127,-0.1296,1.0244,0.5059,0.7318,0.4938,0.7143,1.4466,1.0495,0.2559,0.5355,0.2438,0.5103,2.0926,2.1241,0.378,-4.6518,0.1779,-2.19,-12.308,0.5832,0.4616,0.3366,0.7914,0.5771,0.7292,0.9259,0.4148,0.7432,0.4479,0.8026,1.7918,0.019,7.2774,0.6227,0.4298,0.4889,0.1371,0.683,-0.1324,3.6998,0.042,0.2049,0.7131,0.8265,7.914,0.199,0.4461,1.5394,0.8282,4.3241,0.9179,0.9581,3.2924,0.3661,0.4675,0.8556,1.8302,0.4592,0.2138,0.4656,0.2109,0.0457,0.2168,0.4577,1.7863,3.9025,0.4587,0.7912,1.7251,0.4632,0.2166,0.4676,0.106,15.9379,-0.2554,0.0919,-0.979,?,?,?,?,?,PANTALONI
1.317,0.8428,0.9181,4.4925,-0.3397,0.1246,2.7037,1.6443,5.5006,-0.7353,0.7924,0.3055,0.5527,2.0207,-0.0858,2.325,0.8244,0.9079,3.5037,0.2706,10.5664,1.6622,0.5665,0.1573,0.0536,0.3408,0.5583,1.661,1.0112,2.9749,1.811,0.6088,0.3117,2.7588,1.0224,8.8498,3.2798,0.3706,0.4888,7.1378,-0.8765,14.604,-1.7933,-0.1228,1.0579,1.8018,0.6981,1.7032,0.6599,0.3875,0.8167,2.2232,1.2822,2.7221,1.5699,0.5767,0.0166,3.624,0.8053,-0.3727,0.5405,-0.3983,0.663,0.1924,7.8234,0.0012,0.0353,0.1223,0.9845,5.8957,0.002,0.0447,0.187,0.9687,0.3297,0.0934,0.3057,1.1442,-0.2335,1.327,23.7318,17.8841,0.7907,0.1155,0.1461,0.6251,0.0133,0.0213,1.3459,-35.9179,-26.6878,1.3242,8.519,6.4334,0.6541,0.1069,0.1634,0.1054,14.0879,-0.9075,-0.6229,0.2788,?,?,?,?,?,PANTALONI
-1.0703,3.6334,1.9061,7.668,-0.5877,0.0396,2.7122,1.6469,4.6202,-0.6031,-0.6436,0.7406,0.8606,2.8626,-5.023,2.7939,0.8416,0.9174,4.1928,0.2608,-26.9949,1.663,-0.3831,-0.0616,0.0142,-0.2304,1.1574,2.2149,2.0778,1.9136,1.7952,0.9381,1.3397,4.9057,4.3174,3.6619,3.2228,0.8801,1.6329,1.1889,-1.9191,0.7281,-1.1753,-1.6141,1.6758,10.1617,0.8515,6.0637,0.5081,0.0838,1.6597,2.6787,1.8288,1.614,1.1019,0.6827,0.0134,4.1175,0.4898,-0.4348,0.6371,-0.9769,0.7408,-0.7136,7.7507,0.0164,0.1279,0.4785,0.9408,6.0017,0.0283,0.1683,0.6357,0.8974,-0.0549,0.0304,0.1742,0.6146,-1.5492,1.2914,-141.0497,-109.2215,0.7603,0.7344,0.9659,0.578,0.5393,0.933,1.3668,-20.3464,-14.8862,1.3038,33.5063,25.6991,0.7527,0.7786,1.0343,0.1054,13.9085,-0.9988,0.3553,-0.3353,?,?,?,?,?,PANTALONI
0.7629,1.2636,1.1241,4.4351,-1.1775,1.2847,3.2958,1.8154,5.3162,-0.2561,0.2676,0.3647,0.6039,2.6268,-0.3602,2.4994,0.9815,0.9907,3.4919,0.2449,0.5938,2.8506,0.3052,4.8002,0.514,0.1071,0.6192,1.8615,1.1347,3.0062,1.8325,0.6096,0.3834,3.4651,1.2875,9.0375,3.3581,0.3716,2.2126,3.448,-2.1177,1.5583,-0.9571,-0.6142,0.4813,1.0547,0.4404,2.1915,0.9152,0.4176,0.8343,1.6884,1.2701,2.0238,1.5224,0.7522,0.0156,3.5472,-0.2498,-0.7053,-0.2588,0.0143,0.927,0.2147,7.4104,0.067,0.2589,0.7605,0.9012,6.4006,0.0794,0.2818,0.82,0.881,0.2856,0.0562,0.2371,0.7435,0.1238,1.1578,25.9487,22.413,0.9186,1.0918,1.1885,0.8438,1.192,1.4126,1.1427,66.0538,57.805,1.1171,9.0738,8.1227,0.9275,1.0229,1.1029,0.101,14.0966,-0.9983,-0.9063,0.8817,?,?,?,?,?,PANTALONI
