@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
2.7922,20.8243,4.5634,19.623,-0.3734,-2.8135,24.7802,4.978,19.4557,-1.4951,-0.4372,21.7071,4.6591,19.4485,-1.0907,8.2286,15.5044,3.9376,17.6443,0.0767,-0.9925,-6.386,0.3393,6.4345,-0.3419,-0.0531,0.9167,0.9795,1.1589,1.0684,1.2642,1.1832,0.8404,0.9593,1.3431,1.1416,1.5983,1.4001,0.4576,0.5258,-3.6379,1.149,-7.9495,-6.9185,1.8323,1.5359,0.7476,0.8382,0.408,0.4868,1.0086,1.009,1.1121,1.0004,1.1027,1.1023,0.0209,12.8157,-0.5875,0.3005,0.8063,0.0439,-0.6043,0.16,4.9479,9.3913,3.0645,8.714,0.0404,1.8178,33.9151,5.8237,15.3979,-1.0262,4.601,3.8953,1.9737,6.1477,0.1727,2.722,1.0754,0.3951,0.5262,1.5527,2.9507,0.2769,2.4109,8.7067,-0.047,0.2855,-6.0757,1.1949,1.2219,1.0226,0.5659,1.4174,2.5047,0.0366,15.3293,-0.5647,-0.8652,0.7952,?,?,?,?,?,PANTALONI
2.9676,11.6329,3.4107,15.3875,-0.3204,-1.6167,10.0312,3.1672,15.8579,-1.2868,-0.2452,13.3986,3.6604,18.5786,-0.8954,6.3589,6.1069,2.4712,10.9519,0.1268,-1.8356,-12.1025,0.4667,6.5931,-0.2542,-0.0386,1.0769,0.9318,1.3802,0.8653,1.2816,1.4812,1.1597,0.8682,1.9049,0.7487,1.6426,2.194,0.4184,0.4254,-2.3483,1.0167,-5.6127,-5.5205,1.6806,1.189,0.9292,0.7075,0.5529,0.7815,0.9703,0.8282,1.405,0.8536,1.448,1.6964,0.0176,9.3907,-0.0505,0.1643,0.6059,0.5001,-0.2747,0.0358,3.839,13.6858,3.6994,9.5792,0.0027,4.3024,8.2367,2.87,8.4641,-0.214,6.103,3.7404,1.934,6.2412,0.1877,0.8923,0.629,0.705,1.289,1.9128,1.4839,1.6616,3.6589,2.2021,-0.0172,0.0178,-1.0343,1.3776,1.25,0.9074,1.1317,1.5348,1.3562,0.0437,14.4789,-0.983,-0.8315,0.9133,?,?,?,?,?,PANTALONI
2.0206,6.5364,2.5566,13.1633,-0.6116,-1.5273,5.6614,2.3794,11.0383,-1.527,-0.3032,4.1892,2.0468,8.9518,-0.8443,4.4296,3.2731,1.8092,7.581,0.1033,-1.3229,-6.6641,0.4562,5.0373,-0.3448,-0.0684,1.0745,1.2491,1.4132,1.1625,1.3152,1.1313,1.1546,1.5603,1.997,1.3514,1.7297,1.2799,0.7489,1.219,-5.7182,1.6276,-7.6353,-4.6911,1.8699,1.6828,0.9661,0.9,0.5167,0.5741,1.1925,1.4705,1.7363,1.2331,1.456,1.1808,0.0135,6.7033,0.044,0.1002,0.5514,-0.0683,-0.5335,0.0884,3.1786,11.4826,3.3886,9.0775,0.0229,4.317,7.0463,2.6545,8.847,-0.3561,6.7991,2.649,1.6276,4.9751,0.3786,0.7363,0.4675,0.6349,1.2766,2.082,1.631,1.6296,4.3348,2.66,-0.0916,0.0702,-0.7665,1.4241,1.1604,0.8149,1.0261,1.8246,1.7783,0.0458,14.687,-0.9269,-0.9175,0.9479,?,?,?,?,?,PANTALONI
2.0216,10.5561,3.249,15.7018,-0.5066,-0.6462,10.5976,3.2554,15.2148,-1.6881,0.0072,16.2821,4.0351,17.1545,-0.949,6.0373,5.4913,2.3433,10.7028,0.079,-3.1283,281.2984,0.3349,-89.9214,-0.107,0.0012,0.998,0.8052,1.3865,0.8068,1.3892,1.7219,0.9961,0.6483,1.9223,0.6509,1.9299,2.9651,0.5526,0.6321,-5.7543,1.1439,-10.4136,-9.1037,1.8413,1.1841,0.8969,0.6431,0.4871,0.7574,1.032,0.9153,1.4671,0.8869,1.4216,1.6028,0.0112,9.0847,0.2142,-0.1618,0.4508,0.2631,0.0324,0.0802,2.541,13.735,3.7061,10.226,-0.0714,5.29,5.2694,2.2955,7.9771,-0.0863,6.3585,2.2932,1.5143,5.6232,0.2777,0.4803,0.3996,0.832,1.6145,2.4473,1.5159,2.6066,5.9894,2.2978,1.0758,-0.3153,-0.2931,1.2997,1.2261,0.9433,1.2819,1.8185,1.4186,0.0455,14.5916,-0.9138,-0.9113,0.913,?,?,?,?,?,PANTALONI
0.8919,8.1036,2.8467,12.8417,-1.1139,0.6336,6.7193,2.5922,15.6014,-0.308,-0.2178,28.2155,5.3118,23.6902,-0.9442,6.0417,7.7813,2.7895,12.7552,0.101,1.4077,-4.0961,0.1476,-2.9099,0.1049,-0.036,1.0982,0.5359,1.0205,0.488,0.9293,1.9042,1.206,0.2872,1.0414,0.2381,0.8635,3.6261,1.8418,0.5881,-4.7222,0.3193,-2.5639,-8.029,0.5093,0.4986,0.4282,0.9789,0.8407,0.8588,0.8231,0.5421,1.0068,0.6586,1.2231,1.8573,0.012,8.5855,-0.5637,0.3285,-0.3064,-0.2986,0.2742,0.0965,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,PANTALONI
1.1832,27.3537,5.2301,35.2631,-0.2283,0.3882,20.3112,4.5068,29.6684,-0.2954,-0.0088,30.3039,5.5049,27.8019,-0.7958,6.6092,35.8377,5.9865,35.307,0.0401,3.0481,-134.9413,0.179,-44.2704,0.0587,-0.0013,1.1605,0.9501,0.8737,0.8187,0.7528,0.9196,1.3467,0.9026,0.7633,0.6703,0.5668,0.8456,0.9686,0.5319,-4.4472,0.5492,-4.5914,-8.3609,1.2536,1.8545,0.7806,1.4794,0.6227,0.4209,1.1886,1.2684,0.9988,1.0671,0.8403,0.7874,0.013,10.4596,0.6918,0.0405,0.8717,-0.3057,0.6728,0.0721,1.685,11.9519,3.4572,10.236,-0.347,2.2058,2.1836,1.4777,6.3013,0.0959,8.3711,4.2544,2.0626,6.6579,0.3182,0.7639,0.2013,0.2635,2.3396,1.6761,0.7164,5.4736,2.8093,0.5132,-3.9468,-0.8485,0.215,1.0904,0.7782,0.7137,1.6244,1.5374,0.9464,0.0919,13.27,0.7348,-0.9051,-0.8965,?,?,?,?,?,PANTALONI
0.3948,29.482,5.4297,27.4349,-2.8032,-0.8677,7.8242,2.7972,11.5988,-1.9786,0.0867,6.9289,2.6323,15.291,-1.3374,5.726,12.3645,3.5163,20.4521,0.0445,-0.455,4.5534,0.0689,-10.0081,-0.1515,0.0151,1.9411,2.0627,1.5442,1.0626,0.7955,0.7486,3.7681,4.2549,2.3844,1.1292,0.6328,0.5604,2.6245,2.3112,-21.229,0.8806,-8.0887,-9.1851,1.8525,1.1027,0.337,0.5953,0.1819,0.3056,2.3653,1.7942,1.3414,0.7585,0.5671,0.7477,0.01,8.3907,-0.3779,0.105,-0.5666,0.0522,0.041,-0.3546,5.9898,0.6628,0.8141,3.0432,0.6073,-2.7774,0.7724,0.8789,3.762,?,-7.1037,0.5514,0.7425,8.1313,?,-2.1566,-0.8432,0.391,0.9263,1.0964,1.1836,0.8581,1.2021,1.4009,-1.2511,-0.5788,0.4627,0,0,1,0.8089,0.3743,0.4627,0.101,15.871,0.1023,0.9225,-0.2759,?,?,?,?,?,PANTALONI
1.8902,10.8537,3.2945,11.9377,-0.5608,-2.136,6.4011,2.53,12.719,-10.7863,-0.5273,10.2011,3.1939,12.9552,-1.4416,5.5189,5.4117,2.3263,12.0033,0.0439,-0.8849,-3.585,0.3425,4.0512,-0.387,-0.0955,1.3021,1.0315,1.4162,0.7921,1.0876,1.373,1.6956,1.064,2.0056,0.6275,1.1828,1.885,0.3685,0.5608,-7.7791,1.5217,-21.1101,-13.8726,7.0875,1.4415,0.6092,0.2034,0.086,0.4226,0.9386,0.9215,0.9945,0.9818,1.0596,1.0793,0.0299,8.0626,-0.6214,0.1895,0.5954,-0.0868,-0.7556,-0.2206,3.1015,9.1502,3.0249,8.2162,0.0661,2.1036,7.7451,2.783,10.5937,-1.7024,7.745,5.2354,2.2881,7.7367,0.1607,1.4744,0.4004,0.2716,1.0869,1.322,1.2163,1.1814,1.7478,1.4794,-0.0871,0.3926,-4.5064,2.2442,0.9544,0.4253,0.7756,1.062,1.3693,0.0887,14.1631,-0.8057,-0.9003,0.9774,?,?,?,?,?,PANTALONI
2.5733,6.0216,2.4539,6.7686,-0.0377,-1.0207,0.9056,0.9516,3.8603,-5.0698,-1.3271,1.5957,1.2632,4.2996,-4.5739,3.4197,6.2538,2.5008,6.6893,0.0122,-2.5212,-1.9391,0.7525,0.7691,-0.2985,-0.3881,2.5787,1.9426,0.9813,0.7533,0.3805,0.5051,6.6495,3.7736,0.9629,0.5675,0.1448,0.2552,0.0763,0.0697,-2.989,0.9139,-39.1852,-42.8778,10.256,8.456,0.9632,0.8245,0.0939,0.1139,1.7534,1.5743,1.0119,0.8978,0.5771,0.6428,0.0349,5.1265,-0.6784,-0.3446,0.9577,0.7344,-0.8248,-0.5756,2.3922,4.1518,2.0376,6.502,0.1058,3.258,0.6437,0.8023,2.6191,0.3355,7.6436,1.3548,1.164,3.9336,0.5621,0.7343,0.313,0.4262,2.5396,1.7505,0.6893,6.4496,3.0644,0.4751,0.582,0.1524,0.2619,1.8449,0.8095,0.4388,2.4825,1.6529,0.6658,0.0983,13.2938,-0.99,-0.9565,0.9811,?,?,?,?,?,PANTALONI
2.8679,11.7777,3.4319,10.561,-0.0485,-1.2149,1.6639,1.2899,4.8659,-3.5906,-0.9621,2.1918,1.4805,7.0551,-2.1409,3.9913,10.3297,3.214,9.9811,0.0507,-2.3607,-2.9809,0.7186,1.2627,-0.3044,-0.2411,2.6606,2.3181,1.0678,0.8713,0.4013,0.4606,7.0785,5.3736,1.1402,0.7591,0.1611,0.2122,0.1284,0.1017,-0.9169,0.7914,-7.1385,-9.0196,9.5023,4.4841,0.958,0.4719,0.1008,0.2136,2.1704,1.4969,1.0581,0.6897,0.4875,0.7068,0.0375,5.7686,-0.6797,0.3824,0.9766,-0.0341,-0.7674,0.2574,1.4521,3.6846,1.9195,6.2578,0.0285,2.4913,0.6645,0.8152,2.8496,0.1921,8.4037,0.9337,0.9663,2.5352,0.7347,0.5829,0.1728,0.2965,2.3547,1.9865,0.8436,5.5445,3.9461,0.7117,0.2709,0.0261,0.0965,1.8261,0.674,0.3691,2.196,2.4684,1.124,0.1021,12.3472,-0.9607,-0.7854,0.8628,?,?,?,?,?,PANTALONI
1.9684,1.6624,1.2893,5.0544,-0.0069,-0.233,0.4717,0.6868,2.9057,-1.5179,-1.4738,4.3765,2.092,7.8673,-1.9014,3.2772,1.8717,1.3681,4.8727,0.1372,-8.4484,-1.3356,0.6006,0.1581,-0.0711,-0.4497,1.8774,0.6163,0.9424,0.3283,0.502,1.5291,3.5247,0.3798,0.8882,0.1078,0.252,2.3382,0.0196,0.0067,-0.0444,0.3398,-2.2605,-6.6534,4.3501,1.8513,0.8889,0.4256,0.2043,0.4801,1.7395,0.6425,1.0373,0.3693,0.5963,1.6146,0.0281,4.7922,0.0239,0.2065,0.7053,-0.2876,0.0971,-0.3886,2.4634,3.0905,1.758,5.5469,0.0743,2.3542,0.1092,0.3305,0.9199,0.6729,7.9211,0.5088,0.7133,3.2969,0.644,1.0464,0.311,0.2972,5.3197,2.4647,0.4633,28.2989,6.0746,0.2147,0.2353,0.0747,0.3173,2.1306,0.647,0.3037,6.0297,1.6825,0.279,0.098,12.7387,-0.9454,-0.8147,0.6122,?,?,?,?,?,PANTALONI
2.7117,3.5801,1.8921,6.3594,-0.0183,-0.4151,2.504,1.5824,6.4513,-1.1897,-1.4396,10.282,3.2066,12.0333,-1.8669,4.7355,3.5394,1.8813,6.9703,0.1359,-6.5329,-1.8837,0.5726,0.2883,-0.0877,-0.304,1.1957,0.5901,1.0057,0.4935,0.8411,1.7044,1.4298,0.3482,1.0115,0.2435,0.7075,2.905,0.0325,0.0146,-0.104,0.4473,-3.1975,-7.1483,2.1198,1.488,0.7742,0.7019,0.3652,0.5203,0.9858,0.5285,0.9124,0.5361,0.9255,1.7264,0.0356,7.0546,0.2756,-0.3786,0.7262,0.1862,-0.0488,-0.7332,2.6359,4.251,2.0618,7.0273,0.0774,1.0124,0.6117,0.7821,2.2031,-0.1146,8.3452,2.6582,1.6304,5.5605,0.4663,2.6037,0.3159,0.1213,2.6362,1.2646,0.4797,6.9496,1.5992,0.2301,-2.6034,0.1214,-0.0466,3.8538,0.7312,0.1897,3.1897,1.2638,0.3962,0.1013,12.0413,-0.8953,-0.9178,0.8396,?,?,?,?,?,PANTALONI
1.9726,1.5648,1.2509,4.1337,0.005,0.3244,0.6589,0.8117,3.9134,-1.2275,-2.477,4.4094,2.0999,6.5475,-24.0267,3.5729,3.9993,1.9998,6.5112,0.0226,6.0798,-0.7963,0.5521,-0.131,0.0908,-0.6933,1.5411,0.5957,0.6255,0.3866,0.4059,1.05,2.375,0.3549,0.3913,0.1494,0.1647,1.1025,-0.0097,-0.0033,0.139,0.3431,-14.3461,-41.8163,2.3647,15.8803,0.6237,6.7155,0.2637,0.0393,1.0563,0.6313,0.6349,0.5977,0.601,1.0056,0.0366,5.2086,0.5649,-0.2732,0.5323,0.2764,-0.1031,-0.9502,2.3617,3.6759,1.9173,5.5215,0.0255,2.9124,0.2384,0.4883,1.4082,0.6173,7.7997,3.4366,1.8538,5.9609,0.366,0.8109,0.3028,0.3734,3.9265,1.0342,0.2634,15.4174,1.0696,0.0694,0.0636,0.042,0.66,1.5398,0.6026,0.3914,3.9209,0.9263,0.2362,0.0995,13.0738,0.983,-0.9648,-0.9067,?,?,?,?,?,PANTALONI
0.0557,0.012,0.1096,0.5725,-0.6423,0.11,0.0144,0.1201,0.6469,-0.4151,-0.01,0.0139,0.118,0.5765,-1.4598,0.2169,0.0086,0.093,0.448,0.119,0.5068,-5.5596,0.257,-10.97,0.5071,-0.0462,0.9122,0.9284,1.1788,1.0178,1.2923,1.2697,0.8321,0.862,1.3897,1.036,1.6701,1.6121,1.1799,0.6544,-3.7008,0.5546,-3.1365,-5.6556,0.7626,1.4874,0.6856,1.9505,0.8991,0.4609,0.885,0.993,1.278,1.1221,1.444,1.287,0.0012,0.3266,0.2917,-0.3685,0.4289,-0.3689,0.6818,-0.4221,-7.7699,0.0054,0.0735,7.9224,?,5.312,0.0125,0.1117,0.381,0.9303,2.762,0.0002,0.0144,0.0457,0.9836,-1.4627,-2.8131,1.9232,0.6579,5.0915,7.7388,0.4329,25.9237,59.889,-1.5584,-2.8962,1.8585,0,0,1.965,20.7961,173.528,8.3443,0.0981,15.844,0.9985,-0.3797,-0.4363,?,?,?,?,?,PANTALONI
0.0255,0.0149,0.1221,0.6042,-1.13,0.0348,0.0107,0.1035,0.4939,-0.7762,-0.0049,0.0076,0.0869,0.4596,-0.7552,0.1726,0.0053,0.0726,0.3035,0.1082,0.7328,-5.2063,0.1479,-7.1043,0.2018,-0.0284,1.1803,1.405,1.682,1.1903,1.425,1.1972,1.3932,1.974,2.8291,1.4169,2.0306,1.4332,1.4851,1.6209,-8.7021,1.0914,-5.8595,-5.3686,1.0202,1.0833,0.8334,1.0618,0.8169,0.7693,1.2234,1.3146,1.9905,1.0746,1.6271,1.5142,0.0004,0.2556,-0.0357,-0.0159,0.2988,-0.0089,0.208,-0.0652,-6.8079,0.0008,0.028,6.8553,?,6.3238,0.0014,0.038,0.128,0.9799,3.1458,0.0003,0.0167,0.0581,0.9818,-1.0766,-2.1641,2.0102,0.7381,1.6762,2.271,0.5448,2.8096,5.1572,-1.0962,-2.1937,2.0011,0,0,2.0048,53.5639,118.0335,2.2036,0.0981,16.2774,0.9995,-0.9193,-0.9488,?,?,?,?,?,PANTALONI
0.3292,0.5571,0.7464,4.8472,-0.2558,-0.5199,0.8052,0.8973,5.3164,-7.7123,-0.3074,0.4473,0.6688,4.7215,-2.653,0.9534,1.3738,1.1721,5.4859,0.0153,-0.6332,-1.0708,0.3453,1.6911,-0.5453,-0.3225,0.8317,1.116,0.6368,1.3418,0.7656,0.5706,0.6918,1.2455,0.4055,1.8004,0.5861,0.3256,0.2098,0.288,-11.561,1.3725,-55.0982,-40.1454,6.3252,2.9863,0.6928,0.4721,0.1095,0.232,0.9118,1.0266,0.8836,1.126,0.9691,0.8607,0.0068,1.4533,-0.5963,-0.6597,0.8536,0.2747,-0.8488,-0.5848,2.1741,0.1849,0.43,2.2419,0.4672,6.2724,0.1983,0.4453,2.3922,0.6457,-7.193,0.0435,0.2086,7.7157,?,0.3466,-0.3023,-0.872,0.9656,2.0617,2.1352,0.9323,4.2505,4.5592,0.4509,-0.2547,-0.565,0.6232,0,0,0.9372,0.2906,0.31,0.0969,15.6395,-0.9656,-0.8051,0.9284,?,?,?,?,?,PANTALONI
2.7806,15.2664,3.9072,18.1799,-1.1418,-2.6015,2.6819,1.6376,6.8461,-12.9842,-1.3005,7.6805,2.7714,16.6228,-1.0304,6.0098,5.701,2.3877,11.0582,0.1284,-1.0689,-2.1381,0.4627,2.0004,-0.4329,-0.2164,2.3859,1.4098,1.6364,0.5909,0.6859,1.1607,5.6925,1.9877,2.6779,0.3492,0.4704,1.3472,1.5247,1.1489,-5.9483,0.7535,-3.9013,-5.1774,17.338,1.0368,0.669,0.0598,0.0386,0.6453,2.6555,1.0937,1.644,0.4119,0.6191,1.5032,0.0204,9.1507,-0.1954,-0.509,0.3455,-0.2109,-0.3445,-0.1965,6.4838,9.6701,3.1097,9.5779,0.0183,0.8057,17.7034,4.2075,11.8354,-0.9933,3.8855,11.0045,3.3173,8.369,-0.0194,8.0478,1.6687,0.2074,0.7391,0.9374,1.2684,0.5462,0.8787,1.6087,-0.0303,-1.1212,36.946,1.6433,1.1885,0.7233,0.8093,1.1444,1.4142,0.0386,14.4096,-0.7628,-0.917,0.9181,?,?,?,?,?,PANTALONI
-2.6633,22.7536,4.7701,27.2098,-2.68,-1.6674,18.7364,4.3286,27.4893,-0.862,0.8334,20.1002,4.4833,30.2838,-0.6269,6.8366,25.4195,5.0418,22.8637,0.022,1.5972,-3.1956,-0.3896,-2.0007,-0.2439,0.1219,1.102,1.064,0.9461,0.9655,0.8585,0.8892,1.2144,1.132,0.8951,0.9322,0.7371,0.7907,1.5571,1.698,-38.5359,1.0905,-24.7482,-22.6942,0.5008,0.3972,0.3163,0.7931,0.6315,0.7962,0.9898,0.8985,1.1901,0.9077,1.2023,1.3245,0.0163,10.5184,-0.1447,-0.3392,-0.6424,0.5339,-0.0796,0.3007,4.8887,25.8247,5.0818,16.4938,-0.9325,-6.5433,2.0402,1.4283,9.7798,?,-0.3678,1.4435,1.2015,5.092,-1.898,-0.7471,-13.2932,17.7924,3.5578,4.2297,1.1888,12.6582,17.89,1.4133,0.8138,2.3865,2.9326,0,4.8574,0,1.6865,3.2391,1.9206,0.0409,14.3472,0.5464,-0.6636,-0.8043,?,?,?,?,?,PANTALONI
