@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-0.2998,16.3079,4.0383,21.4835,-0.7694,-1.88,22.2119,4.7129,20.6311,-2.1514,-0.6144,14.3579,3.7892,23.6718,-1.2854,6.2076,18.345,4.2831,18.4857,0.0267,0.1594,0.4879,-0.0483,3.06,-0.3029,-0.099,0.8569,1.0657,0.9428,1.2438,1.1004,0.8847,0.7342,1.1358,0.889,1.547,1.2108,0.7827,0.6633,0.7017,-18.4495,1.0579,-27.8161,-26.2942,1.8547,1.1722,0.6393,0.632,0.3447,0.5454,1.0413,0.9076,1.1622,0.8715,1.1161,1.2805,0.0104,9.6016,-0.6656,0.5307,0.3892,-0.4381,-0.645,0.23,-0.3978,0.9165,0.9574,4.1283,-1.3234,0.1216,3.1216,1.7668,9.5767,-1.1184,0.7795,4.2627,2.0646,8.9914,-0.4692,-3.272,-0.5103,0.156,0.5419,0.4637,0.8558,0.2936,0.215,0.7323,0.4651,0.8189,1.7607,0.393,0.2903,0.7387,0.4311,0.4591,1.0651,0.0046,3.581,0.7206,-0.327,-0.0689,?,?,?,?,?,DESTRA_PANTALONI
-0.7363,12.9589,3.5998,19.8817,-1.1974,-0.4318,4.5778,2.1396,13.9062,-2.0551,-0.5055,9.4153,3.0684,21.012,-1.2843,3.915,12.6089,3.5509,14.2238,0.0315,1.7051,1.4565,-0.1881,0.8542,-0.1103,-0.1291,1.6825,1.1732,1.0138,0.6973,0.6025,0.8641,2.8308,1.3764,1.0278,0.4862,0.3631,0.7467,1.1581,0.917,-23.456,0.7918,-20.253,-25.5779,1.9878,0.9837,0.6161,0.4949,0.31,0.6263,1.4297,0.9462,1.3978,0.6618,0.9777,1.4772,0.0052,5.945,-0.3279,0.7005,-0.3075,-0.6116,-0.3002,-0.0026,-0.0953,0.6748,0.8214,3.434,-0.8345,0.6078,1.7071,1.3066,6.0338,-0.3571,0.0347,1.5056,1.227,6.022,-0.4428,-0.1569,-2.746,17.5048,0.6287,0.6695,1.0648,0.3953,0.4482,1.1338,0.9838,0.8452,0.8591,0.421,0.4485,1.0652,0.5691,0.5702,1.002,0.0032,2.3752,0.5395,-0.0144,0.3377,?,?,?,?,?,DESTRA_PANTALONI
0.6117,7.1188,2.6681,13.2515,-0.441,-1.662,6.0094,2.4514,9.2053,-4.4124,-1.1522,7.9921,2.827,12.3167,-2.4015,3.8329,10.8932,3.3005,13.0327,0.0096,-0.368,-0.5309,0.1596,1.4425,-0.4336,-0.3006,1.0884,0.9438,0.8084,0.8671,0.7427,0.8566,1.1846,0.8907,0.6535,0.7519,0.5517,0.7337,0.5404,0.4663,-32.1555,0.863,-59.5066,-68.9519,5.4071,2.5397,0.6989,0.4697,0.1292,0.2752,1.4396,1.0759,1.0168,0.7474,0.7063,0.9451,0.0105,5.852,-0.248,-0.7485,0.4201,0.4574,-0.7916,-0.6605,0.3577,0.3688,0.6073,2.719,-0.4944,-0.3271,7.4002,2.7203,11.6156,-1.5886,0.8806,1.7442,1.3207,4.435,-0.1748,-1.0937,0.4062,-0.3714,0.2232,0.4598,2.0598,0.0498,0.2114,4.2428,0.1262,1.3635,10.8045,0.4055,0.4819,1.1886,0.2341,0.6131,2.6191,0.005,3.5029,0.3027,0.9037,0.1456,?,?,?,?,?,DESTRA_PANTALONI
1.3328,21.3761,4.6234,23.8039,-0.7218,-0.9464,13.2184,3.6357,20.3276,-2.9008,-0.2177,12.7092,3.565,21.2988,-1.2167,4.7709,27.2611,5.2212,18.8285,0.0071,-1.4083,-6.1233,0.2794,4.348,-0.1984,-0.0456,1.2717,1.2969,0.8855,1.0198,0.6963,0.6828,1.6172,1.6819,0.7841,1.0401,0.4849,0.4662,0.6601,0.8536,-74.6294,1.2931,-113.052,-87.4303,2.653,1.4389,0.7291,0.5424,0.2748,0.5067,1.171,1.1176,1.2643,0.9544,1.0796,1.1312,0.0085,7.1607,-0.5813,0.3179,0.578,-0.0524,-0.674,0.0913,-0.3108,0.7504,0.8663,4.704,-2.6242,-0.0189,2.6705,1.6342,9.2648,-2.0578,1.1683,1.6191,1.2725,5.0543,-0.0008,16.4065,-0.266,-0.0162,0.5301,0.6808,1.2843,0.281,0.4635,1.6493,0.5463,805.8411,1475.13,0.4284,0.257,0.6,0.5077,0.9307,1.8331,0.0062,2.6484,0.3652,-0.5781,-0.7583,?,?,?,?,?,DESTRA_PANTALONI
1.1233,6.2677,2.5035,13.5668,-0.24,-0.5441,4.0102,2.0025,9.816,-1.3762,-0.377,1.0111,1.0055,8.145,-0.8357,2.623,6.1089,2.4716,12.4366,0.0026,-2.0643,-2.9799,0.4282,1.4435,-0.2074,-0.1437,1.2502,2.4898,1.0129,1.9915,0.8102,0.4068,1.563,6.1991,1.026,3.9662,0.6564,0.1655,0.462,0.7083,-81.7003,1.5332,-176.8584,-115.3542,2.6484,2.4658,0.8774,0.931,0.3313,0.3558,1.3821,1.6657,1.0909,1.2052,0.7893,0.6549,0.0069,3.7861,-0.1163,-0.0502,0.7709,0.1408,-0.4287,-0.1263,0.2468,0.2563,0.5063,3.246,-0.2982,-0.3456,0.7291,0.8539,5.3011,-4.4255,0.8714,2.2066,1.4854,6.3329,-0.3339,-0.7141,0.2832,-0.3966,0.5929,0.3408,0.5748,0.3516,0.1162,0.3304,0.1724,0.4703,2.7276,2.5591,0.5267,0.2058,0.6123,0.5126,0.8371,0.0051,1.7616,-0.4907,0.1864,-0.2694,?,?,?,?,?,SINISTRA_PANTALONI
0.0242,0.039,0.1974,1.9533,-0.394,-0.0097,0.015,0.1226,1.041,-1.4955,0.0453,0.0224,0.1496,0.8379,-0.7508,0.234,0.0243,0.156,1.5436,0.0186,-2.5041,0.5343,0.1034,-0.2134,-0.0413,0.1935,1.6096,1.3193,1.2651,0.8196,0.786,0.9589,2.5908,1.7406,1.6004,0.6718,0.6177,0.9195,0.885,1.5365,-18.8348,1.7362,-21.283,-12.258,3.3591,2.9278,0.8908,0.8716,0.2652,0.3043,1.8764,2.3312,1.2654,1.2424,0.6744,0.5428,0.0003,0.3531,-0.3365,0.0264,0.2483,0.0195,0.0818,0.351,0.0053,0.002,0.0444,0.2692,-1.3346,0.0473,0.0031,0.0559,0.392,-0.3025,0.0023,0.0034,0.0584,0.3696,-2.6887,0.111,2.3217,20.9095,0.7943,0.7597,0.9565,0.6309,0.5772,0.9149,1.69,0.5712,0.338,0.3831,1.1508,3.0038,0.6866,0.7283,1.0607,0.0002,0.1306,0.5302,0.4039,0.0082,?,?,?,?,?,SINISTRA_PANTALONI
1.2363,6.8757,2.6222,15.9966,-0.2452,-0.4592,3.3163,1.8211,8.2052,-0.9956,-0.4355,1.6497,1.2844,11.8883,-0.7293,2.8046,5.9048,2.43,12.8936,0.0025,-2.6922,-2.839,0.4408,1.0545,-0.1637,-0.1553,1.4399,2.0416,1.0791,1.4178,0.7494,0.5286,2.0733,4.1679,1.1644,2.0103,0.5616,0.2794,0.7695,0.6283,-96.6065,0.8165,-125.5449,-153.7624,3.1245,1.8687,0.9938,0.5981,0.3181,0.5318,1.9496,1.3456,1.2407,0.6902,0.6364,0.922,0.0075,4.0262,0.1066,0.0894,0.7339,0.1803,-0.2361,0.026,0.2425,0.3511,0.5925,3.858,-0.3164,-0.4261,0.4844,0.696,2.9053,-6.1249,0.8064,1.7162,1.31,5.2701,-0.1895,-0.5691,0.3007,-0.5284,0.8513,0.4523,0.5313,0.7248,0.2046,0.2823,0.3712,1.1041,2.9741,7.1877,0.6615,0.092,1.3279,0.7321,0.5513,0.0051,1.7484,-0.4436,-0.0024,-0.3019,?,?,?,?,?,SINISTRA_PANTALONI
0.9832,14.6195,3.8235,23.1022,-0.9416,0.3824,13.0667,3.6148,19.4499,-2.0111,-1.3579,38.9433,6.2405,36.6909,-0.8198,4.753,46.9957,6.8553,22.0039,0.0018,2.5712,-0.7241,0.2069,-0.2816,0.0805,-0.2857,1.0578,0.6127,0.5577,0.5792,0.5273,0.9103,1.1188,0.3754,0.3111,0.3355,0.278,0.8287,0.8625,0.6778,-278.0782,0.7859,-322.4247,-410.2402,1.842,0.5901,0.5398,0.3204,0.293,0.9146,1.1878,0.6296,1.0499,0.5301,0.8839,1.6675,0.0092,7.5609,-0.3761,-0.9536,0.4024,0.4379,-0.1541,-0.309,0.8202,4.0492,2.0123,9.4058,-0.0434,0.4669,0.951,0.9752,4.3462,-0.0611,0.7076,2.9075,1.7051,6.9353,-0.0213,1.7565,1.1591,0.6599,2.0634,1.1801,0.5719,4.2576,1.3926,0.3271,1.5627,2.7075,1.7326,2.2009,1.3275,0.6032,2.1642,1.3562,0.6267,0.0063,2.0527,0.8892,0.968,0.8839,?,?,?,?,?,SINISTRA_PANTALONI
0.0294,0.013,0.1139,0.7941,-1.7698,-0.0371,0.006,0.0774,0.3867,-2.2827,-0.0052,0.0184,0.1355,0.7049,-1.1329,0.1807,0.0069,0.0833,0.5002,0.0563,-0.791,-5.6428,0.1626,7.1334,-0.2055,-0.0288,1.4709,0.8405,1.3668,0.5714,0.9293,1.6263,2.1635,0.7064,1.8683,0.3265,0.8635,2.6447,1.8871,1.3551,-17.0129,0.7181,-9.0154,-12.5548,2.434,0.8674,0.5409,0.3564,0.2222,0.6236,2.0537,1.1265,1.5875,0.5485,0.773,1.4093,0.0003,0.2686,-0.4591,0.0503,-0.0394,0.0795,-0.187,-0.1411,0.0152,0.002,0.0446,0.2745,-0.6914,0.0363,0.0029,0.0538,0.251,-0.6936,0.0022,0.0009,0.0295,0.1666,-1.699,0.4184,6.8888,16.4642,0.8287,1.509,1.821,0.6867,2.2771,3.3162,1.0916,1.0698,0.9801,1.095,2.6288,2.4006,1.0936,1.6474,1.5064,0.0002,0.1123,0.7024,0.2718,0.3484,?,?,?,?,?,SINISTRA_PANTALONI
0.7441,1.3642,1.168,7.348,-0.5846,-0.509,2.0666,1.4376,8.2455,-1.8288,0.039,0.908,0.9529,10.451,-2.0329,1.7641,2.0412,1.4287,7.0595,0.0085,-1.4618,19.0971,0.4218,-13.0639,-0.2885,0.0221,0.8125,1.2258,0.8175,1.5087,1.0062,0.667,0.6601,1.5025,0.6683,2.2761,1.0125,0.4448,0.5085,0.387,-44.7658,0.761,-88.0294,-115.6814,1.5909,1.3457,0.6513,0.8459,0.4094,0.484,0.8912,0.7031,1.0409,0.789,1.168,1.4804,0.0048,2.5889,0.1194,0.1464,0.3514,0.0295,-0.5434,-0.0659,0.0208,0.1307,0.3616,2.5229,-1.8962,0.0616,0.2006,0.4479,2.7376,-0.6845,-0.3141,0.319,0.5648,2.9587,-1.3928,0.3379,-0.0663,-0.1961,0.8072,0.6402,0.7931,0.6516,0.4098,0.629,1.4848,0.9591,0.6459,0.536,0.7045,1.3143,0.9216,0.8527,0.9253,0.0017,0.929,0.263,0.1035,0.2578,?,?,?,?,?,SINISTRA_PANTALONI
-0.9605,9.6436,3.1054,15.6417,-3.5991,-0.783,4.5064,2.1228,8.3072,-1.0459,0.0644,3.9204,1.98,9.7802,-0.8539,3.4364,7.8016,2.7931,12.8476,0.0245,1.2268,-14.9144,-0.2795,-12.1576,-0.2279,0.0187,1.4629,1.5684,1.1118,1.0721,0.76,0.7089,2.14,2.4598,1.2361,1.1495,0.5776,0.5025,2.8823,2.7174,-37.8828,0.9428,-13.1431,-13.941,0.8376,0.6447,0.2582,0.7697,0.3083,0.4006,1.8829,1.5993,1.2175,0.8494,0.6466,0.7612,0.0066,5.1672,0.5001,-0.3853,-0.8316,-0.2226,-0.4013,0.4362,-0.208,0.7384,0.8593,4.2906,-2.6434,0.3598,2.3735,1.5406,7.4554,-0.3266,-0.6029,1.3127,1.1457,5.0661,-9.8877,-0.5782,0.345,-0.5967,0.5578,0.75,1.3446,0.3111,0.5625,1.8081,1.6959,0.6766,0.399,0.2095,2.5309,12.0779,0.5755,0.8469,1.4716,0.0039,2.1596,-0.7468,0.6938,-0.8239,?,?,?,?,?,SINISTRA_PANTALONI
0.989,5.091,2.2563,11.7145,-0.7668,-1.6715,7.1851,2.6805,14.8603,-3.7433,-0.755,3.908,1.9769,11.0305,-1.4565,3.4636,8.5299,2.9206,13.4768,0.003,-0.5917,-1.3099,0.2855,2.2139,-0.4826,-0.218,0.8418,1.1414,0.7726,1.3559,0.9178,0.6769,0.7086,1.3027,0.5968,1.8386,0.8423,0.4582,0.4335,0.7773,-124.746,1.7931,-287.7533,-160.4765,2.1164,1.4766,0.4905,0.6977,0.2318,0.3322,0.7883,1.062,0.8692,1.3472,1.1027,0.8185,0.011,5.2739,-0.1342,-0.3131,0.2634,0.4856,-0.8168,-0.5531,0.0145,0.4353,0.6598,4.3109,-0.9673,0.2219,0.3435,0.5861,2.7344,-0.5681,-0.8704,1.1313,1.0636,3.6967,-5.8314,0.0653,-0.0167,-0.255,1.1258,0.6203,0.551,1.2675,0.3848,0.3036,2.1396,0.6717,0.3139,1.2567,4.0494,3.2223,1.5766,1.1661,0.7397,0.0048,1.8005,0.3835,-0.254,-0.35,?,?,?,?,?,SINISTRA_PANTALONI
-0.7539,4.9175,2.2175,14.6805,-1.9348,-1.0989,2.9036,1.704,8.3992,-1.4433,-0.1189,2.9292,1.7115,11.8673,-0.9837,2.8896,4.1907,2.0471,9.8019,0.0048,0.6861,6.342,-0.2609,9.2436,-0.3803,-0.0411,1.3014,1.2957,1.0832,0.9956,0.8324,0.836,1.6936,1.6788,1.1734,0.9912,0.6929,0.699,1.9507,1.6446,-203.7634,0.8431,-104.458,-123.8977,1.4551,0.8362,0.5079,0.5746,0.349,0.6074,1.7478,1.2371,1.4977,0.7078,0.8569,1.2107,0.007,4.3518,0.1438,0.305,-0.342,0.0124,-0.4983,-0.185,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,SINISTRA_PANTALONI
-1.3319,2.7061,1.645,4.9808,-16.0268,-0.7457,1.2535,1.1196,4.4284,-3.8605,-0.8906,1.3446,1.1596,4.4824,-8.0325,2.096,4.0342,2.0085,5.8275,0.0162,1.7861,1.4955,-0.6355,0.8373,-0.3558,-0.4249,1.4693,1.4187,0.819,0.9655,0.5574,0.5773,2.1588,2.0126,0.6708,0.9323,0.3107,0.3333,1.3329,1.1761,-48.7835,0.8824,-36.5989,-41.4773,0.3211,0.5895,0.0494,1.836,0.1538,0.0838,1.1247,1.1112,0.8547,0.988,0.7599,0.7692,0.0102,3.3063,0.682,0.6879,-0.9302,0.82,-0.8638,-0.8706,0.3503,0.7951,0.8917,4.0891,-0.2883,0.9219,1.689,1.2996,4.3726,-0.0456,-0.6519,0.7722,0.8788,2.7672,-67.6364,0.38,-0.5373,-1.4143,0.6861,1.0147,1.4789,0.4708,1.0296,2.1871,4.8013,0.3356,0.0699,0.759,78.7273,103.7273,0.9352,1.4777,1.5801,0.0068,2.1092,0.3137,-0.8162,-0.678,?,?,?,?,?,SINISTRA_PANTALONI
-0.6824,1.9606,1.4002,5.9997,-18.1093,-0.7564,1.9191,1.3853,5.5336,-18.1523,-0.086,1.558,1.2482,5.8922,-1.1249,1.6696,3.6955,1.9224,6.9892,0.0044,0.9022,7.9371,-0.4087,8.7975,-0.453,-0.0515,1.0107,1.1218,0.7284,1.1098,0.7206,0.6493,1.0216,1.2583,0.5305,1.2318,0.5193,0.4216,1.0841,1.8228,-184.2319,1.6814,-169.939,-101.0704,1.0867,0.1132,0.0447,0.1042,0.0412,0.395,1.0842,1.0182,0.8584,0.9391,0.7917,0.8431,0.0051,2.4412,0.8469,-0.1437,-0.8861,-0.0774,-0.8942,0.0017,-0.2281,0.2823,0.5313,1.9196,-28.5247,0.2991,0.3727,0.6105,2.4259,-0.065,-0.547,1.1128,1.0549,3.0696,-124.2195,-0.7626,0.417,-0.5468,0.8704,0.5037,0.5787,0.7575,0.2537,0.3349,12.518,0.609,0.0487,0.0285,2.6522,92.9146,0.7913,0.6253,0.7903,0.0033,1.1195,-0.822,0.9213,-0.8995,?,?,?,?,?,SINISTRA_PANTALONI
-0.4616,2.6098,1.6155,9.8176,-4.8435,-0.6342,2.109,1.4522,6.6736,-15.3378,-0.2161,2.8492,1.688,8.4148,-1.0983,1.6644,5.46,2.3367,10.3744,0.003,0.7279,2.1362,-0.2774,2.9349,-0.3811,-0.1298,1.1124,0.9571,0.6914,0.8604,0.6215,0.7224,1.2374,0.916,0.478,0.7402,0.3863,0.5218,1.2989,1.8475,-264.636,1.4224,-203.7463,-143.2393,4.113,0.4189,0.1615,0.1019,0.0393,0.3854,1.4711,1.1667,0.9463,0.7931,0.6433,0.8111,0.0041,2.4588,0.8427,-0.5439,-0.7743,-0.269,-0.9238,0.1297,-0.0971,0.2195,0.4685,2.67,-4.296,0.3892,2.2867,1.5122,8.9883,-0.4102,-0.4505,1.5175,1.2318,6.2672,-41.9198,-0.2495,0.2156,-0.864,0.3098,0.3803,1.2276,0.096,0.1446,1.507,0.8284,0.3538,0.4271,0.0791,3.4526,43.6497,0.297,0.426,1.4342,0.003,1.3537,-0.8684,0.8272,-0.7858,?,?,?,?,?,SINISTRA_PANTALONI
-1.0353,8.7556,2.959,16.1246,-1.3157,-1.0909,10.6215,3.2591,15.2258,-1.068,-0.8827,7.2208,2.6872,20.0044,-0.6497,4.9551,5.0859,2.2552,14.6093,0.0387,0.9491,1.1729,-0.2089,1.2358,-0.2201,-0.1781,0.9079,1.1012,1.3121,1.2128,1.4451,1.1915,0.8243,1.2125,1.7215,1.4709,2.0884,1.4198,1.1651,1.1629,-15.5567,0.9981,-13.3525,-13.378,0.9458,0.5742,0.4582,0.6072,0.4844,0.7979,1.059,0.8061,1.1037,0.7611,1.0422,1.3693,0.0089,7.6486,0.2821,0.0993,-0.5797,0.066,-0.2042,-0.0108,-0.0106,1.4568,1.207,5.4698,-1.1358,1.0164,1.9496,1.3963,7.3209,-0.4249,-0.4067,2.5184,1.5869,5.9921,-1.7321,-0.0104,0.026,-2.4995,0.8644,0.7606,0.8799,0.7472,0.5784,0.7741,1.3324,0.7657,0.5747,0.4985,1.1677,2.3426,0.7472,0.9128,1.2217,0.0056,3.4193,0.0316,-0.0447,-0.4962,?,?,?,?,?,SINISTRA_PANTALONI
