@RELATION WhereIsSmartphone
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA,BORSA,MARSUPIO,ZAINO}
@DATA
591.94946,228312.3,477.82037,1259.0579,0.1143198,TASCA_DESTRA_DAVANTI_PANTALONI
1748.2214,442242.62,665.01324,2204.11,0.12704062,TASCA_DESTRA_DAVANTI_PANTALONI
469.0974,118570.89,344.34125,1096.4542,0.05860317,TASCA_DESTRA_DAVANTI_PANTALONI
165.0387,11746.267,108.380196,294.2613,0.01576532,TASCA_DESTRA_DAVANTI_PANTALONI
1101.3065,270749.12,520.3356,1592.7253,0.12409667,TASCA_DESTRA_DAVANTI_PANTALONI
96.687164,19143.764,138.361,514.5644,0.007987504,TASCA_DESTRA_DAVANTI_PANTALONI
4.0948935,2.046363E-12,1.4305115E-6,0.0,1.0,TASCA_DESTRA_DAVANTI_PANTALONI
44.333332,227.5553,15.084936,32.0,0.4181818,TASCA_DESTRA_DAVANTI_PANTALONI
555.5714,2100.245,45.82843,224.0,0.6157805,TASCA_DESTRA_DAVANTI_PANTALONI
518.19147,17243.758,131.31549,381.0,0.37947884,TASCA_DESTRA_DAVANTI_PANTALONI
414.83334,1323.9735,36.386448,120.0,0.74358976,TASCA_DESTRA_DAVANTI_PANTALONI
140.22917,2972.302,54.51882,221.0,0.06355932,TASCA_DESTRA_DAVANTI_PANTALONI
36.604168,12.280818,3.5043998,12.0,0.72727275,TASCA_DESTRA_DAVANTI_PANTALONI
23.979166,33.103725,5.753584,21.0,0.3,TASCA_DESTRA_DAVANTI_PANTALONI
246.0625,3693.5583,60.77465,250.0,0.18566775,TASCA_DESTRA_DAVANTI_PANTALONI
2.0,0.0,0.0,0.0,1.0,TASCA_DESTRA_DAVANTI_PANTALONI
2.5714285,0.69387764,0.8329932,2.0,0.5,TASCA_DESTRA_DAVANTI_PANTALONI
2.0,0.0,0.0,0.0,1.0,TASCA_DESTRA_DAVANTI_PANTALONI
4.318182,18.171492,4.262803,14.0,0.06666667,TASCA_DESTRA_DAVANTI_PANTALONI
0.0,0.0,0.0,1.4E-45,0.0,TASCA_DESTRA_DAVANTI_PANTALONI
1.0,0.0,0.0,0.0,1.0,TASCA_DESTRA_DAVANTI_PANTALONI
4.159091,38.133804,6.175257,21.0,0.0,TASCA_DESTRA_DAVANTI_PANTALONI
