@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
2.014,15.7427,3.9677,19.029,-0.3896,-1.9218,18.649,4.3184,18.923,-1.6047,-0.403,19.497,4.4155,17.8444,-0.9559,6.9072,14.0914,3.7538,17.1052,0.0803,-1.048,-4.9978,0.2916,4.769,-0.2782,-0.0583,0.9188,0.8986,1.057,0.978,1.1504,1.1763,0.8442,0.8074,1.1172,0.9565,1.3234,1.3836,0.4576,0.6117,-3.5702,1.3368,-7.8016,-5.8361,1.885,1.501,0.7363,0.7963,0.3906,0.4905,1.0056,1.0664,1.1125,1.0604,1.1063,1.0432,0.0197,10.6852,-0.5788,0.2739,0.8236,0.1039,-0.5736,0.213,0.1848,0.0629,0.2508,0.7226,-0.8393,-0.2786,0.0417,0.2042,0.6159,?,-0.0684,0.0234,0.153,0.5269,-0.4911,-0.6635,-2.7037,4.075,1.2283,1.6392,1.3346,1.5087,2.687,1.7811,0.5353,1.8999,3.5491,0,1.1118,0,1.1732,1.3714,1.1689,0.0024,0.7342,0.7945,-0.9741,-0.7242,?,?,?,?,?,DESTRA_PANTALONI
1.9173,10.0641,3.1724,15.3875,-0.3204,-0.9673,8.1778,2.8597,15.8579,-1.2868,0.027,12.1959,3.4923,18.1085,-0.9196,5.2798,7.1745,2.6785,11.4966,0.0494,-1.982,71.0312,0.3631,-35.8373,-0.1832,0.0051,1.1094,0.9084,1.1844,0.8189,1.0676,1.3038,1.2307,0.8252,1.4028,0.6705,1.1398,1.6999,0.4184,0.4304,-6.2469,1.0287,-14.9307,-14.5148,1.6806,1.2354,0.9636,0.7351,0.5734,0.78,0.9703,0.8497,1.3384,0.8757,1.3794,1.5751,0.0149,7.7419,-0.1511,0.0814,0.6832,0.5545,-0.1987,0.1117,0.2614,0.0254,0.1595,0.4731,-0.1859,-0.2065,0.0379,0.1947,0.6486,?,-0.1351,0.003,0.0551,0.2474,-7.0575,-1.2661,-1.9355,1.5287,0.8194,2.8961,3.5342,0.6715,8.3873,12.4907,0.1144,0.3423,2.9927,0,12.9928,0,0.7295,1.9123,2.6213,0.0025,0.6199,0.994,-0.4814,-0.5059,?,?,?,?,?,DESTRA_PANTALONI
1.4634,5.4326,2.3308,13.1633,-0.6116,-1.0378,4.0669,2.0167,9.0269,-1.4969,-0.3749,5.4911,2.3433,10.7737,-0.6287,3.8587,3.4597,1.86,7.5495,0.1037,-1.41,-3.9039,0.3792,2.7686,-0.269,-0.0971,1.1558,0.9947,1.2531,0.8606,1.0842,1.2598,1.3358,0.9893,1.5702,0.7406,1.1755,1.5871,0.9231,1.2012,-5.7182,1.3013,-6.1947,-4.7604,2.2593,1.2347,0.9697,0.5465,0.4292,0.7854,1.4582,1.2218,1.7436,0.8379,1.1957,1.4271,0.0129,5.7611,-0.1448,0.1422,0.6368,0.2203,-0.3487,0.2888,0.2325,0.0157,0.1253,0.403,0.2429,0.1923,0.0353,0.188,0.6525,-1.0181,0.8346,0.0008,0.0282,0.1092,0.8739,1.2091,0.2785,0.2303,0.6666,4.4365,6.6558,0.4443,19.6825,44.3003,-0.3928,0.1708,-0.4349,1.6465,0.6147,0.3733,0.6177,3.6903,5.9744,0.0062,1.3244,-0.9569,-0.903,0.9275,?,?,?,?,?,DESTRA_PANTALONI
1.3772,7.8514,2.802,15.7018,-0.5066,-0.48,8.7279,2.9543,13.5526,-1.633,-0.0134,12.8706,3.5876,17.0967,-0.9553,5.1125,5.4391,2.3322,10.9376,0.0587,-2.8688,-102.85,0.2694,35.8512,-0.0939,-0.0026,0.9485,0.781,1.2015,0.8235,1.2668,1.5383,0.8996,0.61,1.4435,0.6781,1.6047,2.3663,0.6281,0.6321,-7.734,1.0063,-12.3123,-12.2356,2.0247,1.1919,0.8969,0.5887,0.443,0.7525,1.1586,0.9184,1.4356,0.7927,1.2391,1.5631,0.0102,7.7086,0.1371,-0.1475,0.4822,0.3371,-0.0169,0.104,0.2723,0.0156,0.1247,0.4291,0.283,0.2308,0.0253,0.159,0.5389,-0.4929,0.7693,0.0006,0.0238,0.0718,0.9112,1.18,0.354,0.3,0.7848,5.2472,6.6864,0.6159,27.5335,44.7077,-0.9519,0.2298,-0.2415,1.6578,0.74,0.4464,0.7962,5.9747,7.504,0.0059,1.3081,-0.9633,-0.0337,0.0528,?,?,?,?,?,DESTRA_PANTALONI
0.1728,8.3085,2.8825,13.1767,-1.169,0.4102,5.6825,2.3838,15.6014,-0.308,-0.5138,29.1771,5.4016,27.5129,-1.258,5.8512,9.3933,3.0649,14.5531,0.0896,0.4213,-0.3363,0.0295,-0.7983,0.0701,-0.0878,1.2092,0.5336,0.9405,0.4413,0.7778,1.7624,1.4621,0.2848,0.8845,0.1948,0.605,3.1061,1.9329,0.4633,-4.9559,0.2397,-2.5639,-10.6968,0.5093,0.4986,0.38,0.9789,0.7461,0.7622,0.8446,0.4789,0.9054,0.5671,1.072,1.8905,0.0049,8.3169,-0.4545,0.4263,-0.2641,-0.2722,0.1285,-0.1861,0.2494,0.0241,0.1553,0.478,-0.023,0.0559,0.0185,0.1359,0.5891,-0.3745,-0.4468,0.0052,0.0718,0.5837,?,4.4652,-0.5583,-0.125,1.1428,2.1626,1.8924,1.3059,4.6768,3.5812,0.0669,0.0184,0.275,1.0903,0,0,0.8114,0.8189,1.0092,0.0037,0.8104,0.2771,-0.2413,0.7879,?,?,?,?,?,DESTRA_PANTALONI
0.8075,19.6345,4.4311,35.2631,-0.2283,0.0504,14.0789,3.7522,29.6684,-0.2954,-0.1733,24.3318,4.9327,27.8019,-0.7958,5.6163,27.1871,5.2141,35.7846,0.0271,16.0156,-4.66,0.1438,-0.291,0.009,-0.0309,1.1809,0.8983,0.8498,0.7607,0.7196,0.946,1.3946,0.8069,0.7222,0.5786,0.5179,0.895,0.9686,0.5319,-6.5801,0.5492,-6.7935,-12.3709,1.2536,1.8545,0.7806,1.4794,0.6227,0.4209,1.1886,1.2684,0.9854,1.0671,0.8291,0.7769,0.0057,8.6235,0.6745,0.0436,0.8174,-0.2578,0.644,-0.0002,0.025,0.0109,0.1043,0.3434,-1.6846,-0.1277,0.0233,0.1528,0.6425,-8.0329,-0.723,0.0007,0.0258,0.7519,?,-0.1955,-0.0345,0.1766,0.683,4.0419,5.9181,0.4665,16.3372,35.0238,0.3772,0.2866,0.7599,1.7984,0,0,0.5345,0.4567,0.8545,0.0051,0.9531,0.8743,-0.414,-0.4379,?,?,?,?,?,DESTRA_PANTALONI
-0.4209,23.5068,4.8484,27.4349,-2.8032,-0.916,11.4054,3.3772,22.0666,-0.9534,-0.7924,8.1231,2.8501,15.291,-1.3374,5.7413,11.7174,3.4231,20.4521,0.0445,0.4595,0.5312,-0.0733,1.1561,-0.1596,-0.138,1.4356,1.7011,1.4164,1.1849,0.9866,0.8326,2.061,2.8938,2.0061,1.4041,0.9734,0.6933,1.8775,2.3112,-21.229,1.231,-11.3068,-9.1851,0.6386,1.1027,0.337,1.7268,0.5278,0.3056,1.2433,1.7942,1.3414,1.4431,1.0789,0.7477,0.0089,8.4514,-0.176,0.1354,-0.5135,0.0617,-0.1554,-0.3564,-0.6143,0.0375,0.1937,0.7991,?,-0.6223,0.0136,0.1168,0.8149,?,-0.2254,0.0112,0.1058,0.4098,?,0.987,2.7255,2.7613,1.6578,1.8297,1.1037,2.7484,3.348,1.2181,0.9805,1.9501,1.9888,1,1,1,0.9805,1.9501,1.9888,0.0063,1.462,-0.8057,-0.782,0.349,?,?,?,?,?,DESTRA_PANTALONI
1.1811,8.4887,2.9135,11.9377,-0.5608,-1.4102,5.6027,2.367,13.626,-5.8605,-0.5931,8.654,2.9418,12.9552,-1.4416,4.5517,5.7631,2.4006,12.0033,0.0439,-0.8375,-1.9913,0.2595,2.3776,-0.3098,-0.1303,1.2309,0.9904,1.2136,0.8046,0.986,1.2254,1.5151,0.9809,1.4729,0.6474,0.9722,1.5016,0.3685,0.5608,-7.7791,1.5217,-21.1101,-13.8726,3.8509,1.4415,0.6092,0.3743,0.1582,0.4226,0.8761,0.9215,0.9945,1.0518,1.1352,1.0793,0.0133,6.6059,-0.6752,0.1357,0.6287,0.0059,-0.7746,-0.1598,-0.0894,0.0325,0.1804,0.6853,-16.1183,-0.2039,0.001,0.0316,0.2711,?,-0.8784,0.0091,0.0956,0.9313,?,0.4385,0.1018,0.2322,5.7112,1.8857,0.3302,32.6176,3.556,0.109,2.38,0.6929,0.2911,0,0,1,2.5277,0.7359,0.2911,0.0062,1.1887,-0.0692,-0.964,0.2857,?,?,?,?,?,DESTRA_PANTALONI
1.7337,5.5046,2.3462,6.9227,-0.0613,-0.6921,0.924,0.9612,4.0414,-3.9462,-0.9039,1.5475,1.244,4.6034,-3.2814,2.55,5.7756,2.4032,6.6893,0.0122,-2.505,-1.918,0.6799,0.7657,-0.2714,-0.3545,2.4408,1.886,0.9763,0.7727,0.4,0.5176,5.9576,3.557,0.9531,0.5971,0.16,0.2679,0.1241,0.1134,-4.8618,0.9139,-39.1852,-42.8778,7.9829,6.0664,0.9632,0.7599,0.1207,0.1588,1.7129,1.5038,1.0349,0.8779,0.6042,0.6882,0.0158,3.8251,-0.7053,-0.5006,0.965,0.7016,-0.8262,-0.6622,0.2757,0.0334,0.1827,0.4967,0.2381,0.058,0.0162,0.1275,0.3826,-1.6481,0.7543,0.0007,0.0269,0.0752,0.9029,4.7506,0.3654,0.0769,1.4333,6.8031,4.7464,2.0544,46.2826,22.5286,-0.6518,0.2219,-0.3405,4.5116,0.8416,0.1865,1.2981,6.6048,5.0881,0.0061,1.163,-0.9967,-0.9847,0.9701,?,?,?,?,?,DESTRA_PANTALONI
1.6404,10.9481,3.3088,11.9767,-0.1891,-0.6845,1.9667,1.4024,5.2481,-2.639,-0.3612,2.4567,1.5674,7.6606,-1.6863,3.2721,7.9549,2.8204,9.9811,0.0507,-2.3965,-4.5422,0.5013,1.8953,-0.2092,-0.1104,2.3594,2.111,1.1731,0.8947,0.4972,0.5557,5.5669,4.4564,1.3763,0.8005,0.2472,0.3088,0.5004,0.396,-3.5721,0.7914,-7.1385,-9.0196,6.984,3.532,0.958,0.5057,0.1372,0.2712,2.2821,1.5634,1.1999,0.6851,0.5258,0.7675,0.0138,4.7404,-0.739,-0.0095,0.9518,0.2227,-0.734,0.0024,0.1949,0.0026,0.0515,0.2422,-0.0557,-0.0986,0.0509,0.2255,0.6784,-11.5776,0.0931,0.0092,0.0958,0.3749,-0.2154,-1.9779,2.0948,-1.0591,0.2282,0.5373,2.3549,0.0521,0.2887,5.5456,0.0205,0.1925,9.3987,4.2539,0.7438,0.1749,0.3571,0.6461,1.8095,0.0018,0.4529,0.8367,0.0011,0.2216,?,?,?,?,?,DESTRA_PANTALONI
1.5079,1.6478,1.2837,5.5323,-0.1021,-0.1197,0.5233,0.7234,3.1525,-1.2505,-0.6638,6.6821,2.585,11.4678,-0.8168,3.0622,2.2046,1.4848,5.9552,0.0756,-12.5985,-2.2716,0.4924,0.1803,-0.0391,-0.2168,1.7744,0.4966,0.8646,0.2799,0.4872,1.741,3.1487,0.2466,0.7475,0.0783,0.2374,3.031,0.2925,0.0994,-1.0514,0.3398,-3.5945,-10.5798,3.5836,0.7953,0.7792,0.2219,0.2174,0.9797,1.7549,0.4824,0.929,0.2749,0.5294,1.9257,0.0126,4.4163,-0.0624,-0.0231,0.6653,0.021,-0.0565,-0.1048,0.1145,0.073,0.2702,1.228,-1.086,0.0822,0.0023,0.0482,0.1816,-0.2424,0.7766,0.224,0.4733,1.7652,-0.843,1.3932,0.1474,0.1058,5.6057,0.5708,0.1018,31.424,0.3259,0.0104,18.0389,0.7918,0.0439,4.0272,0.6146,0.1526,6.7614,0.6957,0.1029,0.006,1.2142,0.2487,0.7915,0.7436,?,?,?,?,?,DESTRA_PANTALONI
1.7198,4.3406,2.0834,7.0629,-0.1309,-0.1185,2.0817,1.4428,6.4513,-1.1897,-1.3268,7.2767,2.6975,12.0333,-1.8669,3.7405,4.4402,2.1072,7.1991,0.1075,-14.5075,-1.2962,0.4598,0.0893,-0.0317,-0.3547,1.444,0.7723,0.9887,0.5349,0.6847,1.2802,2.0852,0.5965,0.9776,0.2861,0.4688,1.6388,0.2332,0.1043,-0.9424,0.4473,-4.0408,-9.0335,2.1198,1.488,0.7742,0.7019,0.3652,0.5203,1.0948,0.5869,0.9811,0.5361,0.8961,1.6715,0.0166,5.5006,0.0078,-0.299,0.8265,0.2228,-0.2591,-0.5968,0.1013,0.0006,0.0251,0.1092,0.1481,-0.1886,0.0546,0.2336,0.734,?,-0.0533,0.0033,0.0576,0.2451,-1.3009,-0.5371,-1.8996,3.5367,0.1076,0.4365,4.0561,0.0116,0.1906,16.4522,-0.0259,-0.137,5.2977,0,1.2037,0,0.1488,0.4457,2.9953,0.0017,0.3559,0.3123,-0.0675,-0.3634,?,?,?,?,?,DESTRA_PANTALONI
1.3186,1.8954,1.3767,4.5681,-0.0995,0.2238,0.5417,0.736,3.9134,-1.2275,-1.6362,4.4101,2.1,7.4068,-5.6078,2.5706,4.7051,2.1691,6.6054,0.0084,5.8907,-0.8059,0.513,-0.1368,0.0871,-0.6365,1.8705,0.6556,0.6347,0.3505,0.3393,0.9681,3.4987,0.4298,0.4028,0.1228,0.1151,0.9373,0.1918,0.0658,-7.3643,0.3431,-38.4031,-111.938,2.3647,3.7064,0.6237,1.5674,0.2637,0.1683,1.1673,0.6167,0.6916,0.5284,0.5925,1.1213,0.0161,3.7419,0.5297,-0.5429,0.729,0.0747,0.0629,-0.9524,-0.0196,0.0173,0.1316,0.3835,-3.9106,-0.3052,0.0599,0.2447,0.8031,?,-0.6737,0.0109,0.1043,0.7383,?,0.0643,0.0291,0.453,0.5377,1.2621,2.3474,0.2891,1.593,5.5101,0.3803,0.4136,1.0877,0,0,1,0.4775,0.5194,1.0877,0.0056,1.0862,0.9923,-0.9348,-0.9118,?,?,?,?,?,DESTRA_PANTALONI
0.0363,0.0154,0.1239,0.7195,-1.0639,0.0621,0.0199,0.1411,0.7391,-0.6167,-0.0215,0.0139,0.1179,0.5765,-1.4598,0.2168,0.0078,0.0883,0.4669,0.0818,0.5855,-1.6893,0.1676,-2.885,0.2863,-0.0992,0.8781,1.0507,1.4034,1.1965,1.5982,1.3357,0.7711,1.1039,1.9695,1.4316,2.5542,1.7841,1.3155,1.0839,-8.9212,0.824,-6.7817,-8.2306,0.7626,1.4874,0.6856,1.9505,0.8991,0.4609,0.9735,1.2479,1.5409,1.2819,1.5829,1.2348,0.0005,0.324,0.2469,-0.156,0.1963,-0.1055,0.3578,-0.3871,0.5841,0,0.0032,0.0093,0.9842,-0.1347,0.0002,0.0129,0.1511,?,-0.7486,0,0.0012,0.7503,?,-4.3352,-0.7803,0.18,0.2503,2.582,10.3166,0.0626,6.6665,106.4315,-3.8381,-0.773,0.2014,0,0,1,0.0617,0.0124,0.2014,0.0064,1.4674,0.9745,0.7133,0.6048,?,?,?,?,?,DESTRA_PANTALONI
0.0184,0.0147,0.1212,0.6295,-1.2194,0.026,0.0105,0.1022,0.4939,-0.7762,0.0026,0.0093,0.0965,0.5552,-1.0825,0.1742,0.0051,0.0717,0.3203,0.1031,0.7073,6.9976,0.1057,9.8936,0.1494,0.0151,1.1854,1.2562,1.6901,1.0598,1.4258,1.3454,1.4051,1.578,2.8564,1.1231,2.0329,1.8101,1.6026,1.1986,-9.3902,0.7479,-5.8595,-7.8345,1.0202,1.064,0.7943,1.043,0.7786,0.7465,1.2747,1.134,1.9656,0.8896,1.542,1.7334,0.0002,0.2597,-0.0823,-0.0328,0.1994,-0.0142,0.1069,-0.0547,0.5415,0,0.0009,0.0035,0.9936,-0.2139,0,0.0009,0.2156,?,-0.7586,0,0.0028,0.764,?,-2.5319,-0.7138,0.2819,1.0321,0.3314,0.3211,1.0652,0.1098,0.1031,-2.5,-0.7056,0.2822,0,0,1,0.0161,0.0045,0.2822,0.0064,1.514,-0.7431,0.9311,-0.8288,?,?,?,?,?,DESTRA_PANTALONI
-0.0995,1.0413,1.0205,6.5216,-0.6896,-0.3706,2.4874,1.5772,12.8809,-4.4198,-0.468,1.6172,1.2717,7.6996,-1.8286,1.6625,2.7485,1.6579,10.5246,0.0081,0.2684,0.2125,-0.0598,0.7919,-0.223,-0.2815,0.647,0.8025,0.6155,1.2402,0.9513,0.7671,0.4186,0.6439,0.3789,1.5381,0.905,0.5884,0.2534,0.5348,-31.164,2.1103,-122.9798,-58.2753,1.624,1.418,0.3638,0.8731,0.224,0.2566,0.5063,0.847,0.6197,1.6729,1.2239,0.7316,0.004,2.4652,-0.1397,-0.1941,-0.0521,0.2049,-0.4889,-0.5087,0.341,0.0011,0.0328,0.1745,0.5881,-0.8624,0.0001,0.0094,0.891,?,-0.2874,0.0016,0.0401,0.3486,?,-0.3955,-1.1867,3.0007,3.4718,0.8177,0.2355,12.0531,0.6687,0.0555,-0.2796,-0.7148,2.5564,0,0,1,0.1958,0.5007,2.5564,0.0064,1.4908,0.8421,0.7816,0.3985,?,?,?,?,?,DESTRA_PANTALONI
1.922,11.5626,3.4004,17.8836,-1.1205,-1.8382,2.9222,1.7094,6.8075,-12.9052,-0.9236,5.306,2.3035,13.5824,-1.6391,4.1836,10.2144,3.196,9.5312,0.0304,-1.0456,-2.081,0.4594,1.9903,-0.4394,-0.2208,1.9892,1.4762,1.064,0.7421,0.5349,0.7207,3.9569,2.1792,1.132,0.5507,0.2861,0.5195,1.4957,1.1202,-31.6133,0.7489,-21.136,-28.2211,17.2273,1.6387,0.858,0.0951,0.0498,0.5236,2.6271,1.3167,1.8763,0.5012,0.7142,1.425,0.019,6.3735,-0.3739,-0.5361,0.4971,-0.0131,-0.668,-0.3424,0.3417,0.019,0.1378,0.3999,0.3289,-0.0664,0.1,0.3162,0.8797,-2.019,0.659,0.0049,0.0702,0.233,0.6935,-5.1481,0.5186,-0.1007,0.436,1.9645,4.5059,0.1901,3.8592,20.3031,-0.3331,0.3717,-1.1159,2.0449,0.7838,0.3833,0.4546,1.7162,3.7754,0.005,1.2828,-0.7516,-0.4134,0.3979,?,?,?,?,?,DESTRA_PANTALONI
