@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
-0.2988,4.9257,2.2194,20.493,-0.8255,-0.075,3.0467,1.7455,13.2307,-1.3552,0.2711,3.8521,1.9627,17.1251,-1.5414,2.7007,4.699,2.1677,12.4183,0.0075,3.9836,-1.1024,-0.1106,-0.2767,-0.0278,0.1004,1.2715,1.1308,1.0238,0.8893,0.8052,0.9054,1.6167,1.2787,1.0482,0.7909,0.6484,0.8198,1.2172,0.8922,-98.3848,0.733,-80.8267,-110.2753,1.9984,1.666,0.8972,0.8337,0.449,0.5385,1.5489,1.1967,1.6502,0.7726,1.0654,1.379,0.001,3.9923,0.3675,-0.1409,0.2277,-0.0356,-0.1198,-0.3144,3.612,3.4953,1.8696,5.7299,0.2328,-8.3226,0.6502,0.8064,9.6311,?,2.3725,4.088,2.0219,5.6959,-0.1813,-0.434,1.5224,-3.5079,2.3185,0.9247,0.3988,5.3754,0.855,0.1591,-0.1805,-1.9889,11.0172,0,1.5489,0,0.5949,1.006,1.6909,0.0239,14.4144,0.7295,-0.6964,-0.0559,?,?,?,?,?,DIETRO_PANTALONI
1.0759,6.1463,2.4792,24.8411,-0.1818,-0.4007,4.2102,2.0519,16.5074,-0.4915,-0.5253,3.1245,1.7676,19.6386,-0.9872,2.7842,7.3235,2.7062,23.2353,0.0046,-2.6853,-2.0483,0.3864,0.7628,-0.1439,-0.1887,1.2082,1.4025,0.9161,1.1608,0.7582,0.6532,1.4599,1.9671,0.8393,1.3475,0.5749,0.4266,0.7025,0.3917,-35.43,0.5576,-50.4344,-90.4488,1.8992,2.127,0.9005,1.1199,0.4741,0.4234,1.5048,1.2649,1.0691,0.8406,0.7104,0.8452,0.0033,4.1167,0.1362,0.063,0.6702,0.0401,-0.1977,-0.1334,1.5762,9.8701,3.1417,10.7263,-0.1179,3.0609,1.9242,1.3872,6.1455,-0.1905,8.3895,2.1118,1.4532,9.2463,0.0031,0.515,0.1879,0.3649,2.2648,2.1619,0.9545,5.1295,4.6738,0.9112,1.1506,-38.7906,-33.712,1.8587,1.0344,0.5565,1.7454,1.1601,0.6646,0.0239,13.9191,-0.6502,-0.8447,0.4867,?,?,?,?,?,DAVANTI_PANTALONI
0.0362,0.0219,0.148,2.6784,-1.4569,-0.0588,0.0448,0.2116,3.9484,-1.2108,0.0287,0.0046,0.0675,0.5652,-0.6779,0.1621,0.0506,0.2248,2.6743,0.0069,-0.6161,1.2648,0.2237,-2.0529,-0.363,0.1768,0.6996,2.1915,0.6583,3.1325,0.9409,0.3004,0.4894,4.8027,0.4333,9.8127,0.8853,0.0902,0.7345,6.9557,-85.896,9.4705,-116.9508,-12.349,0.6104,3.2364,0.4048,5.3021,0.6632,0.1251,0.6783,4.7391,1.0015,6.9862,1.4764,0.2113,0.0002,0.2438,0.7295,0.3629,-0.0101,0.1938,0.0246,0.0694,8.9908,0.0029,0.0541,0.1804,0.9801,3.767,0.0105,0.1026,0.3479,0.913,-1.0592,0.0091,0.0952,1.1947,?,2.3867,-8.4884,-3.5565,0.5272,0.5681,1.0776,0.2779,0.3227,1.1611,2.4296,-7.4278,-3.0572,2.2634,0,0,0.5185,0.151,0.2912,0.0258,13.8171,-0.9936,0.9532,-0.935,?,?,?,?,?,DAVANTI_PANTALONI
0.7726,5.2993,2.302,19.2553,-0.1913,-1.0225,5.7711,2.4023,10.9923,-1.3414,-0.3139,0.9173,0.9578,5.2846,-1.5391,2.6868,6.5098,2.5514,16.5428,0.0024,-0.7556,-2.4608,0.2875,3.2569,-0.3806,-0.1168,0.9583,2.4036,0.9022,2.5083,0.9416,0.3754,0.9183,5.7771,0.8141,6.2914,0.8865,0.1409,0.491,0.9653,-77.6202,1.966,-158.0844,-80.4093,3.4428,7.7658,0.9747,2.2557,0.2831,0.1255,1.7517,3.6437,1.164,2.0801,0.6645,0.3194,0.0034,4.0088,-0.2724,-0.1727,0.702,0.2771,-0.5926,-0.2418,1.5517,5.9721,2.4438,7.0137,-0.0487,2.17,9.8521,3.1388,9.763,-1.2397,8.5171,0.6824,0.8261,2.7803,0.6971,0.7151,0.1822,0.2548,0.7786,2.9583,3.7997,0.6062,8.7516,14.4374,0.0603,-0.0509,-0.8446,1.5343,0.7287,0.4749,0.7184,2.5226,3.5115,0.0233,13.9183,-0.7911,-0.956,0.9008,?,?,?,?,?,DAVANTI_PANTALONI
0.0931,0.016,0.1266,1.1099,-1.1178,-0.1524,0.0357,0.1891,1.7398,-0.7682,0.0227,0.0073,0.0852,0.5254,-0.8634,0.2407,0.0335,0.183,1.0051,0.006,-0.6111,4.097,0.3867,-6.7047,-0.6329,0.0944,0.6694,1.4851,0.6918,2.2184,1.0334,0.4658,0.4481,2.2054,0.4785,4.9214,1.0679,0.217,0.7751,2.4063,-96.9583,3.1046,-125.0994,-40.2943,0.5327,1.8587,0.5183,3.4894,0.9731,0.2789,0.638,2.1124,1.1043,3.3111,1.731,0.5228,0.0005,0.3605,-0.4726,-0.0051,0.5946,-0.0211,-0.7306,0.0793,7.8899,0.0291,0.1707,0.6092,0.9249,5.7188,0.057,0.2388,0.8384,0.8658,-1.0608,0.0022,0.047,1.1237,?,1.3796,-7.4375,-5.3909,0.7149,3.6317,5.0803,0.511,13.189,25.8094,1.3866,-6.6717,-4.8117,1.298,0,0,0.7266,0.5421,0.7461,0.0257,14.6695,-0.9991,-0.972,0.9748,?,?,?,?,?,DAVANTI_PANTALONI
0.0148,0.0035,0.0595,0.3452,-0.9454,-0.0212,0.0027,0.0519,0.3016,-1.1639,0.0276,0.0046,0.0677,0.3473,-0.805,0.1016,0.0019,0.0439,0.2358,0.045,-0.6984,0.5353,0.1455,-0.7665,-0.2083,0.2718,1.1461,0.8794,1.357,0.7673,1.184,1.5431,1.3135,0.7734,1.8415,0.5888,1.4019,2.381,1.0344,1.0833,-15.1031,1.0473,-14.6013,-13.9416,1.2734,0.9224,0.7188,0.7244,0.5645,0.7792,1.1448,0.9942,1.4643,0.8684,1.279,1.4728,0.0001,0.1534,-0.3706,0.0226,0.2554,-0.1281,-0.168,0.3435,8.7189,0.0014,0.038,0.1209,0.9862,4.4706,0.005,0.071,0.2254,0.9509,-0.3959,0.0014,0.0373,0.4392,?,1.9503,-22.023,-11.2922,0.5349,1.018,1.9033,0.2861,1.0364,3.6226,1.985,-19.7125,-9.9307,1.9138,0,0,0.5365,0.2753,0.5133,0.0258,13.5854,-1.007,0.9324,-0.9283,?,?,?,?,?,DAVANTI_PANTALONI
-1.2029,3.2497,1.8027,6.783,-18.2846,-0.0885,0.5205,0.7214,4.0588,-1.2376,-0.9278,3.354,1.8314,8.8542,-9.0345,1.9662,5.5739,2.3609,8.7932,0.003,13.5983,1.2965,-0.6118,0.0953,-0.045,-0.4719,2.4988,0.9843,0.7636,0.3939,0.3056,0.7757,6.2438,0.9689,0.583,0.1552,0.0934,0.6017,2.8648,0.8067,-241.4538,0.2816,-84.2817,-299.2922,0.1939,0.3986,0.0399,2.0557,0.2057,0.1,1.6712,0.7661,0.7714,0.4584,0.4616,1.0069,0.0087,2.8953,0.0817,0.757,-0.9372,0.058,-0.0774,-0.9077,-0.3627,2.6368,1.6238,6.3691,-9.6918,2.0616,0.047,0.2167,0.873,0.6256,8.9696,0.9182,0.9582,4.5234,0.5273,-0.176,-0.0404,0.2298,7.4917,1.6946,0.2262,56.1262,2.8716,0.0512,-3.9572,-1.144,0.2891,0.2554,0.0622,0.2437,7.2953,1.408,0.193,0.0529,12.0967,0.6821,0.9588,0.6394,?,?,?,?,?,DAVANTI_PANTALONI
-0.234,21.9001,4.6798,49.3427,-2.0369,-0.4815,3.9092,1.9772,9.3322,-1.2843,-2.2297,14.3557,3.7889,36.7579,-0.6006,5.1657,18.7388,4.3288,35.3063,0.0153,0.486,0.105,-0.0453,0.216,-0.0932,-0.4316,2.3669,1.2351,1.0811,0.5218,0.4567,0.8753,5.6022,1.5255,1.1687,0.2723,0.2086,0.7661,6.3077,2.3995,-60.4095,0.3804,-9.5771,-25.1755,3.977,0.7075,0.4532,0.1779,0.1139,0.6405,5.2874,1.3424,1.3976,0.2539,0.2643,1.0411,0.006,7.3365,-0.2403,0.1552,-0.187,0.0864,-0.0906,-0.3498,5.3481,9.5685,3.0933,12.9446,-0.334,0.8683,0.6917,0.8317,4.0075,-0.1697,-4.2994,38.1129,6.1736,18.2158,-1.166,6.1594,-1.2439,-0.202,3.7194,0.5011,0.1347,13.8341,0.2511,0.0181,5.574,0.3306,0.0593,2.8322,1.1538,0.4074,3.2301,0.7106,0.22,0.018,13.895,0.0118,0.2662,0.5182,?,?,?,?,?,DAVANTI_PANTALONI
0.0822,0.0383,0.1956,1.0647,-0.9194,-0.0727,0.0237,0.1538,0.988,-1.6917,-0.0572,0.0459,0.2142,1.4889,-0.7386,0.3095,0.0273,0.1651,0.8968,0.0119,-1.1308,-1.4361,0.2655,1.27,-0.2348,-0.1849,1.2718,0.9132,1.1845,0.7181,0.9314,1.297,1.6174,0.834,1.403,0.5157,0.8674,1.6822,0.8214,0.8063,-47.2909,0.9817,-57.5757,-58.6487,1.5113,0.6477,0.6112,0.4286,0.4044,0.9436,1.0777,0.7151,1.1873,0.6636,1.1017,1.6603,0.0003,0.4665,-0.2787,-0.1729,0.2619,0.1833,-0.2279,-0.122,5.8058,0.0931,0.3052,0.8675,0.8601,7.8907,0.05,0.2236,0.634,0.9229,-0.1758,0.0256,0.1599,0.7456,-0.8909,0.7358,-33.0194,-44.8765,1.3647,1.9082,1.3983,1.8623,3.6414,1.9553,0.7024,-15.1833,-21.615,0.7538,15.7265,20.8642,1.3683,1.1635,0.8503,0.0261,13.9234,-0.9996,-0.4289,0.4248,?,?,?,?,?,DAVANTI_PANTALONI
-0.0435,0.0182,0.1347,0.788,-1.6327,0.0521,0.0152,0.1234,0.7664,-0.6077,-0.0367,0.0081,0.0899,0.6971,-1.5968,0.1824,0.0141,0.1189,0.6469,0.0217,-0.8364,1.1854,-0.2387,-1.4172,0.2854,-0.2014,1.0922,1.4986,1.1331,1.372,1.0374,0.7561,1.193,2.2459,1.2839,1.8825,1.0762,0.5717,1.6868,1.1401,-34.1248,0.6759,-20.2306,-29.9308,0.6279,1.1151,0.4527,1.7759,0.721,0.406,1.0281,1.1305,1.2181,1.0995,1.1848,1.0776,0.0002,0.2776,-0.4585,0.0893,-0.5413,-0.3564,0.665,-0.4083,7.4109,0.0012,0.0353,0.2276,0.9699,6.4059,0.0016,0.0394,0.2541,0.9609,-0.4547,0.004,0.0629,0.5494,?,1.1569,-16.2968,-14.0866,0.8947,0.5609,0.6269,0.8006,0.3146,0.393,1.176,-13.347,-11.3492,1.1651,0,0,0.8959,0.4142,0.4624,0.0258,14.2715,-1.0141,0.4425,-0.3514,?,?,?,?,?,DAVANTI_PANTALONI
0.3052,10.0656,3.1726,21.7366,-1.1885,0.0821,5.9526,2.4398,14.8275,-1.4492,0.0915,6.1308,2.476,27.3943,-2.6284,4.1243,5.2476,2.2908,19.7538,0.02,3.717,3.3348,0.074,0.8972,0.0199,0.0222,1.3004,1.2813,1.385,0.9854,1.0651,1.0809,1.691,1.6418,1.9181,0.9709,1.1343,1.1683,1.3455,0.5949,-29.2675,0.4421,-21.7526,-49.2015,1.6406,1.3155,0.4927,0.8019,0.3003,0.3746,1.466,0.7935,1.1004,0.5413,0.7506,1.3868,0.0009,6.1472,-0.078,0.2311,0.0885,0.1115,-0.1031,-0.0729,-6.4589,1.7282,1.3146,8.4321,?,-6.8316,1.0271,1.0135,8.5434,?,1.7962,1.8023,1.3425,4.7763,-0.1026,0.9455,-3.5959,-3.8034,1.2972,0.9792,0.7549,1.6827,0.9589,0.5699,0.987,18.9787,19.2293,1,0,0,0.987,1.7654,1.7887,0.0247,15.1421,-0.9214,0.6831,-0.4141,?,?,?,?,?,DIETRO_PANTALONI
0.9711,11.8045,3.4358,16.26,-0.4551,0.2725,4.2443,2.0602,11.1381,-0.9281,-0.4087,4.7868,2.1879,16.7151,-1.148,4.0856,5.3275,2.3081,11.7077,0.0262,3.5639,-2.376,0.2377,-0.6667,0.0667,-0.1,1.6677,1.5704,1.4885,0.9416,0.8926,0.9479,2.7812,2.466,2.2157,0.8867,0.7967,0.8985,0.9486,0.5693,-16.1182,0.6001,-16.992,-28.3136,1.9343,1.436,0.9294,0.7424,0.4805,0.6472,1.4598,0.9728,1.3888,0.6664,0.9514,1.4277,0.0029,5.7095,0.0717,0.102,0.6314,0.0621,0.0555,-0.1263,2.8583,4.9309,2.2206,7.6473,-0.0188,3.3843,3.9624,1.9906,7.4971,0.0513,7.8849,5.4734,2.3395,6.9486,0.2771,0.8446,0.3625,0.4292,1.1155,0.9491,0.8508,1.2444,0.9009,0.7239,-0.3471,-0.0528,0.1523,0.9499,0.7809,0.8221,1.02,1.1005,1.0789,0.0245,14.1362,0.6515,-0.9056,-0.8633,?,?,?,?,?,DIETRO_PANTALONI
0.9186,10.8079,3.2875,22.5426,-0.2397,0.0084,6.6835,2.5853,17.0591,-0.4802,-0.2936,5.0134,2.2391,24.3522,-2.0642,3.353,12.1923,3.4918,19.9463,0.0091,109.3535,-3.1282,0.274,-0.0286,0.0025,-0.0876,1.2717,1.4683,0.9415,1.1546,0.7404,0.6412,1.6171,2.1558,0.8865,1.3331,0.5482,0.4112,0.7877,0.2657,-23.7278,0.3373,-30.1244,-89.2978,1.5778,2.288,0.9033,1.4502,0.5725,0.3948,1.3214,0.9257,1.1302,0.7005,0.8553,1.2209,0.0026,4.928,0.1382,0.0533,0.6867,-0.1448,0.2324,-0.2718,0.7077,7.3457,2.7103,8.5863,-0.1552,2.7871,0.6347,0.7967,5.3722,0.1555,8.873,1.1761,1.0845,7.6454,0.1899,0.2539,0.0798,0.3141,3.402,2.4991,0.7346,11.5736,6.2456,0.5396,-1.1663,-0.6436,0.5518,1.1684,0.7875,0.674,1.5983,1.1231,0.7027,0.0252,13.7098,-0.0451,-0.8091,-0.4074,?,?,?,?,?,DIETRO_PANTALONI
0.6399,11.0048,3.3173,18.6877,-0.3894,0.5833,9.3411,3.0563,13.9355,-0.6239,-0.9497,11.7256,3.4243,32.6497,-3.0406,4.9055,9.6595,3.108,25.5657,0.0408,1.097,-0.6738,0.1304,-0.6142,0.1189,-0.1936,1.0854,0.9688,1.0674,0.8926,0.9834,1.1018,1.1781,0.9385,1.1393,0.7966,0.967,1.2139,0.9782,0.2132,-4.8155,0.2179,-4.923,-22.5916,1.5674,1.6646,0.5047,1.062,0.322,0.3032,1.341,0.5724,0.731,0.4268,0.5451,1.2771,0.0035,7.2001,0.0418,-0.0308,0.5164,-0.085,0.2633,-0.4976,4.5745,2.0478,1.431,7.8889,-0.0276,5.3114,8.4767,2.9115,9.0609,-0.0109,5.4969,6.3267,2.5153,8.5914,0.0689,0.8613,0.8322,0.9663,0.4915,0.5689,1.1575,0.2416,0.3237,1.3398,2.1642,-0.3331,-0.1539,0.8565,0.832,0.9714,0.8707,0.9182,1.0546,0.024,15.3899,0.2578,-0.5255,-0.9145,?,?,?,?,?,DIETRO_PANTALONI
0.0405,0.0502,0.224,1.3288,-0.8357,-0.0802,0.101,0.3178,2.2054,-1.0547,0.0017,0.0479,0.2188,2.3113,-0.3944,0.3276,0.0997,0.3158,1.9926,0.004,-0.5055,23.5282,0.1237,-46.5419,-0.2448,0.0053,0.7047,1.0238,0.7092,1.4528,1.0063,0.6927,0.4966,1.0482,0.5029,2.1107,1.0127,0.4798,0.5344,0.9253,-75.2465,1.7315,-140.8116,-81.3245,0.6744,0.4367,0.3618,0.6475,0.5365,0.8285,0.6025,0.5749,0.6669,0.9541,1.1068,1.16,0.0003,0.5027,-0.7416,0.033,0.2956,-0.1909,-0.293,0.0138,8.7353,0.0106,0.1031,0.3601,0.9593,4.292,0.0409,0.2022,0.6947,0.8541,1.1785,0.0022,0.0473,0.1532,0.8778,2.0352,7.4122,3.6419,0.5101,2.1811,4.2755,0.2602,4.7571,18.2797,2.089,7.7167,3.694,1.8598,7.061,3.7966,0.5184,2.3505,4.5342,0.0275,14.2058,-0.9974,-0.2975,0.2609,?,?,?,?,?,DIETRO_PANTALONI
0.0428,0.0238,0.1543,0.9773,-0.4632,-0.0603,0.0165,0.1285,0.8382,-2.3567,0.0228,0.0113,0.1061,0.6568,-0.497,0.2083,0.0142,0.1191,0.6442,0.044,-0.71,1.8745,0.2055,-2.6403,-0.2894,0.1096,1.2011,1.4546,1.2959,1.211,1.0789,0.8909,1.4427,2.1159,1.6794,1.4666,1.164,0.7937,0.5257,1.4188,-10.422,2.6987,-19.8239,-7.3458,2.6746,1.5222,0.991,0.5691,0.3705,0.651,1.1659,1.4879,1.5169,1.2762,1.3011,1.0195,0.0002,0.3107,-0.1613,-0.0127,0.4614,-0.2958,-0.3875,0.2915,8.7309,0.0072,0.0851,0.3326,0.9624,4.4574,0.0272,0.1649,0.6458,0.8671,0.1928,0.0017,0.0406,0.2396,0.18,1.9587,45.2801,23.1173,0.5162,2.0944,4.0576,0.2664,4.3866,16.464,2.0217,161.8675,80.0663,1.8214,30.2822,16.6254,0.5151,1.388,2.6947,0.0258,13.3811,-1.0013,0.2095,-0.2124,?,?,?,?,?,DIETRO_PANTALONI
0.0691,0.025,0.1581,0.8937,-0.7982,-0.1056,0.016,0.1264,0.7309,-1.9949,0.0064,0.0122,0.1103,0.8553,-1.2855,0.236,0.0134,0.116,0.5807,0.0476,-0.6546,10.7801,0.293,-16.4682,-0.4477,0.0272,1.2505,1.4324,1.3632,1.1455,1.0902,0.9517,1.5637,2.0519,1.8583,1.3122,1.1885,0.9057,0.8149,0.8247,-13.6549,1.012,-16.7573,-16.5582,2.0365,1.3281,0.8151,0.6522,0.4002,0.6137,1.2228,1.0449,1.539,0.8546,1.2586,1.4728,0.0003,0.3528,-0.1952,-0.2089,0.4696,-0.2892,-0.3858,0.0107,8.0867,0.0215,0.1467,0.5129,0.9382,5.5227,0.0447,0.2113,0.7331,0.8764,0.4498,0.0061,0.078,0.3192,0.5002,1.4643,17.9767,12.277,0.6942,1.8799,2.7079,0.482,3.534,7.3325,1.4987,24.3845,16.2704,1.3999,13.0005,9.2866,0.6996,1.6069,2.2968,0.0265,14.0592,-0.9988,-0.4383,0.397,?,?,?,?,?,DIETRO_PANTALONI
