@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
-1.6167,24.4018,4.9398,15.1074,-1.1479,-5.8716,9.0935,3.0155,10.7986,?,1.5233,28.2599,5.316,16.6544,-0.5334,9.8359,4.4196,2.1023,8.2679,0.4511,0.2753,-1.0613,-0.1644,-3.8546,-0.597,0.1549,1.6381,0.9292,2.3497,0.5673,1.4344,2.5287,2.6834,0.8635,5.5213,0.3218,2.0576,6.3943,0.7477,1.3936,-1.1881,1.864,-1.5891,-0.8525,0,0.6476,0.4669,0,0,0.721,1.399,0.9071,1.8272,0.6484,1.3061,2.0143,0.1256,15.526,0.9326,0.4642,-0.557,0.2187,-0.8075,0.185,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
-2.3442,2.5077,1.5836,6.8629,-2.9692,-0.8584,25.8164,5.081,14.2365,-1.3977,1.4586,5.5607,2.3581,6.6051,-0.4257,6.2372,3.3426,1.8283,6.3818,0.3262,2.7308,-1.6072,-0.3758,-0.5885,-0.1376,0.2339,0.3117,0.6715,0.8662,2.1547,2.7791,1.2898,0.0971,0.451,0.7502,4.6426,7.7235,1.6636,0.6186,2.6029,-1.6619,4.2077,-2.6865,-0.6385,0.2912,0.3732,0.1826,1.2816,0.6269,0.4892,0.4821,1.039,1.0754,2.1554,2.2308,1.035,0.0578,9.551,0.043,-0.1858,0.2836,-0.9848,-0.7394,0.6971,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
0.4246,0.0105,0.1023,0.481,0.234,-0.4927,0.042,0.205,1.1616,?,-0.1215,0.0158,0.1258,0.6117,-2.0311,0.6954,0.0226,0.1502,0.86,0.2898,-0.8618,-3.4956,0.6106,4.0562,-0.7085,-0.1747,0.4992,0.8133,0.6813,1.6292,1.3649,0.8378,0.2492,0.6614,0.4642,2.6543,1.863,0.7019,-0.1265,-0.3585,0.4189,2.8337,-3.3106,-1.1683,0,3.1117,0.5186,0,0,0.1667,0.4141,0.7863,0.5593,1.8988,1.3506,0.7113,0.0132,1.0573,0.2309,-0.0244,0.1157,-0.6544,-0.903,0.5223,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
0.0676,0.0141,0.1189,0.6916,-0.2717,0.0812,0.0297,0.1723,1.3879,-0.3606,-0.0151,0.0498,0.2231,1.4411,-4.341,0.221,0.0561,0.2368,1.5956,0.0304,0.8329,-4.47,0.3059,-5.3665,0.3673,-0.0684,0.69,0.5329,0.5019,0.7723,0.7274,0.9419,0.4761,0.284,0.2519,0.5964,0.5291,0.8871,0.4017,0.1261,-2.9506,0.314,-7.3456,-23.3901,0.5332,2.0156,0.3305,3.7805,0.6198,0.164,0.4983,0.4799,0.4335,0.9631,0.8698,0.9032,0.0021,0.339,0.6593,-0.3358,0.596,-0.3914,0.6586,-0.7279,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
-0.1673,65.0215,8.0636,26.5204,-1.4607,-2.338,129.8056,11.3932,37.9026,-2.1662,1.6054,81.504,9.028,29.4262,-1.0249,15.7357,36.7908,6.0655,23.8759,0.2107,0.0716,-0.1042,-0.0106,-1.4564,-0.1486,0.102,0.7078,0.8932,1.3294,1.262,1.8784,1.4884,0.5009,0.7978,1.7673,1.5926,3.5282,2.2153,0.6071,1.057,-2.4695,1.7411,-4.0678,-2.3363,0.9003,0.7416,0.3563,0.8237,0.3957,0.4804,0.6997,0.9013,1.1108,1.2881,1.5875,1.2325,0.0618,24.8727,0.9037,0.0814,-0.663,0.2909,-0.783,-0.0123,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
0.4531,1.5717,1.2537,5.069,-0.8008,-0.5211,3.9987,1.9997,7.7682,-0.9958,0.4831,9.2946,3.0487,12.1263,-0.4379,3.5187,3.1939,1.7871,8.1044,0.0414,-0.8695,0.9379,0.1288,-1.0787,-0.1481,0.1373,0.6269,0.4112,0.7015,0.6559,1.1189,1.7059,0.393,0.1691,0.4921,0.4302,1.252,2.9101,0.5816,0.6104,-6.4422,1.0496,-11.0767,-10.5535,0.7232,0.3338,0.3329,0.4615,0.4604,0.9975,0.6525,0.418,0.6255,0.6406,0.9585,1.4963,0.0176,5.1778,-0.9037,-0.0134,0.0609,-0.047,-0.009,0.5911,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.3019,4.6725,2.1616,9.8357,-0.61,-3.1541,9.0417,3.0069,14.9491,-3.7531,-0.8637,27.8468,5.277,33.3029,-0.3918,6.1038,15.0896,3.8845,23.7253,0.0301,0.0957,0.3496,-0.0495,3.652,-0.5167,-0.1415,0.7189,0.4096,0.5565,0.5698,0.7741,1.3585,0.5168,0.1678,0.3097,0.3247,0.5992,1.8454,0.3157,0.3975,-5.0652,1.259,-16.0437,-12.7433,1.9424,0.2553,0.2497,0.1314,0.1286,0.9782,0.6579,0.2953,0.4146,0.4489,0.6301,1.4037,0.0699,9.1852,-0.2379,-0.3441,0.2924,0.2445,-0.6379,0.2155,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.1889,6.2749,2.505,10.7127,-0.9871,-1.0901,2.7972,1.6725,7.6675,-2.2567,-0.4827,13.8666,3.7238,25.3289,-0.2928,3.9143,9.0743,3.0124,20.077,0.0164,0.1733,0.3914,-0.0483,2.2581,-0.2785,-0.1233,1.4978,0.6727,0.8316,0.4491,0.5552,1.2362,2.2433,0.4525,0.6915,0.2017,0.3083,1.5281,1.0016,0.9278,-15.9037,0.9263,-15.8781,-17.1421,2.2898,0.2752,0.2641,0.1202,0.1153,0.9599,1.3972,0.4229,0.5336,0.3027,0.3819,1.2616,0.0251,5.9065,-0.0353,0.1284,0.3115,-0.2046,-0.5322,0.4625,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.4509,1.8159,1.3476,5.9208,-0.542,-2.981,11.46,3.3853,12.6817,-7.1682,-1.8644,4.0441,2.011,8.6962,-2.1412,4.6001,8.7248,2.9538,10.8438,0.1284,-0.1513,-0.2419,0.098,1.5989,-0.648,-0.4053,0.3981,0.6701,0.4562,1.6834,1.1461,0.6808,0.1585,0.449,0.2081,2.8338,1.3135,0.4635,0.187,0.3511,-1.3032,1.8775,-6.9693,-3.7121,2.4731,1.3869,0.3086,0.5608,0.1248,0.2225,0.4669,0.6808,0.546,1.4583,1.1695,0.802,0.0754,6.7401,-0.2158,-0.3073,0.2506,0.5826,-0.9164,-0.7252,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.7284,13.2488,3.6399,18.388,-0.7301,-0.5492,24.12,4.9112,21.1833,-0.931,0.6229,3.0098,1.7349,7.7866,-0.4595,5.4572,11.8183,3.4378,11.5917,0.0888,1.3262,-1.1694,-0.1335,-0.8817,-0.1006,0.1141,0.7411,2.0981,1.0588,2.8309,1.4286,0.5047,0.5493,4.4018,1.121,8.0137,2.0409,0.2547,0.7597,3.1652,-6.871,4.1661,-9.0438,-2.1708,0.9689,1.9922,0.8355,2.0562,0.8624,0.4194,0.868,2.3615,1.5863,2.7205,1.8275,0.6717,0.0235,8.0231,0.6656,0.1616,-0.1339,0.6413,0.066,0.4213,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0523,0.0335,0.183,0.715,-0.9903,-1.1787,0.4197,0.6478,2.2483,?,-0.8038,0.2495,0.4995,1.6335,-140.1206,1.4514,0.6344,0.7965,2.5897,0.0726,0.0443,0.065,-0.036,1.4663,-0.8121,-0.5538,0.2824,0.3663,0.2297,1.2969,0.8134,0.6272,0.0798,0.1342,0.0528,1.6819,0.6616,0.3934,0.1582,0.2194,-1.7562,1.3863,-11.0981,-8.0057,0,31.0376,0.1287,0,0,0.0041,0.318,0.4377,0.2761,1.3764,0.8682,0.6307,0.0304,2.1494,0.7037,0.5628,-0.6564,0.9754,-0.9965,-0.989,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1793,0.0445,0.211,0.8823,-0.4393,-1.7919,0.2158,0.4645,2.9368,?,-0.8746,0.399,0.6317,2.3202,?,2.0947,0.2795,0.5287,1.8371,0.3835,-0.1001,-0.205,0.0856,2.0489,-0.8555,-0.4175,0.4542,0.334,0.3991,0.7354,0.8787,1.1947,0.2063,0.1116,0.1592,0.5409,0.772,1.4274,0.0917,0.1161,-0.2356,1.2657,-2.5694,-2.03,0,0,0.2057,1,0,0,0.3004,0.3803,0.4803,1.2657,1.5986,1.263,0.0426,2.8942,0.6129,-0.3215,-0.2421,0.0209,-0.7965,-0.6056,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0227,0.0102,0.101,0.4,-0.9897,-0.2161,0.018,0.1343,0.6118,-5.6991,0.0099,0.0087,0.0934,0.466,-1.2665,0.269,0.0119,0.1092,0.4461,0.1772,-0.105,2.2827,0.0844,-21.7353,-0.8034,0.037,0.7516,1.081,0.9249,1.4383,1.2306,0.8556,0.5649,1.1686,0.8554,2.0688,1.5143,0.732,0.3823,0.764,-2.0709,1.9987,-5.4174,-2.7105,2.2013,0.9777,0.3708,0.4442,0.1684,0.3792,0.6538,0.8583,0.8967,1.3128,1.3715,1.0447,0.0044,0.3828,0.2123,-0.2822,-0.2049,-0.2277,-0.8831,0.1283,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0748,0.0992,0.315,1.1704,-0.3874,-0.3016,0.1413,0.3759,1.2055,-2.5484,-0.1415,0.0191,0.1381,0.5787,-4.9486,0.5692,0.0521,0.2284,0.7645,0.1727,-0.2479,-0.5286,0.1313,2.1321,-0.5298,-0.2485,0.8381,2.2805,1.3795,2.7212,1.6461,0.6049,0.7023,5.2008,1.9031,7.405,2.7097,0.3659,0.3775,0.6788,-2.0485,1.7983,-5.4268,-3.0177,2.4832,8.6714,0.913,3.4921,0.3677,0.1053,0.9709,2.0224,1.531,2.0831,1.5769,0.757,0.0073,0.7976,0.3965,-0.4052,0.3428,0.1457,-0.6047,-0.3986,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1527,0.0499,0.2234,1.7007,-0.2087,-0.0894,0.2849,0.5337,4.1119,-2.427,-0.0762,0.1437,0.379,2.6381,-5.6801,0.3477,0.3947,0.6282,3.8675,0.0174,-1.7084,-2.0043,0.4393,1.1732,-0.2571,-0.2192,0.4185,0.5893,0.3556,1.4081,0.8496,0.6033,0.1752,0.3473,0.1264,1.9827,0.7218,0.364,0.1008,0.1309,-4.2883,1.2982,-42.5277,-32.7591,1.1727,3.563,0.3575,3.0382,0.3048,0.1003,0.4136,0.6447,0.4397,1.5587,1.0632,0.6821,0.004,0.5394,-0.9726,-0.9565,0.8504,0.9443,-0.8054,-0.9049,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.5303,1.259,1.122,4.8445,-1.4624,-0.3182,5.0846,2.2549,11.8251,-0.7792,0.5701,10.4826,3.2377,13.7109,-0.4085,3.6336,4.3307,2.081,11.0293,0.0737,-1.6668,0.9302,0.1459,-0.5581,-0.0876,0.1569,0.4976,0.3466,0.5392,0.6965,1.0836,1.5558,0.2476,0.1201,0.2907,0.4851,1.1741,2.4205,0.5556,0.7236,-3.2764,1.3024,-5.8975,-4.528,0.296,0.2021,0.1652,0.6827,0.5582,0.8175,0.4097,0.3533,0.4392,0.8625,1.0721,1.2431,0.0183,5.4418,-0.8415,-0.0678,-0.3157,0.171,0.4356,0.6757,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.7418,3.9356,1.9838,10.5526,-0.8323,-2.5324,15.6655,3.958,15.9982,-5.1102,-1.0148,8.4522,2.9073,12.1396,-2.8091,4.6143,14.7541,3.8411,15.3527,0.0484,0.2929,0.7309,-0.1608,2.4954,-0.5488,-0.2199,0.5012,0.6824,0.5165,1.3614,1.0304,0.7569,0.2512,0.4656,0.2667,1.8534,1.0618,0.5729,0.3582,0.5354,-6.1408,1.4945,-17.1415,-11.4695,2.1997,1.8071,0.357,0.8216,0.1623,0.1975,0.6596,0.8693,0.6873,1.3179,1.042,0.7907,0.0615,7.0344,0.2472,0.022,-0.0107,0.9577,-0.8917,-0.86,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.3719,2.5253,1.5891,6.561,-0.4694,-0.6049,8.4812,2.9122,11.7434,-0.6643,0.1033,6.5414,2.5576,12.443,-0.3822,3.8534,3.2139,1.7927,10.9243,0.1103,-0.6147,3.6005,0.0965,-5.857,-0.157,0.0268,0.5457,0.6213,0.8864,1.1387,1.6245,1.4267,0.2978,0.386,0.7857,1.2965,2.6389,2.0353,0.4471,0.6091,-1.5474,1.3623,-3.4606,-2.5403,0.6328,0.496,0.3636,0.7838,0.5747,0.7332,0.5587,0.5273,0.6006,0.9438,1.075,1.139,0.0149,5.8884,0.0887,0.426,0.2125,0.6116,0.1612,0.2825,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.3072,4.7213,2.1729,9.9664,-0.7628,-0.8081,64.1216,8.0076,29.5438,-0.7258,0.6098,26.6645,5.1638,18.9405,-1.5094,9.0744,14.2815,3.7791,15.4583,0.174,0.3802,-0.5038,-0.0339,-1.3253,-0.0891,0.0672,0.2713,0.4208,0.575,1.5507,2.1189,1.3664,0.0736,0.1771,0.3306,2.4048,4.4898,1.8671,0.3471,0.3785,-1.3244,1.0906,-3.8158,-3.4987,0.3303,0.7491,0.3021,2.268,0.9147,0.4033,0.3373,0.5262,0.6447,1.5598,1.9112,1.2253,0.0225,12.9715,-0.004,0.0477,0.1963,0.5433,0.5213,0.1411,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.4939,0.3203,0.566,2.1417,-3.1153,-0.1816,2.4042,1.5506,6.1727,-1.1403,-0.2159,0.6297,0.7936,3.1711,-1.6029,1.698,0.7946,0.8914,3.5476,0.0758,2.72,2.2881,-0.2909,0.8412,-0.1069,-0.1271,0.365,0.7132,0.6349,1.9539,1.7394,0.8902,0.1332,0.5086,0.4031,3.8178,3.0256,0.7925,0.493,0.8302,-5.5744,1.6841,-11.3076,-6.7144,0.1805,0.4272,0.1356,2.3671,0.7513,0.3174,0.347,0.6754,0.6037,1.9465,1.74,0.8939,0.0124,2.5167,-0.2498,-0.2598,0.0127,0.6335,-0.285,-0.3769,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.1182,4.4472,2.1088,8.1409,-4.832,-2.6355,17.428,4.1747,15.0495,-34.8442,-1.5218,8.2135,2.8659,11.6061,-62.9375,3.6621,27.1899,5.2144,18.5606,0.0097,0.4243,0.7348,-0.3054,1.7318,-0.7197,-0.4156,0.5052,0.7358,0.4044,1.4567,0.8006,0.5496,0.2552,0.5415,0.1636,2.1219,0.641,0.3021,0.461,0.5904,-36.9561,1.2805,-80.1565,-62.5961,3.3247,7.6899,0.0745,2.313,0.0224,0.0097,0.5409,0.7014,0.4386,1.2967,0.8108,0.6253,0.069,5.6754,0.6483,0.397,-0.6724,0.9549,-0.9948,-0.9411,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.7227,0.2682,0.5178,2.5223,-0.9613,-1.1985,0.8681,0.9317,3.1849,-2.3034,0.5559,1.8508,1.3605,4.5349,-0.1996,2.2102,0.3699,0.6082,2.7547,0.2861,0.603,-1.3,-0.327,-2.156,-0.5423,0.2515,0.5558,0.3806,0.8514,0.6849,1.532,2.2369,0.3089,0.1449,0.7249,0.469,2.3469,5.0035,0.5567,1.6386,-1.1199,2.9435,-2.0117,-0.6834,1.3339,0.3402,0.3333,0.255,0.2499,0.9797,0.792,0.5562,0.9156,0.7023,1.1562,1.6462,0.0335,3.2141,0.7092,0.247,-0.2027,0.8085,0.3566,0.6986,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0534,0.0124,0.1114,0.6995,-0.1888,-0.0578,0.1094,0.3307,1.9874,-0.2808,0.0126,0.0218,0.1478,0.9952,-0.3939,0.2604,0.0822,0.2867,1.7652,0.0229,-0.9233,4.2235,0.2051,-4.5745,-0.2222,0.0486,0.3367,0.7537,0.3885,2.2383,1.1537,0.5155,0.1134,0.5681,0.1509,5.0098,1.3311,0.2657,0.255,0.3951,-2.6847,1.5492,-10.5264,-6.7947,0.3792,0.8241,0.3257,2.1733,0.8589,0.3952,0.352,0.7029,0.3963,1.997,1.1259,0.5638,0.0017,0.3773,0.8317,0.6652,0.7747,0.7601,0.8429,0.7997,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.2994,0.5986,0.7737,2.6933,-1.102,0.5869,5.9727,2.4439,7.1771,-0.3791,0.6931,3.2827,1.8118,5.3611,-0.2857,2.8369,2.7203,1.6493,5.9274,0.0787,-0.5102,-0.432,-0.1055,0.8467,0.2069,0.2443,0.3166,0.427,0.4691,1.3489,1.4818,1.0985,0.1002,0.1823,0.22,1.8194,2.1956,1.2068,0.7156,1.1852,-2.7885,1.6561,-3.8965,-2.3528,0.2462,0.3073,0.1992,1.2481,0.8089,0.6481,0.3753,0.5024,0.4544,1.3387,1.2108,0.9044,0.0203,4.4179,0.6222,0.3519,0.3477,0.9468,0.8621,0.9104,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.8542,0.4604,0.6785,2.3927,-0.4205,0.7093,0.6098,0.7809,3.1319,-0.4368,0.8223,0.8552,0.9248,3.0385,-0.2751,1.8431,0.4373,0.6613,2.5596,0.1682,1.2042,1.0388,0.4635,0.8626,0.3849,0.4462,0.8689,0.7337,1.0261,0.8444,1.1809,1.3985,0.755,0.5384,1.0529,0.7131,1.3945,1.9557,0.7438,1.0803,-1.3681,1.4523,-1.8393,-1.2665,0.7728,0.7069,0.5474,0.9147,0.7083,0.7743,0.764,0.7875,0.9348,1.0307,1.2236,1.1871,0.0294,2.9557,0.7633,-0.191,0.5517,0.4016,0.8482,0.546,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.8971,2.2525,1.5008,7.7332,-2.1709,-1.5363,5.0194,2.2404,13.0602,-1.8104,0.8654,8.7447,2.9571,15.0027,-0.4664,3.5845,7.082,2.6612,13.7162,0.0385,0.584,-1.0367,-0.2503,-1.7753,-0.4286,0.2414,0.6699,0.5075,0.564,0.7576,0.8419,1.1112,0.4488,0.2576,0.3181,0.574,0.7087,1.2348,0.6293,1.1096,-9.6488,1.7632,-15.3326,-8.6959,0.5248,0.2384,0.171,0.4542,0.3258,0.7172,0.5921,0.5155,0.5638,0.8705,0.9522,1.0938,0.0421,5.5646,0.2518,-0.5885,-0.4264,-0.4137,-0.6379,0.6723,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.2063,4.4089,2.0997,9.3126,-1.0285,-1.1802,4.2308,2.0569,8.4736,-1.1301,-2.1405,19.5211,4.4183,20.4059,-1.4143,5.549,4.7992,2.1907,10.6011,0.1145,1.0221,0.5636,-0.2174,0.5514,-0.2127,-0.3858,1.0208,0.4752,0.9585,0.4655,0.9389,2.0168,1.0421,0.2259,0.9187,0.2167,0.8816,4.0676,1.0503,0.395,-3.4457,0.3761,-3.2807,-8.7236,1.1541,0.5432,0.3835,0.4707,0.3323,0.706,1.099,0.4564,0.8785,0.4153,0.7993,1.9249,0.058,7.9222,0.27,0.0235,0.16,-0.1768,0.1616,-0.5839,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.1602,6.2061,2.4912,10.0922,-0.9256,-1.8337,56.5516,7.5201,28.2995,-2.4431,-0.1054,11.1995,3.3466,12.2836,-0.9669,7.466,21.6153,4.6492,18.3438,0.0979,0.0874,1.5205,-0.0215,17.4059,-0.2456,-0.0141,0.3313,0.7444,0.5358,2.2471,1.6175,0.7198,0.1097,0.5541,0.2871,5.0495,2.6163,0.5181,0.2416,0.8034,-2.4379,3.3254,-10.0913,-3.0346,0.6377,0.8392,0.2578,1.3161,0.4042,0.3071,0.3566,0.8216,0.5502,2.3039,1.5427,0.6696,0.0392,10.3283,0.2235,-0.1076,-0.0868,0.5582,-0.709,-0.1533,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0997,0.0167,0.1291,0.5496,-3.3362,-0.0529,0.0078,0.0883,0.4213,-1.3021,0.0008,0.0043,0.066,0.2789,-0.791,0.1751,0.0109,0.1044,0.4626,0.039,1.8836,-117.7722,-0.5694,-62.5235,-0.3023,0.0048,1.461,1.9568,1.2361,1.3393,0.8461,0.6317,2.1346,3.829,1.528,1.7938,0.7158,0.3991,1.7745,3.4326,-22.5078,1.9344,-12.6842,-6.557,0.6926,0.8139,0.2633,1.1752,0.3802,0.3235,1.3045,1.9705,1.1881,1.5105,0.9108,0.6029,0.0024,0.2603,0.5706,0.0579,-0.8074,0.8332,-0.4543,-0.0529,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.095,0.2768,0.5261,2.0241,-0.8818,0.019,0.9458,0.9725,3.0945,-1.2385,0.0843,0.8866,0.9416,4.1807,-0.5604,1.3677,0.255,0.505,2.2586,0.1819,4.9895,1.1273,0.0695,0.2259,0.0139,0.0616,0.5409,0.5587,1.0418,1.0328,1.9259,1.8647,0.2926,0.3122,1.0854,1.0668,3.7092,3.477,0.554,0.6317,-1.8892,1.1404,-3.4103,-2.9905,0.7781,0.4015,0.3896,0.516,0.5007,0.9705,0.6541,0.4842,0.8962,0.7402,1.3701,1.851,0.0027,1.9604,0.4665,-0.3028,-0.0724,-0.077,-0.1421,0.504,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0976,0.0026,0.0507,0.239,-11.3251,-0.0756,0.0029,0.0543,0.2354,-6.8841,0.0137,0.0022,0.0473,0.214,-0.5763,0.1389,0.0039,0.0623,0.2781,0.0902,1.2915,-7.1477,-0.7027,-5.5345,-0.5441,0.0983,0.9341,1.0718,0.8133,1.1474,0.8706,0.7588,0.8726,1.1488,0.6614,1.3166,0.758,0.5757,1.0684,2.8072,-7.9675,2.6276,-7.4576,-2.8382,0.6494,0.1429,0.0634,0.22,0.0977,0.4441,1.0152,1.117,0.8595,1.1002,0.8466,0.7694,0.0026,0.2169,0.6827,-0.1201,-0.9403,0.5593,-0.8034,-0.0757,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
