@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
-0.9982,9.7909,3.129,15.7779,-3.6392,-0.8122,4.5331,2.1291,9.3335,-0.8605,0.0722,3.8904,1.9724,9.7802,-0.8539,3.4552,7.9375,2.8174,12.9959,0.0241,1.229,-13.8186,-0.2889,-11.2437,-0.2351,0.0209,1.4697,1.5864,1.1106,1.0794,0.7557,0.7001,2.1599,2.5167,1.2335,1.1652,0.5711,0.4901,2.8672,2.7476,-38.6428,0.9583,-13.4776,-14.0641,0.6779,0.6447,0.2554,0.9509,0.3767,0.3962,1.6905,1.6133,1.2141,0.9543,0.7182,0.7526,0.0034,5.1951,0.5036,-0.3676,-0.8415,-0.2032,-0.4025,0.423,?,?,?,?,?,PANTALONI
0.9843,5.1203,2.2628,11.8344,-0.7841,-1.6482,7.1107,2.6666,14.9263,-3.7347,-0.7704,3.7813,1.9446,11.8636,-1.6421,3.4356,8.4879,2.9134,13.8658,0.0029,-0.5972,-1.2776,0.2865,2.1394,-0.4797,-0.2242,0.8486,1.1637,0.7767,1.3713,0.9153,0.6675,0.7201,1.3541,0.6032,1.8805,0.8377,0.4455,0.4418,0.7054,-127.6218,1.5968,-288.891,-180.9176,2.1041,1.4772,0.477,0.7021,0.2267,0.3229,0.7929,0.9975,0.8535,1.2582,1.0765,0.8556,0.0055,5.2231,-0.1265,-0.3085,0.2597,0.4764,-0.8193,-0.5537,?,?,?,?,?,PANTALONI
-0.7365,5.0078,2.2378,17.4771,-1.2606,-1.0925,3.173,1.7813,8.3992,-1.4433,-0.115,2.9501,1.7176,13.0102,-0.9989,2.9527,4.1617,2.04,10.3604,0.0046,0.6742,6.406,-0.2494,9.5022,-0.37,-0.0389,1.2563,1.3029,1.0969,1.0371,0.8732,0.8419,1.5782,1.6975,1.2033,1.0756,0.7624,0.7089,1.9643,1.499,-205.1857,0.7631,-104.458,-136.8824,2.249,1.1879,0.7428,0.5282,0.3303,0.6254,2.0808,1.3433,1.6869,0.6456,0.8107,1.2558,0.0035,4.4607,0.2018,0.302,-0.3277,0.021,-0.4824,-0.2024,?,?,?,?,?,PANTALONI
-1.3319,2.7061,1.645,4.9808,-16.0268,-0.7457,1.2535,1.1196,4.4284,-3.8605,-0.8906,1.3446,1.1596,4.4824,-8.0325,2.096,4.0342,2.0085,5.8275,0.0162,1.7861,1.4955,-0.6355,0.8373,-0.3558,-0.4249,1.4693,1.4187,0.819,0.9655,0.5574,0.5773,2.1588,2.0126,0.6708,0.9323,0.3107,0.3333,1.3329,1.1761,-48.7835,0.8824,-36.5989,-41.4773,0.3211,0.5895,0.0494,1.836,0.1538,0.0838,1.1247,1.1112,0.8547,0.988,0.7599,0.7692,0.0102,3.3063,0.682,0.6879,-0.9302,0.82,-0.8638,-0.8706,?,?,?,?,?,PANTALONI
-0.6824,1.9606,1.4002,5.9997,-18.1093,-0.7564,1.9191,1.3853,5.5336,-18.1523,-0.086,1.558,1.2482,5.8922,-1.1249,1.6696,3.6955,1.9224,6.9892,0.0044,0.9022,7.9371,-0.4087,8.7975,-0.453,-0.0515,1.0107,1.1218,0.7284,1.1098,0.7206,0.6493,1.0216,1.2583,0.5305,1.2318,0.5193,0.4216,1.0841,1.8228,-184.2319,1.6814,-169.939,-101.0704,1.0867,0.1132,0.0447,0.1042,0.0412,0.395,1.0842,1.0182,0.8584,0.9391,0.7917,0.8431,0.0051,2.4412,0.8469,-0.1437,-0.8861,-0.0774,-0.8942,0.0017,?,?,?,?,?,PANTALONI
-0.4616,2.6098,1.6155,9.8176,-4.8435,-0.6342,2.109,1.4522,6.6736,-15.3378,-0.2161,2.8492,1.688,8.4148,-1.0983,1.6644,5.46,2.3367,10.3744,0.003,0.7279,2.1362,-0.2774,2.9349,-0.3811,-0.1298,1.1124,0.9571,0.6914,0.8604,0.6215,0.7224,1.2374,0.916,0.478,0.7402,0.3863,0.5218,1.2989,1.8475,-264.636,1.4224,-203.7463,-143.2393,4.113,0.4189,0.1615,0.1019,0.0393,0.3854,1.4711,1.1667,0.9463,0.7931,0.6433,0.8111,0.0041,2.4588,0.8427,-0.5439,-0.7743,-0.269,-0.9238,0.1297,?,?,?,?,?,PANTALONI
-1.0029,8.7746,2.9622,16.492,-1.2497,-1.0598,10.7127,3.273,15.2258,-1.068,-0.9024,7.1383,2.6718,20.0044,-0.6497,4.9618,4.9492,2.2247,14.6093,0.0387,0.9462,1.1113,-0.2021,1.1744,-0.2136,-0.1819,0.905,1.1087,1.3315,1.225,1.4712,1.201,0.8191,1.2292,1.7729,1.5007,2.1645,1.4423,1.1651,1.1629,-15.5567,0.9981,-13.3525,-13.378,0.9957,0.6045,0.4823,0.6072,0.4844,0.7979,1.0832,0.8244,1.1289,0.7611,1.0422,1.3693,0.0044,7.6598,0.2832,0.1187,-0.577,0.0625,-0.2008,-0.0353,?,?,?,?,?,PANTALONI
1.1634,6.579,2.565,18.0174,-0.3681,-0.2208,3.8043,1.9505,11.6681,-1.219,-0.4875,1.6081,1.2681,8.5111,-1.3283,2.7424,6.1104,2.4719,13.2692,0.0016,-5.2699,-2.3862,0.4242,0.4528,-0.0805,-0.1778,1.315,2.0227,1.0376,1.5381,0.7891,0.513,1.7293,4.0912,1.0767,2.3657,0.6226,0.2632,0.7563,0.9985,-225.7984,1.3201,-298.5411,-226.147,2.5045,3.6026,0.9909,1.4384,0.3956,0.275,1.5442,2.1169,1.3578,1.3709,0.8793,0.6414,0.0034,3.9924,0.3429,-0.2634,0.6735,-0.0504,-0.0388,-0.2942,?,?,?,?,?,PANTALONI
0.0129,0.1746,0.4179,2.4078,-1.015,-0.0074,0.1582,0.3977,2.0754,-0.7723,0.0362,0.0673,0.2594,1.6052,-0.5871,0.5004,0.1512,0.3888,1.6359,0.0137,-1.7486,0.3567,0.0258,-0.204,-0.0148,0.0724,1.0507,1.6108,1.0747,1.5332,1.0228,0.6671,1.1039,2.5948,1.1549,2.3506,1.0462,0.4451,1.3411,2.0424,-53.2798,1.523,-39.7296,-26.0868,1.0204,1.1814,0.7204,1.1578,0.706,0.6098,1.1601,1.4999,1.4718,1.2929,1.2687,0.9813,0.0001,0.7636,-0.5543,-0.5879,-0.2584,0.5887,0.1679,0.4019,?,?,?,?,?,PANTALONI
0.0762,0.3587,0.5989,3.0958,-0.7436,-0.0768,0.2206,0.4696,2.4471,-1.6125,-0.0204,0.0579,0.2405,1.3136,-0.5987,0.6078,0.2798,0.529,2.2979,0.0167,-0.9929,-3.7299,0.1254,3.7565,-0.1263,-0.0336,1.2753,2.4899,1.1322,1.9523,0.8878,0.4547,1.6265,6.1995,1.2819,3.8116,0.7881,0.2068,0.8741,2.6838,-33.8112,3.0704,-38.6818,-12.5984,1.8955,2.1609,0.7598,1.14,0.4008,0.3516,1.2651,2.3567,1.3473,1.8629,1.065,0.5717,0.0003,0.8989,-0.8626,-0.1845,0.4672,0.3773,-0.5078,-0.0232,?,?,?,?,?,PANTALONI
1.043,6.2297,2.4959,15.9193,-1.0027,0.0435,3.1324,1.7699,8.4241,-1.0012,-0.9449,5.1402,2.2672,19.4608,-0.4972,3.47,4.4438,2.108,15.0456,0.0168,23.9676,-1.1038,0.3006,-0.0461,0.0125,-0.2723,1.4102,1.1009,1.184,0.7806,0.8396,1.0755,1.9888,1.212,1.4019,0.6094,0.7049,1.1567,1.8912,1.2334,-31.0588,0.6521,-16.4226,-25.1824,1.8882,0.6115,0.5195,0.3239,0.2751,0.8494,1.8897,0.818,1.0581,0.4329,0.5599,1.2935,0.0037,5.1373,0.2082,0.0829,0.3653,-0.2522,0.1231,-0.1795,?,?,?,?,?,PANTALONI
-1.0427,3.9504,1.9876,10.3631,-3.1866,-1.2209,7.1845,2.6804,11.1721,-2.2439,0.119,5.3716,2.3177,14.4066,-0.8681,3.0564,9.7569,3.1236,13.1228,0.0056,0.8541,-8.7589,-0.3411,-10.2558,-0.3994,0.0389,0.7415,0.8576,0.6363,1.1565,0.8581,0.742,0.5498,0.7354,0.4049,1.3375,0.7364,0.5505,1.0207,1.1782,-106.1115,1.1544,-103.9626,-90.0599,0.7187,0.321,0.1876,0.4466,0.261,0.5844,0.9276,0.7193,0.7897,0.7755,0.8513,1.0978,0.0042,4.7511,0.8632,-0.5185,-0.7197,-0.4257,-0.8141,0.4372,?,?,?,?,?,PANTALONI
-1.0283,4.0855,2.0213,8.9496,-2.6644,-1.4254,9.9317,3.1515,15.7942,-1.572,0.322,4.0149,2.0037,11.4106,-0.6502,3.3265,10.1592,3.1873,12.9819,0.0028,0.7215,-3.1938,-0.3091,-4.4269,-0.4285,0.0968,0.6414,1.0088,0.6342,1.5728,0.9887,0.6287,0.4114,1.0176,0.4022,2.4737,0.9776,0.3952,0.6741,1.4474,-179.9465,2.1471,-266.9434,-124.3278,0.3977,0.3532,0.1876,0.8881,0.4717,0.5312,0.5666,0.7843,0.6894,1.3842,1.2166,0.879,0.0047,5.183,0.8626,-0.5401,-0.7916,-0.5336,-0.7811,0.6262,?,?,?,?,?,PANTALONI
-0.8614,3.9667,1.9917,10.3105,-2.9863,-1.5835,8.2815,2.8778,13.1551,-2.7664,0.1117,5.6378,2.3744,16.3123,-0.4943,3.3277,10.0742,3.174,15.0492,0.0039,0.544,-7.7091,-0.2588,-14.172,-0.4759,0.0336,0.6921,0.8388,0.6275,1.212,0.9067,0.7481,0.479,0.7036,0.3937,1.4689,0.822,0.5596,0.7994,1.4314,-130.3783,1.7906,-163.0978,-91.0858,0.7405,0.2369,0.1712,0.32,0.2312,0.7225,0.7838,0.6321,0.6851,0.8064,0.8741,1.0839,0.0047,4.9678,0.7178,-0.4922,-0.7324,-0.1816,-0.779,0.438,?,?,?,?,?,PANTALONI
-0.8977,10.1793,3.1905,32.1138,-0.5529,-1.6575,5.7974,2.4078,12.4776,-2.5056,0.2672,5.8555,2.4198,28.3974,-0.2288,3.8383,10.7239,3.2747,30.9964,0.0055,0.5416,-3.3598,-0.2339,-6.2033,-0.4318,0.0696,1.3251,1.3185,0.9743,0.995,0.7353,0.7389,1.7559,1.7384,0.9492,0.9901,0.5406,0.546,1.282,2.1626,-66.3373,1.6868,-51.7436,-30.675,5.8101,0.8948,0.6635,0.154,0.1142,0.7415,2.5737,1.1309,1.036,0.4394,0.4025,0.9162,0.005,5.7932,0.329,0.3291,-0.2261,-0.1448,-0.4332,0.4777,?,?,?,?,?,PANTALONI
0.6709,7.5534,2.7483,20.507,-0.4115,0.6494,6.6606,2.5808,12.3156,-0.4298,-0.9206,10.2567,3.2026,32.9147,-0.5685,4.1773,8.7404,2.9564,24.1424,0.007,1.0331,-0.7288,0.1606,-0.7055,0.1555,-0.2204,1.0649,0.8582,0.9296,0.8058,0.873,1.0833,1.134,0.7364,0.8642,0.6494,0.762,1.1735,1.6149,0.5011,-35.0915,0.3103,-21.7293,-70.0269,1.6867,0.6923,0.5976,0.4105,0.3543,0.8631,1.6651,0.623,0.8494,0.3742,0.5101,1.3634,0.0035,6.2478,0.0901,0.4598,0.5171,-0.1437,0.3839,0.1913,?,?,?,?,?,PANTALONI
1.0439,5.5584,2.3576,11.9278,-0.4964,0.235,5.5964,2.3657,12.3684,-0.6373,-0.255,2.6922,1.6408,11.6168,-0.8379,3.1629,5.0531,2.2479,10.6331,0.0048,4.4422,-4.0938,0.33,-0.9216,0.0743,-0.0806,0.9966,1.4369,1.0488,1.4418,1.0524,0.7299,0.9932,2.0646,1.1,2.0787,1.1075,0.5328,0.8218,0.7471,-77.7709,0.909,-94.6299,-104.1002,1.0552,1.2611,0.7461,1.1951,0.707,0.5916,0.9644,1.0268,1.1218,1.0647,1.1632,1.0925,0.0028,4.7857,0.4952,0.3567,0.5725,0.0187,0.314,0.038,?,?,?,?,?,PANTALONI
0.0257,0.0183,0.1351,0.6981,-0.9241,-0.0478,0.0105,0.1026,0.5751,-1.0941,0.0416,0.0129,0.1137,0.6863,-0.6273,0.1906,0.0101,0.1004,0.5019,0.037,-0.5362,0.6165,0.1346,-1.1496,-0.2511,0.2184,1.3163,1.1883,1.3451,0.9027,1.0219,1.132,1.7327,1.412,1.8094,0.8149,1.0443,1.2815,1.1158,1.2674,-17.3829,1.1359,-15.5789,-13.7152,1.3211,0.8604,0.6962,0.6512,0.527,0.8092,1.2138,1.0173,1.3911,0.8381,1.146,1.3675,0.0002,0.2897,-0.2119,-0.1861,0.1249,-0.2933,-0.3291,0.3572,?,?,?,?,?,PANTALONI
-0.1319,0.0589,0.2427,1.1644,-2.1872,0.1881,0.0947,0.3077,1.4365,-0.3481,0.0349,0.019,0.1379,0.9649,-0.8511,0.3971,0.0689,0.2624,1.0923,0.0199,-0.7013,-3.7847,-0.3322,5.3968,0.4737,0.0878,0.7886,1.76,0.9246,2.2317,1.1724,0.5254,0.6219,3.0976,0.8549,4.9804,1.3746,0.276,2.1544,1.8012,-35.9872,0.8361,-16.7041,-19.9793,0.3428,0.7009,0.3278,2.0444,0.9562,0.4677,0.8106,1.2068,1.0661,1.4888,1.3152,0.8834,0.0006,0.5977,-0.6389,-0.0566,-0.738,-0.0883,0.8567,0.0177,?,?,?,?,?,PANTALONI
0.0615,0.0721,0.2686,2.1089,-0.9433,-0.1218,0.0338,0.1839,1.0691,-3.2715,0.0159,0.0231,0.1519,1.1117,-1.013,0.3159,0.0481,0.2194,1.0802,0.0208,-0.5045,3.8776,0.1945,-7.6868,-0.3857,0.0502,1.4602,1.768,1.2244,1.2108,0.8385,0.6925,2.1323,3.1259,1.4991,1.466,0.7031,0.4796,1.2503,1.8299,-44.5126,1.4636,-35.6023,-24.3246,4.3361,1.9651,0.9837,0.4532,0.2269,0.5006,1.9727,1.8971,1.9523,0.9617,0.9897,1.0291,0.0004,0.4553,-0.2458,-0.0539,0.375,-0.5063,-0.5742,0.0686,?,?,?,?,?,PANTALONI
0.2351,3.598,1.8968,15.9484,-0.7688,0.4761,3.6983,1.9231,11.9532,-0.4914,-0.7599,4.6718,2.1614,13.9959,-1.0376,2.7794,5.1027,2.2589,9.7149,0.0082,0.4939,-0.3094,0.0846,-0.6265,0.1713,-0.2734,0.9863,0.8776,0.8397,0.8897,0.8513,0.9568,0.9729,0.7702,0.7051,0.7916,0.7248,0.9156,1.7601,0.9726,-86.6554,0.5526,-49.2324,-89.0978,1.125,1.3127,0.9205,1.1669,0.8183,0.7013,1.3342,1.1395,1.6416,0.854,1.2304,1.4407,0.0024,4.1643,0.0754,0.1507,-0.0768,-0.112,0.3858,-0.4265,?,?,?,?,?,GIACCA
0.2142,2.9899,1.7291,11.6607,-0.968,0.1645,3.1001,1.7607,9.4567,-0.6453,-0.5281,4.7695,2.1839,14.5983,-2.4967,2.2443,6.1747,2.4849,11.3456,0.0018,1.3025,-0.4056,0.0955,-0.3114,0.0733,-0.2353,0.9821,0.7918,0.6959,0.8062,0.7086,0.8789,0.9645,0.6269,0.4842,0.65,0.5021,0.7724,1.5463,0.5502,-283.8727,0.3558,-183.5766,-515.902,1.0309,1.4193,0.5213,1.3767,0.5057,0.3673,1.2331,0.7988,1.0278,0.6478,0.8335,1.2867,0.0015,3.3294,0.1633,0.4191,-0.0639,-0.375,0.3433,-0.6862,?,?,?,?,?,GIACCA
0.3449,3.1118,1.764,13.1207,-1.8932,0.5605,3.3572,1.8323,10.2418,-0.4995,-0.8065,6.0744,2.4646,18.1479,-2.157,2.6688,6.5044,2.5504,13.4476,0.0044,0.6154,-0.4277,0.1292,-0.695,0.21,-0.3022,0.9628,0.7157,0.6917,0.7434,0.7184,0.9664,0.9269,0.5123,0.4784,0.5527,0.5161,0.9339,2.5166,0.6924,-143.8345,0.2752,-57.1553,-207.7222,0.664,0.7889,0.3357,1.1881,0.5057,0.4256,1.2811,0.723,0.9757,0.5644,0.7616,1.3495,0.0027,3.8762,0.2133,0.0677,0.0545,-0.1264,0.4925,-0.508,?,?,?,?,?,GIACCA
0.2351,3.598,1.8968,15.9484,-0.7688,0.4761,3.6983,1.9231,11.9532,-0.4914,-0.7599,4.6718,2.1614,13.9959,-1.0376,2.7794,5.1027,2.2589,9.7149,0.0082,0.4939,-0.3094,0.0846,-0.6265,0.1713,-0.2734,0.9863,0.8776,0.8397,0.8897,0.8513,0.9568,0.9729,0.7702,0.7051,0.7916,0.7248,0.9156,1.7601,0.9726,-86.6554,0.5526,-49.2324,-89.0978,1.125,1.3127,0.9205,1.1669,0.8183,0.7013,1.3342,1.1395,1.6416,0.854,1.2304,1.4407,0.0024,4.1643,0.0754,0.1507,-0.0768,-0.112,0.3858,-0.4265,?,?,?,?,?,GIACCA
0.2142,2.9899,1.7291,11.6607,-0.968,0.1645,3.1001,1.7607,9.4567,-0.6453,-0.5281,4.7695,2.1839,14.5983,-2.4967,2.2443,6.1747,2.4849,11.3456,0.0018,1.3025,-0.4056,0.0955,-0.3114,0.0733,-0.2353,0.9821,0.7918,0.6959,0.8062,0.7086,0.8789,0.9645,0.6269,0.4842,0.65,0.5021,0.7724,1.5463,0.5502,-283.8727,0.3558,-183.5766,-515.902,1.0309,1.4193,0.5213,1.3767,0.5057,0.3673,1.2331,0.7988,1.0278,0.6478,0.8335,1.2867,0.0015,3.3294,0.1633,0.4191,-0.0639,-0.375,0.3433,-0.6862,?,?,?,?,?,GIACCA
0.3449,3.1118,1.764,13.1207,-1.8932,0.5605,3.3572,1.8323,10.2418,-0.4995,-0.8065,6.0744,2.4646,18.1479,-2.157,2.6688,6.5044,2.5504,13.4476,0.0044,0.6154,-0.4277,0.1292,-0.695,0.21,-0.3022,0.9628,0.7157,0.6917,0.7434,0.7184,0.9664,0.9269,0.5123,0.4784,0.5527,0.5161,0.9339,2.5166,0.6924,-143.8345,0.2752,-57.1553,-207.7222,0.664,0.7889,0.3357,1.1881,0.5057,0.4256,1.2811,0.723,0.9757,0.5644,0.7616,1.3495,0.0027,3.8762,0.2133,0.0677,0.0545,-0.1264,0.4925,-0.508,?,?,?,?,?,GIACCA
-0.582,2.5057,1.5829,8.2702,-0.816,0.2439,5.3521,2.3135,19.0002,-0.2821,-0.4195,2.7182,1.6487,12.9508,-1.114,2.79,3.3662,1.8347,15.4938,0.016,-2.3864,1.3874,-0.2086,-0.5814,0.0874,-0.1504,0.6842,0.9601,0.8628,1.4032,1.2609,0.8986,0.4682,0.9218,0.7444,1.969,1.59,0.8075,0.8889,0.5445,-14.7153,0.6126,-16.5546,-27.0253,0.3073,0.7434,0.2892,2.4191,0.9412,0.3891,0.4353,0.6386,0.5338,1.4671,1.2263,0.8359,0.002,4.1431,0.7082,0.0216,0.0735,-0.081,0.4679,-0.1135,?,?,?,?,?,GIACCA
-0.6519,4.8959,2.2127,12.3115,-1.4127,-0.035,2.3926,1.5468,8.2927,-0.9517,-0.2498,1.2306,1.1093,11.2392,-1.3527,2.3297,3.5804,1.8922,7.4541,0.0065,18.6286,2.6099,-0.2798,0.1401,-0.015,-0.1072,1.4305,1.9946,1.1694,1.3944,0.8175,0.5863,2.0463,3.9785,1.3674,1.9442,0.6682,0.3437,1.7827,1.1155,-148.2013,0.6258,-83.1349,-132.8514,1.201,1.0682,0.6801,0.8894,0.5663,0.6367,1.4846,1.0954,1.6517,0.7378,1.1125,1.5078,0.0019,3.3402,0.3806,0.159,-0.4704,0.0327,-0.0413,-0.2057,?,?,?,?,?,GIACCA
0.0326,0.0228,0.151,0.8891,-1.0968,-0.0524,0.0076,0.0872,0.5031,-1.9475,0.0111,0.0257,0.1603,1.1013,-0.4406,0.2055,0.0178,0.1333,0.8884,0.0123,-0.622,2.9225,0.1585,-4.6982,-0.2548,0.0542,1.7306,0.942,1.1323,0.5443,0.6543,1.2021,2.995,0.8873,1.2822,0.2963,0.4281,1.445,1.399,1.3808,-42.1902,0.9869,-30.1566,-30.5556,2.4841,0.5547,0.4714,0.2233,0.1898,0.85,1.7672,0.8073,1.0008,0.4568,0.5663,1.2397,0.0002,0.3135,-0.0726,-0.5339,-0.0343,-0.4598,-0.4459,0.4467,?,?,?,?,?,GIACCA
0.0502,0.0152,0.1233,0.7588,-0.878,-0.0682,0.0112,0.106,0.6617,-2.1544,0.0054,0.0123,0.111,0.7736,-1.9107,0.1871,0.011,0.1047,0.5986,0.0155,-0.7359,9.3237,0.2684,-12.6692,-0.3647,0.0288,1.1636,1.1108,1.1779,0.9546,1.0123,1.0604,1.354,1.2338,1.3875,0.9112,1.0247,1.1245,0.785,0.6986,-37.5436,0.8899,-47.8287,-53.7433,1.9261,1.5202,0.6645,0.7893,0.345,0.4371,1.1467,0.9809,1.2676,0.8554,1.1055,1.2924,0.0002,0.2795,-0.0996,-0.297,0.3332,-0.1703,-0.4045,-0.1804,?,?,?,?,?,GIACCA
1.2389,6.5077,2.551,12.6156,-0.2167,-1.8458,15.7992,3.9748,17.4926,-4.0875,-0.2726,1.6946,1.3018,9.4555,-1.8267,3.4406,17.1799,4.1449,14.2808,0.0083,-0.6712,-4.5445,0.3601,6.7709,-0.5365,-0.0792,0.6418,1.9597,0.6155,3.0534,0.959,0.3141,0.4119,3.8403,0.3788,9.3233,0.9196,0.0986,0.1599,0.3678,-18.744,2.3,-117.2302,-50.9688,3.0155,3.0996,0.72,1.0279,0.2388,0.2323,0.7212,1.3342,0.8834,1.85,1.2249,0.6621,0.0059,4.9543,-0.4709,-0.2719,0.759,-0.0676,-0.8769,-0.0843,?,?,?,?,?,GIACCA
1.4009,12.2171,3.4953,19.9215,-0.4803,-1.2734,10.8764,3.2979,17.0207,-4.0143,-0.7674,4.1089,2.0271,12.3657,-3.6889,3.0645,21.9841,4.6887,18.4824,0.0019,-1.1001,-1.8255,0.4571,1.6594,-0.4155,-0.2504,1.0598,1.7243,0.7455,1.627,0.7034,0.4323,1.1233,2.9733,0.5557,2.647,0.4947,0.1869,0.4744,0.6645,-179.7579,1.4007,-378.9256,-270.5328,3.9646,5.1028,0.7267,1.2871,0.1833,0.1424,1.1704,1.611,1.0779,1.3764,0.9209,0.6691,0.0054,4.7621,-0.7434,-0.5604,0.9039,0.5177,-0.8846,-0.6446,?,?,?,?,?,GIACCA
