@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-1.9777,21.2451,4.6092,26.7702,-1.3254,-1.0573,14.6381,3.826,27.4893,-0.862,-0.3143,21.2689,4.6118,30.2838,-0.6269,6.5028,19.9932,4.4714,20.8613,0.0241,1.8706,6.2925,-0.3041,3.3638,-0.1626,-0.0483,1.2047,0.9994,1.0308,0.8296,0.8557,1.0314,1.4514,0.9989,1.0626,0.6882,0.7322,1.0638,1.199,1.3075,-29.6725,1.0905,-24.7482,-22.6942,0.7798,0.6185,0.5386,0.7931,0.6907,0.8708,0.9738,0.884,1.2832,0.9077,1.3177,1.4517,0.0151,9.8642,-0.0569,-0.2749,-0.4626,0.2855,-0.1098,0.2554,6.4346,21.427,4.6289,17.6972,-0.8048,-4.8242,7.688,2.7727,9.783,-500.49,-0.3209,2.2724,1.5075,6.0941,-1.4045,-1.3338,-20.0515,15.0331,1.6695,3.0707,1.8393,2.7871,9.4292,3.3832,0.8083,2.2169,2.7428,502.6611,3.8689,0.0077,1.809,2.904,1.6053,0.0537,13.7311,0.6222,-0.349,-0.1495,1100,0,0,0,1,DESTRA_PANTALONI
-2.1196,27.2604,5.2211,24.734,-1.4017,-1.1882,14.2482,3.7747,19.0408,-2.6936,0.2472,13.7163,3.7036,21.0673,-1.2987,6.88,13.8559,3.7224,16.3435,0.0424,1.7839,-8.5758,-0.3081,-4.8074,-0.1727,0.0359,1.3832,1.4098,1.4026,1.0192,1.0141,0.9949,1.9132,1.9874,1.9674,1.0388,1.0283,0.9899,1.0396,1.2128,-19.9547,1.1666,-19.1946,-16.4531,1.9977,1.1237,0.6034,0.5625,0.3021,0.537,1.299,1.174,1.5134,0.9038,1.165,1.289,0.0166,10.3047,0.1731,-0.2533,-0.3098,0.0478,-0.499,0.0863,2.9234,40.166,6.3377,16.5201,-0.6866,-5.5954,13.0943,3.6186,10.0979,-22.6978,0.6955,2.5548,1.5984,6.4671,-0.4965,-0.5225,4.2031,-8.0446,1.7514,3.9651,2.264,3.0674,15.7221,5.1255,0.6954,3.1346,4.5079,22.9864,2.2665,0.0986,1.636,2.5545,1.5614,0.0432,13.2889,0.7488,-0.2092,-0.4578,1100,0,0,0,1,DESTRA_PANTALONI
-0.0541,0.3485,0.5904,2.8065,-1.5252,-0.044,0.3482,0.5901,2.7696,-1.0355,0.0667,0.1901,0.436,2.1925,-1.5184,0.8353,0.1984,0.4454,2.1659,0.0519,1.2281,-0.8105,-0.0647,-0.6599,-0.0527,0.0799,1.0005,1.3539,1.3254,1.3532,1.3247,0.9789,1.0011,1.8331,1.7566,1.8312,1.7548,0.9583,1.2031,1.2823,-14.3104,1.0659,-11.895,-11.16,0.8168,1.2766,0.4865,1.5629,0.5956,0.3811,1.0133,1.28,1.2958,1.2632,1.2787,1.0123,0.0006,1.2725,-0.6977,-0.0261,-0.2486,0.3337,0.1399,-0.0786,-6.924,0.0512,0.2263,7.3761,?,6.7102,0.0534,0.2312,0.8377,0.8819,1.7717,0.0233,0.1525,0.4545,0.7695,-1.0319,-3.9082,3.7875,0.9792,1.4839,1.5154,0.9588,2.2019,2.2964,-1.1793,-4.8615,4.1224,0,0,3.5971,8.8056,16.2306,1.8432,0.0649,15.4058,0.987,0.1581,0.0008,1100,0,0,0,1,DESTRA_PANTALONI
0.2273,1.2268,1.1076,4.1699,-0.5917,0.5395,3.3979,1.8433,7.5972,-0.5371,-0.0138,1.1824,1.0874,5.4326,-0.9462,2.2098,1.2668,1.1255,5.2028,0.0206,0.4213,-16.4456,0.1029,-39.0313,0.2441,-0.0063,0.6009,1.0186,0.9841,1.6952,1.6378,0.9661,0.361,1.0376,0.9684,2.8738,2.6824,0.9334,0.5839,0.5869,-14.1335,1.005,-24.204,-24.0828,0.53,0.9385,0.4931,1.7707,0.9304,0.5254,0.5489,0.7676,0.8015,1.3984,1.4602,1.0442,0.0039,3.2364,-0.3212,0.1487,0.3801,-0.1537,0.509,0.0308,6.9956,0.8167,0.9037,3.2387,0.6471,-6.1828,1.3144,1.1465,7.4067,?,2.6109,0.1183,0.3439,1.4845,0.5415,-1.1315,2.6794,-2.3681,0.7882,2.6278,3.3338,0.6213,6.9054,11.1143,-0.8016,3.3865,-4.2245,0,2.8341,0,0.4373,2.1817,4.9895,0.0642,15.7893,0.9921,-0.618,-0.5923,1100,0,0,0,1,DESTRA_PANTALONI
1.3303,2.902,1.7035,6.7878,-0.2105,-0.817,0.9498,0.9746,4.5933,-3.7756,-0.6609,2.6085,1.6151,7.1714,-1.7063,2.5549,2.8067,1.6753,6.1322,0.0334,-1.6283,-2.0127,0.5207,1.2361,-0.3198,-0.2587,1.7479,1.0548,1.0168,0.6034,0.5817,0.964,3.0553,1.1125,1.0339,0.3641,0.3384,0.9294,0.3251,0.2611,-5.5633,0.8031,-17.1151,-21.3101,5.83,2.1161,0.8838,0.363,0.1516,0.4177,1.4778,0.9465,1.1069,0.6405,0.749,1.1695,0.0112,3.8995,-0.5622,-0.1098,0.9081,-0.0336,-0.6199,-0.2473,3.5468,10.4365,3.2306,8.3372,0.1102,2.4879,2.7058,1.6449,5.1644,-0.2086,7.7583,4.1323,2.0328,6.4133,0.3099,1.4256,0.4572,0.3207,1.9639,1.5892,0.8092,3.8571,2.5256,0.6548,-1.1589,0.3587,-0.3095,2.1928,1.0083,0.4598,1.6144,1.3,0.8053,0.0588,14.0391,-0.9272,-0.9727,0.9239,1100,0,0,0,1,DESTRA_PANTALONI
1.774,23.9473,4.8936,23.1221,-0.5643,-1.5605,13.4683,3.6699,14.07,-3.6039,-0.6497,4.5468,2.1323,9.4529,-1.0466,5.6257,16.3182,4.0396,15.3978,0.0276,-1.1368,-2.7306,0.3153,2.4021,-0.2774,-0.1155,1.3334,2.295,1.2114,1.7211,0.9085,0.5279,1.7781,5.2669,1.4675,2.9622,0.8254,0.2786,0.7573,1.7255,-19.0903,2.2783,-25.2069,-11.0638,4.8364,3.2002,0.9334,0.6617,0.193,0.2917,1.6434,2.446,1.5016,1.4884,0.9138,0.6139,0.0166,8.1775,-0.3736,0.0483,0.6629,0.0422,-0.6169,-0.0654,1.3611,8.6894,2.9478,9.8844,-0.0776,4.4202,4.2413,2.0595,8.5012,-0.5059,7.7355,2.0106,1.4179,5.9521,0.3196,0.3079,0.176,0.5714,1.4313,2.0789,1.4524,2.0487,4.3219,2.1095,0.2491,-0.2545,-1.0217,1.6249,1.0487,0.6454,1.1627,1.6607,1.4283,0.0609,14.0466,-0.9594,-0.8931,0.9329,1100,0,0,0,1,DESTRA_PANTALONI
-1.2196,9.8701,3.1417,19.4052,-0.8329,-1.0684,8.0825,2.843,14.9453,-3.1588,0.452,12.5935,3.5487,22.4544,-0.6578,5.0801,7.5721,2.7517,14.9965,0.0453,1.1416,-2.6986,-0.2401,-2.3639,-0.2103,0.089,1.1051,0.8853,1.1417,0.8011,1.0332,1.2896,1.2212,0.7837,1.3035,0.6418,1.0674,1.6631,0.7768,0.9897,-12.3836,1.274,-15.9419,-12.5129,2.9461,0.7817,0.674,0.2653,0.2288,0.8622,1.2984,0.8642,1.294,0.6656,0.9966,1.4973,0.0115,7.6925,-0.0535,-0.0955,-0.0127,-0.0052,-0.5709,-0.0295,5.7333,4.8933,2.2121,8.0855,0.1475,-7.0629,4.5634,2.1362,9.5659,?,-0.6613,3.7598,1.939,5.6611,-1.6543,-0.8118,-8.6696,10.6801,1.0355,1.1408,1.1017,1.0723,1.3015,1.2137,-0.1463,-0.3966,2.7112,0,4.4472,0,0.8452,1.4283,1.6898,0.0625,14.5432,0.9618,0.4872,0.4271,?,?,?,?,?,DESTRA_PANTALONI
1.2726,9.2087,3.0346,14.4984,-0.9918,-2.0904,21.884,4.678,16.5901,-2.3,0.6361,14.5,3.8079,15.7304,-0.6794,6.0666,15.1835,3.8966,15.0629,0.0477,-0.6088,2.0006,0.2098,-3.2862,-0.3446,0.1049,0.6487,0.7969,0.7788,1.2285,1.2005,0.9772,0.4208,0.6351,0.6065,1.5092,1.4413,0.955,0.6243,1.1344,-9.5771,1.8169,-15.3393,-8.4425,1.4479,0.7772,0.4602,0.5367,0.3179,0.5922,0.8739,0.9217,0.9625,1.0547,1.1014,1.0443,0.0173,9.3081,-0.5594,0.4061,0.6082,-0.3057,-0.7957,0.5084,1.6809,9.3182,3.0526,10.931,-0.379,2.1146,30.6227,5.5338,14.7147,-1.2422,6.886,1.5077,1.2279,3.738,0.555,0.7949,0.2441,0.3071,0.5516,2.486,4.5067,0.3043,6.1804,20.3108,0.3686,-0.6446,-1.7489,1.2078,0.9437,0.7814,0.7429,2.9243,3.9365,0.0507,14.7162,-0.2032,-0.5747,0.8731,1100,0,0,0,1,DESTRA_PANTALONI
1.5868,7.4494,2.7294,9.1097,-0.1523,-2.7861,16.7648,4.0945,14.7211,-15.5349,-0.9248,3.711,1.9264,9.6204,-1.4088,4.4938,18.8669,4.3436,15.801,0.0116,-0.5695,-1.7157,0.3531,3.0126,-0.62,-0.2058,0.6666,1.4168,0.6284,2.1255,0.9426,0.4435,0.4443,2.0074,0.3948,4.5176,0.8886,0.1967,0.0871,0.2141,-6.4685,2.4582,-74.2846,-30.2194,8.8794,1.9794,0.4945,0.2229,0.0557,0.2498,0.6188,0.9469,0.5765,1.5302,0.9317,0.6088,0.0222,6.9097,-0.9554,-0.3034,0.9636,0.3004,-0.9829,-0.3303,1.6205,9.2752,3.0455,9.0348,-0.052,2.5147,23.8051,4.879,15.1019,-1.4703,6.6698,9.6992,3.1144,10.4282,-0.0922,0.6444,0.243,0.377,0.6242,0.9779,1.5666,0.3896,0.9563,2.4543,0.0497,0.5073,10.2089,1.4048,0.8995,0.6403,0.5983,0.8664,1.4482,0.0487,14.0548,-0.9096,-0.7406,0.8588,1100,0,0,0,1,DESTRA_PANTALONI
1.2403,13.2819,3.6444,29.6336,-0.1852,-1.0307,6.6787,2.5843,10.8477,-1.4593,-0.6787,5.3763,2.3187,22.9016,-0.4864,3.8344,13.6955,3.7007,29.1706,0.0128,-1.2034,-1.8276,0.3235,1.5187,-0.2688,-0.177,1.4102,1.5718,0.9848,1.1146,0.6983,0.6265,1.9887,2.4704,0.9698,1.2422,0.4877,0.3926,0.7195,0.618,-12.212,0.8589,-16.972,-19.7596,5.6682,1.6227,0.8461,0.2863,0.1493,0.5214,2.7318,1.294,1.0159,0.4737,0.3719,0.7851,0.0125,5.7717,-0.282,0.2966,0.8316,0.1336,-0.433,0.1932,0.9447,9.5362,3.0881,8.4448,-0.1845,2.3497,5.9739,2.4442,9.4858,-0.724,8.551,1.0099,1.0049,3.1404,0.6671,0.4021,0.1105,0.2748,1.2635,3.0729,2.4322,1.5963,9.4428,5.9154,0.3302,-0.209,-0.633,1.2958,0.7557,0.5832,0.8903,2.6891,3.0205,0.0637,14.1196,-0.6945,-0.9737,0.6435,1100,0,0,0,1,SINISTRA_PANTALONI
0.1152,0.4282,0.6544,3.9564,-0.7786,-0.2464,0.1277,0.3573,1.6207,-1.608,-0.1875,0.2432,0.4931,1.87,-1.8776,0.8523,0.1818,0.4264,2.1753,0.0409,-0.4675,-0.6142,0.1351,1.3139,-0.2891,-0.22,1.8312,1.3269,1.5346,0.7246,0.838,1.1565,3.3533,1.7607,2.3551,0.5251,0.7023,1.3376,1.7332,1.4195,-18.6525,0.819,-10.7617,-13.1404,3.5794,3.4229,0.9807,0.9563,0.274,0.2865,2.4411,2.1157,1.8188,0.8667,0.7451,0.8597,0.0024,1.2694,-0.1698,0.1859,-0.074,-0.0592,-0.0936,-0.6019,8.2801,0.0373,0.1931,0.5685,0.9338,4.9295,0.2216,0.4707,1.3446,0.7569,-1.694,0.1826,0.4273,2.2129,?,1.6797,-4.888,-2.91,0.4101,0.4518,1.1018,0.1682,0.2042,1.2139,1.9159,-3.625,-1.892,1.553,0,0,0.4228,0.2569,0.6076,0.0699,14.9036,-0.9975,-0.9527,0.9651,1100,0,0,0,1,SINISTRA_PANTALONI
1.3984,17.1285,4.1387,22.0206,-0.698,-0.0693,8.4712,2.9105,11.9658,-1.1443,-1.2659,12.33,3.5114,20.0825,-0.5605,5.9431,6.1719,2.4843,13.3812,0.1107,-20.1822,-1.1046,0.2353,0.0547,-0.0117,-0.213,1.422,1.1786,1.6659,0.8289,1.1716,1.4134,2.022,1.3892,2.7752,0.687,1.3725,1.9977,1.4176,1.255,-5.436,0.8853,-3.8347,-4.3315,2.324,1.0077,0.8619,0.4336,0.3709,0.8553,1.8403,1.0965,1.6456,0.5958,0.8942,1.5008,0.0137,8.9918,-0.1444,-0.1442,0.4673,-0.4451,-0.3254,0.0467,7.2206,4.9599,2.2271,8.5349,0.1273,1.8942,10.0965,3.1775,11.7114,-0.3269,3.8553,10.521,3.2436,9.3376,-0.0639,3.8119,1.8729,0.4913,0.7009,0.6866,0.9796,0.4912,0.4714,0.9597,-0.4316,-2.2197,5.1432,1.1081,1.1143,1.0056,0.7288,0.914,1.2542,0.0609,13.8541,-0.135,-0.6549,-0.608,1100,0,0,0,1,SINISTRA_PANTALONI
0.3022,0.8112,0.9007,4.5969,-0.3289,-0.1332,0.2959,0.544,2.235,-0.8881,0.1928,0.0749,0.2736,1.7437,-1.3864,0.9461,0.4332,0.6581,3.5266,0.0272,-2.2683,1.5676,0.3194,-0.6911,-0.1408,0.2038,1.6557,3.2914,1.3685,1.9879,0.8265,0.4158,2.7415,10.8335,1.8728,3.9517,0.6831,0.1729,1.0823,1.1232,-11.5261,1.0378,-10.6495,-10.2619,2.9221,4.7339,0.9541,1.62,0.3265,0.2016,2.0568,2.6363,1.3035,1.2818,0.6338,0.4944,0.0029,1.3607,0.2978,-0.2068,0.7523,0.0691,0.4621,0.0362,8.6277,0.0163,0.1275,0.5547,0.938,4.652,0.0598,0.2446,1.0462,0.7934,-0.0242,0.0124,0.1112,0.5159,-2.2063,1.8546,-357.0179,-192.5006,0.5212,1.1468,2.2002,0.2716,1.315,4.841,2.0891,-23.6383,-11.3149,1.767,55.6015,31.467,0.5302,1.0752,2.028,0.0731,13.3619,-0.9987,0.7855,-0.7588,1100,0,0,0,1,SINISTRA_PANTALONI
1.3668,6.5333,2.556,16.4748,-0.2208,-0.4179,3.7032,1.9244,9.3715,-1.0235,-0.1433,2.1719,1.4738,9.1822,-0.9342,3.0753,5.0143,2.2393,13.4435,0.0069,-3.2704,-9.5396,0.4444,2.917,-0.1359,-0.0466,1.3282,1.7344,1.1415,1.3058,0.8594,0.6581,1.7642,3.008,1.3029,1.705,0.7385,0.4332,0.6287,0.6719,-32.1006,1.0689,-51.0624,-47.7732,2.9138,2.8426,0.9969,0.9756,0.3421,0.3507,1.758,1.7942,1.2255,1.0206,0.6971,0.683,0.0103,4.4212,0.2908,0.1075,0.7666,0.0017,0.0603,0.0499,1.8377,5.1557,2.2706,8.963,-0.0577,2.1736,0.9507,0.975,3.6796,-0.1409,9.0069,0.8335,0.9129,5.5889,0.408,0.8455,0.204,0.2413,2.3288,2.4871,1.068,5.4232,6.1858,1.1406,1.0759,-0.1269,-0.118,2.6274,0.8976,0.3416,2.4358,1.6037,0.6584,0.0675,13.1259,-0.7965,-0.7844,0.3146,1100,0,0,0,1,SINISTRA_PANTALONI
0.1173,0.7154,0.8458,4.4193,-0.5664,-0.0854,0.1561,0.3951,1.9648,-0.6897,0.0134,0.2813,0.5303,2.887,-0.8503,0.9451,0.2807,0.5298,2.9053,0.032,-1.3742,8.7749,0.1241,-6.3854,-0.0903,0.0141,2.141,1.5949,1.5964,0.7449,0.7457,1.001,4.5838,2.5437,2.5486,0.5549,0.556,1.002,1.9927,1.2045,-16.6356,0.6045,-8.3483,-13.8107,2.4262,1.8081,0.94,0.7452,0.3874,0.5199,2.2493,1.5308,1.5211,0.6806,0.6763,0.9937,0.001,1.3668,0.5207,-0.0652,0.2757,-0.146,0.2712,-0.1499,7.8275,0.0636,0.2523,0.8252,0.9001,5.8739,0.111,0.3331,1.1066,0.8265,-0.4494,0.0196,0.1398,0.7338,?,1.3326,-17.4191,-13.0715,0.7572,1.804,2.3825,0.5733,3.2543,5.6761,1.41,-10.1302,-7.1848,1.2947,0,0,0.7457,1.1245,1.5079,0.07,14.1508,-0.9988,0.3631,-0.3423,1100,0,0,0,1,SINISTRA_PANTALONI
-1.7523,13.4273,3.6643,14.3972,-3.7013,-0.5205,8.8878,2.9812,12.9942,-1.1687,-0.5899,9.2843,3.047,11.196,-1.4052,5.3477,6.6906,2.5866,10.7406,0.0742,3.3666,2.9704,-0.3277,0.8823,-0.0973,-0.1103,1.2291,1.2026,1.4166,0.9784,1.1526,1.178,1.5107,1.4462,2.0069,0.9573,1.3284,1.3877,1.6187,1.7329,-13.1684,1.0705,-8.1353,-7.5993,0.5111,0.6579,0.264,1.2872,0.5165,0.4012,1.108,1.2859,1.3404,1.1606,1.2098,1.0424,0.0135,7.6814,0.1911,-0.0172,-0.7554,0.5312,-0.254,-0.1772,-2.6312,10.4961,3.2398,8.9356,?,4.4032,6.2721,2.5044,9.2641,-0.5006,7.1134,2.4831,1.5758,4.9418,0.4083,-0.5976,-0.3699,0.619,1.2936,2.056,1.5893,1.6735,4.227,2.5259,2.8913,-2.6209,-0.9065,0,0,0.7392,0.9645,1.8082,1.8747,0.0618,14.5816,0.7934,0.985,0.7119,1100,0,0,0,1,SINISTRA_PANTALONI
0.9362,6.9386,2.6341,17.4313,-0.414,-0.0034,2.939,1.7144,7.5282,-0.9451,0.2248,9.8717,3.1419,13.7587,-0.7218,4.252,2.5965,1.6114,12.3651,0.0392,-279.1325,4.1644,0.2202,-0.0149,-0.0008,0.0529,1.5365,0.8384,1.6347,0.5456,1.0639,1.9498,2.3608,0.7029,2.6722,0.2977,1.1319,3.8019,1.3952,0.8848,-10.1231,0.6342,-7.2556,-11.441,3.1852,1.5427,0.9579,0.4844,0.3007,0.6209,2.3155,1.2669,1.4097,0.5472,0.6088,1.1127,0.0067,6.2715,0.1471,0.438,0.4975,0.1782,0.3766,0.349,-9.1638,0.1595,0.3993,9.7673,?,-0.6749,1.2643,1.1244,3.4152,-2.3017,1.7162,7.366,2.714,8.2877,-0.5107,13.5776,-5.3396,-0.3933,0.3551,0.1471,0.4143,0.1261,0.0216,0.1716,4.1025,3.486,0.8497,0,0,0.1886,2.8599,1.1785,0.4121,0.0649,13.1278,0.6608,0.6643,0.9288,?,?,?,?,?,SINISTRA_PANTALONI
