@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.3594,1.5096,1.2287,5.3442,-0.9356,0.5791,3.9702,1.9925,8.0683,-0.6118,0.1898,0.486,0.6971,2.7287,-0.5002,2.1556,1.8196,1.3489,5.2242,0.0834,0.6207,1.8933,0.1667,3.0503,0.2686,0.0881,0.6166,1.7624,0.9108,2.8581,1.4771,0.5168,0.3802,3.1062,0.8296,8.1689,2.1819,0.2671,0.8435,2.8394,-5.4358,3.3661,-6.4441,-1.9144,0.5515,1.518,0.4844,2.7522,0.8783,0.3191,0.6624,1.9586,1.023,2.9569,1.5444,0.5223,0.0077,3.1861,0.8708,-0.0785,0.3824,-0.2941,0.4967,-0.3144,-8.5099,4.9237,2.2189,13.3789,?,-31.0674,0.2976,0.5455,31.8588,?,-23.9027,0.4483,0.6695,25.3799,?,0.2739,0.356,1.2997,4.0677,3.3141,0.8147,16.5464,10.9831,0.6638,0.4199,0.5271,1.2553,1,1,1,0.4199,0.5271,1.2553,0.436,63.48,-0.2039,-0.8472,-0.2719,?,?,?,?,?,SINISTRA_PANTALONI
-0.0378,1.0642,1.0316,3.1007,-1.4072,0.9511,0.379,0.6156,2.0401,-0.023,-0.5947,0.0705,0.2655,1.1699,-7.5461,1.5681,0.3145,0.5608,2.2024,0.0738,-0.0397,0.0635,-0.0241,-1.5993,0.6065,-0.3792,1.6757,3.8854,1.8395,2.3187,1.0978,0.4734,2.8078,15.0966,3.3839,5.3766,1.2052,0.2242,39.5299,1.7546,-10.3216,0.0444,-0.2611,-5.8825,0.6459,9.4093,0.5417,14.5673,0.8386,0.0576,1.5199,2.6503,1.4078,1.7438,0.9263,0.5312,0.0118,2.4207,0.5597,0.2835,-0.0548,-0.3637,0.6172,-0.8207,-38.6644,0.3153,0.5615,39.7186,?,-4.1513,0.0623,0.2496,4.4998,?,22.7198,0.1022,0.3196,1.1398,0.9508,9.3139,-1.7018,-0.1827,2.2495,1.7568,0.781,5.0601,3.0862,0.6099,8.8267,-1.8038,-0.2044,1,0,0,8.8267,34.8461,3.9478,0.4741,65.5355,0.4182,0.8448,0.3274,?,?,?,?,?,SINISTRA_PANTALONI
0.9782,13.3367,3.6519,15.7492,-0.6328,-1.5074,7.511,2.7406,11.9676,-1.451,-1.4091,18.6114,4.3141,22.9167,-0.9622,6.3379,4.5052,2.1226,13.0314,0.1622,-0.6489,-0.6942,0.1543,1.0698,-0.2378,-0.2223,1.3325,0.8465,1.7205,0.6353,1.2912,2.0325,1.7756,0.7166,2.9603,0.4036,1.6672,4.1311,0.8615,0.5432,-2.4195,0.6305,-2.8084,-4.4544,1.9754,0.8259,0.6201,0.4181,0.3139,0.7509,1.316,0.6872,1.2086,0.5222,0.9184,1.7586,0.0246,9.3713,-0.0136,0.452,-0.1371,-0.4288,-0.101,-0.0837,-17.5691,186.9474,13.6729,45.8984,-3.3715,-28.8986,67.1788,8.1963,40.6189,?,-29.596,7.0011,2.646,32.4585,?,0.608,0.5936,0.9764,1.6682,5.1675,3.0977,2.7828,26.7028,9.5955,0.8715,1.0906,1.2514,0,0,1,1.13,1.4141,1.2514,0.4832,77.8066,-0.9703,0.6725,-0.6774,?,?,?,?,?,SINISTRA_PANTALONI
-0.9529,5.2527,2.2919,8.4667,-0.5617,0.5304,1.1856,1.0889,4.1116,-0.7167,-0.7726,0.6309,0.7943,3.0438,-3.7034,2.7878,1.0835,1.0409,4.5646,0.2537,-1.7965,1.2334,-0.3418,-0.6865,0.1903,-0.2771,2.1048,2.8854,2.2017,1.3708,1.046,0.7631,4.4303,8.3254,4.8477,1.8792,1.0942,0.5823,1.774,1.2706,-1.9627,0.7162,-1.1064,-1.5447,2.2637,8.3776,0.8864,3.7009,0.3916,0.1058,2.0592,2.7816,1.8548,1.3508,0.9008,0.6668,0.0144,4.3044,0.4548,-0.52,0.777,-0.9037,0.3834,-0.4987,-39.2192,0.9676,0.9837,40.6189,?,-0.9179,0.2316,0.4812,1.68,?,23.3663,2.9801,1.7263,6.3004,0.7597,42.7252,-1.6785,-0.0393,2.0441,0.5698,0.2788,4.1782,0.3247,0.0777,24.178,-2.0392,-0.0843,1,0,0,24.178,6.4471,0.2667,0.491,63.5034,0.2316,0.9414,0.2985,?,?,?,?,?,SINISTRA_PANTALONI
-3.9144,6.4294,2.5356,10.5036,-7.5472,-2.3679,2.2112,1.487,6.3316,-5.7797,0.1729,9.2253,3.0373,11.8061,-1.0367,5.8952,4.0713,2.0177,8.1737,0.2461,1.6531,-22.6397,-0.664,-13.6951,-0.4017,0.0293,1.7052,0.8348,1.2567,0.4896,0.737,1.5053,2.9076,0.6969,1.5792,0.2397,0.5431,2.266,1.7183,1.5434,-3.4764,0.8982,-2.0232,-2.2524,1.3159,0.212,0.1133,0.1611,0.0861,0.5347,1.6589,0.8897,1.2851,0.5363,0.7746,1.4444,0.0482,8.9075,-0.0768,-0.7076,-0.8957,-0.1776,-0.0444,0.5765,24.2139,46.1506,6.7934,20.34,0.4094,-21.5571,89.2018,9.4447,30.8395,-31.132,-4.6148,5.2378,2.2886,9.8999,?,-1.1232,-5.247,4.6713,0.7193,2.9683,4.1268,0.5174,8.811,17.0304,-0.4719,-1.4242,3.0182,35.8824,0,0,0.6595,2.0546,3.1151,0.3447,50.406,0.9336,-0.1081,-0.4236,?,?,?,?,?,SINISTRA_PANTALONI
-6.0908,11.2674,3.3567,11.9453,?,-3.8291,5.6334,2.3735,10.2045,-2.2401,-1.324,4.9559,2.2262,9.8994,-1.4468,8.1722,8.5835,2.9298,9.5733,0.306,1.5906,4.6002,-0.7453,2.8921,-0.4686,-0.162,1.4143,1.5078,1.1457,1.0662,0.8101,0.7599,2.0001,2.2735,1.3127,1.1367,0.6563,0.5774,1.6932,2.0407,-2.8306,1.2053,-1.6718,-1.3871,0,0,0,0.7785,0.2283,0.2933,1.1706,1.2067,1.2478,1.0308,1.0659,1.0341,0.1663,12.4205,0.1071,-0.5492,-0.9598,-0.6315,-0.2406,0.5407,41.0511,31.0313,5.5706,19.6875,0.5882,11.8679,322.6593,17.9627,55.125,-0.2301,2.7003,288.8657,16.996,46.1875,-0.8997,3.459,15.2025,4.3951,0.3101,0.3278,1.0569,0.0962,0.1074,1.117,-2.7273,-1.2857,0.4714,1.0669,1.9666,1.8432,0.3571,0.4263,1.1935,0.9731,73.1705,-0.5214,-0.2627,0.95,?,?,?,?,?,SINISTRA_PANTALONI
-2.4638,10.9207,3.3047,12.7713,-2.582,3.0156,6.373,2.5245,9.6458,-0.4052,-1.4534,14.2945,3.7808,15.6227,-1.1358,6.6825,4.2081,2.0514,8.5928,0.2243,-0.817,1.6952,-0.3687,-2.0749,0.4513,-0.2175,1.309,0.8741,1.6109,0.6677,1.2306,1.8431,1.7136,0.764,2.5951,0.4458,1.5144,3.3969,3.3099,1.1081,-3.7044,0.3348,-1.1192,-3.3431,0.5194,0.4874,0.3218,0.9384,0.6197,0.6603,1.324,0.8175,1.4863,0.6174,1.1225,1.8181,0.0452,10.0733,0.5736,-0.4266,-0.2371,-0.0848,0.1509,-0.2048,-13.8636,282.2498,16.8003,54.2389,-1.8608,-38.8213,10.1552,3.1867,45.1187,?,27.7538,55.841,7.4727,21.5393,0.4338,0.3571,-0.4995,-1.3988,5.272,2.2482,0.4265,27.7935,5.0545,0.1819,0.7819,-2.1383,-2.7346,0,0.4984,0,1.2021,2.5181,2.0947,0.5402,85.2943,-0.9382,0.305,-0.036,?,?,?,?,?,SINISTRA_PANTALONI
-0.9013,12.8123,3.5794,11.9676,-1.2964,2.0746,7.3968,2.7197,9.7018,-0.3422,-2.9042,13.8161,3.717,17.3316,-2.223,6.3673,7.0339,2.6521,11.7232,0.172,-0.4344,0.3103,-0.1416,-0.7143,0.3258,-0.4561,1.3161,0.963,1.3496,0.7317,1.0255,1.4015,1.7321,0.9273,1.8215,0.5354,1.0516,1.9642,2.7312,0.5652,-2.7752,0.2069,-1.0161,-4.9104,0.721,0.9691,0.3681,1.3441,0.5105,0.3798,1.2335,0.6905,1.0208,0.5598,0.8276,1.4784,0.04,9.9722,0.1821,0.6137,-0.4014,-0.1413,0.5502,-0.6156,-23.3515,186.8844,13.6706,41.6992,?,-34.5025,11.6569,3.4142,38.1592,?,21.8705,103.822,10.1893,27.7191,0.1735,0.6768,-1.0677,-1.5776,4.004,1.3417,0.3351,16.0321,1.8,0.1123,1.0928,-7.1652,-6.5569,1,0,0,1.0928,1.5043,1.3766,0.5115,79.7245,-0.917,0.9825,-0.9523,?,?,?,?,?,SINISTRA_PANTALONI
0.9113,3.8425,1.9602,7.9971,-0.5725,0.7833,1.1587,1.0764,3.7282,-0.3686,-0.9003,0.5946,0.7711,2.5341,-7.981,2.5898,1.1432,1.0692,4.7598,0.2094,1.1634,-1.0122,0.3519,-0.8701,0.3025,-0.3476,1.821,2.5421,1.8334,1.396,1.0068,0.7212,3.3162,6.4623,3.3613,1.9487,1.0136,0.5201,2.8995,1.2928,-2.3089,0.4459,-0.7963,-1.786,1.8669,18.0242,0.8447,9.6544,0.4525,0.0469,2.145,3.1558,1.6802,1.4712,0.7833,0.5324,0.016,3.9663,0.1559,0.2418,0.239,-0.8118,0.8587,-0.721,-35.1835,0.4001,0.6326,36.1786,?,-16.9979,3.6458,1.9094,19.5587,?,35.1369,0.375,0.6124,1.86,0.948,2.0699,-1.0013,-0.4838,0.3313,1.033,3.118,0.1098,1.067,9.7219,1.8497,-1.0672,-0.577,1,0,0,1.8497,19.4504,10.5152,0.559,87.3183,-0.9037,-0.3826,0.7174,?,?,?,?,?,SINISTRA_PANTALONI
0.7912,5.986,2.4466,8.96,-0.7322,0.7292,0.1539,0.3923,1.9913,-0.1417,-1.0508,0.5197,0.7209,2.3336,-20.6492,2.6963,1.6515,1.2851,4.6305,0.1568,1.0851,-0.753,0.2935,-0.6939,0.2704,-0.3897,6.2372,3.3939,1.9038,0.5441,0.3052,0.561,38.9026,11.5183,3.6246,0.2961,0.0932,0.3147,15.3243,1.7017,-4.3983,0.111,-0.287,-2.5847,2.9656,47.9874,0.9419,16.1812,0.3176,0.0196,4.4995,3.8397,1.935,0.8533,0.43,0.504,0.0163,3.9743,-0.0658,0.1019,0.3075,-0.7024,0.1644,-0.6091,-35.9002,0.4533,0.6733,37.7991,?,-7.2343,0.1523,0.3903,7.7393,?,35.3146,0.5179,0.7197,2.8793,0.92,4.9625,-1.0166,-0.2049,1.7249,0.9356,0.5424,2.9754,0.8753,0.2942,4.8841,-1.1413,-0.2337,1,0,0,4.8841,13.1277,2.6879,0.553,78.4491,-0.2003,0.9496,-0.2307,?,?,?,?,?,SINISTRA_PANTALONI
0.5673,4.828,2.1973,7.4634,-0.5875,0.7656,0.3138,0.5601,2.1618,-0.0138,-1.029,0.3852,0.6206,2.2262,?,2.531,1.0877,1.0429,4.2462,0.1969,0.741,-0.5513,0.2241,-0.744,0.3025,-0.4066,3.9227,3.5404,2.1068,0.9025,0.5371,0.5951,15.3873,12.5342,4.4386,0.8146,0.2885,0.3541,93.8532,1.2407,-2.6526,0.0132,-0.0283,-2.1381,2.2048,0,0.8892,0,0.4033,0,3.4524,3.3525,1.7577,0.9711,0.5091,0.5243,0.0148,3.8381,0.1549,-0.2084,0.3585,-0.8656,0.6047,-0.742,-34.3483,0.4042,0.6358,35.9985,?,-9.4295,0.0444,0.2107,9.8389,?,36.1231,0.7003,0.8368,2.9999,0.9191,3.6427,-0.9509,-0.261,3.0178,0.7598,0.2518,9.1071,0.5773,0.0634,3.6588,-1.0563,-0.2887,1,0,0,3.6588,12,3.2798,0.534,79.9009,-0.2738,0.8367,0.0415,?,?,?,?,?,SINISTRA_PANTALONI
4.8408,15.0964,3.8854,25.0107,-0.1268,-0.92,11.2657,3.3564,13.9898,-0.7702,-0.6233,5.3762,2.3187,9.0352,-0.8959,6.7477,10.8754,3.2978,20.7376,0.0772,-5.2616,-7.7658,0.7174,1.4759,-0.1363,-0.0924,1.1576,1.6757,1.1782,1.4476,1.0178,0.7031,1.34,2.808,1.3881,2.0955,1.0359,0.4943,0.4624,0.6593,-1.6231,1.4256,-3.51,-2.4621,2.8085,4.6575,0.9877,1.6583,0.3517,0.2121,1.7878,2.7681,1.2061,1.5484,0.6746,0.4357,0.0534,10.0129,-0.0759,-0.1376,0.8768,0.3031,0.0604,0.1343,-28.8982,444.87,21.0919,64.1998,-4.6316,-26.3063,228.489,15.1159,45.4178,-17.0285,-13.133,45.937,6.7777,29.9988,-3.0653,1.0985,2.2004,2.0031,1.3954,3.112,2.2302,1.947,9.6844,4.974,1.2308,2.3343,1.8965,4.5251,1.5449,0.3414,1.4135,2.1401,1.514,0.4433,71.3358,-0.8833,-0.8944,0.9418,?,?,?,?,?,SINISTRA_PANTALONI
2.977,14.9927,3.872,25.8554,-0.0625,-1.8069,6.6508,2.5789,9.9017,-0.7858,-0.2324,5.9786,2.4451,9.4164,-0.9575,5.4773,9.8028,3.1309,23.1443,0.053,-1.6476,-12.8106,0.5435,7.7755,-0.3299,-0.0424,1.5014,1.5836,1.2367,1.0547,0.8237,0.7809,2.2543,2.5077,1.5294,1.1124,0.6785,0.6099,0.3492,0.3303,-1.1738,0.9459,-3.3613,-3.5534,4.3887,5.0587,0.9956,1.1527,0.2269,0.1968,2.6112,2.7458,1.1171,1.0515,0.4278,0.4069,0.0375,8.1215,0.1304,0.2619,0.9183,-0.2908,0.1341,0.1866,-22.2866,348.4016,18.6655,60.9589,-2.9688,-28.6799,98.2357,9.9114,40.1398,?,-23.796,5.4475,2.334,26.9989,?,0.7771,0.9366,1.2052,1.8832,7.9973,4.2466,3.5466,63.9568,18.0333,1.136,1.6889,1.4867,0,0,1,1.5187,2.2578,1.4867,0.4669,77.7145,-0.8906,-0.8416,0.9344,?,?,?,?,?,SINISTRA_PANTALONI
-0.4452,5.5063,2.3466,8.5346,-1.0416,1.565,5.2467,2.2906,9.2172,-0.286,-0.6486,21.5163,4.6386,20.577,-1.2722,5.0056,10.2819,3.2065,11.4839,0.0754,-0.2845,0.6864,-0.0889,-2.413,0.3127,-0.1296,1.0244,0.5059,0.7318,0.4938,0.7143,1.4466,1.0495,0.2559,0.5355,0.2438,0.5103,2.0926,2.1241,0.378,-4.6518,0.1779,-2.19,-12.308,0.5832,0.4616,0.3366,0.7914,0.5771,0.7292,0.9259,0.4148,0.7432,0.4479,0.8026,1.7918,0.019,7.2774,0.6227,0.4298,0.4889,0.1371,0.683,-0.1324,-43.5592,0.822,0.9066,44.5786,?,-22.1354,11.2774,3.3582,27.9587,?,-6.5358,36.8798,6.0729,19.5572,-1.567,1.9679,6.6647,3.3868,0.27,0.1493,0.553,0.0729,0.0223,0.3058,1.5944,3.734,2.3419,1,0,0,1.5944,2.2794,1.4296,0.5358,73.8291,-0.9874,0.9706,-0.9562,?,?,?,?,?,SINISTRA_PANTALONI
1.317,0.8428,0.9181,4.4925,-0.3397,0.1246,2.7037,1.6443,5.5006,-0.7353,0.7924,0.3055,0.5527,2.0207,-0.0858,2.325,0.8244,0.9079,3.5037,0.2706,10.5664,1.6622,0.5665,0.1573,0.0536,0.3408,0.5583,1.661,1.0112,2.9749,1.811,0.6088,0.3117,2.7588,1.0224,8.8498,3.2798,0.3706,0.4888,7.1378,-0.8765,14.604,-1.7933,-0.1228,1.0579,1.8018,0.6981,1.7032,0.6599,0.3875,0.8167,2.2232,1.2822,2.7221,1.5699,0.5767,0.0166,3.624,0.8053,-0.3727,0.5405,-0.3983,0.663,0.1924,-42.8694,2.9592,1.7202,45.0592,?,-9.1792,1.4895,1.2205,11.9995,?,28.8948,7.7029,2.7754,8.7601,0.7379,4.6703,-1.4836,-0.3177,1.4095,0.6198,0.4397,1.9867,0.3842,0.1934,3.7551,-1.8272,-0.4866,1,0,0,3.7551,5.1437,1.3698,0.5646,80.9434,-0.9844,0.9873,-0.9678,?,?,?,?,?,SINISTRA_PANTALONI
-1.0703,3.6334,1.9061,7.668,-0.5877,0.0396,2.7122,1.6469,4.6202,-0.6031,-0.6436,0.7406,0.8606,2.8626,-5.023,2.7939,0.8416,0.9174,4.1928,0.2608,-26.9949,1.663,-0.3831,-0.0616,0.0142,-0.2304,1.1574,2.2149,2.0778,1.9136,1.7952,0.9381,1.3397,4.9057,4.3174,3.6619,3.2228,0.8801,1.6329,1.1889,-1.9191,0.7281,-1.1753,-1.6141,1.6758,10.1617,0.8515,6.0637,0.5081,0.0838,1.6597,2.6787,1.8288,1.614,1.1019,0.6827,0.0134,4.1175,0.4898,-0.4348,0.6371,-0.9769,0.7408,-0.7136,-38.1765,0.3248,0.5699,39.4791,?,-12.7166,1.8861,1.3734,14.5798,?,32.4677,0.3502,0.5918,2.0401,0.9391,3.0021,-1.1758,-0.3917,0.415,0.963,2.3207,0.1722,0.9274,5.3856,2.7078,-1.2557,-0.4637,1,0,0,2.7078,19.3515,7.1466,0.556,83.3608,-0.7684,0.7959,-0.3016,?,?,?,?,?,SINISTRA_PANTALONI
0.7629,1.2636,1.1241,4.4351,-1.1775,1.2847,3.2958,1.8154,5.3162,-0.2561,0.2676,0.3647,0.6039,2.6268,-0.3602,2.4994,0.9815,0.9907,3.4919,0.2449,0.5938,2.8506,0.3052,4.8002,0.514,0.1071,0.6192,1.8615,1.1347,3.0062,1.8325,0.6096,0.3834,3.4651,1.2875,9.0375,3.3581,0.3716,2.2126,3.448,-2.1177,1.5583,-0.9571,-0.6142,0.4813,1.0547,0.4404,2.1915,0.9152,0.4176,0.8343,1.6884,1.2701,2.0238,1.5224,0.7522,0.0156,3.5472,-0.2498,-0.7053,-0.2588,0.0143,0.927,0.2147,-43.0024,0.1801,0.4243,43.7988,?,-8.6678,1.5855,1.2592,11.879,?,28.0922,1.8701,1.3675,4.1397,0.8628,4.9612,-1.5308,-0.3085,0.337,0.3103,0.9208,0.1136,0.0963,0.8478,3.6871,-1.682,-0.4562,1,0,0,3.6871,10.5802,2.8695,0.537,79.7623,-0.5775,0.308,0.3601,?,?,?,?,?,SINISTRA_PANTALONI
