@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
1.2086,3.3569,1.8322,10.0982,-0.7576,-0.5207,7.0934,2.6633,11.7083,-2.1533,-0.216,1.5505,1.2452,5.5835,-0.6852,3.2331,3.3263,1.8238,9.0474,0.053,-2.3212,-5.5962,0.3738,2.411,-0.161,-0.0668,0.6879,1.4714,1.0046,2.1389,1.4603,0.6827,0.4732,2.165,1.0092,4.5749,2.1326,0.4661,0.5444,1.9172,-8.5965,3.5216,-15.7902,-4.4838,1.5474,1.7341,0.6014,1.1207,0.3886,0.3468,0.8625,1.8086,1.1161,2.0969,1.2941,0.6171,0.0278,4.9438,0.136,-0.6055,0.1118,-0.4754,-0.4771,0.2069,-0.5395,0.0004,0.0202,0.5642,?,-0.3267,0.0061,0.0782,0.4138,?,0.5523,0.0025,0.0498,0.1423,0.7746,1.6515,-0.9768,-0.5915,0.2578,0.4045,1.5691,0.0665,0.1636,2.462,1.3632,-1.1534,-0.846,1,0,0,1.3632,3.9637,2.9075,0.0175,1.4184,-0.9422,-0.9092,0.9843,TASCA_DESTRA_DIETRO_PANTALONI
1.0703,0.7825,0.8846,3.813,-0.3123,0.178,1.0677,1.0333,4.5905,-1.0305,-0.0326,0.4726,0.6875,2.5955,-0.7343,1.6989,0.6148,0.7841,2.5718,0.1683,6.0119,-32.8575,0.63,-5.4654,0.1048,-0.0192,0.8561,1.2867,1.1282,1.503,1.3178,0.8768,0.7329,1.6557,1.2728,2.2591,1.7367,0.7688,0.3895,0.8257,-1.7438,2.1199,-4.477,-2.1118,1.2852,1.9415,0.9397,1.5106,0.7311,0.484,0.8306,1.4691,1.4826,1.7686,1.785,1.0092,0.0226,2.5854,-0.4009,0.5674,0.6572,-0.1638,-0.1588,0.404,-0.4652,0.0005,0.0222,0.4841,?,-0.369,0,0.0054,0.3834,?,0.5125,0.0014,0.0369,0.1139,0.7914,1.2607,-0.9078,-0.7201,4.0946,0.6023,0.1471,16.7656,0.3627,0.0216,1.2627,-1.1195,-0.8866,1,0,0,1.2627,4.2483,3.3644,0.0163,1.3467,-0.8478,-0.9925,0.8206,TASCA_DESTRA_DIETRO_PANTALONI
-1.899,3.7906,1.947,5.8728,-2.231,-3.1243,10.7472,3.2783,9.2053,-4.4124,0.9623,4.2785,2.0684,7.6198,-1.1043,5.5535,2.2688,1.5063,5.1052,0.4052,0.6078,-1.9734,-0.342,-3.2467,-0.5626,0.1733,0.5939,0.9413,1.2926,1.5849,2.1765,1.3732,0.3527,0.886,1.6708,2.5119,4.737,1.8858,0.5404,1.0141,-1.166,1.8767,-2.1578,-1.1498,1.0687,0.502,0.2118,0.4697,0.1982,0.4219,0.638,0.7707,1.1504,1.2081,1.8031,1.4926,0.0741,7.9881,-0.8769,-0.7959,0.809,0.5834,-0.926,-0.6986,-0.0107,0.0757,0.2751,0.8509,-0.9223,-0.6788,0.006,0.0774,0.7621,?,0.6419,0.0048,0.0695,0.2308,0.6745,0.0157,-0.0166,-1.0574,3.5532,3.9582,1.114,12.6252,15.6677,1.241,0.5357,-0.8535,-1.5933,0,0.6242,0,1.1166,3.6864,3.3016,0.0183,1.5636,-0.9445,-0.7717,0.5234,TASCA_DESTRA_DIETRO_PANTALONI
3.6853,55.5605,7.4539,23.8039,-0.7218,-3.3454,40.8474,6.3912,20.3276,-2.9008,0.5198,42.8693,6.5475,21.2988,-1.2167,12.1323,17.128,4.1386,14.0749,0.2577,-1.1016,7.0895,0.3038,-6.4355,-0.2757,0.0428,1.1663,1.1384,1.8011,0.9761,1.5443,1.582,1.3602,1.296,3.2438,0.9528,2.3848,2.5029,0.6601,0.8536,-2.0418,1.2931,-3.093,-2.392,2.653,1.4389,0.7291,0.5424,0.2748,0.5067,1.171,1.1176,1.6912,0.9544,1.4442,1.5132,0.1021,18.8316,-0.6346,0.5093,0.7652,-0.0382,-0.9232,0.2263,-0.3654,0.0437,0.2091,0.6107,-7.6305,-0.2178,0.0134,0.1158,0.3546,-11.3007,-0.5929,0.0156,0.1249,0.8257,?,1.6773,0.6163,0.3674,1.8061,1.6749,0.9274,3.2619,2.8054,0.8601,1.6574,0.6539,0.3945,2.4546,0,0,1.7222,0.7396,0.4294,0.0149,1.189,-0.573,-0.9765,0.6409,TASCA_DESTRA_DIETRO_PANTALONI
4.295,8.3967,2.8977,11.9234,-0.0644,-2.345,2.8846,1.6984,6.9958,-4.5671,-0.9273,2.8146,1.6777,7.133,-1.0378,5.8477,4.7069,2.1695,10.7509,0.1193,-1.8316,-4.6315,0.7345,2.5287,-0.401,-0.1586,1.7061,1.7272,1.3356,1.0124,0.7828,0.7733,2.9109,2.9832,1.7839,1.0249,0.6128,0.598,0.1257,0.1985,-0.4953,1.5798,-3.9415,-2.4949,8.9146,3.2004,0.9177,0.359,0.1029,0.2867,1.7044,1.6716,1.1091,0.9808,0.6507,0.6635,0.1038,8.5139,0.0944,0.4021,0.8842,-0.1922,-0.2288,0.3432,0.3286,0.0075,0.0863,0.3171,0.448,-0.1898,0.004,0.0629,0.2667,?,0.7324,0.0141,0.1187,0.4014,0.5524,-1.7316,0.4486,-0.2591,1.3721,0.7273,0.5301,1.8828,0.529,0.281,-0.965,0.5195,-0.5383,0,0.6405,0,1.1889,0.7899,0.6644,0.0172,1.2508,0.6566,0.1752,-0.4901,TASCA_SINISTRA_DAVANTI_PANTALONI
0.048,0.0146,0.1208,0.5645,-0.7842,-0.0743,0.0046,0.0678,0.2505,-3.7216,0.0012,0.0146,0.1208,0.6064,-0.9412,0.1838,0.0078,0.0884,0.3241,0.1362,-0.6456,41.4158,0.261,-64.1498,-0.4042,0.0063,1.7818,0.9999,1.3666,0.5611,0.7669,1.3668,3.1749,0.9997,1.8675,0.3149,0.5882,1.868,1.2568,0.8439,-4.8543,0.6715,-3.8624,-5.7522,5.9647,1.0129,0.8434,0.1698,0.1414,0.8326,2.2539,0.931,1.7421,0.413,0.7729,1.8713,0.0018,0.2833,-0.2626,-0.1238,0.3808,0.0465,-0.3159,0.149,-0.1562,0,0.0018,0.1591,?,-0.756,0,0.0006,0.7569,?,-0.4585,0,0.0032,0.464,?,0.2066,0.3407,1.6489,3.3455,0.5775,0.1726,11.1923,0.3335,0.0298,0.2102,0.3428,1.631,1,1,1,0.2102,0.3428,1.631,0.0183,1.3707,-0.8341,0.9537,-0.8959,TASCA_SINISTRA_DAVANTI_PANTALONI
3.97,9.6169,3.1011,13.8736,-0.0799,-1.7776,2.0713,1.4392,4.9211,-3.2018,-1.1789,2.868,1.6935,8.8622,-1.3028,5.3911,5.8032,2.409,10.6631,0.1751,-2.2334,-3.3676,0.7364,1.5079,-0.3297,-0.2187,2.1547,1.8312,1.2873,0.8498,0.5974,0.703,4.6429,3.3532,1.6572,0.7222,0.3569,0.4942,0.2739,0.2048,-0.4538,0.7479,-1.6569,-2.2154,10.969,3.3381,0.9938,0.3043,0.0906,0.2977,2.8192,1.5655,1.3011,0.5553,0.4615,0.8311,0.098,7.8078,0.443,0.5649,0.9452,0.0699,0.3039,0.4856,0.3023,0.0171,0.1308,0.361,0.357,-0.2079,0.0021,0.0456,0.2615,?,0.7114,0.0099,0.0996,0.3371,0.5935,-1.4541,0.4249,-0.2922,2.8664,1.3132,0.4582,8.216,1.7245,0.2099,-0.7663,0.4072,-0.5314,0,0.677,0,1.3803,1.0708,0.7758,0.0174,1.2216,0.8072,0.5273,-0.0374,TASCA_SINISTRA_DAVANTI_PANTALONI
4.4241,12.9857,3.6036,11.2083,-0.0358,2.819,10.7933,3.2853,13.4674,-1.3015,-6.374,29.6778,5.4477,17.1151,-28.1802,9.6178,29.1012,5.3946,17.6535,0.0828,1.5694,-0.6941,0.46,-0.4423,0.2931,-0.6627,1.0969,0.6615,0.668,0.6031,0.609,1.0099,1.2031,0.4376,0.4462,0.3637,0.3709,1.0198,0.0509,0.0234,-0.243,0.4608,-4.7785,-10.371,1.8492,18.4492,0.5622,9.9768,0.304,0.0305,0.8323,0.6549,0.6349,0.7869,0.7629,0.9695,0.1756,15.2217,-0.5439,-0.9631,0.978,0.4114,-0.4903,-0.9876,0.6167,0.0001,0.0072,0.0383,0.9392,0.4163,0,0.0051,0.0216,0.9492,0.6547,0.0001,0.0087,0.0317,0.9522,1.4814,0.9419,0.6358,1.4244,0.8261,0.58,2.029,0.6824,0.3363,1.4627,0.9358,0.6398,1.4783,0.9487,0.6418,1.7698,1.2065,0.6818,0.0211,1.6877,-0.8301,0.025,0.2662,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0276,0.006,0.0778,0.3273,-0.9555,-0.0209,0.002,0.0445,0.1795,-1.2707,0.0363,0.0202,0.1423,0.6443,-1.0356,0.1604,0.0051,0.0711,0.3131,0.1184,-1.3199,0.7605,0.1722,-0.5762,-0.1304,0.2264,1.7462,0.5466,1.0932,0.313,0.626,2,3.0494,0.2988,1.195,0.098,0.3919,4.0001,1.5919,0.4879,-3.8041,0.3065,-2.3896,-7.7976,2.1171,0.5288,0.4712,0.2498,0.2226,0.8912,1.8232,0.508,1.0453,0.2786,0.5733,2.0578,0.0011,0.2282,0.114,0.3502,0.0873,-0.134,0.0914,0.036,0.6356,0,0.0016,0.0047,0.9927,0.355,0,0.001,0.0036,0.99,0.6727,0,0.0016,0.0045,0.9933,1.7903,0.9448,0.5277,1.4969,0.9952,0.6648,2.2406,0.9904,0.442,1.7946,0.9454,0.5268,1.7897,0.9459,0.5285,1.2999,1.0243,0.788,0.0211,1.6633,-0.9492,-0.9616,0.9356,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1508,0.5245,0.7242,5.5384,-0.2495,0.0256,0.1153,0.3395,2.2809,-0.3865,0.0634,2.9806,1.7264,16.3705,-0.7345,0.781,3.0379,1.743,10.5009,0.0052,5.8824,2.3777,0.1931,0.4042,0.0328,0.0812,2.133,0.4195,0.4155,0.1967,0.1948,0.9905,4.5496,0.176,0.1727,0.0387,0.038,0.9811,1.7391,0.1595,-20.0717,0.0917,-11.5411,-125.8412,2.6945,0.4697,0.4199,0.1743,0.1558,0.8941,2.4282,0.3383,0.5274,0.1393,0.2172,1.559,0.0034,1.1334,0.6252,0.8421,0.5626,0.6838,0.4172,0.3405,-0.4005,0,0.0027,0.4043,?,0.5497,0,0.0013,0.0041,0.9925,-0.5233,0,0.0034,0.5293,?,-0.7287,0.7654,-1.0504,2.0671,0.7924,0.3834,4.2728,0.628,0.147,-0.7385,0.7639,-1.0345,0,1,0,97.8919,0.7639,0.0078,0.0179,1.4735,0.7001,-0.9218,-0.8652,TASCA_SINISTRA_DAVANTI_PANTALONI
-4.2412,17.9869,4.2411,12.9601,-21.2231,-3.2374,1.123,1.0597,4.3167,?,1.1267,9.7691,3.1256,9.1843,-0.7587,7.0042,9.5589,3.0918,9.525,0.2847,1.3101,-3.7642,-0.6055,-2.8732,-0.4622,0.1609,4.002,1.3569,1.3717,0.3391,0.3428,1.0109,16.0164,1.8412,1.8817,0.115,0.1175,1.022,2.8672,3.1239,-3.2647,1.0895,-1.1386,-1.0451,0,0.1117,0.0438,0,0,0.3922,3.0023,1.4111,1.3606,0.47,0.4532,0.9642,0.1136,10.4044,-0.6479,-0.4927,-0.9692,-0.0915,0.5172,0.5899,-0.0131,0.0575,0.2398,0.6195,-1.076,0.3551,0.0123,0.1108,0.3052,0.3799,0.3374,0.0169,0.13,0.3942,0.1364,-0.0369,-0.0388,1.0522,2.1643,1.8455,0.8527,4.684,3.406,0.7271,-1.7168,-5.1574,3.0041,0.6062,0.6538,1.0786,2.0296,1.5717,0.7744,0.0102,0.9134,-0.9937,0.9046,-0.8882,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0128,0.0729,0.2699,0.9246,-0.5865,-0.0186,0.0093,0.0962,0.5815,-1.9308,-0.0519,0.1898,0.4356,2.7287,-6.752,0.3664,0.1408,0.3752,2.3579,0.0207,-0.6902,-0.2472,0.035,0.3581,-0.0507,-0.1417,2.8055,0.6197,0.7194,0.2209,0.2564,1.1609,7.8709,0.384,0.5175,0.0488,0.0657,1.3477,0.8923,0.1438,-6.868,0.1612,-7.697,-47.7547,2.9378,1.6558,0.2421,0.5636,0.0824,0.1462,1.5902,0.3389,0.3921,0.2131,0.2466,1.1572,0.0012,0.5094,0.1167,-0.1808,0.1346,0.66,-0.6008,-0.8921,-0.5382,0,0.0067,0.5449,?,0.4312,0.0001,0.0089,0.0286,0.9365,-0.5064,0.0002,0.0127,0.5352,?,-1.2483,1.0628,-0.8514,0.7559,0.5303,0.7016,0.5714,0.2812,0.4922,-1.2929,1.0182,-0.7875,0,1,0,19.0627,1.0182,0.0534,0.0178,1.4759,0.9967,-0.9997,-0.9971,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.0632,12.2357,3.498,14.4179,-2.086,-2.9043,1.1454,1.0702,4.9038,?,-0.4929,5.7399,2.3958,9.7683,-1.9902,5.1681,2.2207,1.4902,6.6788,0.3226,0.3661,2.1571,-0.2057,5.8924,-0.562,-0.0954,3.2684,1.46,2.3473,0.4467,0.7182,1.6077,10.6825,2.1317,5.5098,0.1996,0.5158,2.5847,1.9874,1.499,-3.0646,0.7543,-1.542,-2.0444,0,1.4302,0.4739,0,0,0.3313,2.9401,1.476,2.1587,0.502,0.7342,1.4626,0.0652,7.8624,-0.7726,0.296,-0.4737,-0.5296,0.3178,-0.5489,-0.1894,0.0333,0.1825,0.4974,-29.6561,0.2563,0.0048,0.0692,0.2301,0.4397,0.5635,0.0262,0.162,0.4912,0.2924,-0.7389,-0.336,0.4548,2.636,1.1268,0.4275,6.9483,1.2696,0.1827,-2.6637,-2.3708,0.89,0.0395,0.0234,0.5917,2.1613,1.0125,0.4685,0.0135,1.0112,-0.9721,0.9074,-0.9078,TASCA_SINISTRA_DAVANTI_PANTALONI
-2.9977,1.1578,1.076,4.6852,?,-2.3753,0.5407,0.7353,3.5173,?,-2.5169,0.5955,0.7717,3.9861,?,4.7747,0.4588,0.6773,2.3187,0.6086,1.262,1.191,-0.6278,0.9437,-0.4975,-0.5271,1.4634,1.3943,1.5887,0.9528,1.0856,1.1394,2.1415,1.9442,2.5238,0.9078,1.1785,1.2981,1.3321,1.1754,-1.2997,0.8824,-0.9757,-1.1057,1,1,0,1,0,0,1.3321,1.1754,2.0206,0.8824,1.5169,1.7191,0.1041,7.8898,-0.3702,-0.2412,-0.5715,0.3902,-0.36,-0.4993,-0.3603,0.0049,0.0698,0.431,?,0.4512,0.0072,0.085,0.2296,0.5756,0.3693,0.0421,0.2052,0.6266,0.0305,-0.7986,-0.9758,1.2218,0.8208,0.34,0.4142,0.6737,0.1156,0.1715,-1.384,-21.8432,15.7822,0,0,0.837,1.8768,0.6878,0.3665,0.0156,1.1808,-0.9668,0.8376,-0.9364,TASCA_SINISTRA_DAVANTI_PANTALONI
-2.7115,2.2982,1.516,5.6858,?,-2.9762,1.0632,1.0311,5.2446,?,-0.1821,2.8528,1.689,5.8716,-1.1333,4.5208,2.0205,1.4214,6.3173,0.1001,0.9111,14.888,-0.5998,16.3416,-0.6583,-0.0403,1.4702,0.8976,1.0665,0.6105,0.7254,1.1882,2.1615,0.8056,1.1374,0.3727,0.5262,1.4119,1.0841,1.8228,-8.0905,1.6814,-7.4629,-4.4385,1,0,0,0,0,0.3921,1.0841,0.9684,0.9,0.8932,0.8302,0.9294,0.0806,7.164,0.3706,-0.5683,-0.839,-0.411,-0.7544,0.4654,-0.0629,0.0298,0.1726,0.4882,-2.5714,0.2404,0.0004,0.019,0.0508,0.808,0.6179,0.0152,0.1232,0.3743,0.5067,-0.2618,-0.1019,0.3891,9.0728,1.401,0.1544,82.3149,1.9627,0.0238,-1.6431,-0.9144,0.5565,0.5163,0.1802,0.349,9.6045,1.3043,0.1358,0.0133,1.013,-0.4831,0.9966,-0.4301,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.8227,7.9116,2.8127,9.8176,-4.8435,-2.4904,3.7924,1.9474,6.3891,-50.5304,-0.3521,8.6299,2.9377,8.4148,-1.0983,4.8182,6.7671,2.6014,9.3476,0.1016,0.7319,5.1767,-0.3783,7.0732,-0.5169,-0.0731,1.4444,0.9575,1.0813,0.6629,0.7486,1.1293,2.0862,0.9168,1.1691,0.4394,0.5604,1.2753,1.2989,1.8475,-7.695,1.4224,-5.9245,-4.1651,13.5504,0.4189,0.1615,0.0309,0.0119,0.3854,1.5366,1.1667,1.0503,0.7593,0.6835,0.9002,0.0621,7.6038,0.8312,-0.7709,-0.8056,-0.5087,-0.9387,0.4722,0.1287,0.0233,0.1527,0.5458,-1.021,0.2232,0.0075,0.0868,0.2685,0.3245,0.6172,0.006,0.0773,0.3317,0.525,0.5764,0.2084,0.3616,1.7595,1.9765,1.1233,3.0957,3.9064,1.2619,-2.1382,-0.7521,0.3518,0.6795,0.3867,0.5691,2.0327,1.6453,0.8094,0.0134,1.0274,-0.9762,0.8869,-0.849,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.4387,7.0512,2.6554,16.1246,-1.3157,2.0871,6.7682,2.6016,11.1662,-0.5166,-1.1524,10.9211,3.3047,20.0044,-0.6497,4.9202,6.4091,2.5316,14.3428,0.0563,-0.2102,0.3807,-0.0892,-1.8111,0.4242,-0.2342,1.0207,0.8035,1.0489,0.7872,1.0276,1.3054,1.0418,0.6456,1.1002,0.6197,1.056,1.704,2.4086,1.1629,-10.709,0.4828,-4.4462,-9.2093,0.9458,0.5742,0.4582,0.6072,0.4844,0.7979,1.4441,0.8061,1.1242,0.5582,0.7785,1.3947,0.0495,7.1236,0.106,-0.1306,0.0163,-0.2704,0.2616,0.2344,-0.0704,0.0003,0.0163,0.1043,?,0.6706,0.0009,0.0306,0.1158,0.8363,-0.191,0.004,0.0634,0.3254,?,-0.105,0.3686,-3.5118,0.5319,0.2563,0.4819,0.2829,0.0657,0.2323,-0.1763,0.3205,-1.8182,0,1,0,0.9005,0.3205,0.356,0.0143,0.932,-0.2051,-0.4607,0.9336,TASCA_SINISTRA_DAVANTI_PANTALONI
3.556,11.0596,3.3256,15.3041,-0.382,-1.1621,5.714,2.3904,11.5426,-1.2489,-1.0524,3.4681,1.8623,8.3534,-1.3882,5.5007,5.087,2.2554,9.5074,0.1527,-3.06,-3.379,0.6465,1.1042,-0.2113,-0.1913,1.3912,1.7858,1.4745,1.2836,1.0598,0.8257,1.9355,3.1889,2.1741,1.6476,1.1233,0.6818,0.66,0.8712,-2.4684,1.3201,-3.7402,-2.8332,2.1575,3.1659,0.9869,1.4674,0.4574,0.3117,1.3259,1.8321,1.6097,1.3818,1.2141,0.8786,0.0827,8.048,0.5345,0.066,0.6215,-0.2768,0.3006,-0.0342,-0.2836,0.0006,0.0242,0.3064,?,-0.2666,0.0126,0.1122,0.5873,?,-0.8081,0.0114,0.1069,0.9443,?,1.0635,0.3509,0.33,0.2156,0.2263,1.0495,0.0465,0.0512,1.1014,0.5217,0.3245,0.6219,1,1,1,0.5217,0.3245,0.6219,0.0191,1.3583,0.1317,-0.5329,-0.8501,TASCA_SINISTRA_DAVANTI_PANTALONI
