@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
0.0347,0.0152,0.1233,0.5423,-0.4852,-0.0049,0.0105,0.1025,0.373,-1.3612,0.0423,0.0043,0.0652,0.3297,-0.5292,0.1677,0.0049,0.0698,0.3483,0.1026,-7.04,0.8188,0.2067,-0.1163,-0.0294,0.2525,1.2032,1.8909,1.7668,1.5716,1.4684,0.9344,1.4476,3.5754,3.1215,2.4698,2.1563,0.873,0.8239,1.5525,-4.4459,1.8843,-5.396,-2.8637,2.3115,1.6933,0.9406,0.7326,0.4069,0.5555,1.4539,1.6446,1.5568,1.1311,1.0707,0.9466,0.0012,0.2507,-0.0069,0.2031,0.4372,-0.1252,-0.1965,0.3803,0.6739,0,0.0006,0.0021,0.9968,0.3103,0,0.0016,0.0051,0.9836,0.6105,0,0.002,0.0065,0.9893,2.1715,1.1038,0.5083,0.3714,0.3091,0.8324,0.1379,0.0955,0.6928,2.1865,1.1082,0.5068,2.1575,1.0999,0.5098,0.4175,0.3281,0.7859,0.0204,1.5948,-0.6697,0.7348,-0.8233,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0243,0.0078,0.0881,0.4185,-1.6115,0.015,0.008,0.0896,0.3418,-0.749,0.015,0.005,0.0707,0.3508,-0.9039,0.1367,0.0031,0.0561,0.2625,0.1295,-1.6157,-1.6239,-0.1776,1.0051,0.1099,0.1094,0.9833,1.246,1.5702,1.2672,1.5969,1.2602,0.9669,1.5526,2.4656,1.6058,2.55,1.588,1.7646,1.5506,-6.6143,0.8787,-3.7484,-4.2657,0.8202,0.8697,0.5315,1.0604,0.648,0.6111,1.2246,1.1929,1.5945,0.9741,1.302,1.3366,0.0007,0.2076,-0.673,0.4098,-0.4109,-0.2812,0.2018,-0.1374,0.2132,0,0.0008,0.0025,0.9886,-0.6991,0,0.0011,0.7004,?,-0.3206,0,0.0012,0.3219,?,-0.3049,-0.6648,2.1803,0.6939,0.6646,0.9578,0.4815,0.4418,0.9174,-0.3027,-0.6588,2.1763,0,0,1,0.0035,0.0076,2.1763,0.0163,1.2329,0.733,-0.1421,-0.5916,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.1823,4.6977,2.1674,13.5001,-1.417,0.4637,2.7193,1.649,6.6245,-0.6938,-0.7964,7.0674,2.6585,12.8261,-0.9967,3.2568,4.7605,2.1819,9.4587,0.0869,-0.3931,0.2289,-0.056,-0.5823,0.1424,-0.2445,1.3144,0.8153,0.9934,0.6203,0.7558,1.2184,1.7275,0.6647,0.9868,0.3848,0.5712,1.4846,2.9168,1.2362,-8.7969,0.4238,-3.016,-7.116,1.4281,0.8695,0.5392,0.6088,0.3776,0.6201,2.0379,1.0526,1.4273,0.5165,0.7004,1.356,0.0196,4.9616,-0.007,0.3049,-0.2076,-0.5765,0.3007,-0.4106,-0.2077,0.0004,0.0208,0.2419,?,-0.5633,0.0037,0.0605,0.6897,?,-0.5983,0.0001,0.0101,0.618,?,0.3687,0.3472,0.9416,0.3441,2.0585,5.9819,0.1184,4.2374,35.7828,0.3507,0.3914,1.1161,1,1,1,0.3507,0.3914,1.1161,0.0177,1.3693,-0.5192,0.6111,0.0722,TASCA_SINISTRA_DAVANTI_PANTALONI
-3.1681,3.9679,1.992,8.4865,-12.4581,-4.3522,8.2428,2.871,8.3802,-11.8504,1.7498,13.7217,3.7043,14.2339,-0.8457,6.9772,9.2917,3.0482,11.5566,0.107,0.7279,-1.8105,-0.4541,-2.4873,-0.6238,0.2508,0.6938,0.5377,0.6535,0.7751,0.9419,1.2152,0.4814,0.2892,0.427,0.6007,0.8871,1.4768,1.0165,1.2045,-5.6748,1.1849,-5.5824,-4.7111,0.967,0.0818,0.0487,0.0846,0.0504,0.5959,1.0127,0.5962,0.7343,0.5887,0.7251,1.2317,0.1179,11.1457,0.7539,-0.5937,-0.7855,-0.5889,-0.9073,0.7082,-0.2183,0.0645,0.2539,0.6902,-3.0907,0.287,0.015,0.1224,0.3497,0.1347,0.3942,0.0049,0.0703,0.2065,0.5798,-0.7608,-0.5539,0.7281,2.0741,3.6089,1.74,4.3019,13.0245,3.0276,-9.577,-1.8302,0.1911,0.4175,0.3433,0.8224,1.9736,3.3421,1.6934,0.0111,0.9559,0.8434,0.9344,0.9538,TASCA_SINISTRA_DIETRO_PANTALONI
-3.6761,2.8453,1.6868,6.3689,?,-5.6708,5.2581,2.2931,9.7561,-93.8673,1.6691,12.145,3.485,10.931,-0.667,7.8566,6.9801,2.642,9.8764,0.2413,0.6482,-2.2025,-0.4679,-3.3975,-0.7218,0.2124,0.7356,0.484,0.6385,0.658,0.8679,1.3191,0.5411,0.2343,0.4076,0.4329,0.7533,1.7399,0.6598,1.4562,-2.0273,2.2071,-3.0727,-1.3922,0,0,0,0.0157,0.0079,0.5037,0.6528,0.5826,0.6449,0.8925,0.9878,1.1068,0.145,12.7486,0.5016,-0.7294,-0.7866,-0.7839,-0.87,0.9155,0.0053,0.0704,0.2653,0.8097,-1.5519,0.2672,0.0025,0.05,0.1657,0.5225,0.3954,0.0018,0.0419,0.1933,0.5495,0.0199,0.0135,0.6757,5.3006,6.329,1.194,28.0961,40.0557,1.4257,-2.7161,-2.0889,0.7691,0.9145,0.7396,0.8088,4.8871,4.1892,0.8572,0.0099,0.8965,-0.7491,0.6273,-0.0328,TASCA_SINISTRA_DIETRO_PANTALONI
-2.6221,6.3114,2.5122,9.0101,-6.0056,-4.9521,9.6084,3.0997,11.1842,-6.3491,0.666,15.0374,3.8778,15.7741,-0.445,7.1911,11.0881,3.3299,12.8357,0.1504,0.5295,-3.937,-0.3646,-7.4356,-0.6887,0.0926,0.8105,0.6479,0.7545,0.7994,0.9309,1.1645,0.6569,0.4197,0.5692,0.639,0.8666,1.3562,0.7994,1.59,-3.3985,1.989,-4.2514,-2.1375,0.8451,0.1178,0.0851,0.1394,0.1007,0.7225,0.8056,0.5712,0.702,0.709,0.8713,1.2289,0.1176,10.7132,0.5267,-0.7121,-0.854,-0.2713,-0.7375,0.7325,-0.1634,0.0641,0.2532,0.6938,-2.7906,0.2105,0.0139,0.118,0.3465,-0.0396,0.4232,0.0139,0.1181,0.3068,0.4299,-0.7762,-0.3862,0.4975,2.1457,2.1439,0.9992,4.6041,4.5963,0.9983,38.6934,-2.2081,-0.0571,0.5491,0.3401,0.6194,2.0021,2.2614,1.1295,0.0104,0.8895,0.3843,0.8886,0.7507,TASCA_SINISTRA_DIETRO_PANTALONI
-4.7744,6.8991,2.6266,11.7878,-32.2718,-3.3016,8.0204,2.832,10.365,-6.1641,0.1449,8.01,2.8302,11.0581,-0.8021,7.1332,5.764,2.4008,9.6285,0.1832,1.4461,-32.9532,-0.6693,-22.7881,-0.4629,0.0203,0.9275,0.9281,1.094,1.0006,1.1796,1.1788,0.8602,0.8613,1.1969,1.0013,1.3915,1.3897,1.282,2.323,-5.2941,1.812,-4.1294,-2.279,0.2449,0.0577,0.0301,0.2358,0.1227,0.5205,1.1373,1.066,1.2243,0.9373,1.0765,1.1485,0.121,10.6195,-0.1664,-0.1955,-0.7197,-0.4231,-0.4473,0.3665,-0.2889,0.0405,0.2012,0.5834,-5.2518,0.048,0.004,0.0635,0.2092,-0.5198,0.5825,0.0319,0.1785,0.5104,0.336,-6.018,-0.496,0.0824,3.1681,1.1273,0.3558,10.0367,1.2708,0.1266,6.8478,-1.8973,-0.2771,0.6777,0.1214,0.1791,2.7879,1.1429,0.41,0.0136,0.956,-0.8388,0.8414,-0.4347,TASCA_SINISTRA_DIETRO_PANTALONI
-1.0179,2.847,1.6873,7.6282,-3.027,2.1298,2.8336,1.6833,6.7129,-0.3337,-2.2879,4.6542,2.1574,9.3241,-1.1357,4.4232,1.5767,1.2557,4.6922,0.2624,-0.478,0.4449,-0.2301,-0.9309,0.4815,-0.5172,1.0024,0.7821,1.3438,0.7803,1.3406,1.7181,1.0047,0.6117,1.8057,0.6088,1.7972,2.9519,3.4142,1.1564,-3.435,0.3387,-1.0061,-2.9703,0.3763,0.4339,0.2978,1.1529,0.7912,0.6863,1.1364,0.8181,1.6257,0.7199,1.4307,1.9872,0.0685,6.5725,0.6161,-0.1112,0.0037,-0.3098,0.5866,-0.3541,0.444,0.0064,0.0801,0.2435,0.5622,-0.365,0.0003,0.0187,0.387,?,-0.1745,0.0001,0.0119,0.1945,?,-1.2163,-2.5446,2.0921,4.289,6.7061,1.5635,18.3956,44.9713,2.4447,-0.8082,-1.6082,1.9899,0,0,1,0.6293,1.2523,1.9899,0.0125,0.9835,-0.9357,-0.4819,0.4574,TASCA_SINISTRA_DIETRO_PANTALONI
2.0195,8.6118,2.9346,10.3881,-0.3927,2.1479,7.6731,2.77,11.9361,-0.6437,-1.006,5.5679,2.3596,9.9841,-1.1257,5.2394,4.1054,2.0262,9.5179,0.1091,0.9402,-2.0073,0.3854,-2.135,0.41,-0.192,1.0594,1.2437,1.4483,1.1739,1.3671,1.1646,1.1223,1.5467,2.0977,1.3781,1.869,1.3563,0.6267,0.554,-2.5122,0.884,-4.0086,-4.5344,1.0271,1.5881,0.6981,1.5461,0.6797,0.4396,0.8703,1.0405,1.0914,1.1955,1.2541,1.049,0.0636,8.2136,0.6866,0.3285,0.803,0.3391,0.5822,0.1826,0.1531,0.0342,0.1849,0.5141,-0.2714,-0.3127,0.0089,0.0945,0.4142,?,-0.2217,0.0376,0.194,0.6203,-36.9923,-0.4898,-0.6909,1.4106,1.9556,0.9528,0.4872,3.8242,0.9078,0.2374,0.265,0.1817,0.6858,0,24.7666,0,1.2413,0.8288,0.6677,0.0084,0.7358,-0.9805,0.9773,-0.9814,TASCA_SINISTRA_DIETRO_PANTALONI
-0.0034,0.0183,0.1353,0.5337,-1.1134,-0.0235,0.005,0.071,0.3246,-1.6918,0.0567,0.0036,0.0602,0.3128,-0.2831,0.1554,0.0066,0.0814,0.3084,0.069,0.1435,-0.0594,-0.0217,-0.4142,-0.1513,0.3652,1.9046,2.2495,1.6625,1.1811,0.8729,0.739,3.6276,5.0603,2.7639,1.395,0.7619,0.5462,1.3781,4.0736,-12.2994,2.9558,-8.9247,-3.0193,2.0942,1.0359,0.7623,0.4946,0.364,0.7359,1.6441,1.7061,1.7305,1.0377,1.0525,1.0143,0.0013,0.2324,-0.1284,-0.4535,-0.1711,-0.1936,-0.3555,0.5224,0.3658,0,0.0011,0.0033,0.9911,-0.5838,0,0.0005,0.5849,?,0.0593,0,0.0017,0.0063,0.8971,-0.6265,6.1704,-9.8489,2.1725,0.6075,0.2796,4.72,0.369,0.0782,-0.6236,6.6298,-10.6312,0,6.0005,0,0.0056,0.5166,92.6495,0.0141,1.0089,0.4045,0.3544,0.8994,TASCA_SINISTRA_DIETRO_PANTALONI
-0.3715,0.0308,0.1755,0.7991,?,0.5282,0.0566,0.2379,0.9005,0.155,0.0255,0.0234,0.153,0.6631,-0.9758,0.6834,0.0615,0.2479,0.8446,0.2421,-0.7034,-14.5956,-0.5437,20.7499,0.7729,0.0372,0.7376,1.1468,0.7077,1.5547,0.9595,0.6171,0.5441,1.3151,0.5009,2.4171,0.9206,0.3808,-4.8384,2.4401,-2.9614,-0.5043,0.6121,-1.2136,0,0,0,3.1754,0.9562,0.3011,0.8874,1.2051,0.9461,1.3581,1.0661,0.785,0.0132,1.0247,-0.2585,-0.1124,-0.63,-0.165,0.904,-0.0975,0.3431,0.0003,0.0165,0.0528,0.8565,-0.6012,0.0002,0.0131,0.6178,?,-0.0863,0.0001,0.009,0.1049,?,-0.5707,-3.9766,6.9681,1.2594,1.8411,1.4618,1.5862,3.3897,2.137,-0.5102,-3.0042,5.8877,0,0,1,0.0855,0.5032,5.8877,0.0142,1.0306,0.9513,-0.9893,-0.9505,TASCA_SINISTRA_DIETRO_PANTALONI
0.0075,0.0276,0.1661,0.6573,-0.8167,-0.0459,0.0041,0.0643,0.2817,-1.7882,0.0279,0.0061,0.0782,0.393,-0.8144,0.1844,0.0068,0.0825,0.3386,0.1335,-0.1633,0.2685,0.0407,-1.6441,-0.2492,0.1516,2.5855,2.1254,2.0139,0.822,0.7789,0.9475,6.685,4.5174,4.0559,0.6757,0.6067,0.8978,1.6359,1.6753,-5.6626,1.0241,-3.4615,-3.3801,3.5819,1.6706,0.9258,0.4664,0.2585,0.5542,2.3338,1.6727,1.9411,0.7167,0.8317,1.1605,0.0012,0.272,-0.4299,-0.1834,0.1929,-0.2425,-0.3191,0.2437,0.3201,0,0.0013,0.0043,0.9867,-0.5933,0,0.0006,0.5944,?,-0.0096,0,0.0012,0.0117,?,-0.5395,-33.3025,61.725,2.4017,1.0733,0.4469,5.7679,1.1521,0.1997,-0.5343,-27.1436,50.8014,0,0,1,0.0072,0.3645,50.8014,0.0153,0.923,0.5533,-0.6042,-0.3691,TASCA_SINISTRA_DIETRO_PANTALONI
-0.4346,5.5888,2.3641,9.3605,-1.6871,1.734,5.0519,2.2476,10.4734,-0.3067,-3.3522,5.1765,2.2752,13.9959,-1.0376,5.1972,3.2392,1.7998,7.4408,0.2403,-0.2506,0.1297,-0.0836,-0.5173,0.3337,-0.645,1.0518,1.0391,1.3135,0.9879,1.2488,1.2641,1.1063,1.0796,1.7253,0.9759,1.5596,1.5981,2.3906,0.8246,-2.4965,0.3449,-1.0443,-3.0275,0.4346,0.5071,0.3556,1.1669,0.8183,0.7013,0.8937,0.6688,1.258,0.7483,1.4076,1.881,0.0775,7.8133,-0.4213,-0.0841,-0.6147,0.246,0.4466,-0.2255,0.4874,0.0039,0.0623,0.1844,0.6874,-0.1885,0.0013,0.0358,0.2395,?,-0.01,0.0025,0.0498,0.176,-2.0031,-2.586,-48.834,18.8843,1.7423,1.2514,0.7183,3.0357,1.5661,0.5159,-1.6933,-3.4547,2.0402,0,10.0672,0,0.7701,1.048,1.3608,0.0107,0.7167,0.4642,-0.0249,0.5507,TASCA_GIACCA_ALTA
0.6364,8.5385,2.9221,11.5185,-0.9449,0.4032,6.124,2.4747,9.1239,-0.5874,-2.3976,13.413,3.6624,14.1499,-2.4106,5.234,6.9971,2.6452,10.0726,0.1138,1.5781,-0.2654,0.1216,-0.1682,0.077,-0.4581,1.1808,0.7979,1.1047,0.6757,0.9355,1.3845,1.3943,0.6366,1.2203,0.4566,0.8752,1.917,1.6575,0.5596,-4.3272,0.3376,-2.6107,-7.7333,1.0304,1.4275,0.5211,1.3854,0.5057,0.365,1.2624,0.814,1.1435,0.6448,0.9058,1.4048,0.0513,7.8851,-0.3213,0.6705,-0.4279,-0.629,0.7445,-0.7376,0.3785,0.0089,0.0944,0.3054,0.4623,-0.1591,0.0073,0.0852,0.2714,?,-0.0404,0.0048,0.0692,0.2067,-2.6129,-2.3794,-9.3668,3.9366,1.1082,1.3643,1.2311,1.2281,1.8612,1.5155,-0.9673,-1.7562,1.8155,0,9.9263,0,1.1252,1.4774,1.313,0.0084,0.6033,-0.7736,-0.6983,0.9875,TASCA_GIACCA_ALTA
0.7482,7.1806,2.6797,12.5571,-1.7943,1.8672,6.9314,2.6327,9.684,-0.4342,-2.6918,7.5984,2.7565,15.0274,-4.5263,5.2665,5.2662,2.2948,11.6846,0.1349,0.4007,-0.278,0.1421,-0.6937,0.3545,-0.5111,1.0178,0.9721,1.1677,0.9551,1.1473,1.2012,1.036,0.945,1.3635,0.9122,1.3162,1.4429,2.7504,0.6551,-4.4239,0.2382,-1.6084,-6.7529,0.6655,1.6526,0.3327,2.4832,0.4999,0.2013,1.2967,0.8356,1.0747,0.6444,0.8288,1.2861,0.0686,7.8666,-0.1116,0.0429,-0.1322,-0.1061,0.6072,-0.5629,0.519,0.0043,0.0659,0.2117,0.6623,-0.2124,0.0021,0.0458,0.2707,?,-0.0293,0.0025,0.0495,0.1862,-3.3208,-2.4435,-17.7057,7.2461,1.4405,1.3315,0.9244,2.0749,1.773,0.8545,-1.5341,-2.902,1.8917,0,14.55,0,0.7821,1.137,1.4539,0.0115,0.7765,-0.2907,-0.2738,0.8647,TASCA_GIACCA_ALTA
-0.4346,5.5888,2.3641,9.3605,-1.6871,1.734,5.0519,2.2476,10.4734,-0.3067,-3.3522,5.1765,2.2752,13.9959,-1.0376,5.1972,3.2392,1.7998,7.4408,0.2403,-0.2506,0.1297,-0.0836,-0.5173,0.3337,-0.645,1.0518,1.0391,1.3135,0.9879,1.2488,1.2641,1.1063,1.0796,1.7253,0.9759,1.5596,1.5981,2.3906,0.8246,-2.4965,0.3449,-1.0443,-3.0275,0.4346,0.5071,0.3556,1.1669,0.8183,0.7013,0.8937,0.6688,1.258,0.7483,1.4076,1.881,0.0775,7.8133,-0.4213,-0.0841,-0.6147,0.246,0.4466,-0.2255,0.4874,0.0039,0.0623,0.1844,0.6874,-0.1885,0.0013,0.0358,0.2395,?,-0.01,0.0025,0.0498,0.176,-2.0031,-2.586,-48.834,18.8843,1.7423,1.2514,0.7183,3.0357,1.5661,0.5159,-1.6933,-3.4547,2.0402,0,10.0672,0,0.7701,1.048,1.3608,0.0107,0.7167,0.4642,-0.0249,0.5507,TASCA_GIACCA_ALTA
0.6364,8.5385,2.9221,11.5185,-0.9449,0.4032,6.124,2.4747,9.1239,-0.5874,-2.3976,13.413,3.6624,14.1499,-2.4106,5.234,6.9971,2.6452,10.0726,0.1138,1.5781,-0.2654,0.1216,-0.1682,0.077,-0.4581,1.1808,0.7979,1.1047,0.6757,0.9355,1.3845,1.3943,0.6366,1.2203,0.4566,0.8752,1.917,1.6575,0.5596,-4.3272,0.3376,-2.6107,-7.7333,1.0304,1.4275,0.5211,1.3854,0.5057,0.365,1.2624,0.814,1.1435,0.6448,0.9058,1.4048,0.0513,7.8851,-0.3213,0.6705,-0.4279,-0.629,0.7445,-0.7376,0.3785,0.0089,0.0944,0.3054,0.4623,-0.1591,0.0073,0.0852,0.2714,?,-0.0404,0.0048,0.0692,0.2067,-2.6129,-2.3794,-9.3668,3.9366,1.1082,1.3643,1.2311,1.2281,1.8612,1.5155,-0.9673,-1.7562,1.8155,0,9.9263,0,1.1252,1.4774,1.313,0.0084,0.6033,-0.7736,-0.6983,0.9875,TASCA_GIACCA_ALTA
0.7482,7.1806,2.6797,12.5571,-1.7943,1.8672,6.9314,2.6327,9.684,-0.4342,-2.6918,7.5984,2.7565,15.0274,-4.5263,5.2665,5.2662,2.2948,11.6846,0.1349,0.4007,-0.278,0.1421,-0.6937,0.3545,-0.5111,1.0178,0.9721,1.1677,0.9551,1.1473,1.2012,1.036,0.945,1.3635,0.9122,1.3162,1.4429,2.7504,0.6551,-4.4239,0.2382,-1.6084,-6.7529,0.6655,1.6526,0.3327,2.4832,0.4999,0.2013,1.2967,0.8356,1.0747,0.6444,0.8288,1.2861,0.0686,7.8666,-0.1116,0.0429,-0.1322,-0.1061,0.6072,-0.5629,0.519,0.0043,0.0659,0.2117,0.6623,-0.2124,0.0021,0.0458,0.2707,?,-0.0293,0.0025,0.0495,0.1862,-3.3208,-2.4435,-17.7057,7.2461,1.4405,1.3315,0.9244,2.0749,1.773,0.8545,-1.5341,-2.902,1.8917,0,14.55,0,0.7821,1.137,1.4539,0.0115,0.7765,-0.2907,-0.2738,0.8647,TASCA_GIACCA_ALTA
