@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
-1.779,9.3572,3.0589,16.3247,-1.3378,0.0497,7.1239,2.6691,14.8893,-1.1597,-1.5357,6.3012,2.5102,24.3083,-1.211,4.5459,7.6427,2.7645,14.3592,0.0194,-35.8218,1.1584,-0.3913,-0.0323,0.0109,-0.3378,1.1461,1.2186,1.1065,1.0633,0.9655,0.908,1.3135,1.485,1.2243,1.1306,0.9321,0.8245,1.1684,0.7017,-32.8134,0.6005,-28.0837,-46.7656,1.0129,0.6351,0.4768,0.627,0.4708,0.7508,1.0964,0.6716,1.1369,0.6125,1.0369,1.6929,0.0082,6.9055,-0.1655,0.3989,-0.5968,-0.3957,0.232,-0.5653,-0.4746,0.0067,0.0818,0.5642,?,-0.334,0.004,0.0635,0.4141,?,0.62,0.004,0.063,0.249,0.6627,1.421,-0.7654,-0.5386,1.288,1.2982,1.008,1.6588,1.6854,1.016,1.3625,-1.1534,-0.8466,1,0,0,1.3625,2.2656,1.6629,0.0029,1.4286,-0.3074,0.564,0.4067,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
-0.2733,3.5019,1.8713,10.5957,-1.9411,-0.4656,1.8616,1.3644,7.4839,-1.7709,-0.5589,1.4742,1.2142,6.3621,-1.9021,2.3169,2.0733,1.4399,7.9384,0.055,0.587,0.489,-0.118,0.833,-0.2009,-0.2412,1.3715,1.5413,1.2996,1.1237,0.9476,0.8432,1.8811,2.3755,1.689,1.2628,0.8979,0.711,1.4621,1.677,-15.1407,1.147,-10.3556,-9.0282,1.3338,1.6434,0.4289,1.2321,0.3215,0.261,1.4158,1.6654,1.3347,1.1763,0.9428,0.8014,0.0027,3.5003,0.3284,0.3536,-0.6257,0.0461,-0.4826,-0.3816,-0.4618,0.0019,0.0432,0.5135,?,-0.3335,0.0015,0.0382,0.3836,?,0.5479,0.002,0.0449,0.2041,0.6783,1.3847,-0.8428,-0.6087,1.1299,0.9624,0.8518,1.2767,0.9262,0.7255,1.3386,-1.1927,-0.8911,1,0,0,1.3386,2.5152,1.879,0.0028,1.3432,0.3225,0.3152,0.7348,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
0.8057,9.3008,3.0497,13.2515,-0.441,-2.2605,6.5521,2.5597,9.2053,-4.4124,-1.5798,9.8514,3.1387,12.3167,-2.4015,4.9339,9.6152,3.1008,12.955,0.0155,-0.3564,-0.51,0.1633,1.4309,-0.4581,-0.3202,1.1914,0.9717,0.9835,0.8155,0.8255,1.0122,1.4195,0.9441,0.9673,0.6651,0.6814,1.0246,0.5404,0.4663,-19.8982,0.863,-36.8234,-42.6683,5.4071,2.5397,0.6989,0.4697,0.1292,0.2752,1.4396,1.0759,1.0229,0.7474,0.7106,0.9507,0.019,7.5409,-0.2172,-0.748,0.4295,0.3983,-0.7406,-0.6478,0.1915,0.0638,0.2526,0.9424,-0.7643,-0.3345,0.1394,0.3734,0.9371,-4.3528,0.5951,0.011,0.1047,0.3049,0.5701,-0.5725,0.3217,-0.562,0.6765,2.4138,3.5679,0.4577,5.8266,12.73,0.5357,-1.0099,-1.8851,3.0508,0.7532,0.2469,1.0056,3.0911,3.074,0.0047,1.2972,-0.0751,-0.8219,0.4415,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
1.9335,27.6937,5.2625,23.9216,-0.7157,-1.2939,17.8495,4.2249,22.5235,-3.3222,-0.2336,17.4678,4.1794,21.2988,-1.2167,6.1578,30.5597,5.5281,21.1264,0.0063,-1.4944,-8.2778,0.314,5.5393,-0.2101,-0.0379,1.2456,1.2591,0.952,1.0109,0.7643,0.756,1.5515,1.5854,0.9062,1.0219,0.5841,0.5716,0.5764,0.8536,-74.6294,1.4809,-129.475,-87.4303,2.6756,1.4511,0.6558,0.5424,0.2451,0.4519,1.0621,1.1231,1.1323,1.0575,1.0661,1.0082,0.0081,9.2712,-0.5939,0.3387,0.5743,-0.0753,-0.7031,0.1301,-0.0617,0.0613,0.2475,0.6506,-4.8773,-0.2344,0.0047,0.0683,0.3547,-11.3041,-0.8052,0.0287,0.1694,0.954,?,0.2633,0.0767,0.2911,3.6224,1.4613,0.4034,13.122,2.1353,0.1627,1.6569,0.5659,0.3416,3.8402,0,0,1.8344,0.682,0.3718,0.0029,1.2269,-0.403,-0.9732,0.4247,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
1.5005,7.998,2.8281,13.9542,-0.2457,-0.7728,4.9174,2.2175,9.997,-1.3479,-0.5306,1.2873,1.1346,8.145,-0.8357,3.3892,5.846,2.4179,12.2336,0.0189,-1.9415,-2.8279,0.4427,1.4566,-0.228,-0.1566,1.2753,2.4926,1.1697,1.9545,0.9171,0.4693,1.6265,6.213,1.3681,3.8199,0.8411,0.2202,0.4795,0.7421,-11.7041,1.5478,-24.4096,-15.7706,2.631,2.5248,0.8984,0.9596,0.3415,0.3558,1.3958,1.7132,1.1406,1.2274,0.8172,0.6658,0.0062,4.9023,-0.0943,-0.0108,0.7889,0.0999,-0.4191,-0.0198,0.2325,0.0077,0.0879,0.4168,0.2745,-0.0107,0.0184,0.1356,0.3785,-2.3841,0.4679,0.0409,0.2022,0.5886,0.3437,-21.7696,0.497,-0.0228,0.6479,0.4345,0.6706,0.4198,0.1888,0.4497,-0.5913,0.5116,-0.8653,5.1355,0.6406,0.1247,1.101,0.7081,0.6431,0.0018,0.8199,-0.6663,0.7896,-0.9454,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0525,0.019,0.1379,0.7792,-1.0491,-0.046,0.0061,0.0782,0.3628,-2.0788,0.0269,0.0189,0.1374,0.7808,-1.1124,0.2034,0.0082,0.0908,0.4072,0.0672,-1.1432,1.9534,0.2583,-1.7088,-0.226,0.1322,1.7639,1.0038,1.5197,0.5691,0.8616,1.5139,3.1115,1.0077,2.3096,0.3239,0.7423,2.2919,1.6285,0.9702,-13.61,0.5958,-8.3575,-14.0277,3.2269,1.0287,0.8712,0.3188,0.27,0.8468,2.1477,0.9979,1.9136,0.4647,0.891,1.9175,0.0003,0.3046,0.1724,-0.0729,0.2867,-0.237,0.0057,0.1301,-0.1584,0,0.0022,0.1622,?,-0.7557,0,0.0007,0.7574,?,-0.4673,0.0001,0.0076,0.4784,?,0.2097,0.339,1.617,3.0325,0.2971,0.098,9.1962,0.0883,0.0096,0.2141,0.3389,1.5831,1,1,1,0.2141,0.3389,1.5831,0.0031,1.3815,-0.3184,0.8391,-0.032,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
1.6545,8.4448,2.906,16.7535,-0.2316,-0.6142,4.238,2.0586,8.339,-0.9839,-0.5875,2.2637,1.5046,12.7665,-0.7196,3.642,5.142,2.2676,13.9154,0.0286,-2.6937,-2.8163,0.4543,1.0455,-0.1686,-0.1613,1.4116,1.9314,1.2815,1.3682,0.9078,0.6635,1.9927,3.7305,1.6423,1.8721,0.8242,0.4402,0.7617,0.5896,-7.695,0.7741,-10.1025,-13.0509,3.2363,1.8324,0.9496,0.5662,0.2934,0.5183,2.0091,1.3123,1.204,0.6532,0.5993,0.9174,0.0067,5.2125,0.1256,0.1702,0.767,0.14,-0.1729,0.1977,0.2063,0.0111,0.1053,0.4347,0.2278,-0.0479,0.0159,0.1259,0.3262,-4.0432,0.4232,0.0478,0.2187,0.5901,0.2884,-4.3065,0.4874,-0.1132,0.8363,0.4815,0.5758,0.6994,0.2318,0.3315,-0.4903,0.5361,-1.0934,8.702,0.6787,0.078,1.3324,0.7366,0.5528,0.0017,0.7398,-0.5357,0.7488,-0.9352,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
1.3381,18.7888,4.3346,23.1022,-0.9416,0.4748,17.377,4.1686,19.5366,-1.9845,-1.8233,50.856,7.1313,36.9621,-0.8118,6.244,53.3741,7.3058,22.2745,0.0014,2.8179,-0.7339,0.2143,-0.2604,0.076,-0.292,1.0398,0.6078,0.5933,0.5845,0.5706,0.9761,1.0812,0.3695,0.352,0.3417,0.3256,0.9528,0.8625,0.6765,-361.9165,0.7844,-419.6332,-534.9946,1.8176,0.5832,0.5334,0.3209,0.2935,0.9146,1.1825,0.625,1.0372,0.5286,0.8771,1.6594,0.0083,9.9253,-0.3813,-0.9525,0.3829,0.4439,-0.187,-0.2879,0.3406,0.0475,0.218,0.4825,0.233,0.2286,0.0254,0.1593,0.3513,0.1882,0.4737,0.0207,0.1439,0.3253,0.5094,1.4899,0.719,0.4826,1.3686,1.5148,1.1068,1.8729,2.2945,1.2251,1.7989,0.4339,0.2412,1.4536,0.9487,0.6527,1.3736,1.4833,1.0799,0.0023,1.0428,0.9872,0.9974,0.9918,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0163,0.0126,0.1121,0.7308,-2.271,-0.0141,0.0042,0.0649,0.3527,-1.2038,0.0029,0.0187,0.1367,0.6909,-1.1831,0.1708,0.0068,0.0822,0.5045,0.0481,-1.1565,5.5417,0.0954,-4.7919,-0.0825,0.0172,1.7261,0.8198,1.3631,0.475,0.7897,1.6626,2.9793,0.6721,1.858,0.2256,0.6236,2.7643,2.634,1.3551,-19.8943,0.5145,-7.5529,-14.6812,1.3963,0.706,0.4215,0.5056,0.3019,0.5971,2.0724,1.0577,1.4485,0.5104,0.699,1.3695,0.0001,0.2506,-0.4432,0.0672,-0.2463,-0.0699,0.0811,-0.1159,0.6382,0,0.0031,0.0119,0.9816,0.3489,0,0.0064,0.0181,0.9493,0.671,0,0.0021,0.0098,0.9855,1.829,0.9511,0.52,0.485,1.4738,3.0389,0.2352,2.1721,9.2351,1.8713,0.9528,0.5092,1.8098,0.9566,0.5286,0.6567,1.2099,1.8423,0.0035,1.6581,-0.9003,-0.9097,0.7066,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.4495,0.7119,0.8437,6.1218,-0.3811,-0.0999,1.0348,1.0172,6.5508,-1.2474,0.0427,0.9517,0.9756,16.4431,-0.7422,1.2357,1.3852,1.177,10.5009,0.0052,-4.5007,10.5273,0.3637,-2.339,-0.0808,0.0346,0.8294,0.8649,0.7169,1.0427,0.8643,0.8289,0.6879,0.748,0.5139,1.0873,0.747,0.6871,0.4646,0.2411,-30.661,0.519,-66.0001,-127.1587,1.5207,0.4697,0.4199,0.3088,0.2761,0.8941,0.9345,0.3723,0.583,0.3984,0.6238,1.5659,0.0016,1.772,0.364,0.3792,0.3465,0.1648,-0.1728,-0.0276,-0.4071,0.0001,0.0115,0.4351,?,0.5526,0.0001,0.0074,0.04,0.9297,-0.4915,0.0018,0.0428,0.5293,?,-0.7367,0.8282,-1.1242,1.5573,0.269,0.1727,2.4252,0.0723,0.0298,-0.8223,0.822,-0.9997,0,1,0,10.8693,0.822,0.0756,0.003,1.4512,0.4807,-0.3721,0.2457,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.4858,11.8868,3.4477,15.7779,-3.6392,-1.2299,5.1355,2.2662,9.3335,-0.8605,0.1603,4.7994,2.1908,9.7802,-0.8539,4.1093,8.6813,2.9464,12.9484,0.0276,1.2081,-9.2714,-0.3616,-7.6743,-0.2993,0.039,1.5214,1.5738,1.1701,1.0344,0.7691,0.7435,2.3146,2.4767,1.3693,1.07,0.5916,0.5528,2.8672,2.7476,-33.659,0.9583,-11.7394,-12.2503,0.6779,0.6447,0.2554,0.9509,0.3767,0.3962,1.6905,1.6133,1.2185,0.9543,0.7208,0.7553,0.0068,6.1536,0.4596,-0.3808,-0.8595,-0.1782,-0.3399,0.4636,0.1998,0.0423,0.2056,0.6574,-0.9558,0.2029,0.0161,0.127,0.3824,0.2233,0.4053,0.008,0.0892,0.4001,0.1316,0.9848,0.493,0.5006,1.619,2.3041,1.4231,2.6212,5.3088,2.0253,-2.9229,-5.2996,1.8131,0.6828,0.7295,1.0684,1.7192,1.6429,0.9556,0.0018,0.8865,-0.9677,0.9044,-0.8329,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
1.325,2.9142,1.7071,9.6696,-0.5767,-0.7123,3.6155,1.9014,10.0694,-2.194,-0.3239,1.4782,1.2158,8.9546,-1.3159,2.3414,4.8933,2.2121,8.1473,0.005,-1.8602,-4.0902,0.5659,2.1988,-0.3042,-0.1383,0.8978,1.4041,0.7717,1.5639,0.8596,0.5496,0.806,1.9715,0.5955,2.4459,0.7389,0.3021,0.5113,0.6951,-86.7798,1.3594,-169.717,-124.8434,1.9454,1.5861,0.749,0.8153,0.385,0.4722,0.9603,1.0798,1.1868,1.1245,1.2359,1.0991,0.0054,3.5097,-0.2622,-0.4908,0.6985,0.083,-0.6849,-0.307,-0.5241,0.0019,0.0436,0.5744,?,0.4388,0.0007,0.026,0.1178,0.7753,-0.4655,0.0024,0.0489,0.5352,?,-1.1944,1.1257,-0.9426,1.6786,0.8919,0.5313,2.8179,0.7955,0.2823,-1.4132,1.0733,-0.7595,0,1,0,4.8773,1.0733,0.2201,0.0029,1.4284,0.9685,0.7823,0.7327,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.0613,5.9372,2.4366,17.4771,-1.2606,-1.4568,3.0944,1.7591,8.1818,-1.5407,-0.1527,3.8931,1.9731,13.0102,-0.9989,3.5392,3.6708,1.9159,10.0843,0.0311,0.7285,6.9487,-0.2999,9.5382,-0.4116,-0.0432,1.3852,1.2349,1.2718,0.8915,0.9181,1.0298,1.9187,1.525,1.6174,0.7948,0.843,1.0605,1.9643,1.499,-30.1174,0.7631,-15.3324,-20.0917,2.4008,1.1879,0.7428,0.4948,0.3094,0.6254,2.1361,1.3433,1.7331,0.6289,0.8113,1.2901,0.0063,5.3676,0.0455,0.3089,-0.2893,-0.0008,-0.4764,-0.214,0.031,0.0448,0.2116,0.7956,-1.5377,0.233,0.0039,0.0621,0.2954,0.296,0.5208,0.0162,0.1274,0.4977,0.283,0.1329,0.0595,0.4474,3.4087,1.6614,0.4874,11.6193,2.7601,0.2375,-3.8818,-2.4538,0.6321,0.7471,0.4516,0.6045,2.6929,1.5985,0.5936,0.002,0.9141,-0.7929,-0.1009,-0.005,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.7575,2.8483,1.6877,4.9808,-16.0268,-1.0299,1.335,1.1554,4.4284,-3.8605,-1.1443,1.5134,1.2302,4.4824,-8.0325,2.6766,3.9913,1.9978,5.8275,0.0162,1.7064,1.5358,-0.6566,0.9,-0.3848,-0.4275,1.4606,1.3719,0.8448,0.9392,0.5783,0.6158,2.1335,1.882,0.7136,0.8822,0.3345,0.3792,1.3329,1.1761,-48.7835,0.8824,-36.5989,-41.4773,0.3211,0.5895,0.0494,1.836,0.1538,0.0838,1.1247,1.1112,0.8547,0.988,0.7599,0.7692,0.0178,4.2266,0.6022,0.6239,-0.9127,0.7878,-0.8278,-0.8513,-0.0799,0.0469,0.2166,0.5489,-3.655,0.2369,0.0281,0.1677,0.4485,0.1711,0.6048,0.0424,0.2059,0.7155,0.0268,-0.3373,-0.1321,0.3916,1.2912,1.0516,0.8145,1.6672,1.1059,0.6633,-4.6551,-21.8432,4.6923,0.2179,0.1604,0.7359,1.224,0.7672,0.6268,0.005,1.0324,-0.9912,0.8615,-0.917,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.9129,2.3976,1.5484,5.9997,-18.1093,-1.0153,2.2878,1.5126,5.5336,-18.1523,-0.0948,2.0742,1.4402,5.8922,-1.1249,2.1706,3.9214,1.9803,6.988,0.0046,0.8992,9.6285,-0.4206,10.7084,-0.4678,-0.0437,1.0237,1.0751,0.7819,1.0502,0.7638,0.7273,1.048,1.1559,0.6114,1.103,0.5834,0.529,1.0841,1.8228,-177.4075,1.6814,-163.6441,-97.3265,1.0867,0.1132,0.0447,0.1042,0.0412,0.395,1.0842,1.0182,0.8586,0.9391,0.7919,0.8432,0.0091,3.1719,0.8332,-0.1538,-0.8865,-0.0863,-0.8868,0.0084,0.0683,0.0185,0.1362,0.4882,-2.5714,0.2311,0.0002,0.0129,0.0508,0.808,0.7127,0.0096,0.0978,0.3781,0.5042,0.2955,0.0958,0.3243,10.5544,1.393,0.132,111.3944,1.9403,0.0174,-1.6431,-0.9144,0.5565,0.5163,0.1793,0.3472,9.6045,1.2914,0.1345,0.005,1.0847,-0.6491,0.998,-0.6173,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.6113,3.3848,1.8398,9.8176,-4.8435,-0.8582,2.6034,1.6135,6.4773,-29.5282,-0.2825,3.7749,1.9429,8.4148,-1.0983,2.1441,6.3558,2.5211,10.3744,0.003,0.7124,2.1643,-0.2851,3.0382,-0.4002,-0.1317,1.1402,0.9469,0.7298,0.8305,0.64,0.7707,1.3001,0.8966,0.5326,0.6897,0.4096,0.5939,1.2989,1.8475,-264.636,1.4224,-203.7463,-143.2393,7.9184,0.4189,0.1615,0.0529,0.0204,0.3854,1.5157,1.1667,0.9463,0.7698,0.6244,0.8111,0.0073,3.1684,0.8434,-0.5638,-0.778,-0.2989,-0.9222,0.1653,0.1477,0.008,0.0892,0.5458,-1.021,0.2092,0.0026,0.0511,0.2685,0.3245,0.674,0.0036,0.06,0.3377,0.5205,0.7062,0.2192,0.3104,1.746,1.4861,0.8512,3.0484,2.2086,0.7245,-2.1382,-0.7521,0.3518,0.6795,0.3834,0.5643,2.0327,1.6161,0.7951,0.0048,1.0503,-0.9756,0.7524,-0.7487,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.2305,7.8935,2.8095,16.492,-1.2497,-0.0603,9.0545,3.0091,13.3377,-0.8116,-0.844,7.7592,2.7855,20.0044,-0.6497,4.5734,4.5601,2.1354,14.6093,0.0387,3.8211,0.2731,-0.0504,0.0715,-0.0132,-0.1845,0.9337,1.0086,1.3157,1.0802,1.4091,1.3044,0.8718,1.0173,1.731,1.1669,1.9856,1.7015,1.5332,1.1629,-15.5567,0.7584,-10.1463,-13.378,0.9957,0.6045,0.4823,0.6072,0.4844,0.7979,1.2365,0.8244,1.1289,0.6667,0.913,1.3693,0.003,7.0558,0.0019,0.0681,-0.4481,0.1042,0.0832,0.0604,-0.2693,0.0252,0.1589,0.4495,?,0.5932,0.0036,0.0603,0.1856,0.7379,-0.2295,0.0062,0.0789,0.3581,-17.9836,-0.454,1.1736,-2.5848,2.6345,2.0146,0.7647,6.9406,4.0585,0.5847,-0.8598,1.325,-1.541,0,0,37.5547,2.4213,1.2552,0.5184,0.0023,1.0921,0.8506,0.2112,0.5699,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
