@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
0.4239,14.8825,3.8578,20.9412,-1.3637,-0.4016,5.6016,2.3668,10.7772,-0.9841,-0.1545,3.3889,1.8409,12.8972,-1.1212,4.2287,6.3559,2.5211,12.0531,0.0352,-1.0556,-2.7445,0.1003,2.5999,-0.095,-0.0365,1.63,2.0956,1.5302,1.2857,0.9388,0.7302,2.6568,4.3915,2.3415,1.6529,0.8813,0.5332,2.2601,1.7722,-27.4405,0.7841,-12.141,-15.4834,1.6311,1.4572,0.7091,0.8934,0.4348,0.4867,1.9431,1.6237,1.7374,0.8356,0.8941,1.07,0.0062,6.0622,-0.1451,-0.0004,-0.1321,0.2862,0.0549,0.038,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.4798,8.7494,2.9579,14.4412,-0.7272,-1.1336,7.0253,2.6505,12.108,-1.7273,1.0935,9.937,3.1523,16.441,-0.5691,4.7186,6.1575,2.4814,12.4311,0.07,-0.4232,0.4387,0.1017,-1.0367,-0.2402,0.2317,1.116,0.9383,1.192,0.8408,1.0681,1.2704,1.2454,0.8805,1.4209,0.707,1.1409,1.6138,0.7929,1.0197,-6.4959,1.2861,-8.193,-6.3705,1.8833,0.7979,0.6255,0.4237,0.3321,0.7839,1.1927,0.8784,1.1617,0.7365,0.974,1.3226,0.0179,7.0184,0.0956,0.2752,0.4436,0.334,-0.2779,0.3303,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
-0.028,11.6085,3.4071,17.7733,-0.6812,-1.1173,7.8508,2.8019,13.7628,-0.9328,-0.055,9.6539,3.1071,25.6356,-0.9341,4.7709,7.6037,2.7575,14.2709,0.0369,0.025,0.5081,-0.0059,20.3034,-0.2342,-0.0115,1.216,1.0966,1.2356,0.9018,1.0161,1.1268,1.4786,1.2025,1.5267,0.8132,1.0325,1.2696,1.0842,0.5816,-13.1655,0.5365,-12.1429,-22.6348,1.4847,0.7976,0.7135,0.5372,0.4806,0.8945,1.2914,0.6933,1.2454,0.5369,0.9644,1.7964,0.012,6.9893,0.2817,0.1968,0.3331,0.0812,0.0223,-0.0404,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.111,4.1529,2.0379,8.4621,-0.7763,-0.8683,5.1158,2.2618,9.8699,-0.7725,0.0697,3.837,1.9588,10.1458,-0.7889,3.4789,1.7738,1.3318,6.7268,0.1523,-0.1278,1.5926,0.0319,-12.4624,-0.2496,0.02,0.901,1.0404,1.5301,1.1547,1.6983,1.4708,0.8118,1.0823,2.3413,1.3333,2.8841,2.1632,0.8597,0.8265,-3.0605,0.9614,-3.5601,-3.7029,0.8556,0.84,0.6004,0.9818,0.7017,0.7147,0.8574,0.8341,1.258,0.9728,1.4673,1.5083,0.0094,5.3441,0.61,0.3255,0.2099,0.1463,0.149,0.0591,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.1409,0.009,0.095,0.4318,-0.1209,-0.065,0.0087,0.0935,0.4608,-2.0129,-0.2097,0.0044,0.0665,0.3521,?,0.287,0.0079,0.0888,0.396,0.2151,-2.1681,-0.672,0.491,0.31,-0.2265,-0.7307,1.0157,1.4271,1.0699,1.405,1.0534,0.7497,1.0316,2.0365,1.1447,1.974,1.1096,0.5621,0.1513,0.1323,-0.4292,0.8744,-2.8368,-3.2444,2.5189,0,0.7635,0,0.3031,0,0.9371,1.2264,1.0904,1.3088,1.1635,0.889,0.0029,0.4484,-0.2628,-0.2776,0.8202,-0.1408,-0.2879,-0.6875,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.0456,0.0179,0.1338,0.6464,-0.6996,-0.059,0.0066,0.0814,0.4031,-1.1299,-0.1184,0.0077,0.0876,0.4572,-4.4131,0.2116,0.007,0.0838,0.4001,0.0611,-0.773,-0.3852,0.2155,0.4983,-0.2788,-0.5595,1.6426,1.5273,1.5971,0.9298,0.9723,1.0457,2.6983,2.3328,2.5509,0.8645,0.9454,1.0935,1.2442,0.7138,-10.2205,0.5737,-8.2145,-14.3176,2.0094,4.5028,0.8925,2.2409,0.4442,0.1982,1.6035,1.4138,1.6156,0.8817,1.0075,1.1427,0.0015,0.3204,0.0136,-0.2124,0.3806,-0.5202,0.0955,-0.5825,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.0493,0.0197,0.1404,0.7724,-0.9595,-0.0456,0.0102,0.1009,0.4802,-1.9575,-0.1206,0.0097,0.0985,0.7129,-3.5908,0.221,0.0098,0.0989,0.514,0.115,-1.0804,-0.4083,0.2228,0.3779,-0.2062,-0.5457,1.3924,1.4262,1.42,1.0243,1.0198,0.9956,1.9388,2.0342,2.0165,1.0492,1.0401,0.9913,1.19,0.6783,-5.663,0.57,-4.759,-8.3492,2.4277,2.5384,0.6787,1.0456,0.2796,0.2674,1.6085,1.0834,1.5026,0.6736,0.9342,1.3869,0.0015,0.3314,-0.2567,-0.1322,0.4884,-0.1449,-0.0892,-0.3768,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.0438,0.0174,0.1319,0.6024,-0.5404,0.0034,0.0242,0.1555,0.6957,-0.8025,-0.2907,0.0146,0.1208,0.6737,?,0.3543,0.0171,0.1306,0.6415,0.1101,12.8737,-0.1508,0.1237,-0.0117,0.0096,-0.8204,0.8483,1.092,1.01,1.2872,1.1906,0.9249,0.7197,1.1924,1.0201,1.6568,1.4174,0.8555,0.6822,0.3136,-2.6621,0.4597,-3.9022,-8.4879,1.0131,0,0.5424,0,0.5354,0,0.8658,0.894,0.939,1.0327,1.0845,1.0502,0.0031,0.523,-0.0999,-0.3263,0.4024,0.1324,-0.1174,-0.9194,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
-0.2234,2.8542,1.6894,9.3375,-1.4533,-0.5131,2.12,1.456,6.96,-1.1379,0.134,3.2482,1.8023,8.9394,-1.4664,2.5143,2.2319,1.494,6.8477,0.0062,0.4353,-1.6671,-0.0888,-3.8299,-0.2041,0.0533,1.1603,0.9374,1.1308,0.8079,0.9746,1.2064,1.3463,0.8787,1.2788,0.6527,0.9499,1.4554,1.4932,1.0407,-129.3714,0.697,-86.643,-124.3096,1.1691,1.0501,0.5524,0.8982,0.4725,0.526,1.3416,1.0445,1.3636,0.7786,1.0164,1.3055,0.0059,3.8767,0.2557,0.3982,-0.2954,-0.2046,0.02,-0.1327,?,?,?,?,?,TASCA_GIACCA
-0.2146,2.778,1.6667,6.8362,-1.4205,-0.3373,1.4508,1.2045,5.924,-0.9556,0.0273,2.1224,1.4568,9.2382,-1.6883,2.3675,0.9069,0.9523,5.6246,0.0542,0.6363,-7.8573,-0.0907,-12.3488,-0.1425,0.0115,1.3838,1.1441,1.7502,0.8268,1.2648,1.5298,1.9148,1.3089,3.0633,0.6836,1.5998,2.3404,1.3859,0.6915,-12.4402,0.499,-8.9761,-17.9899,0.9324,0.8219,0.4749,0.8815,0.5094,0.5778,1.154,0.74,1.2154,0.6413,1.0532,1.6425,0.0041,3.4859,0.155,0.2486,-0.3447,-0.0637,-0.1969,0.0492,?,?,?,?,?,TASCA_GIACCA
-0.2244,6.1146,2.4728,13.2474,-1.3673,-0.6778,1.9533,1.3976,7.5692,-2.211,0.2474,4.6801,2.1634,16.5788,-0.3949,2.9994,4.3225,2.0791,12.677,0.0058,0.331,-0.9068,-0.0748,-2.7391,-0.226,0.0825,1.7693,1.143,1.1894,0.646,0.6722,1.0405,3.1305,1.3065,1.4146,0.4174,0.4519,1.0827,1.4681,1.6303,-103.2301,1.1105,-70.3173,-63.3195,2.3739,0.4708,0.4389,0.1983,0.1849,0.9321,1.7502,0.7991,1.045,0.4566,0.5971,1.3078,0.0078,4.3776,0.332,0.133,-0.3699,-0.0718,-0.4317,0.2433,?,?,?,?,?,TASCA_GIACCA
-0.2234,2.8542,1.6894,9.3375,-1.4533,-0.5131,2.12,1.456,6.96,-1.1379,0.134,3.2482,1.8023,8.9394,-1.4664,2.5143,2.2319,1.494,6.8477,0.0062,0.4353,-1.6671,-0.0888,-3.8299,-0.2041,0.0533,1.1603,0.9374,1.1308,0.8079,0.9746,1.2064,1.3463,0.8787,1.2788,0.6527,0.9499,1.4554,1.4932,1.0407,-129.3714,0.697,-86.643,-124.3096,1.1691,1.0501,0.5524,0.8982,0.4725,0.526,1.3416,1.0445,1.3636,0.7786,1.0164,1.3055,0.0059,3.8767,0.2557,0.3982,-0.2954,-0.2046,0.02,-0.1327,?,?,?,?,?,TASCA_GIACCA
-0.2146,2.778,1.6667,6.8362,-1.4205,-0.3373,1.4508,1.2045,5.924,-0.9556,0.0273,2.1224,1.4568,9.2382,-1.6883,2.3675,0.9069,0.9523,5.6246,0.0542,0.6363,-7.8573,-0.0907,-12.3488,-0.1425,0.0115,1.3838,1.1441,1.7502,0.8268,1.2648,1.5298,1.9148,1.3089,3.0633,0.6836,1.5998,2.3404,1.3859,0.6915,-12.4402,0.499,-8.9761,-17.9899,0.9324,0.8219,0.4749,0.8815,0.5094,0.5778,1.154,0.74,1.2154,0.6413,1.0532,1.6425,0.0041,3.4859,0.155,0.2486,-0.3447,-0.0637,-0.1969,0.0492,?,?,?,?,?,TASCA_GIACCA
-0.2244,6.1146,2.4728,13.2474,-1.3673,-0.6778,1.9533,1.3976,7.5692,-2.211,0.2474,4.6801,2.1634,16.5788,-0.3949,2.9994,4.3225,2.0791,12.677,0.0058,0.331,-0.9068,-0.0748,-2.7391,-0.226,0.0825,1.7693,1.143,1.1894,0.646,0.6722,1.0405,3.1305,1.3065,1.4146,0.4174,0.4519,1.0827,1.4681,1.6303,-103.2301,1.1105,-70.3173,-63.3195,2.3739,0.4708,0.4389,0.1983,0.1849,0.9321,1.7502,0.7991,1.045,0.4566,0.5971,1.3078,0.0078,4.3776,0.332,0.133,-0.3699,-0.0718,-0.4317,0.2433,?,?,?,?,?,TASCA_GIACCA
0.6492,3.1121,1.7641,8.9634,-0.7927,-0.5571,2.924,1.71,7.8838,-0.7364,0.2763,4.1801,2.0445,9.586,-0.7206,3.0731,1.5801,1.257,6.2186,0.1103,-1.1653,2.3498,0.2112,-2.0166,-0.1813,0.0899,1.0317,0.8628,1.4034,0.8364,1.3603,1.6265,1.0643,0.7445,1.9696,0.6995,1.8505,2.6455,1.1855,0.9872,-5.1424,0.8328,-4.3379,-5.2089,1.1012,0.8974,0.7154,0.815,0.6496,0.7971,1.1369,0.935,1.4414,0.8224,1.2678,1.5415,0.0096,4.8339,-0.2257,-0.4156,0.2648,0.5397,0.0428,-0.033,?,?,?,?,?,TASCA_GIACCA
0.9977,4.1595,2.0395,9.6987,-0.4548,-0.3552,2.4109,1.5527,8.2562,-0.7704,0.7689,4.115,2.0285,10.0223,-0.571,3.1881,2.2343,1.4948,7.6423,0.052,-2.809,1.2975,0.3129,-0.4619,-0.1114,0.2412,1.3135,1.0054,1.3644,0.7654,1.0388,1.3571,1.7253,1.0108,1.8616,0.5859,1.079,1.8417,0.8439,0.8323,-7.2397,0.9863,-8.5785,-8.6979,1.4296,1.045,0.827,0.731,0.5785,0.7914,1.1747,0.9677,1.2691,0.8238,1.0803,1.3114,0.0135,4.7532,0.1698,-0.1386,0.5282,0.3744,-0.0679,0.0844,?,?,?,?,?,TASCA_GIACCA
0.0184,0.0083,0.0913,0.4303,-0.9916,-0.0059,0.0065,0.0809,0.3555,-1.51,-0.1163,0.0038,0.0617,0.2921,-7.2006,0.1691,0.004,0.0631,0.263,0.1287,-3.127,-0.1584,0.109,0.0507,-0.0349,-0.6878,1.1279,1.48,1.4466,1.3122,1.2825,0.9774,1.2722,2.1905,2.0926,1.7218,1.6449,0.9553,1.0017,0.8355,-5.5147,0.834,-5.5052,-6.6008,1.5253,6.0665,0.7157,3.9771,0.4692,0.118,1.2103,1.4733,1.636,1.2173,1.3517,1.1104,0.0012,0.2548,-0.2689,-0.2663,0.2389,-0.2793,-0.0335,-0.7031,?,?,?,?,?,TASCA_GIACCA
0.017,0.0201,0.1418,0.8048,-1.1038,-0.0184,0.0114,0.107,0.5741,-0.6474,-0.1126,0.0107,0.1033,0.4749,-2.3846,0.2117,0.0107,0.1035,0.5637,0.0689,-0.9245,-0.1508,0.0802,0.1631,-0.0868,-0.532,1.3253,1.3728,1.3696,1.0359,1.0334,0.9976,1.7563,1.8847,1.8757,1.0731,1.068,0.9952,1.8715,1.2621,-10.1261,0.6744,-5.4108,-8.0233,1.0976,2.7265,0.6318,2.484,0.5756,0.2317,1.4017,1.6948,1.4276,1.2091,1.0185,0.8424,0.0013,0.324,-0.3939,0.0868,-0.0371,-0.5853,0.4502,-0.6491,?,?,?,?,?,TASCA_GIACCA
-0.0894,3.7423,1.9345,8.3172,-1.0176,-0.3903,6.2923,2.5084,11.4141,-1.1448,-0.0833,1.2748,1.1291,6.6009,-0.8454,3.0006,2.4731,1.5726,6.7221,0.0125,0.2291,1.0729,-0.0298,4.6827,-0.1301,-0.0278,0.7712,1.7134,1.2301,2.2217,1.5951,0.718,0.5948,2.9356,1.5132,4.9358,2.5443,0.5155,0.6885,1.3872,-49.2773,2.0147,-71.5685,-35.523,0.7746,1.1525,0.6056,1.4878,0.7818,0.5255,0.7287,1.26,1.2373,1.7292,1.698,0.982,0.0043,4.4247,0.116,0.2768,-0.1795,-0.1142,0.1839,-0.189,?,?,?,?,?,TASCA_GIACCA
