@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
0.7429,1.2936,1.1374,4.4351,-1.1775,1.2662,3.2969,1.8157,5.3162,-0.2561,0.2706,0.3794,0.616,2.6005,-0.3651,2.4957,0.9701,0.9849,3.4415,0.2558,0.5867,2.7451,0.2977,4.679,0.5074,0.1084,0.6264,1.8465,1.1548,2.9478,1.8435,0.6254,0.3924,3.4095,1.3335,8.6895,3.3985,0.3911,2.2126,3.448,-2.0275,1.5583,-0.9163,-0.588,0.4813,1.0692,0.4404,2.2217,0.9152,0.4119,0.8343,1.7055,1.2887,2.0443,1.5447,0.7556,0.0305,3.5433,-0.2475,-0.7098,-0.2644,0.0057,0.9251,0.211,-43.0032,0.1783,0.4222,43.7988,?,-8.6969,1.6757,1.2945,11.879,?,28.0926,1.9063,1.3807,4.1397,0.8628,4.9447,-1.5308,-0.3096,0.3262,0.3058,0.9376,0.1064,0.0935,0.879,3.6871,-1.682,-0.4562,1,0,0,3.6871,10.5802,2.8695,1.0632,79.7927,-0.5536,0.298,0.3894,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
-0.83,4.1169,2.029,8.9506,-1.6319,2.0013,7.7677,2.7871,11.4525,-0.4826,-2.8141,9.7182,3.1174,15.054,-11.1439,5.207,7.103,2.6651,13.2912,0.064,-0.4147,0.2949,-0.1594,-0.7112,0.3843,-0.5404,0.728,0.6509,0.7613,0.894,1.0457,1.1697,0.53,0.4236,0.5796,0.7993,1.0936,1.3682,1.4886,0.4017,-6.1065,0.2699,-4.1021,-15.2002,0.4403,2.7434,0.2395,6.2311,0.544,0.0873,0.7815,0.5946,0.6734,0.7608,0.8617,1.1326,0.0756,7.6428,0.3429,0.0234,-0.0452,-0.2163,0.4492,-0.8735,28.2287,0.9189,0.9586,4.6799,0.8424,-26.2855,7.1739,2.6784,29.6997,?,-5.8196,132.5732,11.514,36.058,-0.9577,-1.0739,-4.8506,4.5167,0.3579,0.0833,0.2326,0.1281,0.0069,0.0541,-0.8424,-1.4184,1.6837,0,1.6125,0,0.1576,0.1298,0.8237,0.83,66.2134,-0.0433,-0.2774,-0.9188,?,?,?,?,?,TASCA_GIACCA_ALTA
-1.7794,3.6659,1.9146,10.7648,-3.99,1.683,4.2841,2.0698,10.3539,-0.7398,-4.5782,4.61,2.1471,9.9718,?,5.9356,4.2877,2.0707,8.6056,0.2522,-1.0573,0.3887,-0.2998,-0.3676,0.2836,-0.7713,0.925,0.8917,0.9246,0.964,0.9996,1.0369,0.8557,0.7952,0.855,0.9293,0.9992,1.0752,1.9551,0.8632,-2.9652,0.4415,-1.5167,-3.4352,0.3625,0,0.1875,0,0.5171,0,1.0397,1.0795,1.2509,1.0383,1.2032,1.1588,0.1105,9.1141,0.4469,0.2058,-0.4172,-0.3728,0.218,-0.9103,30.0719,3.839,1.9593,7.4387,0.7733,-27.6183,9.2024,3.0335,30.9586,?,-1.4975,272.5171,16.5081,49.8581,-0.9236,-1.0888,-20.0818,18.4433,0.6459,0.1187,0.1838,0.4172,0.0141,0.0338,-0.8198,-1.0602,1.2932,0,1.2662,0,0.2403,0.1492,0.6209,0.8693,72.5683,-0.1736,-0.2671,-0.8942,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.9572,1.4325,1.1969,4.35,-5.7447,-0.6934,0.4684,0.6844,3.178,-1.0005,0.5387,0.4363,0.6605,3.0555,-0.4484,1.7917,0.8143,0.9024,3.7229,0.0929,1.3804,-1.7768,-0.5342,-1.2871,-0.387,0.3007,1.7488,1.812,1.3264,1.0361,0.7584,0.732,3.0584,3.2832,1.7592,1.0735,0.5752,0.5358,2.3311,3.9171,-9.7181,1.6803,-4.1688,-2.481,0.406,0.3057,0.1571,0.753,0.3871,0.514,1.3688,1.4237,1.1684,1.0401,0.8536,0.8207,0.0276,2.6945,-0.019,-0.6509,-0.9198,-0.3095,-0.1362,0.7641,-36.6987,2.6015,1.6129,38.9389,?,-12.949,0.5279,0.7266,14.1586,?,30.3719,0.2921,0.5405,1.4999,0.9518,2.8341,-1.2083,-0.4263,2.2199,2.9843,1.3444,4.9278,8.9063,1.8073,2.7502,-1.3138,-0.4777,1,0,0,2.7502,25.9603,9.4395,1.0503,80.0197,-0.8778,0.9762,-0.8819,?,?,?,?,?,TASCA_GIACCA_ALTA
0.6567,0.0579,0.2406,1.1246,-0.004,0.0682,0.6795,0.8243,3.3281,-2.5542,0.4078,0.0984,0.3136,1.1629,-0.2262,1.1324,0.1555,0.3943,1.8109,0.262,9.6357,1.6104,0.5799,0.1671,0.0602,0.3601,0.2919,0.7673,0.6103,2.6282,2.0904,0.7954,0.0852,0.5887,0.3724,6.9072,4.3699,0.6327,0.0019,0.0211,-0.007,11.1483,-3.7202,-0.3337,1.1961,1.181,0.4565,0.9873,0.3816,0.3865,0.3379,0.967,0.621,2.8619,1.8379,0.6422,0.0165,1.7064,0.2908,-0.2135,-0.0873,-0.433,-0.7802,0.3216,-36.0005,0.3996,0.6321,37.1399,?,-12.1204,0.4973,0.7052,13.2599,?,29.777,0.0934,0.3055,1.1414,0.9627,2.9702,-1.209,-0.407,0.8964,2.0689,2.308,0.8035,4.2804,5.3269,2.8009,-1.2607,-0.4501,1,0,0,2.8009,32.5401,11.6176,1.0269,77.898,-0.8576,0.2629,-0.593,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.3881,2.7607,1.6615,7.4499,-1.5281,-1.0126,3.7993,1.9492,6.1704,-2.0676,-1.333,11.684,3.4182,11.6201,-1.085,4.3815,1.9997,1.4141,5.6162,0.2558,0.3833,0.2912,-0.0886,0.7596,-0.2311,-0.3042,0.8524,0.4861,1.175,0.5702,1.3784,2.4172,0.7266,0.2363,1.3805,0.3252,1.8999,5.8427,1.0828,0.7447,-2.333,0.6878,-2.1547,-3.1328,1.465,0.5287,0.3905,0.3609,0.2666,0.7385,1.2074,0.6411,1.3265,0.531,1.0987,2.069,0.0358,6.5171,0.0347,0.4383,-0.5749,0.1025,-0.5883,-0.291,36.8703,19.6119,4.4285,11.3403,0.7342,12.6334,211.5705,14.5455,44.6991,-0.4782,-22.6369,4.0783,2.0195,25.1999,?,2.9185,-1.6288,-0.5581,0.3045,2.1929,7.2026,0.0927,4.8089,51.8774,-2.166,-1.2428,0.5738,1.4107,0,0,0.2537,0.45,1.7738,0.939,76.2627,-0.9331,0.0849,-0.0894,0,0,0,0,0,TASCA_GIACCA_BASSA
1.1549,2.1183,1.4554,6.5499,-0.5593,-0.2966,1.5878,1.2601,4.585,-1.1332,-0.1909,0.7769,0.8814,3.3079,-1.7038,2.1933,1.1307,1.0634,4.0035,0.1745,-3.8931,-6.0493,0.5266,1.5538,-0.1353,-0.087,1.155,1.6512,1.3687,1.4296,1.185,0.8289,1.3341,2.7266,1.8734,2.0438,1.4043,0.6871,0.9645,1.127,-2.7758,1.1685,-2.8779,-2.4629,1.9543,3.4335,0.8661,1.7568,0.4432,0.2523,1.4285,1.9801,1.636,1.3861,1.1452,0.8262,0.0252,3.2671,0.8287,-0.9167,0.3515,-0.887,0.171,-0.4706,-33.893,0.9924,0.9962,35.4599,?,-8.2267,0.0805,0.2838,8.6395,?,35.0316,0.5646,0.7514,2.3407,0.936,4.1199,-0.9675,-0.2348,3.5105,1.3258,0.3777,12.3233,1.7577,0.1426,4.1044,-1.0351,-0.2522,1,0,0,4.1044,15.1493,3.691,1.0299,77.1514,-0.451,0.8643,-0.2081,0,0,0,0,0,TASCA_GIACCA_BASSA
-0.884,2.2108,1.4869,4.5125,-1.4394,-0.982,0.5459,0.7388,2.4521,-5.658,0.2668,0.1505,0.3879,1.4219,-0.6595,2.0548,0.502,0.7085,2.3811,0.2792,0.9002,-3.3135,-0.4302,-3.681,-0.4779,0.1298,2.0124,3.8328,2.0987,1.9046,1.0428,0.5475,4.0499,14.6907,4.4043,3.6274,1.0875,0.2998,1.2778,4.7121,-2.8872,3.6876,-2.2595,-0.6127,5.0228,2.159,0.56,0.4298,0.1115,0.2594,1.8403,3.1737,1.8952,1.7245,1.0298,0.5972,0.0281,2.9878,0.3043,0.1346,-0.8478,-0.7639,-0.4171,0.0805,-37.4155,0.8131,0.9017,39.0594,?,-10.5805,2.6117,1.6161,13.0798,?,35.509,0.6262,0.7913,2.7603,0.9257,3.5363,-1.0537,-0.298,0.558,1.1395,2.0423,0.3113,1.2986,4.171,2.9862,-1.1361,-0.3805,1,0,0,2.9862,14.1504,4.7385,1.097,83.5051,-0.9892,0.9719,-0.9793,0,0,0,0,0,TASCA_GIACCA_BASSA
-3.3689,10.133,3.1832,10.7753,-8.597,-0.1464,2.2453,1.4984,7.0963,-2.0767,-1.2204,10.6353,3.2612,12.4277,-0.9589,5.2669,8.1339,2.852,9.8196,0.1241,23.0076,2.7605,-0.6396,0.12,-0.0278,-0.2317,2.1244,0.9761,1.1161,0.4595,0.5254,1.1435,4.5131,0.9528,1.2458,0.2111,0.276,1.3075,2.0152,1.5867,-6.9377,0.7873,-3.4426,-4.3725,0.4868,0.177,0.1002,0.3636,0.2057,0.5659,1.5184,0.867,1.0973,0.571,0.7227,1.2656,0.0763,7.6279,0.137,0.2839,-0.8828,0.4756,-0.2544,-0.3016,42.9733,23.6141,4.8594,13.681,0.715,-6.2386,261.8325,16.1812,48.2986,-1.2423,-10.5772,70.644,8.405,31.3187,-2.4117,-6.8882,-4.0628,0.5898,0.3003,0.5782,1.9252,0.0902,0.3343,3.7064,-1.2825,-1.5501,1.2087,2.2285,5.2289,2.3464,0.2833,0.4368,1.5422,0.9509,70.0574,0.7951,0.7728,0.9754,0,0,0,0,0,TASCA_GIACCA_BASSA
-1.1801,2.4242,1.557,6.711,-0.8687,0.2454,2.5182,1.5869,4.4529,-0.5344,0.8335,0.1448,0.3805,1.6175,-0.1765,2.5975,0.4878,0.6984,3.1908,0.2922,-4.8089,-1.4159,-0.4543,0.2944,0.0945,0.3209,0.9812,4.0923,2.2293,4.1709,2.2721,0.5448,0.9627,16.7469,4.9699,17.3961,5.1626,0.2968,2.0115,12.8575,-2.3679,6.3919,-1.1772,-0.1842,1.2375,2.6121,0.7966,2.1107,0.6437,0.305,1.5071,4.1489,2.1032,2.7529,1.3955,0.5069,0.0305,4.0283,0.4593,-0.8826,0.1264,-0.533,0.4501,-0.1202,-41.7042,0.673,0.8204,42.8391,?,-6.4942,1.7559,1.3251,7.7393,?,31.9655,0.0685,0.2616,0.9003,0.9724,6.4218,-1.3047,-0.2032,0.6191,3.1355,5.0645,0.3833,9.8312,25.6491,5.5353,-1.3523,-0.2443,1,0,0,5.5353,47.5847,8.5966,1.103,80.1639,-0.8095,0.513,0.0611,0,0,0,0,0,TASCA_GIACCA_BASSA
