@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
0.3743,1.5784,1.2564,5.3442,-0.9356,0.5468,4.1571,2.0389,8.0385,-0.6154,0.1845,0.4636,0.6809,2.5944,-0.4264,2.1625,1.996,1.4128,5.0839,0.0988,0.6845,2.0292,0.1731,2.9645,0.2529,0.0853,0.6162,1.8452,0.8893,2.9946,1.4432,0.4819,0.3797,3.4049,0.7908,8.9674,2.0828,0.2323,0.8435,3.3307,-4.6337,3.9485,-5.4933,-1.3912,0.5549,1.518,0.4894,2.7358,0.8821,0.3224,0.6648,2.0599,1.0512,3.0984,1.5812,0.5103,0.015,3.1998,0.8691,-0.0768,0.3687,-0.3011,0.482,-0.3294,-8.4734,4.9395,2.2225,13.3789,?,-31.0635,0.2933,0.5416,31.8588,?,-23.9209,0.4656,0.6823,25.3799,?,0.2728,0.3542,1.2986,4.1038,3.2571,0.7937,16.8415,10.6089,0.6299,0.4199,0.5271,1.2553,1,1,1,0.4199,0.5271,1.2553,0.872,63.4578,-0.169,-0.8508,-0.3032,2,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0444,1.0384,1.019,3.1007,-1.4072,0.9337,0.3807,0.617,2.0018,-0.0082,-0.5942,0.0717,0.2677,1.0825,-9.1035,1.5498,0.3158,0.5619,2.1742,0.0857,-0.0475,0.0747,-0.0286,-1.5713,0.6025,-0.3834,1.6515,3.8059,1.8134,2.3045,1.098,0.4765,2.7276,14.4847,3.2885,5.3105,1.2057,0.227,111.6348,1.8584,-8.8923,0.0166,-0.0797,-4.785,0.6487,12.0223,0.5417,18.5322,0.835,0.0451,1.5489,2.8644,1.4261,1.8492,0.9207,0.4979,0.0231,2.3922,0.5617,0.3021,-0.0572,-0.3441,0.6139,-0.8095,-38.6679,0.324,0.5692,39.7186,?,-4.1493,0.0628,0.2506,4.4998,?,22.7181,0.1025,0.3201,1.1398,0.9508,9.3192,-1.7021,-0.1826,2.2716,1.7781,0.7828,5.1603,3.1617,0.6127,8.8267,-1.8038,-0.2044,1,0,0,8.8267,34.8461,3.9478,0.9383,65.5353,0.3879,0.8499,0.309,4.375,0.2344,0.4841,1,0.8,TASCA_SINISTRA_DAVANTI_PANTALONI
0.8818,12.7067,3.5646,12.0517,-1.0262,-1.4628,7.6202,2.7605,11.6579,-1.4511,-1.412,17.6206,4.1977,21.0259,-1.1233,6.2452,3.8563,1.9637,9.1061,0.2169,-0.6028,-0.6245,0.1412,1.036,-0.2342,-0.2261,1.2913,0.8492,1.8152,0.6576,1.4057,2.1376,1.6675,0.7211,3.2951,0.4325,1.9761,4.5693,0.8844,0.5487,-2.4195,0.6205,-2.7357,-4.4092,1.2505,0.6006,0.5115,0.4803,0.409,0.8515,1.0338,0.5732,1.3235,0.5545,1.2802,2.309,0.0472,9.2299,-0.0086,0.4027,-0.2502,-0.4023,-0.1007,-0.1773,-17.2705,193.2509,13.9015,45.8984,-3.3715,-29.0201,67.8371,8.2363,40.6189,?,-29.546,7.1587,2.6756,32.4585,?,0.5951,0.5845,0.9822,1.6878,5.1957,3.0783,2.8487,26.9951,9.4761,0.8715,1.0906,1.2514,0,0,1,1.13,1.4141,1.2514,0.9547,77.7844,-0.9691,0.6845,-0.6852,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.941,5.2539,2.2921,8.4667,-0.5617,0.5202,1.2091,1.0996,4.1116,-0.7167,-0.7799,0.6405,0.8003,2.9915,-3.6226,2.7927,1.0689,1.0339,4.5403,0.2577,-1.8091,1.2065,-0.337,-0.6669,0.1863,-0.2793,2.0845,2.8641,2.217,1.374,1.0635,0.7741,4.3453,8.2028,4.9151,1.8877,1.1311,0.5992,1.774,1.299,-1.9324,0.7322,-1.0893,-1.4877,2.2637,8.3776,0.8864,3.7009,0.3916,0.1058,2.0592,2.8303,1.8648,1.3744,0.9056,0.6589,0.0283,4.3098,0.4551,-0.5185,0.776,-0.9017,0.3867,-0.4877,-39.206,0.9926,0.9963,40.6189,?,-0.9197,0.2358,0.4856,1.68,?,23.3839,3.0074,1.7342,6.3004,0.7597,42.6314,-1.6766,-0.0393,2.0515,0.5745,0.28,4.2086,0.33,0.0784,24.178,-2.0392,-0.0843,1,0,0,24.178,6.4471,0.2667,0.9715,63.5095,0.1956,0.942,0.2703,3.0638,0.9959,0.998,2,0.5,TASCA_SINISTRA_DAVANTI_PANTALONI
-3.8486,6.8524,2.6177,10.5036,-7.5472,-2.2787,2.0732,1.4399,5.7156,-5.1201,0.1413,9.0513,3.0085,11.7876,-1.04,5.8058,4.2943,2.0723,7.9379,0.2624,1.6889,-27.238,-0.6629,-16.1275,-0.3925,0.0243,1.818,0.8701,1.2632,0.4786,0.6948,1.4518,3.3053,0.7571,1.5957,0.229,0.4828,2.1077,1.9396,1.5434,-3.2849,0.7957,-1.6936,-2.1284,1.3159,0.2127,0.1142,0.1616,0.0868,0.5369,1.8377,0.8911,1.3232,0.4849,0.72,1.485,0.0932,8.768,0.0066,-0.7062,-0.9075,-0.2363,-0.0713,0.5798,24.2367,47.1675,6.8679,20.34,0.4094,-21.3707,93.4179,9.6653,30.8395,-31.132,-4.7118,5.5999,2.3664,9.8999,?,-1.1341,-5.1439,4.5356,0.7106,2.9022,4.0844,0.5049,8.4229,16.682,-0.4719,-1.4242,3.0182,35.8824,0,0,0.6595,2.0546,3.1151,0.6803,50.3591,0.9309,-0.0998,-0.4218,6.875,0.1094,0.3307,1,0.8571,TASCA_SINISTRA_DAVANTI_PANTALONI
-6.0908,11.2674,3.3567,11.9453,?,-3.8291,5.6334,2.3735,10.2045,-2.2401,-1.324,4.9559,2.2262,9.8994,-1.4468,8.1722,8.5835,2.9298,9.5733,0.306,1.5906,4.6002,-0.7453,2.8921,-0.4686,-0.162,1.4143,1.5078,1.1457,1.0662,0.8101,0.7599,2.0001,2.2735,1.3127,1.1367,0.6563,0.5774,1.6932,2.0407,-2.8306,1.2053,-1.6718,-1.3871,0,0,0,0.7785,0.2283,0.2933,1.1706,1.2067,1.2478,1.0308,1.0659,1.0341,0.1663,12.4205,0.1071,-0.5492,-0.9598,-0.6315,-0.2406,0.5407,41.0511,31.0313,5.5706,19.6875,0.5882,11.8679,322.6593,17.9627,55.125,-0.2301,2.7003,288.8657,16.996,46.1875,-0.8997,3.459,15.2025,4.3951,0.3101,0.3278,1.0569,0.0962,0.1074,1.117,-2.7273,-1.2857,0.4714,1.0669,1.9666,1.8432,0.3571,0.4263,1.1935,0.9731,73.1705,-0.5214,-0.2627,0.95,1,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
-2.444,10.6845,3.2687,12.5244,-2.5128,3.0209,6.1471,2.4793,9.5193,-0.395,-1.4873,13.9754,3.7384,15.484,-1.1347,6.6317,4.1396,2.0346,8.3544,0.2322,-0.809,1.6433,-0.3685,-2.0312,0.4555,-0.2243,1.3184,0.8744,1.6066,0.6632,1.2186,1.8374,1.7381,0.7645,2.5811,0.4398,1.485,3.3761,3.3239,1.0885,-3.5454,0.3275,-1.0666,-3.2571,0.5225,0.4915,0.3277,0.9408,0.6271,0.6666,1.3157,0.8089,1.4991,0.6148,1.1394,1.8534,0.0905,9.9489,0.5633,-0.4064,-0.2412,-0.0794,0.1589,-0.2262,-14.2679,275.8302,16.6081,51.6586,-2.154,-38.7541,10.0428,3.169,45.1187,?,27.7871,55.8347,7.4723,21.5393,0.4338,0.3682,-0.5135,-1.3947,5.2407,2.2226,0.4241,27.4653,4.9401,0.1799,0.7819,-2.1383,-2.7346,0,0.4306,0,1.1449,2.3983,2.0947,1.0821,85.3712,-0.9384,0.3337,-0.0603,0.4348,0.3327,0.5768,2,0,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.9676,13.3248,3.6503,11.841,-1.3287,2.0985,7.447,2.7289,9.5869,-0.3264,-2.9831,14.0898,3.7536,17.3316,-2.223,6.4841,7.0568,2.6565,11.3612,0.1765,-0.4611,0.3244,-0.1492,-0.7035,0.3236,-0.4601,1.3376,0.9725,1.3741,0.727,1.0273,1.413,1.7893,0.9457,1.8882,0.5285,1.0553,1.9966,2.8641,0.5652,-2.7752,0.1973,-0.969,-4.9104,0.7035,0.9456,0.3686,1.3441,0.5239,0.3898,1.2351,0.6832,1.0422,0.5531,0.8438,1.5255,0.082,10.1768,0.1819,0.617,-0.4192,-0.1359,0.5214,-0.6381,-23.4513,186.7537,13.6658,41.6992,?,-34.4758,11.8183,3.4378,38.1592,?,21.7949,104.2411,10.2099,27.7191,0.1735,0.6802,-1.076,-1.5818,3.9752,1.3385,0.3367,15.802,1.7916,0.1134,1.0928,-7.1652,-6.5569,1,0,0,1.0928,1.5043,1.3766,1.0228,79.7219,-0.9165,0.9823,-0.9525,0.413,0.2424,0.4924,1,0,TASCA_SINISTRA_DAVANTI_PANTALONI
0.9424,3.7965,1.9485,7.8854,-0.5505,0.7901,1.1767,1.0848,3.7282,-0.3686,-0.9026,0.6032,0.7767,2.5079,-8.7991,2.5921,1.1846,1.0884,4.7598,0.2094,1.1927,-1.044,0.3636,-0.8753,0.3048,-0.3482,1.7962,2.5087,1.7902,1.3967,0.9967,0.7136,3.2263,6.2934,3.2049,1.9506,0.9934,0.5092,2.7882,1.2432,-2.2203,0.4459,-0.7963,-1.786,1.8669,19.8719,0.8447,10.644,0.4525,0.0425,2.1151,3.1443,1.6567,1.4866,0.7833,0.5269,0.0325,3.9839,0.1605,0.2289,0.2594,-0.8153,0.8627,-0.7254,-35.1656,0.3913,0.6255,36.1786,?,-17.028,3.617,1.9018,19.5587,?,35.1337,0.3809,0.6172,1.86,0.948,2.0652,-1.0009,-0.4847,0.3289,1.0135,3.0814,0.1082,1.0272,9.4952,1.8497,-1.0672,-0.577,1,0,0,1.8497,19.4504,10.5152,1.118,87.3272,-0.9019,-0.3778,0.7173,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
0.8083,5.9022,2.4295,8.8761,-0.7443,0.7198,0.1669,0.4085,1.9913,-0.1417,-1.03,0.5347,0.7312,2.3207,-20.5295,2.691,1.5943,1.2627,4.5136,0.1602,1.1229,-0.7847,0.3004,-0.6989,0.2675,-0.3827,5.9471,3.3224,1.9241,0.5587,0.3235,0.5791,35.368,11.0387,3.7021,0.3121,0.1047,0.3354,15.3243,1.7116,-4.3983,0.1117,-0.287,-2.5697,2.9175,47.2083,0.9468,16.1812,0.3245,0.0201,4.4574,3.8248,1.9665,0.8581,0.4412,0.5141,0.0325,3.9503,-0.0626,0.073,0.2979,-0.7066,0.1618,-0.5837,-35.9198,0.4631,0.6805,37.7991,?,-7.2395,0.1581,0.3977,7.7393,?,35.3002,0.5356,0.7318,2.8793,0.92,4.9616,-1.0176,-0.2051,1.7113,0.9299,0.5434,2.9286,0.8647,0.2953,4.8841,-1.1413,-0.2337,1,0,0,4.8841,13.1277,2.6879,1.1061,78.4596,-0.2077,0.9544,-0.2543,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
0.5485,4.8698,2.2068,7.3879,-0.5971,0.7516,0.3051,0.5523,2.1618,-0.0138,-1.0135,0.3747,0.6121,2.1967,?,2.5224,1.08,1.0392,4.1614,0.2001,0.7298,-0.5412,0.2175,-0.7415,0.298,-0.4018,3.9953,3.605,2.1235,0.9023,0.5315,0.589,15.9625,12.9961,4.5091,0.8142,0.2825,0.347,93.8532,1.2574,-2.6526,0.0134,-0.0283,-2.1097,2.1694,0,0.8891,0,0.4099,0,3.4175,3.3632,1.7753,0.9841,0.5195,0.5279,0.0287,3.8114,0.1403,-0.1944,0.3589,-0.8528,0.58,-0.7325,-34.3468,0.4111,0.6411,35.9985,?,-9.4344,0.0432,0.2079,9.8389,?,36.1118,0.6942,0.8332,2.9999,0.9191,3.6406,-0.9511,-0.2613,3.0846,0.7695,0.2495,9.515,0.5921,0.0622,3.6588,-1.0563,-0.2887,1,0,0,3.6588,12,3.2798,1.0567,79.893,-0.2931,0.8404,-0.0018,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
4.8055,14.4544,3.8019,23.86,-0.1337,-0.931,11.3547,3.3697,13.9898,-0.7702,-0.6936,5.3584,2.3148,8.8357,-0.935,6.737,10.2208,3.197,19.2562,0.0879,-5.1617,-6.9287,0.7133,1.3423,-0.1382,-0.1029,1.1283,1.6424,1.1892,1.4557,1.054,0.7241,1.273,2.6975,1.4142,2.119,1.1109,0.5243,0.4624,0.6593,-1.5166,1.4256,-3.2797,-2.3005,2.6629,4.609,0.9968,1.7308,0.3743,0.2163,1.7055,2.7004,1.2391,1.5833,0.7265,0.4588,0.1052,10.0051,-0.0622,-0.1106,0.8699,0.2865,0.0665,0.1613,-28.6923,452.4547,21.271,64.1998,-4.6316,-26.2831,234.7956,15.323,45.4178,-17.0285,-13.0526,50.1428,7.0812,29.9988,-3.0653,1.0917,2.1982,2.0136,1.3882,3.0039,2.1639,1.927,9.0233,4.6825,1.2308,2.3343,1.8965,4.5251,1.5449,0.3414,1.4135,2.1401,1.514,0.8732,71.2701,-0.8842,-0.8827,0.9395,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
2.8522,11.0529,3.3246,15.5203,-0.0741,-1.7633,6.7806,2.604,9.8875,-0.7878,-0.2745,5.9922,2.4479,9.4164,-0.9575,5.3553,6.4662,2.5429,12.6005,0.1292,-1.6175,-10.3904,0.5326,6.4237,-0.3293,-0.0513,1.2767,1.3581,1.3074,1.0638,1.024,0.9627,1.6301,1.8445,1.7093,1.1316,1.0486,0.9267,0.2459,0.2326,-0.5732,0.9459,-2.3313,-2.4645,2.6126,3.0038,0.9986,1.1497,0.3822,0.3324,1.5697,1.6482,1.2317,1.05,0.7847,0.7473,0.0716,7.9992,0.0438,0.2454,0.8903,-0.3123,0.0672,0.1618,-22.4625,350.9406,18.7334,60.9589,-2.9688,-28.5312,99.702,9.9851,40.1398,?,-23.7464,5.7281,2.3933,26.9989,?,0.7873,0.9459,1.2015,1.8761,7.8273,4.172,3.5199,61.2666,17.4058,1.136,1.6889,1.4867,0,0,1,1.5187,2.2578,1.4867,0.9231,77.6607,-0.8921,-0.8367,0.9329,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
-0.4694,5.415,2.327,8.199,-0.9644,1.5873,5.2161,2.2839,9.2172,-0.286,-0.7372,21.9166,4.6815,20.577,-1.2722,5.0538,10.2899,3.2078,11.4827,0.0754,-0.2957,0.6367,-0.0929,-2.1531,0.3141,-0.1459,1.0189,0.4971,0.7254,0.4879,0.712,1.4594,1.0381,0.2471,0.5262,0.238,0.5069,2.1299,1.9635,0.3494,-4.3002,0.1779,-2.19,-12.308,0.5823,0.4609,0.3361,0.7914,0.5771,0.7292,0.8895,0.3985,0.714,0.4479,0.8027,1.792,0.0394,7.357,0.6209,0.4282,0.5022,0.143,0.6801,-0.142,-43.567,0.7937,0.8909,44.5786,?,-22.1289,11.2036,3.3472,27.6596,?,-6.5671,36.0384,6.0032,18.1183,-1.9319,1.9688,6.6342,3.3697,0.2662,0.1484,0.5576,0.0708,0.022,0.3109,1.6117,3.734,2.3168,1,0,0,1.6117,2.4604,1.5266,1.0718,73.7992,-0.9889,0.969,-0.9573,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
1.3193,0.8789,0.9375,4.4925,-0.3397,0.1266,2.7536,1.6594,5.5006,-0.7353,0.7961,0.303,0.5504,1.9767,-0.0621,2.3394,0.8531,0.9236,3.4796,0.2756,10.4232,1.6573,0.564,0.159,0.0541,0.3403,0.565,1.7032,1.015,3.0146,1.7966,0.5959,0.3192,2.9007,1.0302,9.0881,3.2277,0.3552,0.4888,9.8533,-0.8605,20.1601,-1.7606,-0.0873,1.0579,1.8018,0.6981,1.7032,0.6599,0.3875,0.8167,2.2727,1.2911,2.7827,1.5808,0.5681,0.0329,3.6513,0.8061,-0.3388,0.5343,-0.3695,0.6619,0.2142,-42.8429,3.0017,1.7325,45.0592,?,-9.1971,1.5264,1.2355,11.9995,?,28.9346,7.805,2.7937,8.7601,0.7379,4.6583,-1.4807,-0.3179,1.4023,0.6201,0.4422,1.9665,0.3846,0.1956,3.7551,-1.8272,-0.4866,1,0,0,3.7551,5.1437,1.3698,1.1172,80.9746,-0.9847,0.9873,-0.9684,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
-1.0381,3.7189,1.9285,7.668,-0.5877,0.031,2.7239,1.6504,4.6014,-0.5966,-0.6225,0.6968,0.8347,2.7627,-4.8127,2.787,0.8381,0.9155,4.1912,0.2611,-33.5206,1.6677,-0.3725,-0.0498,0.0111,-0.2234,1.1685,2.3102,2.1065,1.9771,1.8028,0.9118,1.3653,5.3372,4.4373,3.9091,3.25,0.8314,1.6508,1.2409,-1.9169,0.7517,-1.1612,-1.5448,1.6758,10.1617,0.8515,6.0637,0.5081,0.0838,1.6665,2.7756,1.8296,1.6655,1.0979,0.6592,0.0258,4.102,0.4935,-0.4548,0.6493,-0.9795,0.7368,-0.7114,-38.1948,0.3334,0.5774,39.4791,?,-12.677,1.9636,1.4013,14.5798,?,32.4517,0.3501,0.5917,2.0401,0.9391,3.0129,-1.177,-0.3906,0.4121,0.9759,2.3684,0.1698,0.9524,5.6093,2.7078,-1.2557,-0.4637,1,0,0,2.7078,19.3515,7.1466,1.1,83.3235,-0.7763,0.8015,-0.3196,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
