@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
0.0698,0.6059,0.7784,3.9594,-0.78,-0.3248,0.1566,0.3957,1.6207,-1.608,-0.3558,0.2302,0.4798,1.7269,-2.4078,1.0418,0.1444,0.3799,1.9413,0.1566,-0.2148,-0.1961,0.067,0.9129,-0.3118,-0.3416,1.967,1.6222,2.0487,0.8247,1.0415,1.2629,3.8691,2.6317,4.197,0.6802,1.0848,1.5948,1.7362,1.4219,-4.8119,0.819,-2.7715,-3.3841,3.5794,4.3895,0.9664,1.2263,0.27,0.2202,2.4429,2.2927,2.0396,0.9385,0.8349,0.8896,0.0026,1.537,-0.1826,0.2117,-0.0717,-0.3016,0.2273,-0.5591,?,?,?,?,?,0,0,0,0,0,PANTALONI
-0.1256,13.6716,3.6975,20.7218,-0.7757,1.4022,4.1074,2.0267,7.9462,-0.4197,-1.9045,9.7996,3.1304,13.099,-1.2585,5.3785,4.2592,2.0638,10.4868,0.137,-0.0896,0.066,-0.0234,-0.7362,0.2607,-0.3541,1.8244,1.1812,1.7916,0.6474,0.982,1.5168,3.3286,1.3951,3.2099,0.4191,0.9643,2.3008,3.8537,1.2401,-5.436,0.3218,-1.4106,-4.3834,2.0849,2.0121,0.9603,0.9651,0.4606,0.4773,2.6078,1.5819,1.976,0.6066,0.7577,1.2491,0.0129,8.0519,0.4711,-0.5041,0.2793,-0.2723,-0.1346,-0.4657,?,?,?,?,?,0,0,0,0,0,PANTALONI
0.3517,0.8444,0.9189,4.8954,-0.4116,-0.2467,0.2983,0.5461,2.235,-0.8881,0.0851,0.0639,0.2528,1.5509,-1.8832,0.939,0.5167,0.7188,3.5789,0.0233,-1.4256,4.1338,0.3745,-2.8998,-0.2627,0.0906,1.6826,3.6356,1.2784,2.1608,0.7598,0.3516,2.8311,13.2178,1.6342,4.6688,0.5772,0.1236,1.3577,1.409,-16.724,1.0378,-12.3177,-11.8695,2.9297,6.4472,0.9465,2.2006,0.3231,0.1468,2.1903,3.1564,1.3678,1.4411,0.6245,0.4334,0.0025,1.3087,0.3352,-0.1382,0.8053,-0.2635,0.4428,-0.0449,?,?,?,?,?,0,0,0,0,0,PANTALONI
1.763,6.9636,2.6389,16.4748,-0.2208,-0.6666,1.5454,1.2431,7.6941,-0.6827,-0.3842,2.9744,1.7247,10.9593,-1.3085,3.0215,6.0537,2.4604,13.4435,0.0069,-2.6448,-4.5887,0.5835,1.735,-0.2206,-0.1272,2.1228,1.5301,1.0725,0.7208,0.5052,0.701,4.5061,2.3411,1.1503,0.5195,0.2553,0.4913,0.9546,0.4797,-32.1006,0.5025,-33.6271,-66.9164,2.9514,2.8426,0.9969,0.9632,0.3378,0.3507,2.1412,1.5033,1.2255,0.7021,0.5723,0.8152,0.0103,4.3084,0.106,0.167,0.8727,-0.1031,-0.0165,-0.0373,?,?,?,?,?,3.9409,0.0556,0.2359,1,0.75,PANTALONI
-0.0801,0.7534,0.868,4.4632,-0.582,-0.1407,0.2099,0.4582,2.0954,-0.7157,0.078,0.2884,0.537,2.9117,-0.8046,1.0023,0.2795,0.5286,2.783,0.0728,0.5696,-1.0273,-0.08,-1.8034,-0.1404,0.0778,1.8944,1.6163,1.6419,0.8532,0.8667,1.0158,3.5886,2.6124,2.6959,0.728,0.7512,1.032,1.8786,1.2649,-7.5167,0.6733,-4.0013,-5.9428,2.31,1.7485,0.94,0.7569,0.4069,0.5376,2.13,1.5328,1.6038,0.7196,0.7529,1.0463,0.001,1.4763,0.4805,0.0996,0.2068,-0.0198,0.2795,-0.0137,?,?,?,?,?,0,0,0,0,0,PANTALONI
-3.1132,15.1923,3.8977,14.65,-3.4191,-1.2354,10.6565,3.2644,14.1271,-1.0783,-0.9412,9.4683,3.0771,11.2373,-1.4141,6.399,6.4739,2.5444,10.7406,0.0742,2.5199,3.3076,-0.4865,1.3126,-0.1931,-0.1471,1.194,1.2667,1.5319,1.0609,1.283,1.2094,1.4256,1.6045,2.3467,1.1255,1.6461,1.4625,1.5464,1.722,-13.1684,1.1135,-8.5154,-7.6472,0.4877,0.7122,0.2858,1.4603,0.5859,0.4012,1.037,1.3037,1.364,1.2572,1.3153,1.0462,0.0184,9.2029,0.0811,-0.1008,-0.6969,0.5538,-0.1784,-0.1917,?,?,?,?,?,265.4603,9354.3584,96.7179,303,0.1416,PANTALONI
-0.0454,3.7021,1.9241,9.2346,-1.2354,-0.0901,2.9933,1.7301,7.5282,-0.9451,-0.1681,12.7283,3.5677,13.7587,-0.7218,4.2706,1.2244,1.1065,5.6232,0.3016,0.5041,0.2701,-0.0106,0.5359,-0.0211,-0.0394,1.1121,0.5393,1.7389,0.4849,1.5636,3.2242,1.2368,0.2909,3.0236,0.2352,2.4447,10.3955,1.3952,0.8848,-2.1021,0.6342,-1.5067,-2.3758,1.0674,0.517,0.5131,0.4844,0.4807,0.9925,1.2267,0.6712,1.6422,0.5472,1.3388,2.4468,0.002,6.2224,0.0297,0.5136,0.1935,0.0576,0.3123,0.4914,?,?,?,?,?,2,0,0,0,1,PANTALONI
-2.625,8.1926,2.8623,8.6165,-6.2136,-1.8277,2.7185,1.6488,5.7705,-12.3764,-1.5662,0.6797,0.8244,3.829,-12.8958,4.2282,6.3974,2.5293,7.8687,0.0849,1.4363,1.676,-0.6208,1.1669,-0.4323,-0.3704,1.736,3.4718,1.1316,1.9999,0.6519,0.326,3.0136,12.0532,1.2806,3.9996,0.4249,0.1062,1.3901,2.0887,-10.1672,1.5025,-7.3138,-4.8677,2.7689,4.3349,0.1389,1.5656,0.0502,0.032,1.4932,2.2503,1.095,1.507,0.7333,0.4866,0.0409,6.5264,0.6869,0.3681,-0.9443,0.5247,-0.8486,-0.5342,?,?,?,?,?,12.2184,78.0787,8.8362,24,0,PANTALONI
-1.8524,17.7793,4.2165,19.5223,-2.9694,-0.9036,7.3499,2.7111,9.3061,-2.1956,-0.4413,26.8341,5.1802,20.4369,-0.6457,6.5394,13.6419,3.6935,15.1041,0.079,2.05,4.1977,-0.2833,2.0476,-0.1382,-0.0675,1.5553,0.814,1.1416,0.5234,0.734,1.4025,2.419,0.6626,1.3033,0.2739,0.5388,1.967,2.2841,1.8214,-11.2785,0.7974,-4.9379,-6.1924,1.6889,0.396,0.2999,0.2345,0.1776,0.7573,2.0978,0.9552,1.2925,0.4554,0.6161,1.3531,0.0211,9.7091,0.5344,0.0865,-0.6188,-0.1527,-0.7152,0.4172,?,?,?,?,?,33.1138,163.2937,12.7786,45.0137,0.0843,PANTALONI
1.9498,15.3948,3.9236,14.743,-0.8671,0.4641,2.9321,1.7123,8.5382,-0.3722,-1.9004,8.4695,2.9102,13.1721,-2.3526,4.9093,10.3239,3.2131,11.7874,0.0156,4.201,-1.026,0.3972,-0.2442,0.0945,-0.3871,2.2914,1.3482,1.2211,0.5884,0.5329,0.9057,5.2504,1.8177,1.4912,0.3462,0.284,0.8204,2.9565,0.7408,-36.7645,0.2506,-12.4353,-49.631,1.269,2.0097,0.6595,1.5837,0.5197,0.3281,1.7267,1.1193,1.2507,0.6482,0.7243,1.1175,0.0276,7.3261,-0.8119,-0.5176,0.4824,0.0639,-0.0236,-0.7832,?,?,?,?,?,4.0472,0,0,0,1,PANTALONI
-0.0801,3.6473,1.9098,8.1005,-0.6874,0.0248,5.1634,2.2723,12.0561,-1.2972,-0.0668,7.362,2.7133,12.071,-0.5882,3.6772,2.6623,1.6316,7.1294,0.1006,-3.2276,1.1996,-0.0218,-0.3717,0.0067,-0.0182,0.8405,0.7039,1.1705,0.8375,1.3927,1.6629,0.7064,0.4954,1.37,0.7014,1.9395,2.7653,0.4847,0.7382,-4.1401,1.5228,-8.5408,-5.6085,0.9147,0.6316,0.6056,0.6905,0.6621,0.9589,0.6719,0.6711,1.1362,0.9988,1.691,1.6931,0.0011,5.415,0.3985,0.3643,0.0158,0.0415,-0.1102,0.3412,?,?,?,?,?,4.2079,0.249,0.499,3.803,0.5126,PANTALONI
1.4278,12.4042,3.522,15.8418,-0.4082,0.9678,5.856,2.4199,12.9779,-0.7384,-1.0278,8.1112,2.848,25.49,-0.9101,4.776,7.5929,2.7555,12.6596,0.0731,1.4752,-1.3892,0.299,-0.9417,0.2026,-0.2152,1.4554,1.2366,1.2781,0.8497,0.8782,1.0336,2.1182,1.5293,1.6337,0.722,0.7713,1.0683,0.833,0.3781,-4.5958,0.4539,-5.5172,-12.1558,1.5069,0.843,0.8236,0.5594,0.5466,0.977,1.2207,0.6215,1.2514,0.5091,1.0251,2.0135,0.0102,7.2173,0.7087,0.0924,0.7224,-0.0376,0.4414,-0.077,?,?,?,?,?,0,0,0,0,0,PANTALONI
0.6908,19.2304,4.3853,24.8794,-0.8495,-0.8422,15.0555,3.8801,18.232,-1.2557,-1.0875,26.0354,5.1025,37.0395,-1.0751,6.9477,14.4199,3.7974,19.3661,0.0394,-0.8202,-0.6352,0.0994,0.7744,-0.1212,-0.1565,1.1302,0.8594,1.1548,0.7604,1.0218,1.3437,1.2773,0.7386,1.3336,0.5783,1.0441,1.8055,1.1259,0.5955,-14.3869,0.5289,-12.7782,-24.1609,1.6644,0.7537,0.6673,0.4528,0.4009,0.8854,1.3646,0.6717,1.2847,0.4922,0.9414,1.9126,0.0077,10.3972,0.4005,0.0854,0.0558,0.2824,-0.2458,-0.2059,?,?,?,?,?,0,0,0,0,0,PANTALONI
2.5653,9.0334,3.0056,17.9938,-0.1703,-0.1232,8.3161,2.8838,10.9461,-0.9397,-1.7969,10.6163,3.2583,24.1846,-0.4122,5.4488,8.1013,2.8463,19.213,0.0365,-20.822,-1.4276,0.4708,0.0686,-0.0226,-0.3298,1.0422,0.9224,1.056,0.8851,1.0132,1.1447,1.0863,0.8509,1.1151,0.7833,1.0265,1.3104,0.4938,0.3709,-3.5924,0.7512,-7.2757,-9.685,2.7246,0.8978,0.771,0.3295,0.283,0.8588,1.6438,0.744,0.9365,0.4526,0.5697,1.2588,0.0172,8.4013,0.0075,0.0507,0.7449,-0.4573,0.0522,0.0747,?,?,?,?,?,1.967,0.2626,0.5125,2,0.3333,PANTALONI
-1.4009,23.6118,4.8592,34.1946,-1.2406,2.3593,18.4696,4.2976,23.4187,-0.1297,-1.5452,10.9239,3.3051,23.8341,-0.5623,5.9281,27.7795,5.2706,26.8555,0.0439,-0.5938,0.9066,-0.2363,-1.5268,0.398,-0.2607,1.1307,1.4702,0.9219,1.3003,0.8154,0.6271,1.2784,2.1615,0.85,1.6908,0.6649,0.3932,7.0403,2.2071,-15.358,0.3135,-2.1814,-6.9586,0.7362,1.0004,0.5433,1.3588,0.738,0.5431,1.4601,1.4347,1.2733,0.9826,0.872,0.8875,0.017,8.7475,-0.1334,-0.3667,-0.3141,0.4254,0.87,0.4655,?,?,?,?,?,1.1189,0.8291,0.9106,2,0,PANTALONI
0.0558,0.4366,0.6607,2.9546,-0.7909,-0.1669,0.0913,0.3022,1.3214,-1.5324,-0.4222,0.1492,0.3863,1.5201,-4.4082,0.8464,0.17,0.4123,1.6034,0.1257,-0.3345,-0.1322,0.066,0.3953,-0.1972,-0.4989,2.1865,1.7105,1.6027,0.7823,0.733,0.937,4.7807,2.9258,2.5687,0.612,0.5373,0.8779,1.6318,1.053,-5.6591,0.6453,-3.468,-5.3741,3.1618,5.8695,0.8996,1.8564,0.2845,0.1533,2.2359,1.9436,1.8427,0.8693,0.8241,0.9481,0.0025,1.2823,0.3964,0.2872,-0.0751,0.0223,0.1111,-0.7286,?,?,?,?,?,0,0,0,0,0,PANTALONI
-0.0458,0.5186,0.7202,2.933,-0.9831,-0.1044,0.2573,0.5072,2.463,-1.2541,0.0449,0.5117,0.7153,2.6683,-1.3183,1.0361,0.229,0.4785,2.0489,0.1211,0.4384,-1.0201,-0.0442,-2.3268,-0.1008,0.0433,1.4198,1.0068,1.5049,0.7091,1.0599,1.4948,2.016,1.0136,2.2648,0.5028,1.1234,2.2345,1.0611,0.9583,-5.1491,0.9031,-4.8527,-5.3734,1.3536,1.285,0.6344,0.9493,0.4687,0.4937,1.1908,1.0992,1.4315,0.923,1.2021,1.3023,0.0007,1.5816,0.2205,0.1317,-0.4855,0.5535,-0.1985,-0.2751,?,?,?,?,?,?,?,?,?,?,PANTALONI
-1.829,10.9918,3.3154,14.6278,-1.6048,0.5713,1.6547,1.2863,6.3005,-1.553,1.2047,16.1073,4.0134,14.5496,-0.5893,4.8737,10.1241,3.1818,11.5899,0.0554,-3.2014,-1.5182,-0.3753,0.4742,0.1172,0.2472,2.5774,0.8261,1.042,0.3205,0.4043,1.2613,6.6429,0.6824,1.0857,0.1027,0.1634,1.591,2.3514,1.6705,-13.2494,0.7104,-5.6346,-7.9313,2.2755,0.6134,0.4577,0.2696,0.2011,0.7461,2.3217,1.0054,1.2621,0.433,0.5436,1.2554,0.0226,7.4678,-0.5823,-0.8169,-0.5741,0.3596,0.2259,0.6499,?,?,?,?,?,4.1432,0,0,0,1,PANTALONI
-0.6853,9.3403,3.0562,14.8744,-0.8764,1.3514,4.0559,2.0139,9.008,-0.4099,-1.3386,11.8834,3.4472,14.3997,-1.4217,4.95,4.8649,2.2056,8.7863,0.0974,-0.5071,0.512,-0.1384,-1.0095,0.273,-0.2704,1.5175,0.8866,1.3856,0.5842,0.9131,1.5629,2.3029,0.786,1.9199,0.3413,0.8337,2.4427,2.6527,0.8218,-7.3312,0.3098,-2.7637,-8.9207,1.2408,1.3332,0.8144,1.0745,0.6564,0.6109,1.6512,1.033,1.6929,0.6256,1.0252,1.6389,0.0109,7.5224,0.224,0.2721,0.1112,-0.0838,0.413,-0.5413,?,?,?,?,?,0,0,0,0,0,PANTALONI
2.8787,17.7291,4.2106,17.5359,-0.2462,-0.1147,9.1022,3.017,11.7764,-1.0673,-0.3822,6.0311,2.4558,14.7708,-0.9693,5.4318,11.8042,3.4357,14.4585,0.0518,-25.0866,-7.531,0.53,0.3002,-0.0211,-0.0704,1.3956,1.7145,1.2255,1.2285,0.8781,0.7148,1.9478,2.9396,1.5019,1.5092,0.7711,0.5109,0.5698,0.4765,-4.3818,0.8363,-7.6904,-9.1957,2.4703,1.876,0.9228,0.7594,0.3736,0.4919,1.4891,1.1872,1.2128,0.7973,0.8145,1.0216,0.0155,8.0667,0.5509,0.1762,0.8882,0.0746,0.413,0.1446,?,?,?,?,?,0,0,0,0,0,PANTALONI
1.5136,11.0802,3.3287,17.3607,-0.2065,0.0477,6.0253,2.4547,11.9161,-0.5906,-0.612,8.2752,2.8767,14.2332,-1.3379,4.5228,7.5925,2.7554,14.6818,0.0309,31.7293,-2.4731,0.3347,-0.0779,0.0105,-0.1353,1.3561,1.1571,1.208,0.8533,0.8908,1.044,1.8389,1.339,1.4594,0.7281,0.7936,1.0899,0.6716,0.3648,-6.3573,0.5432,-9.4661,-17.4262,1.9207,2.3635,0.9498,1.2305,0.4945,0.4019,1.4569,1.2197,1.1825,0.8372,0.8116,0.9694,0.0088,6.7322,0.3637,0.6723,0.6267,-0.0917,0.4742,0.1117,?,?,?,?,?,0,0,0,0,0,PANTALONI
-0.1007,1.0398,1.0197,5.0523,-0.8552,-0.1025,0.7829,0.8848,3.689,-1.1686,0.1866,0.8771,0.9365,4.7143,-1.5202,1.5398,0.3841,0.6198,2.5646,0.1603,0.9824,-0.5399,-0.0654,-0.5495,-0.0666,0.1212,1.1524,1.0888,1.6452,0.9448,1.4276,1.5111,1.3281,1.1854,2.7067,0.8926,2.038,2.2833,1.1716,0.819,-4.7582,0.699,-4.0612,-5.8097,1.6009,1.4559,0.8917,0.9094,0.557,0.6125,1.3696,1.0717,1.97,0.7825,1.4384,1.8382,0.0012,2.282,-0.1242,-0.1592,-0.0022,0.5045,0.3034,0.2265,?,?,?,?,?,0,0,0,0,0,PANTALONI
0.0183,0.5621,0.7497,3.5658,-0.6407,0.061,0.1829,0.4277,1.8557,-0.5622,0.3668,0.1727,0.4156,1.6157,-0.3711,0.8071,0.4049,0.6363,2.1449,0.0428,0.3004,0.0499,0.0227,0.1662,0.0755,0.4545,1.7531,1.804,1.1782,1.029,0.6721,0.6531,3.0732,3.2543,1.3881,1.0589,0.4517,0.4266,2.0851,3.1842,-14.5333,1.5271,-6.97,-4.5642,1.8296,1.8443,0.9699,1.008,0.5301,0.5259,1.9216,2.2069,1.6624,1.1485,0.8651,0.7533,0.0019,1.2165,-0.0952,-0.4254,0.0764,0.3127,0.5301,0.6879,?,?,?,?,?,0,0,0,0,0,PANTALONI
-0.0424,1.4043,1.185,6.1152,-0.8777,0.0458,0.6991,0.8361,3.275,-0.5659,0.218,0.3625,0.6021,2.3125,-0.2287,1.3013,0.824,0.9077,3.4814,0.0658,-0.9253,-0.1945,-0.0326,0.2102,0.0352,0.1675,1.4173,1.9682,1.3055,1.3887,0.9211,0.6633,2.0087,3.8736,1.7042,1.9284,0.8484,0.44,2.4152,6.6404,-11.6581,2.7494,-4.8269,-1.7556,1.5572,1.7305,0.8739,1.1113,0.5612,0.505,1.8673,2.6444,1.7565,1.4162,0.9407,0.6642,0.0012,1.9326,-0.1082,-0.3478,-0.194,0.7647,0.6766,0.578,?,?,?,?,?,0,0,0,0,0,PANTALONI
-0.4006,5.2837,2.2986,19.7487,-5.1502,1.0073,35.3703,5.9473,37.4833,-0.1309,-0.2108,4.5727,2.1384,11.643,-1.1533,4.4675,26.4875,5.1466,36.2413,0.0256,-0.3977,1.9004,-0.0897,-4.7792,0.2255,-0.0472,0.3865,1.0749,0.4466,2.7812,1.1556,0.4155,0.1494,1.1555,0.1995,7.7351,1.3354,0.1726,3.8116,2.6519,-17.3856,0.6958,-4.5612,-6.5558,0.0969,0.5939,0.0863,6.13,0.8912,0.1454,0.5269,1.6962,0.5449,3.2194,1.0343,0.3213,0.0057,6.2443,-0.6025,0.4473,-0.6666,-0.2754,0.8945,-0.2949,?,?,?,?,?,0,0,0,0,0,GIACCA
0.9676,10.3714,3.2205,16.3368,-0.9259,1.0562,7.377,2.7161,12.4611,-0.4449,-1.2252,22.2139,4.7132,27.7086,-1.6768,6.0448,6.9752,2.6411,16.3388,0.0805,0.9161,-0.7898,0.1601,-0.8621,0.1747,-0.2027,1.1857,0.6833,1.2194,0.5763,1.0284,1.7846,1.4059,0.4669,1.4869,0.3321,1.0576,3.1847,2.0472,0.4525,-5.4875,0.221,-2.6805,-12.127,0.9835,0.8195,0.4773,0.8332,0.4853,0.5825,1.311,0.5896,0.9999,0.4497,0.7627,1.6959,0.0094,8.8286,0.5026,0.5382,0.2377,0.3846,0.3171,0.1594,?,?,?,?,?,0,0,0,0,0,GIACCA
0.8535,8.1631,2.8571,13.4729,-1.0742,1.0325,8.2905,2.8793,10.819,-0.6319,-1.2645,8.5364,2.9217,13.7238,-1.1234,5.0632,2.7474,1.6575,7.6992,0.1547,0.8266,-0.6749,0.1686,-0.8165,0.2039,-0.2498,0.9923,0.9779,1.7237,0.9855,1.7371,1.7627,0.9846,0.9563,2.9712,0.9712,3.0176,3.1071,1.6655,0.961,-4.9536,0.577,-2.9742,-5.1548,0.9798,1.005,0.7132,1.0258,0.7279,0.7096,1.2453,0.9817,1.7499,0.7883,1.4052,1.7825,0.0094,7.5658,0.0442,0.2729,0.2376,-0.2695,0.2116,0.1328,?,?,?,?,?,0.4235,0.2441,0.4941,1,0,GIACCA
-0.4006,5.2837,2.2986,19.7487,-5.1502,1.0073,35.3703,5.9473,37.4833,-0.1309,-0.2108,4.5727,2.1384,11.643,-1.1533,4.4675,26.4875,5.1466,36.2413,0.0256,-0.3977,1.9004,-0.0897,-4.7792,0.2255,-0.0472,0.3865,1.0749,0.4466,2.7812,1.1556,0.4155,0.1494,1.1555,0.1995,7.7351,1.3354,0.1726,3.8116,2.6519,-17.3856,0.6958,-4.5612,-6.5558,0.0969,0.5939,0.0863,6.13,0.8912,0.1454,0.5269,1.6962,0.5449,3.2194,1.0343,0.3213,0.0057,6.2443,-0.6025,0.4473,-0.6666,-0.2754,0.8945,-0.2949,?,?,?,?,?,0,0,0,0,0,GIACCA
0.9676,10.3714,3.2205,16.3368,-0.9259,1.0562,7.377,2.7161,12.4611,-0.4449,-1.2252,22.2139,4.7132,27.7086,-1.6768,6.0448,6.9752,2.6411,16.3388,0.0805,0.9161,-0.7898,0.1601,-0.8621,0.1747,-0.2027,1.1857,0.6833,1.2194,0.5763,1.0284,1.7846,1.4059,0.4669,1.4869,0.3321,1.0576,3.1847,2.0472,0.4525,-5.4875,0.221,-2.6805,-12.127,0.9835,0.8195,0.4773,0.8332,0.4853,0.5825,1.311,0.5896,0.9999,0.4497,0.7627,1.6959,0.0094,8.8286,0.5026,0.5382,0.2377,0.3846,0.3171,0.1594,?,?,?,?,?,0,0,0,0,0,GIACCA
0.8535,8.1631,2.8571,13.4729,-1.0742,1.0325,8.2905,2.8793,10.819,-0.6319,-1.2645,8.5364,2.9217,13.7238,-1.1234,5.0632,2.7474,1.6575,7.6992,0.1547,0.8266,-0.6749,0.1686,-0.8165,0.2039,-0.2498,0.9923,0.9779,1.7237,0.9855,1.7371,1.7627,0.9846,0.9563,2.9712,0.9712,3.0176,3.1071,1.6655,0.961,-4.9536,0.577,-2.9742,-5.1548,0.9798,1.005,0.7132,1.0258,0.7279,0.7096,1.2453,0.9817,1.7499,0.7883,1.4052,1.7825,0.0094,7.5658,0.0442,0.2729,0.2376,-0.2695,0.2116,0.1328,?,?,?,?,?,0.4235,0.2441,0.4941,1,0,GIACCA
