@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
-0.2444,0.1574,0.3967,3.4947,-1.4129,0.2399,0.1718,0.4145,3.6893,-0.8817,1.0572,1.02,1.0099,3.8098,-0.1419,1.3263,0.825,0.9083,3.904,0.0238,-1.0191,-0.2312,-0.1843,0.2269,0.1809,0.7971,0.9572,0.3928,0.4368,0.4104,0.4563,1.1119,0.9163,0.1543,0.1908,0.1684,0.2082,1.2364,1.1838,4.3238,-21.5005,3.6525,-18.1621,-4.9726,0.7387,0.4341,0.3622,0.5876,0.4903,0.8343,0.9473,0.9173,0.8952,0.9684,0.945,0.9759,0.0112,1.8147,-0.1227,-0.242,-0.0296,-0.1248,0.1019,0.8949,2.1848,0.0985,0.3139,0.9566,0.6575,-8.5324,0.1128,0.3358,9.4012,?,4.1532,1.1352,1.0655,3.7727,0.2176,-0.2561,0.5261,-2.0544,0.9348,0.2946,0.3152,0.8738,0.0868,0.0993,-0.1954,1.7508,-8.9617,0,0.5793,0,0.1018,0.2536,2.4919,0.0984,14.8704,-0.9111,-0.9042,0.9946,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
2.0133,9.1307,3.0217,24.5694,-0.1842,-0.9617,6.4543,2.5405,16.029,-0.4483,-1.0305,5.6476,2.3765,18.9062,-0.9353,4.4404,7.5554,2.7487,22.007,0.0452,-2.0936,-1.9536,0.4534,0.9332,-0.2166,-0.2321,1.1894,1.2715,1.0993,1.069,0.9243,0.8646,1.4147,1.6167,1.2085,1.1428,0.8543,0.7475,0.7702,0.4182,-3.666,0.543,-4.7597,-8.7651,1.8747,2.1239,0.9001,1.1329,0.4802,0.4238,1.5328,1.2995,1.1164,0.8478,0.7284,0.8591,0.0259,6.5789,0.1914,0.2193,0.6827,-0.0531,0.0139,0.041,3.87,8.8547,2.9757,10.1924,-0.0634,2.8604,3.723,1.9295,6.1401,-0.1907,7.5862,2.8057,1.675,9.008,0.0094,1.353,0.5101,0.377,1.5422,1.7765,1.1519,2.3784,3.156,1.327,0.618,-7.0729,-11.4457,1.8587,1.054,0.5671,1.66,1.1315,0.6816,0.0946,14.6012,-0.8188,-0.7693,0.497,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0478,0.03,0.1733,1.2634,-0.1589,0.0202,0.0821,0.2866,2.1413,-0.199,0.0475,0.0055,0.0744,0.4779,-0.4188,0.1747,0.0921,0.3035,2.0551,0.0089,2.3678,1.005,0.2734,0.4245,0.1154,0.272,0.6049,2.3304,0.5711,3.8528,0.9442,0.2451,0.3659,5.4308,0.3262,14.8441,0.8915,0.0601,0.4875,1.2282,-9.369,2.5192,-19.218,-7.6285,0.6104,3.2364,0.5257,5.3021,0.8613,0.1624,0.59,2.6436,0.6147,4.4807,1.0419,0.2325,0.0007,0.2646,0.8691,0.4618,0.8918,0.2455,0.9109,0.3787,9.0367,0.0002,0.0147,0.05,0.9945,3.6817,0.0005,0.0234,0.0859,0.977,-0.9749,0.0023,0.0479,1.0591,?,2.4545,-9.2697,-3.7766,0.6269,0.3069,0.4896,0.393,0.0942,0.2397,2.4653,-8.5021,-3.4487,2.4221,0,0,0.5823,0.0472,0.0811,0.1032,13.6933,-0.9638,0.987,-0.9698,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
1.5732,8.7321,2.955,19.2553,-0.1913,-2.0921,5.9908,2.4476,10.8576,-1.3327,-0.6177,1.6171,1.2717,5.1238,-1.4618,3.9512,7.9612,2.8216,16.4798,0.0062,-0.752,-2.5468,0.3982,3.3868,-0.5295,-0.1563,1.2073,2.3237,1.0473,1.9247,0.8675,0.4507,1.4576,5.3997,1.0968,3.7046,0.7525,0.2031,0.4985,1.0163,-30.0739,2.0388,-60.3293,-29.5907,3.4725,7.7658,0.9747,2.2364,0.2807,0.1255,1.7734,3.758,1.1684,2.1191,0.6588,0.3109,0.028,5.9974,-0.4516,-0.0339,0.837,0.1881,-0.6549,-0.0831,3.146,6.7659,2.6011,7.0137,-0.0487,0.6959,15.0253,3.8763,9.763,-1.2397,7.955,0.7065,0.8405,2.5223,0.72,4.5209,0.3955,0.0875,0.671,3.0946,4.6116,0.4503,9.5764,21.2669,0.0603,-0.0502,-0.8333,1.5343,0.7425,0.4839,0.7184,2.7807,3.8707,0.0894,14.9558,-0.7198,-0.927,0.8995,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.041,0.0073,0.0852,0.5499,-1.3639,-0.0491,0.0213,0.1459,1.172,-0.1911,0.0255,0.0059,0.0767,0.4321,-0.7136,0.1559,0.0149,0.1219,0.972,0.0387,-0.8351,1.6086,0.2628,-1.9263,-0.3147,0.1634,0.5838,1.1101,0.6988,1.9013,1.1968,0.6295,0.3409,1.2322,0.4883,3.615,1.4324,0.3962,1.687,1.7631,-8.0975,1.0451,-4.7999,-4.5927,0.2364,0.9224,0.23,3.9019,0.9731,0.2494,0.4692,1.2725,0.5657,2.7123,1.2058,0.4446,0.0007,0.2329,0.1814,-0.3447,0.3067,0.0394,0.7297,0.1935,8.0275,0.0029,0.054,0.176,0.9783,5.5233,0.0064,0.0797,0.2599,0.9541,-1.1013,0.0001,0.0091,1.1237,?,1.4534,-7.2893,-5.0154,0.6778,5.9533,8.7831,0.4594,35.442,77.1434,1.4667,-7.0573,-4.8117,1.4305,0,0,0.6772,0.1566,0.2313,0.1021,14.6521,-0.9957,-0.7832,0.7845,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.018,0.0033,0.0575,0.3143,-0.8773,-0.031,0.0024,0.0494,0.2796,-1.382,0.0368,0.0041,0.0638,0.2968,-0.5524,0.1003,0.0024,0.049,0.2358,0.045,-0.5801,0.4896,0.1794,-0.8441,-0.3092,0.3664,1.1649,0.9013,1.1743,0.7737,1.0081,1.3029,1.357,0.8124,1.379,0.5987,1.0162,1.6975,0.9055,1.3906,-13.2208,1.5358,-14.6013,-9.5072,1.4264,0.8757,0.6781,0.6139,0.4754,0.7744,1.1242,1.0589,1.333,0.942,1.1857,1.2588,0.0005,0.1527,-0.4461,0.0773,0.2912,-0.1669,-0.4183,0.4794,8.7529,0.0002,0.0155,0.0588,0.9933,4.4071,0.0008,0.0284,0.1083,0.9758,-0.3652,0.0008,0.0287,0.4162,?,1.9861,-23.9689,-12.0683,0.5455,0.5401,0.9901,0.2976,0.2918,0.9803,1.9993,-20.9492,-10.4785,1.9639,0,0,0.5424,0.1412,0.2603,0.1032,13.5251,-1.0326,0.9789,-0.9758,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-2.4375,3.4411,1.855,6.5323,-63.6809,-0.1786,0.755,0.8689,4.0588,-1.2376,-1.8685,4.8042,2.1918,8.8542,-9.0345,3.4592,6.4994,2.5494,8.6772,0.0162,13.6455,1.3045,-0.7047,0.0956,-0.0516,-0.5402,2.1349,0.8463,0.7276,0.3964,0.3408,0.8598,4.5576,0.7163,0.5295,0.1572,0.1162,0.7392,2.8648,0.8067,-45.0857,0.2816,-15.7376,-55.8856,0.0557,0.1145,0.0115,2.0557,0.2057,0.1,1.6094,0.7378,0.7528,0.4584,0.4678,1.0204,0.0354,5.1302,-0.0274,0.6634,-0.9079,0.0459,-0.0033,-0.8998,-1.246,3.7115,1.9265,6.3066,-10.8278,1.8942,0.0284,0.1687,0.6426,0.6942,8.6081,1.5719,1.2538,4.5234,0.5273,-0.6578,-0.1448,0.2201,11.4222,1.5366,0.1345,130.4661,2.3611,0.0181,-3.9572,-1.144,0.2891,0.2537,0.0557,0.2196,9.8146,1.3942,0.1421,0.1023,12.1128,0.5702,0.9714,0.6951,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.9998,24.7689,4.9768,45.3506,-2.0412,0.3679,2.5987,1.612,8.4781,-1.0752,-0.7595,10.6018,3.256,32.8028,-0.4283,4.3117,24.0902,4.9082,31.1809,0.022,-5.436,2.6332,-0.4638,-0.4844,0.0853,-0.1761,3.0873,1.5285,1.014,0.4951,0.3284,0.6634,9.5314,2.3363,1.0282,0.2451,0.1079,0.4401,6.9295,3.0943,-43.3683,0.4465,-6.2585,-14.0157,3.65,0.6493,0.4677,0.1779,0.1281,0.7203,5.3492,1.3825,1.4544,0.2585,0.2719,1.052,0.0226,6.2209,-0.0074,0.5809,-0.5796,0.1698,0.0191,0.009,3.5588,10.0311,3.1672,10.1107,-0.4699,0.8419,0.4367,0.6608,2.3739,-0.1561,-8.4439,1.068,1.0334,9.8059,?,4.2273,-0.4215,-0.0997,4.7928,3.0647,0.6394,22.9712,9.3927,0.4089,10.0821,0.3296,0.0327,3.35,0,0,4.2591,1.0311,0.2421,0.0959,13.4578,0.4433,0.9106,0.2248,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0909,0.0216,0.1471,0.698,-0.6679,-0.0796,0.02,0.1415,0.6124,-2.2965,-0.0018,0.0153,0.1239,0.6316,-1.2916,0.2407,0.0137,0.1169,0.5477,0.0792,-1.1425,-51.3736,0.3777,44.965,-0.3306,-0.0074,1.0395,1.1876,1.2581,1.1425,1.2104,1.0594,1.0805,1.4103,1.5829,1.3052,1.465,1.1224,0.6551,0.7852,-5.9311,1.1986,-9.0532,-7.5533,2.2526,1.5186,0.7035,0.6741,0.3123,0.4633,1.1397,1.1052,1.2743,0.9697,1.1181,1.153,0.0013,0.3665,-0.4265,-0.0896,0.5982,0.1782,-0.6278,-0.0522,6.0839,0.0106,0.1028,0.3593,0.9421,7.6867,0.0065,0.0804,0.2783,0.9646,-0.2305,0.001,0.0309,0.3043,?,0.7915,-26.3994,-33.3547,1.2794,3.3296,2.6024,1.6369,11.086,6.7724,0.7694,-19.1987,-24.9538,0.7878,0,0,1.2913,1.1808,0.9144,0.1043,14.001,-1.0008,0.2815,-0.2652,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.008,0.0093,0.0966,0.4748,-1.182,-0.0089,0.0046,0.0677,0.3208,-0.9523,-0.0268,0.0042,0.0651,0.3741,-1.7645,0.1253,0.0033,0.0575,0.2502,0.0541,-0.9003,-0.2995,0.064,0.3327,-0.0711,-0.2137,1.427,1.4825,1.6808,1.0388,1.1778,1.1338,2.0364,2.1977,2.825,1.0792,1.3872,1.2854,1.6438,1.0772,-17.9596,0.6553,-10.926,-16.6727,1.3243,1.608,0.8227,1.2142,0.6212,0.5116,1.4801,1.2692,1.8978,0.8575,1.2822,1.4953,0.0003,0.1871,0.0506,-0.1807,0.2282,0.0381,0.1116,-0.1445,7.4094,0.0002,0.0136,0.0573,0.9923,6.4046,0.0003,0.0165,0.069,0.9893,-0.5006,0.0014,0.0379,0.549,?,1.1569,-14.8023,-12.7949,0.8256,0.3594,0.4353,0.6816,0.1292,0.1895,1.1585,-13.4436,-11.6044,1.155,0,0,0.8299,0.1043,0.1257,0.1032,14.3146,-1.0018,-0.128,0.2975,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.5096,14.2255,3.7717,20.1287,-1.4181,-0.2071,7.9154,2.8134,12.0414,-1.2932,0.1779,3.7569,1.9383,15.1552,-1.0417,4.4908,6.0646,2.4626,11.6574,0.0334,-2.4613,2.8645,0.1135,-1.1638,-0.0461,0.0396,1.3406,1.9459,1.5316,1.4515,1.1425,0.7871,1.7972,3.7865,2.3457,2.1069,1.3052,0.6195,1.7384,1.5266,-29.2675,0.8782,-16.8359,-19.1716,1.5853,1.1215,0.6902,0.7074,0.4354,0.6155,1.6716,1.3282,1.7267,0.7945,1.0329,1.3001,0.006,6.4932,-0.151,-0.1035,-0.0636,0.2625,-0.0851,0.0526,-6.6874,1.1664,1.08,8.4321,?,-6.8455,1.2237,1.1062,8.5434,?,1.4017,0.2332,0.4829,1.729,0.2277,0.9769,-4.7711,-4.8839,0.9763,2.2363,2.2905,0.9532,5.001,5.2466,0.987,-16.5458,-16.7643,1,0,0,0.987,4.8769,4.9413,0.0997,14.9346,-0.9836,-0.1041,0.1603,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
1.9403,8.7493,2.9579,14.655,-0.3115,0.7574,6.12,2.4739,10.6965,-1.0049,-0.8657,8.4823,2.9124,16.7151,-1.148,4.635,6.9563,2.6375,11.6154,0.0339,2.5616,-2.2412,0.4186,-0.8749,0.1634,-0.1868,1.1957,1.0156,1.1215,0.8494,0.938,1.1043,1.4296,1.0315,1.2578,0.7215,0.8798,1.2194,0.6492,0.3896,-8.5351,0.6001,-13.1467,-21.9064,2.0945,1.436,0.9294,0.6856,0.4437,0.6472,1.3701,0.8768,1.2617,0.6399,0.9209,1.4391,0.0243,6.6707,0.3064,0.1555,0.7112,0.1988,-0.0014,-0.1909,4.0425,5.1241,2.2636,6.4932,0.1349,4.822,2.9855,1.7279,5.7034,0.2783,6.456,6.7796,2.6038,6.8376,0.2804,0.8384,0.6262,0.7469,1.3101,0.8694,0.6636,1.7163,0.7558,0.4404,0.4604,0.3801,0.8256,0.9498,0.79,0.8317,1.1385,0.9496,0.8341,0.0969,15.3205,0.852,-0.9748,-0.8886,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
1.8859,19.079,4.368,22.5426,-0.2397,-0.0928,12.0223,3.4673,16.542,-0.4353,-0.7038,10.3286,3.2138,23.7352,-2.238,5.5386,14.8146,3.849,19.403,0.0361,-20.3232,-2.6797,0.3405,0.1319,-0.0168,-0.1271,1.2597,1.3591,1.1348,1.0789,0.9008,0.835,1.587,1.8472,1.2878,1.164,0.8115,0.6972,0.8689,0.2657,-5.9959,0.3058,-6.901,-22.5651,1.5778,2.4806,0.9033,1.5723,0.5725,0.3641,1.3627,0.9498,1.1618,0.6969,0.8525,1.2233,0.0217,8.1988,0.1108,0.0791,0.6779,-0.1974,0.4154,-0.3242,2.4256,8.7636,2.9603,8.5863,-0.1552,2.8128,1.2762,1.1297,5.3685,0.1561,8.3889,1.9269,1.3881,7.6171,0.1922,0.8623,0.2891,0.3353,2.6205,2.1326,0.8138,6.867,4.5482,0.6623,-1.1619,-0.6365,0.5478,1.1684,0.7882,0.6746,1.5994,1.1272,0.7048,0.0986,14.2851,-0.0719,-0.7617,-0.4544,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
-0.9967,4.9494,2.2247,9.6629,-1.1833,0.7699,5.3461,2.3122,11.2146,-0.3852,-0.5181,5.3674,2.3168,11.235,-1.2825,3.8643,2.5847,1.6077,8.468,0.1138,-1.2946,1.9238,-0.2579,-1.4861,0.1992,-0.1341,0.9622,0.9603,1.3838,0.998,1.4382,1.441,0.9258,0.9221,1.9149,0.996,2.0684,2.0766,1.6794,0.8296,-4.8155,0.494,-2.8673,-5.8046,0.5467,0.8992,0.4632,1.6448,0.8473,0.5151,0.8616,0.8601,1.1411,0.9982,1.3243,1.3268,0.0146,5.7276,0.3808,0.2195,-0.0876,0.1831,0.5282,-0.1099,4.7512,0.1909,0.437,1.8571,0.6793,7.6451,0.3079,0.5549,2.2351,0.7505,3.6826,1.0882,1.0431,3.7904,0.1526,0.6215,1.2902,2.076,0.7875,0.4189,0.532,0.6201,0.1755,0.283,0.5852,5.7652,9.8511,0.6465,1.2947,2.0026,0.8309,0.4899,0.5897,0.1046,16.079,-0.8291,0.486,-0.8754,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.0087,0.0075,0.0865,0.4285,-0.7462,-0.0252,0.0089,0.0945,0.4611,-1.6547,-0.0087,0.0046,0.0678,0.399,-0.5357,0.1322,0.0043,0.0656,0.3211,0.0697,-0.3463,-1.0013,0.0659,2.891,-0.1904,-0.0658,0.915,1.2761,1.3172,1.3947,1.4396,1.0322,0.8372,1.6284,1.7349,1.9452,2.0724,1.0654,0.637,1.3154,-7.6138,2.0648,-11.9519,-5.7883,1.4126,0.9444,0.7109,0.6685,0.5032,0.7527,0.9292,1.0738,1.3343,1.1556,1.436,1.2426,0.0003,0.1956,-0.2607,-0.143,0.4117,-0.1846,-0.2858,0.0849,8.8215,0.001,0.0321,0.1065,0.988,4.1244,0.0032,0.0567,0.1919,0.9549,1.1555,0.0017,0.0414,0.1361,0.89,2.1389,7.634,3.5692,0.5657,0.775,1.37,0.32,0.6007,1.8769,2.1514,7.9412,3.6912,2.0794,7.1537,3.4403,0.555,0.7823,1.4098,0.1102,14.1014,-1.0104,-0.9772,0.9697,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.0216,0.0181,0.1344,0.7203,-0.6782,-0.0262,0.0075,0.0865,0.418,-0.7788,0.0035,0.0084,0.0916,0.4524,-0.9308,0.1707,0.006,0.0772,0.3754,0.1294,-0.8241,6.1178,0.1267,-7.4232,-0.1537,0.0207,1.5537,1.4678,1.741,0.9447,1.1205,1.1862,2.4141,2.1543,3.0312,0.8924,1.2556,1.407,1.5905,1.3348,-5.2189,0.8393,-3.2813,-3.9098,1.8263,1.8319,0.9954,1.003,0.545,0.5434,1.7231,1.5923,1.9187,0.9241,1.1135,1.205,0.0004,0.2562,0.0051,-0.2243,0.2342,-0.3375,-0.0706,-0.0389,8.8013,0.0007,0.0268,0.1008,0.9886,4.3207,0.0031,0.0554,0.2112,0.9523,0.1854,0.0012,0.0352,0.1401,0.5207,2.037,47.4822,23.3098,0.4831,0.7604,1.5739,0.2334,0.5782,2.4773,2.0767,57.4921,27.6844,2.0003,30.2822,15.1386,0.4772,0.7195,1.5079,0.1032,13.3074,-0.992,0.5951,-0.6187,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.0653,0.0226,0.1504,0.8353,-0.9046,-0.1057,0.0128,0.1133,0.5693,-2.4209,0.0373,0.0101,0.1003,0.7333,-1.907,0.2228,0.0127,0.1127,0.49,0.0672,-0.6173,1.7513,0.2929,-2.8368,-0.4744,0.1672,1.328,1.4996,1.3352,1.1292,1.0055,0.8904,1.7636,2.2487,1.7829,1.2751,1.0109,0.7928,0.9847,0.8247,-11.2381,0.8375,-11.4132,-13.6276,2.6353,1.7386,0.8349,0.6597,0.3168,0.4802,1.4672,1.139,1.7046,0.7764,1.1619,1.4966,0.0014,0.3303,-0.3614,-0.0898,0.3938,-0.175,-0.3396,0.0185,8.2162,0.0039,0.0625,0.2055,0.9752,5.3353,0.0096,0.098,0.3227,0.9416,0.4285,0.0009,0.0306,0.1119,0.7647,1.54,19.1737,12.4507,0.6371,2.0415,3.2041,0.406,4.1678,10.2664,1.5576,22.2725,14.2988,1.5038,17.4644,11.6133,0.6369,1.8372,2.8847,0.1054,13.98,-1.0003,0.8402,-0.8471,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
