@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
-0.7984,1.3611,1.1667,7.5972,-1.4739,-0.0528,2.0226,1.4222,12.4074,-1.5879,0.6803,3.0533,1.7474,17.1251,-1.5414,2.1323,2.9935,1.7302,10.7282,0.0088,15.126,-1.1736,-0.3745,-0.0776,-0.0248,0.3191,0.8203,0.6677,0.6743,0.8139,0.822,1.0099,0.673,0.4458,0.4547,0.6624,0.6757,1.02,0.5945,0.4358,-47.5544,0.733,-79.9865,-109.129,0.6405,0.4557,0.2837,0.7115,0.443,0.6226,0.6123,0.4436,0.7081,0.7245,1.1565,1.5963,0.0071,3.1018,-0.0384,0.0853,-0.4531,0.0066,-0.2979,-0.2297,2.6943,0.9923,0.9961,2.9587,0.3701,-8.6744,0.1683,0.4102,9.6311,?,2.8774,4.2263,2.0558,5.6921,-0.1805,-0.3106,0.9364,-3.0147,2.4282,0.4845,0.1996,5.8959,0.2348,0.0398,-0.1805,-1.9976,11.0653,0,0.9742,0,0.3072,0.5198,1.692,0.0644,14.3889,-0.1612,-0.8131,0.6499,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
1.3798,8.125,2.8504,24.6275,-0.1717,-0.5717,5.2913,2.3003,11.4973,-0.8981,-0.6454,4.0159,2.004,19.6386,-0.9872,3.5638,7.3787,2.7164,23.2353,0.0046,-2.4136,-2.138,0.3872,0.8858,-0.1604,-0.1811,1.2392,1.4224,1.0494,1.1479,0.8468,0.7377,1.5355,2.0232,1.1011,1.3176,0.7171,0.5442,0.6632,0.3698,-33.4501,0.5576,-50.4344,-90.4488,3.4701,2.127,0.9005,0.6129,0.2595,0.4234,2.142,1.254,1.0599,0.5854,0.4948,0.8452,0.0114,5.2311,0.1708,0.0968,0.674,0.0314,-0.1975,-0.0959,2.4097,10.4075,3.2261,10.2412,-0.0674,3.0191,2.5482,1.5963,6.1253,-0.1866,8.1071,2.5485,1.5964,9.1855,0.0032,0.7982,0.2972,0.3724,2.021,2.0209,0.9999,4.0843,4.0838,0.9999,0.6711,-22.1598,-33.0188,1.8587,1.0413,0.5602,1.6719,1.1149,0.6668,0.0628,14.1058,-0.7095,-0.8268,0.4997,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.006,0.0316,0.1778,2.0938,-3.1416,-0.0608,0.0525,0.2291,2.8674,-3.0678,0.0315,0.0044,0.0663,0.4216,-1.1818,0.159,0.068,0.2607,2.6578,0.013,-0.0988,0.1904,0.0378,-1.9275,-0.3826,0.1985,0.7763,2.6836,0.6822,3.457,0.8788,0.2542,0.6026,7.2018,0.4654,11.9511,0.7722,0.0646,0.7345,6.9557,-45.4167,9.4705,-61.8366,-6.5294,0.7172,2.6166,0.1877,3.6483,0.2618,0.0718,0.7302,4.967,0.7878,6.802,1.0788,0.1586,0.0005,0.2383,0.8346,0.3891,-0.7492,0.2116,-0.7707,-0.2672,9.0165,0.0011,0.0334,0.1113,0.9877,3.7171,0.0034,0.0586,0.2012,0.9478,-1.0218,0.0065,0.0803,1.1701,?,2.4257,-8.8245,-3.638,0.5704,0.4157,0.7289,0.3253,0.1728,0.5312,2.4468,-7.6418,-3.1232,2.348,0,0,0.5532,0.0951,0.172,0.0686,13.7554,-1.0027,0.981,-0.971,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
1.0063,6.2787,2.5057,15.0267,-0.2465,-1.3861,7.2116,2.6855,10.9923,-1.3414,-0.4212,1.1601,1.0771,5.284,-1.5395,3.497,5.5323,2.3521,12.4593,0.0083,-0.726,-2.3892,0.2878,3.2908,-0.3964,-0.1204,0.9331,2.3264,1.0653,2.4933,1.1417,0.4579,0.8706,5.4123,1.1349,6.2166,1.3036,0.2097,0.4719,0.9278,-28.557,1.966,-60.514,-30.7803,2.5677,5.7935,0.9595,2.2563,0.3737,0.1656,1.367,2.8438,1.2061,2.0803,0.8823,0.4241,0.0122,5.213,-0.2381,-0.1913,0.7041,0.2407,-0.5839,-0.2049,2.0603,6.9243,2.6314,7.013,-0.0486,1.6857,12.3234,3.5105,9.7612,-1.2396,8.3112,0.7493,0.8656,2.6698,0.7056,1.2222,0.2479,0.2028,0.7496,3.0399,4.0555,0.5619,9.2412,16.4469,0.0602,-0.0508,-0.8445,1.5345,0.7376,0.4807,0.7185,2.6268,3.6562,0.0606,14.3026,-0.7747,-0.9506,0.9063,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0619,0.0119,0.109,0.8862,-1.9503,-0.0886,0.0139,0.1178,0.9486,-3.222,0.0206,0.0073,0.0855,0.4938,-0.9726,0.1729,0.0153,0.1237,0.8778,0.0098,-0.6992,3.0053,0.3582,-4.2982,-0.5124,0.1192,0.9253,1.2752,0.8815,1.3782,0.9526,0.6912,0.8562,1.6262,0.777,1.8993,0.9075,0.4778,0.8093,2.4063,-67.6413,2.9734,-83.5847,-28.1107,1.3369,1.2,0.3389,0.8976,0.2535,0.2824,0.9342,1.7947,1.0096,1.9211,1.0807,0.5625,0.0008,0.2666,0.1167,0.0428,-0.0355,-0.059,-0.8225,0.0855,7.9735,0.0081,0.0902,0.3203,0.9605,5.603,0.0177,0.1329,0.4658,0.9207,-1.0833,0.0008,0.028,1.1226,?,1.4231,-7.3606,-5.1724,0.6789,3.2182,4.7402,0.4609,10.3567,22.4691,1.44,-6.9355,-4.8164,1.3803,0,0,0.6875,0.2853,0.415,0.0686,14.6598,-1.0022,-0.9342,0.9352,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0167,0.0033,0.0574,0.3279,-1.0481,-0.0229,0.0027,0.0521,0.2669,-1.0265,0.021,0.0051,0.0711,0.3333,-0.7325,0.1033,0.0016,0.0405,0.2206,0.0602,-0.7296,0.7971,0.1618,-1.0926,-0.2218,0.203,1.1031,0.8078,1.4169,0.7323,1.2845,1.7539,1.2169,0.6526,2.0076,0.5363,1.6499,3.0763,1.2411,1.1906,-11.8799,0.9593,-9.5717,-9.978,1.2157,0.8321,0.6819,0.6845,0.5609,0.8195,1.2286,0.9837,1.486,0.8007,1.2095,1.5106,0.0002,0.1567,-0.4267,0.1448,0.133,-0.1978,-0.1399,0.3004,8.7352,0.0008,0.0289,0.0918,0.9895,4.4401,0.0029,0.0537,0.1713,0.9622,-0.3842,0.0013,0.0361,0.4295,?,1.9673,-22.7374,-11.5575,0.5372,0.7992,1.4878,0.2886,0.6388,2.2134,1.9915,-20.2248,-10.1553,1.9365,0,0,0.5361,0.2139,0.399,0.0686,13.5594,-0.9893,0.9497,-0.9469,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.6099,3.6457,1.9094,6.783,-18.2846,-0.1123,0.6881,0.8295,4.0588,-1.2376,-1.2376,4.0648,2.0161,8.8542,-9.0345,2.5779,5.8891,2.4267,8.6828,0.0155,14.3414,1.3008,-0.6245,0.0907,-0.0435,-0.4801,2.3017,0.947,0.7868,0.4115,0.3418,0.8308,5.2978,0.8969,0.6191,0.1693,0.1169,0.6902,2.8648,0.8067,-46.9552,0.2816,-16.3902,-58.203,0.1939,0.3986,0.0399,2.0557,0.2057,0.1,1.6712,0.7661,0.7812,0.4584,0.4675,1.0197,0.0155,3.7956,0.0645,0.7297,-0.9261,0.0431,-0.0575,-0.9089,-0.6413,3.1882,1.7856,6.3691,-9.6918,1.9916,0.0425,0.2061,0.873,0.6256,8.8464,1.1582,1.0762,4.5234,0.5273,-0.322,-0.0725,0.2251,8.6631,1.6592,0.1915,75.0486,2.7529,0.0367,-3.9572,-1.144,0.2891,0.2554,0.0622,0.2437,7.2953,1.408,0.193,0.0694,12.0937,0.6522,0.9589,0.6379,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.4599,17.6737,4.204,45.3506,-2.0412,0.1064,2.6468,1.6269,8.4781,-1.0752,-1.9945,14.8172,3.8493,36.4403,-0.5867,4.6008,20.0906,4.4823,31.1809,0.022,-13.72,0.7319,-0.3173,-0.0533,0.0231,-0.4335,2.5841,1.0921,0.9379,0.4226,0.363,0.8588,6.6774,1.1928,0.8797,0.1786,0.1317,0.7375,6.9295,2.259,-43.3683,0.326,-6.2585,-19.1984,3.65,0.6493,0.4677,0.1779,0.1281,0.7203,5.3492,1.2445,1.4544,0.2327,0.2719,1.1687,0.0172,6.4544,-0.0386,0.2441,-0.4426,0.2179,-0.0039,-0.2763,5.0195,11.0571,3.3252,12.0479,-0.3666,0.6253,0.4754,0.6895,2.6349,-0.2832,-7.5128,2.6569,1.63,9.8059,?,8.027,-0.6681,-0.0832,4.8227,2.04,0.423,23.2585,4.1616,0.1789,5.5579,0.3296,0.0593,4.2934,0,0,4.5725,1.2286,0.2687,0.0629,13.6693,0.0347,0.8953,-0.149,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0964,0.027,0.1643,0.7848,-0.783,-0.0805,0.0198,0.1407,0.6643,-1.8529,-0.0445,0.0247,0.1572,0.8657,-2.7121,0.2652,0.019,0.1377,0.7214,0.0147,-1.1983,-2.1656,0.3637,1.8072,-0.3035,-0.1679,1.1678,1.0455,1.1937,0.8953,1.0221,1.1417,1.3638,1.0931,1.4249,0.8015,1.0448,1.3035,0.7988,0.5449,-31.9566,0.6821,-40.0059,-58.6487,1.8902,1.8872,0.6011,0.9984,0.318,0.3185,1.1814,0.9065,1.0878,0.7673,0.9208,1.2,0.0009,0.4029,-0.2914,-0.261,0.4805,0.1602,-0.5019,-0.4823,5.9339,0.0576,0.2401,0.8034,0.8705,7.7978,0.0318,0.1783,0.5899,0.9279,-0.2485,0.0016,0.0399,0.3509,?,0.761,-23.8819,-31.3836,1.3466,6.0192,4.4699,1.8133,36.2308,19.9802,0.7109,-15.3857,-21.643,0.7578,0,0,1.3618,2.2897,1.6814,0.0695,13.9801,-0.9995,0.709,-0.7021,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0017,0.0105,0.1022,0.5674,-0.8956,0.0071,0.007,0.0837,0.4603,-0.7006,-0.0225,0.0055,0.0741,0.583,-2.0057,0.1368,0.0048,0.0694,0.3999,0.0372,-0.2455,0.077,-0.0127,-0.3137,0.0516,-0.1644,1.2217,1.379,1.4741,1.1287,1.2065,1.069,1.4926,1.9015,2.1729,1.2739,1.4557,1.1427,1.4136,0.689,-17.3273,0.4874,-12.2578,-25.1474,1.1058,1.5431,0.7205,1.3955,0.6516,0.4669,1.2326,0.9732,1.4187,0.7895,1.151,1.4578,0.0002,0.204,-0.0574,-0.1992,0.0694,-0.2027,0.2102,-0.1995,7.4,0.0004,0.02,0.0934,0.9874,6.417,0.0006,0.0247,0.1085,0.9832,-0.4792,0.0021,0.0454,0.5494,?,1.1532,-15.4438,-13.3922,0.8104,0.441,0.5442,0.6567,0.1945,0.2962,1.1528,-13.3661,-11.5946,1.1479,0,0,0.8608,0.1701,0.1976,0.0686,14.2962,-0.9413,-0.4325,0.5391,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.2741,9.7705,3.1258,20.4641,-1.0604,-0.0302,6.8912,2.6251,14.8275,-1.4492,-0.3845,3.4141,1.8477,9.937,-1.371,3.9697,4.5413,2.131,10.6174,0.076,9.0894,0.7129,-0.0691,0.0784,-0.0076,-0.0969,1.1907,1.6917,1.4668,1.4207,1.2318,0.8671,1.4178,2.8618,2.1515,2.0185,1.5174,0.7518,1.2004,1.8329,-12.0663,1.5269,-10.0517,-6.5831,1.6406,2.3698,0.8644,1.4445,0.5269,0.3648,1.3801,2.0594,1.9274,1.4921,1.3965,0.9359,0.0032,5.8771,-0.1618,0.0907,0.1088,-0.0118,-0.0573,0.0756,-6.9519,1.0788,1.0386,8.4321,?,-6.5818,1.0376,1.0186,8.5434,?,1.2438,0.8565,0.9255,4.2737,-0.1154,1.0562,-5.5892,-5.2916,1.0196,1.1223,1.1006,1.0397,1.2594,1.2114,0.987,19.0657,19.3175,1,0,0,0.987,1.973,1.9991,0.0661,14.851,-0.973,0.3477,-0.1964,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.7793,10.7755,3.2826,16.0949,-0.4403,0.6559,5.101,2.2585,10.6965,-1.0049,-0.5735,5.883,2.4255,16.7151,-1.148,4.2175,5.3382,2.3105,11.6154,0.0339,1.1882,-1.3588,0.1848,-1.1436,0.1555,-0.136,1.4534,1.3534,1.4208,0.9312,0.9775,1.0498,2.1124,1.8316,2.0186,0.8671,0.9556,1.102,0.9178,0.5508,-12.0658,0.6001,-13.1467,-21.9064,2.0945,1.436,0.9294,0.6856,0.4437,0.6472,1.5047,0.9629,1.3857,0.6399,0.9209,1.4391,0.0084,5.9521,0.1719,0.0269,0.5673,0.162,0.0553,-0.2227,3.1395,5.4526,2.3351,7.3297,0.0235,3.8215,4.1738,2.043,7.3901,0.0649,7.452,6.5464,2.5586,6.9486,0.2771,0.8215,0.4213,0.5128,1.143,0.9126,0.7985,1.3064,0.8329,0.6376,0.3434,0.0661,0.1924,0.9498,0.7808,0.8221,0.9918,1.0548,1.0635,0.0643,14.413,0.8033,-0.9542,-0.8932,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
1.271,14.051,3.7485,22.5426,-0.2397,-0.0673,9.299,3.0494,16.542,-0.4353,-0.4365,7.0734,2.6596,23.7352,-2.238,4.3318,13.4694,3.6701,19.9463,0.0091,-18.8915,-2.9114,0.2934,0.1541,-0.0155,-0.1008,1.2292,1.4094,1.0214,1.1466,0.8309,0.7247,1.511,1.9865,1.0432,1.3146,0.6904,0.5252,0.8689,0.2657,-23.7278,0.3058,-27.3094,-89.2978,1.5778,2.4806,0.9033,1.5723,0.5725,0.3641,1.3627,0.9498,1.1302,0.6969,0.8293,1.19,0.0097,6.3833,0.1613,0.0429,0.6598,-0.177,0.33,-0.3427,1.3089,8.3853,2.8957,8.5863,-0.1552,2.8123,0.8557,0.925,5.3685,0.1561,8.7059,1.4925,1.2217,7.6171,0.1922,0.4654,0.1503,0.323,3.1304,2.3703,0.7572,9.7993,5.6183,0.5733,-1.1619,-0.6365,0.5478,1.1684,0.7882,0.6746,1.5994,1.1272,0.7048,0.0665,13.8951,-0.0601,-0.7941,-0.4227,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.1204,9.4208,3.0693,16.4244,-0.4407,1.358,8.9291,2.9882,13.4212,-0.564,-1.3056,12.7697,3.5735,28.4846,-4.6987,4.92,10.477,3.2368,23.2835,0.0487,0.0886,-0.0922,0.0245,-1.0401,0.276,-0.2654,1.0272,0.8589,0.9483,0.8362,0.9232,1.104,1.0551,0.7377,0.8992,0.6992,0.8523,1.2188,1.0382,0.2139,-4.2168,0.2061,-4.0618,-19.711,1.3284,2.2807,0.4658,1.7168,0.3506,0.2042,1.2238,0.5766,0.7054,0.4712,0.5764,1.2234,0.0135,7.1478,0.22,-0.2495,0.5029,0.0333,0.3674,-0.6866,5.0666,0.8746,0.9352,3.8772,0.495,6.3719,5.8317,2.4149,8.7346,0.0255,4.4089,3.7404,1.934,8.398,0.0704,0.7952,1.1492,1.4452,0.3873,0.4836,1.2486,0.15,0.2338,1.5591,16.6391,5.976,0.3592,0.8565,0.8498,0.9922,0.4439,0.4617,1.0401,0.0661,15.8474,0.0215,-0.1783,-0.924,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.0147,0.021,0.1448,0.9496,-1.1723,-0.0351,0.0328,0.1811,1.316,-0.6881,0.016,0.0079,0.0888,0.5173,-0.4859,0.1969,0.0246,0.1568,0.892,0.0089,-0.4185,0.919,0.0747,-2.1957,-0.1785,0.0813,0.7996,1.6306,0.9235,2.0392,1.1549,0.5663,0.6394,2.6588,0.8528,4.1582,1.3337,0.3207,0.9554,3.0291,-63.744,3.1707,-66.723,-21.0439,0.5607,1.2556,0.4857,2.2391,0.8661,0.3868,0.7216,1.8356,1.0646,2.5438,1.4753,0.58,0.0003,0.2951,-0.6777,-0.2864,-0.0639,0.0001,0.0906,0.3861,8.7838,0.0037,0.0606,0.1759,0.9801,4.1948,0.0127,0.1127,0.3305,0.9248,1.1834,0.0027,0.0524,0.1532,0.8778,2.094,7.4222,3.5446,0.5379,1.1564,2.1498,0.2894,1.3373,4.6218,2.1341,7.884,3.6942,2.0137,7.061,3.5064,0.5323,1.1482,2.1571,0.0732,14.162,-0.9982,-0.9226,0.9061,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.0208,0.0161,0.1267,0.6498,-0.9088,-0.0513,0.0094,0.0969,0.5416,-1.169,0.0102,0.0087,0.0933,0.4379,-0.8818,0.1752,0.0066,0.0814,0.3555,0.0771,-0.4053,2.0359,0.1186,-5.0229,-0.2925,0.0582,1.3077,1.3577,1.5576,1.0382,1.191,1.1472,1.7101,1.8433,2.426,1.0779,1.4186,1.3161,1.0599,1.5078,-10.422,1.4226,-9.8332,-6.912,1.3633,1.4631,0.8838,1.0732,0.6483,0.6041,1.1998,1.4841,1.8278,1.2369,1.5235,1.2316,0.0004,0.2636,-0.1393,-0.1649,0.1284,-0.4615,-0.3461,0.2094,8.7721,0.0025,0.0497,0.201,0.9773,4.3779,0.0097,0.0985,0.4013,0.913,0.2,0.0014,0.0376,0.1394,0.5221,2.0037,43.8515,21.8851,0.5048,1.3228,2.6204,0.2548,1.7498,6.8663,2.0526,56.806,27.6753,1.9176,30.3494,15.8263,0.5008,1.4423,2.8799,0.0686,13.3501,-0.9967,-0.3199,0.2943,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.0627,0.0247,0.157,0.8344,-0.679,-0.0795,0.0135,0.1163,0.607,-1.7758,0.0049,0.0099,0.0993,0.5754,-1.4465,0.2164,0.0115,0.1072,0.5743,0.0581,-0.788,12.7201,0.2896,-16.1416,-0.3675,0.0228,1.3503,1.5822,1.4645,1.1717,1.0845,0.9256,1.8234,2.5033,2.1447,1.3728,1.1762,0.8568,0.869,0.9919,-9.5186,1.1414,-10.953,-9.5961,2.2728,2.1131,0.8151,0.9297,0.3586,0.3857,1.3748,1.4502,1.453,1.0549,1.0569,1.0019,0.0007,0.3223,-0.0858,-0.2227,0.4867,-0.2679,-0.1679,-0.0986,8.1496,0.0118,0.1086,0.3339,0.9598,5.4351,0.0269,0.164,0.4994,0.9123,0.4158,0.0019,0.0433,0.1558,0.6721,1.4994,19.5988,13.0709,0.6623,2.5056,3.7835,0.4386,6.2783,14.3151,1.5331,24.9449,16.2704,1.4574,17.4689,11.9867,0.6686,2.1427,3.2049,0.0705,14.0005,-1.0001,0.5103,-0.5313,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
