@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
0.2328,0.2358,0.4856,1.9799,-0.1416,-0.3432,0.4464,0.6681,2.6405,-5.6127,-0.0139,0.0692,0.263,1.5504,-0.554,0.6236,0.5346,0.7312,2.7772,0.0111,-0.6783,-16.7464,0.3733,24.6898,-0.5503,-0.0223,0.7268,1.8462,0.6641,2.5403,0.9138,0.3597,0.5282,3.4086,0.441,6.4533,0.835,0.1294,0.1096,0.4443,-7.853,4.0549,-71.665,-17.6737,4.3432,1.7383,0.6175,0.4002,0.1422,0.3552,0.7498,1.277,0.7129,1.7031,0.9508,0.5583,0.0029,0.9389,-0.8534,0.6757,0.9238,-0.6554,-0.9555,0.6667,8.8121,0.0285,0.1689,0.6312,0.9293,4.2813,0.0976,0.3124,1.1472,0.7792,0.139,0.0355,0.1884,0.6683,-0.2249,2.0583,63.375,30.7906,0.5406,0.8963,1.6579,0.2923,0.8033,2.7485,2.0501,-67.64,-32.9934,1.7189,16.3709,9.5239,0.5502,0.9445,1.7167,0.0685,13.2773,-0.9989,-0.8535,0.8641,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.1873,3.4661,1.8618,10.6184,-1.3434,0.4639,2.8476,1.6875,8.9461,-0.6389,-1.0973,4.688,2.1652,9.8784,-4.1566,2.9186,3.9377,1.9844,9.5491,0.011,0.4037,-0.1707,0.0642,-0.4228,0.1589,-0.376,1.1033,0.8599,0.9382,0.7794,0.8504,1.0911,1.2172,0.7394,0.8802,0.6074,0.7232,1.1905,1.7454,0.7645,-57.4453,0.438,-32.9126,-75.1443,0.8301,2.3653,0.4693,2.8494,0.5654,0.1984,1.1869,1.0749,1.112,0.9056,0.9369,1.0345,0.0083,4.2543,0.4057,0.2265,-0.0534,-0.3582,0.4673,-0.6903,1.2112,1.2733,1.1284,3.7462,0.037,6.6568,2.3117,1.5204,3.927,0.575,6.4522,5.1661,2.2729,7.2661,0.1183,0.182,0.1877,1.0317,0.7421,0.4965,0.6689,0.5508,0.2465,0.4475,0.0271,0.1474,5.4488,0.421,0.472,1.1212,0.954,0.5156,0.5405,0.064,14.3201,0.9181,-0.9138,-0.9659,?,?,?,?,?,TASCA_GIACCA
0.3524,3.3414,1.828,9.5228,-1.1855,0.5292,1.4331,1.1971,7.6284,-0.8038,-1.1266,2.7759,1.6661,6.8973,-2.8633,2.491,3.0187,1.7374,5.6272,0.0063,0.6658,-0.3128,0.1414,-0.4697,0.2124,-0.4523,1.527,1.0971,1.0521,0.7185,0.689,0.9589,2.3316,1.2037,1.1069,0.5163,0.4747,0.9196,1.5195,1.0105,-143.68,0.665,-94.5558,-142.1886,1.0303,2.4406,0.7694,2.3687,0.7468,0.3153,1.2483,1.3807,1.6923,1.106,1.3556,1.2257,0.0089,3.6902,0.045,0.2336,-0.0727,-0.3925,0.4971,-0.7244,1.9815,1.7991,1.3413,3.5174,0.0752,7.1,1.7483,1.3222,3.5501,0.6174,5.6924,5.8743,2.4237,7.4429,0.0642,0.2791,0.3481,1.2473,1.0144,0.5534,0.5455,1.0291,0.3063,0.2976,0.0499,0.5606,11.2283,0.4099,0.4782,1.1668,0.9908,0.4726,0.477,0.0638,14.7739,0.8298,-0.8052,-0.9757,?,?,?,?,?,TASCA_GIACCA
0.0707,5.9836,2.4461,14.1617,-1.6187,0.2134,2.6668,1.633,6.9827,-0.9848,-0.9798,5.1027,2.2589,11.976,-2.2004,3.1903,4.5855,2.1414,9.1054,0.0103,0.3315,-0.0722,0.0222,-0.2178,0.0669,-0.3071,1.4979,1.0829,1.1423,0.7229,0.7626,1.0549,2.2437,1.1726,1.3049,0.5226,0.5816,1.1128,2.5267,1.0632,-92.5523,0.4208,-36.6301,-87.0547,1.5371,1.4452,0.5878,0.9402,0.3824,0.4067,2.0281,1.1825,1.5553,0.5831,0.7669,1.3153,0.0069,4.6108,0.4137,0.2018,-0.252,-0.1148,0.2292,-0.6524,1.3093,1.1613,1.0776,3.1303,0.0892,7.1327,1.281,1.1318,2.9828,0.6756,6.0927,4.0165,2.0041,6.511,0.1412,0.1836,0.2149,1.1707,0.9521,0.5377,0.5647,0.9066,0.2891,0.3189,0.0494,0.2865,5.8037,0.3738,0.4533,1.2128,1.0495,0.4808,0.4581,0.0653,14.5347,0.8987,-0.8855,-0.9768,?,?,?,?,?,TASCA_GIACCA
0.1873,3.4661,1.8618,10.6184,-1.3434,0.4639,2.8476,1.6875,8.9461,-0.6389,-1.0973,4.688,2.1652,9.8784,-4.1566,2.9186,3.9377,1.9844,9.5491,0.011,0.4037,-0.1707,0.0642,-0.4228,0.1589,-0.376,1.1033,0.8599,0.9382,0.7794,0.8504,1.0911,1.2172,0.7394,0.8802,0.6074,0.7232,1.1905,1.7454,0.7645,-57.4453,0.438,-32.9126,-75.1443,0.8301,2.3653,0.4693,2.8494,0.5654,0.1984,1.1869,1.0749,1.112,0.9056,0.9369,1.0345,0.0083,4.2543,0.4057,0.2265,-0.0534,-0.3582,0.4673,-0.6903,1.2112,1.2733,1.1284,3.7462,0.037,6.6568,2.3117,1.5204,3.927,0.575,6.4522,5.1661,2.2729,7.2661,0.1183,0.182,0.1877,1.0317,0.7421,0.4965,0.6689,0.5508,0.2465,0.4475,0.0271,0.1474,5.4488,0.421,0.472,1.1212,0.954,0.5156,0.5405,0.064,14.3201,0.9181,-0.9138,-0.9659,?,?,?,?,?,TASCA_GIACCA
0.3524,3.3414,1.828,9.5228,-1.1855,0.5292,1.4331,1.1971,7.6284,-0.8038,-1.1266,2.7759,1.6661,6.8973,-2.8633,2.491,3.0187,1.7374,5.6272,0.0063,0.6658,-0.3128,0.1414,-0.4697,0.2124,-0.4523,1.527,1.0971,1.0521,0.7185,0.689,0.9589,2.3316,1.2037,1.1069,0.5163,0.4747,0.9196,1.5195,1.0105,-143.68,0.665,-94.5558,-142.1886,1.0303,2.4406,0.7694,2.3687,0.7468,0.3153,1.2483,1.3807,1.6923,1.106,1.3556,1.2257,0.0089,3.6902,0.045,0.2336,-0.0727,-0.3925,0.4971,-0.7244,1.9815,1.7991,1.3413,3.5174,0.0752,7.1,1.7483,1.3222,3.5501,0.6174,5.6924,5.8743,2.4237,7.4429,0.0642,0.2791,0.3481,1.2473,1.0144,0.5534,0.5455,1.0291,0.3063,0.2976,0.0499,0.5606,11.2283,0.4099,0.4782,1.1668,0.9908,0.4726,0.477,0.0638,14.7739,0.8298,-0.8052,-0.9757,?,?,?,?,?,TASCA_GIACCA
0.0707,5.9836,2.4461,14.1617,-1.6187,0.2134,2.6668,1.633,6.9827,-0.9848,-0.9798,5.1027,2.2589,11.976,-2.2004,3.1903,4.5855,2.1414,9.1054,0.0103,0.3315,-0.0722,0.0222,-0.2178,0.0669,-0.3071,1.4979,1.0829,1.1423,0.7229,0.7626,1.0549,2.2437,1.1726,1.3049,0.5226,0.5816,1.1128,2.5267,1.0632,-92.5523,0.4208,-36.6301,-87.0547,1.5371,1.4452,0.5878,0.9402,0.3824,0.4067,2.0281,1.1825,1.5553,0.5831,0.7669,1.3153,0.0069,4.6108,0.4137,0.2018,-0.252,-0.1148,0.2292,-0.6524,1.3093,1.1613,1.0776,3.1303,0.0892,7.1327,1.281,1.1318,2.9828,0.6756,6.0927,4.0165,2.0041,6.511,0.1412,0.1836,0.2149,1.1707,0.9521,0.5377,0.5647,0.9066,0.2891,0.3189,0.0494,0.2865,5.8037,0.3738,0.4533,1.2128,1.0495,0.4808,0.4581,0.0653,14.5347,0.8987,-0.8855,-0.9768,?,?,?,?,?,TASCA_GIACCA
-0.3399,10.7007,3.2712,15.291,-1.1017,0.2631,8.192,2.8622,11.1987,-0.817,-1.5379,15.0991,3.8858,20.7139,-2.3753,5.6075,5.098,2.2579,14.8148,0.0503,-1.2919,0.221,-0.0606,-0.1711,0.0469,-0.2743,1.1429,0.8418,1.4488,0.7366,1.2676,1.721,1.3062,0.7087,2.099,0.5426,1.6069,2.9618,1.5918,0.5499,-10.2068,0.3454,-6.412,-18.5625,1.1805,1.1856,0.4664,1.0043,0.3951,0.3934,1.3654,0.7382,1.0321,0.5406,0.7559,1.3982,0.0113,8.2669,0.3339,0.0205,0.05,0.4775,-0.0185,-0.6287,-8.1261,2.3326,1.5273,9.6696,?,3.0751,10.3862,3.2228,11.4434,-0.307,-0.5673,7.6333,2.7629,10.8429,-0.7402,-2.6425,14.3241,-5.4207,0.4739,0.5528,1.1665,0.2246,0.3056,1.3606,3.5977,2.0966,0.5828,0,0,1.4052,0.845,0.8918,1.0554,0.0618,14.1242,0.758,0.3924,0.5932,?,?,?,?,?,TASCA_GIACCA
-0.4874,7.8931,2.8095,14.0801,-0.637,0.2556,2.6456,1.6265,8.4416,-0.5809,-1.1956,6.9435,2.635,17.005,-2.2539,3.929,3.7775,1.9436,12.5077,0.0362,-1.9068,0.4077,-0.1241,-0.2138,0.0651,-0.3043,1.7273,1.0662,1.4455,0.6173,0.8369,1.3558,2.9835,1.1368,2.0895,0.381,0.7004,1.8381,1.7663,0.4651,-11.6707,0.2633,-6.6073,-25.0917,1.6108,1.6459,0.6628,1.0218,0.4115,0.4027,1.6679,0.828,1.1257,0.4964,0.6749,1.3596,0.009,5.9361,0.3271,-0.0189,0.0963,-0.0965,0.3278,-0.5336,-7.5686,0.8341,0.9133,8.9016,?,5.2145,1.4403,1.2001,4.8068,0.4317,2.409,3.6136,1.9009,6.7503,-0.2611,-1.4515,-3.1418,2.1646,0.761,0.4804,0.6313,0.5791,0.2308,0.3986,-2.4382,6.3686,-2.612,0,0,1.5801,1.8519,1.3187,0.7121,0.0651,15.527,0.8343,-0.3978,-0.7902,?,?,?,?,?,TASCA_GIACCA
0.02,0.0114,0.107,0.6073,-0.8674,-0.0176,0.0099,0.0996,0.4556,-1.2134,-0.0087,0.0049,0.0702,0.3578,-1.0265,0.1475,0.0053,0.0729,0.3543,0.0348,-1.1357,-2.2887,0.1353,2.0153,-0.1191,-0.0591,1.0742,1.5244,1.4683,1.419,1.3669,0.9632,1.1539,2.3237,2.1559,2.0137,1.8683,0.9278,1.1294,1.5567,-22.1088,1.3783,-19.5751,-14.2027,1.58,1.8422,0.8859,1.166,0.5607,0.4809,1.333,1.6976,1.714,1.2735,1.2858,1.0097,0.0002,0.2243,-0.5397,-0.1261,0.1109,-0.1638,-0.1267,0.1362,7.5497,0.0007,0.0264,0.1119,0.9853,6.2538,0.001,0.0318,0.135,0.9787,0.2441,0.0001,0.0118,0.0452,0.8295,1.2072,30.9282,25.6195,0.8319,2.2448,2.6984,0.692,5.039,7.2815,1.209,34.0789,28.1877,1.2009,28.6904,23.8909,0.8289,2.478,2.9894,0.0676,14.0477,-0.982,-0.2319,0.22,?,?,?,?,?,TASCA_GIACCA
-0.0493,0.0265,0.1627,0.8357,-1.7013,0.0677,0.0196,0.1401,0.743,-0.6088,0.0626,0.0275,0.1657,0.8551,-1.0841,0.2606,0.0166,0.1289,0.7231,0.0269,-0.7272,-0.7866,-0.1891,1.0817,0.26,0.2403,1.1617,0.9818,1.2627,0.8452,1.087,1.2862,1.3495,0.9639,1.5945,0.7143,1.1816,1.6542,1.872,1.1833,-26.3091,0.6321,-14.0541,-22.2334,0.6698,0.754,0.4163,1.1256,0.6215,0.5522,1.1247,0.9773,1.1558,0.8689,1.0276,1.1826,0.0008,0.3912,-0.1879,-0.1352,-0.3036,-0.4015,0.4647,-0.0133,7.5595,0.0143,0.1198,0.3557,0.9541,6.2372,0.0232,0.1524,0.4496,0.9303,-0.2476,0.0251,0.1583,0.5173,?,1.212,-30.5295,-25.1894,0.7862,0.7566,0.9623,0.6182,0.5725,0.9261,1.2311,-14.2775,-11.5975,1.2004,0,0,0.791,0.6876,0.8692,0.071,14.0443,-0.9986,-0.7724,0.7983,?,?,?,?,?,TASCA_GIACCA
-1.0926,5.2237,2.2855,11.467,-3.6567,-0.263,3.4864,1.8672,9.1133,-1.1226,-0.3922,1.6003,1.265,9.0958,-1.9788,2.4116,5.9112,2.4313,10.639,0.0072,4.1549,2.7861,-0.4531,0.6706,-0.109,-0.1626,1.2241,1.8067,0.9401,1.476,0.768,0.5203,1.4983,3.2643,0.8837,2.1786,0.5898,0.2707,1.8682,1.4902,-116.4641,0.7977,-62.3398,-78.1514,0.5735,0.8064,0.2298,1.4061,0.4006,0.2849,1.2583,1.2607,1.0778,1.0019,0.8566,0.855,0.0083,3.5933,0.2047,0.5658,-0.7539,-0.1835,0.0983,-0.587,-1.6119,6.3487,2.5197,8.1622,?,2.4386,0.8913,0.9441,4.6803,-0.5486,8.8983,1.2044,1.0975,4.0217,0.5724,-0.661,-0.1811,0.274,2.669,2.2959,0.8602,7.1234,5.2711,0.74,4.9228,-1.5163,-0.308,0,0,0.3214,1.7439,2.0295,1.1638,0.0655,13.0376,0.9092,0.9597,0.9755,?,?,?,?,?,TASCA_GIACCA
