@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-0.3639,5.0267,2.242,20.493,-0.8255,-0.0735,2.9536,1.7186,12.4074,-1.5879,0.2241,4.2072,2.0511,17.1251,-1.5414,2.7272,4.9379,2.2221,11.852,0.008,4.9512,-1.624,-0.1334,-0.328,-0.027,0.0822,1.3046,1.0931,1.009,0.8379,0.7734,0.9231,1.7019,1.1948,1.018,0.702,0.5982,0.852,1.2172,0.8922,-97.3621,0.733,-79.9865,-109.129,2.3415,1.666,0.9397,0.7115,0.4013,0.564,1.6517,1.1967,1.7291,0.7245,1.0469,1.4449,0.0022,4.0163,0.3547,-0.1698,0.0947,-0.0284,-0.2067,-0.3843,-17.8924,43.078,6.5634,32.3914,?,53.9757,36.9335,6.0773,19.4702,0.6781,1.6754,120.0818,10.9582,33.3542,-0.7169,-0.3315,-10.6795,32.2166,1.08,0.5989,0.5546,1.1664,0.3587,0.3076,-0.7898,2.3258,-2.9447,0,0,3.1131,1.6636,0.9711,0.5837,0.2888,82.192,0.9279,-0.5654,-0.7409,0,0,0,0,0,DESTRA_PANTALONI
1.0853,6.3948,2.5288,24.6275,-0.1717,-0.4059,4.0693,2.0172,11.4973,-0.8981,-0.5305,3.0848,1.7564,19.6386,-0.9872,2.7999,7.3336,2.7081,23.2353,0.0046,-2.6738,-2.0458,0.3876,0.7651,-0.145,-0.1895,1.2536,1.4398,0.9338,1.1485,0.7449,0.6486,1.5715,2.073,0.872,1.3191,0.5549,0.4206,0.6632,0.3698,-33.4501,0.5576,-50.4344,-90.4488,3.4701,2.127,0.9005,0.6129,0.2595,0.4234,2.142,1.254,1.0599,0.5854,0.4948,0.8452,0.0067,4.1177,0.1353,0.0677,0.6743,0.0476,-0.2409,-0.1401,-22.8772,75.2592,8.6752,38.6398,?,-14.8818,266.0596,16.3113,52.6199,-0.9446,-21.6978,22.2965,4.7219,26.9989,?,1.5373,1.0544,0.6859,0.5319,1.8372,3.4544,0.2829,3.3754,11.9328,1.5117,1.4312,0.9467,0,1,0,0.7343,1.4312,1.949,0.1835,65.6998,-0.8103,-0.9379,0.9087,6.3,10.0837,3.1755,13,0,SINISTRA_PANTALONI
0.0499,0.0178,0.1333,1.2634,-0.1589,-0.0387,0.0469,0.2166,2.1413,-0.199,0.0322,0.0049,0.0702,0.4779,-0.4188,0.1613,0.0486,0.2204,2.0551,0.0089,-1.2875,1.5483,0.309,-1.2026,-0.24,0.1996,0.6154,1.8995,0.6047,3.0866,0.9826,0.3183,0.3787,3.608,0.3656,9.527,0.9654,0.1013,0.4875,1.2282,-9.369,2.5192,-19.218,-7.6285,0.6104,3.2364,0.5257,5.3021,0.8613,0.1624,0.59,2.6436,0.6147,4.4807,1.0419,0.2325,0.0004,0.2441,0.7166,0.3898,0.8422,0.1983,0.8053,0.3363,-41.8868,0.0572,0.2392,42.659,?,-2.3269,0.2639,0.5137,3.2394,?,-9.4047,0.1503,0.3877,10.2585,?,18.0009,4.4538,0.2474,0.4656,0.6169,1.3249,0.2168,0.3805,1.7552,13.1686,4.1584,0.3158,1,1,1,13.1686,4.1584,0.3158,0.2263,53.6184,0.4271,-0.4689,-0.6,0,0,0,0,0,SINISTRA_PANTALONI
0.7583,4.9034,2.2144,15.0267,-0.2465,-1.0243,5.8038,2.4091,10.9923,-1.3414,-0.3144,0.9113,0.9546,5.284,-1.5395,2.6863,6.1253,2.4749,12.5236,0.0032,-0.7404,-2.4119,0.2823,3.2577,-0.3813,-0.117,0.9192,2.3196,0.8947,2.5236,0.9734,0.3857,0.8449,5.3808,0.8005,6.3688,0.9475,0.1488,0.4719,0.9278,-74.6012,1.966,-158.0844,-80.4093,2.5677,5.7935,0.9595,2.2563,0.3737,0.1656,1.367,2.8438,1.1999,2.0803,0.8777,0.4219,0.0068,4.0074,-0.2765,-0.219,0.6781,0.2767,-0.6116,-0.2746,-16.1602,31.9089,5.6488,27.7191,-19.0951,6.5086,83.2536,9.1243,29.2206,0.0041,-34.3201,8.3545,2.8904,36.7798,?,-2.4829,0.4709,-0.1896,0.6191,1.9543,3.1568,0.3833,3.8194,9.9651,-221.3077,0.7161,-0.0032,0.047,0,0,0.9486,0.7537,0.7945,0.2005,57.0451,0.5212,0.0839,0.8856,4.5938,33.7516,5.8096,18,0,SINISTRA_PANTALONI
0.0935,0.0156,0.1247,0.8414,-0.6053,-0.1435,0.0393,0.1981,1.7398,-0.7682,0.0259,0.007,0.0839,0.4619,-0.6381,0.2405,0.034,0.1844,1.0051,0.006,-0.6515,3.6127,0.3887,-5.5457,-0.5966,0.1076,0.6294,1.4864,0.6763,2.3616,1.0746,0.455,0.3961,2.2093,0.4574,5.577,1.1547,0.2071,0.4197,1.7631,-52.5072,4.2007,-125.0994,-29.7806,0.5327,1.8587,0.5183,3.4894,0.9731,0.2789,0.4836,1.8215,0.8371,3.7665,1.731,0.4596,0.0009,0.3592,-0.533,-0.0462,0.7195,-0.0356,-0.5546,0.1296,-35.5564,0.084,0.2899,36.5997,?,-8.099,1.0104,1.0052,10.4385,?,23.6958,0.0934,0.3056,1.2589,0.9484,4.3902,-1.5005,-0.3418,0.2884,0.9486,3.289,0.0832,0.8998,10.8176,3.5062,-1.5803,-0.4507,1,0,0,3.5062,29.0739,8.2921,0.2277,67.3512,-0.6621,-0.0076,-0.3511,0,0,0,0,0,SINISTRA_PANTALONI
0.0138,0.0035,0.059,0.3177,-0.8596,-0.022,0.0027,0.0516,0.3016,-1.1639,0.0292,0.0046,0.0677,0.3461,-0.8101,0.1008,0.0021,0.0457,0.2358,0.045,-0.6283,0.4718,0.1369,-0.751,-0.2179,0.2901,1.142,0.8705,1.2888,0.7622,1.1285,1.4806,1.3042,0.7577,1.661,0.581,1.2735,2.1921,0.9055,0.9483,-13.2208,1.0473,-14.6013,-13.9416,1.2259,0.8936,0.692,0.729,0.5645,0.7744,1.0535,0.9181,1.3475,0.8714,1.279,1.4677,0.0002,0.1522,-0.3867,-0.0237,0.2621,-0.1483,-0.2124,0.388,-24.5904,0.1512,0.3889,25.3189,?,-28.0628,0.0563,0.2373,28.5599,?,18.8443,0.0505,0.2246,1.1398,0.9415,0.8763,-1.3049,-1.4892,1.639,1.7313,1.0563,2.6862,2.9972,1.1158,0.8865,-1.3791,-1.5556,1,0,0,0.8865,22.2129,25.0562,0.22,71.4974,-0.6681,0.261,-0.0676,0,0,0,0,0,SINISTRA_PANTALONI
-1.2029,3.2497,1.8027,6.783,-18.2846,-0.0885,0.5205,0.7214,4.0588,-1.2376,-0.9278,3.354,1.8314,8.8542,-9.0345,1.9662,5.5739,2.3609,8.7932,0.003,13.5983,1.2965,-0.6118,0.0953,-0.045,-0.4719,2.4988,0.9843,0.7636,0.3939,0.3056,0.7757,6.2438,0.9689,0.583,0.1552,0.0934,0.6017,2.8648,0.8067,-241.4538,0.2816,-84.2817,-299.2922,0.1939,0.3986,0.0399,2.0557,0.2057,0.1,1.6712,0.7661,0.7714,0.4584,0.4616,1.0069,0.0087,2.8953,0.0817,0.757,-0.9372,0.058,-0.0774,-0.9077,-8.8599,198.9153,14.1037,53.375,-0.493,-6.3499,4.4682,2.1138,12.875,?,-26.2852,14.2295,3.7722,31.125,?,1.3953,0.3371,0.2416,6.6722,3.7389,0.5604,44.5184,13.979,0.314,1.3689,0.5663,0.4137,0,0,1,4.1456,1.7149,0.4137,0.1635,48.2256,-0.7918,0.6634,-0.2315,9.1379,18.7626,4.3316,12,0,SINISTRA_PANTALONI
-0.2162,20.2813,4.5035,45.3506,-2.0412,-0.4858,3.8748,1.9685,9.2584,-1.2662,-2.2154,14.2976,3.7812,36.4403,-0.5867,5.1107,17.525,4.1863,31.1809,0.022,0.4451,0.0976,-0.0423,0.2193,-0.0951,-0.4335,2.2878,1.191,1.0758,0.5206,0.4702,0.9032,5.2341,1.4185,1.1573,0.271,0.2211,0.8158,5.8842,2.259,-43.3683,0.3839,-7.3703,-19.1984,3.65,0.6493,0.4677,0.1779,0.1281,0.7203,4.8983,1.2445,1.4544,0.2541,0.2969,1.1687,0.0119,7.2391,-0.2568,0.1262,-0.1456,0.0832,-0.086,-0.3091,-37.325,428.6252,20.7033,59.5184,-20.1071,-19.1676,44.8198,6.6948,29.0985,?,9.5309,1245.8188,35.2962,112.6785,-0.9401,1.9473,-3.9162,-2.0111,3.0925,0.5866,0.1897,9.5633,0.3441,0.036,1.9485,1.0385,0.5329,0,0.0486,0,2.0454,0.5282,0.2582,0.2241,88.8206,0.4404,-0.5359,-0.546,1.0521,0.1223,0.3497,2,0,SINISTRA_PANTALONI
0.0793,0.0378,0.1945,1.0371,-0.8697,-0.0725,0.0239,0.1547,0.9286,-1.5992,-0.052,0.0444,0.2108,1.482,-0.7445,0.3058,0.0269,0.1641,0.8764,0.0122,-1.0939,-1.5262,0.2593,1.3952,-0.2371,-0.1699,1.2576,0.9229,1.1853,0.7339,0.9425,1.2843,1.5816,0.8518,1.4049,0.5386,0.8883,1.6493,0.8444,0.7627,-44.7327,0.9033,-52.978,-58.6487,1.5527,0.653,0.6253,0.4205,0.4027,0.9576,1.1169,0.6998,1.1834,0.6266,1.0596,1.6911,0.0006,0.4601,-0.281,-0.1584,0.2301,0.1732,-0.2322,-0.0975,-7.0204,2.7707,1.6646,9.4193,?,-54.2229,0.3593,0.5994,55.2597,?,10.535,4.8639,2.2054,7.0801,0.4511,0.1295,-0.6664,-5.1469,2.7769,0.7547,0.2718,7.7112,0.5696,0.0739,0.1705,-1.6185,-9.4953,1,0,0,0.1705,1.3304,7.805,0.2962,71.7783,-0.9322,-0.8239,0.7526,0.8511,0.1268,0.356,1,0,SINISTRA_PANTALONI
-0.0428,0.0175,0.1323,0.7531,-1.8479,0.0492,0.0155,0.1243,0.7664,-0.6077,-0.0359,0.0084,0.0916,0.6971,-1.5968,0.1817,0.0139,0.1178,0.6469,0.0217,-0.8703,1.1908,-0.2356,-1.3682,0.2707,-0.1979,1.0637,1.4444,1.1226,1.3579,1.0554,0.7772,1.1314,2.0863,1.2603,1.844,1.1139,0.6041,1.6868,1.1401,-34.1248,0.6759,-20.2306,-29.9308,0.5548,0.9852,0.4,1.7759,0.721,0.406,0.9827,1.0805,1.1643,1.0995,1.1848,1.0776,0.0004,0.2771,-0.4734,0.0983,-0.528,-0.3437,0.6563,-0.4068,-19.4022,0.3296,0.5741,21.5988,?,-49.6726,0.1339,0.3659,50.3387,?,16.931,0.1656,0.407,1.9196,0.8926,0.3906,-1.146,-2.9338,1.569,1.4108,0.8992,2.4616,1.9902,0.8085,0.4291,-1.3534,-3.1542,1,0,0,0.4291,11.252,26.2242,0.2945,86.0058,-0.6551,-0.6862,0.6984,?,?,?,?,?,SINISTRA_PANTALONI
0.2974,9.3934,3.0649,20.4641,-1.0604,0.0737,6.2178,2.4936,14.8275,-1.4492,0.1169,5.4687,2.3385,21.5406,-1.8531,4.0447,4.8281,2.1973,13.2039,0.062,4.0363,2.5442,0.0735,0.6303,0.0182,0.0289,1.2291,1.3106,1.3948,1.0663,1.1348,1.0643,1.5107,1.7177,1.9456,1.137,1.2879,1.1327,1.2004,0.7528,-12.0663,0.6271,-10.0517,-16.0292,1.6406,1.3156,0.7056,0.8019,0.4301,0.5363,1.3801,0.95,1.5498,0.6884,1.123,1.6314,0.0017,6.0375,-0.1065,0.245,0.1726,0.055,-0.0644,0.0246,20.0343,51.3045,7.1627,25.65,0.2243,26.0796,17.0635,4.1308,13.9526,0.5763,7.0554,52.5965,7.2523,25.174,-0.4224,0.7682,2.8396,3.6964,1.734,0.9876,0.5696,3.0067,0.9754,0.3244,0.3908,-0.992,-2.5387,1.0041,1.8683,1.8606,1.8384,1.0189,0.5542,0.1734,55.2781,-0.9266,0.665,-0.7537,0,0,0,0,0,SINISTRA_PANTALONI
0.9645,11.6693,3.416,16.0949,-0.4403,0.3065,4.3191,2.0782,10.6965,-1.0049,-0.4182,4.82,2.1955,16.7151,-1.148,4.0869,5.3046,2.3032,11.6154,0.0339,3.1462,-2.3063,0.236,-0.7331,0.075,-0.1023,1.6437,1.556,1.4832,0.9466,0.9023,0.9532,2.7018,2.421,2.1998,0.8961,0.8142,0.9086,0.9178,0.5508,-12.0658,0.6001,-13.1467,-21.9064,2.0945,1.436,0.9294,0.6856,0.4437,0.6472,1.5047,0.9629,1.3857,0.6399,0.9209,1.4391,0.0059,5.7022,0.0704,0.1054,0.6158,0.0829,0.0504,-0.1388,-11.9256,10.0355,3.1679,20.7596,?,4.9585,141.107,11.8788,45.7184,-1.3518,-31.7028,15.5196,3.9395,35.3989,?,-2.4051,0.3762,-0.1564,0.2667,0.8041,3.0153,0.0711,0.6466,9.0922,0.79,0.5864,0.7424,0,1,0,0.4541,0.5864,1.2915,0.185,55.3974,0.6857,-0.6018,-0.7585,0,0,0,0,0,SINISTRA_PANTALONI
0.9493,10.5715,3.2514,21.043,-0.2531,0.0134,6.3624,2.5224,16.6194,-0.4992,-0.2459,4.6607,2.1589,20.4618,-1.5747,3.3033,11.6445,3.4124,16.9137,0.0121,70.6952,-3.8608,0.2874,-0.0546,0.0041,-0.0744,1.289,1.5061,0.9528,1.1684,0.7392,0.6327,1.6615,2.2682,0.9078,1.3651,0.5464,0.4002,0.768,0.3396,-20.5301,0.4422,-26.7331,-60.4519,1.5149,2.1131,0.9809,1.3949,0.6475,0.4642,1.2662,1.0284,1.2441,0.8122,0.9826,1.2098,0.0053,4.8404,0.1273,0.0822,0.7105,-0.1129,0.1881,-0.1983,-8.7813,4.8365,2.1992,11.3388,?,3.7712,20.7019,4.5499,28.1387,-3.3026,-34.8275,2.4432,1.5631,35.939,?,-2.3285,0.2521,-0.1083,0.4833,1.407,2.9109,0.2336,1.9795,8.4732,0.525,0.3155,0.601,0,1,0,0.403,0.3155,0.783,0.1952,48.9651,-0.3214,0.0933,-0.9155,0,0,0,0,0,SINISTRA_PANTALONI
0.6474,10.7928,3.2852,17.7999,-0.3933,0.5969,9.2045,3.0339,13.4212,-0.564,-0.9245,11.8944,3.4488,31.5665,-2.9066,4.8973,9.539,3.0885,23.2875,0.0485,1.0846,-0.7003,0.1322,-0.6457,0.1219,-0.1888,1.0828,0.9526,1.0637,0.8797,0.9823,1.1167,1.1726,0.9074,1.1314,0.7739,0.9649,1.2469,1.0382,0.2139,-4.2309,0.2061,-4.0754,-19.7769,1.4887,1.5811,0.522,1.062,0.3506,0.3301,1.3263,0.5639,0.7644,0.4252,0.5763,1.3555,0.0069,7.1706,0.0283,-0.0287,0.5256,-0.0838,0.2689,-0.4819,-7.7295,27.5878,5.2524,17.6987,?,-16.0634,314.4967,17.7341,49.8581,-2.1841,-22.3299,64.7538,8.047,35.0388,?,0.4812,0.3462,0.7194,0.2962,0.6527,2.2038,0.0877,0.426,4.8568,0.5175,0.5051,0.976,0,1,0,0.355,0.5051,1.4229,0.1536,51.4308,-0.44,0.3608,-0.9526,0,0,0,0,0,SINISTRA_PANTALONI
0.042,0.0503,0.2243,1.3288,-0.8357,-0.0804,0.1011,0.318,2.1668,-1.0188,0.0034,0.0505,0.2248,2.3011,-0.3883,0.3287,0.1021,0.3196,1.9766,0.012,-0.5219,12.3349,0.1277,-23.6369,-0.2446,0.0103,0.7052,0.9977,0.7018,1.4148,0.9951,0.7034,0.4973,0.9954,0.4925,2.0017,0.9903,0.4947,0.5532,0.94,-25.155,1.6991,-45.4691,-26.7609,0.6744,0.4367,0.3618,0.6475,0.5365,0.8285,0.6133,0.5775,0.6723,0.9416,1.0962,1.1642,0.0005,0.5027,-0.7434,0.0562,0.3015,-0.2216,-0.2923,0.0488,-24.4421,0.27,0.5196,25.1999,?,-25.1977,0.1598,0.3998,26.6998,?,-12.2051,0.1205,0.3471,12.8998,?,0.97,2.0026,2.0645,1.2997,1.4972,1.1519,1.6893,2.2416,1.3269,0.9438,1.9535,2.0698,1,1,1,0.9438,1.9535,2.0698,0.2088,61.8449,-0.7274,-0.4635,0.5498,0,0,0,0,0,SINISTRA_PANTALONI
0.044,0.0241,0.1552,0.959,-0.4358,-0.0606,0.0165,0.1286,0.8235,-2.5042,0.0249,0.0109,0.1046,0.6568,-0.497,0.208,0.0145,0.1206,0.6316,0.0628,-0.7255,1.7643,0.2113,-2.432,-0.2913,0.1198,1.2065,1.4834,1.287,1.2295,1.0666,0.8676,1.4558,2.2006,1.6563,1.5116,1.1377,0.7526,0.4946,1.3348,-6.8753,2.6987,-13.9002,-5.1508,2.842,1.5222,0.991,0.5356,0.3487,0.651,1.1645,1.46,1.5183,1.2538,1.3038,1.0399,0.0004,0.3112,-0.1529,-0.0287,0.4746,-0.2978,-0.3782,0.2999,-25.1163,0.1675,0.4092,25.679,?,-26.6222,0.1446,0.3803,27.9587,?,-8.9227,0.143,0.3781,9.8389,?,0.9434,2.8149,2.9836,1.0761,1.0823,1.0057,1.158,1.1713,1.0114,0.9185,2.61,2.8417,1,1,1,0.9185,2.61,2.8417,0.1983,60.6612,-0.7417,-0.0188,-0.2374,0,0,0,0,0,SINISTRA_PANTALONI
0.0725,0.0249,0.1578,0.8513,-0.7129,-0.1052,0.0159,0.1263,0.6606,-2.0213,0.0017,0.0119,0.1093,0.7144,-0.9091,0.2368,0.013,0.1142,0.5743,0.0581,-0.689,42.3463,0.3062,-61.4582,-0.4444,0.0072,1.2496,1.4439,1.3819,1.1554,1.1058,0.9571,1.5615,2.0847,1.9096,1.335,1.2229,0.916,0.8016,1.0414,-9.9939,1.2992,-12.467,-9.5961,2.2728,1.3281,0.8151,0.5843,0.3586,0.6137,1.2886,1.1916,1.4823,0.9247,1.1504,1.244,0.0007,0.3551,-0.1695,-0.2319,0.4872,-0.2842,-0.38,-0.0036,-20.9933,0.7355,0.8576,22.6196,?,-29.5465,0.2593,0.5092,30.5389,?,-9.5779,0.0266,0.1632,9.8999,?,0.7105,2.1919,3.0849,1.6841,5.2565,3.1213,2.8361,27.6304,9.7425,0.7407,2.2848,3.0848,1,1,1,0.7407,2.2848,3.0848,0.2026,60.1177,-0.8575,0.0983,-0.079,0,0,0,0,0,SINISTRA_PANTALONI
