@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA,BORSA,MARSUPIO,ZAINO}
@DATA
2.267145,15.199442,3.898646,17.705627,-0.673634,-1.508616,6.667373,2.5821257,10.796389,-1.2502053,-0.50112516,14.101095,3.7551425,20.621078,-1.9709835,6.027268,7.306939,2.703135,15.26111,0.05528204,-1.502798,-4.5241094,0.37614802,3.0104575,-0.25029847,-0.083143,1.5098592,1.0382153,1.4422684,0.6876239,0.9552337,1.3891805,2.2796748,1.0778909,2.080138,0.47282663,0.9124714,1.9298224,1.1880566,0.5209316,-7.980072,0.43847373,-6.7169123,-15.318848,2.2049284,1.5241921,0.6548878,0.69126606,0.29701093,0.42966226,1.6399584,0.8586179,1.1601795,0.5235608,0.7074445,1.3512174,0.027689338,9.092014,-0.6354674,0.42050767,0.04207672,TASCA_DESTRA_DAVANTI_PANTALONI
2.955005,10.166049,3.188424,13.792198,-0.30270645,-2.2273004,7.170659,2.6778085,10.030931,-1.5318674,-0.39441437,9.71251,3.1164901,12.934029,-0.62201977,5.721491,8.162235,2.8569627,13.165515,0.072200604,-1.3267205,-7.492133,0.51647466,5.6471076,-0.38928673,-0.068935595,1.1906841,1.0230818,1.1160188,0.85923856,0.9372921,1.0908403,1.4177287,1.0466963,1.2454982,0.738291,0.8785166,1.1899326,0.5280647,0.64614016,-3.1281242,1.2236003,-5.923752,-4.8412476,2.6723087,1.3277284,0.7461105,0.49684694,0.27920073,0.56194514,1.3749669,1.0663497,1.0476004,0.7755458,0.76190954,0.9824172,0.037213553,9.131508,-0.5773036,0.65395707,0.04676118,TASCA_DESTRA_DAVANTI_PANTALONI
0.8441344,1.638433,1.2800128,6.012433,-0.5904248,0.3664447,3.6614456,1.9134904,8.0217085,-0.54820526,0.060331024,14.030979,3.7457948,16.813368,-0.82395506,3.990341,4.2585335,2.0636215,10.109059,0.09980716,2.303579,13.991714,0.21154442,6.0739017,0.09183293,0.015119266,0.6689413,0.34171996,0.620275,0.51083696,0.9272487,1.8151559,0.44748253,0.11677253,0.38474113,0.26095438,0.85979027,3.2947912,0.7858147,0.29387158,-1.9914287,0.3739706,-2.534222,-6.7765274,0.72962344,0.4101064,0.33663705,0.56207955,0.46138465,0.820853,0.74952024,0.35759836,0.5947569,0.47710302,0.7935168,1.6631981,0.009222171,5.9484587,0.684615,0.6310179,0.7533862,TASCA_DESTRA_DAVANTI_PANTALONI
0.23020692,2.8377783,1.6845707,10.602805,-0.42658818,0.7863206,4.029442,2.0073469,8.758653,-0.2789292,0.3853672,18.088175,4.2530193,17.186523,-0.6100305,4.3518767,6.8363743,2.6146462,11.382837,0.04049072,0.2927647,0.59737027,0.05289831,2.040445,0.18068542,0.08855196,0.8392026,0.39608818,0.64428246,0.47198159,0.7677317,1.6266137,0.7042609,0.15688583,0.41509992,0.22276664,0.5894121,2.6458726,1.6597635,0.48688397,-6.6004586,0.2933454,-3.9767468,-13.556534,1.085254,0.6962548,0.62649965,0.6415593,0.5772839,0.8998138,1.2105521,0.61692554,0.93147296,0.5096233,0.7694613,1.5098629,0.0090542985,6.1824083,0.48354685,0.23752385,0.6736503,TASCA_DESTRA_DAVANTI_PANTALONI
1.986673,7.8120775,2.7950094,10.644804,-0.21937397,-1.8591642,9.969263,3.157414,11.582365,-2.5840766,0.45486262,14.95067,3.8666096,16.880138,-0.9628361,5.729191,7.518649,2.7420156,9.6856165,0.060830276,-1.068584,4.367633,0.34676328,-4.0873094,-0.3245073,0.07939387,0.88522106,0.72285795,1.0193266,0.81658465,1.1514938,1.4101341,0.78361636,0.5225236,1.0390267,0.66681045,1.3259381,1.9884783,0.22932981,0.23128183,-3.0526912,1.0085119,-13.3113575,-13.199009,2.7013497,1.0150999,0.8464816,0.37577507,0.3133551,0.83389,0.9190527,0.6306112,1.0990322,0.6861534,1.1958314,1.7428048,0.027586702,8.416447,-0.3099187,0.61212075,0.0975295,TASCA_DESTRA_DAVANTI_PANTALONI
2.6180115,8.740846,2.9564922,10.940775,-0.12136452,-2.153983,3.1265228,1.7681977,8.125261,-1.2935858,0.13582285,10.88998,3.299997,14.242882,-0.64011407,5.2664666,6.533752,2.5561204,13.054223,0.056925658,-1.215428,19.275192,0.49710968,-15.858768,-0.40899968,0.025790127,1.6720371,0.8959075,1.1566327,0.5358179,0.6917505,1.2910179,2.7957082,0.8026503,1.3377988,0.28710085,0.47851875,1.666727,0.25838983,0.21301581,-1.5027262,0.824397,-5.815733,-7.0545287,2.7540948,1.1235113,0.7048491,0.40794212,0.25592768,0.6273627,1.3465136,0.76815736,0.83810234,0.57047874,0.62242395,1.0910555,0.03392945,8.075386,-0.16559823,0.59910685,0.30493534,TASCA_DESTRA_DAVANTI_PANTALONI
1.9734844,3.4979658,1.8702849,5.7263985,-0.07795278,-1.5370861,6.5685167,2.5629117,10.610235,-3.3200288,-0.54416907,4.632842,2.1524038,9.220953,-0.99484056,3.7350526,7.302105,2.7022407,9.26033,0.030566169,-1.2839127,-3.6266015,0.5283686,2.8246481,-0.41153,-0.14569248,0.72975004,0.86892843,0.6921237,1.1907207,0.9484395,0.7965256,0.53253514,0.7550367,0.47903526,1.4178158,0.89953744,0.63445294,0.050784737,0.09005179,-1.4182869,1.7732058,-27.927425,-15.7496805,2.162935,1.1492493,0.5561264,0.53133786,0.25711656,0.48390406,0.53970516,0.62102026,0.61837953,1.1506658,1.1457729,0.99574775,0.025599599,5.6707673,-0.6807476,-0.048293162,-0.44389755,TASCA_DESTRA_DAVANTI_PANTALONI
2.344105,10.513295,3.2424212,15.437961,-0.35363457,-2.9524658,11.459095,3.3851285,13.273299,-2.959089,-0.59545195,10.329407,3.2139394,14.976395,-1.3549826,5.6942496,14.4437475,3.800493,12.673029,0.0340314,-0.79394823,-3.936682,0.4116618,4.958361,-0.51849955,-0.10457075,0.9578428,1.0088619,0.85315806,1.0532646,0.89070773,0.84566385,0.91746294,1.0178025,0.72787863,1.1093662,0.79336023,0.71514726,0.4065384,0.4680475,-9.033291,1.1512996,-22.22002,-19.299946,3.4017694,1.7933661,0.8693028,0.5271862,0.2555443,0.48473248,1.1630839,1.0308195,1.2181745,0.8862814,1.047366,1.1817534,0.04017475,8.747336,-0.36236805,0.580783,-0.20927075,TASCA_DESTRA_DAVANTI_PANTALONI
2.2168849,33.42902,5.7817836,27.122637,-0.70168877,-2.9369042,21.263483,4.6112347,18.612194,-1.3192259,-0.7387612,18.103964,4.254875,21.809868,-1.3897419,8.310369,17.819958,4.2213693,16.339462,0.11436703,-0.75483733,-3.000814,0.2667613,3.9754446,-0.3534024,-0.08889632,1.2538471,1.358861,1.3696464,1.0837532,1.0923553,1.0079372,1.5721328,1.8465028,1.8759315,1.1745209,1.1932398,1.0159376,1.056386,0.88177973,-5.3004346,0.83471364,-5.017517,-6.011064,1.9860823,1.7464242,0.8639085,0.8793312,0.43498123,0.4946728,1.457251,1.2435948,1.6599467,0.8533841,1.1390946,1.3347971,0.038691744,12.9253645,-0.6770214,0.48702723,-0.1850515,TASCA_DESTRA_DAVANTI_PANTALONI
2.4321373,10.565056,3.2503932,14.194862,-0.19266084,-2.378508,14.040808,3.7471066,16.233536,-2.1296163,-0.004423314,14.14707,3.761259,15.062454,-1.26185,6.4030633,9.326318,3.0539021,12.923584,0.06259451,-1.0225474,-549.8451,0.37983963,537.7209,-0.3714641,-6.908121E-4,0.8674408,0.86417687,1.064341,0.9962373,1.2269897,1.231624,0.75245357,0.7468017,1.1328218,0.99248874,1.5055039,1.5168977,0.2075794,0.27287766,-2.6571493,1.31457,-12.80064,-9.737512,2.2945218,1.7872376,0.86329406,0.77891505,0.3762414,0.4830326,0.87441593,0.94240034,1.0983689,1.0777484,1.2561172,1.1655014,0.03618994,9.631692,-0.25103304,0.27111933,-0.19432293,TASCA_DESTRA_DAVANTI_PANTALONI
2.660466,21.198336,4.604165,19.205963,-0.34420305,-3.0205739,24.735064,4.973436,19.0968,-1.4490379,-0.45314112,22.197157,4.7113857,19.448524,-1.0906765,8.31033,15.476216,3.9339821,17.64425,0.07673751,-0.88078165,-5.8711643,0.32013962,6.665857,-0.36347216,-0.05452745,0.9257514,0.97724223,1.1703573,1.0556207,1.2642243,1.1976124,0.8570156,0.9550023,1.3697363,1.1143347,1.598263,1.4342754,0.4352523,0.48471916,-3.3535147,1.1136509,-7.70476,-6.9184694,1.8323402,1.5359299,0.7476411,0.838234,0.40802526,0.4867677,1.0057163,0.987528,1.0885111,0.9819151,1.0823243,1.1022584,0.04219365,12.908294,-0.569779,0.32116872,0.021273894,TASCA_DESTRA_DAVANTI_PANTALONI
2.9750245,11.590409,3.404469,14.282216,-0.22697708,-1.6366688,10.912735,3.303443,15.270889,-1.2236998,-0.24833672,13.613513,3.6896493,18.578564,-0.8954407,6.445865,6.1586113,2.481655,10.907859,0.13027859,-1.8177315,-11.979801,0.46153998,6.590523,-0.2539099,-0.038526513,1.0305821,0.92270803,1.3718543,0.8953271,1.3311452,1.4867697,1.0620995,0.85139,1.8819842,0.8016105,1.7719474,2.2104843,0.3143968,0.30102488,-1.6169952,0.95746803,-5.143167,-5.371633,1.695005,1.1875645,0.9281107,0.70062596,0.54755634,0.7815245,0.9352577,0.76874703,1.309351,0.82196283,1.3999896,1.7032274,0.035464317,9.5796995,-0.047425594,0.20967199,0.5393076,TASCA_DESTRA_DAVANTI_PANTALONI
2.1476781,6.3924413,2.5283277,13.163277,-0.61158544,-1.371539,4.7057633,2.1692772,9.02688,-1.4969019,-0.3004922,4.185958,2.0459614,8.951824,-0.8443054,4.3144193,3.2538857,1.803853,7.549511,0.10371354,-1.5658892,-7.147201,0.49779078,4.564308,-0.31789654,-0.069648355,1.1655161,1.2357651,1.4016262,1.0602728,1.2025797,1.1342174,1.3584281,1.5271155,1.9645561,1.1241784,1.4461981,1.286449,0.9230777,1.2189603,-5.7182136,1.3205391,-6.1947265,-4.691058,2.2593029,1.6827979,0.9697029,0.7448306,0.4292045,0.5762444,1.458231,1.4704574,1.7435933,1.0083845,1.1956908,1.1857489,0.027009666,6.5072966,-0.05497138,0.102038726,0.0037206023,TASCA_DESTRA_DAVANTI_PANTALONI
2.051305,10.751738,3.2789843,14.657548,-0.40772232,-0.6135441,10.916845,3.304065,15.21483,-1.6881229,-0.0078059295,16.268631,4.033439,17.12078,-0.94521785,6.0645695,5.742556,2.396363,10.370005,0.09861366,-3.3433702,-262.78806,0.33824414,78.59975,-0.10116862,-0.0012871366,0.99240917,0.81295,1.368317,0.81916815,1.3787831,1.6831503,0.98487586,0.66088766,1.8722912,0.6710365,1.9010428,2.8329947,0.4443107,0.51029533,-3.7419996,1.1485101,-8.422033,-7.333008,1.8396125,1.1830117,0.90505785,0.6430766,0.4919829,0.7650456,0.9633724,0.8561261,1.4134562,0.88867617,1.4671961,1.6509907,0.022537995,9.08279,0.21740347,-0.14339651,0.3000086,TASCA_DESTRA_DAVANTI_PANTALONI
0.8919357,8.103649,2.846691,12.841683,-1.1138726,0.6336315,6.71935,2.592171,15.601435,-0.30803263,-0.21775305,28.21555,5.311831,23.69017,-0.9442466,6.041661,7.781343,2.789506,12.755194,0.100997895,1.4076568,-4.0960884,0.14763089,-2.909863,0.10487705,-0.03604192,1.0981879,0.5359152,1.0205001,0.48799953,0.9292581,1.9042193,1.2060169,0.28720507,1.0414203,0.2381435,0.86352056,3.6260514,1.8417726,0.58813417,-4.722152,0.3193305,-2.5639172,-8.029038,0.5093276,0.4985702,0.42817053,0.9788793,0.8406584,0.85879683,0.82310915,0.542068,1.0067807,0.6585615,1.2231437,1.857296,0.011995175,8.585537,-0.5636556,0.32853734,-0.2986366,TASCA_DESTRA_DAVANTI_PANTALONI
1.183191,27.353699,5.2300763,35.26308,-0.22825995,0.38817146,20.31119,4.5067935,29.668385,-0.2954148,-0.008768191,30.303888,5.5048966,27.801853,-0.7958192,6.6092205,35.83768,5.9864583,35.306984,0.040064048,3.048114,-134.94128,0.17902125,-44.270416,0.058731806,-0.0013266603,1.1604872,0.9500771,0.87365115,0.8186881,0.75283134,0.91955817,1.3467305,0.9026465,0.76326644,0.6702503,0.5667551,0.8455873,0.9685953,0.53190506,-4.447198,0.54915094,-4.591389,-8.360888,1.2535594,1.8544657,0.7805695,1.4793601,0.6226825,0.4209134,1.1885743,1.2683716,0.9987565,1.0671369,0.8402979,0.78743213,0.012971551,10.459625,0.69179356,0.040476307,-0.30566046,TASCA_DESTRA_DAVANTI_PANTALONI
0.39478543,29.481997,5.429733,27.43492,-2.8032174,-0.8677183,7.8241906,2.7971754,11.598816,-1.9785942,0.086702,6.92891,2.6322823,15.291019,-1.337414,5.7259884,12.364464,3.516314,20.452103,0.044501305,-0.45496958,4.5533605,0.06894625,-10.008054,-0.15154035,0.015141839,1.9411485,2.0627472,1.5441546,1.0626427,0.7954851,0.74859136,3.768057,4.2549257,2.3844137,1.1292095,0.6327966,0.56038904,2.6245224,2.311227,-21.22896,0.88062775,-8.088695,-9.185146,1.8524659,1.1026857,0.33701146,0.5952529,0.18192586,0.30562788,2.3653207,1.7941852,1.3414229,0.75853777,0.56712097,0.74765027,0.009971246,8.390671,-0.37786216,0.10495597,0.05215772,TASCA_DESTRA_DAVANTI_PANTALONI
1.8902466,10.853654,3.2944884,11.9376955,-0.5608122,-2.1360378,6.4011173,2.530043,12.719025,-10.786345,-0.5272609,10.201134,3.1939213,12.955186,-1.4416112,5.5188675,5.411708,2.3263078,12.003321,0.043918867,-0.88493127,-3.585031,0.34250626,4.051197,-0.3870428,-0.09553788,1.3021473,1.031487,1.4161876,0.79214317,1.0875788,1.3729573,1.6955874,1.0639654,2.0055876,0.62749076,1.1828276,1.8850119,0.3685007,0.5607535,-7.7791023,1.5217162,-21.110144,-13.872588,7.087534,1.4414604,0.6092046,0.20337968,0.08595438,0.42263016,0.93857,0.92146075,0.99453276,0.98177093,1.0596255,1.0793002,0.029903471,8.062564,-0.6214276,0.189505,-0.0868397,TASCA_DESTRA_DAVANTI_PANTALONI
2.5733366,6.0216246,2.4538999,6.7686253,-0.03770688,-1.0206668,0.9055798,0.95161957,3.8603237,-5.0698104,-1.32707,1.5957229,1.2632192,4.299551,-4.5739226,3.4196646,6.253757,2.5007513,6.6892943,0.012151466,-2.5212307,-1.9391115,0.7525114,0.76911306,-0.29846987,-0.38807023,2.5786564,1.9425764,0.98126507,0.7533289,0.3805335,0.5051359,6.649469,3.773603,0.96288115,0.5675044,0.14480573,0.25516227,0.076279186,0.06971005,-2.9890127,0.91388035,-39.18517,-42.87779,10.2559805,8.455974,0.96324295,0.824492,0.09392013,0.113912724,1.7533828,1.5742633,1.0118594,0.8978434,0.57708985,0.64275104,0.03488643,5.1264606,-0.67838913,-0.34460843,0.7344014,TASCA_DESTRA_DAVANTI_PANTALONI
2.8679335,11.777656,3.431859,10.561042,-0.048534874,-1.2148784,1.6638557,1.2899053,4.8658886,-3.590554,-0.962119,2.1917574,1.4804585,7.055059,-2.1408923,3.9912636,10.329727,3.2139893,9.981125,0.050707653,-2.3606753,-2.9808512,0.71855277,1.2627112,-0.3043844,-0.24105623,2.660551,2.3181055,1.067788,0.8712877,0.4013409,0.46062958,7.078532,5.373613,1.140171,0.7591422,0.1610745,0.2121796,0.12844561,0.10165655,-0.9169059,0.79143655,-7.138476,-9.019644,9.502258,4.4841104,0.9579534,0.47189942,0.10081323,0.21363288,2.170424,1.496946,1.0581014,0.68970203,0.48750904,0.70684004,0.03746958,5.7686453,-0.6796645,0.3824228,-0.034133043,TASCA_DESTRA_DAVANTI_PANTALONI
