@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
0.0183,0.5621,0.7497,3.5658,-0.6407,0.061,0.1829,0.4277,1.8557,-0.5622,0.3668,0.1727,0.4156,1.6157,-0.3711,0.8071,0.4049,0.6363,2.1449,0.0428,0.3004,0.0499,0.0227,0.1662,0.0755,0.4545,1.7531,1.804,1.1782,1.029,0.6721,0.6531,3.0732,3.2543,1.3881,1.0589,0.4517,0.4266,2.0851,3.1842,-14.5333,1.5271,-6.97,-4.5642,1.8296,1.8443,0.9699,1.008,0.5301,0.5259,1.9216,2.2069,1.6624,1.1485,0.8651,0.7533,0.0019,1.2165,-0.0952,-0.4254,0.0764,0.3127,0.5301,0.6879,-0.3407,0.0211,0.1453,0.7403,?,-0.0998,0.0203,0.1424,0.5031,-5.5638,0.0072,0.0153,0.1237,0.5095,-0.8575,3.4127,-47.446,-13.9029,1.02,1.1747,1.1516,1.0405,1.3799,1.3262,1.7359,3.1474,1.8131,0,0,0.2794,1.4715,1.453,0.9874,0.0018,0.5563,0.4498,0.1742,-0.0413,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
-0.0424,1.4043,1.185,6.1152,-0.8777,0.0458,0.6991,0.8361,3.275,-0.5659,0.218,0.3625,0.6021,2.3125,-0.2287,1.3013,0.824,0.9077,3.4814,0.0658,-0.9253,-0.1945,-0.0326,0.2102,0.0352,0.1675,1.4173,1.9682,1.3055,1.3887,0.9211,0.6633,2.0087,3.8736,1.7042,1.9284,0.8484,0.44,2.4152,6.6404,-11.6581,2.7494,-4.8269,-1.7556,1.5572,1.7305,0.8739,1.1113,0.5612,0.505,1.8673,2.6444,1.7565,1.4162,0.9407,0.6642,0.0012,1.9326,-0.1082,-0.3478,-0.194,0.7647,0.6766,0.578,-0.2598,0.0907,0.3012,1.223,-6.1588,-0.1621,0.0934,0.3055,1.3747,-0.9992,-0.0073,0.0394,0.1985,0.9314,-0.6711,1.603,35.6973,22.2697,0.9858,1.5173,1.5392,0.9718,2.3023,2.3691,1.5314,2.8128,1.8368,0.2485,0.3065,1.2337,0.8897,1.3131,1.4759,0.0016,0.7182,0.5169,0.4903,0.5973,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
-0.4006,5.2837,2.2986,19.7487,-5.1502,1.0073,35.3703,5.9473,37.4833,-0.1309,-0.2108,4.5727,2.1384,11.643,-1.1533,4.4675,26.4875,5.1466,36.2413,0.0256,-0.3977,1.9004,-0.0897,-4.7792,0.2255,-0.0472,0.3865,1.0749,0.4466,2.7812,1.1556,0.4155,0.1494,1.1555,0.1995,7.7351,1.3354,0.1726,3.8116,2.6519,-17.3856,0.6958,-4.5612,-6.5558,0.0969,0.5939,0.0863,6.13,0.8912,0.1454,0.5269,1.6962,0.5449,3.2194,1.0343,0.3213,0.0057,6.2443,-0.6025,0.4473,-0.6666,-0.2754,0.8945,-0.2949,0.0814,0.9068,0.9523,4.406,-0.7191,-0.1266,1.1715,1.0823,6.3777,-1.7036,-0.2343,0.5141,0.717,3.8196,-6.487,-0.6426,-0.3472,0.5403,0.8798,1.3281,1.5095,0.7741,1.7639,2.2787,0.4586,0.5569,1.2143,1.0865,5.0239,4.6239,0.6908,1.1535,1.6697,0.0014,1.989,-0.0463,-0.2107,0.3383,0,0,0,0,0,TASCA_GIACCA
0.9676,10.3714,3.2205,16.3368,-0.9259,1.0562,7.377,2.7161,12.4611,-0.4449,-1.2252,22.2139,4.7132,27.7086,-1.6768,6.0448,6.9752,2.6411,16.3388,0.0805,0.9161,-0.7898,0.1601,-0.8621,0.1747,-0.2027,1.1857,0.6833,1.2194,0.5763,1.0284,1.7846,1.4059,0.4669,1.4869,0.3321,1.0576,3.1847,2.0472,0.4525,-5.4875,0.221,-2.6805,-12.127,0.9835,0.8195,0.4773,0.8332,0.4853,0.5825,1.311,0.5896,0.9999,0.4497,0.7627,1.6959,0.0094,8.8286,0.5026,0.5382,0.2377,0.3846,0.3171,0.1594,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,TASCA_GIACCA
0.8535,8.1631,2.8571,13.4729,-1.0742,1.0325,8.2905,2.8793,10.819,-0.6319,-1.2645,8.5364,2.9217,13.7238,-1.1234,5.0632,2.7474,1.6575,7.6992,0.1547,0.8266,-0.6749,0.1686,-0.8165,0.2039,-0.2498,0.9923,0.9779,1.7237,0.9855,1.7371,1.7627,0.9846,0.9563,2.9712,0.9712,3.0176,3.1071,1.6655,0.961,-4.9536,0.577,-2.9742,-5.1548,0.9798,1.005,0.7132,1.0258,0.7279,0.7096,1.2453,0.9817,1.7499,0.7883,1.4052,1.7825,0.0094,7.5658,0.0442,0.2729,0.2376,-0.2695,0.2116,0.1328,0.462,1.8929,1.3758,6.1053,-1.146,-0.4991,1.2977,1.1391,5.1494,-0.8954,-0.1842,0.73,0.8544,3.5493,-1.4531,-0.9256,-2.5075,2.7091,1.2078,1.6103,1.3333,1.4587,2.593,1.7777,1.3403,1.5508,1.157,1.0472,1.9663,1.8776,1.1856,1.7201,1.4508,0.0036,2.9909,0.3783,0.4554,0.466,0.4235,0.2441,0.4941,1,0,TASCA_GIACCA
-0.4006,5.2837,2.2986,19.7487,-5.1502,1.0073,35.3703,5.9473,37.4833,-0.1309,-0.2108,4.5727,2.1384,11.643,-1.1533,4.4675,26.4875,5.1466,36.2413,0.0256,-0.3977,1.9004,-0.0897,-4.7792,0.2255,-0.0472,0.3865,1.0749,0.4466,2.7812,1.1556,0.4155,0.1494,1.1555,0.1995,7.7351,1.3354,0.1726,3.8116,2.6519,-17.3856,0.6958,-4.5612,-6.5558,0.0969,0.5939,0.0863,6.13,0.8912,0.1454,0.5269,1.6962,0.5449,3.2194,1.0343,0.3213,0.0057,6.2443,-0.6025,0.4473,-0.6666,-0.2754,0.8945,-0.2949,0.0814,0.9068,0.9523,4.406,-0.7191,-0.1266,1.1715,1.0823,6.3777,-1.7036,-0.2343,0.5141,0.717,3.8196,-6.487,-0.6426,-0.3472,0.5403,0.8798,1.3281,1.5095,0.7741,1.7639,2.2787,0.4586,0.5569,1.2143,1.0865,5.0239,4.6239,0.6908,1.1535,1.6697,0.0014,1.989,-0.0463,-0.2107,0.3383,0,0,0,0,0,TASCA_GIACCA
0.9676,10.3714,3.2205,16.3368,-0.9259,1.0562,7.377,2.7161,12.4611,-0.4449,-1.2252,22.2139,4.7132,27.7086,-1.6768,6.0448,6.9752,2.6411,16.3388,0.0805,0.9161,-0.7898,0.1601,-0.8621,0.1747,-0.2027,1.1857,0.6833,1.2194,0.5763,1.0284,1.7846,1.4059,0.4669,1.4869,0.3321,1.0576,3.1847,2.0472,0.4525,-5.4875,0.221,-2.6805,-12.127,0.9835,0.8195,0.4773,0.8332,0.4853,0.5825,1.311,0.5896,0.9999,0.4497,0.7627,1.6959,0.0094,8.8286,0.5026,0.5382,0.2377,0.3846,0.3171,0.1594,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,TASCA_GIACCA
0.8535,8.1631,2.8571,13.4729,-1.0742,1.0325,8.2905,2.8793,10.819,-0.6319,-1.2645,8.5364,2.9217,13.7238,-1.1234,5.0632,2.7474,1.6575,7.6992,0.1547,0.8266,-0.6749,0.1686,-0.8165,0.2039,-0.2498,0.9923,0.9779,1.7237,0.9855,1.7371,1.7627,0.9846,0.9563,2.9712,0.9712,3.0176,3.1071,1.6655,0.961,-4.9536,0.577,-2.9742,-5.1548,0.9798,1.005,0.7132,1.0258,0.7279,0.7096,1.2453,0.9817,1.7499,0.7883,1.4052,1.7825,0.0094,7.5658,0.0442,0.2729,0.2376,-0.2695,0.2116,0.1328,0.462,1.8929,1.3758,6.1053,-1.146,-0.4991,1.2977,1.1391,5.1494,-0.8954,-0.1842,0.73,0.8544,3.5493,-1.4531,-0.9256,-2.5075,2.7091,1.2078,1.6103,1.3333,1.4587,2.593,1.7777,1.3403,1.5508,1.157,1.0472,1.9663,1.8776,1.1856,1.7201,1.4508,0.0036,2.9909,0.3783,0.4554,0.466,0.4235,0.2441,0.4941,1,0,TASCA_GIACCA
-1.4496,8.0249,2.8328,14.1835,-2.6043,0.7669,5.3278,2.3082,10.1205,-0.7728,-1.881,7.171,2.6779,13.9114,-3.8258,4.5134,6.381,2.5261,12.2262,0.036,-1.8903,0.7706,-0.3212,-0.4077,0.1699,-0.4168,1.2273,1.0579,1.1214,0.862,0.9138,1.0601,1.5063,1.1191,1.2576,0.743,0.8349,1.1238,2.323,0.9292,-22.4467,0.4,-9.663,-24.1558,0.6893,1.3651,0.3103,1.9803,0.4501,0.2273,1.4015,1.0196,1.1601,0.7275,0.8278,1.1378,0.0132,6.7843,0.2006,0.6197,-0.5669,-0.2348,0.4501,-0.7857,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,TASCA_GIACCA
-2.1135,5.9025,2.4295,12.8296,-6.5214,-1.3108,7.3964,2.7196,10.9608,-2.0237,-2.7743,5.2765,2.2971,13.4039,-2.9918,5.2706,4.678,2.1629,13.9642,0.071,1.6123,0.7618,-0.401,0.4725,-0.2487,-0.5264,0.8933,1.0577,1.1233,1.184,1.2574,1.062,0.798,1.1186,1.2618,1.4018,1.5811,1.1279,1.5164,1.1073,-10.4154,0.7302,-6.8686,-9.4062,0.4706,0.508,0.1135,1.0795,0.2411,0.2234,1.1705,0.9571,0.9187,0.8177,0.7849,0.9599,0.0198,7.8397,-0.4158,0.4229,-0.6975,-0.2516,-0.084,-0.5016,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,TASCA_GIACCA
0.0129,1.3343,1.1551,6.2807,-0.4691,-0.0406,0.5857,0.7653,2.9639,-0.5925,0.343,0.2982,0.546,2.1443,-0.4086,1.2888,0.6766,0.8226,4.2107,0.0184,-0.318,0.0376,0.01,-0.1183,-0.0315,0.2661,1.5093,2.1154,1.4043,1.4016,0.9304,0.6638,2.2781,4.4751,1.9721,1.9644,0.8657,0.4407,1.8187,3.2242,-25.3993,1.7729,-13.966,-7.8777,2.297,2.8084,0.9966,1.2226,0.4339,0.3549,2.119,2.929,1.4916,1.3822,0.7039,0.5092,0.002,1.9495,-0.3296,-0.6227,0.2288,0.3563,0.4449,0.2779,-0.7219,0.0411,0.2027,1.1686,?,-0.4639,0.0091,0.0956,0.6561,?,-0.0181,0.0504,0.2245,0.9784,-3.1674,1.5563,39.9233,25.6529,2.1208,0.9027,0.4256,4.4978,0.8149,0.1812,1.7811,1.5715,0.8823,1,0,0,1.7811,1.1944,0.6706,0.0049,1.3491,0.0086,0.602,0.275,0,0,0,0,0,TASCA_GIACCA
-0.0679,0.9088,0.9533,5.1508,-0.5309,-0.008,0.5388,0.734,3.179,-0.7324,0.3006,0.3539,0.5949,2.7785,-0.9484,1.2347,0.3722,0.6101,3.3618,0.0594,8.448,-0.226,-0.055,-0.0268,-0.0065,0.2435,1.2987,1.6024,1.5625,1.2338,1.2031,0.9751,1.6867,2.5677,2.4415,1.5223,1.4475,0.9508,1.329,1.3207,-8.4177,0.9937,-6.3339,-6.3738,1.8336,2.3595,0.9414,1.2868,0.5134,0.399,1.6203,1.8538,1.5322,1.1442,0.9456,0.8265,0.0017,1.8329,0.1519,-0.3425,0.2109,0.1508,0.5031,0.1639,-0.6169,0.0605,0.2459,1.1248,?,-0.3915,0.0277,0.1666,0.7904,-12.038,0.0355,0.0267,0.1635,0.7167,-1.0223,1.5756,-17.3981,-11.0422,1.4762,1.5044,1.0191,2.1793,2.2632,1.0385,1.5413,3.1045,2.0143,0,0,0.1711,1.4231,1.5694,1.1028,0.004,1.1402,0.738,0.6361,0.3104,?,?,?,?,?,TASCA_GIACCA
1.7339,7.5144,2.7412,11.0881,-0.2192,-2.3019,16.7021,4.0868,15.4535,-4.2187,-0.4921,8.8494,2.9748,11.9761,-1.1426,5.4893,11.4805,3.3883,12.8074,0.0468,-0.7533,-3.5232,0.3159,4.6772,-0.4193,-0.0897,0.6708,0.9215,0.809,1.3738,1.2062,0.878,0.4499,0.8491,0.6545,1.8874,1.4548,0.7708,0.1596,0.3121,-3.1695,1.956,-19.8618,-10.1541,3.0713,1.6271,0.6769,0.5298,0.2204,0.416,0.7175,0.9259,0.8658,1.2904,1.2066,0.9351,0.0153,7.9571,-0.3589,0.113,0.6987,0.1555,-0.8089,0.0948,0.5917,1.5631,1.2502,7.3497,-0.4739,-0.9945,2.8872,1.6992,7.0528,-4.0656,1.7478,7.0605,2.6572,9.0224,-0.0287,-0.5949,0.3385,-0.569,0.7358,0.4705,0.6395,0.5414,0.2214,0.4089,0.4175,9.3999,22.5155,3.5815,0.5685,0.1587,1.0421,0.8146,0.7817,0.011,3.8282,0.2264,0.6268,0.0494,0,0,0,0,0,TASCA_GIACCA
2.1287,8.2859,2.8785,13.5425,-0.4965,-1.9921,11.8185,3.4378,13.204,-2.7482,-0.1067,8.8918,2.9819,14.0741,-1.1646,5.3313,9.0842,3.014,10.1963,0.1035,-1.0686,-19.9485,0.3993,18.6687,-0.3737,-0.02,0.8373,0.9653,0.955,1.1529,1.1406,0.9894,0.7011,0.9319,0.9121,1.3291,1.301,0.9788,0.4641,0.5934,-3.8169,1.2785,-8.2241,-6.4325,2.5688,1.3918,0.7957,0.5418,0.3097,0.5717,1.0256,0.9622,1.3282,0.9382,1.295,1.3803,0.0154,7.9641,-0.2838,-0.1539,0.6316,-0.2824,-0.7118,0.1309,0.2946,1.403,1.1845,5.3737,-1.0597,-0.7833,1.8249,1.3509,5.2957,-3.1964,1.8487,4.6237,2.1503,6.4461,-0.0924,-0.3761,0.1593,-0.4237,0.8768,0.5509,0.6282,0.7688,0.3034,0.3947,0.6854,5.0717,7.3995,2.0673,0.4421,0.2139,1.0147,0.8336,0.8215,0.0107,4.0047,0.1537,0.1408,0.3177,2.8421,3.1119,1.7641,6,0,TASCA_GIACCA
1.7339,7.5144,2.7412,11.0881,-0.2192,-2.3019,16.7021,4.0868,15.4535,-4.2187,-0.4921,8.8494,2.9748,11.9761,-1.1426,5.4893,11.4805,3.3883,12.8074,0.0468,-0.7533,-3.5232,0.3159,4.6772,-0.4193,-0.0897,0.6708,0.9215,0.809,1.3738,1.2062,0.878,0.4499,0.8491,0.6545,1.8874,1.4548,0.7708,0.1596,0.3121,-3.1695,1.956,-19.8618,-10.1541,3.0713,1.6271,0.6769,0.5298,0.2204,0.416,0.7175,0.9259,0.8658,1.2904,1.2066,0.9351,0.0153,7.9571,-0.3589,0.113,0.6987,0.1555,-0.8089,0.0948,0.5917,1.5631,1.2502,7.3497,-0.4739,-0.9945,2.8872,1.6992,7.0528,-4.0656,1.7478,7.0605,2.6572,9.0224,-0.0287,-0.5949,0.3385,-0.569,0.7358,0.4705,0.6395,0.5414,0.2214,0.4089,0.4175,9.3999,22.5155,3.5815,0.5685,0.1587,1.0421,0.8146,0.7817,0.011,3.8282,0.2264,0.6268,0.0494,0,0,0,0,0,TASCA_GIACCA
2.1287,8.2859,2.8785,13.5425,-0.4965,-1.9921,11.8185,3.4378,13.204,-2.7482,-0.1067,8.8918,2.9819,14.0741,-1.1646,5.3313,9.0842,3.014,10.1963,0.1035,-1.0686,-19.9485,0.3993,18.6687,-0.3737,-0.02,0.8373,0.9653,0.955,1.1529,1.1406,0.9894,0.7011,0.9319,0.9121,1.3291,1.301,0.9788,0.4641,0.5934,-3.8169,1.2785,-8.2241,-6.4325,2.5688,1.3918,0.7957,0.5418,0.3097,0.5717,1.0256,0.9622,1.3282,0.9382,1.295,1.3803,0.0154,7.9641,-0.2838,-0.1539,0.6316,-0.2824,-0.7118,0.1309,0.2946,1.403,1.1845,5.3737,-1.0597,-0.7833,1.8249,1.3509,5.2957,-3.1964,1.8487,4.6237,2.1503,6.4461,-0.0924,-0.3761,0.1593,-0.4237,0.8768,0.5509,0.6282,0.7688,0.3034,0.3947,0.6854,5.0717,7.3995,2.0673,0.4421,0.2139,1.0147,0.8336,0.8215,0.0107,4.0047,0.1537,0.1408,0.3177,2.8421,3.1119,1.7641,6,0,TASCA_GIACCA
-2.1596,21.5278,4.6398,28.5693,-4.2546,0.5047,9.2178,3.0361,14.3907,-0.5756,-1.4136,19.6174,4.4292,44.9765,-5.151,4.9682,32.5965,5.7093,44.1432,0.0017,-4.2785,1.5277,-0.4347,-0.3571,0.1016,-0.2845,1.5282,1.0476,0.8127,0.6855,0.5318,0.7758,2.3355,1.0974,0.6604,0.4699,0.2828,0.6018,4.4001,0.6142,-304.6111,0.1396,-69.2278,-495.975,0.5953,0.7436,0.123,1.2491,0.2066,0.1654,1.9853,0.6352,0.6472,0.32,0.326,1.0189,0.0139,7.8061,-0.4128,0.4498,-0.8695,0.1316,0.3262,-0.6569,0.5809,1.5547,1.2469,8.6774,-1.1868,1.2435,2.4921,1.5786,6.7494,-0.2646,-0.5682,5.6784,2.3829,8.1284,-3.5739,0.4671,-1.0223,-2.1884,0.7898,0.5233,0.6625,0.6239,0.2738,0.4389,3.3345,0.7415,0.2224,0.7435,2.2328,3.0032,1.2856,1.0675,0.8304,0.0079,4.1745,0.2664,-0.2673,0.1066,2.2963,0.6741,0.821,3,0,TASCA_GIACCA
