@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
1.8902,10.8537,3.2945,11.9377,-0.5608,-2.136,6.4011,2.53,12.719,-10.7863,-0.5273,10.2011,3.1939,12.9552,-1.4416,5.5189,5.4117,2.3263,12.0033,0.0439,-0.8849,-3.585,0.3425,4.0512,-0.387,-0.0955,1.3021,1.0315,1.4162,0.7921,1.0876,1.373,1.6956,1.064,2.0056,0.6275,1.1828,1.885,0.3685,0.5608,-7.7791,1.5217,-21.1101,-13.8726,7.0875,1.4415,0.6092,0.2034,0.086,0.4226,0.9386,0.9215,0.9945,0.9818,1.0596,1.0793,0.0299,8.0626,-0.6214,0.1895,0.5954,-0.0868,-0.7556,-0.2206,-0.1664,0.5235,0.7235,3.6676,-1.7094,-1.2087,2.493,1.5789,5.3243,-8.1172,1.3218,2.4659,1.5703,4.97,-0.0035,0.1377,-0.1259,-0.9145,0.4582,0.4607,1.0055,0.21,0.2123,1.011,0.4881,135.2857,277.1429,2.318,0.2733,0.1179,0.6888,0.738,1.0713,0.0185,3.2816,0.3016,-0.6327,-0.7711,-25.0354,145.9592,12.0814,51,?,-37.3357,65.7746,8.1102,42.125,?,-24.2841,92.8693,9.6369,35.625,-9,0.6705,1.0309,1.5375,1.4897,1.2537,0.8416,2.2191,1.5717,0.7082,1.2107,1.5906,1.3138,1,0,0,1.2107,1.4316,1.1825,0.5267,86.8061,-0.849,-0.9786,0.9136,DESTRA_PANTALONI
2.7117,3.5801,1.8921,6.3594,-0.0183,-0.4151,2.504,1.5824,6.4513,-1.1897,-1.4396,10.282,3.2066,12.0333,-1.8669,4.7355,3.5394,1.8813,6.9703,0.1359,-6.5329,-1.8837,0.5726,0.2883,-0.0877,-0.304,1.1957,0.5901,1.0057,0.4935,0.8411,1.7044,1.4298,0.3482,1.0115,0.2435,0.7075,2.905,0.0325,0.0146,-0.104,0.4473,-3.1975,-7.1483,2.1198,1.488,0.7742,0.7019,0.3652,0.5203,0.9858,0.5285,0.9124,0.5361,0.9255,1.7264,0.0356,7.0546,0.2756,-0.3786,0.7262,0.1862,-0.0488,-0.7332,0.4588,0.8454,0.9195,3.1655,-0.328,-1.7287,3.8637,1.9656,5.9901,?,0.4661,1.2349,1.1113,3.2278,-0.202,-0.2654,0.9844,-3.7093,0.4678,0.8274,1.7688,0.2188,0.6846,3.1287,0.1305,1.4414,11.0428,0,0.8876,0,0.5285,0.9807,1.8558,0.0212,3.3007,-0.8543,0.4273,-0.4503,-32.2629,65.8389,8.1141,46.875,?,-5.6049,12.6744,3.5601,16.25,-3.4068,-24.9195,377.3828,19.4263,63,-1.625,5.7562,1.2947,0.2249,2.2792,0.4177,0.1833,5.1946,0.1745,0.0336,3.7313,1.2019,0.3221,0,0,0.1536,2.8846,0.744,0.2579,0.473,67.8333,0.4269,-0.8777,0.0236,DESTRA_PANTALONI
0.5801,1.8365,1.3552,5.0549,-0.9389,-0.2439,3.7584,1.9387,7.3519,-0.614,-0.037,0.3201,0.5658,2.8215,-0.5017,2.3424,0.8256,0.9086,4.3277,0.1241,-2.3782,-15.6612,0.2476,6.5854,-0.1041,-0.0158,0.699,2.3951,1.4915,3.4263,2.1336,0.6227,0.4886,5.7365,2.2245,11.7396,4.5524,0.3878,0.8753,2.5969,-3.9913,2.967,-4.5601,-1.537,0.5723,1.3876,0.5276,2.4245,0.9219,0.3803,0.6876,1.7916,1.168,2.6057,1.6988,0.652,0.0063,3.4415,-0.7236,-0.3041,-0.2489,0.3797,0.4134,0.0758,-0.1893,0.0227,0.1507,0.534,-21.7731,0.1621,0.0717,0.2678,1.0413,-0.6503,0.1479,0.0096,0.0979,0.4029,-0.115,-1.1675,-1.28,1.0964,0.5628,1.5392,2.7348,0.3168,2.3692,7.4789,1.2442,12.282,9.8717,0.0372,0.0649,1.7463,0.5128,1.3254,2.5847,0.0029,0.6178,-0.7358,0.2871,-0.2306,14.0335,1.2297,1.1089,4.3,0.7244,-36.7173,0.1502,0.3875,37.8115,?,-24.4388,1.3022,1.1412,26.4643,?,-0.3822,-0.5742,1.5024,2.8617,0.9718,0.3396,8.1892,0.9443,0.1153,-0.2989,-0.4271,1.4288,0,0,1,0.1137,0.1625,1.4288,0.4629,75.1895,0.3819,0.4742,-0.5533,DESTRA_PANTALONI
2.53,7.3194,2.7054,8.9337,-0.1363,-1.2876,3.2121,1.7922,6.2929,-2.2351,-0.3726,5.8134,2.4111,11.6802,-1.6001,4.562,3.7313,1.9317,7.0936,0.1473,-1.9648,-6.79,0.5546,3.4558,-0.2823,-0.0817,1.5095,1.1221,1.4006,0.7433,0.9278,1.2482,2.2787,1.2591,1.9616,0.5525,0.8609,1.558,0.2465,0.1491,-0.8745,0.6049,-3.5475,-5.865,4.0418,1.7501,0.945,0.433,0.2338,0.54,1.4196,0.7649,1.2594,0.5388,0.8871,1.6466,0.0283,6.4102,0.0512,0.1819,0.7931,0.5536,-0.2173,-0.1981,-0.0151,0.5906,0.7685,4.1856,-1.1708,-0.9948,1.7826,1.3351,5.4529,-4.6781,1.1756,0.4187,0.6471,2.4003,0.0376,0.0152,-0.0129,-0.8462,0.5756,1.1876,2.0632,0.3313,1.4104,4.257,0.5025,-24.0683,-47.8979,2.0078,0.7731,0.385,0.7676,1.7438,2.2718,0.0152,2.9813,0.0603,-0.5737,-0.6562,-7.0901,278.349,16.6838,44,-2.6975,-2.5702,58.0997,7.6223,24.3057,-1.47,-32.0702,12.5849,3.5475,36.7255,?,2.7586,0.2211,0.0801,2.1888,4.703,2.1486,4.7909,22.1178,4.6166,2.2191,0.8741,0.3939,1.2093,0,0,1.8103,1.1981,0.6618,0.3262,54.7089,-0.8487,-0.7369,0.8975,DESTRA_PANTALONI
2.8522,13.9626,3.7367,15.4486,-0.1823,-3.2385,29.5893,5.4396,19.2891,-2.2374,-0.5374,12.9432,3.5977,19.2213,-0.5549,6.9727,26.7884,5.1758,18.4711,0.0293,-0.8807,-5.3078,0.4091,6.0266,-0.4645,-0.0771,0.6869,1.0386,0.722,1.512,1.051,0.6951,0.4719,1.0788,0.5212,2.2861,1.1046,0.4832,0.1787,0.3472,-4.2716,1.9435,-23.9089,-12.3021,2.1931,1.057,0.6867,0.482,0.3131,0.6497,0.8009,0.8037,0.8364,1.0035,1.0443,1.0406,0.0444,10.5873,-0.3822,0.5956,0.7628,0.0079,-0.8049,0.3271,-0.31,0.5522,0.7431,3.3176,-1.83,-1.1063,4.6482,2.156,9.7081,-1.3821,1.5415,4.3784,2.0925,7.2258,-0.1465,0.2802,-0.2011,-0.7177,0.3447,0.3551,1.0303,0.1188,0.1261,1.0616,0.3809,2.3236,6.101,0.2877,0.186,0.6466,0.3417,0.4591,1.3435,0.0196,4.1393,-0.0122,-0.2636,0.1198,-12.2461,116.013,10.7709,30.2399,?,-4.055,90.0727,9.4907,37.4985,-0.4535,-32.1324,118.1078,10.8677,41.0385,?,3.02,0.3811,0.1262,1.1349,0.9911,0.8733,1.288,0.9823,0.7626,2.5848,0.7369,0.2851,0,1,0,0.8064,0.7369,0.9137,0.3533,53.6641,-0.7298,-0.9012,0.9464,DESTRA_PANTALONI
2.1831,6.0759,2.4649,11.3449,-0.2957,-3.9051,20.9304,4.575,19.2813,-4.3289,0.1796,20.3487,4.511,21.9019,-0.4418,7.1277,16.5991,4.0742,15.3892,0.1538,-0.5591,12.1546,0.3063,-21.7413,-0.5479,0.0252,0.5388,0.5464,0.605,1.0142,1.1229,1.1072,0.2903,0.2986,0.366,1.0286,1.2609,1.2259,0.1653,0.3858,-0.9257,2.3337,-5.5995,-2.3994,2.4198,0.5764,0.4814,0.2382,0.199,0.8353,0.5884,0.518,0.7372,0.8803,1.2529,1.4232,0.0462,10.8401,-0.0553,0.3775,0.298,-0.3067,-0.8688,0.5367,-0.2593,0.4428,0.6654,2.6799,-1.9156,-0.9234,3.3529,1.8311,7.9596,-0.6985,1.7404,7.5227,2.7428,9.7476,-0.2942,0.2808,-0.149,-0.5306,0.3634,0.2426,0.6676,0.1321,0.0589,0.4457,0.5379,0.7947,1.4773,0.1961,0.122,0.6222,0.3367,0.2749,0.8166,0.0205,4.4633,0.4113,0.0747,0.6069,3.228,113.6269,10.6596,33.5388,-1.3291,-25.8588,59.3062,7.7011,31.6177,-104.7194,-19.5437,8.1098,2.8478,23.3398,?,-0.1248,-0.1652,1.3231,1.3842,3.7431,2.7042,1.9159,14.0111,7.3129,0.6111,0.82,1.3419,48.148,0,0,1.0608,1.437,1.3547,0.3358,55.5553,-0.8989,0.6673,-0.4012,DESTRA_PANTALONI
3.0655,16.4646,4.0577,18.6083,-0.1832,-4.0854,20.1344,4.4871,18.1422,-2.6844,1.4851,35.8701,5.9892,23.3409,-0.3393,8.0722,35.6018,5.9667,25.2731,0.0303,-0.7503,2.0641,0.3798,-2.7509,-0.5061,0.184,0.9043,0.6775,0.68,0.7492,0.752,1.0038,0.8177,0.459,0.4625,0.5613,0.5655,1.0075,0.218,0.4873,-3.6528,2.2351,-16.7551,-7.4962,3.1939,0.9024,0.6034,0.2825,0.1889,0.6687,1.0257,0.7972,0.7363,0.7773,0.7178,0.9235,0.0548,12.6317,-0.5893,0.6674,0.8971,-0.2642,-0.7862,0.6661,-0.3375,0.5986,0.7737,3.8281,-1.7579,-0.7618,6.9789,2.6418,10.4665,-0.9257,1.824,8.5802,2.9292,9.6985,-0.1989,0.443,-0.185,-0.4176,0.2929,0.2641,0.9019,0.0858,0.0698,0.8134,0.485,1.5165,3.1271,0.2554,0.1716,0.6719,0.3658,0.3947,1.0792,0.0207,4.9153,0.7113,0.0144,0.3298,-12.2851,52.8155,7.2674,26.5198,?,-6.4567,120.8983,10.9954,41.8182,-0.4674,-22.2346,73.3782,8.5661,29.039,?,1.9027,0.5525,0.2904,0.661,0.8484,1.2836,0.4369,0.7198,1.6476,1.9911,0.9132,0.4587,0,1,0,0.6342,0.9132,1.4401,0.2702,46.4281,-0.4983,-0.8107,0.9105,DESTRA_PANTALONI
2.9775,19.2354,4.3858,18.4997,-0.2585,-2.8602,24.9638,4.9964,19.8871,-8.8306,0.1497,21.6375,4.6516,19.815,-0.8971,7.1834,31.3041,5.595,23.0592,0.0476,-1.041,19.8908,0.4145,-19.1068,-0.3982,0.0208,0.8778,0.9429,0.7839,1.0741,0.893,0.8314,0.7705,0.889,0.6145,1.1537,0.7975,0.6912,0.2127,0.4056,-3.295,1.9065,-15.4893,-8.1247,7.2663,1.4074,0.6071,0.1937,0.0836,0.4314,0.9302,0.9336,0.8023,1.0036,0.8624,0.8593,0.0426,11.1276,-0.804,0.4589,0.8622,-0.4731,-0.8935,0.562,-0.1199,2.3456,1.5315,7.2754,-3.5079,-1.1696,2.0077,1.4169,6.1331,-2.3873,1.7092,8.2888,2.879,10.3395,-0.1118,0.1025,-0.0702,-0.6843,1.0809,0.532,0.4922,1.1683,0.283,0.2422,1.3098,5.4454,4.1575,0.8914,0.1735,0.1947,1.1863,0.7037,0.5932,0.0214,4.0667,0.2468,-0.6037,-0.3516,8.529,185.7649,13.6296,43.625,-1.059,17.3099,44.0898,6.64,31.3125,0.1827,-62.7146,2.0791,1.4419,65.1875,?,0.4927,-0.136,-0.276,2.0526,9.4525,4.605,4.2133,89.3494,21.2064,-3.2054,0.3442,-0.1074,0.553,0,0,1.3932,0.6692,0.4803,0.6765,95.2184,0.0453,0.2641,0.9083,DESTRA_PANTALONI
-1.0481,9.9544,3.1551,13.2395,-1.8473,2.7409,5.379,2.3193,10.9308,-0.3316,-1.2833,6.4486,2.5394,12.5719,-2.2915,5.28,4.1615,2.04,12.2464,0.1151,-0.3824,0.8167,-0.1985,-2.1359,0.5191,-0.243,1.3604,1.2424,1.5466,0.9133,1.1369,1.2448,1.8506,1.5437,2.392,0.8341,1.2926,1.5496,3.1553,0.9814,-5.3927,0.311,-1.7091,-5.4949,0.5665,1.2174,0.336,2.1491,0.5931,0.276,1.2112,1.0531,1.0811,0.8695,0.8926,1.0266,0.0341,7.8586,-0.0793,-0.0411,-0.3091,-0.3504,0.6416,-0.4339,-0.0729,0.4636,0.6809,3.2225,-1.5483,-0.3682,3.4679,1.8622,6.5977,-1.3525,-1.3921,0.8538,0.924,3.7267,-37.4251,0.198,0.0524,0.2645,0.3656,0.7369,2.0154,0.1337,0.543,4.0617,0.5162,0.5394,1.045,0.4509,13.039,28.918,0.4884,0.8647,1.7704,0.0153,3.5157,0.1162,0.0403,0.3583,-38.6227,8.1571,2.8561,44.0399,?,5.8079,300.1466,17.3247,49.7986,-0.6274,5.9444,148.5004,12.1861,33.4778,-0.5081,-6.6501,-6.4974,0.977,0.1649,0.2344,1.4217,0.0272,0.0549,2.0212,2.2939,3.9045,1.7021,0,0,1.3785,0.8844,1.3155,1.4875,0.4203,65.6966,0.1659,0.1461,-0.8441,SINISTRA_PANTALONI
-0.1538,2.0137,1.419,5.2231,-0.9754,-0.0882,1.3437,1.1592,4.3931,-0.883,-0.3372,0.7209,0.8491,3.1503,-2.5795,1.8689,0.7305,0.8547,3.1649,0.1266,1.7437,0.456,-0.0823,0.2615,-0.0472,-0.1804,1.2242,1.6713,1.6603,1.3653,1.3562,0.9934,1.4986,2.7932,2.7565,1.8639,1.8394,0.9868,1.2519,1.1361,-5.6196,0.9075,-4.4889,-4.9466,1.1333,3.0042,0.7296,2.6509,0.6438,0.2429,1.1889,1.658,1.6503,1.3945,1.3881,0.9954,0.0041,2.8774,0.0888,0.4435,-0.4783,-0.8207,0.455,-0.6989,0.7464,0.0244,0.1563,0.6665,0.3994,0.6127,0.023,0.1517,0.5511,0.3556,-0.1762,0.023,0.1516,0.7156,-5.7814,1.2182,-4.2356,-3.4769,1.0302,1.0311,1.0009,1.0613,1.0631,1.0017,1.4572,-0.7264,-0.4985,1.2975,10.5156,8.1048,1.2093,0.9313,0.7701,0.0106,1.5448,0.6237,0.1397,0.2778,-34.2315,13.5565,3.6819,40.4999,?,-9.4347,9.296,3.0489,13.9191,?,26.8123,11.8451,3.4417,11.5799,0.6186,3.6283,-1.2767,-0.3519,1.2076,1.0698,0.8859,1.4583,1.1445,0.7848,2.9097,-2.1567,-0.7412,1,0,0,2.9097,3.4974,1.202,0.4784,70.4784,-0.9924,0.971,-0.9596,SINISTRA_PANTALONI
