@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
1.1699,9.5981,3.0981,17.7056,-0.6736,-0.8177,5.4201,2.3281,10.7964,-1.2502,-0.2849,12.5472,3.5422,21.3911,-1.7742,4.8191,6.4603,2.5417,15.5635,0.0366,-1.4308,-4.107,0.2428,2.8705,-0.1697,-0.0591,1.3307,0.8746,1.2189,0.6572,0.916,1.3936,1.7708,0.765,1.4857,0.432,0.839,1.9422,1.1881,0.5209,-12.0657,0.4385,-10.1558,-23.1618,2.2049,1.372,0.6549,0.6222,0.297,0.4773,1.64,0.8277,1.1376,0.5047,0.6937,1.3744,0.0073,7.2172,-0.5672,0.3034,0.5414,0.2737,-0.2956,0.0351,0.2737,0.0022,0.0467,0.2073,0.4833,-0.0122,0.0745,0.2729,0.761,-2.5375,0.5496,0.0059,0.0766,0.2726,0.5693,-22.519,0.4981,-0.0221,0.1713,0.6101,3.5621,0.0293,0.3722,12.6885,-0.3553,0.5382,-1.5148,1.8654,0.634,0.3398,0.2725,0.7605,2.7914,0.0031,1.056,0.2344,-0.795,0.3381,?,?,?,?,?,PANTALONI
1.4669,7.9569,2.8208,13.7922,-0.3027,-1.1213,6.7011,2.5886,10.4759,-1.3772,-0.321,11.8048,3.4358,14.638,-0.8357,4.8518,6.435,2.5367,13.7648,0.03,-1.3082,-4.5702,0.3023,3.4934,-0.2311,-0.0662,1.0897,0.821,1.112,0.7534,1.0205,1.3544,1.1874,0.674,1.2365,0.5677,1.0413,1.8345,0.5281,0.4809,-7.5372,0.9107,-14.2732,-15.6723,2.4025,1.3277,0.7461,0.5526,0.3106,0.5619,1.3166,0.9422,1.002,0.7157,0.7611,1.0634,0.0094,7.4017,-0.5743,0.3748,0.7357,0.3016,-0.531,0.3047,0.2821,0.0033,0.0576,0.3158,0.1972,-0.0422,0.0507,0.2252,0.6963,-4.7581,0.3439,0.0026,0.0514,0.2704,0.4452,-6.6878,0.8204,-0.1227,0.256,1.1211,4.3793,0.0655,1.2568,19.1785,-0.1348,0.3575,-2.6515,3.2525,0.8069,0.2481,0.4534,1.1675,2.5748,0.0022,0.7989,0.4595,-0.8965,-0.1461,?,?,?,?,?,PANTALONI
0.3993,1.558,1.2482,6.0124,-0.5904,0.2304,3.6578,1.9125,8.0217,-0.5482,0.0571,13.8603,3.7229,16.8134,-0.824,3.9794,3.4559,1.859,10.1091,0.0998,1.7326,6.9867,0.1003,4.0324,0.0579,0.0144,0.6526,0.3353,0.6714,0.5137,1.0288,2.0027,0.4259,0.1124,0.4508,0.2639,1.0584,4.0107,0.7858,0.2939,-1.9914,0.374,-2.5342,-6.7765,0.7296,0.4101,0.3366,0.5621,0.4614,0.8209,0.7495,0.3576,0.5948,0.4771,0.7935,1.6632,0.0023,5.8628,0.393,0.5089,0.3277,0.7557,0.2541,0.3351,0.335,0.0025,0.0499,0.1602,0.6405,0.0975,0.0161,0.1267,0.4261,-1.1026,0.4387,0.0122,0.1105,0.3657,0.3302,3.4374,0.7636,0.2221,0.3936,0.4514,1.1469,0.1549,0.2038,1.3153,-1.2775,1.5835,-1.2395,2.1993,0.8164,0.3712,0.376,0.4382,1.1653,0.0028,0.9284,-0.7048,-0.8425,0.7955,?,?,?,?,?,PANTALONI
0.1127,2.376,1.5414,10.6028,-0.4266,0.3773,3.2011,1.7892,9.9407,-0.4515,-0.0066,17.6621,4.2026,17.1865,-0.61,4.2416,5.4032,2.3245,11.3875,0.0401,0.2987,-17.0804,0.0266,-57.1806,0.089,-0.0016,0.8615,0.3668,0.6631,0.4257,0.7697,1.808,0.7422,0.1345,0.4397,0.1812,0.5924,3.2688,1.0253,0.4869,-6.6657,0.4749,-6.5012,-13.6905,1.0853,0.6963,0.6265,0.6416,0.5773,0.8998,1.0666,0.6169,0.9311,0.5784,0.8729,1.5092,0.002,5.9486,0.1661,0.2784,0.2292,0.5409,0.3555,0.3068,0.2114,0.0013,0.0365,0.1687,0.4925,-0.034,0.0113,0.1062,0.4199,-3.3992,0.1877,0.0777,0.2787,0.7836,-0.6424,-6.2098,1.1259,-0.1813,0.3434,0.1309,0.3812,0.118,0.0171,0.1453,-0.5047,-0.5343,1.0585,3.4834,0.6968,0.2001,0.4018,0.2153,0.5358,0.0014,0.6054,-0.2905,-0.3641,0.9641,?,?,?,?,?,PANTALONI
1.0136,5.7155,2.3907,10.8928,-0.2478,-0.9119,7.2103,2.6852,12.5851,-1.9722,0.1096,16.9266,4.1142,17.4577,-0.9022,4.997,6.7533,2.5987,10.0972,0.0468,-1.1115,9.246,0.2028,-8.3183,-0.1825,0.0219,0.8903,0.5811,0.92,0.6527,1.0333,1.5832,0.7927,0.3377,0.8463,0.426,1.0677,2.5064,0.259,0.2612,-4.3643,1.0085,-16.8488,-16.7066,2.0617,0.9512,0.8241,0.4614,0.3997,0.8664,0.8655,0.624,1.0788,0.7209,1.2464,1.729,0.0068,7.1975,-0.3683,0.5231,0.5807,0.1909,-0.487,0.306,0.1748,0.0223,0.1495,0.569,-0.9897,-0.1554,0.0105,0.1025,0.415,?,-0.1103,0.0072,0.0846,0.3396,-1.711,-1.1244,-1.5848,1.4094,1.458,1.7664,1.2115,2.1258,3.1201,1.4677,0.6821,1.3206,1.9362,0,2.2832,0,1.3713,1.6757,1.222,0.0013,0.5022,0.8919,-0.5241,-0.2502,?,?,?,?,?,PANTALONI
1.2958,7.0865,2.6621,12.5175,-0.283,-1.0391,6.3491,2.5197,9.9719,-0.8503,-0.0462,11.4607,3.3854,14.8349,-0.6475,4.723,5.3505,2.3131,13.1237,0.0519,-1.247,-28.0178,0.2743,22.4681,-0.22,-0.0098,1.0565,0.7863,1.1509,0.7443,1.0893,1.4636,1.1162,0.6183,1.3245,0.554,1.1866,2.142,0.6024,0.4735,-3.8424,0.786,-6.378,-8.1148,1.8104,1.0835,0.7048,0.5985,0.3893,0.6505,1.2553,0.8438,0.9538,0.6722,0.7598,1.1304,0.0083,7.1997,-0.2388,0.5005,0.6763,0.5192,-0.1838,0.3604,0.3458,0.0106,0.1027,0.4044,0.0861,-0.1069,0.0305,0.1747,0.5576,-27.2969,0.0997,0.005,0.0707,0.3444,0.0868,-3.2337,3.4679,-1.0724,0.5881,1.4529,2.4703,0.3459,2.111,6.1026,-0.0708,1.1644,-16.4366,22.4551,1.1732,0.0522,0.7252,1.174,1.6188,0.0019,0.5581,0.9828,-0.8585,-0.8206,?,?,?,?,?,PANTALONI
1.1529,18.755,4.3307,27.7334,-0.74,-1.599,15.013,3.8747,18.7616,-1.3378,-0.5603,14.4188,3.7972,22.4451,-1.3223,6.1146,14.9988,3.8728,17.8319,0.0335,-0.721,-2.0576,0.1886,2.8537,-0.2615,-0.0916,1.1177,1.1405,1.1182,1.0204,1.0005,0.9805,1.2492,1.3007,1.2504,1.0412,1.001,0.9613,1.0986,0.9229,-19.0999,0.8401,-17.3862,-20.6952,1.9861,1.6491,0.8639,0.8303,0.435,0.5239,1.4782,1.2356,1.5553,0.8359,1.0521,1.2587,0.0053,9.4031,-0.6105,0.3717,0.552,0.0166,-0.5241,0.1654,0.314,0.0272,0.165,0.5773,-0.1538,-0.1353,0.0702,0.265,0.7366,-7.7012,0.2354,0.0219,0.148,0.5416,0.1015,-2.3201,1.3338,-0.5749,0.6225,1.1146,1.7905,0.3875,1.2422,3.206,0.118,-1.2572,-10.6509,5.9103,0.83,0.1404,0.7837,1.0659,1.36,0.0011,0.758,0.8825,-0.9889,-0.8726,?,?,?,?,?,PANTALONI
1.1612,7.913,2.813,15.9542,-0.3229,-1.4451,9.9613,3.1562,16.4495,-2.0445,-0.2187,12.1136,3.4805,17.0089,-1.0025,5.0925,7.5389,2.7457,12.9236,0.0626,-0.8036,-5.3085,0.228,6.6063,-0.2838,-0.043,0.8913,0.8082,1.0245,0.9068,1.1495,1.2676,0.7944,0.6532,1.0496,0.8223,1.3213,1.6068,0.3525,0.4573,-4.5123,1.2973,-12.8006,-9.8675,2.2321,1.4199,0.8748,0.6361,0.3919,0.6161,0.9699,0.938,1.2345,0.9671,1.2728,1.3161,0.005,7.6119,-0.3051,0.2043,0.6483,-0.0166,-0.5294,0.3485,0.2749,0.0248,0.1575,0.6423,-0.6433,-0.0951,0.0324,0.1799,0.5461,-9.7679,-0.0084,0.0243,0.1558,0.7657,-0.2984,-2.8917,-32.7895,11.3391,0.8752,1.0108,1.155,0.7659,1.0218,1.3341,0.5075,1.4288,2.8152,7.706,0.6628,0.086,1.176,0.8389,0.7133,0.0008,0.5245,0.8639,-0.8639,-0.5417,?,?,?,?,?,PANTALONI
1.436,12.9748,3.6021,19.623,-0.3734,-1.6822,15.8197,3.9774,19.4557,-1.4951,-0.4263,18.1078,4.2553,19.4485,-1.0907,6.2456,12.9683,3.6012,17.8411,0.0664,-0.8537,-3.3688,0.2299,3.9462,-0.2693,-0.0683,0.9056,0.8465,1.0003,0.9347,1.1045,1.1817,0.8202,0.7165,1.0005,0.8736,1.2199,1.3963,0.4576,0.5258,-4.202,1.149,-9.1821,-7.9912,1.8323,1.5359,0.7476,0.8382,0.408,0.4868,1.0086,1.009,1.0999,1.0004,1.0905,1.0901,0.0059,9.5619,-0.5349,0.2821,0.781,0.1384,-0.5686,0.1331,0.2237,0.0524,0.2289,0.7231,-0.8399,-0.231,0.0384,0.1961,0.616,?,-0.0951,0.0202,0.1421,0.5638,-0.5646,-0.9684,-2.3533,2.43,1.1674,1.6106,1.3797,1.3628,2.594,1.9035,0.5359,1.6226,3.028,0,1.0908,0,1.1739,1.2827,1.0927,0.0009,0.7035,0.8146,-0.9726,-0.7578,?,?,?,?,?,PANTALONI
1.3084,8.6716,2.9448,11.9767,-0.1891,-0.6111,1.6331,1.2779,5.2481,-2.639,-0.426,2.3634,1.5373,7.8726,-1.5696,2.8899,6.5832,2.5658,10.0102,0.0479,-2.1411,-3.0716,0.4528,1.4346,-0.2115,-0.1474,2.3044,1.9155,1.1477,0.8313,0.4981,0.5992,5.31,3.6691,1.3172,0.691,0.2481,0.359,0.5004,0.396,-3.7784,0.7914,-7.5508,-9.5406,6.984,3.2876,0.958,0.4707,0.1372,0.2914,2.2821,1.5213,1.1964,0.6666,0.5243,0.7865,0.0087,4.2184,-0.7253,0.029,0.941,0.2012,-0.7107,0.0326,0.1983,0.0021,0.0456,0.2423,-0.0557,-0.0578,0.0434,0.2083,0.709,-7.3862,0.1771,0.0293,0.1711,0.5757,-0.1305,-3.4306,1.1198,-0.3264,0.2188,0.2664,1.2174,0.0479,0.071,1.4821,0.0205,0.1925,9.3987,2.715,0.4507,0.166,0.3418,0.4209,1.2315,0.0016,0.5159,0.8117,0.0847,0.397,?,?,?,?,?,PANTALONI
