@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-1.3627,22.508,4.7443,26.7702,-1.3254,-1.0698,12.9799,3.6028,27.4893,-0.862,-0.0467,19.2274,4.3849,30.2838,-0.6269,6.3546,17.3375,4.1638,20.8613,0.0241,1.2738,29.194,-0.2144,22.9192,-0.1683,-0.0073,1.3168,1.082,1.1394,0.8216,0.8653,1.0531,1.7341,1.1706,1.2982,0.6751,0.7487,1.109,1.199,1.3075,-29.6725,1.0905,-24.7482,-22.6942,0.7798,0.6185,0.5386,0.7931,0.6907,0.8708,0.9738,0.884,1.2832,0.9077,1.3177,1.4517,0.0087,9.4917,-0.1349,-0.1476,-0.3918,0.1939,-0.1301,0.2774,-0.2727,2.0446,1.4299,9.6568,-1.5292,-0.351,3.9913,1.9978,12.0291,-3.5815,1.3022,6.9538,2.637,12.168,-0.3162,0.7768,-0.2094,-0.2695,0.7157,0.5422,0.7576,0.5123,0.294,0.574,0.6209,1.9974,3.217,1.4542,0.413,0.284,0.8028,0.7936,0.9886,0.0069,4.3602,0.3108,-0.2789,0.031,-35.9935,95.2577,9.76,52.5467,-4.509,-2.7717,312.2788,17.6714,65.2359,-0.5637,-0.3358,82.5544,9.0859,33.931,-0.875,12.9859,107.1923,8.2545,0.5523,1.0742,1.9449,0.305,1.1539,3.7827,1.8288,2.7162,1.4852,0.2286,0.5271,2.3053,0.8055,1.5486,1.9226,0.1805,59.0135,0.5988,-0.1666,0.1649,DESTRA_PANTALONI
-2.5604,26.3463,5.1329,24.734,-1.4017,-0.5054,13.6668,3.6969,22.1903,-1.6721,-0.547,16.025,4.0031,22.4002,-1.4441,7.0916,12.8573,3.5857,16.3435,0.0424,5.0664,4.6805,-0.361,0.9238,-0.0713,-0.0771,1.3884,1.2822,1.4315,0.9235,1.031,1.1164,1.9278,1.6441,2.0491,0.8528,1.063,1.2464,1.0396,1.0907,-19.9547,1.0491,-19.1946,-18.2955,1.2401,1.1237,0.6034,0.9061,0.4866,0.537,1.1146,1.1042,1.5134,0.9906,1.3577,1.3706,0.0136,10.6328,0.035,-0.1515,-0.3878,-0.0894,-0.2858,-0.0472,-0.0014,2.0816,1.4428,8.0515,-0.8596,-0.2425,8.1509,2.855,19.5764,-2.3715,0.9645,4.5309,2.1286,9.127,-0.4248,0.0059,-0.0015,-0.2515,0.5054,0.6778,1.3413,0.2554,0.4594,1.799,0.2703,1.3677,5.0603,0.7457,0.6759,0.9064,0.4113,0.8822,2.1449,0.0051,4.7502,-0.0569,-0.3953,0.0385,-13.3063,702.525,26.5052,72.8668,-1.3194,31.5327,84.3401,9.1837,31.8695,0.3263,-17.6611,39.5982,6.2927,38.5239,?,-0.422,0.7534,-1.7854,2.8861,4.212,1.4594,8.3297,17.7413,2.1299,-2.6856,1.076,-0.4006,0.6641,0,0,2.2864,1.8915,0.8273,0.1965,76.4569,0.4759,-0.4402,0.027,DESTRA_PANTALONI
0.0926,0.3835,0.6192,3.0061,-1.2929,-0.0215,0.4055,0.6368,3.4379,-0.6944,0.1392,0.2107,0.459,2.7179,-0.9469,0.896,0.2253,0.4746,2.2547,0.0499,-4.3146,0.6653,0.1034,-0.1542,-0.024,0.1554,0.9725,1.3489,1.3047,1.3871,1.3417,0.9672,0.9457,1.8197,1.7023,1.9242,1.8001,0.9355,1.2031,1.2823,-14.3104,1.0659,-11.895,-11.16,0.6462,0.9392,0.5524,1.4534,0.8549,0.5882,0.8744,1.1061,1.3332,1.2649,1.5247,1.2054,0.0008,1.3727,-0.5699,0.0418,-0.1544,0.4981,0.3544,0.2026,-0.1999,0.0722,0.2686,0.9731,-2.0638,0.2319,0.039,0.1974,0.7504,-0.2373,0.0542,0.0605,0.2459,1.1064,-0.8602,-0.8618,-3.6901,4.2817,1.3606,1.0922,0.8027,1.8513,1.1929,0.6443,4.5555,1.2812,0.2813,0.5237,0.534,1.0197,1.2969,0.8796,0.6782,0.0015,0.723,-0.7821,-0.4142,0.2914,15.488,5.049,2.247,7.5,0.6155,-43.1186,0.3849,0.6204,44.248,?,-1.8627,24.2929,4.9288,14.557,-2.8457,-0.3592,-8.3148,23.1485,3.6217,0.4559,0.1259,13.1166,0.2078,0.0158,-0.2713,-1.1143,4.1078,0,5.1525,0,0.1695,0.5152,3.0396,0.2281,62.9002,0.511,0.8633,0.0955,DESTRA_PANTALONI
-0.0106,1.1581,1.0762,4.2247,-0.6126,0.2907,3.0087,1.7345,7.6149,-0.5406,-0.1079,1.1154,1.0561,5.4326,-0.9462,2.0719,1.0856,1.0419,5.2028,0.0206,-0.0366,0.0986,-0.0051,-2.6936,0.1403,-0.0521,0.6204,1.0189,1.0329,1.6423,1.6648,1.0137,0.3849,1.0383,1.0668,2.6973,2.7715,1.0275,0.6006,0.6076,-14.6334,1.0117,-24.3654,-24.0828,0.53,0.9385,0.4931,1.7707,0.9304,0.5254,0.5548,0.7777,0.812,1.4017,1.4636,1.0442,0.0015,3.0331,-0.1987,0.139,0.3953,-0.132,0.4722,0.0387,0.4607,0.2515,0.5015,1.8311,-0.4047,-0.3096,0.2383,0.4882,2.1509,-2.183,-0.1657,0.3877,0.6226,2.3587,-2.5239,-1.4882,-2.7806,1.8685,1.0274,0.8055,0.7841,1.0555,0.6489,0.6148,0.3577,0.3123,0.8732,1.929,1.9475,1.0096,0.8513,0.7763,0.9119,0.0029,1.5029,-0.6288,-0.3255,0.2794,-23.8254,29.6639,5.4465,36.3965,?,42.1479,23.9704,4.896,16.6532,0.6553,5.2989,25.107,5.0107,21.2676,-0.0422,-0.5653,-4.4963,7.954,1.1124,1.087,0.9771,1.2375,1.1815,0.9547,-1.1495,42.293,-36.7913,0,0,2.3676,2.1856,1.7114,0.783,0.2423,71.3288,0.8627,-0.0479,-0.5062,DESTRA_PANTALONI
0.8054,3.0331,1.7416,7.1886,-0.282,-0.581,1.0597,1.0294,4.82,-3.0555,-0.4012,2.4083,1.5519,7.1714,-1.7063,2.3091,2.3163,1.522,6.1322,0.0334,-1.3862,-2.0075,0.3488,1.4482,-0.2516,-0.1737,1.6918,1.1223,1.1443,0.6633,0.6764,1.0196,2.8624,1.2595,1.3094,0.44,0.4575,1.0397,0.4354,0.3497,-7.4522,0.8031,-17.1151,-21.3101,4.718,2.1161,0.8838,0.4485,0.1873,0.4177,1.4914,1.0024,1.1723,0.6721,0.786,1.1695,0.0053,3.5486,-0.6041,-0.2205,0.8817,0.112,-0.6165,-0.2832,0.0986,0.7011,0.8373,4.5618,-0.9552,-0.4735,1.5599,1.249,5.2706,-4.0408,0.3219,0.3241,0.5693,2.3971,-0.1569,-0.2082,0.3061,-1.4706,0.6704,1.4707,2.1937,0.4495,2.163,4.8125,0.5275,6.8557,12.9967,2.2314,1.126,0.5046,0.8655,1.9031,2.1988,0.0029,1.7048,-0.2515,0.0761,-0.2663,-81.4129,70.9807,8.425,99.3546,?,54.0936,68.1643,8.2562,27.8483,0.6217,-37.0142,138.0094,11.7477,44.8122,?,-1.505,2.1995,-1.4614,1.0205,0.7172,0.7028,1.0413,0.5143,0.4939,-2.1709,2.2171,-1.0213,0,1,0,3.5677,2.2171,0.6214,0.52,172.5207,-0.799,-0.9569,0.922,DESTRA_PANTALONI
1.1116,19.4674,4.4122,23.1221,-0.5643,-1.0623,11.1794,3.3436,14.07,-3.6039,-0.429,4.6935,2.1665,9.5204,-1.0316,4.8725,14.1477,3.7613,15.3978,0.0276,-1.0464,-2.591,0.2281,2.4761,-0.218,-0.0881,1.3196,2.0366,1.173,1.5433,0.8889,0.576,1.7414,4.1477,1.376,2.3819,0.7902,0.3317,0.7573,1.7255,-19.0903,2.2783,-25.2069,-11.0638,4.8364,3.1541,0.9334,0.6522,0.193,0.2959,1.6434,2.4287,1.5016,1.4779,0.9138,0.6183,0.0081,7.0829,-0.402,0.0286,0.691,0.1376,-0.6268,-0.0663,0.0795,0.6868,0.8287,5.018,-0.5198,-0.5899,2.0633,1.4364,5.536,-13.6537,0.6027,1.8321,1.3535,5.4228,-0.1663,-0.1347,0.1318,-0.9788,0.5769,0.6123,1.0612,0.3328,0.3749,1.1262,0.3327,2.2195,6.6707,8.7395,0.7101,0.0813,0.9064,0.9253,1.0209,0.0043,2.059,-0.1879,0.5651,-0.8705,-17.761,51.2418,7.1583,40.2649,?,-29.5683,66.4659,8.1527,44.487,-4.0546,-21.0803,30.5173,5.5242,30.2719,-4.184,0.6007,0.8425,1.4026,0.878,1.2958,1.4758,0.7709,1.6791,2.178,1.1283,1.648,1.4606,0,0,1.5072,0.9051,1.3301,1.4696,0.2052,68.9833,-0.9298,-0.8013,0.9235,DESTRA_PANTALONI
-0.8732,9.7784,3.127,19.4052,-0.8329,-0.9484,6.6809,2.5847,14.9453,-3.1588,0.0375,12.3662,3.5166,22.5193,-0.6626,4.8732,6.7403,2.5962,14.9965,0.0453,0.9207,-23.313,-0.1792,-25.32,-0.1946,0.0077,1.2098,0.8892,1.2045,0.735,0.9956,1.3545,1.4636,0.7907,1.4507,0.5403,0.9912,1.8347,0.7768,0.9825,-12.3836,1.2648,-15.9419,-12.604,2.9461,0.7817,0.674,0.2653,0.2288,0.8622,1.2984,0.8617,1.294,0.6637,0.9966,1.5016,0.0066,7.35,-0.0357,-0.1378,0.0146,-0.088,-0.5495,-0.0198,0.0594,1.3164,1.1474,5.7507,-1.2234,0.1061,1.2374,1.1124,6.8979,-0.5016,0.646,0.6925,0.8322,4.7159,-0.5385,0.5593,0.0919,0.1643,1.0314,1.3788,1.3368,1.0639,1.901,1.7869,1.3733,1.9171,1.396,0.563,0.8438,1.4986,0.8337,1.2194,1.4627,0.0034,2.597,0.274,0.2132,0.0368,-94.172,20.1659,4.4906,100.75,?,-18.328,426.4244,20.65,61.6875,-3.2179,-2.7384,79.683,8.9265,30.625,-1.7684,5.1382,34.3894,6.6929,0.2175,0.5031,2.3133,0.0473,0.2531,5.3515,2.1408,5.1502,2.4058,0,0,1.322,1.6332,3.2898,2.0143,0.4947,122.3479,0.8198,0.4526,0.0942,DESTRA_PANTALONI
0.9435,7.4491,2.7293,15.7168,-1.1031,-1.6221,17.4181,4.1735,16.8419,-2.3419,0.28,11.5591,3.3999,15.9196,-0.7052,4.9826,15.2,3.8987,15.2708,0.038,-0.5817,3.3701,0.1894,-5.7938,-0.3256,0.0562,0.654,0.8028,0.7001,1.2275,1.0705,0.872,0.4277,0.6444,0.4901,1.5069,1.1459,0.7605,0.6985,1.2521,-13.6533,1.7926,-19.5468,-10.9042,1.4829,0.8005,0.4708,0.5398,0.3175,0.5881,0.9332,0.9873,1.0292,1.0579,1.1029,1.0425,0.0097,7.5801,-0.5525,0.4033,0.5828,-0.3207,-0.7584,0.4831,-0.2495,0.8272,0.9095,4.705,-2.2884,-0.0278,3.2039,1.7899,9.549,-1.007,0.9262,2.7086,1.6458,6.8338,-0.2916,8.9818,-0.2693,-0.03,0.5081,0.5526,1.0876,0.2582,0.3054,1.1829,0.6834,2.1223,3.1055,0.3007,0.2704,0.8992,0.4927,0.6885,1.3973,0.0049,2.8164,0.3134,-0.7431,0.1097,-14.4623,106.8998,10.3392,39.299,?,-24.2099,453.1786,21.288,72.0581,-1.0565,-24.4872,41.7129,6.4586,30.2399,?,0.5974,0.5906,0.9887,0.4857,1.6009,3.2961,0.2359,2.5627,10.8642,1.0616,1.2996,1.2242,0,1,0,0.5454,1.2996,2.3829,0.1915,70.2601,-0.549,-0.9687,0.6827,DESTRA_PANTALONI
1.3443,5.7998,2.4083,9.1097,-0.1523,-2.0555,14.2455,3.7743,15.2515,-9.7351,-0.651,3.2231,1.7953,9.6204,-1.4088,3.6839,16.1535,4.0191,15.801,0.0116,-0.654,-2.0651,0.3649,3.1577,-0.558,-0.1767,0.6381,1.3414,0.5992,2.1023,0.9391,0.4467,0.4071,1.7995,0.359,4.4199,0.8819,0.1995,0.0871,0.2141,-6.4685,2.4582,-74.2846,-30.2194,5.5644,1.9794,0.4945,0.3557,0.0889,0.2498,0.5973,0.9469,0.5765,1.5853,0.9652,0.6088,0.0127,5.6409,-0.9359,-0.3124,0.9466,0.3541,-0.9804,-0.3741,-0.5621,1.3189,1.1484,5.374,-4.2576,-0.5249,3.1613,1.778,7.0858,-5.4294,0.7785,0.9392,0.9691,4.8709,-0.0781,1.0709,-0.722,-0.6742,0.6459,1.185,1.8346,0.4172,1.4042,3.3659,0.7273,12.3353,16.9607,0.9275,0.2262,0.2439,0.7584,1.1033,1.4547,0.0055,2.6498,0.5967,-0.2661,-0.1802,-20.1731,93.4698,9.668,44.9466,?,-25.8666,351.132,18.7385,64.8419,-1.5554,-18.2634,205.8508,14.3475,53.9962,-1.5173,0.7799,1.1046,1.4163,0.5159,0.6738,1.306,0.2662,0.4541,1.7058,1.1388,1.381,1.2127,0,0,1.183,0.6932,0.8324,1.2009,0.1877,72.3256,-0.8785,-0.5818,0.8036,DESTRA_PANTALONI
1.0542,8.463,2.9091,20.9066,-0.2894,-0.6006,5.7387,2.3956,11.0447,-1.3283,-0.4239,3.6857,1.9198,14.0648,-1.1453,3.2798,8.7819,2.9634,16.6815,0.0205,-1.7551,-2.4868,0.3214,1.4169,-0.1831,-0.1292,1.2144,1.5153,0.9817,1.2478,0.8084,0.6478,1.4747,2.2962,0.9637,1.557,0.6535,0.4197,0.7448,0.625,-13.4489,0.8392,-18.058,-21.519,3.418,2.4731,0.952,0.7236,0.2785,0.385,1.8929,1.4865,1.2533,0.7853,0.6621,0.8431,0.0069,4.9018,-0.2305,0.0491,0.7399,0.1633,-0.4763,-0.1318,0.1074,0.4962,0.7044,4.406,-1.5246,-0.3171,0.9892,0.9946,5.8127,-2.0612,0.5692,3.3559,1.8319,7.6584,-0.2697,-0.3387,0.1887,-0.5572,0.7082,0.3845,0.5429,0.5016,0.1479,0.2948,0.6798,1.6354,2.4056,0.9191,0.2894,0.3148,0.758,0.5753,0.759,0.0036,2.401,-0.1996,-0.3393,-0.2426,-3.0702,168.0024,12.9616,48.4787,-3.8676,-26.6126,51.9998,7.2111,40.6784,-6.1376,-19.6663,23.1261,4.809,24.2996,?,0.1154,0.1561,1.3532,1.7974,2.6953,1.4995,3.2308,7.2646,2.2485,1.1012,1.5852,1.4395,1.7475,0,0,1.1918,1.995,1.674,0.1787,55.1084,-0.7689,-0.7037,0.426,SINISTRA_PANTALONI
