@RELATION WhereIsSmartphone
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA,BORSA,MARSUPIO,ZAINO}
@DATA
-3.3879998,233.99524,15.296903,39.199997,-1.9696975,-5.421741,178.38031,13.355909,36.281723,-0.9063829,-30.465824,7.5029907,2.7391589,36.65767,?,0.62489146,0.11120657,0.17796141,1.1453284,5.5845256,4.8759165,1.3117772,31.18693,23.77456,1.5072451,0.70926493,0.47057045,0.6935792,?,?,1.0804337,1.0693532,0.9897444,0.20752941,58.17931,-0.92520034,0.084453546,0.25321344,TASCA_DESTRA_DAVANTI_PANTALONI
-7.4906664,202.32703,14.224171,37.200012,-4.391299,-8.897662,98.58386,9.928941,37.010605,-0.8353417,-29.424467,7.9725204,2.8235652,33.380035,?,0.84186906,0.25457272,0.30238992,1.432597,5.037663,3.5164552,2.052334,25.37805,12.365458,1.7987436,0.9077283,0.50464576,0.3421688,?,?,1.0051177,1.114439,1.1087646,0.21093209,54.47252,-0.74567723,-0.40693754,0.870941,TASCA_DESTRA_DAVANTI_PANTALONI
1.5600008,123.102905,11.095175,32.899994,-1.8119661,-18.038286,7.717505,2.7780397,24.781723,?,-30.088028,2.6022248,1.6131413,33.552536,?,-0.08648276,-0.05184789,0.59951705,3.9938862,6.877993,1.7221304,15.951127,47.30679,2.9657333,0.85546905,0.6318448,0.73859465,?,?,1.0,1.3275911,0.98055166,0.73859465,0.23410375,58.144966,-0.5277302,0.44990835,-0.87557304,TASCA_DESTRA_DAVANTI_PANTALONI
-4.6753354,79.30303,8.905225,31.600006,-3.716421,-2.8496244,11.0996685,3.3316164,13.200714,-11.538546,-19.131565,9.86395,3.1406925,24.237198,?,1.6406848,0.24437809,0.14894883,2.6729443,2.8354335,1.0607904,7.1446304,8.039683,1.1252762,2.0497372,1.0273468,0.5012091,6.3639145,?,?,2.3938103,1.3037814,0.54464686,0.13266431,30.078503,0.5003335,0.8688305,0.2659935,TASCA_DESTRA_DAVANTI_PANTALONI
-8.815333,66.64943,8.16391,29.500015,-146.49107,-0.73102903,94.78288,9.73565,34.98593,-0.28571388,-19.390896,6.898668,2.6265316,22.167099,?,12.058801,0.45461196,0.037699603,0.83855826,3.1082473,3.7066565,0.70318,9.661202,13.739303,3.7686622,1.3217789,0.35072893,0.0073503396,?,?,0.8431965,1.3308018,1.5782819,0.14208782,35.670345,-0.46665043,-0.3660498,0.968015,TASCA_DESTRA_DAVANTI_PANTALONI
-8.7242,132.51845,11.511665,32.899994,-15.071242,-8.763439,188.33119,13.723381,45.262558,-0.73421955,-36.785812,19.452644,4.4105153,40.78476,?,0.99552244,0.2371621,0.23822878,0.83883595,2.61005,3.111514,0.70364577,6.8123617,9.681521,1.6100318,0.7564801,0.46985412,0.07843526,?,?,0.72686994,0.8066737,1.1097909,0.25872383,61.30467,-0.922447,-0.76980156,0.9234359,TASCA_DESTRA_DAVANTI_PANTALONI
-27.270374,59.140743,7.690302,42.917038,?,-11.582996,161.95459,12.726138,54.69098,-0.7020678,-25.286327,129.62645,11.385362,34.80049,?,2.3543453,1.0784632,0.4580735,0.60429186,0.6754552,1.1177632,0.3651687,0.4562398,1.2493947,1.9024438,1.2332308,0.6482351,0.0,1.0,?,0.78471875,1.2332308,1.5715576,0.2596782,69.02656,-0.41847983,-0.94617146,0.6371693,TASCA_DESTRA_DAVANTI_PANTALONI
0.26885346,131.92755,11.485972,33.058167,-1.3151314,-4.517987,166.0463,12.885895,41.15753,-0.47208425,-41.70425,12.742588,3.5696762,44.758606,?,-0.05950736,-0.006446668,0.10833397,0.8913601,3.2176511,3.6098218,0.7945227,10.353277,13.030814,1.4227746,0.4195616,0.29488972,0.51072425,?,?,0.8032106,0.7385879,0.9195445,0.29335052,64.82248,-0.6859655,-0.71786565,0.95802045,TASCA_DESTRA_DAVANTI_PANTALONI
-3.0324125,118.65359,10.892823,32.09839,-2.3646834,-2.664497,356.82587,18.889835,54.899597,-0.5721652,-36.805954,64.05973,8.003733,43.37921,?,1.1380807,0.08238918,0.0723931,0.57664996,1.3609679,2.3601282,0.3325252,1.8522336,5.5702057,1.1290667,0.52003235,0.460586,0.27319205,?,?,0.5846744,0.73994863,1.2655739,0.25360724,63.524727,-0.5587818,-0.6676958,0.96104944,TASCA_DESTRA_DAVANTI_PANTALONI
-5.939911,118.23008,10.873365,36.657715,-3.967742,-5.5646224,193.56432,13.91274,53.518677,-0.44100246,-39.034527,50.199886,7.085188,44.099426,?,1.0674418,0.15217069,0.14255641,0.7815402,1.5346615,1.9636374,0.61080515,2.3551862,3.8558717,1.7875909,0.66392165,0.37140584,0.19868529,?,?,0.68495184,0.8312515,1.2135912,0.28279486,61.22076,-0.34811386,-0.6982998,0.8815924,TASCA_DESTRA_DAVANTI_PANTALONI
