@RELATION WhereIsSmartphone
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA,BORSA,MARSUPIO,ZAINO}
@DATA
3.7287033,11.281615,3.3588116,8.209528,0.06500503,3.3763547,14.551938,3.8147004,10.701396,-0.60852736,6.491634,2.9558845,1.7192686,4.893624,0.38812256,1.1043577,0.57438594,0.52010864,0.8804916,1.9536283,2.2187927,0.77526546,3.816663,4.9230404,-0.14098205,0.18387423,-1.3042388,1.319766,1.0978495,0.8318516,0.7671455,1.6775968,2.186804,0.054749656,15.054901,-0.90604335,-0.94518656,0.9716048,TASCA_DESTRA_DAVANTI_PANTALONI
3.0493658,11.827369,3.439094,9.058562,-0.020953538,4.1153736,8.517811,2.9185288,10.818153,-0.692133,6.866386,2.5066621,1.5832442,5.162764,0.3805453,0.74096936,0.44410056,0.59935075,1.1783656,2.1721816,1.8433851,1.3885456,4.718374,3.398069,0.042014815,-0.058618084,-1.3951765,1.3878249,1.0645857,0.7670893,0.8373483,1.7545954,2.095419,0.057108935,14.744585,-0.8167189,-0.9533155,0.9157123,TASCA_DESTRA_DAVANTI_PANTALONI
1.5451031,3.7608094,1.9392806,5.6766458,-0.03989799,6.521172,0.27803448,0.52728975,2.1236339,0.72831726,6.839243,0.5068679,0.71194655,2.2492228,0.70983875,0.2369364,0.22591726,0.95349324,3.6778274,2.7239132,0.7406311,13.526414,7.4197035,0.5485344,-0.038257256,-0.039582144,1.034631,0.6983665,0.7042194,1.0083808,2.6730812,2.5238254,0.94416344,0.06383599,14.939158,-0.55838424,-0.7089886,-0.15615375,TASCA_DESTRA_DAVANTI_PANTALONI
1.494725,0.8474284,0.92055875,3.3974848,0.046785098,4.299338,0.6966507,0.834656,3.1220577,0.50952405,8.580959,0.34589967,0.5881324,2.6167083,0.71480083,0.347664,0.1741909,0.5010323,1.1029199,1.5652237,1.4191635,1.2164323,2.4499254,2.0140252,0.051414594,0.025426243,0.49453357,0.5599426,0.38847196,0.693771,1.0882198,1.2983812,1.193124,0.06475642,14.375018,0.4263782,-0.6410633,-0.95508826,TASCA_DESTRA_DAVANTI_PANTALONI
2.563335,4.3760915,2.091911,6.6415386,0.108572915,3.366289,10.701452,3.2713075,11.216925,-1.0534638,7.904441,0.7738422,0.879683,2.9449759,0.66017205,0.76147205,0.32429048,0.42587313,0.6394725,2.3780282,3.7187343,0.408925,5.655018,13.828985,-0.14057174,0.14139195,-1.0058347,1.3639427,0.8597264,0.6303244,0.5920998,2.25521,3.808834,0.05977096,15.026975,-0.8354821,-0.9014489,0.9471028,TASCA_DESTRA_DAVANTI_PANTALONI
2.9006722,9.313818,3.0518548,8.567434,0.017205555,5.3702145,9.411305,3.067785,11.097773,-0.42528403,6.2896056,0.69652647,0.8345816,3.2654595,0.5520534,0.54014087,0.46118507,0.8538237,0.99480724,3.6567483,3.6758358,0.9896414,13.371808,13.51177,-0.04529428,0.037269853,-0.822838,1.1195763,1.1958317,1.068111,0.77199584,2.6236534,3.398533,0.058428396,14.953443,-0.9536596,-0.6875637,0.8259257,TASCA_DESTRA_DAVANTI_PANTALONI
2.4523067,8.715401,2.9521856,8.139624,0.041341983,3.8160596,6.4805355,2.5456896,11.74787,-0.8228313,7.617549,2.4349997,1.5604485,4.2275085,0.5220754,0.642628,0.3219286,0.50095636,1.1596801,1.8918828,1.6313833,1.344858,3.5792205,2.6614113,-0.06619245,0.076010495,-1.1483258,1.3174311,0.95987684,0.72859734,0.6928595,1.925395,2.778911,0.05910562,14.503192,-0.5505813,-0.97667587,0.40916923,TASCA_DESTRA_DAVANTI_PANTALONI
3.647463,6.559585,2.5611687,7.8976088,0.06519382,2.6769128,23.857851,4.88445,13.693346,-1.2786949,6.529187,2.6355615,1.6234412,4.333268,0.45276472,1.3625633,0.5586397,0.40999174,0.5243515,1.5776172,3.0087016,0.2749445,2.4888759,9.052284,-0.071678706,0.15362659,-2.143267,1.4058878,1.0669217,0.7588954,0.5767479,1.8225526,3.1600504,0.055549365,15.552812,-0.6800315,-0.83742,0.9548886,TASCA_DESTRA_DAVANTI_PANTALONI
3.4201763,9.650284,3.1064906,8.93354,0.01773358,3.2370193,33.85059,5.818126,15.872322,-0.91322833,5.216963,3.2743633,1.8095201,5.5685353,0.20776066,1.056582,0.6555876,0.62047964,0.53393316,1.7167484,3.2152867,0.28508466,2.9472246,10.338068,-0.021288136,0.110444166,-5.188062,1.0962778,1.2939268,1.1802909,0.56283766,1.604289,2.8503585,0.048136897,15.053948,-0.74858093,-0.814452,0.9063606,TASCA_DESTRA_DAVANTI_PANTALONI
1.6435554,8.302219,2.8813572,9.082908,-0.13430226,4.25426,18.227592,4.2693787,15.501171,-1.0856147,6.9227424,0.9374371,0.9682134,3.2454996,0.58862865,0.38633168,0.23741391,0.6145339,0.6748891,2.9759526,4.409543,0.45547536,8.856295,19.444069,0.13328254,-0.2315744,-1.7374698,1.077372,1.0149592,0.9420695,0.5859498,2.7986162,4.776205,0.05879444,14.954325,-0.6817339,-0.7987291,0.85126185,TASCA_DESTRA_DAVANTI_PANTALONI
