@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
-2.5713,21.3301,4.6185,22.6154,-2.0739,-1.6866,18.6549,4.3191,27.4893,-0.862,0.9163,22.0268,4.6933,30.2838,-0.6269,6.8291,25.6714,5.0667,20.8613,0.0241,1.5245,-2.806,-0.3765,-1.8406,-0.247,0.1342,1.0693,0.9841,0.9115,0.9203,0.8525,0.9263,1.1434,0.9684,0.8309,0.8469,0.7267,0.858,1.199,1.3075,-29.6725,1.0905,-24.7482,-22.6942,0.4984,0.3953,0.3442,0.7931,0.6907,0.8708,0.8227,0.7468,1.0841,0.9077,1.3177,1.4517,0.0321,10.5146,-0.1428,-0.3334,-0.6265,0.4867,-0.1134,0.3181,0,0,0,0,0,PANTALONI
-3.288,27.4366,5.238,24.734,-1.4017,-1.511,18.6963,4.3239,19.0408,-2.6936,0.003,16.3409,4.0424,21.0673,-1.2987,7.7328,15.7718,3.9714,15.9892,0.0631,2.1761,-1106.246,-0.4252,-508.3662,-0.1954,0.0004,1.2114,1.2958,1.3189,1.0696,1.0888,1.0179,1.4675,1.679,1.7396,1.1441,1.1854,1.0361,1.0396,1.2128,-13.3948,1.1666,-12.8846,-11.0443,1.9977,1.1237,0.6034,0.5625,0.3021,0.537,1.299,1.174,1.5469,0.9038,1.1909,1.3176,0.0369,11.6854,0.0931,-0.3257,-0.2933,0.0455,-0.5323,0.0806,0,0,0,0,0,PANTALONI
0.1175,0.285,0.5339,2.8065,-1.5252,-0.0683,0.3152,0.5615,2.4556,-0.8048,0.2528,0.0799,0.2826,1.3642,-0.567,0.7758,0.1607,0.4009,2.1659,0.0519,-1.7209,0.4647,0.1514,-0.27,-0.088,0.3258,0.9509,1.8891,1.3318,1.9866,1.4005,0.705,0.9042,3.5686,1.7736,3.9466,1.9615,0.497,1.548,3.4341,-14.3104,2.2184,-9.2443,-4.1672,0.8168,1.2766,0.4865,1.5629,0.5956,0.3811,1.1429,2.0572,1.2958,1.8,1.1338,0.6299,0.0028,1.1902,-0.6616,-0.2003,-0.1737,0.2785,0.2113,0.5079,4.1432,0,0,0,1,PANTALONI
0.1927,1.2154,1.1025,4.1699,-0.5917,0.6246,4.123,2.0305,7.5972,-0.5371,-0.0418,1.6403,1.2807,5.4326,-0.9462,2.4208,1.5474,1.2439,4.7171,0.1121,0.3085,-4.6086,0.0796,-14.9401,0.258,-0.0173,0.5429,0.8608,0.8863,1.5855,1.6323,1.0296,0.2948,0.741,0.7855,2.5137,2.6645,1.06,0.5839,0.5869,-2.6039,1.005,-4.4592,-4.4368,0.53,0.9385,0.4931,1.7707,0.9304,0.5254,0.5489,0.7676,0.884,1.3984,1.6106,1.1517,0.0065,3.5035,-0.1533,0.0264,0.4266,-0.0902,0.6393,0.0112,4.3871,0.1317,0.3629,1.219,0.7727,PANTALONI
2.0191,2.8133,1.6773,6.2252,-0.1102,-1.1762,0.8032,0.8962,3.8164,-19.6309,-1.0035,3.1714,1.7808,7.1714,-1.7063,3.272,2.5485,1.5964,5.4741,0.1372,-1.7166,-2.0121,0.6171,1.1721,-0.3595,-0.3067,1.8715,0.9419,1.0507,0.5033,0.5614,1.1155,3.5026,0.8871,1.1039,0.2533,0.3152,1.2444,0.1701,0.1366,-0.7098,0.8031,-4.1725,-5.1953,30.3125,2.1161,0.8838,0.0698,0.0292,0.4177,1.6311,0.8681,1.1372,0.5322,0.6972,1.3101,0.0252,4.982,-0.3854,0.0956,0.8783,-0.3816,-0.4855,-0.1095,5.8723,1.4529,1.2054,4.0344,0.5067,PANTALONI
2.4363,35.6705,5.9725,23.011,-0.5786,-2.2558,17.1601,4.1425,14.1535,-3.5991,-0.6577,4.7308,2.175,10.2634,-1.4057,7.2054,17.1008,4.1353,14.0678,0.0948,-1.08,-3.7044,0.3381,3.43,-0.3131,-0.0913,1.4418,2.7459,1.4443,1.9045,1.0017,0.526,2.0787,7.54,2.0859,3.6273,1.0035,0.2766,0.7615,1.4064,-5.7231,1.8469,-7.5156,-4.0693,4.7365,3.4167,0.9379,0.7214,0.198,0.2745,1.6258,2.242,1.6357,1.379,1.0061,0.7296,0.0342,10.3212,-0.3468,-0.0452,0.6851,-0.0871,-0.5872,-0.1233,0.404,1.0489,1.0241,4,0,PANTALONI
-1.5195,12.6962,3.5632,19.4052,-0.8329,-1.1384,11.026,3.3205,14.9453,-3.1588,-0.0073,17.2245,4.1502,22.4544,-0.6578,6.041,8.0578,2.8386,13.9876,0.1096,1.3348,208.0466,-0.2515,155.8652,-0.1884,-0.0012,1.0731,0.8585,1.2552,0.8001,1.1698,1.4621,1.1515,0.7371,1.5756,0.6401,1.3684,2.1376,0.7768,0.9897,-5.1239,1.274,-6.5961,-5.1774,2.9461,0.7817,0.674,0.2653,0.2288,0.8622,1.2984,0.8642,1.3873,0.6656,1.0685,1.6053,0.0196,9.2122,-0.0689,-0.1586,0.0842,-0.0311,-0.6391,0.0598,2,0,0,0,1,PANTALONI
1.664,12.3938,3.5205,15.7168,-1.1031,-2.9979,27.1711,5.2126,16.8419,-2.3419,0.9819,18.9959,4.3584,15.9196,-0.7052,7.3549,17.1871,4.1457,15.051,0.0519,-0.555,1.6947,0.2262,-3.0533,-0.4076,0.1335,0.6754,0.8077,0.8492,1.196,1.2573,1.0513,0.4561,0.6524,0.7211,1.4304,1.5809,1.1052,0.6985,1.2521,-10.0091,1.7926,-14.3296,-7.9938,1.4829,0.8005,0.4708,0.5398,0.3175,0.5881,0.9332,0.9873,1.0442,1.0579,1.119,1.0577,0.0364,11.2713,-0.6601,0.3979,0.6233,-0.3196,-0.7977,0.4889,17.5102,26.1683,5.1155,25,0.0385,PANTALONI
2.6224,7.9033,2.8113,9.1097,-0.1523,-4.3466,17.7977,4.2187,14.2408,-33.7373,-1.2315,4.2072,2.0511,9.6204,-1.4088,5.9668,21.5915,4.6467,15.801,0.0116,-0.6033,-2.1294,0.4395,3.5294,-0.7285,-0.2064,0.6664,1.3706,0.605,2.0568,0.9079,0.4414,0.4441,1.8785,0.366,4.2303,0.8243,0.1949,0.0871,0.2141,-6.4685,2.4582,-74.2846,-30.2194,19.2835,1.9794,0.4945,0.1026,0.0256,0.2498,0.6397,0.9469,0.5765,1.4803,0.9013,0.6088,0.0522,9.2478,-0.9423,-0.2758,0.9621,0.2393,-0.9869,-0.2869,7.7649,43.8107,6.619,22.6253,0.1533,PANTALONI
1.7497,15.5682,3.9457,20.9066,-0.2894,-1.0274,10.2894,3.2077,11.0447,-1.3283,-0.941,5.957,2.4407,14.0648,-1.1453,5.1794,9.9914,3.1609,16.2044,0.0485,-1.703,-1.8593,0.3378,1.0918,-0.1984,-0.1817,1.2301,1.6166,1.2483,1.3143,1.0148,0.7721,1.513,2.6134,1.5582,1.7273,1.0298,0.5962,0.7448,0.625,-5.681,0.8392,-7.6279,-9.0899,3.418,2.4731,0.952,0.7236,0.2785,0.385,1.8929,1.4865,1.2902,0.7853,0.6816,0.868,0.024,7.7185,-0.2211,0.159,0.8147,0.1214,-0.486,0.0372,0.3226,0.2185,0.4675,1,0,PANTALONI
0.0701,0.6081,0.7798,3.9408,-0.7865,-0.3223,0.156,0.395,1.524,-1.5754,-0.3568,0.2279,0.4774,1.6593,-2.5236,1.04,0.1466,0.3828,1.9413,0.1566,-0.2174,-0.1964,0.0674,0.9034,-0.3099,-0.3431,1.9743,1.6336,2.0369,0.8274,1.0317,1.2469,3.8978,2.6687,4.1492,0.6847,1.0645,1.5548,1.861,1.46,-4.8119,0.7845,-2.5856,-3.2959,3.7276,4.6842,0.9583,1.2566,0.2571,0.2046,2.5858,2.375,2.03,0.9185,0.7851,0.8547,0.0052,1.5381,-0.1826,0.2033,-0.0743,-0.3039,0.2257,-0.5705,0,0,0,0,0,PANTALONI
-0.0705,13.7537,3.7086,20.7218,-0.7757,1.4366,4.0362,2.009,7.8177,-0.401,-1.9128,9.6951,3.1137,12.8097,-1.2887,5.3644,4.4354,2.106,10.4868,0.137,-0.0491,0.0368,-0.0131,-0.751,0.2678,-0.3566,1.846,1.1911,1.7609,0.6452,0.9539,1.4785,3.4076,1.4186,3.1009,0.4163,0.91,2.1859,4.0456,1.255,-5.436,0.3102,-1.3437,-4.3315,2.0913,2.0851,0.9603,0.997,0.4592,0.4606,2.6506,1.6177,1.976,0.6103,0.7455,1.2215,0.026,8.0197,0.4587,-0.5028,0.3005,-0.2689,-0.1326,-0.4701,0,0,0,0,0,PANTALONI
0.3435,0.8578,0.9262,4.8954,-0.4116,-0.2377,0.3014,0.549,2.2293,-0.8849,0.0872,0.0652,0.2554,1.4414,-1.7968,0.9406,0.5217,0.7223,3.5789,0.0233,-1.4454,3.9387,0.3652,-2.7249,-0.2527,0.0927,1.6871,3.6259,1.2822,2.1492,0.76,0.3536,2.8462,13.147,1.6442,4.6191,0.5777,0.1251,1.3638,1.5413,-16.724,1.1302,-12.2629,-10.8503,2.9322,6.7289,0.9465,2.2948,0.3228,0.1407,2.1959,3.3962,1.3678,1.5466,0.6229,0.4028,0.0048,1.3116,0.3226,-0.1023,0.7872,-0.277,0.4452,-0.0496,0,0,0,0,0,PANTALONI
