@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
1.7158,6.17,2.4839,15.6246,-0.1873,-0.6209,1.5976,1.2639,7.6941,-0.6827,-0.4579,3.0174,1.7371,9.3895,-1.955,2.9661,5.5262,2.3508,12.9249,0.0189,-2.7633,-3.7472,0.5785,1.356,-0.2093,-0.1544,1.9652,1.43,1.0566,0.7276,0.5377,0.7389,3.8621,2.0448,1.1165,0.5294,0.2891,0.546,0.7895,0.3967,-9.894,0.5025,-12.5322,-24.9385,2.8781,4.1417,0.9989,1.439,0.3471,0.2412,2.0307,1.6641,1.2089,0.8194,0.5953,0.7265,0.0202,4.25,0.0871,0.133,0.8514,-0.1832,-0.0116,-0.1327,3.9355,0.0604,0.2457,1,0.75,PANTALONI
-0.0869,0.7552,0.869,4.2491,-0.6298,-0.1374,0.2115,0.4599,2.0954,-0.7157,0.0727,0.2943,0.5425,2.9117,-0.8046,1.0072,0.2783,0.5275,2.5299,0.095,0.6324,-1.1941,-0.0863,-1.8882,-0.1364,0.0722,1.8898,1.6018,1.6474,0.8476,0.8717,1.0284,3.5715,2.5659,2.7138,0.7184,0.7599,1.0577,1.8786,1.2649,-6.1854,0.6733,-3.2926,-4.8903,2.1347,1.6157,0.9326,0.7569,0.4369,0.5772,2.0278,1.4593,1.6795,0.7196,0.8282,1.1509,0.0019,1.4828,0.4774,0.0983,0.196,-0.0216,0.2778,-0.0148,0,0,0,0,0,PANTALONI
-3.0174,15.1343,3.8903,14.3972,-3.7013,-1.1056,10.739,3.277,12.9942,-1.1687,-0.9393,9.5289,3.0869,11.196,-1.4052,6.3213,6.6523,2.5792,10.7406,0.0742,2.7293,3.2123,-0.4773,1.177,-0.1749,-0.1486,1.1871,1.2603,1.5083,1.0616,1.2706,1.1968,1.4093,1.5883,2.275,1.127,1.6143,1.4324,1.6187,1.7329,-13.1684,1.0705,-8.1353,-7.5993,0.5111,0.6579,0.264,1.2872,0.5165,0.4012,1.108,1.2859,1.3404,1.1606,1.2098,1.0424,0.0352,9.0923,0.0911,-0.1013,-0.6925,0.5541,-0.1825,-0.1541,264.8737,9325.707,96.5697,303,0.1416,PANTALONI
-0.0454,3.7021,1.9241,9.2346,-1.2354,-0.0901,2.9933,1.7301,7.5282,-0.9451,-0.1681,12.7283,3.5677,13.7587,-0.7218,4.2706,1.2244,1.1065,5.6232,0.3016,0.5041,0.2701,-0.0106,0.5359,-0.0211,-0.0394,1.1121,0.5393,1.7389,0.4849,1.5636,3.2242,1.2368,0.2909,3.0236,0.2352,2.4447,10.3955,1.3952,0.8848,-2.1021,0.6342,-1.5067,-2.3758,1.0674,0.517,0.5131,0.4844,0.4807,0.9925,1.2267,0.6712,1.6422,0.5472,1.3388,2.4468,0.002,6.2224,0.0297,0.5136,0.1935,0.0576,0.3123,0.4914,2,0,0,0,1,PANTALONI
-2.625,8.1926,2.8623,8.6165,-6.2136,-1.8277,2.7185,1.6488,5.7705,-12.3764,-1.5662,0.6797,0.8244,3.829,-12.8958,4.2282,6.3974,2.5293,7.8687,0.0849,1.4363,1.676,-0.6208,1.1669,-0.4323,-0.3704,1.736,3.4718,1.1316,1.9999,0.6519,0.326,3.0136,12.0532,1.2806,3.9996,0.4249,0.1062,1.3901,2.0887,-10.1672,1.5025,-7.3138,-4.8677,2.7689,4.3349,0.1389,1.5656,0.0502,0.032,1.4932,2.2503,1.095,1.507,0.7333,0.4866,0.0409,6.5264,0.6869,0.3681,-0.9443,0.5247,-0.8486,-0.5342,12.2184,78.0787,8.8362,24,0,PANTALONI
-1.8524,17.7793,4.2165,19.5223,-2.9694,-0.9036,7.3499,2.7111,9.3061,-2.1956,-0.4413,26.8341,5.1802,20.4369,-0.6457,6.5394,13.6419,3.6935,15.1041,0.079,2.05,4.1977,-0.2833,2.0476,-0.1382,-0.0675,1.5553,0.814,1.1416,0.5234,0.734,1.4025,2.419,0.6626,1.3033,0.2739,0.5388,1.967,2.2841,1.8214,-11.2785,0.7974,-4.9379,-6.1924,1.6889,0.396,0.2999,0.2345,0.1776,0.7573,2.0978,0.9552,1.2925,0.4554,0.6161,1.3531,0.0211,9.7091,0.5344,0.0865,-0.6188,-0.1527,-0.7152,0.4172,33.1138,163.2937,12.7786,45.0137,0.0843,PANTALONI
1.9498,15.3948,3.9236,14.743,-0.8671,0.4641,2.9321,1.7123,8.5382,-0.3722,-1.9004,8.4695,2.9102,13.1721,-2.3526,4.9093,10.3239,3.2131,11.7874,0.0156,4.201,-1.026,0.3972,-0.2442,0.0945,-0.3871,2.2914,1.3482,1.2211,0.5884,0.5329,0.9057,5.2504,1.8177,1.4912,0.3462,0.284,0.8204,2.9565,0.7408,-36.7645,0.2506,-12.4353,-49.631,1.269,2.0097,0.6595,1.5837,0.5197,0.3281,1.7267,1.1193,1.2507,0.6482,0.7243,1.1175,0.0276,7.3261,-0.8119,-0.5176,0.4824,0.0639,-0.0236,-0.7832,4.0472,0,0,0,1,PANTALONI
-0.0801,3.6473,1.9098,8.1005,-0.6874,0.0248,5.1634,2.2723,12.0561,-1.2972,-0.0668,7.362,2.7133,12.071,-0.5882,3.6772,2.6623,1.6316,7.1294,0.1006,-3.2276,1.1996,-0.0218,-0.3717,0.0067,-0.0182,0.8405,0.7039,1.1705,0.8375,1.3927,1.6629,0.7064,0.4954,1.37,0.7014,1.9395,2.7653,0.4847,0.7382,-4.1401,1.5228,-8.5408,-5.6085,0.9147,0.6316,0.6056,0.6905,0.6621,0.9589,0.6719,0.6711,1.1362,0.9988,1.691,1.6931,0.0011,5.415,0.3985,0.3643,0.0158,0.0415,-0.1102,0.3412,4.2079,0.249,0.499,3.803,0.5126,PANTALONI
1.3649,12.5642,3.5446,13.7756,-0.4741,0.9181,6.2719,2.5044,12.4198,-0.798,-0.9942,7.4025,2.7208,16.4805,-1.7925,4.7862,7.0249,2.6504,12.1387,0.076,1.4866,-1.3729,0.2852,-0.9235,0.1918,-0.2077,1.4154,1.3028,1.3374,0.9205,0.9449,1.0265,2.0033,1.6973,1.7885,0.8473,0.8928,1.0538,0.8038,0.4188,-4.4347,0.5211,-5.5172,-10.5881,1.3529,1.5834,0.7113,1.1704,0.5258,0.4492,1.1092,0.8359,1.1349,0.7536,1.0232,1.3577,0.0194,7.2698,0.7268,0.1067,0.7185,-0.0561,0.4106,-0.109,0,0,0,0,0,PANTALONI
0.7062,20.579,4.5364,24.6491,-0.8323,-0.8377,14.9765,3.8699,18.232,-1.2557,-1.1211,27.7146,5.2645,37.0395,-1.0751,7.1004,15.3116,3.913,18.6571,0.0746,-0.8429,-0.6299,0.0995,0.7472,-0.118,-0.1579,1.1722,0.8617,1.1593,0.7351,0.989,1.3454,1.3741,0.7425,1.344,0.5404,0.9781,1.81,1.1032,0.5835,-7.4484,0.5289,-6.7516,-12.7659,1.6644,0.7537,0.6673,0.4528,0.4009,0.8854,1.352,0.6655,1.3212,0.4922,0.9772,1.9853,0.0157,10.5767,0.3749,0.0776,0.0651,0.2859,-0.2334,-0.1627,0,0,0,0,0,PANTALONI
2.572,8.6159,2.9353,16.349,-0.1907,-0.1365,8.4337,2.9041,10.8166,-0.9329,-1.863,9.7833,3.1278,18.8309,-0.5604,5.4334,7.4157,2.7232,13.9588,0.056,-18.8445,-1.3806,0.4734,0.0733,-0.0251,-0.3429,1.0107,0.9384,1.0779,0.9285,1.0664,1.1486,1.0216,0.8807,1.1618,0.862,1.1373,1.3193,0.5016,0.3872,-3.1591,0.7719,-6.2986,-8.1599,2.4536,1.1378,0.9285,0.4637,0.3784,0.8161,1.5115,0.8682,1.1712,0.5744,0.7749,1.349,0.0349,8.4052,0.0293,0.0288,0.7388,-0.4714,0.0622,-0.0093,1.967,0.2517,0.5017,2,0.3333,PANTALONI
-1.3654,23.7207,4.8704,33.6826,-1.207,2.3382,18.3843,4.2877,23.3735,-0.13,-1.5436,10.8251,3.2902,23.8341,-0.5623,5.9413,27.345,5.2292,26.5061,0.0563,-0.584,0.8846,-0.2298,-1.5148,0.3935,-0.2598,1.1359,1.4803,0.9314,1.3032,0.8199,0.6292,1.2903,2.1913,0.8675,1.6983,0.6723,0.3959,6.8499,2.1474,-11.6434,0.3135,-1.6998,-5.4221,0.7378,1.0004,0.5433,1.3558,0.7364,0.5431,1.4411,1.4132,1.2707,0.9807,0.8818,0.8992,0.0335,8.7113,-0.1263,-0.3539,-0.3029,0.3843,0.8612,0.4415,1.1183,0.8355,0.914,2,0,PANTALONI
0.0538,0.4403,0.6636,2.9546,-0.7909,-0.1668,0.0938,0.3062,1.3207,-1.5345,-0.4251,0.1494,0.3865,1.5197,-4.4147,0.8518,0.1693,0.4115,1.5959,0.1298,-0.3225,-0.1265,0.0631,0.3923,-0.1958,-0.4991,2.1671,1.7169,1.6125,0.7922,0.7441,0.9392,4.6965,2.9477,2.6001,0.6276,0.5536,0.8821,1.6318,1.053,-5.481,0.6453,-3.3589,-5.2049,3.1661,5.8783,0.8996,1.8567,0.2841,0.153,2.2371,1.9442,1.8513,0.869,0.8276,0.9523,0.0051,1.2903,0.3885,0.283,-0.0794,0.0242,0.106,-0.7297,0,0,0,0,0,PANTALONI
-0.0531,0.5297,0.7278,2.933,-0.9831,-0.1056,0.2581,0.5081,2.432,-1.2539,0.0386,0.5187,0.7202,2.6238,-1.3713,1.0437,0.2327,0.4824,1.9981,0.1429,0.5034,-1.3756,-0.0509,-2.7324,-0.1012,0.037,1.4325,1.0106,1.5087,0.7055,1.0532,1.4929,2.0522,1.0213,2.2761,0.4977,1.1091,2.2286,1.0747,0.9583,-4.3638,0.8917,-4.0607,-4.5539,1.3708,1.3367,0.6344,0.9752,0.4628,0.4746,1.206,1.1179,1.4679,0.9269,1.2171,1.3131,0.0013,1.5897,0.2269,0.1425,-0.4968,0.5516,-0.2115,-0.2984,?,?,?,?,?,PANTALONI
-1.829,10.9918,3.3154,14.6278,-1.6048,0.5713,1.6547,1.2863,6.3005,-1.553,1.2047,16.1073,4.0134,14.5496,-0.5893,4.8737,10.1241,3.1818,11.5899,0.0554,-3.2014,-1.5182,-0.3753,0.4742,0.1172,0.2472,2.5774,0.8261,1.042,0.3205,0.4043,1.2613,6.6429,0.6824,1.0857,0.1027,0.1634,1.591,2.3514,1.6705,-13.2494,0.7104,-5.6346,-7.9313,2.2755,0.6134,0.4577,0.2696,0.2011,0.7461,2.3217,1.0054,1.2621,0.433,0.5436,1.2554,0.0226,7.4678,-0.5823,-0.8169,-0.5741,0.3596,0.2259,0.6499,4.1432,0,0,0,1,PANTALONI
-0.7413,8.8288,2.9713,13.6542,-1.0284,1.377,4.0974,2.0242,8.9975,-0.4083,-1.3778,12.5467,3.5421,14.3997,-1.4217,5.0036,4.7812,2.1866,8.5286,0.1,-0.5384,0.538,-0.1482,-0.9994,0.2752,-0.2754,1.4679,0.8389,1.3589,0.5715,0.9257,1.6199,2.1547,0.7037,1.8465,0.3266,0.857,2.6242,2.654,0.8189,-7.3054,0.3086,-2.7526,-8.9207,1.0536,1.1321,0.7104,1.0745,0.6742,0.6275,1.5176,0.9482,1.601,0.6248,1.055,1.6884,0.0224,7.5854,0.2247,0.2918,0.0781,-0.0991,0.4111,-0.5549,0,0,0,0,0,PANTALONI
2.8266,17.8024,4.2193,17.4753,-0.2473,-0.1516,9.0891,3.0148,11.5944,-1.0529,-0.3843,6.0916,2.4681,14.6173,-0.9568,5.4218,11.7472,3.4274,14.2498,0.0655,-18.6463,-7.3549,0.5213,0.3944,-0.028,-0.0709,1.3995,1.7095,1.231,1.2215,0.8796,0.7201,1.9587,2.9225,1.5155,1.4921,0.7737,0.5186,0.5826,0.4847,-3.4665,0.832,-5.9503,-7.152,2.4808,1.8757,0.9188,0.7561,0.3704,0.4899,1.5072,1.1955,1.2264,0.7932,0.8137,1.0258,0.0304,8.0412,0.5688,0.1754,0.8828,0.0667,0.4155,0.139,0,0,0,0,0,PANTALONI
1.5343,11.0622,3.326,15.8733,-0.2263,0.092,6.1747,2.4849,11.7,-0.6081,-0.6203,8.3539,2.8903,14.2218,-1.336,4.5742,7.4151,2.7231,13.396,0.0337,16.6704,-2.4734,0.3354,-0.1484,0.0201,-0.1356,1.3385,1.1507,1.2214,0.8597,0.9125,1.0614,1.7916,1.3242,1.4919,0.7391,0.8327,1.1266,0.6621,0.3602,-6.2678,0.544,-9.4661,-17.4018,1.7791,2.126,0.9337,1.195,0.5248,0.4392,1.3567,1.1161,1.1849,0.8227,0.8734,1.0616,0.0178,6.8064,0.3546,0.6769,0.6105,-0.0951,0.4564,0.1065,0,0,0,0,0,PANTALONI
-0.1059,1.0353,1.0175,5.0523,-0.8552,-0.0964,0.7844,0.8857,3.6404,-1.2029,0.1819,0.8754,0.9356,4.5475,-1.4311,1.5397,0.378,0.6148,2.5451,0.1613,1.0985,-0.582,-0.0688,-0.5298,-0.0626,0.1182,1.1489,1.0875,1.655,0.9466,1.4405,1.5218,1.3199,1.1827,2.7389,0.896,2.075,2.3159,1.1716,0.87,-4.7582,0.7426,-4.0612,-5.469,1.6479,1.4559,0.8974,0.8835,0.5446,0.6164,1.3878,1.111,1.9851,0.8005,1.4304,1.7868,0.0024,2.283,-0.1397,-0.1533,-0.0049,0.5065,0.3032,0.2355,0,0,0,0,0,PANTALONI
0.019,0.5549,0.7449,3.5499,-0.6454,0.0581,0.1816,0.4262,1.8442,-0.5676,0.3643,0.1747,0.418,1.6157,-0.3711,0.8045,0.4005,0.6329,2.1259,0.0512,0.327,0.0521,0.0236,0.1594,0.0722,0.4529,1.7479,1.7824,1.1771,1.0197,0.6734,0.6604,3.0551,3.1768,1.3855,1.0398,0.4535,0.4361,2.0851,3.1842,-12.1276,1.5271,-5.8163,-3.8087,1.8339,1.8308,0.9628,0.9983,0.525,0.5259,1.9249,2.1971,1.6698,1.1414,0.8675,0.76,0.0038,1.2149,-0.0956,-0.4253,0.07,0.3132,0.5253,0.6891,0,0,0,0,0,PANTALONI
-0.045,1.3931,1.1803,6.0855,-0.8858,0.0419,0.6945,0.8334,3.2655,-0.5684,0.2239,0.3594,0.5995,2.3125,-0.2287,1.2962,0.8207,0.9059,3.4514,0.0718,-1.0741,-0.2011,-0.0347,0.1872,0.0323,0.1727,1.4162,1.9688,1.3028,1.3902,0.9199,0.6617,2.0058,3.8762,1.6974,1.9325,0.8463,0.4379,2.4152,6.6404,-10.6989,2.7494,-4.4298,-1.6112,1.5499,1.7147,0.8678,1.1063,0.5599,0.5061,1.8635,2.6316,1.7632,1.4121,0.9462,0.67,0.0025,1.9234,-0.1006,-0.3405,-0.1904,0.7598,0.6739,0.5694,0,0,0,0,0,PANTALONI
-0.3989,4.9299,2.2203,17.1337,-4.3358,0.9418,31.8689,5.6453,37.1571,-0.1317,-0.2312,4.5268,2.1276,10.1527,-0.8777,4.3724,23.3075,4.8278,34.9633,0.0265,-0.4235,1.725,-0.0912,-4.0731,0.2154,-0.0529,0.3933,1.0436,0.4599,2.6533,1.1693,0.4407,0.1547,1.089,0.2115,7.0401,1.3673,0.1942,3.2201,2.9337,-14.6365,0.9111,-4.5454,-4.9891,0.0978,0.5939,0.0894,6.0725,0.9142,0.1506,0.4611,1.6876,0.49,3.6598,1.0627,0.2904,0.0108,6.1248,-0.5819,0.4678,-0.6522,-0.2347,0.8819,-0.2654,0,0,0,0,0,GIACCA
0.934,10.5117,3.2422,14.975,-0.7764,1.0523,7.6079,2.7582,12.4611,-0.4449,-1.2606,23.132,4.8096,27.7086,-1.6768,6.0966,7.6522,2.7663,16.3388,0.0805,0.8876,-0.741,0.1532,-0.8348,0.1726,-0.2068,1.1755,0.6741,1.172,0.5735,0.9971,1.7387,1.3817,0.4544,1.3737,0.3289,0.9942,3.0229,1.706,0.3771,-4.5728,0.221,-2.6805,-12.127,0.9774,0.8144,0.4744,0.8332,0.4853,0.5825,1.2017,0.5404,0.9165,0.4497,0.7627,1.6959,0.0189,8.8661,0.5094,0.5405,0.2038,0.4027,0.2941,0.0812,0,0,0,0,0,GIACCA
0.869,8.1354,2.8523,13.4729,-1.0742,1.0482,8.1809,2.8602,10.815,-0.6313,-1.2424,8.8354,2.9724,13.7238,-1.1234,5.0784,2.7585,1.6609,7.6992,0.1547,0.829,-0.6994,0.1711,-0.8437,0.2064,-0.2446,0.9972,0.9596,1.7173,0.9622,1.7221,1.7897,0.9944,0.9208,2.9493,0.9259,2.9657,3.203,1.6671,0.961,-4.9536,0.5764,-2.9713,-5.1548,0.9798,1.005,0.7132,1.0258,0.7279,0.7096,1.2458,0.9817,1.7499,0.788,1.4047,1.7825,0.0188,7.5799,0.0424,0.2721,0.2531,-0.2662,0.2035,0.1474,0.4286,0.2449,0.4949,1,0,GIACCA
-0.3989,4.9299,2.2203,17.1337,-4.3358,0.9418,31.8689,5.6453,37.1571,-0.1317,-0.2312,4.5268,2.1276,10.1527,-0.8777,4.3724,23.3075,4.8278,34.9633,0.0265,-0.4235,1.725,-0.0912,-4.0731,0.2154,-0.0529,0.3933,1.0436,0.4599,2.6533,1.1693,0.4407,0.1547,1.089,0.2115,7.0401,1.3673,0.1942,3.2201,2.9337,-14.6365,0.9111,-4.5454,-4.9891,0.0978,0.5939,0.0894,6.0725,0.9142,0.1506,0.4611,1.6876,0.49,3.6598,1.0627,0.2904,0.0108,6.1248,-0.5819,0.4678,-0.6522,-0.2347,0.8819,-0.2654,0,0,0,0,0,GIACCA
0.934,10.5117,3.2422,14.975,-0.7764,1.0523,7.6079,2.7582,12.4611,-0.4449,-1.2606,23.132,4.8096,27.7086,-1.6768,6.0966,7.6522,2.7663,16.3388,0.0805,0.8876,-0.741,0.1532,-0.8348,0.1726,-0.2068,1.1755,0.6741,1.172,0.5735,0.9971,1.7387,1.3817,0.4544,1.3737,0.3289,0.9942,3.0229,1.706,0.3771,-4.5728,0.221,-2.6805,-12.127,0.9774,0.8144,0.4744,0.8332,0.4853,0.5825,1.2017,0.5404,0.9165,0.4497,0.7627,1.6959,0.0189,8.8661,0.5094,0.5405,0.2038,0.4027,0.2941,0.0812,0,0,0,0,0,GIACCA
0.869,8.1354,2.8523,13.4729,-1.0742,1.0482,8.1809,2.8602,10.815,-0.6313,-1.2424,8.8354,2.9724,13.7238,-1.1234,5.0784,2.7585,1.6609,7.6992,0.1547,0.829,-0.6994,0.1711,-0.8437,0.2064,-0.2446,0.9972,0.9596,1.7173,0.9622,1.7221,1.7897,0.9944,0.9208,2.9493,0.9259,2.9657,3.203,1.6671,0.961,-4.9536,0.5764,-2.9713,-5.1548,0.9798,1.005,0.7132,1.0258,0.7279,0.7096,1.2458,0.9817,1.7499,0.788,1.4047,1.7825,0.0188,7.5799,0.0424,0.2721,0.2531,-0.2662,0.2035,0.1474,0.4286,0.2449,0.4949,1,0,GIACCA
-1.4277,7.1135,2.6671,11.8642,-2.0529,0.7795,5.2044,2.2813,9.8512,-0.8111,-1.8751,7.1713,2.6779,13.9114,-3.8258,4.3779,6.4853,2.5466,11.5331,0.0381,-1.8315,0.7614,-0.3261,-0.4157,0.1781,-0.4283,1.1691,0.996,1.0473,0.8519,0.8958,1.0516,1.3668,0.9919,1.0969,0.7257,0.8025,1.1058,1.8083,0.7234,-17.474,0.4,-9.663,-24.1558,0.7145,1.3481,0.3241,1.8869,0.4537,0.2404,1.2043,0.8528,1.0287,0.7081,0.8542,1.2062,0.0261,6.62,0.1183,0.6227,-0.5744,-0.2767,0.461,-0.7954,0,0,0,0,0,GIACCA
-2.1335,5.779,2.4039,11.2601,-6.1375,-1.3631,7.1042,2.6654,10.9608,-2.0237,-2.7521,5.3971,2.3232,12.4489,-2.8909,5.2601,4.5949,2.1436,10.5767,0.1318,1.5653,0.7752,-0.4056,0.4953,-0.2591,-0.5232,0.9019,1.0348,1.1215,1.1473,1.2434,1.0838,0.8135,1.0708,1.2577,1.3163,1.5461,1.1746,1.3199,1.0468,-6.0325,0.7931,-4.5705,-5.7627,0.4352,0.4931,0.1295,1.133,0.2976,0.2626,1.0273,0.9045,1.0646,0.8805,1.0363,1.177,0.0398,7.8285,-0.4459,0.4337,-0.6965,-0.2552,-0.078,-0.4954,0,0,0,0,0,GIACCA
0.0125,1.31,1.1446,6.0936,-0.4906,-0.0446,0.5818,0.7628,2.9138,-0.5656,0.3451,0.2994,0.5472,2.1443,-0.4086,1.2886,0.6519,0.8074,3.9986,0.0255,-0.2801,0.0362,0.0097,-0.1294,-0.0346,0.2678,1.5005,2.0917,1.4175,1.394,0.9447,0.6777,2.2516,4.3753,2.0094,1.9432,0.8924,0.4593,1.9053,3.2242,-19.2046,1.6922,-10.0794,-5.9564,2.1965,2.6855,0.9963,1.2226,0.4536,0.371,2.0913,2.8418,1.5239,1.3588,0.7287,0.5363,0.004,1.9517,-0.3239,-0.6264,0.2148,0.3489,0.4478,0.2916,0,0,0,0,0,GIACCA
-0.0702,0.8904,0.9436,5.1508,-0.5309,-0.0106,0.5214,0.7221,3.1351,-0.7085,0.3027,0.3632,0.6027,2.696,-0.9558,1.2295,0.3599,0.5999,3.3454,0.064,6.6342,-0.2318,-0.0571,-0.0349,-0.0086,0.2462,1.3069,1.5658,1.5729,1.1981,1.2036,1.0045,1.7079,2.4517,2.474,1.4355,1.4486,1.0091,1.3739,1.3557,-7.8128,0.9867,-5.6865,-5.7629,1.8336,2.4409,0.9414,1.3312,0.5134,0.3857,1.643,1.9106,1.5397,1.1629,0.9371,0.8059,0.0033,1.8322,0.1551,-0.3349,0.2045,0.1672,0.4927,0.1817,?,?,?,?,?,GIACCA
1.7453,7.7105,2.7768,10.8685,-0.195,-2.2955,16.8341,4.1029,15.4535,-4.2187,-0.4821,8.9745,2.9958,11.8462,-1.1258,5.5315,11.4691,3.3866,12.8074,0.0468,-0.7603,-3.6205,0.3155,4.762,-0.415,-0.0871,0.6768,0.9269,0.8199,1.3696,1.2115,0.8846,0.458,0.8592,0.6723,1.8758,1.4678,0.7825,0.142,0.2828,-2.8203,1.9913,-19.8618,-9.9744,3.0713,1.632,0.6769,0.5314,0.2204,0.4147,0.7033,0.9175,0.8486,1.3045,1.2066,0.9249,0.0305,8.0103,-0.3492,0.112,0.6996,0.166,-0.7991,0.0971,0,0,0,0,0,GIACCA
