@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
-1.78,9.1395,3.0232,15.0872,-1.626,0.059,6.8649,2.6201,14.5418,-1.2213,-1.5704,6.1653,2.483,18.2433,-2.7009,4.5091,7.4759,2.7342,14.1376,0.0346,-30.1844,1.1335,-0.3948,-0.0376,0.0131,-0.3483,1.1538,1.2175,1.1057,1.0552,0.9583,0.9081,1.3313,1.4824,1.2225,1.1135,0.9183,0.8247,1.1684,0.7017,-18.4495,0.6005,-15.7902,-26.2942,0.8776,1.1655,0.3923,1.3281,0.447,0.3366,1.0375,0.827,1.0672,0.7971,1.0286,1.2904,0.0165,6.8683,-0.1798,0.4034,-0.6175,-0.4199,0.2302,-0.6349,-0.1857,0.5575,0.7466,2.9939,-0.8398,0.3327,0.619,0.7867,4.563,-0.3954,-0.1675,1.0649,1.0319,4.845,-1.455,-0.5582,1.1085,-1.9859,0.949,0.7235,0.7624,0.9007,0.5235,0.5812,1.057,0.4759,0.4503,0.4976,0.8246,1.657,0.6561,0.6179,0.9418,0.0029,2.1195,0.6732,0.2905,0.4529,?,?,?,?,?,PANTALONI
-0.2765,3.4044,1.8451,10.071,-2.272,-0.4586,1.8318,1.3534,6.9424,-2.0708,-0.5753,1.4814,1.2171,6.2062,-2.0477,2.2967,2.0603,1.4354,7.3402,0.0592,0.6028,0.4805,-0.1204,0.7971,-0.1997,-0.2505,1.3633,1.516,1.2854,1.112,0.9429,0.8479,1.8585,2.2981,1.6523,1.2366,0.8891,0.719,1.4937,1.677,-15.1407,1.1227,-10.1361,-9.0282,1.3615,1.5115,0.3945,1.1102,0.2898,0.261,1.4507,1.6227,1.372,1.1186,0.9458,0.8455,0.0055,3.4908,0.3283,0.3701,-0.6362,0.0626,-0.4914,-0.402,-0.2085,0.5216,0.7222,2.8102,-1.1609,0.1777,0.2724,0.5219,3.0569,-0.5474,-0.2508,0.7109,0.8431,3.3485,-1.2319,-1.1735,0.8313,-0.7084,1.3837,0.8566,0.619,1.9146,0.7337,0.3832,1.396,0.8169,0.5851,0.6583,0.8668,1.3167,0.9193,0.8392,0.9129,0.0026,1.682,0.1348,-0.1183,-0.1995,?,?,?,?,?,PANTALONI
0.8057,9.3008,3.0497,13.2515,-0.441,-2.2605,6.5521,2.5597,9.2053,-4.4124,-1.5798,9.8514,3.1387,12.3167,-2.4015,4.9339,9.6152,3.1008,12.955,0.0155,-0.3564,-0.51,0.1633,1.4309,-0.4581,-0.3202,1.1914,0.9717,0.9835,0.8155,0.8255,1.0122,1.4195,0.9441,0.9673,0.6651,0.6814,1.0246,0.5404,0.4663,-19.8982,0.863,-36.8234,-42.6683,5.4071,2.5397,0.6989,0.4697,0.1292,0.2752,1.4396,1.0759,1.0229,0.7474,0.7106,0.9507,0.019,7.5409,-0.2172,-0.748,0.4295,0.3983,-0.7406,-0.6478,0.4455,0.4573,0.6762,2.719,-0.4944,-0.4671,9.7591,3.124,11.6156,-1.5886,1.1696,1.9804,1.4073,4.435,-0.1748,-0.9538,0.3809,-0.3994,0.2165,0.4805,2.2199,0.0469,0.2309,4.9279,0.1262,1.3635,10.8045,0.4055,0.4819,1.1886,0.2341,0.6131,2.6191,0.0088,4.5378,0.3388,0.9048,0.1951,?,?,?,?,?,PANTALONI
1.9821,28.0073,5.2922,23.5124,-0.6864,-1.3049,18.5088,4.3022,22.1521,-3.5772,-0.2171,18.04,4.2474,21.2274,-1.2225,6.1849,31.9813,5.6552,21.0965,0.0077,-1.519,-9.1311,0.3205,6.0113,-0.211,-0.0351,1.2301,1.246,0.9358,1.0129,0.7607,0.7511,1.5132,1.5525,0.8757,1.026,0.5787,0.5641,0.5528,0.8196,-58.4931,1.4827,-105.8192,-71.3687,2.8809,1.4598,0.6558,0.5067,0.2276,0.4493,1.0614,1.1076,1.1145,1.0436,1.05,1.0062,0.0164,9.3373,-0.6177,0.3484,0.5919,-0.0952,-0.7211,0.1486,-0.4498,0.9043,0.9509,4.7125,-2.6308,-0.1024,3.5414,1.8819,9.1719,-2.1274,1.4568,1.8346,1.3545,4.7018,0.0725,4.3945,-0.3088,-0.0703,0.5053,0.7021,1.3894,0.2553,0.4929,1.9304,0.5473,-9.2919,-16.9784,0.4426,0.256,0.5785,0.5138,1.0023,1.9507,0.0105,3.3028,0.3771,-0.5545,-0.7917,?,?,?,?,?,PANTALONI
1.4954,8.2293,2.8687,13.9542,-0.2457,-0.8016,4.7253,2.1738,9.997,-1.3479,-0.5507,1.2943,1.1377,7.133,-1.0378,3.3824,5.9903,2.4475,11.9275,0.0229,-1.8655,-2.7154,0.4421,1.4556,-0.237,-0.1628,1.3197,2.5216,1.1721,1.9107,0.8882,0.4648,1.7416,6.3583,1.3738,3.6509,0.7888,0.2161,0.4795,0.7575,-9.8483,1.5798,-20.5392,-13.0008,2.631,3.2004,0.9177,1.2164,0.3488,0.2867,1.3958,1.9563,1.1699,1.4015,0.8381,0.598,0.0125,4.8996,-0.1035,-0.0307,0.7949,0.0924,-0.4246,-0.035,0.3219,0.3145,0.5608,3.1264,-0.3378,-0.4606,0.8782,0.9371,5.2754,-4.6077,1.1497,2.6024,1.6132,6.3542,-0.3333,-0.699,0.28,-0.4006,0.5984,0.3476,0.5809,0.3581,0.1208,0.3375,0.1821,0.4969,2.7288,2.4842,0.4904,0.1974,0.5926,0.492,0.8302,0.0089,2.3028,-0.4681,0.0989,-0.2129,?,?,?,?,?,PANTALONI
0.0519,0.0195,0.1398,0.7728,-1.067,-0.0462,0.0057,0.0756,0.3448,-2.0113,0.0302,0.0193,0.1389,0.7483,-1.2196,0.2058,0.0079,0.0891,0.3887,0.0738,-1.1217,1.7198,0.252,-1.5332,-0.2246,0.1465,1.8485,1.0062,1.5684,0.5443,0.8485,1.5588,3.417,1.0124,2.4599,0.2963,0.7199,2.4298,1.732,0.9702,-12.8882,0.5602,-7.4411,-13.2837,3.265,1.109,0.891,0.3397,0.2729,0.8035,2.2411,1.0327,1.9884,0.4608,0.8873,1.9254,0.0005,0.3082,0.1754,-0.0393,0.2684,-0.1766,0.0554,0.1686,0.0149,0.0014,0.038,0.2104,-0.8595,0.0499,0.0026,0.0508,0.266,-0.5393,0.0172,0.0009,0.0298,0.1474,-0.4256,0.2994,0.8659,2.8923,0.7473,1.275,1.7062,0.5584,1.6256,2.911,1.0437,2.2101,2.1175,0.655,1.0945,1.671,0.7912,1.4275,1.8043,0.0004,0.1174,0.7402,0.2755,0.4031,?,?,?,?,?,PANTALONI
1.6341,8.4126,2.9004,15.9966,-0.2452,-0.6192,4.1104,2.0274,8.2052,-0.9956,-0.5847,2.1073,1.4517,11.8883,-0.7293,3.5866,5.1621,2.272,12.5169,0.0317,-2.6391,-2.7946,0.4556,1.0589,-0.1726,-0.163,1.4306,1.998,1.2766,1.3966,0.8923,0.6389,2.0467,3.9921,1.6297,1.9505,0.7963,0.4082,0.7695,0.6283,-7.695,0.8165,-10,-12.2476,3.1245,1.8687,0.9938,0.5981,0.3181,0.5318,1.9496,1.3456,1.278,0.6902,0.6555,0.9498,0.0134,5.1459,0.1319,0.1506,0.7596,0.1569,-0.192,0.1752,0.3177,0.4454,0.6673,3.858,-0.3164,-0.572,0.5605,0.7487,2.9053,-6.1249,1.081,1.9864,1.4094,5.2701,-0.1895,-0.5554,0.2939,-0.5292,0.8914,0.4735,0.5312,0.7946,0.2242,0.2822,0.3712,1.1041,2.9741,7.1877,0.6615,0.092,1.3279,0.7321,0.5513,0.0092,2.3119,-0.4004,-0.0904,-0.1959,?,?,?,?,?,PANTALONI
1.3445,18.5038,4.3016,22.8998,-0.9464,0.4572,17.323,4.1621,19.4977,-1.9785,-1.8391,50.4095,7.1,36.9621,-0.8118,6.2149,53.0101,7.2808,22.2745,0.0014,2.9406,-0.7311,0.2163,-0.2486,0.0736,-0.2959,1.0335,0.6059,0.5908,0.5862,0.5717,0.9752,1.0682,0.3671,0.3491,0.3436,0.3268,0.9509,0.8597,0.6723,-359.682,0.782,-418.3785,-534.9946,1.7973,0.5767,0.5275,0.3209,0.2935,0.9146,1.1745,0.6195,1.0281,0.5275,0.8753,1.6594,0.0167,9.8705,-0.3731,-0.9513,0.3906,0.439,-0.1853,-0.2905,1.0876,5.3218,2.3069,9.3674,-0.0416,0.6026,1.2277,1.108,4.3643,-0.0592,0.9701,3.7367,1.9331,6.9246,-0.02,1.8047,1.1211,0.6212,2.082,1.1934,0.5732,4.3347,1.4242,0.3286,1.5337,2.752,1.7944,2.1826,1.3248,0.607,2.1464,1.3528,0.6303,0.0113,2.7133,0.8781,0.9667,0.8727,?,?,?,?,?,PANTALONI
0.0156,0.0123,0.1108,0.6629,-2.2769,-0.0142,0.0043,0.0654,0.3527,-1.2038,0.0031,0.0188,0.1371,0.6443,-1.0356,0.1705,0.0067,0.0821,0.4524,0.0534,-1.1007,5.0645,0.0917,-4.6012,-0.0833,0.0181,1.6945,0.8081,1.3489,0.4769,0.796,1.6691,2.8713,0.6531,1.8195,0.2275,0.6337,2.786,2.3911,1.4053,-18.06,0.5877,-7.5529,-12.8513,1.2642,0.6392,0.4233,0.5056,0.3348,0.6622,1.8798,1.029,1.4652,0.5474,0.7795,1.424,0.0002,0.2495,-0.3934,0.0801,-0.2525,-0.0884,0.0604,-0.0994,0.0247,0.0015,0.0388,0.2596,-0.5993,0.0474,0.002,0.045,0.2286,-0.5763,0.0021,0.0008,0.029,0.1709,-1.6756,0.5221,12.0074,22.9963,0.8625,1.3394,1.553,0.7438,1.7941,2.4119,1.1638,0.9088,0.7809,1.1192,2.5409,2.2702,1.1355,1.5187,1.3375,0.0004,0.1099,0.6558,0.0811,0.1843,?,?,?,?,?,PANTALONI
0.4685,0.7841,0.8855,5.9583,-0.3442,-0.092,0.9775,0.9887,6.3192,-1.355,0.062,1.2197,1.1044,16.3705,-0.7345,1.2458,1.661,1.2888,10.5009,0.0052,-5.0897,7.5588,0.376,-1.4851,-0.0739,0.0497,0.8957,0.8018,0.6871,0.8952,0.7671,0.8569,0.8022,0.6429,0.4721,0.8014,0.5885,0.7343,0.4196,0.2201,-27.693,0.5245,-66.0001,-125.8412,1.652,0.4697,0.4199,0.2843,0.2542,0.8941,0.9429,0.364,0.5674,0.386,0.6018,1.559,0.0034,1.7879,0.3326,0.4523,0.4308,0.2082,-0.1174,0.1873,0.0816,0.063,0.251,1.49,-0.7469,0.159,0.156,0.395,2.5325,-0.5522,-0.1854,0.1573,0.3966,2.1672,-3.4532,0.5132,-0.4399,-0.8573,0.6354,0.6327,0.9959,0.4037,0.4004,0.9918,0.7071,0.3791,0.5361,0.5228,1.7526,3.3525,0.5884,0.6875,1.1686,0.0018,0.6668,0.3953,-0.094,0.0112,?,?,?,?,?,PANTALONI
-1.5429,11.9456,3.4562,15.2273,-4.3421,-1.2641,5.1168,2.262,9.3335,-0.8605,0.154,4.7773,2.1857,9.1843,-0.7587,4.1263,8.8157,2.9691,12.9484,0.0276,1.2205,-10.0212,-0.3739,-8.2106,-0.3064,0.0373,1.5279,1.5813,1.1641,1.0349,0.7619,0.7361,2.3346,2.5005,1.355,1.0711,0.5804,0.5419,2.8672,3.1239,-33.659,1.0895,-11.7394,-10.7747,0.5682,0.5458,0.2141,0.9606,0.3767,0.3922,1.6315,1.658,1.176,1.0162,0.7208,0.7093,0.0141,6.1811,0.4583,-0.3634,-0.8697,-0.1633,-0.3403,0.4502,-0.2928,0.8905,0.9437,4.2009,-2.7225,0.7536,2.4568,1.5674,7.4608,-0.3278,-0.7005,1.6657,1.2906,5.1259,-8.7614,-0.3886,0.4181,-1.0759,0.602,0.7312,1.2145,0.3625,0.5346,1.475,1.668,0.6678,0.4004,0.2008,2.1491,10.7002,0.5631,0.8195,1.4555,0.0075,2.365,-0.7845,0.6958,-0.8658,?,?,?,?,?,PANTALONI
1.3275,2.9913,1.7295,9.5749,-0.5857,-0.6904,3.4471,1.8566,9.2447,-1.9325,-0.3539,1.518,1.2321,8.5738,-1.4596,2.3276,4.9029,2.2142,8.1383,0.0061,-1.9227,-3.7507,0.5703,1.9507,-0.2966,-0.1521,0.9315,1.4038,0.7811,1.5069,0.8385,0.5564,0.8678,1.9706,0.6101,2.2709,0.7031,0.3096,0.5805,0.6951,-71.0635,1.1974,-122.4104,-102.2336,1.9153,1.7322,0.7374,0.9044,0.385,0.4257,1.0357,1.1168,1.1765,1.0783,1.136,1.0535,0.0108,3.4858,-0.2503,-0.5078,0.6948,0.0863,-0.6868,-0.3276,-0.1207,0.1635,0.4043,2.4791,-3.4674,0.0891,0.194,0.4405,2.4844,-0.7134,-0.3998,0.5468,0.7394,3.0719,-4.6992,-1.3559,0.302,-0.2227,0.918,0.5468,0.5957,0.8427,0.299,0.3548,1.86,0.7597,0.4084,0.3827,1.0296,2.6901,0.9979,0.807,0.8088,0.003,1.0548,-0.1211,0.4222,0.0739,?,?,?,?,?,PANTALONI
-1.0451,5.9951,2.4485,17.4771,-1.2606,-1.4445,3.443,1.8555,8.1242,-1.5228,-0.1465,3.9132,1.9782,13.0102,-0.9989,3.6031,3.5691,1.8892,9.8056,0.0579,0.7235,7.133,-0.2901,9.8586,-0.4009,-0.0407,1.3196,1.2377,1.296,0.938,0.9822,1.0471,1.7413,1.532,1.6797,0.8798,0.9647,1.0964,1.9874,1.499,-16.183,0.7543,-8.1429,-10.7959,2.4008,1.1879,0.7428,0.4948,0.3094,0.6254,2.1512,1.3433,1.7823,0.6244,0.8285,1.3268,0.0125,5.482,0.1118,0.3068,-0.2685,0.0103,-0.4607,-0.2376,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,PANTALONI
-1.7575,2.8483,1.6877,4.9808,-16.0268,-1.0299,1.335,1.1554,4.4284,-3.8605,-1.1443,1.5134,1.2302,4.4824,-8.0325,2.6766,3.9913,1.9978,5.8275,0.0162,1.7064,1.5358,-0.6566,0.9,-0.3848,-0.4275,1.4606,1.3719,0.8448,0.9392,0.5783,0.6158,2.1335,1.882,0.7136,0.8822,0.3345,0.3792,1.3329,1.1761,-48.7835,0.8824,-36.5989,-41.4773,0.3211,0.5895,0.0494,1.836,0.1538,0.0838,1.1247,1.1112,0.8547,0.988,0.7599,0.7692,0.0178,4.2266,0.6022,0.6239,-0.9127,0.7878,-0.8278,-0.8513,0.4562,1.0098,1.0049,4.0891,-0.2883,1.2479,1.8119,1.3461,4.2321,-0.012,-0.8359,0.8862,0.9414,2.7672,-67.6364,0.3656,-0.5457,-1.4928,0.7465,1.0674,1.4299,0.5573,1.1394,2.0445,18.2683,0.3356,0.0184,0.759,78.7273,103.7273,0.9662,1.4777,1.5294,0.012,2.7272,0.2541,-0.8133,-0.6211,?,?,?,?,?,PANTALONI
-0.9129,2.3976,1.5484,5.9997,-18.1093,-1.0153,2.2878,1.5126,5.5336,-18.1523,-0.0948,2.0742,1.4402,5.8922,-1.1249,2.1706,3.9214,1.9803,6.988,0.0046,0.8992,9.6285,-0.4206,10.7084,-0.4678,-0.0437,1.0237,1.0751,0.7819,1.0502,0.7638,0.7273,1.048,1.1559,0.6114,1.103,0.5834,0.529,1.0841,1.8228,-177.4075,1.6814,-163.6441,-97.3265,1.0867,0.1132,0.0447,0.1042,0.0412,0.395,1.0842,1.0182,0.8586,0.9391,0.7919,0.8432,0.0091,3.1719,0.8332,-0.1538,-0.8865,-0.0863,-0.8868,0.0084,-0.3135,0.3472,0.5892,1.9196,-28.5247,0.3854,0.4671,0.6834,2.4259,-0.065,-0.7277,1.353,1.1632,3.0696,-124.2195,-0.8134,0.4308,-0.5296,0.8621,0.5066,0.5876,0.7433,0.2566,0.3452,12.518,0.609,0.0487,0.0285,2.6522,92.9146,0.7913,0.6253,0.7903,0.0059,1.4669,-0.8096,0.9144,-0.893,?,?,?,?,?,PANTALONI
-0.6113,3.3848,1.8398,9.8176,-4.8435,-0.8582,2.6034,1.6135,6.4773,-29.5282,-0.2825,3.7749,1.9429,8.4148,-1.0983,2.1441,6.3558,2.5211,10.3744,0.003,0.7124,2.1643,-0.2851,3.0382,-0.4002,-0.1317,1.1402,0.9469,0.7298,0.8305,0.64,0.7707,1.3001,0.8966,0.5326,0.6897,0.4096,0.5939,1.2989,1.8475,-264.636,1.4224,-203.7463,-143.2393,7.9184,0.4189,0.1615,0.0529,0.0204,0.3854,1.5157,1.1667,0.9463,0.7698,0.6244,0.8111,0.0073,3.1684,0.8434,-0.5638,-0.778,-0.2989,-0.9222,0.1653,-0.1353,0.2863,0.5351,2.67,-4.296,0.5118,2.9887,1.7288,8.9883,-0.4102,-0.5943,1.9404,1.393,6.2672,-41.9198,-0.2645,0.2277,-0.8611,0.3095,0.3841,1.2411,0.0958,0.1475,1.5403,0.8284,0.3538,0.4271,0.0791,3.4526,43.6497,0.297,0.426,1.4342,0.0053,1.7761,-0.8667,0.8242,-0.7812,?,?,?,?,?,PANTALONI
-0.2807,8.0504,2.8373,16.1246,-1.3157,-0.1018,9.0261,3.0044,13.3057,-0.8072,-0.8349,7.8323,2.7986,20.0044,-0.6497,4.5722,4.7901,2.1886,14.6093,0.0387,2.7582,0.3362,-0.0614,0.1219,-0.0223,-0.1826,0.9444,1.0138,1.2964,1.0735,1.3727,1.2787,0.8919,1.0278,1.6806,1.1524,1.8843,1.6351,1.5415,1.1629,-15.5567,0.7544,-10.092,-13.378,0.9458,0.5742,0.4582,0.6072,0.4844,0.7979,1.2119,0.8061,1.1037,0.6651,0.9108,1.3693,0.006,7.0533,0.0129,0.0505,-0.4624,0.1165,0.0656,0.0819,0.1633,1.1929,1.0922,5.3705,-1.097,0.4575,0.8055,0.8975,4.4765,-0.9519,-0.0317,1.7863,1.3365,5.7635,-1.6279,0.357,-5.1447,-14.4111,1.217,0.8172,0.6715,1.481,0.6678,0.4509,1.2869,0.7869,0.6114,1.1167,1.1677,1.0457,1.1997,0.9318,0.7767,0.0033,2.6385,0.2062,0.0893,-0.1159,?,?,?,?,?,PANTALONI
