@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
-2.0098,22.3476,4.7273,31.3279,-1.7213,-1.0477,14.8613,3.855,27.4893,-0.862,-0.4159,20.2035,4.4948,31.1326,-0.6725,6.5318,20.0581,4.4786,22.8637,0.022,1.9183,4.8327,-0.3077,2.5192,-0.1604,-0.0637,1.2263,1.0517,1.0555,0.8577,0.8608,1.0036,1.5037,1.1061,1.1141,0.7356,0.7409,1.0072,1.5571,1.5829,-38.5359,1.0166,-24.7482,-24.3449,0.7798,0.6185,0.4924,0.7931,0.6315,0.7962,1.1396,1.0063,1.3702,0.883,1.2023,1.3617,0.0077,9.9031,-0.064,-0.2868,-0.4873,0.3054,-0.0723,0.2087,-35.3824,128.9925,11.3575,53.4622,-4.0493,2.4696,308.7201,17.5704,64.4272,-0.5443,3.4504,51.3438,7.1655,25.8484,-0.4283,-14.3274,-10.2547,0.7157,0.6464,1.585,2.4521,0.4178,2.5123,6.0128,1.8881,5.5311,2.9295,0.2538,0.5851,2.3053,0.8298,2.0683,2.4925,0.1188,56.3174,0.6767,-0.3229,-0.3664,1100,0,0,0,1,PANTALONI
-2.1506,27.0872,5.2045,28.3997,-1.5351,-1.1569,14.532,3.8121,19.9781,-2.2792,0.2538,13.8392,3.7201,22.2164,-1.154,6.8899,14.0157,3.7437,17.722,0.0392,1.859,-8.4745,-0.3121,-4.5585,-0.1679,0.0368,1.3653,1.399,1.3902,1.0247,1.0183,0.9937,1.864,1.9573,1.9326,1.0501,1.0368,0.9874,1.2385,1.4448,-23.7719,1.1666,-19.1946,-16.4531,1.8388,1.0862,0.6073,0.5907,0.3303,0.5592,1.4215,1.2783,1.6025,0.8993,1.1273,1.2536,0.0084,10.3224,0.1745,-0.2476,-0.2878,0.0435,-0.4888,0.1057,-7.5317,783.4028,27.9893,72.8668,-1.3194,31.1362,86.2748,9.2884,31.8695,0.3263,-18.9752,36.4592,6.0381,38.5239,?,-0.2419,0.3969,-1.6409,3.0134,4.6354,1.5383,9.0803,21.4871,2.3663,-2.6856,1.076,-0.4006,0.6641,0,0,2.2864,1.8915,0.8273,0.1266,76.4012,0.5246,-0.3762,0.0615,1100,0,0,0,1,PANTALONI
-0.0541,0.3485,0.5904,2.8065,-1.5252,-0.044,0.3482,0.5901,2.7696,-1.0355,0.0667,0.1901,0.436,2.1925,-1.5184,0.8353,0.1984,0.4454,2.1659,0.0519,1.2281,-0.8105,-0.0647,-0.6599,-0.0527,0.0799,1.0005,1.3539,1.3254,1.3532,1.3247,0.9789,1.0011,1.8331,1.7566,1.8312,1.7548,0.9583,1.2031,1.2823,-14.3104,1.0659,-11.895,-11.16,0.8168,1.2766,0.4865,1.5629,0.5956,0.3811,1.0133,1.28,1.2958,1.2632,1.2787,1.0123,0.0006,1.2725,-0.6977,-0.0261,-0.2486,0.3337,0.1399,-0.0786,14.9604,5.5554,2.357,7.5,0.6155,-43.0464,0.4826,0.6947,44.248,?,-3.0833,25.8707,5.0863,14.557,-2.8457,-0.3475,-4.852,13.9609,3.3929,0.4634,0.1366,11.5115,0.2147,0.0187,-0.2713,-1.1143,4.1078,0,5.1525,0,0.1695,0.5152,3.0396,0.3025,63.0827,0.6646,0.853,0.2135,1100,0,0,0,1,PANTALONI
0.2273,1.2268,1.1076,4.1699,-0.5917,0.5395,3.3979,1.8433,7.5972,-0.5371,-0.0138,1.1824,1.0874,5.4326,-0.9462,2.2098,1.2668,1.1255,5.2028,0.0206,0.4213,-16.4456,0.1029,-39.0313,0.2441,-0.0063,0.6009,1.0186,0.9841,1.6952,1.6378,0.9661,0.361,1.0376,0.9684,2.8738,2.6824,0.9334,0.5839,0.5869,-14.1335,1.005,-24.204,-24.0828,0.53,0.9385,0.4931,1.7707,0.9304,0.5254,0.5489,0.7676,0.8015,1.3984,1.4602,1.0442,0.0039,3.2364,-0.3212,0.1487,0.3801,-0.1537,0.509,0.0308,-22.8164,34.7641,5.8961,36.3965,?,43.9334,16.8782,4.1083,15.6315,0.6765,2.7993,4.1834,2.0453,7.6398,-0.1269,-0.5193,-8.1507,15.6942,1.4352,2.8827,2.0086,2.0597,8.3101,4.0346,-1.1136,42.293,-37.9785,0,0,7.1269,2.3284,4.7641,2.0461,0.3284,69.6244,0.978,0.6349,0.5175,1100,0,0,0,1,PANTALONI
1.3303,2.902,1.7035,6.7878,-0.2105,-0.817,0.9498,0.9746,4.5933,-3.7756,-0.6609,2.6085,1.6151,7.1714,-1.7063,2.5549,2.8067,1.6753,6.1322,0.0334,-1.6283,-2.0127,0.5207,1.2361,-0.3198,-0.2587,1.7479,1.0548,1.0168,0.6034,0.5817,0.964,3.0553,1.1125,1.0339,0.3641,0.3384,0.9294,0.3251,0.2611,-5.5633,0.8031,-17.1151,-21.3101,5.83,2.1161,0.8838,0.363,0.1516,0.4177,1.4778,0.9465,1.1069,0.6405,0.749,1.1695,0.0112,3.8995,-0.5622,-0.1098,0.9081,-0.0336,-0.6199,-0.2473,-82.2348,91.2036,9.5501,99.3546,?,56.527,66.8219,8.1745,26.3723,0.6418,-35.0702,168.3394,12.9746,44.8122,?,-1.4548,2.3449,-1.6118,1.1683,0.7361,0.63,1.3649,0.5418,0.3969,-2.1031,2.2171,-1.0542,0,1,0,3.7674,2.2171,0.5885,0.7005,173.8321,-0.8471,-0.9631,0.944,1100,0,0,0,1,PANTALONI
1.7557,24.4484,4.9445,23.2151,-0.5706,-1.5999,13.163,3.6281,14.1535,-3.5991,-0.6698,4.6111,2.1474,10.6159,-1.2984,5.6512,16.3769,4.0468,15.3978,0.0276,-1.0974,-2.6213,0.3107,2.3888,-0.2831,-0.1185,1.3629,2.3026,1.2218,1.6896,0.8965,0.5306,1.8574,5.3021,1.4929,2.8546,0.8038,0.2816,0.7615,1.4064,-19.3033,1.8469,-25.3492,-13.7254,4.8029,3.2002,0.9334,0.6663,0.1943,0.2917,1.6402,2.1868,1.5077,1.3332,0.9192,0.6894,0.0083,8.1656,-0.365,0.0209,0.6644,0.0313,-0.6058,-0.0772,-19.7469,53.4654,7.312,40.2649,?,-27.9595,83.0232,9.1117,43.1366,-3.9012,-20.6608,42.2638,6.5011,30.2719,-4.184,0.7063,0.9558,1.3533,0.8025,1.1247,1.4016,0.644,1.265,1.9644,1.1727,1.648,1.4053,0,0,1.5072,0.9334,1.3301,1.425,0.1351,69.2061,-0.9356,-0.865,0.9502,1100,0,0,0,1,PANTALONI
-1.2196,9.8701,3.1417,19.4052,-0.8329,-1.0684,8.0825,2.843,14.9453,-3.1588,0.452,12.5935,3.5487,22.4544,-0.6578,5.0801,7.5721,2.7517,14.9965,0.0453,1.1416,-2.6986,-0.2401,-2.3639,-0.2103,0.089,1.1051,0.8853,1.1417,0.8011,1.0332,1.2896,1.2212,0.7837,1.3035,0.6418,1.0674,1.6631,0.7768,0.9897,-12.3836,1.274,-15.9419,-12.5129,2.9461,0.7817,0.674,0.2653,0.2288,0.8622,1.2984,0.8642,1.294,0.6656,0.9966,1.4973,0.0115,7.6925,-0.0535,-0.0955,-0.0127,-0.0052,-0.5709,-0.0295,-93.4747,24.5873,4.9586,100.75,?,-10.027,287.0854,16.9436,58.9375,-3.0299,-4.3609,93.8551,9.6879,30.625,-1.7684,9.3223,21.4349,2.2993,0.2927,0.5118,1.7489,0.0856,0.262,3.0588,2.2736,5.1502,2.2652,0,0,1.322,1.7094,3.2898,1.9245,0.6446,115.6751,0.923,0.6012,0.4719,?,?,?,?,?,PANTALONI
1.2379,9.4065,3.067,15.7168,-1.1031,-2.1382,21.7124,4.6597,16.8419,-2.3419,0.6197,14.606,3.8218,15.9504,-0.7029,6.0796,15.2519,3.9054,15.1208,0.0475,-0.5789,1.9975,0.2036,-3.4504,-0.3517,0.1019,0.6582,0.8025,0.7853,1.2192,1.1931,0.9786,0.4332,0.644,0.6167,1.4865,1.4236,0.9577,0.6985,1.2521,-10.9364,1.7926,-15.6571,-8.7343,1.4829,0.7978,0.4708,0.538,0.3175,0.59,0.9332,0.9854,1.0394,1.0559,1.1138,1.0549,0.0087,9.3188,-0.5529,0.4004,0.5992,-0.3089,-0.7822,0.4937,-17.307,111.2897,10.5494,39.299,?,-21.0148,550.6724,23.4664,72.0581,-1.0565,-22.7162,43.229,6.5749,29.6387,?,0.8236,0.7619,0.9251,0.4496,1.6045,3.5691,0.2021,2.5744,12.7385,1.0616,1.3259,1.249,0,1,0,0.5454,1.3259,2.4312,0.1214,70.2738,-0.506,-0.962,0.6584,1100,0,0,0,1,PANTALONI
1.5868,7.4494,2.7294,9.1097,-0.1523,-2.7861,16.7648,4.0945,14.7211,-15.5349,-0.9248,3.711,1.9264,9.6204,-1.4088,4.4938,18.8669,4.3436,15.801,0.0116,-0.5695,-1.7157,0.3531,3.0126,-0.62,-0.2058,0.6666,1.4168,0.6284,2.1255,0.9426,0.4435,0.4443,2.0074,0.3948,4.5176,0.8886,0.1967,0.0871,0.2141,-6.4685,2.4582,-74.2846,-30.2194,8.8794,1.9794,0.4945,0.2229,0.0557,0.2498,0.6188,0.9469,0.5765,1.5302,0.9317,0.6088,0.0222,6.9097,-0.9554,-0.3034,0.9636,0.3004,-0.9829,-0.3303,-22.1753,108.3326,10.4083,44.9466,?,-21.825,402.6583,20.0663,64.6469,-1.5477,-16.9447,267.1842,16.3458,53.9962,-1.5173,1.0161,1.3087,1.288,0.5187,0.6368,1.2276,0.269,0.4055,1.507,1.1445,1.381,1.2067,0,0,1.183,0.6953,0.8324,1.1973,0.2362,71.6416,-0.8601,-0.5714,0.8139,1100,0,0,0,1,PANTALONI
1.2278,12.1814,3.4902,29.6949,-0.1877,-0.9945,6.8946,2.6258,11.1804,-1.357,-0.6959,4.8069,2.1925,22.9163,-0.4873,3.8678,11.9038,3.4502,29.201,0.0118,-1.2346,-1.7645,0.3175,1.4292,-0.2571,-0.1799,1.3292,1.5919,1.0116,1.1976,0.761,0.6355,1.7668,2.5342,1.0233,1.4343,0.5792,0.4038,0.7291,0.625,-13.4489,0.8572,-18.4469,-21.519,5.2707,1.6227,0.8461,0.3079,0.1605,0.5214,2.656,1.2958,1.0169,0.4879,0.3829,0.7848,0.0062,5.7928,-0.254,0.211,0.8063,0.1312,-0.4276,0.0834,-3.1386,227.5885,15.086,48.4787,-3.8676,-26.2168,70.8117,8.415,40.6784,-6.1376,-18.3663,24.5244,4.9522,23.2788,?,0.1197,0.1709,1.4274,1.7928,3.0463,1.6992,3.214,9.2801,2.8874,1.1012,1.6547,1.5026,1.7475,0,0,1.1918,2.0825,1.7474,0.1153,55.3964,-0.7762,-0.7982,0.4498,1100,0,0,0,1,PANTALONI
0.114,0.4307,0.6563,3.9594,-0.78,-0.2445,0.1281,0.3578,1.6207,-1.608,-0.192,0.2423,0.4922,1.87,-1.8776,0.8537,0.1818,0.4264,2.247,0.0238,-0.4661,-0.5934,0.1335,1.273,-0.2864,-0.225,1.834,1.3332,1.539,0.727,0.8391,1.1543,3.3635,1.7775,2.3684,0.5285,0.7042,1.3324,1.7362,1.4219,-31.631,0.819,-18.2186,-22.2456,3.5794,3.4229,0.9664,0.9563,0.27,0.2823,2.4429,2.1173,1.7621,0.8667,0.7213,0.8322,0.0012,1.2736,-0.1725,0.1783,-0.0765,-0.0627,-0.0893,-0.6072,-38.2655,2.2478,1.4993,39.7186,?,0.3831,2.9722,1.724,5.1575,-0.7549,17.1074,25.9334,5.0925,17.5797,0.3896,-99.8712,-2.2368,0.0224,0.8696,0.2944,0.3385,0.7562,0.0867,0.1146,17.9023,-3.5401,-0.1977,0,0,0.102,7.7012,2.2594,0.2934,0.1497,56.9412,0.4843,0.931,0.7099,1100,0,0,0,1,PANTALONI
1.37,17.3391,4.164,22.1056,-0.6935,-0.0898,8.4471,2.9064,12.5179,-1.2364,-1.2936,11.8708,3.4454,20.1792,-0.5667,5.9439,5.885,2.4259,13.7144,0.1083,-15.265,-1.0591,0.2305,0.0694,-0.0151,-0.2176,1.4327,1.2086,1.7165,0.8436,1.1981,1.4203,2.0527,1.4607,2.9463,0.7116,1.4354,2.0171,1.308,1.2401,-5.436,0.9481,-4.156,-4.3834,2.3321,1.0135,0.8488,0.4346,0.3639,0.8375,1.7659,1.0955,1.6119,0.6203,0.9128,1.4714,0.0068,9.0089,-0.1342,-0.175,0.4514,-0.439,-0.3173,0.0171,-33.5041,153.6834,12.3969,49.6185,-6.0691,-13.9289,105.0953,10.2516,38.3392,-12.3153,-3.581,171.3208,13.089,38.4583,-1.3742,2.4054,9.3561,3.8897,1.2093,0.9471,0.7832,1.4623,0.8971,0.6134,1.2013,1.9138,1.593,2.4377,0.4333,0.1778,1.2942,1.2902,0.9969,0.1321,59.3167,-0.8299,-0.4744,0.0229,1100,0,0,0,1,PANTALONI
0.2955,0.8218,0.9065,4.8954,-0.4116,-0.1269,0.2971,0.545,2.235,-0.8881,0.1928,0.0752,0.2742,1.7739,-1.3313,0.9469,0.438,0.6618,3.5789,0.0233,-2.3285,1.5325,0.3121,-0.6581,-0.134,0.2036,1.6632,3.3064,1.3697,1.988,0.8236,0.4143,2.7661,10.9326,1.8761,3.9523,0.6782,0.1716,1.3577,1.409,-16.724,1.0378,-12.3177,-11.8695,2.9297,4.5579,0.9465,1.5557,0.3231,0.2077,2.1903,2.7597,1.3678,1.2599,0.6245,0.4957,0.0014,1.363,0.2918,-0.1781,0.7379,0.0502,0.4658,0.0361,-38.2069,0.0626,0.2501,38.6993,?,-1.668,0.2706,0.5202,2.7588,?,21.5882,0.2589,0.5088,2.0401,0.9093,22.9055,-1.7698,-0.0773,0.4808,0.4916,1.0224,0.2312,0.2417,1.0453,14.0277,-1.8916,-0.1348,1,0,0,14.0277,18.9693,1.3523,0.1645,61.4631,-0.7134,0.4963,-0.1881,1100,0,0,0,1,PANTALONI
1.3055,6.0619,2.4621,16.4748,-0.2208,-0.4248,3.6895,1.9208,9.4589,-1.0072,-0.1947,2.2328,1.4942,10.9593,-1.3085,3.042,4.6532,2.1571,13.4435,0.0069,-3.0735,-6.7054,0.4292,2.1817,-0.1396,-0.064,1.2818,1.6477,1.1414,1.2855,0.8904,0.6927,1.643,2.715,1.3027,1.6524,0.7929,0.4798,0.6278,0.4797,-32.1006,0.7641,-51.1293,-66.9164,2.8637,2.8426,0.9969,0.9926,0.3481,0.3507,1.7417,1.5033,1.2255,0.8631,0.7036,0.8152,0.005,4.3844,0.3001,0.0712,0.7286,-0.047,0.0438,-0.0215,-24.9474,71.0076,8.4266,43.0786,?,-19.7955,135.5324,11.6418,44.3375,-1.7371,-25.323,21.3299,4.6184,31.0196,?,1.2603,0.9852,0.7817,0.7238,1.8246,2.5207,0.5239,3.329,6.3541,1.5309,1.3888,0.9071,0,1,0,0.9716,1.3888,1.4293,0.1458,71.8502,-0.9387,-0.9232,0.9323,1100,0,0,0,1,PANTALONI
0.1149,0.7196,0.8483,4.4632,-0.582,-0.0841,0.157,0.3963,2.0954,-0.7157,0.0122,0.281,0.5301,2.9749,-0.8437,0.9472,0.2809,0.53,2.9442,0.0191,-1.3663,9.41,0.1214,-6.887,-0.0888,0.0129,2.1407,1.6004,1.6005,0.7476,0.7477,1.0001,4.5826,2.5612,2.5617,0.5589,0.559,1.0002,1.8786,1.2061,-28.7127,0.642,-15.2841,-23.8055,2.31,1.7485,0.94,0.7569,0.4069,0.5376,2.13,1.5003,1.5159,0.7043,0.7117,1.0104,0.0005,1.3684,0.5151,-0.0639,0.2668,-0.1427,0.2676,-0.1427,-35.7401,0.1803,0.4246,36.6592,?,-7.8153,1.3854,1.177,10.0189,?,22.6881,0.2979,0.5458,2.1591,0.9109,4.5731,-1.5753,-0.3445,0.3608,0.778,2.1567,0.1301,0.6053,4.6512,3.659,-1.6603,-0.4538,1,0,0,3.659,16.9788,4.6403,0.1537,66.2436,-0.6098,0.1828,0.2396,1100,0,0,0,1,PANTALONI
-1.8163,13.5993,3.6877,14.65,-3.4191,-0.6096,8.9255,2.9876,14.1271,-1.0783,-0.583,9.2583,3.0428,11.2373,-1.4141,5.3963,6.6732,2.5833,10.7406,0.0742,2.9793,3.1155,-0.3366,1.0457,-0.113,-0.108,1.2344,1.212,1.4276,0.9819,1.1565,1.1779,1.5236,1.4689,2.0379,0.9641,1.3375,1.3874,1.5464,1.722,-13.1684,1.1135,-8.5154,-7.6472,0.4877,0.7122,0.2858,1.4603,0.5859,0.4012,1.037,1.3037,1.364,1.2572,1.3153,1.0462,0.0071,7.7509,0.1945,-0.0129,-0.7609,0.5314,-0.2619,-0.2054,-6.9491,275.7278,16.6051,52.919,-0.4899,-28.8546,13.285,3.6449,33.4198,?,-30.2257,1.1726,1.0829,32.28,?,0.2408,0.2299,0.9546,4.5557,15.3343,3.3659,20.7548,235.1413,11.3295,0.5206,0.539,1.0353,0,0,1,1.5835,1.6394,1.0353,0.1497,75.8397,0.6325,0.0681,-0.0287,1100,0,0,0,1,PANTALONI
0.9362,6.9386,2.6341,17.4313,-0.414,-0.0034,2.939,1.7144,7.5282,-0.9451,0.2248,9.8717,3.1419,13.7587,-0.7218,4.252,2.5965,1.6114,12.3651,0.0392,-279.1325,4.1644,0.2202,-0.0149,-0.0008,0.0529,1.5365,0.8384,1.6347,0.5456,1.0639,1.9498,2.3608,0.7029,2.6722,0.2977,1.1319,3.8019,1.3952,0.8848,-10.1231,0.6342,-7.2556,-11.441,3.1852,1.5427,0.9579,0.4844,0.3007,0.6209,2.3155,1.2669,1.4097,0.5472,0.6088,1.1127,0.0067,6.2715,0.1471,0.438,0.4975,0.1782,0.3766,0.349,38.4405,92.9247,9.6397,26.375,0.491,33.9588,23.8653,4.8852,18.4375,0.5816,25.7656,232.9586,15.263,44.9375,0.0638,1.132,1.4919,1.318,1.9732,0.6316,0.3201,3.8937,0.3989,0.1024,0.9927,8.3061,8.3673,1.1759,1.0794,0.918,1.4305,0.5869,0.4103,0.3986,98.1649,-0.453,-0.7669,0.0803,?,?,?,?,?,PANTALONI
