@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-4.2125,18.1036,4.2548,12.9601,-21.2231,-3.2579,1.1055,1.0514,4.3167,?,1.162,9.8135,3.1326,9.7802,-0.8539,7.011,9.5777,3.0948,9.5731,0.2811,1.293,-3.6253,-0.6008,-2.8038,-0.4647,0.1657,4.0466,1.3582,1.3748,0.3356,0.3397,1.0122,16.3753,1.8448,1.8902,0.1127,0.1154,1.0246,2.8672,2.7476,-3.3066,0.9583,-1.1533,-1.2034,0,0.1105,0.0438,0,0,0.3962,3.0023,1.3251,1.3538,0.4414,0.4509,1.0216,0.0574,10.4048,-0.6519,-0.5007,-0.9706,-0.0544,0.5338,0.5876,1100,0,0,0,1,SINISTRA_PANTALONI
0.0245,0.0956,0.3092,1.8893,-0.2209,-0.0149,0.0082,0.0906,0.5815,-1.9308,0.0199,0.2944,0.5426,6.2433,-0.6147,0.385,0.2512,0.5012,4.1249,0.0098,-1.6505,1.2344,0.0637,-0.7479,-0.0386,0.0516,3.4122,0.5699,0.6169,0.167,0.1808,1.0825,11.6433,0.3247,0.3805,0.0279,0.0327,1.1718,0.8923,0.1438,-8.3869,0.1612,-9.3992,-58.316,7.7999,0.4002,0.3715,0.0513,0.0476,0.9282,3.2492,0.3026,0.458,0.0931,0.141,1.5135,0.0004,0.5417,0.0008,0.252,0.4734,0.3349,-0.3805,0.2164,1100,0,0,0,1,SINISTRA_PANTALONI
-1.0904,12.7881,3.576,14.4179,-2.086,-2.895,1.1405,1.0679,4.9038,?,-0.5165,5.6555,2.3781,9.7683,-1.9902,5.196,2.4218,1.5562,7.0314,0.2868,0.3766,2.1112,-0.2098,5.6054,-0.5572,-0.0994,3.3485,1.5037,2.2979,0.4491,0.6862,1.5282,11.2127,2.2612,5.2805,0.2017,0.4709,2.3353,1.9874,1.499,-3.4467,0.7543,-1.7343,-2.2993,0,1.4302,0.4739,0,0,0.3313,2.9401,1.476,2.0505,0.502,0.6974,1.3892,0.0327,7.8754,-0.7746,0.2977,-0.5136,-0.5295,0.3461,-0.5333,1100,0,0,0,1,SINISTRA_PANTALONI
-2.9977,1.1578,1.076,4.6852,?,-2.3753,0.5407,0.7353,3.5173,?,-2.5169,0.5955,0.7717,3.9861,?,4.7747,0.4588,0.6773,2.3187,0.6086,1.262,1.191,-0.6278,0.9437,-0.4975,-0.5271,1.4634,1.3943,1.5887,0.9528,1.0856,1.1394,2.1415,1.9442,2.5238,0.9078,1.1785,1.2981,1.3321,1.1754,-1.2997,0.8824,-0.9757,-1.1057,1,1,0,1,0,0,1.3321,1.1754,2.0206,0.8824,1.5169,1.7191,0.1041,7.8898,-0.3702,-0.2412,-0.5715,0.3902,-0.36,-0.4993,125000,0,0,0,1,SINISTRA_PANTALONI
-2.7115,2.2982,1.516,5.6858,?,-2.9762,1.0632,1.0311,5.2446,?,-0.1821,2.8528,1.689,5.8716,-1.1333,4.5208,2.0205,1.4214,6.3173,0.1001,0.9111,14.888,-0.5998,16.3416,-0.6583,-0.0403,1.4702,0.8976,1.0665,0.6105,0.7254,1.1882,2.1615,0.8056,1.1374,0.3727,0.5262,1.4119,1.0841,1.8228,-8.0905,1.6814,-7.4629,-4.4385,1,0,0,0,0,0.3921,1.0841,0.9684,0.9,0.8932,0.8302,0.9294,0.0806,7.164,0.3706,-0.5683,-0.839,-0.411,-0.7544,0.4654,1100,0,0,0,1,SINISTRA_PANTALONI
-1.8227,7.9116,2.8127,9.8176,-4.8435,-2.4904,3.7924,1.9474,6.3891,-50.5304,-0.3521,8.6299,2.9377,8.4148,-1.0983,4.8182,6.7671,2.6014,9.3476,0.1016,0.7319,5.1767,-0.3783,7.0732,-0.5169,-0.0731,1.4444,0.9575,1.0813,0.6629,0.7486,1.1293,2.0862,0.9168,1.1691,0.4394,0.5604,1.2753,1.2989,1.8475,-7.695,1.4224,-5.9245,-4.1651,13.5504,0.4189,0.1615,0.0309,0.0119,0.3854,1.5366,1.1667,1.0503,0.7593,0.6835,0.9002,0.0621,7.6038,0.8312,-0.7709,-0.8056,-0.5087,-0.9387,0.4722,1100,0,0,0,1,SINISTRA_PANTALONI
-0.3253,7.025,2.6505,16.492,-1.2497,2.1381,6.7028,2.589,11.1662,-0.5166,-1.1485,10.6489,3.2633,20.0044,-0.6497,4.9412,5.9571,2.4407,14.3428,0.0563,-0.1521,0.2832,-0.0658,-1.8617,0.4327,-0.2324,1.0238,0.8122,1.0859,0.7934,1.0607,1.337,1.0481,0.6597,1.1793,0.6294,1.1252,1.7876,2.4086,1.1629,-10.709,0.4828,-4.4462,-9.2093,0.9957,0.6045,0.4823,0.6072,0.4844,0.7979,1.477,0.8244,1.1498,0.5582,0.7785,1.3947,0.025,7.1731,0.0729,-0.0885,0.0531,-0.3056,0.273,0.2083,1100,0,0,0,1,SINISTRA_PANTALONI
3.5791,11.7451,3.4271,18.0174,-0.3681,-1.1791,5.5543,2.3568,11.6681,-1.219,-1.0372,3.4503,1.8575,8.5111,-1.3283,5.5192,5.5635,2.3587,12.4578,0.0627,-3.0355,-3.4508,0.6485,1.1368,-0.2136,-0.1879,1.4542,1.845,1.453,1.2688,0.9992,0.7875,2.1146,3.404,2.1111,1.6098,0.9984,0.6202,0.7563,0.9985,-5.8215,1.3201,-7.697,-5.8305,2.5045,3.6026,0.9909,1.4384,0.3956,0.275,1.5442,2.1169,1.4463,1.3709,0.9366,0.6832,0.0416,8.0265,0.5325,0.1008,0.6438,-0.2477,0.2861,-0.0015,1100,0,0,0,1,SINISTRA_PANTALONI
0.0362,0.0133,0.1153,0.5491,-0.504,-0.0082,0.0101,0.1005,0.373,-1.3612,0.0422,0.005,0.0706,0.3631,-0.4583,0.1643,0.0045,0.0673,0.3483,0.1026,-4.4279,0.8594,0.2205,-0.1941,-0.0498,0.2566,1.1478,1.6341,1.7139,1.4236,1.4932,1.0489,1.3175,2.6702,2.9376,2.0267,2.2296,1.1001,0.8558,1.6125,-4.6178,1.8843,-5.396,-2.8637,2.3115,1.4663,0.9406,0.6343,0.4069,0.6415,1.4723,1.5122,1.5764,1.0271,1.0707,1.0424,0.0006,0.2441,-0.0249,0.182,0.4424,-0.113,-0.2288,0.4009,1100,0,0,0,1,SINISTRA_PANTALONI
-0.0162,0.0081,0.0902,0.4409,-1.4144,0.0152,0.0088,0.0939,0.3746,-0.8986,0.0101,0.0052,0.0718,0.3508,-0.9039,0.139,0.0034,0.0582,0.2844,0.1207,-1.0617,-1.604,-0.1162,1.5108,0.1095,0.0725,0.9606,1.2558,1.5509,1.3074,1.6146,1.235,0.9227,1.5771,2.4054,1.7092,2.6069,1.5252,1.4569,1.5506,-6.6143,1.0643,-4.54,-4.2657,0.9256,0.9909,0.5646,1.0705,0.6099,0.5698,1.1771,1.2566,1.5502,1.0676,1.317,1.2337,0.0003,0.2137,-0.6943,0.3308,-0.2662,-0.2791,0.1438,-0.112,1100,0,0,0,1,SINISTRA_PANTALONI
-0.2652,4.8236,2.1963,13.556,-1.427,0.4899,2.7168,1.6483,6.6245,-0.6938,-0.8079,7.2586,2.6942,12.9694,-0.9932,3.2803,5.0021,2.2365,9.6217,0.0789,-0.5414,0.3283,-0.0809,-0.6064,0.1493,-0.2463,1.3325,0.8152,0.982,0.6118,0.737,1.2046,1.7755,0.6645,0.9643,0.3743,0.5431,1.4511,2.9374,1.2334,-9.6757,0.4199,-3.294,-7.845,1.4281,0.8584,0.5347,0.6011,0.3744,0.6229,2.0463,1.0452,1.4089,0.5108,0.6885,1.3479,0.0102,5.0034,-0.0819,0.3494,-0.3077,-0.6044,0.3032,-0.4272,1100,0,0,0,1,SINISTRA_PANTALONI
-3.2343,4.2417,2.0595,8.5554,-11.8159,-4.2909,8.2958,2.8802,8.4342,-10.9437,1.7397,13.2492,3.6399,14.2339,-0.8457,6.9367,9.568,3.0932,11.8188,0.1044,0.7538,-1.8592,-0.4663,-2.4665,-0.6186,0.2508,0.7151,0.5658,0.6658,0.7913,0.9311,1.1768,0.5113,0.3201,0.4433,0.6261,0.867,1.3847,1.0207,1.2094,-5.7226,1.1849,-5.6068,-4.7317,0.9453,0.0866,0.0506,0.0916,0.0535,0.5844,1.0144,0.6011,0.7239,0.5925,0.7136,1.2043,0.0588,11.094,0.7684,-0.6443,-0.8111,-0.591,-0.904,0.7274,1100,0,0,0,1,SINISTRA_PANTALONI
-3.6924,2.8468,1.6873,6.5073,?,-5.6362,5.4681,2.3384,9.9397,-33.6996,1.6589,11.9466,3.4564,11.4106,-0.6502,7.8416,6.9236,2.6313,9.8764,0.2413,0.6551,-2.2258,-0.4709,-3.3975,-0.7188,0.2116,0.7215,0.4882,0.6412,0.6765,0.8887,1.3136,0.5206,0.2383,0.4112,0.4577,0.7898,1.7255,0.6741,1.4474,-2.0713,2.1471,-3.0727,-1.4311,0,0,0,0.0414,0.022,0.5312,0.6547,0.5703,0.6589,0.8711,1.0064,1.1553,0.0723,12.698,0.456,-0.7172,-0.7639,-0.777,-0.8667,0.9137,1100,0,0,0,1,SINISTRA_PANTALONI
-2.6267,6.4689,2.5434,9.2306,-5.1266,-4.9695,9.7157,3.117,11.6224,-4.9296,0.6239,14.6812,3.8316,16.3123,-0.4943,7.2021,10.9796,3.3136,12.8357,0.1504,0.5286,-4.21,-0.3647,-7.9649,-0.69,0.0866,0.816,0.6638,0.7676,0.8135,0.9407,1.1563,0.6658,0.4406,0.5892,0.6618,0.8849,1.3371,0.7994,1.4314,-3.3985,1.7906,-4.2514,-2.3743,0.7687,0.138,0.0997,0.1796,0.1297,0.7225,0.7942,0.5659,0.7191,0.7125,0.9055,1.2709,0.0589,10.7328,0.5056,-0.7286,-0.8502,-0.3123,-0.7394,0.7438,1100,0,0,0,1,SINISTRA_PANTALONI
-4.8181,6.8161,2.6108,11.7878,-32.2718,-3.3297,7.9244,2.815,10.4945,-5.6576,0.1534,7.7016,2.7752,11.387,-0.7613,7.1302,5.9277,2.4347,10.0911,0.144,1.447,-31.406,-0.6757,-21.7043,-0.467,0.0215,0.9274,0.9408,1.0723,1.0144,1.1562,1.1399,0.8601,0.885,1.1499,1.0289,1.3368,1.2993,1.282,2.323,-6.7374,1.812,-5.2552,-2.9003,0.2248,0.0548,0.0301,0.2438,0.1337,0.5484,1.1232,1.0352,1.1681,0.9216,1.04,1.1284,0.0617,10.6457,-0.189,-0.1661,-0.7291,-0.4271,-0.4347,0.3478,1100,0,0,0,1,SINISTRA_PANTALONI
-1.0156,2.8822,1.6977,8.0253,-2.9203,2.1496,2.9003,1.703,6.7129,-0.3337,-2.3321,4.6974,2.1673,9.6857,-1.2186,4.4713,1.5781,1.2562,5.6733,0.148,-0.4725,0.4355,-0.2271,-0.9218,0.4808,-0.5216,0.9969,0.7833,1.3514,0.7858,1.3557,1.7253,0.9938,0.6136,1.8264,0.6174,1.8378,2.9766,3.5597,1.1237,-6.0657,0.3157,-1.704,-5.3978,0.4067,0.4689,0.3074,1.1529,0.7559,0.6556,1.1955,0.8286,1.4146,0.6931,1.1832,1.7072,0.0351,6.656,0.6262,-0.1386,0.0133,-0.3315,0.5646,-0.3576,1100,0,0,0,1,SINISTRA_PANTALONI
2.0599,8.641,2.9396,10.5908,-0.4199,2.2179,7.6484,2.7656,12.3684,-0.6373,-1.0182,5.5103,2.3474,9.9931,-1.1276,5.2665,4.2626,2.0646,9.5179,0.1091,0.9287,-2.023,0.3911,-2.1782,0.4211,-0.1933,1.0629,1.2523,1.4238,1.1781,1.3395,1.137,1.1298,1.5681,2.0272,1.388,1.7943,1.2927,0.6505,0.5914,-2.686,0.909,-4.1288,-4.542,0.9874,1.5881,0.6981,1.6083,0.707,0.4396,0.8563,1.0598,1.1127,1.2377,1.2995,1.0499,0.0326,8.2587,0.6772,0.3265,0.8016,0.3573,0.5868,0.1964,1100,0,0,0,1,SINISTRA_PANTALONI
-0.0011,0.0163,0.1278,0.5337,-1.1134,-0.0173,0.0049,0.0702,0.3267,-1.6628,0.0553,0.0037,0.0611,0.3766,-0.5449,0.1504,0.0058,0.0759,0.3084,0.069,0.0642,-0.02,-0.0074,-0.3119,-0.1148,0.368,1.8218,2.0907,1.6848,1.1476,0.9248,0.8058,3.319,4.371,2.8384,1.3169,0.8552,0.6494,1.3781,2.1167,-12.2994,1.5359,-8.9247,-5.8108,2.0583,1.0359,0.7623,0.5033,0.3704,0.7359,1.6336,1.4171,1.7305,0.8675,1.0593,1.2212,0.0006,0.227,-0.1632,-0.4202,-0.2526,-0.2105,-0.2787,0.4582,1100,0,0,0,1,SINISTRA_PANTALONI
-0.3674,0.027,0.1644,0.7991,?,0.527,0.0583,0.2414,0.9456,0.1127,0.0287,0.0248,0.1576,0.7447,-1.0649,0.68,0.0614,0.2478,0.8446,0.2421,-0.6971,-12.81,-0.5404,18.3751,0.7751,0.0422,0.6809,1.043,0.6634,1.5318,0.9743,0.6361,0.4636,1.0878,0.4401,2.3463,0.9494,0.4046,-6.6563,2.0806,-2.9614,-0.3126,0.4449,-1.4234,0,0,0,2.9546,0.9562,0.3236,0.8451,1.073,0.9461,1.2697,1.1195,0.8817,0.0066,1.0214,-0.2759,-0.1161,-0.6177,-0.1185,0.9169,-0.0742,1100,0,0,0,1,SINISTRA_PANTALONI
0.0027,0.0273,0.1652,0.7555,-0.9862,-0.0423,0.0037,0.061,0.2817,-1.7882,0.0307,0.0053,0.0726,0.393,-0.8144,0.1786,0.0071,0.0844,0.3606,0.1264,-0.0631,0.0869,0.0149,-1.3766,-0.2367,0.1719,2.7085,2.277,1.9569,0.8407,0.7225,0.8594,7.3361,5.1847,3.8293,0.7067,0.522,0.7386,2.0767,2.1267,-7.1886,1.0241,-3.4615,-3.3801,3.7654,1.7562,0.9214,0.4664,0.2447,0.5247,2.6824,1.9225,2.095,0.7167,0.781,1.0897,0.0006,0.2646,-0.487,-0.1724,0.1749,-0.2527,-0.3151,0.2522,1100,0,0,0,1,SINISTRA_PANTALONI
-0.4701,6.0593,2.4616,10.4153,-1.9899,1.7528,4.8827,2.2097,10.4734,-0.3067,-3.3341,5.4981,2.3448,13.9959,-1.0376,5.2577,3.2065,1.7907,7.4408,0.2403,-0.2682,0.141,-0.0894,-0.5257,0.3334,-0.6341,1.114,1.0498,1.3747,0.9424,1.234,1.3095,1.241,1.1021,1.8897,0.8881,1.5227,1.7147,2.8196,0.9726,-2.9446,0.3449,-1.0443,-3.0275,0.4346,0.5071,0.3556,1.1669,0.8183,0.7013,0.9945,0.7442,1.3998,0.7483,1.4076,1.881,0.0391,7.9056,-0.4246,-0.1241,-0.6346,0.218,0.4545,-0.203,1100,0,0,0,1,TASCA_GIACCA_ALTA
0.6447,8.4718,2.9106,11.6607,-0.968,0.3957,6.027,2.455,9.1607,-0.5938,-2.3946,13.8392,3.7201,14.5983,-2.4967,5.2407,7.18,2.6796,10.0726,0.1138,1.6293,-0.2692,0.123,-0.1652,0.0755,-0.4569,1.1856,0.7824,1.0862,0.6599,0.9162,1.3883,1.4056,0.6122,1.1799,0.4355,0.8394,1.9275,1.6805,0.5502,-4.4349,0.3274,-2.6391,-8.0598,1.0309,1.4193,0.5213,1.3767,0.5057,0.3673,1.2729,0.7988,1.1577,0.6275,0.9095,1.4493,0.0259,7.8861,-0.3086,0.6451,-0.3949,-0.6359,0.7531,-0.7414,1100,0,0,0,1,TASCA_GIACCA_ALTA
0.682,7.6815,2.7715,13.0796,-1.9105,1.8544,6.8962,2.6261,9.8469,-0.4417,-2.6317,8.1037,2.8467,16.2149,-3.2497,5.3109,5.3061,2.3035,11.6846,0.1349,0.3677,-0.2591,0.1284,-0.7046,0.3492,-0.4955,1.0554,0.9736,1.2032,0.9225,1.14,1.2358,1.1139,0.9479,1.4477,0.851,1.2997,1.5273,2.8459,0.6924,-4.7106,0.2433,-1.6552,-6.8029,0.658,1.1778,0.3327,1.7901,0.5057,0.2825,1.3283,0.8066,1.1194,0.6073,0.8427,1.3877,0.0336,7.8865,-0.1344,0.1045,-0.2454,-0.0404,0.5812,-0.4919,1100,0,0,0,1,TASCA_GIACCA_ALTA
-0.4701,6.0593,2.4616,10.4153,-1.9899,1.7528,4.8827,2.2097,10.4734,-0.3067,-3.3341,5.4981,2.3448,13.9959,-1.0376,5.2577,3.2065,1.7907,7.4408,0.2403,-0.2682,0.141,-0.0894,-0.5257,0.3334,-0.6341,1.114,1.0498,1.3747,0.9424,1.234,1.3095,1.241,1.1021,1.8897,0.8881,1.5227,1.7147,2.8196,0.9726,-2.9446,0.3449,-1.0443,-3.0275,0.4346,0.5071,0.3556,1.1669,0.8183,0.7013,0.9945,0.7442,1.3998,0.7483,1.4076,1.881,0.0391,7.9056,-0.4246,-0.1241,-0.6346,0.218,0.4545,-0.203,1100,0,0,0,1,TASCA_GIACCA_ALTA
0.6447,8.4718,2.9106,11.6607,-0.968,0.3957,6.027,2.455,9.1607,-0.5938,-2.3946,13.8392,3.7201,14.5983,-2.4967,5.2407,7.18,2.6796,10.0726,0.1138,1.6293,-0.2692,0.123,-0.1652,0.0755,-0.4569,1.1856,0.7824,1.0862,0.6599,0.9162,1.3883,1.4056,0.6122,1.1799,0.4355,0.8394,1.9275,1.6805,0.5502,-4.4349,0.3274,-2.6391,-8.0598,1.0309,1.4193,0.5213,1.3767,0.5057,0.3673,1.2729,0.7988,1.1577,0.6275,0.9095,1.4493,0.0259,7.8861,-0.3086,0.6451,-0.3949,-0.6359,0.7531,-0.7414,1100,0,0,0,1,TASCA_GIACCA_ALTA
0.682,7.6815,2.7715,13.0796,-1.9105,1.8544,6.8962,2.6261,9.8469,-0.4417,-2.6317,8.1037,2.8467,16.2149,-3.2497,5.3109,5.3061,2.3035,11.6846,0.1349,0.3677,-0.2591,0.1284,-0.7046,0.3492,-0.4955,1.0554,0.9736,1.2032,0.9225,1.14,1.2358,1.1139,0.9479,1.4477,0.851,1.2997,1.5273,2.8459,0.6924,-4.7106,0.2433,-1.6552,-6.8029,0.658,1.1778,0.3327,1.7901,0.5057,0.2825,1.3283,0.8066,1.1194,0.6073,0.8427,1.3877,0.0336,7.8865,-0.1344,0.1045,-0.2454,-0.0404,0.5812,-0.4919,1100,0,0,0,1,TASCA_GIACCA_ALTA
-1.1882,2.987,1.7283,8.2702,-0.816,1.4449,8.9923,2.9987,17.8837,-0.2067,-1.4723,6.6175,2.5725,12.9508,-1.114,4.2419,6.2705,2.5041,14.5272,0.0774,-0.8223,0.807,-0.2801,-0.9814,0.3406,-0.3471,0.5763,0.6718,0.6902,1.1657,1.1975,1.0273,0.3322,0.4514,0.4764,1.3589,1.4341,1.0553,1.2128,0.5445,-3.0482,0.4489,-2.5133,-5.5981,0.3073,0.7434,0.2892,2.4191,0.9412,0.3891,0.4624,0.6386,0.5693,1.3809,1.231,0.8915,0.0245,6.1649,0.8398,0.235,0.6176,0.322,0.8236,0.0236,1100,0,0,0,1,TASCA_GIACCA_ALTA
-3.2333,3.9568,1.9892,8.7609,-4.6444,-0.3852,1.1072,1.0523,4.4078,-1.8888,-0.7045,2.3879,1.5453,8.753,-0.8323,3.9977,2.5689,1.6028,6.4355,0.1422,8.3936,4.5892,-0.8088,0.5468,-0.0964,-0.1762,1.8904,1.2873,1.2411,0.6809,0.6565,0.9641,3.5736,1.657,1.5403,0.4637,0.431,0.9295,2.5013,1.8131,-6.7544,0.7248,-2.7003,-3.7254,1.0173,0.3249,0.2069,0.3194,0.2034,0.6367,1.9876,1.0009,1.3613,0.5036,0.6849,1.3601,0.0354,5.6505,0.0798,0.0844,-0.9133,0.0195,0.0259,-0.0774,1100,0,0,0,1,TASCA_GIACCA_ALTA
0.0173,0.0109,0.1043,0.5129,-0.582,-0.0154,0.0054,0.0734,0.3413,-0.9994,-0.0049,0.0113,0.1065,0.4944,-1.3318,0.1495,0.0058,0.0764,0.322,0.1062,-1.118,-3.5417,0.1156,3.1678,-0.1034,-0.0326,1.4197,0.9789,1.3645,0.6895,0.9611,1.3938,2.0156,0.9583,1.8617,0.4754,0.9237,1.9428,1.1059,0.6681,-4.9319,0.6041,-4.4595,-7.3816,1.8992,1.529,0.8999,0.8051,0.4738,0.5886,1.5027,1.0373,1.5928,0.6903,1.0599,1.5355,0.0003,0.2258,-0.3223,0.0301,0.4322,-0.4898,-0.1271,0.0727,1100,0,0,0,1,TASCA_GIACCA_ALTA
0.0444,0.0121,0.1099,0.4629,-0.8633,-0.0654,0.0051,0.0715,0.2867,-1.9268,-0.0249,0.003,0.0546,0.2546,-1.0414,0.1515,0.0041,0.0641,0.2692,0.1261,-0.6779,-1.7806,0.2929,2.6265,-0.4321,-0.1645,1.5372,2.0137,1.7152,1.31,1.1158,0.8518,2.3629,4.055,2.9419,1.7161,1.245,0.7255,1.1365,1.6517,-5.5233,1.4533,-4.8598,-3.344,2.5367,1.9925,0.8066,0.7854,0.318,0.4049,1.6149,1.8186,1.7198,1.1261,1.065,0.9457,0.0009,0.2275,-0.4868,0.0304,0.5397,-0.0465,-0.5767,-0.1622,1100,0,0,0,1,TASCA_GIACCA_ALTA
4.7862,6.0813,2.466,9.4956,0.0842,-7.2545,17.9237,4.2336,14.0542,?,-0.8579,5.7302,2.3938,9.4555,-1.8267,9.8755,8.4807,2.9122,9.5431,0.3373,-0.6598,-5.5793,0.4847,8.4565,-0.7346,-0.0869,0.5825,1.0302,0.8468,1.7686,1.4538,0.822,0.3393,1.0613,0.7171,3.128,2.1135,0.6757,-0.0621,-0.1428,0.1797,2.3,-2.8933,-1.2579,0,3.0996,0.72,0,0,0.2323,0.6756,1.0042,0.995,1.4864,1.4727,0.9908,0.091,14.1141,0.316,-0.1778,0.1286,-0.6238,-0.8672,0.4961,1100,0,0,0,1,TASCA_GIACCA_BASSA
