@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
-0.4185,4.7384,2.1768,10.896,-0.8965,-0.161,4.7207,2.1727,11.7083,-2.1533,-0.6439,2.5171,1.5865,9.1693,-0.8601,3.2266,2.1806,1.4767,9.0474,0.053,2.5986,0.65,-0.1297,0.2501,-0.0499,-0.1995,1.0019,1.372,1.4741,1.3695,1.4713,1.0744,1.0038,1.8825,2.173,1.8754,2.1648,1.1543,0.6442,1.2148,-10.172,1.8857,-15.7902,-8.3736,1.5474,1.1655,0.6014,0.7532,0.3886,0.516,0.9306,1.1883,1.2043,1.2769,1.2941,1.0135,0.0082,4.9312,-0.0858,0.0191,-0.004,-0.1779,-0.265,0.1238,-2.9353,2.53,1.5906,4.8889,?,-8.942,0.333,0.577,9.7133,?,2.1076,0.2782,0.5274,1.7327,0.4178,0.3283,-1.3927,-4.2427,2.7565,3.0158,1.0941,7.598,9.0952,1.197,0.5033,-3.9313,-7.8107,1,0,0,0.5033,2.8216,5.606,0.1005,13.9849,-0.9631,-0.675,0.7778,0,0,0,0,0,TASCA_DESTRA_DIETRO_PANTALONI
0.4181,1.7866,1.3366,8.8837,-1.4659,0.0483,0.9543,0.9769,5.6248,-1.0825,-0.0988,0.9185,0.9584,6.1894,-1.8234,1.7288,0.8577,0.9261,4.7988,0.104,8.6575,-4.2316,0.2419,-0.4888,0.0279,-0.0572,1.3682,1.3947,1.4433,1.0193,1.0548,1.0348,1.8721,1.9452,2.083,1.039,1.1127,1.0709,1.8062,1.3212,-9.4847,0.7315,-5.251,-7.1787,1.3338,1.6434,0.6727,1.2321,0.5043,0.4093,1.5794,1.4353,1.8512,0.9088,1.1721,1.2898,0.0045,2.6012,-0.1129,0.2247,0.1404,-0.0675,-0.1911,-0.0599,-0.9457,1.3407,1.1579,4.5629,-1.6582,-9.2044,0.0522,0.2285,9.5055,?,3.0014,0.1663,0.4077,1.4538,0.6084,0.1027,-0.3151,-3.0667,5.0681,2.8397,0.5603,25.6858,8.0642,0.314,0.2994,-1.2602,-4.2085,0,0.4624,0,0.48,3.1387,6.5384,0.1013,13.4913,-0.3975,0.0228,0.8377,0,0,0,0,0,TASCA_DESTRA_DIETRO_PANTALONI
0.6504,12.8925,3.5906,13.2515,-0.441,-3.3474,6.1388,2.4777,9.2053,-4.4124,-1.9696,13.8884,3.7267,12.3167,-2.4015,6.5389,5.6695,2.3811,9.681,0.2643,-0.1943,-0.3302,0.0995,1.6995,-0.5119,-0.3012,1.4492,0.9635,1.508,0.6648,1.0406,1.5651,2.1002,0.9283,2.274,0.442,1.0828,2.4497,0.5404,0.4663,-1.166,0.863,-2.1578,-2.5003,5.4071,2.5397,0.6989,0.4697,0.1292,0.2752,1.4396,1.0759,1.3688,0.7474,0.9509,1.2723,0.039,10.0166,-0.3229,-0.7731,0.6922,0.3656,-0.5629,-0.7882,4.7123,13.1644,3.6283,10.9322,-0.1242,-4.3325,26.205,5.1191,13.4067,-2.6877,-0.0306,15.8444,3.9805,13.4099,-0.6039,-1.0877,-154.2172,141.7878,0.7088,0.9115,1.286,0.5024,0.8309,1.6539,0.1236,0.2392,1.9353,2.6749,1.1631,0.4348,0.8154,0.8152,0.9998,0.0634,13.9327,0.7531,-0.2121,0.454,10.5577,149.7279,12.2363,40.0915,0.0937,TASCA_DESTRA_DIETRO_PANTALONI
2.7634,39.9517,6.3207,23.5124,-0.6864,-1.9904,26.2108,5.1196,22.1521,-3.5772,-0.2353,26.6477,5.1621,21.2274,-1.2225,8.7996,27.0309,5.1991,20.4026,0.0403,-1.3884,-11.7421,0.314,8.4576,-0.2262,-0.0267,1.2346,1.2244,1.2157,0.9918,0.9847,0.9929,1.5242,1.4993,1.478,0.9836,0.9697,0.9858,0.5528,0.8196,-11.1605,1.4827,-20.1903,-13.6172,2.8809,1.4598,0.6558,0.5067,0.2276,0.4493,1.0614,1.1076,1.1524,1.0436,1.0857,1.0404,0.0352,13.3258,-0.5994,0.3606,0.6169,-0.0976,-0.7824,0.2033,3.1656,12.2182,3.4955,9.317,-0.0521,1.3667,20.9484,4.5769,12.7375,-1.4034,6.8323,4.4345,2.1058,5.6761,0.3427,2.3163,0.4633,0.2,0.7637,1.6599,2.1735,0.5833,2.7553,4.724,0.062,-0.1559,-2.5129,1.671,1.0254,0.6137,0.7315,1.6414,2.244,0.0789,14.7061,-0.808,-0.9335,0.9285,4.0412,51.6271,7.1852,25,0,TASCA_DESTRA_DIETRO_PANTALONI
2.3059,8.1297,2.8513,12.2767,-0.1221,-1.1232,3.3803,1.8386,7.8475,-2.6289,-0.7299,1.7493,1.3226,8.145,-0.8357,3.5757,7.5852,2.7541,12.2336,0.0189,-2.0529,-3.159,0.6449,1.5388,-0.3141,-0.2041,1.5508,2.1558,1.0353,1.3901,0.6676,0.4802,2.405,4.6474,1.0718,1.9324,0.4456,0.2306,0.235,0.3603,-5.6829,1.5332,-24.1792,-15.7706,5.0592,2.4658,0.8774,0.4874,0.1734,0.3558,1.5644,1.5073,1.0035,0.9635,0.6415,0.6658,0.0281,5.2215,-0.4211,0.1457,0.9124,0.0478,-0.6646,0.0335,3.349,11.9165,3.452,9.9616,-0.0895,2.2075,5.909,2.4308,7.2971,-0.589,7.7721,1.7509,1.3232,5.8304,0.3544,1.5171,0.4309,0.284,1.4201,2.6088,1.8371,2.0167,6.806,3.3749,0.3024,-0.2555,-0.8449,1.9911,1.0124,0.5085,1.3651,1.7086,1.2516,0.0921,14.5335,-0.7801,-0.8745,0.6157,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0523,0.0175,0.1324,0.7723,-1.0309,-0.0535,0.0078,0.0883,0.3628,-2.0788,0.0102,0.0174,0.1318,0.6514,-1.2299,0.1964,0.0098,0.0991,0.3793,0.0717,-0.9774,5.1462,0.2662,-5.265,-0.2724,0.0517,1.5003,1.0044,1.3359,0.6695,0.8904,1.3301,2.2509,1.0089,1.7847,0.4482,0.7929,1.7691,1.6002,1.091,-13.3739,0.6818,-8.3575,-12.258,3.2269,1.3017,0.9307,0.4034,0.2884,0.715,2.1286,1.1855,2.0363,0.5569,0.9566,1.7177,0.0008,0.2976,0.1055,-0.0311,0.3388,-0.2812,-0.0669,0.0355,7.8878,0.0027,0.0521,0.2077,0.974,5.516,0.0059,0.0768,0.2882,0.9492,-1.8756,0.0003,0.0162,1.9106,?,1.43,-4.2055,-2.9409,0.6787,3.2243,4.7508,0.4606,10.3961,22.5705,1.4442,-4.0695,-2.8179,1.4074,0,0,0.7207,0.1087,0.1509,0.1001,15.2794,-0.997,-0.377,0.4372,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
2.4606,8.7754,2.9623,15.9966,-0.2452,-0.898,2.1275,1.4586,5.3901,-2.2863,-0.8748,2.9003,1.703,11.8883,-0.7293,3.8585,6.5416,2.5577,12.5169,0.0317,-2.7401,-2.8128,0.6377,1.0265,-0.2327,-0.2267,2.0309,1.7394,1.1582,0.8565,0.5703,0.6659,4.1247,3.0256,1.3415,0.7335,0.3252,0.4434,0.84,0.6283,-7.695,0.7479,-9.1603,-12.2476,7.8324,1.8687,0.9938,0.2386,0.1269,0.5318,2.9678,1.3456,1.278,0.4534,0.4306,0.9498,0.03,5.5893,-0.1518,0.3237,0.9108,0.1618,-0.2638,0.2483,3.8654,10.0038,3.1629,9.6633,-0.0512,1.5687,3.5742,1.8906,6.0984,-0.5449,7.9022,2.7131,1.6471,6.0843,0.3497,2.4641,0.4892,0.1985,1.673,1.9202,1.1478,2.7989,3.6873,1.3174,0.2188,-0.1438,-0.6573,2.3287,0.9825,0.4219,1.5846,1.5882,1.0023,0.0971,14.0342,-0.7924,-0.8597,0.5379,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
2.0078,26.3217,5.1305,22.8998,-0.9464,0.6332,25.794,5.0788,19.4977,-1.9785,-2.7337,72.9093,8.5387,36.9621,-0.8118,9.1852,52.5626,7.25,22.2745,0.0014,3.1707,-0.7345,0.2186,-0.2316,0.0689,-0.2976,1.0102,0.6008,0.7076,0.5948,0.7005,1.1777,1.0205,0.361,0.5008,0.3538,0.4907,1.3871,0.8597,0.6723,-359.682,0.782,-418.3785,-534.9946,1.7973,0.5767,0.5275,0.3209,0.2935,0.9146,1.1745,0.6195,1.0281,0.5275,0.8753,1.6594,0.0371,14.5976,-0.3966,-0.9504,0.3316,0.4582,-0.2709,-0.2327,3.4185,13.2841,3.6447,9.0423,-0.2433,6.0139,3.772,1.9422,6.2023,0.3483,3.0435,21.9824,4.6885,10.4604,-0.1347,0.5684,1.1232,1.976,1.8766,0.7774,0.4142,3.5217,0.6043,0.1716,-0.5338,1.4251,-2.6696,0.7642,0.7889,1.0323,1.4579,0.8644,0.5929,0.0813,14.0907,0.5554,-0.9498,-0.7864,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0081,0.0133,0.1153,0.7308,-2.271,-0.0151,0.0044,0.0661,0.3015,-1.5593,-0.0102,0.0208,0.1443,0.6546,-1.3364,0.1771,0.0075,0.0866,0.5002,0.0563,-0.5385,-0.7971,0.0459,1.4804,-0.0852,-0.0576,1.7455,0.7992,1.3311,0.4579,0.7626,1.6655,3.0469,0.6388,1.7719,0.2096,0.5815,2.7738,2.7626,1.3551,-17.0129,0.4905,-6.1583,-12.5548,1.8968,0.7974,0.4215,0.4204,0.2222,0.5286,2.4243,1.1164,1.4611,0.4605,0.6027,1.3087,0.0002,0.2578,-0.471,0.0905,-0.3021,-0.0405,0.2293,-0.2374,7.4335,0.0017,0.0418,0.1257,0.9832,6.3693,0.0024,0.0495,0.1506,0.9767,-0.5832,0.0011,0.0331,0.6321,?,1.1671,-12.7464,-10.9216,0.8441,1.2612,1.4942,0.7124,1.5905,2.2325,1.1697,-11.6583,-9.9671,1.1619,0,0,0.8351,0.1989,0.2382,0.1043,14.386,-1.0029,-0.266,0.3188,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
0.2017,0.3051,0.5524,5.5384,-0.2495,0.012,0.4089,0.6395,4.0294,-0.794,0.1562,1.556,1.2474,16.3705,-0.7345,0.8188,1.6649,1.2903,10.5009,0.0052,16.8088,1.2912,0.2464,0.0768,0.0147,0.1908,0.8639,0.4428,0.4281,0.5126,0.4956,0.9667,0.7462,0.1961,0.1833,0.2628,0.2456,0.9346,0.62,0.1595,-20.0717,0.2572,-32.3715,-125.8412,1.9735,0.4697,0.4199,0.238,0.2128,0.8941,1.3745,0.3383,0.5274,0.2461,0.3837,1.559,0.0027,1.1857,0.4515,0.8185,0.5269,0.3271,0.1714,0.3332,-1.4934,0.0166,0.1288,2.0064,?,-9.669,0.0004,0.0191,9.6905,?,0.6481,0.0143,0.1194,0.3561,0.554,0.1545,-2.3043,-14.9191,6.7414,1.0792,0.1601,45.4461,1.1646,0.0256,0.207,-4.5371,-21.9134,1,0,0,0.207,5.6347,27.2146,0.1032,11.8105,-0.9398,0.5327,-0.2076,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
-2.6259,13.9283,3.7321,15.0595,-4.6137,-1.7666,6.3317,2.5163,9.3335,-0.8605,0.0804,6.6111,2.5712,9.1843,-0.7587,5.3456,8.3186,2.8842,12.9484,0.0276,1.4864,-32.679,-0.4912,-21.9847,-0.3305,0.015,1.4832,1.4515,1.294,0.9786,0.8724,0.8915,2.1998,2.1068,1.6744,0.9577,0.7611,0.7947,2.8672,3.1239,-33.659,1.0895,-11.7394,-10.7747,0.5347,0.5137,0.2015,0.9606,0.3767,0.3922,1.6135,1.6397,1.163,1.0162,0.7208,0.7093,0.0333,8.0017,0.3607,-0.4535,-0.8719,-0.1857,-0.2156,0.6017,-2.3527,13.8185,3.7173,9.712,-10.9689,4.051,13.0691,3.6151,10.6259,-0.5765,6.707,2.341,1.53,4.6972,0.3987,-0.5808,-0.3508,0.604,1.0283,2.4296,2.3628,1.0573,5.9028,5.5827,2.2905,-2.8576,-1.2476,0.1204,0.1039,0.8628,0.914,2.0676,2.2622,0.0861,14.8037,0.9392,0.8466,0.9425,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.5017,0.5759,0.7589,3.4408,-0.1103,0.1291,0.4556,0.6749,5.3056,-0.6829,-0.2028,0.5787,0.7607,4.4217,-1.593,0.9983,0.9231,0.9608,3.4742,0.0141,3.8873,-2.4736,0.5026,-0.6363,0.1293,-0.2032,1.1244,0.9976,0.7899,0.8873,0.7025,0.7917,1.2643,0.9953,0.6239,0.7872,0.4935,0.6269,0.1588,0.1258,-6.868,0.7926,-43.261,-54.5819,0.983,1.8173,0.8794,1.8487,0.8946,0.4839,0.6485,0.7782,0.9904,1.1999,1.5271,1.2727,0.0059,1.4746,-0.0129,-0.444,0.7943,0.467,0.0368,-0.6491,0.9793,0.0205,0.1433,0.4946,0.6099,-9.7481,0.0002,0.0134,9.7704,?,0.3864,0.016,0.1265,0.4212,0.1604,-0.1005,2.5345,-25.2289,10.6818,1.1326,0.106,114.1016,1.2828,0.0112,-0.0792,9.6143,-121.4504,0,2.528,0,0.0506,1.1744,23.1988,0.1032,11.1137,0.9695,-0.4782,-0.2485,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.0224,7.9605,2.8214,14.6805,-1.9348,-1.8267,1.9382,1.3922,6.2579,-3.0246,-0.4261,4.8546,2.2033,11.8673,-0.9837,3.925,3.9114,1.9777,9.3989,0.0457,0.5597,2.3998,-0.2605,4.2874,-0.4654,-0.1086,2.0266,1.2805,1.4266,0.6319,0.7039,1.1141,4.1071,1.6398,2.0352,0.3993,0.4955,1.2411,2.0579,1.6446,-21.4843,0.7992,-10.44,-13.0634,3.2171,0.8362,0.5079,0.2599,0.1579,0.6074,2.3459,1.2371,1.5619,0.5273,0.6658,1.2626,0.0223,5.9859,-0.2957,0.3361,-0.2768,-0.1405,-0.3427,-0.1896,-4.3041,3.4096,1.8465,8.3857,?,1.6948,7.993,2.8272,9.6694,-1.314,7.7252,3.6925,1.9216,6.97,0.2396,-2.5396,-0.5572,0.2194,0.6531,0.9609,1.4713,0.4266,0.9234,2.1646,1.5272,-3.8184,-2.5002,0,0,0.4559,0.8672,1.2031,1.3873,0.0938,15.0676,0.9015,0.9057,0.9288,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-2.6583,1.8567,1.3626,4.6883,?,-1.5229,1.1856,1.0888,4.1376,-5.6702,-1.7356,1.1875,1.0897,4.293,-12.9886,3.7788,2.3491,1.5327,5.4362,0.0823,1.7456,1.5317,-0.7035,0.8774,-0.403,-0.4593,1.2514,1.2504,0.889,0.9992,0.7104,0.711,1.5661,1.5636,0.7904,0.9984,0.5047,0.5055,1.3329,1.1761,-9.6179,0.8824,-7.2157,-8.1774,0,0,0,2.0213,0.1047,0.0518,1.1331,1.0921,0.8624,0.9638,0.7611,0.7897,0.0405,6.0009,0.2864,0.2486,-0.7958,0.7213,-0.7458,-0.7213,-2.7185,6.3652,2.5229,7.4766,-25.2192,1.4193,1.354,1.1636,3.8438,-0.4775,7.6677,1.8859,1.3733,4.3457,0.5272,-1.9154,-0.3545,0.1851,2.1682,1.8372,0.8473,4.7012,3.3752,0.7179,5.7893,-1.4841,-0.2563,0.1096,0.031,0.283,1.9451,1.7204,0.8845,0.0949,12.1144,0.9767,0.991,0.993,5.8506,20.1271,4.4863,12,0,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.3607,2.9859,1.728,5.9997,-18.1093,-1.5048,2.7059,1.645,5.5336,-18.1523,-0.0245,2.4902,1.578,5.8922,-1.1249,2.8788,4.0109,2.0027,6.8224,0.0282,0.9042,55.5834,-0.4727,61.4701,-0.5227,-0.0085,1.0505,1.095,0.8628,1.0424,0.8214,0.7879,1.1035,1.1991,0.7444,1.0866,0.6746,0.6208,1.0841,1.8228,-28.7638,1.6814,-26.5323,-15.7799,1.0867,0.1132,0.0447,0.1042,0.0412,0.395,1.0842,1.0182,0.8794,0.9391,0.8111,0.8637,0.0203,4.3082,0.7993,-0.1623,-0.9038,-0.063,-0.8953,0.0454,-2.1783,5.1108,2.2607,6.5294,?,3.3694,7.0304,2.6515,9.0321,-0.8105,8.227,0.3119,0.5585,2.2073,0.745,-0.6465,-0.2648,0.4095,0.8526,4.0481,4.7479,0.727,16.3874,22.5426,1.6148,-1.0124,-0.627,0,0,0.5763,0.7229,2.9581,4.0919,0.0915,14.4652,0.9497,0.8172,0.9489,33.0565,27.6167,5.2552,20.9613,0.435,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.9294,4.7683,2.1836,9.8176,-4.8435,-1.2593,3.4168,1.8485,6.4464,-34.5612,-0.4408,5.5797,2.3621,8.4148,-1.0983,3.1248,6.6444,2.5777,10.3087,0.0093,0.738,2.1086,-0.2974,2.8572,-0.403,-0.1411,1.1813,0.9244,0.8471,0.7825,0.7171,0.9164,1.3956,0.8546,0.7176,0.6124,0.5142,0.8398,1.2989,1.8475,-84.4287,1.4224,-65.0026,-45.6986,9.268,0.4189,0.1615,0.0452,0.0174,0.3854,1.5229,1.1667,0.9524,0.7661,0.6253,0.8163,0.0163,4.6185,0.8357,-0.6153,-0.7956,-0.3658,-0.933,0.2755,-0.9379,5.0141,2.2392,9.6913,-5.0321,4.5932,1.38,1.1747,6.4357,-0.1617,8.2154,0.3672,0.6059,3.0586,0.6419,-0.2042,-0.1142,0.5591,1.9062,3.6954,1.9387,3.6334,13.6562,3.7585,9.0257,-1.4743,-0.1633,0.29,0.1881,0.6485,1.5059,3.1686,2.1041,0.0946,14.1956,0.9271,0.8278,0.913,34.6415,39.5857,6.2917,25.3598,0.3401,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0622,7.2841,2.6989,16.1246,-1.3157,1.0892,8.0266,2.8331,11.1662,-0.5166,0.031,8.8596,2.9765,20.0044,-0.6497,4.5183,4.9464,2.2241,14.6093,0.0387,0.0571,2.0078,0.0138,35.1449,0.2411,0.0069,0.9526,0.9067,1.2135,0.9518,1.2739,1.3383,0.9075,0.8222,1.4726,0.906,1.6227,1.7911,2.4086,1.1629,-15.5567,0.4828,-6.4589,-13.378,0.9458,0.5742,0.4582,0.6072,0.4844,0.7979,1.4441,0.8061,1.1037,0.5582,0.7643,1.3693,0.0111,6.8035,-0.4238,-0.1217,-0.2133,-0.2094,0.3868,0.201,-7.381,3.2765,1.8101,9.4035,?,-5.5597,5.1061,2.2597,8.5106,?,1.1171,1.1476,1.0713,3.3932,-0.0713,1.3276,-6.6071,-4.9767,0.8011,1.6897,2.1093,0.6417,2.855,4.4492,1.1049,41.6226,37.6704,1,0,0,1.1049,2.7713,2.5082,0.095,14.069,-0.9981,0.0891,-0.1142,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
