@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-0.2444,0.1574,0.3967,3.4947,-1.4129,0.2399,0.1718,0.4145,3.6893,-0.8817,1.0572,1.02,1.0099,3.8098,-0.1419,1.3263,0.825,0.9083,3.904,0.0238,-1.0191,-0.2312,-0.1843,0.2269,0.1809,0.7971,0.9572,0.3928,0.4368,0.4104,0.4563,1.1119,0.9163,0.1543,0.1908,0.1684,0.2082,1.2364,1.1838,4.3238,-21.5005,3.6525,-18.1621,-4.9726,0.7387,0.4341,0.3622,0.5876,0.4903,0.8343,0.9473,0.9173,0.8952,0.9684,0.945,0.9759,0.0112,1.8147,-0.1227,-0.242,-0.0296,-0.1248,0.1019,0.8949,-13.1436,1.3423,1.1586,15.1062,?,58.9884,1.7641,1.3282,4.6555,0.923,-7.309,57.098,7.5563,25.3113,-1.2233,-0.2228,1.7983,-8.0706,0.8723,0.1533,0.1758,0.7609,0.0235,0.0309,-0.2706,1.0847,-4.0084,0,0,5.3124,3.2448,0.5968,0.1839,0.6149,82.0326,-0.3663,0.3686,-0.8949,DESTRA_PANTALONI
2.0133,9.1307,3.0217,24.5694,-0.1842,-0.9617,6.4543,2.5405,16.029,-0.4483,-1.0305,5.6476,2.3765,18.9062,-0.9353,4.4404,7.5554,2.7487,22.007,0.0452,-2.0936,-1.9536,0.4534,0.9332,-0.2166,-0.2321,1.1894,1.2715,1.0993,1.069,0.9243,0.8646,1.4147,1.6167,1.2085,1.1428,0.8543,0.7475,0.7702,0.4182,-3.666,0.543,-4.7597,-8.7651,1.8747,2.1239,0.9001,1.1329,0.4802,0.4238,1.5328,1.2995,1.1164,0.8478,0.7284,0.8591,0.0259,6.5789,0.1914,0.2193,0.6827,-0.0531,0.0139,0.041,-29.6872,53.3002,7.3007,38.6398,?,-5.8369,351.0141,18.7354,52.6199,-0.9446,-18.017,15.5511,3.9435,25.0198,?,5.0861,1.6477,0.324,0.3897,1.8513,4.751,0.1518,3.4274,22.5717,1.5117,1.5444,1.0216,0,1,0,0.7343,1.5444,2.1031,0.3707,65.6884,-0.7234,-0.83,0.9215,SINISTRA_PANTALONI
0.0478,0.03,0.1733,1.2634,-0.1589,0.0202,0.0821,0.2866,2.1413,-0.199,0.0475,0.0055,0.0744,0.4779,-0.4188,0.1747,0.0921,0.3035,2.0551,0.0089,2.3678,1.005,0.2734,0.4245,0.1154,0.272,0.6049,2.3304,0.5711,3.8528,0.9442,0.2451,0.3659,5.4308,0.3262,14.8441,0.8915,0.0601,0.4875,1.2282,-9.369,2.5192,-19.218,-7.6285,0.6104,3.2364,0.5257,5.3021,0.8613,0.1624,0.59,2.6436,0.6147,4.4807,1.0419,0.2325,0.0007,0.2646,0.8691,0.4618,0.8918,0.2455,0.9109,0.3787,-41.7611,0.0274,0.1656,42.2989,?,-1.9217,0.0665,0.2579,2.2797,?,-9.663,0.1048,0.3237,10.2585,?,21.7309,4.3218,0.1989,0.6421,0.5115,0.7966,0.4122,0.2616,0.6346,18.5549,4.1233,0.2222,1,1,1,18.5549,4.1233,0.2222,0.4517,53.3458,0.2354,-0.119,0.244,SINISTRA_PANTALONI
1.5732,8.7321,2.955,19.2553,-0.1913,-2.0921,5.9908,2.4476,10.8576,-1.3327,-0.6177,1.6171,1.2717,5.1238,-1.4618,3.9512,7.9612,2.8216,16.4798,0.0062,-0.752,-2.5468,0.3982,3.3868,-0.5295,-0.1563,1.2073,2.3237,1.0473,1.9247,0.8675,0.4507,1.4576,5.3997,1.0968,3.7046,0.7525,0.2031,0.4985,1.0163,-30.0739,2.0388,-60.3293,-29.5907,3.4725,7.7658,0.9747,2.2364,0.2807,0.1255,1.7734,3.758,1.1684,2.1191,0.6588,0.3109,0.028,5.9974,-0.4516,-0.0339,0.837,0.1881,-0.6549,-0.0831,-15.1331,60.906,7.8042,27.7191,-19.0951,10.8954,123.2499,11.1018,29.2206,0.0041,-32.9529,12.5073,3.5366,36.7798,?,-1.3889,0.4592,-0.3306,0.703,2.2067,3.1391,0.4942,4.8696,9.8542,-221.3077,0.7161,-0.0032,0.047,0,0,0.9486,0.7537,0.7945,0.3944,59.1225,0.4969,-0.0113,0.8543,SINISTRA_PANTALONI
0.041,0.0073,0.0852,0.5499,-1.3639,-0.0491,0.0213,0.1459,1.172,-0.1911,0.0255,0.0059,0.0767,0.4321,-0.7136,0.1559,0.0149,0.1219,0.972,0.0387,-0.8351,1.6086,0.2628,-1.9263,-0.3147,0.1634,0.5838,1.1101,0.6988,1.9013,1.1968,0.6295,0.3409,1.2322,0.4883,3.615,1.4324,0.3962,1.687,1.7631,-8.0975,1.0451,-4.7999,-4.5927,0.2364,0.9224,0.23,3.9019,0.9731,0.2494,0.4692,1.2725,0.5657,2.7123,1.2058,0.4446,0.0007,0.2329,0.1814,-0.3447,0.3067,0.0394,0.7297,0.1935,-35.6875,0.0782,0.2797,36.5997,?,-7.3837,0.1448,0.3805,7.8598,?,23.6762,0.088,0.2967,1.1993,0.9509,4.8333,-1.5073,-0.3119,0.7349,0.9426,1.2825,0.5401,0.8884,1.6448,4.6566,-1.5763,-0.3385,1,0,0,4.6566,30.5165,6.5534,0.4527,66.7474,-0.7944,-0.1236,-0.0012,SINISTRA_PANTALONI
0.018,0.0033,0.0575,0.3143,-0.8773,-0.031,0.0024,0.0494,0.2796,-1.382,0.0368,0.0041,0.0638,0.2968,-0.5524,0.1003,0.0024,0.049,0.2358,0.045,-0.5801,0.4896,0.1794,-0.8441,-0.3092,0.3664,1.1649,0.9013,1.1743,0.7737,1.0081,1.3029,1.357,0.8124,1.379,0.5987,1.0162,1.6975,0.9055,1.3906,-13.2208,1.5358,-14.6013,-9.5072,1.4264,0.8757,0.6781,0.6139,0.4754,0.7744,1.1242,1.0589,1.333,0.942,1.1857,1.2588,0.0005,0.1527,-0.4461,0.0773,0.2912,-0.1669,-0.4183,0.4794,-24.8228,0.0561,0.237,25.3189,?,-27.8972,0.0171,0.1307,28.2593,?,18.8323,0.0432,0.2079,0.9003,0.9533,0.8898,-1.3181,-1.4813,1.8131,1.1399,0.6287,3.2875,1.2994,0.3953,0.896,-1.3791,-1.5392,1,0,0,0.896,28.1237,31.3898,0.4402,71.5523,-0.0828,-0.3854,0.173,SINISTRA_PANTALONI
-2.4375,3.4411,1.855,6.5323,-63.6809,-0.1786,0.755,0.8689,4.0588,-1.2376,-1.8685,4.8042,2.1918,8.8542,-9.0345,3.4592,6.4994,2.5494,8.6772,0.0162,13.6455,1.3045,-0.7047,0.0956,-0.0516,-0.5402,2.1349,0.8463,0.7276,0.3964,0.3408,0.8598,4.5576,0.7163,0.5295,0.1572,0.1162,0.7392,2.8648,0.8067,-45.0857,0.2816,-15.7376,-55.8856,0.0557,0.1145,0.0115,2.0557,0.2057,0.1,1.6094,0.7378,0.7528,0.4584,0.4678,1.0204,0.0354,5.1302,-0.0274,0.6634,-0.9079,0.0459,-0.0033,-0.8998,-1.4555,287.1498,16.9455,51.5,-0.4406,-7.4698,6.3287,2.5157,12.875,?,-25.5833,27.1903,5.2144,31.125,?,0.1948,0.0569,0.292,6.7359,3.2497,0.4824,45.3724,10.5607,0.2328,1.2233,0.506,0.4137,0,0,1,4,1.6546,0.4137,0.3068,47.9698,-0.7136,0.6779,-0.1546,SINISTRA_PANTALONI
-1.9998,24.7689,4.9768,45.3506,-2.0412,0.3679,2.5987,1.612,8.4781,-1.0752,-0.7595,10.6018,3.256,32.8028,-0.4283,4.3117,24.0902,4.9082,31.1809,0.022,-5.436,2.6332,-0.4638,-0.4844,0.0853,-0.1761,3.0873,1.5285,1.014,0.4951,0.3284,0.6634,9.5314,2.3363,1.0282,0.2451,0.1079,0.4401,6.9295,3.0943,-43.3683,0.4465,-6.2585,-14.0157,3.65,0.6493,0.4677,0.1779,0.1281,0.7203,5.3492,1.3825,1.4544,0.2585,0.2719,1.052,0.0226,6.2209,-0.0074,0.5809,-0.5796,0.1698,0.0191,0.009,-41.3823,203.5452,14.2669,56.6986,?,-21.1767,25.3997,5.0398,28.1387,?,35.9999,159.7029,12.6374,37.8006,0.3492,1.9541,-1.1495,-0.5882,2.8308,1.1289,0.3988,8.0137,1.2745,0.159,2.015,-2.7959,-1.3876,1,0,0,2.015,1.4999,0.7444,0.6125,98.5588,-0.3247,0.9943,-0.349,SINISTRA_PANTALONI
0.0909,0.0216,0.1471,0.698,-0.6679,-0.0796,0.02,0.1415,0.6124,-2.2965,-0.0018,0.0153,0.1239,0.6316,-1.2916,0.2407,0.0137,0.1169,0.5477,0.0792,-1.1425,-51.3736,0.3777,44.965,-0.3306,-0.0074,1.0395,1.1876,1.2581,1.1425,1.2104,1.0594,1.0805,1.4103,1.5829,1.3052,1.465,1.1224,0.6551,0.7852,-5.9311,1.1986,-9.0532,-7.5533,2.2526,1.5186,0.7035,0.6741,0.3123,0.4633,1.1397,1.1052,1.2743,0.9697,1.1181,1.153,0.0013,0.3665,-0.4265,-0.0896,0.5982,0.1782,-0.6278,-0.0522,-8.5242,0.3599,0.5999,9.4193,?,-53.6865,0.0785,0.2802,54.1199,?,12.1824,0.155,0.3937,1.4999,0.8837,0.1588,-0.6997,-4.4069,2.1406,1.5237,0.7118,4.5822,2.3217,0.5067,0.174,-0.8263,-4.7474,1,0,0,0.174,6.2798,36.0814,0.5926,74.3931,-0.7421,-0.6947,0.5222,SINISTRA_PANTALONI
0.008,0.0093,0.0966,0.4748,-1.182,-0.0089,0.0046,0.0677,0.3208,-0.9523,-0.0268,0.0042,0.0651,0.3741,-1.7645,0.1253,0.0033,0.0575,0.2502,0.0541,-0.9003,-0.2995,0.064,0.3327,-0.0711,-0.2137,1.427,1.4825,1.6808,1.0388,1.1778,1.1338,2.0364,2.1977,2.825,1.0792,1.3872,1.2854,1.6438,1.0772,-17.9596,0.6553,-10.926,-16.6727,1.3243,1.608,0.8227,1.2142,0.6212,0.5116,1.4801,1.2692,1.8978,0.8575,1.2822,1.4953,0.0003,0.1871,0.0506,-0.1807,0.2282,0.0381,0.1116,-0.1445,-19.1783,0.0431,0.2075,19.6198,?,-49.7921,0.0405,0.2012,50.2197,?,16.8063,0.0313,0.1768,0.6592,0.9614,0.3852,-1.1411,-2.9627,1.0317,1.1739,1.1379,1.0644,1.3781,1.2947,0.3907,-1.1934,-3.0548,1,0,0,0.3907,29.7639,76.1852,0.5889,85.7767,0.2675,0.0225,0.4445,SINISTRA_PANTALONI
0.5096,14.2255,3.7717,20.1287,-1.4181,-0.2071,7.9154,2.8134,12.0414,-1.2932,0.1779,3.7569,1.9383,15.1552,-1.0417,4.4908,6.0646,2.4626,11.6574,0.0334,-2.4613,2.8645,0.1135,-1.1638,-0.0461,0.0396,1.3406,1.9459,1.5316,1.4515,1.1425,0.7871,1.7972,3.7865,2.3457,2.1069,1.3052,0.6195,1.7384,1.5266,-29.2675,0.8782,-16.8359,-19.1716,1.5853,1.1215,0.6902,0.7074,0.4354,0.6155,1.6716,1.3282,1.7267,0.7945,1.0329,1.3001,0.006,6.4932,-0.151,-0.1035,-0.0636,0.2625,-0.0851,0.0526,21.8731,45.1346,6.7182,23.0576,0.3027,24.9458,13.1068,3.6203,10.8658,0.6359,9.7079,5.8655,2.4219,8.1055,0.4205,0.8768,2.2531,2.5696,1.8557,2.774,1.4948,3.4436,7.6949,2.2346,0.5274,1.7014,3.2262,1.108,2.3639,2.1335,2.122,2.8447,1.3405,0.3564,56.5268,-0.9544,0.1749,-0.3138,SINISTRA_PANTALONI
1.9403,8.7493,2.9579,14.655,-0.3115,0.7574,6.12,2.4739,10.6965,-1.0049,-0.8657,8.4823,2.9124,16.7151,-1.148,4.635,6.9563,2.6375,11.6154,0.0339,2.5616,-2.2412,0.4186,-0.8749,0.1634,-0.1868,1.1957,1.0156,1.1215,0.8494,0.938,1.1043,1.4296,1.0315,1.2578,0.7215,0.8798,1.2194,0.6492,0.3896,-8.5351,0.6001,-13.1467,-21.9064,2.0945,1.436,0.9294,0.6856,0.4437,0.6472,1.3701,0.8768,1.2617,0.6399,0.9209,1.4391,0.0243,6.6707,0.3064,0.1555,0.7112,0.1988,-0.0014,-0.1909,-12.8876,14.0859,3.7531,20.7596,?,-2.1716,160.7453,12.6785,37.9776,-2.2463,-30.1914,23.849,4.8835,34.3185,?,5.9345,0.4269,0.0719,0.296,0.7685,2.5962,0.0876,0.5906,6.7401,0.79,0.6049,0.7657,0,1,0,0.5466,0.6049,1.1066,0.3538,54.4551,0.7513,-0.6516,-0.8917,SINISTRA_PANTALONI
1.8859,19.079,4.368,22.5426,-0.2397,-0.0928,12.0223,3.4673,16.542,-0.4353,-0.7038,10.3286,3.2138,23.7352,-2.238,5.5386,14.8146,3.849,19.403,0.0361,-20.3232,-2.6797,0.3405,0.1319,-0.0168,-0.1271,1.2597,1.3591,1.1348,1.0789,0.9008,0.835,1.587,1.8472,1.2878,1.164,0.8115,0.6972,0.8689,0.2657,-5.9959,0.3058,-6.901,-22.5651,1.5778,2.4806,0.9033,1.5723,0.5725,0.3641,1.3627,0.9498,1.1618,0.6969,0.8525,1.2233,0.0217,8.1988,0.1108,0.0791,0.6779,-0.1974,0.4154,-0.3242,-7.5359,6.5096,2.5514,11.3388,?,2.6311,38.1155,6.1738,28.0182,-3.3646,-34.4108,4.4359,2.1062,35.939,?,-2.8642,0.219,-0.0765,0.4133,1.2114,2.9313,0.1708,1.4675,8.5925,0.525,0.3155,0.601,0,1,0,0.4047,0.3155,0.7796,0.3798,47.7311,-0.228,-0.0592,-0.9225,SINISTRA_PANTALONI
-0.9967,4.9494,2.2247,9.6629,-1.1833,0.7699,5.3461,2.3122,11.2146,-0.3852,-0.5181,5.3674,2.3168,11.235,-1.2825,3.8643,2.5847,1.6077,8.468,0.1138,-1.2946,1.9238,-0.2579,-1.4861,0.1992,-0.1341,0.9622,0.9603,1.3838,0.998,1.4382,1.441,0.9258,0.9221,1.9149,0.996,2.0684,2.0766,1.6794,0.8296,-4.8155,0.494,-2.8673,-5.8046,0.5467,0.8992,0.4632,1.6448,0.8473,0.5151,0.8616,0.8601,1.1411,0.9982,1.3243,1.3268,0.0146,5.7276,0.3808,0.2195,-0.0876,0.1831,0.5282,-0.1099,-4.2599,4.8143,2.1942,9.9594,?,-29.9788,1.6949,1.3019,34.1995,?,-16.3205,2.8727,1.6949,18.7195,?,0.1421,0.261,1.8369,1.6854,1.2946,0.7681,2.8406,1.6759,0.59,0.2912,0.532,1.8269,1,1,1,0.2912,0.532,1.8269,0.3699,50.5592,-0.5972,-0.1283,-0.6056,SINISTRA_PANTALONI
0.0087,0.0075,0.0865,0.4285,-0.7462,-0.0252,0.0089,0.0945,0.4611,-1.6547,-0.0087,0.0046,0.0678,0.399,-0.5357,0.1322,0.0043,0.0656,0.3211,0.0697,-0.3463,-1.0013,0.0659,2.891,-0.1904,-0.0658,0.915,1.2761,1.3172,1.3947,1.4396,1.0322,0.8372,1.6284,1.7349,1.9452,2.0724,1.0654,0.637,1.3154,-7.6138,2.0648,-11.9519,-5.7883,1.4126,0.9444,0.7109,0.6685,0.5032,0.7527,0.9292,1.0738,1.3343,1.1556,1.436,1.2426,0.0003,0.1956,-0.2607,-0.143,0.4117,-0.1846,-0.2858,0.0849,-24.8257,0.0652,0.2554,25.1999,?,-24.9439,0.0628,0.2506,25.3799,?,-12.0828,0.0954,0.3088,12.7197,?,0.9953,2.0546,2.0644,1.0194,0.8272,0.8114,1.0391,0.6842,0.6584,0.9929,1.9812,1.9953,1,1,1,0.9929,1.9812,1.9953,0.4181,61.8523,-0.1392,0.3509,0.2508,SINISTRA_PANTALONI
0.0216,0.0181,0.1344,0.7203,-0.6782,-0.0262,0.0075,0.0865,0.418,-0.7788,0.0035,0.0084,0.0916,0.4524,-0.9308,0.1707,0.006,0.0772,0.3754,0.1294,-0.8241,6.1178,0.1267,-7.4232,-0.1537,0.0207,1.5537,1.4678,1.741,0.9447,1.1205,1.1862,2.4141,2.1543,3.0312,0.8924,1.2556,1.407,1.5905,1.3348,-5.2189,0.8393,-3.2813,-3.9098,1.8263,1.8319,0.9954,1.003,0.545,0.5434,1.7231,1.5923,1.9187,0.9241,1.1135,1.205,0.0004,0.2562,0.0051,-0.2243,0.2342,-0.3375,-0.0706,-0.0389,-25.3939,0.0436,0.2087,25.679,?,-26.4188,0.0442,0.2102,26.8188,?,-8.7604,0.0703,0.2651,9.2987,?,0.9612,2.8987,3.0157,0.9929,0.7873,0.7929,0.9858,0.6198,0.6287,0.9575,2.7616,2.8841,1,1,1,0.9575,2.7616,2.8841,0.3966,60.573,-0.2198,-0.0292,-0.3116,SINISTRA_PANTALONI
0.0653,0.0226,0.1504,0.8353,-0.9046,-0.1057,0.0128,0.1133,0.5693,-2.4209,0.0373,0.0101,0.1003,0.7333,-1.907,0.2228,0.0127,0.1127,0.49,0.0672,-0.6173,1.7513,0.2929,-2.8368,-0.4744,0.1672,1.328,1.4996,1.3352,1.1292,1.0055,0.8904,1.7636,2.2487,1.7829,1.2751,1.0109,0.7928,0.9847,0.8247,-11.2381,0.8375,-11.4132,-13.6276,2.6353,1.7386,0.8349,0.6597,0.3168,0.4802,1.4672,1.139,1.7046,0.7764,1.1619,1.4966,0.0014,0.3303,-0.3614,-0.0898,0.3938,-0.175,-0.3396,0.0185,-21.7062,0.2844,0.5333,22.6196,?,-29.116,0.1033,0.3215,29.7592,?,-9.6064,0.0145,0.1204,9.8999,?,0.7455,2.2596,3.0309,1.6588,4.4296,2.6703,2.7517,19.6216,7.1307,0.7601,2.2848,3.006,1,1,1,0.7601,2.2848,3.006,0.4039,60.4286,-0.5686,-0.2638,-0.0371,SINISTRA_PANTALONI
