@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-0.4185,4.7384,2.1768,10.896,-0.8965,-0.161,4.7207,2.1727,11.7083,-2.1533,-0.6439,2.5171,1.5865,9.1693,-0.8601,3.2266,2.1806,1.4767,9.0474,0.053,2.5986,0.65,-0.1297,0.2501,-0.0499,-0.1995,1.0019,1.372,1.4741,1.3695,1.4713,1.0744,1.0038,1.8825,2.173,1.8754,2.1648,1.1543,0.6442,1.2148,-10.172,1.8857,-15.7902,-8.3736,1.5474,1.1655,0.6014,0.7532,0.3886,0.516,0.9306,1.1883,1.2043,1.2769,1.2941,1.0135,0.0082,4.9312,-0.0858,0.0191,-0.004,-0.1779,-0.265,0.1238,-0.5279,0.0012,0.0344,0.5642,?,-0.3282,0.005,0.0704,0.4138,?,0.595,0.0031,0.056,0.1697,0.7424,1.6084,-0.8871,-0.5515,0.4884,0.6132,1.2555,0.2386,0.3761,1.5763,1.3632,-1.1534,-0.846,1,0,0,1.3632,3.3238,2.4381,0.009,1.4511,-0.756,-0.0774,0.5262,?,?,?,?,?,DESTRA_PANTALONI
0.4181,1.7866,1.3366,8.8837,-1.4659,0.0483,0.9543,0.9769,5.6248,-1.0825,-0.0988,0.9185,0.9584,6.1894,-1.8234,1.7288,0.8577,0.9261,4.7988,0.104,8.6575,-4.2316,0.2419,-0.4888,0.0279,-0.0572,1.3682,1.3947,1.4433,1.0193,1.0548,1.0348,1.8721,1.9452,2.083,1.039,1.1127,1.0709,1.8062,1.3212,-9.4847,0.7315,-5.251,-7.1787,1.3338,1.6434,0.6727,1.2321,0.5043,0.4093,1.5794,1.4353,1.8512,0.9088,1.1721,1.2898,0.0045,2.6012,-0.1129,0.2247,0.1404,-0.0675,-0.1911,-0.0599,-0.479,0.0005,0.0229,0.5134,?,-0.3404,0.0014,0.0374,0.3836,?,0.5311,0.0016,0.0405,0.1622,0.7264,1.4072,-0.9019,-0.6409,0.6114,0.5641,0.9226,0.3738,0.3182,0.8512,1.3384,-1.1926,-0.8911,1,0,0,1.3384,3.1661,2.3657,0.0083,1.3505,-0.5681,-0.8823,0.6463,?,?,?,?,?,DESTRA_PANTALONI
0.6504,12.8925,3.5906,13.2515,-0.441,-3.3474,6.1388,2.4777,9.2053,-4.4124,-1.9696,13.8884,3.7267,12.3167,-2.4015,6.5389,5.6695,2.3811,9.681,0.2643,-0.1943,-0.3302,0.0995,1.6995,-0.5119,-0.3012,1.4492,0.9635,1.508,0.6648,1.0406,1.5651,2.1002,0.9283,2.274,0.442,1.0828,2.4497,0.5404,0.4663,-1.166,0.863,-2.1578,-2.5003,5.4071,2.5397,0.6989,0.4697,0.1292,0.2752,1.4396,1.0759,1.3688,0.7474,0.9509,1.2723,0.039,10.0166,-0.3229,-0.7731,0.6922,0.3656,-0.5629,-0.7882,0.2126,0.0932,0.3052,0.9424,-0.7643,-0.5674,0.0431,0.2075,0.7621,?,0.5566,0.0117,0.108,0.3049,0.5701,-0.3747,0.382,-1.0195,1.471,2.8268,1.9217,2.1639,7.9908,3.6928,0.5357,-1.0099,-1.8851,0,0.7532,0,1.2366,3.0911,2.4997,0.0081,1.4647,0.0861,-0.8975,-0.0844,?,?,?,?,?,DESTRA_PANTALONI
2.7634,39.9517,6.3207,23.5124,-0.6864,-1.9904,26.2108,5.1196,22.1521,-3.5772,-0.2353,26.6477,5.1621,21.2274,-1.2225,8.7996,27.0309,5.1991,20.4026,0.0403,-1.3884,-11.7421,0.314,8.4576,-0.2262,-0.0267,1.2346,1.2244,1.2157,0.9918,0.9847,0.9929,1.5242,1.4993,1.478,0.9836,0.9697,0.9858,0.5528,0.8196,-11.1605,1.4827,-20.1903,-13.6172,2.8809,1.4598,0.6558,0.5067,0.2276,0.4493,1.0614,1.1076,1.1524,1.0436,1.0857,1.0404,0.0352,13.3258,-0.5994,0.3606,0.6169,-0.0976,-0.7824,0.2033,-0.1304,0.0761,0.2759,0.6506,-4.8768,-0.2255,0.0065,0.0806,0.3481,-14.6244,-0.7396,0.0293,0.1713,0.9232,?,0.5784,0.1763,0.3049,3.4243,1.6109,0.4704,11.7257,2.595,0.2213,1.6567,0.5848,0.353,4.9682,0,0,1.8687,0.7047,0.3771,0.0081,1.2036,-0.3553,-0.9887,0.3787,?,?,?,?,?,DESTRA_PANTALONI
2.3059,8.1297,2.8513,12.2767,-0.1221,-1.1232,3.3803,1.8386,7.8475,-2.6289,-0.7299,1.7493,1.3226,8.145,-0.8357,3.5757,7.5852,2.7541,12.2336,0.0189,-2.0529,-3.159,0.6449,1.5388,-0.3141,-0.2041,1.5508,2.1558,1.0353,1.3901,0.6676,0.4802,2.405,4.6474,1.0718,1.9324,0.4456,0.2306,0.235,0.3603,-5.6829,1.5332,-24.1792,-15.7706,5.0592,2.4658,0.8774,0.4874,0.1734,0.3558,1.5644,1.5073,1.0035,0.9635,0.6415,0.6658,0.0281,5.2215,-0.4211,0.1457,0.9124,0.0478,-0.6646,0.0335,0.2668,0.0077,0.0877,0.4043,0.2962,-0.0573,0.021,0.1449,0.3779,-2.3782,0.5448,0.0428,0.2068,0.5791,0.3541,-4.6577,0.4898,-0.1052,0.6051,0.4241,0.7009,0.3661,0.1798,0.4912,-0.6396,0.5359,-0.8378,5.1355,0.6407,0.1248,1.0699,0.6981,0.6525,0.0064,0.9492,-0.544,0.6911,-0.9317,?,?,?,?,?,SINISTRA_PANTALONI
0.0523,0.0175,0.1324,0.7723,-1.0309,-0.0535,0.0078,0.0883,0.3628,-2.0788,0.0102,0.0174,0.1318,0.6514,-1.2299,0.1964,0.0098,0.0991,0.3793,0.0717,-0.9774,5.1462,0.2662,-5.265,-0.2724,0.0517,1.5003,1.0044,1.3359,0.6695,0.8904,1.3301,2.2509,1.0089,1.7847,0.4482,0.7929,1.7691,1.6002,1.091,-13.3739,0.6818,-8.3575,-12.258,3.2269,1.3017,0.9307,0.4034,0.2884,0.715,2.1286,1.1855,2.0363,0.5569,0.9566,1.7177,0.0008,0.2976,0.1055,-0.0311,0.3388,-0.2812,-0.0669,0.0355,-0.1575,0,0.0021,0.1611,?,-0.7555,0,0.0007,0.7569,?,-0.4631,0,0.0054,0.4735,?,0.2084,0.3401,1.6316,2.8344,0.3797,0.134,8.0336,0.1442,0.018,0.2128,0.3402,1.5984,1,1,1,0.2128,0.3402,1.5984,0.0092,1.3761,-0.6766,0.8592,-0.8691,?,?,?,?,?,SINISTRA_PANTALONI
2.4606,8.7754,2.9623,15.9966,-0.2452,-0.898,2.1275,1.4586,5.3901,-2.2863,-0.8748,2.9003,1.703,11.8883,-0.7293,3.8585,6.5416,2.5577,12.5169,0.0317,-2.7401,-2.8128,0.6377,1.0265,-0.2327,-0.2267,2.0309,1.7394,1.1582,0.8565,0.5703,0.6659,4.1247,3.0256,1.3415,0.7335,0.3252,0.4434,0.84,0.6283,-7.695,0.7479,-9.1603,-12.2476,7.8324,1.8687,0.9938,0.2386,0.1269,0.5318,2.9678,1.3456,1.278,0.4534,0.4306,0.9498,0.03,5.5893,-0.1518,0.3237,0.9108,0.1618,-0.2638,0.2483,0.2433,0.0125,0.1118,0.4215,0.2491,-0.1022,0.0145,0.1204,0.3239,-4.1969,0.5129,0.0468,0.2163,0.5844,0.2953,-2.3796,0.4743,-0.1993,0.9288,0.5169,0.5565,0.8626,0.2672,0.3097,-0.5348,0.5711,-1.0679,9.0093,0.677,0.0751,1.3017,0.7213,0.5541,0.0063,0.8894,-0.3412,0.6587,-0.8982,?,?,?,?,?,SINISTRA_PANTALONI
2.0078,26.3217,5.1305,22.8998,-0.9464,0.6332,25.794,5.0788,19.4977,-1.9785,-2.7337,72.9093,8.5387,36.9621,-0.8118,9.1852,52.5626,7.25,22.2745,0.0014,3.1707,-0.7345,0.2186,-0.2316,0.0689,-0.2976,1.0102,0.6008,0.7076,0.5948,0.7005,1.1777,1.0205,0.361,0.5008,0.3538,0.4907,1.3871,0.8597,0.6723,-359.682,0.782,-418.3785,-534.9946,1.7973,0.5767,0.5275,0.3209,0.2935,0.9146,1.1745,0.6195,1.0281,0.5275,0.8753,1.6594,0.0371,14.5976,-0.3966,-0.9504,0.3316,0.4582,-0.2709,-0.2327,0.4339,0.0442,0.2103,0.4766,0.2422,0.2994,0.0225,0.15,0.351,0.1884,0.5376,0.0184,0.1355,0.315,0.525,1.4491,0.807,0.5569,1.4017,1.5518,1.1071,1.9648,2.408,1.2256,1.8698,0.4377,0.2341,1.4546,0.9486,0.6522,1.3582,1.5134,1.1143,0.0081,1.2709,0.9799,0.9966,0.9864,?,?,?,?,?,SINISTRA_PANTALONI
0.0081,0.0133,0.1153,0.7308,-2.271,-0.0151,0.0044,0.0661,0.3015,-1.5593,-0.0102,0.0208,0.1443,0.6546,-1.3364,0.1771,0.0075,0.0866,0.5002,0.0563,-0.5385,-0.7971,0.0459,1.4804,-0.0852,-0.0576,1.7455,0.7992,1.3311,0.4579,0.7626,1.6655,3.0469,0.6388,1.7719,0.2096,0.5815,2.7738,2.7626,1.3551,-17.0129,0.4905,-6.1583,-12.5548,1.8968,0.7974,0.4215,0.4204,0.2222,0.5286,2.4243,1.1164,1.4611,0.4605,0.6027,1.3087,0.0002,0.2578,-0.471,0.0905,-0.3021,-0.0405,0.2293,-0.2374,0.6364,0,0.0015,0.0048,0.9925,0.3532,0,0.0023,0.0102,0.9714,0.6718,0,0.0016,0.0049,0.9927,1.8016,0.9472,0.5258,0.6458,0.9549,1.4786,0.4171,0.9118,2.1861,1.8287,0.9459,0.5172,1.7899,0.946,0.5286,0.468,0.9684,2.069,0.0105,1.6614,-0.5195,-0.9473,0.5746,?,?,?,?,?,SINISTRA_PANTALONI
0.2017,0.3051,0.5524,5.5384,-0.2495,0.012,0.4089,0.6395,4.0294,-0.794,0.1562,1.556,1.2474,16.3705,-0.7345,0.8188,1.6649,1.2903,10.5009,0.0052,16.8088,1.2912,0.2464,0.0768,0.0147,0.1908,0.8639,0.4428,0.4281,0.5126,0.4956,0.9667,0.7462,0.1961,0.1833,0.2628,0.2456,0.9346,0.62,0.1595,-20.0717,0.2572,-32.3715,-125.8412,1.9735,0.4697,0.4199,0.238,0.2128,0.8941,1.3745,0.3383,0.5274,0.2461,0.3837,1.559,0.0027,1.1857,0.4515,0.8185,0.5269,0.3271,0.1714,0.3332,-0.4028,0,0.005,0.4127,?,0.552,0,0.0039,0.0201,0.9646,-0.5172,0.0001,0.0082,0.5293,?,-0.7296,0.7788,-1.0674,1.2591,0.6021,0.4782,1.5854,0.3626,0.2287,-0.7538,0.7798,-1.0345,0,1,0,20.5248,0.7798,0.038,0.009,1.472,-0.0466,-0.4942,0.7815,?,?,?,?,?,SINISTRA_PANTALONI
-2.6259,13.9283,3.7321,15.0595,-4.6137,-1.7666,6.3317,2.5163,9.3335,-0.8605,0.0804,6.6111,2.5712,9.1843,-0.7587,5.3456,8.3186,2.8842,12.9484,0.0276,1.4864,-32.679,-0.4912,-21.9847,-0.3305,0.015,1.4832,1.4515,1.294,0.9786,0.8724,0.8915,2.1998,2.1068,1.6744,0.9577,0.7611,0.7947,2.8672,3.1239,-33.659,1.0895,-11.7394,-10.7747,0.5347,0.5137,0.2015,0.9606,0.3767,0.3922,1.6135,1.6397,1.163,1.0162,0.7208,0.7093,0.0333,8.0017,0.3607,-0.4535,-0.8719,-0.1857,-0.2156,0.6017,0.1506,0.0564,0.2376,0.657,-0.9559,0.2425,0.0194,0.1392,0.381,0.2261,0.3852,0.0109,0.1043,0.3942,0.1364,0.6208,0.3909,0.6296,1.7067,2.2783,1.335,2.9127,5.1908,1.7821,-2.8852,-5.1574,1.7876,0.6824,0.736,1.0786,1.7245,1.6668,0.9666,0.005,0.8965,-0.9712,0.8966,-0.8205,?,?,?,?,?,SINISTRA_PANTALONI
0.5017,0.5759,0.7589,3.4408,-0.1103,0.1291,0.4556,0.6749,5.3056,-0.6829,-0.2028,0.5787,0.7607,4.4217,-1.593,0.9983,0.9231,0.9608,3.4742,0.0141,3.8873,-2.4736,0.5026,-0.6363,0.1293,-0.2032,1.1244,0.9976,0.7899,0.8873,0.7025,0.7917,1.2643,0.9953,0.6239,0.7872,0.4935,0.6269,0.1588,0.1258,-6.868,0.7926,-43.261,-54.5819,0.983,1.8173,0.8794,1.8487,0.8946,0.4839,0.6485,0.7782,0.9904,1.1999,1.5271,1.2727,0.0059,1.4746,-0.0129,-0.444,0.7943,0.467,0.0368,-0.6491,-0.5462,0.0001,0.0113,0.5736,?,0.4263,0.0001,0.0091,0.0415,0.9077,-0.498,0.0002,0.0133,0.5352,?,-1.2812,1.0967,-0.856,1.2484,0.8499,0.6808,1.5585,0.7223,0.4634,-1.404,1.0717,-0.7633,0,1,0,13.8152,1.0717,0.0776,0.009,1.4706,0.8996,-0.8141,-0.8813,?,?,?,?,?,SINISTRA_PANTALONI
-1.0224,7.9605,2.8214,14.6805,-1.9348,-1.8267,1.9382,1.3922,6.2579,-3.0246,-0.4261,4.8546,2.2033,11.8673,-0.9837,3.925,3.9114,1.9777,9.3989,0.0457,0.5597,2.3998,-0.2605,4.2874,-0.4654,-0.1086,2.0266,1.2805,1.4266,0.6319,0.7039,1.1141,4.1071,1.6398,2.0352,0.3993,0.4955,1.2411,2.0579,1.6446,-21.4843,0.7992,-10.44,-13.0634,3.2171,0.8362,0.5079,0.2599,0.1579,0.6074,2.3459,1.2371,1.5619,0.5273,0.6658,1.2626,0.0223,5.9859,-0.2957,0.3361,-0.2768,-0.1405,-0.3427,-0.1896,-0.0748,0.0312,0.1767,0.5644,-5.8549,0.2564,0.0026,0.0508,0.2389,0.4306,0.5731,0.0144,0.1202,0.4977,0.283,-0.2918,-0.1305,0.4474,3.4797,1.47,0.4225,12.1086,2.161,0.1785,-2.6678,-2.4538,0.9198,0.1962,0.1186,0.6045,2.3624,1.134,0.48,0.0066,0.9493,-0.7056,0.716,-0.8933,?,?,?,?,?,SINISTRA_PANTALONI
-2.6583,1.8567,1.3626,4.6883,?,-1.5229,1.1856,1.0888,4.1376,-5.6702,-1.7356,1.1875,1.0897,4.293,-12.9886,3.7788,2.3491,1.5327,5.4362,0.0823,1.7456,1.5317,-0.7035,0.8774,-0.403,-0.4593,1.2514,1.2504,0.889,0.9992,0.7104,0.711,1.5661,1.5636,0.7904,0.9984,0.5047,0.5055,1.3329,1.1761,-9.6179,0.8824,-7.2157,-8.1774,0,0,0,2.0213,0.1047,0.0518,1.1331,1.0921,0.8624,0.9638,0.7611,0.7897,0.0405,6.0009,0.2864,0.2486,-0.7958,0.7213,-0.7458,-0.7213,-0.1785,0.0417,0.2041,0.5429,-3.8508,0.3095,0.0266,0.1632,0.4473,0.1733,0.5402,0.0514,0.2267,0.7105,0.027,-0.5768,-0.3305,0.573,1.2503,0.9002,0.72,1.5633,0.8104,0.5184,-4.5955,-21.8432,4.7532,0.2069,0.1533,0.7409,1.2139,0.7641,0.6295,0.0074,1.0785,-0.9869,0.8398,-0.9106,?,?,?,?,?,SINISTRA_PANTALONI
-1.3607,2.9859,1.728,5.9997,-18.1093,-1.5048,2.7059,1.645,5.5336,-18.1523,-0.0245,2.4902,1.578,5.8922,-1.1249,2.8788,4.0109,2.0027,6.8224,0.0282,0.9042,55.5834,-0.4727,61.4701,-0.5227,-0.0085,1.0505,1.095,0.8628,1.0424,0.8214,0.7879,1.1035,1.1991,0.7444,1.0866,0.6746,0.6208,1.0841,1.8228,-28.7638,1.6814,-26.5323,-15.7799,1.0867,0.1132,0.0447,0.1042,0.0412,0.395,1.0842,1.0182,0.8794,0.9391,0.8111,0.8637,0.0203,4.3082,0.7993,-0.1623,-0.9038,-0.063,-0.8953,0.0454,0.0359,0.0247,0.157,0.4882,-2.5714,0.2339,0.0002,0.015,0.0508,0.808,0.6884,0.0126,0.112,0.3758,0.5057,0.1533,0.0521,0.3398,10.4344,1.4016,0.1343,108.8772,1.9644,0.018,-1.6431,-0.9144,0.5565,0.5163,0.1798,0.3483,9.6045,1.2992,0.1353,0.0073,1.0669,-0.6108,0.9979,-0.5735,?,?,?,?,?,SINISTRA_PANTALONI
-0.9294,4.7683,2.1836,9.8176,-4.8435,-1.2593,3.4168,1.8485,6.4464,-34.5612,-0.4408,5.5797,2.3621,8.4148,-1.0983,3.1248,6.6444,2.5777,10.3087,0.0093,0.738,2.1086,-0.2974,2.8572,-0.403,-0.1411,1.1813,0.9244,0.8471,0.7825,0.7171,0.9164,1.3956,0.8546,0.7176,0.6124,0.5142,0.8398,1.2989,1.8475,-84.4287,1.4224,-65.0026,-45.6986,9.268,0.4189,0.1615,0.0452,0.0174,0.3854,1.5229,1.1667,0.9524,0.7661,0.6253,0.8163,0.0163,4.6185,0.8357,-0.6153,-0.7956,-0.3658,-0.933,0.2755,0.1435,0.0119,0.109,0.5458,-1.021,0.2127,0.0039,0.0623,0.2685,0.3245,0.6593,0.0047,0.0689,0.3362,0.5216,0.6745,0.2176,0.3226,1.7501,1.5812,0.9035,3.0629,2.5003,0.8163,-2.1382,-0.7521,0.3518,0.6795,0.3842,0.5655,2.0327,1.6234,0.7986,0.0071,1.0445,-0.9758,0.7791,-0.7664,?,?,?,?,?,SINISTRA_PANTALONI
0.0622,7.2841,2.6989,16.1246,-1.3157,1.0892,8.0266,2.8331,11.1662,-0.5166,0.031,8.8596,2.9765,20.0044,-0.6497,4.5183,4.9464,2.2241,14.6093,0.0387,0.0571,2.0078,0.0138,35.1449,0.2411,0.0069,0.9526,0.9067,1.2135,0.9518,1.2739,1.3383,0.9075,0.8222,1.4726,0.906,1.6227,1.7911,2.4086,1.1629,-15.5567,0.4828,-6.4589,-13.378,0.9458,0.5742,0.4582,0.6072,0.4844,0.7979,1.4441,0.8061,1.1037,0.5582,0.7643,1.3693,0.0111,6.8035,-0.4238,-0.1217,-0.2133,-0.2094,0.3868,0.201,-0.2046,0.0241,0.1554,0.4474,?,0.6107,0.0041,0.0642,0.1708,0.7586,-0.24,0.0053,0.0727,0.3389,?,-0.3351,0.8526,-2.5446,2.4206,2.1364,0.8826,5.8591,4.5642,0.779,-0.8335,1.3201,-1.5838,0,1,0,2.6192,1.3201,0.504,0.007,1.0554,0.8255,0.38,0.8174,?,?,?,?,?,SINISTRA_PANTALONI
