@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
0.4945,1.2422,1.1145,6.3118,-0.6928,0.2436,2.8826,1.6978,8.8989,-0.7777,-0.1969,2.099,1.4488,7.3196,-1.1187,2.2921,1.3125,1.1457,5.5556,0.0788,2.0298,-2.511,0.2157,-1.2371,0.1063,-0.0859,0.6564,0.7693,0.9728,1.1719,1.482,1.2646,0.4309,0.5918,0.9464,1.3734,2.1962,1.5992,0.6636,0.6684,-5.4358,1.0073,-8.1919,-8.1324,0.7448,1.0792,0.6182,1.4489,0.83,0.5729,0.7093,0.8623,1.1361,1.2158,1.6018,1.3175,0.0016,3.4222,0.7731,-0.0978,0.3453,-0.0944,0.2592,-0.3283,0.0115,0.0805,0.2837,1.7474,-1.7873,-0.0184,0.0604,0.2457,1.3362,-0.8032,0.6098,0.1411,0.3756,1.834,0.0148,-0.6232,0.0188,-0.0301,1.1546,0.7554,0.6543,1.333,0.5707,0.4281,1.8826,-40.6611,-21.5986,0.846,0.3368,0.3981,1.3078,0.9528,0.7286,0.0017,1.0139,0.0708,-0.1908,0.0785,1100,0,0,0,1,PANTALONI
-0.0334,0.7749,0.8803,3.3569,-1.1737,0.2733,1.3492,1.1615,4.7081,-0.7493,-0.0156,0.1694,0.4116,1.8274,-1.3004,1.3726,0.4855,0.6968,2.9441,0.0448,-0.1222,2.138,-0.0243,-17.4957,0.1991,-0.0114,0.7579,2.1388,1.2634,2.8221,1.667,0.5907,0.5744,4.5745,1.5961,7.9645,2.7789,0.3489,0.8988,1.7546,-13.1179,1.9523,-14.5954,-7.4762,0.5738,1.944,0.501,3.388,0.8732,0.2577,0.713,1.837,1.1402,2.5764,1.5992,0.6207,0.0007,2.0171,0.1518,0.1298,-0.1076,-0.3445,0.2959,-0.0819,0.0332,0.0781,0.2795,1.0788,-0.5957,0.0326,0.0202,0.1421,0.6644,-0.7338,-0.0192,0.0353,0.1879,0.8545,-1.006,1.016,-1.732,-1.7047,1.9666,1.4872,0.7562,3.8674,2.2117,0.5719,1.4324,0.9398,0.6561,1.7643,1.5871,0.8996,1.6238,1.2625,0.7775,0.0001,0.5014,0.692,-0.3699,-0.195,1100,0,0,0,1,PANTALONI
0.2527,4.8575,2.204,15.7492,-0.6328,-0.5316,5.1115,2.2609,11.9676,-1.451,-0.4098,8.634,2.9384,22.9167,-0.9622,3.7956,4.711,2.1705,15.0581,0.0319,-0.4753,-0.6166,0.0666,1.2973,-0.1401,-0.108,0.9748,0.7501,1.0154,0.7694,1.0416,1.3538,0.9503,0.5626,1.0311,0.592,1.085,1.8327,0.8615,0.5432,-12.3023,0.6305,-14.2797,-22.6492,1.9754,0.8259,0.6201,0.4181,0.3139,0.7509,1.316,0.6872,1.0459,0.5222,0.7948,1.5219,0.0019,5.6152,0.1825,0.2182,-0.0246,-0.0998,-0.3294,-0.0986,0.253,1.7125,1.3086,7.6456,-0.4046,-0.1778,0.9021,0.9498,7.7032,-2.9983,0.9546,1.894,1.3762,4.8599,-0.1546,-1.4224,0.265,-0.1863,1.3778,0.9509,0.6901,1.8984,0.9041,0.4763,0.3813,3.3849,8.8776,2.8252,1.2931,0.4577,0.9925,1.5732,1.5851,0.0027,2.4932,-0.5246,-0.0755,-0.0188,1100,0,0,0,1,PANTALONI
-0.0867,3.0748,1.7535,8.4667,-0.5617,-0.0521,1.8324,1.3537,5.5824,-0.692,-0.1218,0.6139,0.7835,3.9266,-1.5665,2.1364,0.982,0.991,5.7701,0.0566,1.6637,0.7119,-0.0406,0.4279,-0.0244,-0.057,1.2954,2.2379,1.7695,1.7276,1.366,0.7907,1.678,5.0084,3.1312,2.9847,1.866,0.6252,1.3338,1.2706,-8.798,0.9526,-6.5963,-6.9242,1.6433,3.5436,0.8864,2.1565,0.5394,0.2501,1.5167,2.1563,1.4674,1.4217,0.9675,0.6805,0.0004,3.273,-0.0212,-0.2057,0.0161,-0.7412,0.443,-0.3101,0.1668,0.2399,0.4898,1.944,-0.5543,0.0855,0.0975,0.3123,1.8222,-0.9751,0.0301,0.0921,0.3035,1.4793,-1.3603,1.9498,5.5411,2.8418,1.5683,1.6136,1.0289,2.4595,2.6037,1.0586,0.7706,0.8132,1.0552,1.3556,1.9955,1.472,1.0668,1.3141,1.2318,0.0005,0.8749,0.7716,-0.4337,-0.0994,1100,0,0,0,1,PANTALONI
-1.2064,5.853,2.4193,14.9435,-1.6361,-0.4437,5.2428,2.2897,12.389,-1.2335,-0.1055,7.6135,2.7593,12.737,-1.1973,3.9638,4.6614,2.159,10.3359,0.0466,2.7189,11.4392,-0.3044,4.2073,-0.1119,-0.0266,1.0566,0.8768,1.1206,0.8298,1.0605,1.278,1.1164,0.7688,1.2556,0.6886,1.1247,1.6333,1.3555,1.3364,-18.3388,0.9858,-13.5287,-13.7229,1.022,0.9779,0.5229,0.9569,0.5116,0.5347,1.2062,1.1732,1.4458,0.9727,1.1986,1.2323,0.0034,5.9782,0.3926,-0.435,-0.6014,0.2845,-0.3918,0.1086,0.1198,0.3831,0.619,3.5995,-0.4204,0.2116,1.153,1.0738,5.8127,-0.7395,-0.6907,2.5742,1.6044,7.5612,-2.6198,0.5662,-0.1735,-0.3064,0.5764,0.3858,0.6693,0.3323,0.1488,0.4479,0.4311,0.1947,0.4516,0.7584,1.2132,1.5997,0.6193,0.4761,0.7688,0.0019,2.1183,0.4904,0.0801,0.5154,1100,0,0,0,1,PANTALONI
-1.7927,9.5475,3.0899,13.011,-11.2096,-1.0196,5.1392,2.267,10.2045,-2.2401,-0.4596,5.541,2.3539,9.8994,-1.4468,3.9451,9.1284,3.0213,13.2339,0.0406,1.7582,3.9002,-0.4544,2.2184,-0.2585,-0.1165,1.363,1.3127,1.0227,0.9631,0.7503,0.7791,1.8578,1.7231,1.0459,0.9275,0.563,0.607,1.6932,2.0407,-21.3507,1.2053,-12.61,-10.4625,0.3384,0.2634,0.0773,0.7785,0.2283,0.2933,1.275,1.3143,0.9832,1.0308,0.7711,0.748,0.0122,5.8003,0.66,0.1048,-0.9469,0.1846,-0.7047,-0.1322,0.2352,0.8764,0.9362,4.6682,-0.2766,0.8864,2.7907,1.6706,7.6505,-0.1639,-0.6555,1.9319,1.3899,5.8435,-9.0695,0.2653,-0.3588,-1.3522,0.5604,0.6735,1.2019,0.314,0.4537,1.4446,0.9388,0.1922,0.2047,0.5563,6.3011,11.3263,0.6102,0.7989,1.3092,0.0065,2.5725,0.0165,-0.6021,-0.6601,125000,0,0,0,1,PANTALONI
0.5216,16.5626,4.0697,26.5222,-0.5316,0.6107,6.911,2.6289,13.0608,-0.9027,-1.1679,15.6887,3.9609,26.5151,-0.8126,5.6774,8.9385,2.9897,22.1189,0.0243,0.8541,-0.4467,0.0919,-0.5229,0.1076,-0.2057,1.5481,1.0275,1.3612,0.6637,0.8793,1.3248,2.3966,1.0557,1.853,0.4405,0.7732,1.7552,1.4857,0.7745,-16.7257,0.5213,-11.2578,-21.5968,2.5226,1.1838,0.7639,0.4693,0.3028,0.6453,2.0307,1.0003,1.1991,0.4926,0.5905,1.1988,0.0039,8.3512,-0.2119,-0.026,0.3549,-0.0988,0.0921,-0.1829,0.0447,3.6025,1.898,8.6827,-0.8442,-0.7126,2.9642,1.7217,9.911,-2.8893,0.1908,3.9474,1.9868,7.8773,-0.716,-0.0628,0.2344,-3.734,1.1024,0.9553,0.8666,1.2154,0.9126,0.7509,0.5398,1.2092,2.2401,1.8476,1.0256,0.5551,0.8761,1.1022,1.2582,0.002,4.488,-0.2236,0.339,0.1257,1100,0,0,0,1,PANTALONI
0.7256,11.9514,3.4571,22.5615,-0.4275,0.1598,7.3176,2.7051,12.807,-0.7718,-1.3054,12.0275,3.4681,24.7175,-0.9366,5.1511,7.0193,2.6494,20.005,0.0173,4.5394,-0.5559,0.1409,-0.1225,0.031,-0.2534,1.278,0.9968,1.3049,0.78,1.021,1.309,1.6332,0.9937,1.7027,0.6084,1.0425,1.7135,1.211,0.5652,-19.1398,0.4667,-15.8048,-33.8654,2.1867,1.2383,0.7764,0.5663,0.355,0.6269,1.7617,0.9128,1.1278,0.5181,0.6402,1.2356,0.0041,7.8928,-0.0521,0.4632,0.1852,-0.2211,0.1188,-0.0278,0.3224,1.3744,1.1724,6.9054,-0.283,-0.5461,2.1495,1.4661,7.2899,-2.8916,0.6093,3.2791,1.8108,8.5844,-0.9666,-0.5904,0.5291,-0.8962,0.7996,0.6474,0.8096,0.6394,0.4191,0.6555,0.2812,0.361,1.2838,2.8732,1.233,0.4291,0.9473,0.8044,0.8492,0.0024,3.5037,-0.2475,-0.2816,0.6047,1100,0,0,0,1,PANTALONI
0.0203,4.0389,2.0097,10.1552,-0.9968,-0.1847,2.7866,1.6693,6.4355,-0.963,-0.2087,0.5383,0.7337,3.9602,-1.3182,2.5564,0.9068,0.9522,4.7598,0.2094,-0.1101,-0.0975,0.008,0.8852,-0.0723,-0.0816,1.2039,2.7392,2.1105,2.2753,1.753,0.7705,1.4494,7.5033,4.4541,5.1768,3.073,0.5936,1.6057,2.2511,-4.0204,1.4019,-2.5038,-1.786,1.5513,2.9771,0.8447,1.9191,0.5445,0.2837,1.578,2.5643,2.1335,1.625,1.3521,0.832,0.0007,3.6647,0.1888,-0.0406,-0.1989,-0.4392,0.3273,-0.313,0.0814,0.0646,0.2542,1.1034,-1.0458,0.0514,0.0471,0.2171,0.8812,-1.2014,0.0827,0.0597,0.2444,1.3351,-1.2054,1.5854,0.9848,0.6212,1.1705,1.04,0.8885,1.37,1.0815,0.7894,1.1728,0.7729,0.659,1.3474,0.8909,0.6612,1.2521,0.8264,0.66,0.0003,0.6101,0.7418,-0.1278,-0.2623,1100,0,0,0,1,PANTALONI
0.0825,5.0516,2.2476,8.96,-0.7322,-0.1,2.0218,1.4219,6.0089,-1.134,-0.2871,0.9859,0.9929,4.3056,-1.0846,2.6481,1.146,1.0705,4.6949,0.1451,-0.8254,-0.2874,0.0312,0.3483,-0.0378,-0.1084,1.5807,2.2636,2.0995,1.432,1.3282,0.9275,2.4986,5.124,4.4079,2.0507,1.7642,0.8603,1.1861,1.6907,-4.754,1.4254,-4.008,-2.8119,1.837,2.5044,0.9419,1.3633,0.5127,0.3761,1.4911,2.081,1.9085,1.3956,1.2799,0.9171,0.0009,3.9484,0.4541,-0.1453,0.0113,-0.4091,0.0715,-0.3855,0.1096,0.1788,0.4228,1.7891,-0.5481,0.0643,0.0836,0.2891,1.2593,-0.6335,0.0289,0.0702,0.265,1.2753,-1.1678,1.7031,3.7925,2.2268,1.4626,1.5954,1.0908,2.1391,2.5453,1.1899,1.297,0.922,0.7109,1.499,1.9643,1.3104,1.4207,1.4028,0.9874,0.0004,0.8668,0.8505,-0.102,-0.0448,1100,0,0,0,1,PANTALONI
-0.0468,3.0371,1.7427,7.5335,-0.6024,-0.1131,2.0894,1.4455,5.6672,-0.8529,-0.1589,0.8472,0.9204,4.0437,-1.465,2.3117,0.6702,0.8186,4.3349,0.1802,0.4141,0.2948,-0.0203,0.7119,-0.0489,-0.0687,1.2056,1.8934,2.1288,1.5705,1.7657,1.1243,1.4536,3.585,4.5319,2.4664,3.1178,1.2641,1.0857,1.1785,-2.9733,1.0854,-2.7385,-2.523,1.5371,2.8659,0.8892,1.8645,0.5785,0.3103,1.3293,1.863,1.7379,1.4015,1.3073,0.9328,0.0005,3.4662,0.433,-0.1943,-0.0066,-0.3551,0.1614,-0.1701,0.0449,0.1039,0.3223,1.1098,-0.8134,0.0686,0.0911,0.3018,0.9763,-0.8624,0.0119,0.065,0.255,1.2881,-1.9357,0.6548,3.7806,5.7741,1.0679,1.264,1.1836,1.1405,1.5976,1.4008,1.1012,0.5861,0.5322,1.1675,1.3947,1.1946,1.1368,0.8615,0.7579,0.0002,0.7658,0.7603,-0.2967,-0.3281,1100,0,0,0,1,PANTALONI
1.0817,10.8139,3.2885,28.1433,-0.2679,-0.4057,5.8005,2.4084,13.9898,-0.7702,-0.1369,4.4039,2.0986,9.1255,-0.8867,3.8798,7.3186,2.7053,21.8419,0.028,-2.6663,-7.8993,0.2788,2.9627,-0.1046,-0.0353,1.3654,1.567,1.2156,1.1477,0.8903,0.7757,1.8643,2.4555,1.4776,1.3171,0.7926,0.6018,0.9771,1.3868,-9.4433,1.4193,-9.6646,-6.8096,2.8085,4.589,0.9877,1.6339,0.3517,0.2152,2.0117,3.084,1.2885,1.5331,0.6405,0.4178,0.0031,5.8251,0.0393,-0.271,0.6038,0.1404,-0.1577,0.0123,0.4981,1.4058,1.1857,6.7986,-0.3861,-0.1359,0.7671,0.8759,5.9441,-1.6167,1.1879,3.2429,1.8008,6.5294,-0.1822,-3.6645,0.4193,-0.1144,1.3537,0.6584,0.4864,1.8325,0.4335,0.2366,0.5157,1.8818,3.6492,2.1591,0.8881,0.4113,1.1438,1.0412,0.9104,0.0035,2.7587,-0.2707,0.4658,-0.2787,1100,0,0,0,1,PANTALONI
0.677,8.0728,2.8413,30.4062,-0.2495,-0.7174,4.6721,2.1615,11.0833,-0.9989,-0.1291,5.2349,2.288,11.4776,-0.7233,3.7163,5.1585,2.2712,23.7077,0.03,-0.9436,-5.2449,0.1822,5.5584,-0.193,-0.0347,1.3145,1.2418,1.251,0.9447,0.9517,1.0074,1.7279,1.5421,1.565,0.8925,0.9057,1.0148,1.0964,1.2606,-8.2854,1.1498,-7.5572,-6.5728,4.3887,3.6535,0.9956,0.8325,0.2269,0.2725,2.7434,2.6492,1.2825,0.9656,0.4675,0.4841,0.0027,5.5544,0.1795,-0.0882,0.539,-0.0099,-0.2052,0.2306,0.5321,1.4588,1.2078,6.037,-0.2557,-0.1701,0.6886,0.8298,4.594,-2.7969,1.3187,2.6517,1.6284,6.4183,-0.0706,-3.1287,0.4035,-0.129,1.4555,0.7417,0.5096,2.1184,0.5501,0.2597,0.3633,2.9052,7.9966,3.9734,0.8019,0.2018,1.3141,0.9406,0.7158,0.0039,2.6317,-0.2526,0.5035,-0.1852,1100,0,0,0,1,PANTALONI
0.513,13.0117,3.6072,20.7625,-0.5418,0.7655,11.0145,3.3188,16.4748,-0.3885,-0.5424,15.0406,3.8782,24.2972,-0.9017,5.5926,8.9325,2.9887,15.4275,0.0508,0.6702,-0.9458,0.0917,-1.4112,0.1369,-0.097,1.0869,0.9301,1.2069,0.8558,1.1104,1.2976,1.1813,0.8651,1.4567,0.7323,1.2331,1.6838,1.583,0.6333,-8.8404,0.4001,-5.5847,-13.9588,1.1349,1.054,0.8285,0.9287,0.7301,0.7861,1.2603,0.8545,1.3458,0.6781,1.0679,1.5749,0.0029,8.5142,0.1464,0.4554,0.5044,0.0448,0.4044,0.1472,0.6477,2.2614,1.5038,7.072,-0.4049,-0.0379,1.345,1.1598,6.0915,-1.4468,1.2249,4.2928,2.0719,7.6466,-0.433,-17.0691,0.5288,-0.031,1.2966,0.7258,0.5598,1.6813,0.5268,0.3133,0.5658,0.8821,1.5589,2.0221,0.9434,0.4665,1.161,0.9248,0.7966,0.0038,3.8293,-0.0277,0.0381,0.1456,1100,0,0,0,1,PANTALONI
0.5727,4.4664,2.1134,8.5861,-0.556,0.03,2.3761,1.5415,5.7537,-0.8152,0.1052,1.5353,1.2391,5.8981,-0.9832,2.8209,0.7606,0.8721,4.7593,0.2145,19.1173,5.4433,0.203,0.2847,0.0106,0.0373,1.371,1.7056,2.4233,1.2441,1.7675,1.4208,1.8797,2.9092,5.8724,1.5477,3.1241,2.0185,1.1874,1.0492,-2.3605,0.8837,-1.988,-2.2498,1.7408,1.8554,0.9107,1.0659,0.5232,0.4908,1.4923,1.4558,1.8041,0.9755,1.209,1.2393,0.0016,4.2376,0.3933,-0.1033,0.4379,-0.2052,0.4907,-0.1437,0.0383,0.2045,0.4523,2.0508,-1.034,0.1296,0.2489,0.4989,2.0753,-1.1011,0.0609,0.0772,0.2779,1.6267,-1.2404,0.2958,0.6294,2.1279,0.9066,1.6277,1.7954,0.8219,2.6493,3.2236,0.9586,1.1576,1.2076,1.0207,1.3886,1.3603,0.9882,1.2607,1.2758,0.0004,1.0637,0.8,-0.0446,0.0227,1100,0,0,0,1,PANTALONI
-0.1676,3.8142,1.953,7.9704,-0.6503,-0.148,2.0567,1.4341,5.6442,-0.9585,0.0863,0.6611,0.8131,4.3276,-1.2304,2.4074,0.794,0.8911,4.7802,0.1572,1.1322,-1.9415,-0.0696,-1.7148,-0.0615,0.0358,1.3618,2.402,2.1917,1.7639,1.6094,0.9124,1.8545,5.7696,4.8034,3.1112,2.5902,0.8325,1.137,1.3156,-3.5221,1.157,-3.0977,-2.6773,1.6758,2.4891,0.8515,1.4853,0.5081,0.3421,1.4121,1.8417,1.6674,1.3042,1.1808,0.9053,0.0006,3.5304,0.5532,-0.1122,-0.0915,-0.2461,0.2764,-0.2148,0.0865,0.2152,0.4639,1.6641,-0.6881,0.1059,0.1424,0.3774,1.7186,-1.2109,-0.0181,0.0439,0.2095,1.2347,-1.6834,0.817,-4.7714,-5.8402,1.2291,2.2146,1.8019,1.5107,4.9047,3.2467,0.7206,0.8757,1.2152,1.2682,2.1424,1.6893,0.9683,1.3478,1.3919,0.0004,0.9145,0.6837,0.0457,0.1538,1100,0,0,0,1,PANTALONI
0.0228,3.3544,1.8315,8.0966,-0.6802,0.4262,3.1039,1.7618,6.4795,-0.531,0.0242,0.8628,0.9289,5.0188,-1.5988,2.5305,1.1006,1.0491,4.7114,0.1685,0.0535,0.9415,0.009,17.5892,0.1684,0.0096,1.0396,1.9717,1.7458,1.8967,1.6794,0.8854,1.0807,3.8878,3.0478,3.5975,2.8203,0.7839,1.4586,1.0616,-3.4337,0.7278,-2.3541,-3.2344,1.1386,2.4952,0.8505,2.1915,0.747,0.3408,1.2496,1.6133,1.7185,1.291,1.3753,1.0652,0.0011,3.7251,0.5118,-0.1769,0.0483,-0.1397,0.5211,-0.2521,0.068,0.1184,0.3441,1.4954,-1.1278,0.0761,0.078,0.2793,1.2027,-0.4821,-0.0896,0.0597,0.2444,1.2646,-1.1535,0.8928,-0.7582,-0.8493,1.232,1.4083,1.1431,1.5177,1.9833,1.3068,2.0261,1.1701,0.5775,0.866,1.1967,1.3819,1.2433,1.1824,0.951,0.0004,0.7294,0.6452,0.4257,0.2929,1100,0,0,0,1,PANTALONI
