@RELATION WhereIsSmartphone
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA,BORSA,MARSUPIO,ZAINO}
@DATA
0.2737404,0.0021840008,0.046733294,0.20734172,0.48334035,-0.012155997,0.07445517,0.27286476,0.76102626,-2.537497,0.5496108,0.0058679064,0.07660226,0.2726369,0.5693092,-22.51896,0.49806228,-0.022117464,0.17126907,0.61007726,3.562098,0.029333098,0.3721942,12.688541,-0.35532525,0.5382302,-1.5147535,1.8654283,0.6339619,0.3398479,0.27245015,0.76050496,2.7913547,0.0030706415,1.0559607,0.23438486,-0.7949629,0.33810952,TASCA_DESTRA_DAVANTI_PANTALONI
0.28209403,0.0033230763,0.05764613,0.3157545,0.19724278,-0.042180303,0.050707847,0.22518402,0.69634897,-4.758057,0.34386173,0.0026439899,0.051419742,0.2704448,0.44519958,-6.687814,0.82037055,-0.12266647,0.25599563,1.1210895,4.37933,0.06553377,1.2568415,19.178534,-0.13482979,0.3574949,-2.6514535,3.2524781,0.806907,0.24808991,0.4534429,1.1675377,2.5748284,0.0022338147,0.79892296,0.45951918,-0.8965357,-0.1460937,TASCA_DESTRA_DAVANTI_PANTALONI
0.33499542,0.002487644,0.049876288,0.16023389,0.6404897,0.09745697,0.016056456,0.12671407,0.4261061,-1.1026075,0.43873066,0.01220699,0.11048525,0.3656638,0.3302082,3.4373674,0.763556,0.22213393,0.39361286,0.4514294,1.1468867,0.15493108,0.20378849,1.3153492,-1.2775406,1.5835258,-1.2395113,2.199295,0.816396,0.37120804,0.37604222,0.43820003,1.1652948,0.0028026968,0.92840415,-0.7048334,-0.84251434,0.79550767,TASCA_DESTRA_DAVANTI_PANTALONI
0.21137464,0.0013314583,0.036489155,0.16870828,0.49254283,-0.034038886,0.011287583,0.10624304,0.4198708,-3.3992324,0.18773031,0.077681705,0.2787144,0.7835807,-0.6424205,-6.209799,1.1259484,-0.18131801,0.34344986,0.13091953,0.38118964,0.117957786,0.017139921,0.14530554,-0.5047326,-0.5342718,1.0585244,3.483359,0.6968473,0.20005038,0.40181,0.21530427,0.53583604,0.0014237324,0.6053691,-0.29046065,-0.3641469,0.9641452,TASCA_DESTRA_DAVANTI_PANTALONI
0.1747931,0.022349663,0.14949803,0.5690154,-0.98965853,-0.15544792,0.010513697,0.10253632,0.4149586,?,-0.11029376,0.0071631875,0.084635615,0.3395698,-1.7109895,-1.124448,-1.5847958,1.409399,1.4580008,1.7663726,1.2115033,2.1257663,3.1200724,1.46774,0.6820655,1.3206333,1.9362266,?,2.2832015,1.1E-44,1.3712583,1.6756948,1.2220126,0.0012930719,0.5022212,0.8919322,-0.5240899,-0.25018787,TASCA_DESTRA_DAVANTI_PANTALONI
0.3458153,0.0105568115,0.102746345,0.40435806,0.0861199,-0.10694108,0.030518662,0.17469591,0.55757165,-27.296871,0.09972009,0.0050009536,0.070717424,0.34442973,0.08676523,-3.2336993,3.46786,-1.0724126,0.58814394,1.4529141,2.4703376,0.34591332,2.1109598,6.1025686,-0.07084435,1.1644382,-16.436571,22.45508,1.1731639,0.05224492,0.72521275,1.1739929,1.6188256,0.0018772901,0.5580663,0.9828152,-0.85848194,-0.8206432,TASCA_DESTRA_DAVANTI_PANTALONI
0.08996452,0.020151885,0.14195734,0.56382453,-2.1083765,-0.25195062,0.011701265,0.10817239,0.51175857,?,-0.62353975,0.011380248,0.10667825,0.68118215,?,-0.35707203,-0.14428033,0.40406504,1.3123251,1.3307056,1.014006,1.722197,1.7707773,1.0282083,0.7472972,0.5614295,0.75128007,?,?,1.0,1.1017393,0.8277148,0.75128007,0.0033925453,1.0337315,0.6121462,-0.9842201,-0.53550035,TASCA_DESTRA_DAVANTI_PANTALONI
0.29711676,0.004912097,0.07008635,0.29582208,0.26111975,-0.07567599,0.05433395,0.23309644,0.7248945,-3.2099345,0.42853943,0.018742096,0.13690178,0.45121634,0.4129125,-3.9261696,0.6933242,-0.17659049,0.30067536,0.51194626,1.7026545,0.090405665,0.26208898,2.8990328,-0.18914752,0.3294248,-1.7416289,2.3251827,0.52092427,0.22403583,0.40808982,0.6556103,1.6065342,0.0013903067,0.8983064,0.6643338,-0.8594423,-0.914442,TASCA_DESTRA_DAVANTI_PANTALONI
0.31400132,0.027208786,0.16495086,0.5772998,-0.15379812,-0.13534154,0.07022074,0.26499197,0.7366145,-7.7011595,0.23542225,0.021903198,0.14799729,0.541628,0.101538956,-2.3200662,1.3337792,-0.57488847,0.62247497,1.1145532,1.7905191,0.38747507,1.242229,3.2059581,0.11803297,-1.2571527,-10.650861,5.910285,0.829984,0.14043045,0.7837203,1.0658603,1.3600008,0.0010727026,0.75803524,0.88246745,-0.9888907,-0.87263393,TASCA_DESTRA_DAVANTI_PANTALONI
0.27487162,0.024795866,0.15746704,0.64228404,-0.6433034,-0.09505496,0.03237333,0.1799259,0.5461479,-9.76792,-0.008382929,0.024266431,0.15577686,0.76565695,-0.29843727,-2.8917124,-32.78945,11.339111,0.87517715,1.01085,1.1550233,0.76593494,1.0218176,1.3340788,0.5075101,1.4287589,2.8152323,7.7060347,0.6628208,0.08601321,1.1760259,0.8388666,0.71330625,7.7590434E-4,0.52451855,0.86386836,-0.86387575,-0.5417427,TASCA_DESTRA_DAVANTI_PANTALONI
