@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
2.975,11.5904,3.4045,14.2822,-0.227,-1.6367,10.9127,3.3034,15.2709,-1.2237,-0.2483,13.6135,3.6896,18.5786,-0.8954,6.4459,6.1586,2.4817,10.9079,0.1303,-1.8177,-11.9798,0.4615,6.5905,-0.2539,-0.0385,1.0306,0.9227,1.3719,0.8953,1.3311,1.4868,1.0621,0.8514,1.882,0.8016,1.7719,2.2105,0.3144,0.301,-1.617,0.9575,-5.1432,-5.3716,1.695,1.1876,0.9281,0.7006,0.5476,0.7815,0.9353,0.7687,1.3094,0.822,1.4,1.7032,0.0355,9.5797,-0.0474,0.2097,0.591,0.5393,-0.2986,0.0453,0.2075,0.0283,0.1683,0.4521,-0.196,-0.273,0.0415,0.2038,0.649,?,-0.1492,0.0038,0.0614,0.2433,-8.0812,-0.7601,-1.3907,1.8296,0.8257,2.7421,3.3209,0.6818,7.5193,11.0282,0.1142,0.3422,2.997,0,14.1073,0,0.6967,1.858,2.6669,0.0039,0.6538,0.9967,-0.8008,-0.8287,3.8158,13.6247,3.6912,9.5783,0.0027,4.3257,8.1449,2.8539,8.3935,-0.2039,6.1194,3.6753,1.9171,6.2412,0.1877,0.8821,0.6236,0.7069,1.2934,1.9254,1.4887,1.6728,3.7071,2.2161,-0.018,0.0178,-0.9854,1.3775,1.2499,0.9074,1.1412,1.5347,1.3449,0.0876,14.4851,-0.9832,-0.83,0.9119,TASCA_DESTRA_DAVANTI_PANTALONI
2.1477,6.3924,2.5283,13.1633,-0.6116,-1.3715,4.7058,2.1693,9.0269,-1.4969,-0.3005,4.186,2.046,8.9518,-0.8443,4.3144,3.2539,1.8039,7.5495,0.1037,-1.5659,-7.1472,0.4978,4.5643,-0.3179,-0.0696,1.1655,1.2358,1.4016,1.0603,1.2026,1.1342,1.3584,1.5271,1.9646,1.1242,1.4462,1.2864,0.9231,1.219,-5.7182,1.3205,-6.1947,-4.6911,2.2593,1.6828,0.9697,0.7448,0.4292,0.5762,1.4582,1.4705,1.7436,1.0084,1.1957,1.1857,0.027,6.5073,-0.055,0.102,0.6289,0.0037,-0.5536,0.0683,0.2767,0.0175,0.1321,0.3739,0.2976,0.1321,0.0419,0.2046,0.621,-1.1279,0.8248,0.0008,0.0289,0.0957,0.8877,2.0946,0.3355,0.1602,0.6458,4.5683,7.0743,0.417,20.8695,50.0456,-0.4813,0.2093,-0.4349,1.824,0.6244,0.3423,0.6021,3.9055,6.4868,0.0093,1.3309,-0.9484,-0.8869,0.9423,3.1901,11.5408,3.3972,9.0735,0.0229,4.3003,7.156,2.6751,8.847,-0.3561,6.792,2.6564,1.6298,4.9751,0.3786,0.7418,0.4697,0.6331,1.2699,2.0844,1.6413,1.6128,4.3446,2.6939,-0.0916,0.0702,-0.7665,1.4234,1.1599,0.8149,1.0256,1.8238,1.7783,0.091,14.6899,-0.9263,-0.9179,0.9478,TASCA_DESTRA_DAVANTI_PANTALONI
2.0513,10.7517,3.279,14.6575,-0.4077,-0.6135,10.9168,3.3041,15.2148,-1.6881,-0.0078,16.2686,4.0334,17.1208,-0.9452,6.0646,5.7426,2.3964,10.37,0.0986,-3.3434,-262.7881,0.3382,78.5997,-0.1012,-0.0013,0.9924,0.813,1.3683,0.8192,1.3788,1.6832,0.9849,0.6609,1.8723,0.671,1.901,2.833,0.4443,0.5103,-3.742,1.1485,-8.422,-7.333,1.8396,1.183,0.9051,0.6431,0.492,0.765,0.9634,0.8561,1.4135,0.8887,1.4672,1.651,0.0225,9.0828,0.2174,-0.1434,0.4782,0.3,0.0734,0.0715,0.3077,0.0187,0.1368,0.4288,0.283,0.1803,0.029,0.1702,0.502,-0.5426,0.7557,0.0002,0.0145,0.0522,0.9339,1.7067,0.4071,0.2386,0.8035,9.4056,11.706,0.6456,88.4649,137.0305,-0.9585,0.2297,-0.2396,1.8376,0.7578,0.4124,0.8541,8.2153,9.6189,0.0088,1.2955,-0.9582,0.7358,-0.7715,2.5203,13.6295,3.6918,10.226,-0.0714,5.3078,5.2027,2.2809,7.9763,-0.0863,6.3685,2.2494,1.4998,5.6232,0.2777,0.4748,0.3957,0.8334,1.6186,2.4615,1.5208,2.6197,6.0591,2.3129,1.0758,-0.3153,-0.2931,1.2998,1.2261,0.9432,1.282,1.8185,1.4185,0.0912,14.5956,-0.9133,-0.911,0.9109,TASCA_DESTRA_DAVANTI_PANTALONI
1.1832,27.3537,5.2301,35.2631,-0.2283,0.3882,20.3112,4.5068,29.6684,-0.2954,-0.0088,30.3039,5.5049,27.8019,-0.7958,6.6092,35.8377,5.9865,35.307,0.0401,3.0481,-134.9413,0.179,-44.2704,0.0587,-0.0013,1.1605,0.9501,0.8737,0.8187,0.7528,0.9196,1.3467,0.9026,0.7633,0.6703,0.5668,0.8456,0.9686,0.5319,-4.4472,0.5492,-4.5914,-8.3609,1.2536,1.8545,0.7806,1.4794,0.6227,0.4209,1.1886,1.2684,0.9988,1.0671,0.8403,0.7874,0.013,10.4596,0.6918,0.0405,0.8717,-0.3057,0.6728,0.0721,-0.0011,0.0142,0.1194,0.3434,-1.6846,-0.1487,0.0336,0.1833,0.6425,-8.0329,-0.7169,0.0009,0.0293,0.7519,?,0.0076,0.0016,0.2074,0.6513,4.0741,6.2558,0.4241,16.5985,39.1348,0.3772,0.2866,0.7599,1.7984,0,0,0.5345,0.4567,0.8545,0.0076,0.9807,0.882,-0.3363,-0.4166,1.685,11.9519,3.4572,10.236,-0.347,2.2058,2.1836,1.4777,6.3013,0.0959,8.3711,4.2544,2.0626,6.6579,0.3182,0.7639,0.2013,0.2635,2.3396,1.6761,0.7164,5.4736,2.8093,0.5132,-3.9468,-0.8485,0.215,1.0904,0.7782,0.7137,1.6244,1.5374,0.9464,0.0919,13.27,0.7348,-0.9051,-0.8965,TASCA_DESTRA_DAVANTI_PANTALONI
1.9684,1.6624,1.2893,5.0544,-0.0069,-0.233,0.4717,0.6868,2.9057,-1.5179,-1.4738,4.3765,2.092,7.8673,-1.9014,3.2772,1.8717,1.3681,4.8727,0.1372,-8.4484,-1.3356,0.6006,0.1581,-0.0711,-0.4497,1.8774,0.6163,0.9424,0.3283,0.502,1.5291,3.5247,0.3798,0.8882,0.1078,0.252,2.3382,0.0196,0.0067,-0.0444,0.3398,-2.2605,-6.6534,4.3501,1.8513,0.8889,0.4256,0.2043,0.4801,1.7395,0.6425,1.0373,0.3693,0.5963,1.6146,0.0281,4.7922,0.0239,0.2065,0.7053,-0.2876,0.0971,-0.3886,0.1381,0.1069,0.327,1.228,-1.086,0.0603,0.0019,0.0431,0.1491,-0.3117,0.7083,0.3192,0.565,1.7652,-0.843,2.2905,0.1949,0.0851,7.5825,0.5788,0.0763,57.4938,0.335,0.0058,18.0389,0.7918,0.0439,5.1779,0.6146,0.1187,8.2342,0.6957,0.0845,0.0082,1.2653,0.4518,0.842,0.8497,2.4634,3.0905,1.758,5.5469,0.0743,2.3542,0.1092,0.3305,0.9199,0.6729,7.9211,0.5088,0.7133,3.2969,0.644,1.0464,0.311,0.2972,5.3197,2.4647,0.4633,28.2989,6.0746,0.2147,0.2353,0.0747,0.3173,2.1306,0.647,0.3037,6.0297,1.6825,0.279,0.098,12.7387,-0.9454,-0.8147,0.6122,TASCA_DESTRA_DAVANTI_PANTALONI
0.0356,2.5985,1.612,6.9735,-1.4948,-0.2559,8.8148,2.969,10.5047,-0.6794,0.1852,0.6801,0.8247,3.5916,-0.3908,3.1262,2.4215,1.5561,7.3569,0.0593,-0.1392,0.1924,0.0114,-1.3819,-0.0819,0.0592,0.5429,1.9547,1.0359,3.6002,1.9079,0.53,0.2948,3.821,1.0731,12.9617,3.6403,0.2808,0.9832,4.1404,-9.0155,4.2113,-9.1698,-2.1774,0.4469,1.0824,0.3574,2.422,0.7998,0.3302,0.6638,1.9416,0.9479,2.9248,1.4279,0.4882,0.0031,4.6475,-0.9315,-0.8032,-0.4314,0.8191,0.3333,0.2805,0.6318,0,0.0068,0.0247,0.9617,-0.0852,0.0003,0.0168,0.1115,?,-0.5336,0.0002,0.0124,0.5586,?,-7.4188,-1.1841,0.1596,0.4054,0.5496,1.3559,0.1643,0.3021,1.8385,-5.5714,-1.1123,0.1996,0,0,1,0.2217,0.0443,0.1996,0.0082,1.2506,-0.4991,-0.2135,0.5158,-5.6918,0.0292,0.1709,5.9308,?,7.7722,0.0168,0.1298,0.4191,0.9475,1.8286,0.0425,0.2062,0.7056,0.6664,-0.7323,-3.1126,4.2503,1.3173,0.8288,0.6292,1.7353,0.6869,0.3958,-0.7847,-4.2083,5.3633,0,0,3.772,14.1504,8.405,0.594,0.0971,15.2926,0.9302,0.1139,-0.2587,TASCA_DESTRA_DAVANTI_PANTALONI
0.3701,1.8949,1.3765,6.5171,-0.6676,0.0063,2.9854,1.7278,7.5532,-1.7608,0.2985,1.7291,1.315,6.4805,-0.8202,2.1458,2.2312,1.4937,5.8308,0.0345,58.9843,1.2399,0.1725,0.021,0.0029,0.1391,0.7967,1.0468,0.9215,1.314,1.1567,0.8803,0.6347,1.0958,0.8492,1.7265,1.338,0.775,0.5416,0.8934,-12.541,1.6497,-23.1557,-14.0366,1.4285,1.0977,0.6472,0.7684,0.453,0.5896,0.8628,1.0057,1.1177,1.1655,1.2954,1.1114,0.0047,3.3332,-0.6506,0.2323,0.4919,-0.2866,-0.6571,0.389,-0.6285,0.0006,0.024,0.664,?,-0.2691,0.0042,0.0651,0.3571,?,-0.2909,0.0147,0.1214,0.6039,?,2.3357,2.1602,0.9249,0.3696,0.1981,0.536,0.1366,0.0392,0.2873,1.8593,1.0994,0.5913,1,1,1,1.8593,1.0994,0.5913,0.0074,1.1884,-0.8737,0.8428,-0.9487,7.149,0.3855,0.6209,2.1362,0.7445,-6.6234,0.5222,0.7226,7.55,?,0.5461,0.0509,0.2255,1.1242,0.1492,-1.0794,13.0906,-12.128,0.8591,2.753,3.2043,0.7381,7.579,10.2678,-0.8243,31.568,-38.2976,0,6.3267,0,0.2829,1.9003,6.7161,0.0966,14.3185,0.9916,0.2717,0.3836,TASCA_DESTRA_DAVANTI_PANTALONI
-0.6568,11.8153,3.4373,16.8054,-0.6199,1.8603,8.4432,2.9057,12.0865,-0.7414,-2.2347,9.7687,3.1255,13.9169,-1.3204,5.9001,4.1024,2.0254,10.2524,0.1434,-0.3531,0.2939,-0.1113,-0.8325,0.3153,-0.3788,1.183,1.0998,1.6971,0.9297,1.4346,1.5431,1.3994,1.2095,2.8801,0.8643,2.0581,2.3812,1.2497,0.8121,-3.7455,0.6498,-2.997,-4.6123,1.4947,1.7297,0.8668,1.1572,0.5799,0.5011,1.3904,1.2076,1.6392,0.8685,1.1789,1.3574,0.0317,9.1165,-0.3669,0.2374,0.1781,-0.3259,0.0605,-0.4104,0.5021,0.0098,0.099,0.327,0.5127,-0.4651,0.0059,0.0766,0.5897,?,0.336,0.0855,0.2925,0.8162,-0.1069,-1.0796,1.4943,-1.384,1.2922,0.3386,0.2621,1.6698,0.1147,0.0687,-0.5835,-4.3657,7.4817,0,0.9101,0,0.5545,0.4006,0.7225,0.0081,1.3157,-0.7509,-0.9608,0.8003,7.9013,2.5081,1.5837,5.4854,0.4202,2.8572,13.1284,3.6233,11.0952,-0.2909,0.3056,9.8446,3.1376,8.4517,-0.8664,2.7654,25.851,9.348,0.4371,0.5047,1.1548,0.191,0.2548,1.3336,-1.5902,-1.0133,0.6372,1.1008,2.0894,1.8981,0.4944,0.649,1.3128,0.0894,14.613,-0.8509,0.722,-0.9301,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.2849,0.3174,0.5634,3.6826,-0.5516,-0.445,0.3035,0.5509,2.9619,-0.7593,0.304,0.1049,0.3239,1.3409,-0.2424,0.9693,0.1578,0.3973,2.3798,0.1161,0.6403,-0.9374,-0.294,-1.4639,-0.4591,0.3136,1.0228,1.7393,1.4181,1.7006,1.3866,0.8154,1.046,3.0251,2.0111,2.892,1.9226,0.6648,1.0241,5.0045,-4.1876,4.8866,-4.089,-0.8368,1.4098,2.1991,0.8815,1.5599,0.6253,0.4008,1.2433,2.7464,1.5474,2.2089,1.2446,0.5634,0.0066,1.4773,-0.002,0.2476,0.1562,-0.204,0.1855,0.1598,0.6547,0,0.0058,0.0202,0.9697,0.3615,0,0.0058,0.0197,0.947,0.65,0,0.0049,0.0156,0.9762,1.811,1.0072,0.5561,1.0045,1.179,1.1737,1.0089,1.39,1.3777,1.8369,1.0088,0.5492,1.794,1.0156,0.5661,1.027,1.2947,1.2607,0.0107,1.6661,-0.6972,-0.9387,0.4209,7.3919,0.001,0.0322,0.1568,0.9789,6.3377,0.0013,0.0362,0.1425,0.9778,-1.1627,0.0119,0.109,1.3369,?,1.1663,-6.3577,-5.451,0.8884,0.2953,0.3324,0.7893,0.0872,0.1105,1.162,-5.4549,-4.6946,1.1606,0,0,1.1001,0.1173,0.1066,0.1054,14.8923,-0.8469,0.3255,0.2173,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.9621,22.9628,4.792,24.4951,-2.0628,2.0992,16.8848,4.1091,16.9255,-0.3616,-1.5111,5.7591,2.3998,11.8766,-1.2117,6.9316,8.1003,2.8461,15.4315,0.0752,-0.9347,1.2985,-0.2831,-1.3892,0.3029,-0.218,1.1662,1.9968,1.6837,1.7123,1.4438,0.8432,1.36,3.9872,2.8348,2.9318,2.0845,0.711,3.6701,2.5354,-13.1501,0.6908,-3.583,-5.1865,0.6434,1.4894,0.4793,2.3148,0.745,0.3218,1.4472,2.0625,1.5873,1.4251,1.0968,0.7696,0.0349,10.1303,0.1932,-0.0016,-0.49,-0.1565,0.4311,0.0192,0.323,0.0126,0.1124,0.4138,0.2169,-0.5949,0.0056,0.0746,0.6969,?,-0.0799,0.0299,0.1729,0.6049,-1.0736,-0.5429,-4.0418,7.4442,1.5075,0.6504,0.4314,2.2727,0.423,0.1861,-0.1645,-0.366,2.2253,0,1.8114,0,0.5937,0.684,1.1522,0.0073,1.0868,-0.0452,-0.9713,0.2375,7.1602,3.7604,1.9392,6.5984,0.2739,5.2742,8.8572,2.9761,10.2319,-0.0793,0.4518,4.2855,2.0701,6.6431,-0.3682,1.3576,15.8479,11.6736,0.6516,0.9367,1.4376,0.4246,0.8775,2.0668,-3.3103,-1.3922,0.4206,0.9586,1.8717,1.9525,0.6449,0.9933,1.5402,0.0957,14.1348,-0.8054,0.3597,-0.8053,TASCA_SINISTRA_DAVANTI_PANTALONI
