@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
-0.4185,4.7384,2.1768,10.896,-0.8965,-0.161,4.7207,2.1727,11.7083,-2.1533,-0.6439,2.5171,1.5865,9.1693,-0.8601,3.2266,2.1806,1.4767,9.0474,0.053,2.5986,0.65,-0.1297,0.2501,-0.0499,-0.1995,1.0019,1.372,1.4741,1.3695,1.4713,1.0744,1.0038,1.8825,2.173,1.8754,2.1648,1.1543,0.6442,1.2148,-10.172,1.8857,-15.7902,-8.3736,1.5474,1.1655,0.6014,0.7532,0.3886,0.516,0.9306,1.1883,1.2043,1.2769,1.2941,1.0135,0.0082,4.9312,-0.0858,0.0191,-0.004,-0.1779,-0.265,0.1238,31.4549,26.4301,5.141,14.9399,0.601,30.7075,19.6275,4.4303,13.8,0.6429,-3.8781,11.6949,3.4198,13.678,-11.6789,1.0243,-8.111,-7.9183,1.1604,1.5033,1.2955,1.3466,2.26,1.6783,0.9058,-1.7858,-1.9715,0.9689,34.7044,35.8175,1.0826,1.0923,1.0089,0.4597,66.1328,-0.9765,0.2713,-0.0904,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
0.4181,1.7866,1.3366,8.8837,-1.4659,0.0483,0.9543,0.9769,5.6248,-1.0825,-0.0988,0.9185,0.9584,6.1894,-1.8234,1.7288,0.8577,0.9261,4.7988,0.104,8.6575,-4.2316,0.2419,-0.4888,0.0279,-0.0572,1.3682,1.3947,1.4433,1.0193,1.0548,1.0348,1.8721,1.9452,2.083,1.039,1.1127,1.0709,1.8062,1.3212,-9.4847,0.7315,-5.251,-7.1787,1.3338,1.6434,0.6727,1.2321,0.5043,0.4093,1.5794,1.4353,1.8512,0.9088,1.1721,1.2898,0.0045,2.6012,-0.1129,0.2247,0.1404,-0.0675,-0.1911,-0.0599,24.8792,12.445,3.5278,15.6586,0.4942,36.6637,4.3857,2.0942,7.7408,0.808,-5.1374,1.0201,1.01,6.839,?,0.6786,-4.8427,-7.1366,1.6845,3.4928,2.0735,2.8376,12.1997,4.2993,0.4696,-2.2372,-4.7637,0.7678,0,0,2.0229,2.2896,1.1319,0.4646,66.6803,-0.9562,-0.392,0.6021,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
0.6504,12.8925,3.5906,13.2515,-0.441,-3.3474,6.1388,2.4777,9.2053,-4.4124,-1.9696,13.8884,3.7267,12.3167,-2.4015,6.5389,5.6695,2.3811,9.681,0.2643,-0.1943,-0.3302,0.0995,1.6995,-0.5119,-0.3012,1.4492,0.9635,1.508,0.6648,1.0406,1.5651,2.1002,0.9283,2.274,0.442,1.0828,2.4497,0.5404,0.4663,-1.166,0.863,-2.1578,-2.5003,5.4071,2.5397,0.6989,0.4697,0.1292,0.2752,1.4396,1.0759,1.3688,0.7474,0.9509,1.2723,0.039,10.0166,-0.3229,-0.7731,0.6922,0.3656,-0.5629,-0.7882,-16.1912,590.3842,24.2978,73.2,-1.6859,18.456,342.118,18.4964,49.9234,-0.2761,-17.0728,190.0078,13.7843,45.2838,-27.4156,-0.8773,0.9484,-1.081,1.3136,1.7627,1.3418,1.7257,3.1072,1.8005,4.254,1.0516,0.2472,0.6966,17.1015,24.5494,1.4662,1.6165,1.1025,0.2961,64.3817,0.4761,-0.3617,0.5142,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
2.7634,39.9517,6.3207,23.5124,-0.6864,-1.9904,26.2108,5.1196,22.1521,-3.5772,-0.2353,26.6477,5.1621,21.2274,-1.2225,8.7996,27.0309,5.1991,20.4026,0.0403,-1.3884,-11.7421,0.314,8.4576,-0.2262,-0.0267,1.2346,1.2244,1.2157,0.9918,0.9847,0.9929,1.5242,1.4993,1.478,0.9836,0.9697,0.9858,0.5528,0.8196,-11.1605,1.4827,-20.1903,-13.6172,2.8809,1.4598,0.6558,0.5067,0.2276,0.4493,1.0614,1.1076,1.1524,1.0436,1.0857,1.0404,0.0352,13.3258,-0.5994,0.3606,0.6169,-0.0976,-0.7824,0.2033,-29.0862,184.3449,13.5774,49.2172,?,-19.4142,582.9364,24.1441,67.7322,-1.58,-16.666,153.1603,12.3758,35.405,-3.8471,1.4982,1.7452,1.1649,0.5623,1.0971,1.9509,0.3162,1.2036,3.8061,1.1865,1.7515,1.4761,0,0,3.5941,0.7266,1.3901,1.9131,0.3994,76.0929,-0.8736,-0.8829,0.9436,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
2.3059,8.1297,2.8513,12.2767,-0.1221,-1.1232,3.3803,1.8386,7.8475,-2.6289,-0.7299,1.7493,1.3226,8.145,-0.8357,3.5757,7.5852,2.7541,12.2336,0.0189,-2.0529,-3.159,0.6449,1.5388,-0.3141,-0.2041,1.5508,2.1558,1.0353,1.3901,0.6676,0.4802,2.405,4.6474,1.0718,1.9324,0.4456,0.2306,0.235,0.3603,-5.6829,1.5332,-24.1792,-15.7706,5.0592,2.4658,0.8774,0.4874,0.1734,0.3558,1.5644,1.5073,1.0035,0.9635,0.6415,0.6658,0.0281,5.2215,-0.4211,0.1457,0.9124,0.0478,-0.6646,0.0335,0.1634,154.4365,12.4272,39.3585,-2.1844,-3.1676,9.7227,3.1181,15.419,-15.0652,-31.7083,9.2444,3.0405,33.5999,?,-0.0516,-0.0052,0.0999,3.9855,4.0873,1.0255,15.8841,16.7059,1.0517,1.8672,0.8035,0.4303,12.8776,0,0,2.5526,1.1714,0.4589,0.3354,46.4319,0.5422,-0.6121,-0.4992,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0523,0.0175,0.1324,0.7723,-1.0309,-0.0535,0.0078,0.0883,0.3628,-2.0788,0.0102,0.0174,0.1318,0.6514,-1.2299,0.1964,0.0098,0.0991,0.3793,0.0717,-0.9774,5.1462,0.2662,-5.265,-0.2724,0.0517,1.5003,1.0044,1.3359,0.6695,0.8904,1.3301,2.2509,1.0089,1.7847,0.4482,0.7929,1.7691,1.6002,1.091,-13.3739,0.6818,-8.3575,-12.258,3.2269,1.3017,0.9307,0.4034,0.2884,0.715,2.1286,1.1855,2.0363,0.5569,0.9566,1.7177,0.0008,0.2976,0.1055,-0.0311,0.3388,-0.2812,-0.0669,0.0355,-31.2695,0.1268,0.3561,31.9794,?,-3.6911,0.1787,0.4227,4.6188,?,30.8306,0.1045,0.3233,1.3809,0.9565,8.4717,-1.0142,-0.1197,0.8424,1.1015,1.3075,0.7097,1.2133,1.7096,6.9237,-1.0534,-0.1521,1,0,0,6.9237,23.158,3.3448,0.4497,65.7912,-0.7058,0.3764,-0.5749,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
2.4606,8.7754,2.9623,15.9966,-0.2452,-0.898,2.1275,1.4586,5.3901,-2.2863,-0.8748,2.9003,1.703,11.8883,-0.7293,3.8585,6.5416,2.5577,12.5169,0.0317,-2.7401,-2.8128,0.6377,1.0265,-0.2327,-0.2267,2.0309,1.7394,1.1582,0.8565,0.5703,0.6659,4.1247,3.0256,1.3415,0.7335,0.3252,0.4434,0.84,0.6283,-7.695,0.7479,-9.1603,-12.2476,7.8324,1.8687,0.9938,0.2386,0.1269,0.5318,2.9678,1.3456,1.278,0.4534,0.4306,0.9498,0.03,5.5893,-0.1518,0.3237,0.9108,0.1618,-0.2638,0.2483,-1.3063,124.4867,11.1574,37.0789,-2.5931,0.1498,21.5104,4.6379,20.0394,-2.34,-32.289,17.1079,4.1362,35.2188,?,-8.7199,0.0405,-0.0046,2.4057,2.6975,1.1213,5.7873,7.2766,1.2573,1.906,0.7598,0.3986,1.72,0,0,1.8503,1.0528,0.569,0.3513,44.6077,0.881,-0.7138,-0.8375,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
2.0078,26.3217,5.1305,22.8998,-0.9464,0.6332,25.794,5.0788,19.4977,-1.9785,-2.7337,72.9093,8.5387,36.9621,-0.8118,9.1852,52.5626,7.25,22.2745,0.0014,3.1707,-0.7345,0.2186,-0.2316,0.0689,-0.2976,1.0102,0.6008,0.7076,0.5948,0.7005,1.1777,1.0205,0.361,0.5008,0.3538,0.4907,1.3871,0.8597,0.6723,-359.682,0.782,-418.3785,-534.9946,1.7973,0.5767,0.5275,0.3209,0.2935,0.9146,1.1745,0.6195,1.0281,0.5275,0.8753,1.6594,0.0371,14.5976,-0.3966,-0.9504,0.3316,0.4582,-0.2709,-0.2327,2.3457,167.514,12.9427,32.6385,-0.8758,-18.7229,266.7711,16.3331,37.9791,-18.7854,-7.8613,485.8806,22.0427,49.9176,-1.8591,-0.1253,-0.2984,2.3817,0.7924,0.5872,0.741,0.6279,0.3448,0.549,0.4226,0.4695,1.1109,9.0644,0.9966,0.1099,0.8594,0.6538,0.7608,0.2198,53.7502,0.8242,-0.9477,-0.9617,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0081,0.0133,0.1153,0.7308,-2.271,-0.0151,0.0044,0.0661,0.3015,-1.5593,-0.0102,0.0208,0.1443,0.6546,-1.3364,0.1771,0.0075,0.0866,0.5002,0.0563,-0.5385,-0.7971,0.0459,1.4804,-0.0852,-0.0576,1.7455,0.7992,1.3311,0.4579,0.7626,1.6655,3.0469,0.6388,1.7719,0.2096,0.5815,2.7738,2.7626,1.3551,-17.0129,0.4905,-6.1583,-12.5548,1.8968,0.7974,0.4215,0.4204,0.2222,0.5286,2.4243,1.1164,1.4611,0.4605,0.6027,1.3087,0.0002,0.2578,-0.471,0.0905,-0.3021,-0.0405,0.2293,-0.2374,-14.44,0.0336,0.1833,14.8193,?,-32.7803,0.0287,0.1696,33.0597,?,11.948,0.0204,0.1428,0.6592,0.9461,0.4405,-1.2086,-2.7436,1.0809,1.2833,1.1873,1.1683,1.6469,1.4096,0.4483,-1.2797,-2.8549,1,0,0,0.4483,22.4815,50.1528,0.4017,59.1684,-0.4292,-0.3288,0.1336,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.2017,0.3051,0.5524,5.5384,-0.2495,0.012,0.4089,0.6395,4.0294,-0.794,0.1562,1.556,1.2474,16.3705,-0.7345,0.8188,1.6649,1.2903,10.5009,0.0052,16.8088,1.2912,0.2464,0.0768,0.0147,0.1908,0.8639,0.4428,0.4281,0.5126,0.4956,0.9667,0.7462,0.1961,0.1833,0.2628,0.2456,0.9346,0.62,0.1595,-20.0717,0.2572,-32.3715,-125.8412,1.9735,0.4697,0.4199,0.238,0.2128,0.8941,1.3745,0.3383,0.5274,0.2461,0.3837,1.559,0.0027,1.1857,0.4515,0.8185,0.5269,0.3271,0.1714,0.3332,-10.556,0.7355,0.8576,11.6989,?,42.0132,0.2644,0.5142,2.1606,0.9503,-8.1712,0.3717,0.6097,9.0591,?,-0.2513,1.2919,-5.1416,1.6679,1.4066,0.8434,2.7819,1.9786,0.7113,-0.283,1.2914,-4.5632,0,1,0,5.4145,1.2914,0.2385,0.464,60.7404,0.8243,0.6003,0.5845,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-2.6259,13.9283,3.7321,15.0595,-4.6137,-1.7666,6.3317,2.5163,9.3335,-0.8605,0.0804,6.6111,2.5712,9.1843,-0.7587,5.3456,8.3186,2.8842,12.9484,0.0276,1.4864,-32.679,-0.4912,-21.9847,-0.3305,0.015,1.4832,1.4515,1.294,0.9786,0.8724,0.8915,2.1998,2.1068,1.6744,0.9577,0.7611,0.7947,2.8672,3.1239,-33.659,1.0895,-11.7394,-10.7747,0.5347,0.5137,0.2015,0.9606,0.3767,0.3922,1.6135,1.6397,1.163,1.0162,0.7208,0.7093,0.0333,8.0017,0.3607,-0.4535,-0.8719,-0.1857,-0.2156,0.6017,23.2653,95.9413,9.795,27.24,0.3505,-8.1002,202.53,14.2313,50.8774,-0.5334,-33.9926,121.7557,11.0343,41.0995,?,-2.8722,-0.6844,0.2383,0.6883,0.8877,1.2897,0.4737,0.788,1.6634,-0.8305,-0.3576,0.4306,1.264,0,0,0.5354,0.6628,1.2379,0.4419,72.5363,0.7611,0.8344,0.9829,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.5017,0.5759,0.7589,3.4408,-0.1103,0.1291,0.4556,0.6749,5.3056,-0.6829,-0.2028,0.5787,0.7607,4.4217,-1.593,0.9983,0.9231,0.9608,3.4742,0.0141,3.8873,-2.4736,0.5026,-0.6363,0.1293,-0.2032,1.1244,0.9976,0.7899,0.8873,0.7025,0.7917,1.2643,0.9953,0.6239,0.7872,0.4935,0.6269,0.1588,0.1258,-6.868,0.7926,-43.261,-54.5819,0.983,1.8173,0.8794,1.8487,0.8946,0.4839,0.6485,0.7782,0.9904,1.1999,1.5271,1.2727,0.0059,1.4746,-0.0129,-0.444,0.7943,0.467,0.0368,-0.6491,-21.3946,1.7052,1.3058,22.4991,?,38.0583,0.6601,0.8125,4.0802,0.9003,-1.9174,1.4245,1.1935,4.7989,-15.0459,-0.5622,11.158,-19.8487,1.6073,1.0941,0.6807,2.5833,1.197,0.4634,-0.6107,5,-8.1868,0,0,136.8214,5.5142,4.6884,0.8502,0.46,61.3954,0.9291,0.4644,0.5178,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.0224,7.9605,2.8214,14.6805,-1.9348,-1.8267,1.9382,1.3922,6.2579,-3.0246,-0.4261,4.8546,2.2033,11.8673,-0.9837,3.925,3.9114,1.9777,9.3989,0.0457,0.5597,2.3998,-0.2605,4.2874,-0.4654,-0.1086,2.0266,1.2805,1.4266,0.6319,0.7039,1.1141,4.1071,1.6398,2.0352,0.3993,0.4955,1.2411,2.0579,1.6446,-21.4843,0.7992,-10.44,-13.0634,3.2171,0.8362,0.5079,0.2599,0.1579,0.6074,2.3459,1.2371,1.5619,0.5273,0.6658,1.2626,0.0223,5.9859,-0.2957,0.3361,-0.2768,-0.1405,-0.3427,-0.1896,36.175,6.6871,2.5859,12.2391,0.7228,-2.1188,104.5977,10.2273,41.0385,-0.2833,-27.1038,112.6079,10.6117,39.3585,-7.0986,-17.0733,-1.3347,0.0782,0.2528,0.2437,0.9638,0.0639,0.0594,0.9289,-3.5235,-0.9253,0.2626,1.3809,9.0863,6.5802,0.2982,0.311,1.0427,0.4714,71.9696,0.2683,0.3707,0.9899,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-2.6583,1.8567,1.3626,4.6883,?,-1.5229,1.1856,1.0888,4.1376,-5.6702,-1.7356,1.1875,1.0897,4.293,-12.9886,3.7788,2.3491,1.5327,5.4362,0.0823,1.7456,1.5317,-0.7035,0.8774,-0.403,-0.4593,1.2514,1.2504,0.889,0.9992,0.7104,0.711,1.5661,1.5636,0.7904,0.9984,0.5047,0.5055,1.3329,1.1761,-9.6179,0.8824,-7.2157,-8.1774,0,0,0,2.0213,0.1047,0.0518,1.1331,1.0921,0.8624,0.9638,0.7611,0.7897,0.0405,6.0009,0.2864,0.2486,-0.7958,0.7213,-0.7458,-0.7213,37.4943,101.5252,10.076,25.9375,0.478,-1.9282,174.2952,13.2021,43.8125,-0.4635,-3.6494,343.8459,18.5431,50.125,-0.9005,-19.4456,-10.274,0.5283,0.7632,0.5434,0.712,0.5825,0.2953,0.5069,-1.7117,-1,0.5842,1.6597,1.8839,1.1351,0.592,0.5175,0.8741,0.4336,66.0431,0.6555,0.8366,0.9569,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.3607,2.9859,1.728,5.9997,-18.1093,-1.5048,2.7059,1.645,5.5336,-18.1523,-0.0245,2.4902,1.578,5.8922,-1.1249,2.8788,4.0109,2.0027,6.8224,0.0282,0.9042,55.5834,-0.4727,61.4701,-0.5227,-0.0085,1.0505,1.095,0.8628,1.0424,0.8214,0.7879,1.1035,1.1991,0.7444,1.0866,0.6746,0.6208,1.0841,1.8228,-28.7638,1.6814,-26.5323,-15.7799,1.0867,0.1132,0.0447,0.1042,0.0412,0.395,1.0842,1.0182,0.8794,0.9391,0.8111,0.8637,0.0203,4.3082,0.7993,-0.1623,-0.9038,-0.063,-0.8953,0.0454,26.1584,50.5319,7.1086,19.1,0.5159,-12.8514,231.1546,15.2038,49.6309,-0.8697,-26.9321,41.8375,6.4682,31.4322,?,-2.0354,-0.9713,0.4772,0.4676,1.099,2.3505,0.2186,1.2078,5.5251,-0.8816,-0.6475,0.7345,1.4863,0,0,0.3848,0.6077,1.579,0.3968,71.9612,0.9189,0.8583,0.986,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.9294,4.7683,2.1836,9.8176,-4.8435,-1.2593,3.4168,1.8485,6.4464,-34.5612,-0.4408,5.5797,2.3621,8.4148,-1.0983,3.1248,6.6444,2.5777,10.3087,0.0093,0.738,2.1086,-0.2974,2.8572,-0.403,-0.1411,1.1813,0.9244,0.8471,0.7825,0.7171,0.9164,1.3956,0.8546,0.7176,0.6124,0.5142,0.8398,1.2989,1.8475,-84.4287,1.4224,-65.0026,-45.6986,9.268,0.4189,0.1615,0.0452,0.0174,0.3854,1.5229,1.1667,0.9524,0.7661,0.6253,0.8163,0.0163,4.6185,0.8357,-0.6153,-0.7956,-0.3658,-0.933,0.2755,21.7187,59.3274,7.7024,31.3,0.245,-16.836,70.2037,8.3788,39.4628,-1.2453,-32.239,50.5719,7.1114,38.2298,?,-1.29,-0.6737,0.5222,0.9193,1.0831,1.1782,0.8451,1.1731,1.3882,-0.4642,-0.2658,0.5725,2.3589,0,0,0.7932,0.8187,1.0323,0.4236,72.1815,0.8895,0.9334,0.9852,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
